"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)"
"60210100000031","Nodes","31","21.000000","41.573260","DDS demands","Known Flow","347468.770000","752230.760000","","0.000000","","-5.680000","","-5.079157","-5.680000","","","","D1 PROFILE",""
"60210100000008","Nodes","8","21.000000","43.590032","DDS demands","Known Flow","347547.770000","752146.260000","","0.000000","","-4.800000","","-4.292246","-4.800000","","","","D1 PROFILE",""
"60210100000050","Nodes","50","21.000000","38.681868","DDS demands","Known Flow","347771.895000","752312.010000","","0.000000","","-4.019999","","-3.594755","-4.019999","","","","D1 PROFILE",""
"60210100000034","Nodes","34","21.000000","39.362799","DDS demands","Known Flow","347803.270000","752271.260000","","0.000000","","-1.179999","","-1.055177","-1.179999","","","","D1 PROFILE",""
"60210100000051","Nodes","51","21.000000","38.670069","DDS demands","Known Flow","347809.270000","752370.010000","","0.000000","","-3.270000","","-2.924092","-3.270000","","","","D1 PROFILE",""
"60210100000100","Nodes","","21.000000","42.597084","Default Known Flow Node","Known Flow","347558.590730","752046.880848","","0.000000","","","","0.000000","0.000000","","","","",""
"60210100000104","Nodes","","21.000000","33.489314","Default Known Flow Node","Known Flow","347421.694692","752274.112910","","0.000000","","","","0.000000","0.000000","","","","",""
"60210100000105","Nodes","","21.000000","33.348051","Default Known Flow Node","Known Flow","347456.323702","752294.771916","","0.000000","","","","0.000000","0.000000","","","","",""
"60210100000106","Nodes","","21.000000","34.022454","Default Known Flow Node","Known Flow","347432.456695","752250.005904","","0.000000","","","","0.000000","0.000000","","","","",""
"60210100000110","Nodes","","21.000000","40.675194","Default Known Flow Node","Known Flow","347530.555722","752129.358871","","0.000000","","","","0.000000","0.000000","","","","",""
"60210100000112","Nodes","","21.000000","32.869314","Default Known Flow Node","Known Flow","347352.707674","752358.222933","","0.000000","","","","0.000000","0.000000","","","","",""
"60210100000113","Nodes","","21.000000","32.875233","Default Known Flow Node","Known Flow","347354.011534","752358.803800","","0.000000","","","","0.000000","0.000000","","","","",""
"60210100000114","Nodes","","21.000000","32.874658","DDS demands","Known Flow","347359.972676","752341.486928","","0.000000","","-0.669999","","-0.599125","-0.669999","","","","D1 PROFILE",""
"60210100000115","Nodes","","21.000000","32.706060","DDS demands","Known Flow","347316.197422","752443.823972","","0.000000","","-1.590000","","-1.421806","-1.590000","","","","D1 PROFILE",""
"60210100000118","Nodes","","21.000000","45.360750","Default Known Flow Node","Known Flow","347413.630690","752020.940841","","0.000000","","","","0.000000","0.000000","","","","",""
"60210100000119","Nodes","","21.000000","35.683006","DDS demands","Known Flow","347770.900787","752311.599920","","0.000000","","-2.660000","","-2.378619","-2.660000","","","","D1 PROFILE",""
"60210100000127","Nodes","","21.000000","47.014361","Default Known Flow Node","Known Flow","347403.450687","752006.938837","","0.000000","","","","0.000000","0.000000","","","","",""
"60210100000130","Nodes","","21.000000","41.827542","Default Known Flow Node","Known Flow","347638.245751","752074.981856","","0.000000","","","","0.000000","0.000000","","","","",""
"60210100000137","Nodes","","21.000000","33.333383","Default Known Flow Node","Known Flow","347470.490706","752302.289918","","0.000000","","","","0.000000","0.000000","","","","",""
"60210100000125","Nodes","","21.000000","35.958418","Default Known Flow Node","Known Flow","347434.431696","752162.822880","","0.000000","","","","0.000000","0.000000","","","","",""
"60210100000135","Nodes","","21.000000","40.675194","Default Known Flow Node","Known Flow","347531.993722","752130.613871","","0.000000","","","","0.000000","0.000000","","","","",""
"60210100000139","Nodes","","21.000000","33.171354","Default Known Flow Node","Known Flow","347462.073703","752286.298913","","0.000000","","","","0.000000","0.000000","","","","",""
"60210100000140","Nodes","","21.000000","35.836363","Default Known Flow Node","Known Flow","347439.060697","752152.018877","","0.000000","","","","0.000000","0.000000","","","","",""
"60210100000142","Nodes","","21.000000","42.571456","Default Known Flow Node","Known Flow","347564.147731","752032.931845","","0.000000","","","","0.000000","0.000000","","","","",""
"60210100000111","Nodes","","21.000000","40.612926","DDS demands","Known Flow","347551.243728","752149.259876","","0.000000","","-1.559999","","-1.394979","-1.559999","","","","D1 PROFILE",""
"60210100000120","Nodes","","21.000000","35.682237","DDS demands","Known Flow","347765.368786","752297.432916","","0.000000","","-0.759999","","-0.679605","-0.759999","","","","D1 PROFILE",""
"60210100000149","Nodes","","21.000000","43.872258","DDS demands","Known Flow","347480.134519","752020.466432","","0.000000","","-8.409999","","-7.520372","-8.409999","","","","D1 PROFILE",""
"60210100000147","Nodes","","21.000000","40.602615","DDS demands","Known Flow","347651.802963","752182.887680","","0.000000","","-3.390000","","-3.031398","-3.390000","","","","D1 PROFILE",""
"60210100000150","Nodes","","21.000000","34.637525","DDS demands","Known Flow","347335.451672","752395.867343","","0.000000","","-2.039999","","-1.824204","-2.039999","","","","D1 PROFILE",""
"60210100000148","Nodes","","21.000000","46.100572","Default Known Flow Node","Known Flow","347454.881712","752065.225557","","0.000000","","","","0.000000","0.000000","","","","",""
"60210100000146","Nodes","","21.000000","39.859127","DDS demands","Known Flow","347685.290855","752217.604820","","0.000000","","-0.440000","-5.539999","-5.347423","-5.979999","","","","D1 PROFILE","PL-AF PROFILE"
"60210100000151","Nodes","","21.000000","38.684001","Default Known Flow Node","Known Flow","347766.520000","752297.510000","","0.000000","","","","0.000000","0.000000","","","","",""
"60210100000152","Nodes","-2969417","21.000000","39.450001","Default Known Flow Node","Known Flow","347788.395000","752245.635000","","0.000000","","","","0.000000","0.000000","","","","",""
"60210100000153","Nodes","-317789","21.000000","45.517042","Default Known Flow Node","Known Flow","347557.770000","752061.885000","","0.000000","","","","0.000000","0.000000","","","","",""
"60210100000154","Nodes","-317790","21.000000","45.517042","Default Known Flow Node","Known Flow","347558.895000","752062.385000","","0.000000","","","","0.000000","0.000000","","","","",""
"60210100000155","Nodes","-317791","21.000000","45.517042","Default Known Flow Node","Known Flow","347593.020000","752074.885000","","0.000000","","","","0.000000","0.000000","","","","",""
