"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)"
"60208200000102","Nodes","102","21.000000","32.485373","DDS demands","Known Flow","359747.488385","749950.888441","","0.000000","","","-3.800000","","","","-3.398028","-3.800000","","","","","D1 PROFILE","","",""
"60208200001011","Nodes","-310213","21.000000","32.352861","Default Known Flow Node","Known Flow","359762.581569","749942.449979","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60208200000019","Nodes","19","21.000000","44.736597","DDS demands","Known Flow","359651.590000","749898.390000","","0.000000","","","-5.509999","","","","-4.927140","-5.509999","","","","","D1 PROFILE","","",""
"60208200000020","Nodes","20","21.000000","44.697802","DDS demands","Known Flow","359570.465000","749869.265000","","0.000000","","","-2.559999","","","","-2.289197","-2.559999","","","","","D1 PROFILE","","",""
"60208200000051","Nodes","51","21.000000","44.528795","DDS demands","Known Flow","359663.090000","749867.640000","","0.000000","","","-11.270000","","","","-10.077835","-11.270000","","","","","D1 PROFILE","","",""
"60208200001007","Nodes","-310201","21.000000","46.052066","DDS demands","Known Flow","359620.965000","749980.390000","","0.000000","","","-7.949999","","","","-7.109032","-7.949999","","","","","D1 PROFILE","","",""
"60208200000024","Nodes","24","21.000000","44.751445","DDS demands","Known Flow","359635.090000","749813.640000","","0.000000","","","-6.469999","","","","-5.785589","-6.469999","","","","","D1 PROFILE","","",""
"60208200000034","Nodes","34","21.000000","43.016969","DDS demands","Known Flow","359582.766860","750074.995579","","0.000000","","","-4.699999","","","","-4.202823","-4.699999","","","","","D1 PROFILE","","",""
"60208200000031","Nodes","31","21.000000","38.121369","DDS demands","Known Flow","359722.721841","750012.770497","","0.000000","","","-8.470000","","","","-7.574026","-8.470000","","","","","D1 PROFILE","","",""
"60208200000049","Nodes","49","21.000000","38.121369","Default Known Flow Node","Known Flow","359680.323715","749997.059864","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60208200000033","Nodes","33","21.000000","39.803508","DDS demands","Known Flow","359691.574997","750092.146925","","0.000000","","","-9.989999","","","","-8.933236","-9.989999","","","","","D1 PROFILE","","",""
"60208200001010","Nodes","-310208","21.000000","38.996490","Default Known Flow Node","Known Flow","359706.462366","750052.836040","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60208200000050","Nodes","50","21.000000","38.996490","Default Known Flow Node","Known Flow","359714.351985","750055.786072","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60208200000001","Nodes","1","21.000000","49.993748","DDS demands","Known Flow","358943.822665","749639.601118","","0.000000","","","-5.090000","","","","-4.551569","-5.090000","","","","","D1 PROFILE","","",""
"60208200000040","Nodes","40, Friockheim Village DG, Constant, Site ID 1642","21.000000","49.999998","Default Known Pressure Node","Known Pressure","358943.942607","749641.939995","","999998.967025","","","","","","","333.963507","373.469989","","","","","","","",""
"60208200001002","Nodes","1002","21.000000","49.218333","DDS demands","Known Flow","359246.340000","749757.515000","","0.000000","","","-22.250000","","","","-19.896348","-22.250000","","","","","D1 PROFILE","","",""
"60208200000043","Nodes","43","21.000000","49.222845","Default Known Flow Node","Known Flow","359301.965000","749741.890000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60208200001003","Nodes","1003","21.000000","49.218333","Default Known Flow Node","Known Flow","359253.465000","749745.890000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60208200001005","Nodes","1005","21.000000","49.218333","Default Known Flow Node","Known Flow","359263.215000","749730.390000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60208200001000","Nodes","1000","21.000000","45.621315","Default Known Flow Node","Known Flow","359597.412501","749800.392495","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60208200000103","Nodes","103","21.000000","31.975996","DDS demands","Known Flow","359812.915918","749950.551892","","0.000000","","","-4.300000","","","","-3.845137","-4.300000","","","","","D1 PROFILE","","",""
"60208200001013","Nodes","-3331496","21.000000","31.484526","DDS demands","Known Flow","359825.327237","749947.474288","","0.000000","","","-3.319999","","","","-2.968803","-3.319999","","","","","D1 PROFILE","","",""
"60208200000014","Nodes","14","21.000000","45.611674","DDS demands","Known Flow","359596.215000","749813.890000","","0.000000","","","-3.219999","","","","-2.879381","-3.219999","","","","","D1 PROFILE","","",""
"60208200001001","Nodes","1001","21.000000","45.578990","Default Known Flow Node","Known Flow","359554.465000","749811.765000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60208200000044","Nodes","P00076119, Kinnell Place, 19.10","22.999998","31.210463","CSEP DDS Matched","Known Flow","359846.618199","749935.163874","","0.000000","","","","-19.099999","","","-17.079562","-19.099999","","","","","","DC PROFILE","",""
"60208200000045","Nodes","45","21.000000","31.074275","DDS demands","Known Flow","359845.255981","749987.382229","","0.000000","","","-7.080000","","","","-6.331062","-7.080000","","","","","D1 PROFILE","","",""
"60208200000046","Nodes","46","21.000000","30.827099","DDS demands","Known Flow","359798.183783","749983.144217","","0.000000","","","-6.679999","","","","-5.973375","-6.679999","","","","","D1 PROFILE","","",""
"60208200000052","Nodes","P00085863, Millgate, 44.70","25.000000","49.043231","CSEP DDS Matched","Known Flow","359409.707891","749859.222238","","0.000000","","","","-44.699999","","","-39.971539","-44.699999","","","","","","DC PROFILE","",""
"60208200000055","Nodes","","21.000000","49.600990","DDS demands","Known Flow","359094.072693","749649.164746","","0.000000","-2.140000","","-5.659999","","","","-6.974899","-7.799999","","","C1 PROFILE","","D1 PROFILE","","",""
"60208200000057","Nodes","","21.000000","49.364425","DDS demands","Known Flow","359174.986566","749712.665509","","0.000000","","","-2.279999","","","","-2.038816","-2.279999","","","","","D1 PROFILE","","",""
"60208200000056","Nodes","","21.000000","49.600990","Default Known Flow Node","Known Flow","359096.806648","749616.588885","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60208200000058","Nodes","","21.000000","49.364425","Default Known Flow Node","Known Flow","359152.500021","749738.573357","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
