"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(TT)"
"62503400002509","Nodes","-477674",21.000000,31.401793,"Default Known Flow Node","Known Flow",226986.952922,683908.588307,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000432","Nodes","432",21.000000,29.830171,"DDS demands","Known Flow",226550.952803,683962.963322,,0.000000,,,-6.399999,,-3.190000,,,,,-8.575549,-9.590000,,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,,
"62503400000138","Nodes","138",21.000000,30.521584,"DDS demands","Known Flow",226680.952839,683910.588308,,0.000000,,,,,-1.090000,,,,,-0.974697,-1.090000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000373","Nodes","373",21.000000,31.326023,"DDS demands","Known Flow",226786.452867,683910.088308,,0.000000,,,,-2.740000,-7.099999,,,,,-8.799103,-9.839999,,,"",,,,"C4 PROFILE","D1 PROFILE",,,,,
"62503400000160","Nodes","160",21.000000,31.776722,"DDS demands","Known Flow",226902.327899,683868.963296,,0.000000,,,,,-3.559999,,,,,-3.183415,-3.559999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000374","Nodes","374",21.000000,31.506118,"DDS demands","Known Flow",226864.569955,683897.489685,,0.000000,,,,,-3.660000,,,,,-3.272837,-3.660000,,,"",,,,,"D1 PROFILE",,,,,
"62503400002504","Nodes","-477664",21.000000,31.506118,"Default Known Flow Node","Known Flow",226865.774889,683897.304304,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000488","Nodes","488",21.000000,31.400930,"Default Known Flow Node","Known Flow",226769.854993,683977.437625,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000126","Nodes","126",21.000000,31.350409,"DDS demands","Known Flow",226762.827861,683997.963332,,0.000000,-10.159999,,,,-17.719999,,,,,-24.930795,-27.880000,,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,
"62503400000489","Nodes","489",21.000000,30.972006,"DDS demands","Known Flow",226827.702878,683958.963321,,0.000000,,,,,-12.870000,,,,,-11.508585,-12.870000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000161","Nodes","161",21.000000,31.401793,"DDS demands","Known Flow",226979.452920,683915.588309,,0.000000,,,,,-13.000000,,,,,-11.624833,-13.000000,,,"",,,,,"D1 PROFILE",,,,,
"62503400002508","Nodes","-477671",21.000000,31.401793,"Default Known Flow Node","Known Flow",226972.327918,683929.213313,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002501","Nodes","-477659",21.000000,29.873369,"Default Known Flow Node","Known Flow",226522.702796,683974.588325,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002434","Nodes","-32031",21.000000,30.525776,"Default Known Flow Node","Known Flow",226683.452839,683910.963308,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002436","Nodes","-32037",21.000000,30.054518,"Default Known Flow Node","Known Flow",226597.202816,683935.088314,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000430","Nodes","430",21.000000,30.059715,"DDS demands","Known Flow",226562.077806,683953.713320,,0.000000,,,-30.610000,,,,,,,-27.372010,-30.610000,,,"",,,"C3  PROFILE",,,,,,,
"62503400000281","Nodes","281",21.000000,31.232587,"Default Known Flow Node","Known Flow",226728.836138,683923.969172,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002432","Nodes","-32023",21.000000,31.638496,"Default Known Flow Node","Known Flow",226872.344504,683897.585946,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002507","Nodes","-477670",21.000000,31.724506,"Default Known Flow Node","Known Flow",226888.702895,683906.213307,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002511","Nodes","-477688",21.000000,31.298918,"Default Known Flow Node","Known Flow",226793.327869,683953.838320,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002532","Nodes","-478437",21.000000,31.401793,"Default Known Flow Node","Known Flow",227003.077926,683914.713309,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000159","Nodes","159",21.000000,33.084508,"DDS demands","Known Flow",227218.827985,683542.213208,,0.000000,,,-3.650000,,-10.010000,,,,,-12.215016,-13.659999,,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,,
"62503400002430","Nodes","-31984",21.000000,21.917523,"Default Known Flow Node","Known Flow",227211.702983,683680.838245,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000139","Nodes","139",21.000000,21.939990,"DDS demands","Known Flow",227216.626984,683681.283245,,0.000000,,,,,-9.430000,,,,,-8.432475,-9.430000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000400","Nodes","400",21.000000,23.886609,"DDS demands","Known Flow",227192.827978,683990.838330,,0.000000,,,,,-3.510000,,,,,-3.138704,-3.510000,,,"",,,,,"D1 PROFILE",,,,,
"62503400002437","Nodes","-32038",21.000000,23.127043,"DDS demands","Known Flow",227257.077995,683957.338321,,0.000000,,,,,-10.119999,,,,,-9.049484,-10.119999,,,"",,,,,"D1 PROFILE",,,,,
"62503400002438","Nodes","-32045",21.000000,23.740020,"Default Known Flow Node","Known Flow",227161.670969,683981.256327,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000380","Nodes","380",21.000000,23.906676,"DDS demands","Known Flow",227154.325737,683984.317470,,0.000000,,,,,-14.990000,,,,,-13.404326,-14.990000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000401","Nodes","401",21.000000,23.319951,"Default Known Flow Node","Known Flow",227295.703006,683990.463330,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002439","Nodes","-32046",21.000000,23.319951,"DDS demands","Known Flow",227293.953005,683983.713328,,0.000000,,,,,-2.589999,,,,,-2.316024,-2.589999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000171","Nodes","171",21.000000,22.090892,"DDS demands","Known Flow",227213.577983,683739.338261,,0.000000,,,,,-1.860000,,,,,-1.663245,-1.860000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000140","Nodes","140",21.000000,21.534784,"DDS demands","Known Flow",227176.702973,683672.838243,,0.000000,,,-2.650000,,-2.499999,,,,,-4.605222,-5.150000,,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,,
"62503400002429","Nodes","-31983",21.000000,21.689379,"Default Known Flow Node","Known Flow",227172.827972,683679.338245,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000128","Nodes","128",21.000000,33.470490,"DDS demands","Known Flow",227026.702933,683688.963248,,0.000000,,,,,-1.120000,,,,,-1.001524,-1.120000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000383","Nodes","383",21.000000,21.522958,"Default Known Flow Node","Known Flow",227212.702983,683598.838223,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000172","Nodes","172",21.000000,22.174338,"DDS demands","Known Flow",227208.577982,683767.838269,,0.000000,,,,,-6.569999,,,,,-5.875011,-6.569999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000486","Nodes","486",21.000000,22.343743,"DDS demands","Known Flow",227199.327980,683821.588284,,0.000000,,,,,-15.339999,,,,,-13.717302,-15.339999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000157","Nodes","157",21.000000,22.733730,"DDS demands","Known Flow",227196.202979,683881.963300,,0.000000,,,,,-11.180000,,,,,-9.997356,-11.180000,,,"",,,,,"D1 PROFILE",,,,,
"62503400002431","Nodes","-32006",21.000000,22.343743,"Default Known Flow Node","Known Flow",227183.327975,683820.088283,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000158","Nodes","158",21.000000,21.875987,"DDS demands","Known Flow",227345.328019,683925.963312,,0.000000,,,,,-5.469999,,,,,-4.891371,-5.469999,,,"",,,,,"D1 PROFILE",,,,,
"62503400002427","Nodes","-3125522",21.000000,33.972896,"Default Known Flow Node","Known Flow",227061.452745,683709.955455,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000004","Nodes","Rhu DG, Tel, Clocked, Site ID 3646",21.000000,33.999999,"Default Known Pressure Node","Known Pressure",227063.327943,683711.088254,,2154.909935,,,,,,,,,,861.389730,963.288408,,,"",,,,,,,,,,
"62503400000516","Nodes","516",21.000000,21.415891,"DDS demands","Known Flow",227108.077955,683717.463255,,0.000000,,,,,-2.250000,,,,,-2.011990,-2.250000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000517","Nodes","517",21.000000,21.292303,"DDS demands","Known Flow",227122.202959,683678.213245,,0.000000,,,,,-10.289999,,,,,-9.201502,-10.289999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000515","Nodes","515",21.000000,22.299902,"Default Known Flow Node","Known Flow",227133.702962,683829.588286,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000514","Nodes","514",21.000000,22.299902,"Default Known Flow Node","Known Flow",227147.327965,683850.213291,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000384","Nodes","384",21.000000,32.785899,"Default Known Flow Node","Known Flow",227507.535540,683544.787659,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000337","Nodes","337",21.000000,32.565812,"DDS demands","Known Flow",228153.953239,683507.338198,,0.000000,,,,,-12.640000,,,,,-11.302914,-12.640000,,,"",,,,,"D1 PROFILE",,,,,
"62503400002543","Nodes","-479150",21.000000,33.556950,"Default Known Flow Node","Known Flow",228119.578230,683772.297270,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002490","Nodes","-35936",21.000000,32.867146,"Default Known Flow Node","Known Flow",228144.712237,683598.698223,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000363","Nodes","363",21.000000,29.360576,"DDS demands","Known Flow",226486.327786,684389.213438,,0.000000,,,-9.060000,,-7.880000,,,,,-15.148052,-16.939999,,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,,
"62503400002451","Nodes","-32101",21.000000,29.304028,"DDS demands","Known Flow",226497.327789,684372.088433,,0.000000,,,,,-10.609999,,,,,-9.487651,-10.609999,,,"",,,,,"D1 PROFILE",,,,,
"62503400002456","Nodes","-32109",21.000000,29.160812,"Default Known Flow Node","Known Flow",226459.317471,684450.348931,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000127","Nodes","127",21.000000,30.944554,"DDS demands","Known Flow",226886.327894,684027.338340,,0.000000,,,,,-9.639999,,,,,-8.620260,-9.639999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000429","Nodes","429",21.000000,30.864823,"DDS demands","Known Flow",226554.202804,684050.213346,,0.000000,,,,,-1.879999,,,,,-1.681129,-1.879999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000491","Nodes","491",21.000000,26.024433,"DDS demands","Known Flow",226904.952900,684023.088338,,0.000000,,,,,-6.249999,,,,,-5.588861,-6.249999,,,"",,,,,"D1 PROFILE",,,,,
"62503400002519","Nodes","-477708",21.000000,30.664306,"Default Known Flow Node","Known Flow",226658.077832,684066.588350,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002520","Nodes","-477712",21.000000,29.519952,"Default Known Flow Node","Known Flow",226526.827797,684388.338438,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000512","Nodes","512",21.000000,29.503427,"DDS demands","Known Flow",226566.327807,684473.213461,,0.000000,,,,,-3.299999,,,,,-2.950918,-3.299999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000364","Nodes","364",21.000000,30.119367,"DDS demands","Known Flow",226614.827821,684160.088376,,0.000000,,,,,-14.970000,,,,,-13.386442,-14.970000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000145","Nodes","145",21.000000,24.484799,"DDS demands","Known Flow",226819.327876,684271.588406,,0.000000,,,,,-0.999999,,,,,-0.894217,-0.999999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000366","Nodes","366",21.000000,24.682695,"DDS demands","Known Flow",226813.327875,684277.963408,,0.000000,,,,,-6.399999,,,,,-5.722994,-6.399999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000367","Nodes","367",21.000000,24.353940,"DDS demands","Known Flow",226779.577865,684322.588420,,0.000000,,,,,-10.430000,,,,,-9.326693,-10.430000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000493","Nodes","493",21.000000,24.660253,"Default Known Flow Node","Known Flow",226750.577858,684398.088440,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000136","Nodes","136",21.000000,25.760965,"DDS demands","Known Flow",226911.202901,684033.088341,,0.000000,,,,,-4.590000,,,,,-4.104460,-4.590000,,,"",,,,,"D1 PROFILE",,,,,
"62503400002452","Nodes","-32103",21.000000,23.501049,"Default Known Flow Node","Known Flow",226864.024589,684399.834634,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000154","Nodes","154",21.000000,23.453067,"DDS demands","Known Flow",226862.577888,684420.088446,,0.000000,,,,,-15.819999,,,,,-14.146526,-15.819999,,,"",,,,,"D1 PROFILE",,,,,
"62503400002441","Nodes","-32057",21.000000,25.340773,"Default Known Flow Node","Known Flow",226922.077904,684048.213345,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002445","Nodes","-32069",21.000000,24.078562,"Default Known Flow Node","Known Flow",226969.702917,684113.588363,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002440","Nodes","-32056",21.000000,25.478666,"Default Known Flow Node","Known Flow",226967.952917,684047.213345,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002521","Nodes","-477719",21.000000,25.565831,"Default Known Flow Node","Known Flow",226997.577925,684044.338344,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000368","Nodes","368",21.000000,24.174581,"DDS demands","Known Flow",226880.952893,684315.213418,,0.000000,,,,,-11.270000,,,,,-10.077835,-11.270000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000369","Nodes","369",21.000000,24.572517,"DDS demands","Known Flow",226910.452901,684233.963396,,0.000000,,,,,-7.119999,,,,,-6.366831,-7.119999,,,"",,,,,"D1 PROFILE",,,,,
"62503400002448","Nodes","-32095",21.000000,24.353940,"Default Known Flow Node","Known Flow",226780.577866,684320.713419,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000151","Nodes","151",21.000000,24.562966,"DDS demands","Known Flow",226829.202879,684260.463403,,0.000000,,,,,-9.000000,,,,,-8.047961,-9.000000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000502","Nodes","502",21.000000,24.564659,"Default Known Flow Node","Known Flow",226830.327879,684262.213403,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000372","Nodes","372",21.000000,30.591806,"DDS demands","Known Flow",226650.329482,684083.339119,,0.000000,-24.999999,,,,,,,,,-22.355447,-24.999999,,,"","C1 PROFILE",,,,,,,,,
"62503400002454","Nodes","-32107",21.000000,23.584097,"Default Known Flow Node","Known Flow",226858.452887,684429.463449,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000143","Nodes","143",21.000000,25.660697,"DDS demands","Known Flow",226762.702861,684202.213387,,0.000000,,,,,-14.409999,,,,,-12.885679,-14.409999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000480","Nodes","480",21.000000,25.391524,"DDS demands","Known Flow",226920.457671,684045.959917,,0.000000,,,,,-17.950000,,,,,-16.051212,-17.950000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000492","Nodes","492",21.000000,25.576201,"DDS demands","Known Flow",226997.202925,683974.838325,,0.000000,,,,,-9.850000,,,,,-8.808046,-9.850000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000141","Nodes","141",21.000000,25.568239,"DDS demands","Known Flow",226853.077885,684121.088365,,0.000000,-0.519999,,,,-9.549999,,,,,-9.004774,-10.069999,,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,
"62503400002444","Nodes","-32065",21.000000,25.592081,"Default Known Flow Node","Known Flow",226861.083945,684108.967363,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000142","Nodes","142",21.000000,25.134559,"DDS demands","Known Flow",226675.827837,684069.088351,,0.000000,,,,,-5.909999,,,,,-5.284827,-5.909999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000144","Nodes","144",21.000000,25.685810,"DDS demands","Known Flow",226728.577852,684250.213400,,0.000000,,,,,-2.119999,,,,,-1.895741,-2.119999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000152","Nodes","152",21.000000,23.588024,"DDS demands","Known Flow",226995.952924,684147.588372,,0.000000,-3.020000,,,,-19.279999,,,,,-19.941059,-22.299999,,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,
"62503400002453","Nodes","-32105",21.000000,23.452284,"Default Known Flow Node","Known Flow",226840.827882,684418.963446,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002515","Nodes","-477700",21.000000,23.452284,"Default Known Flow Node","Known Flow",226845.577883,684415.213445,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002516","Nodes","-477701",21.000000,23.452284,"Default Known Flow Node","Known Flow",226830.577879,684423.963448,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002457","Nodes","-32111",21.000000,23.623798,"DDS demands","Known Flow",226865.327889,684485.963464,,0.000000,,,,,-1.019999,,,,,-0.912102,-1.019999,,,"",,,,,"D1 PROFILE",,,,,
"62503400002517","Nodes","-477703",21.000000,25.390552,"DDS demands","Known Flow",226807.077873,684094.213358,,0.000000,,,,,-6.939999,,,,,-6.205872,-6.939999,,,"",,,,,"D1 PROFILE",,,,,
"62503400002513","Nodes","-477695",21.000000,23.281489,"Default Known Flow Node","Known Flow",226820.327876,684393.588439,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
