"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"96113110000004","Nodes","10000004","21.000000","32.065434","DDS demands","Known Flow","544003.539184","153660.444022","","0.000000","","","","","","","-7.389999","","","","","-6.608270","-7.389999","","","","","","","","","D1 PROFILE","","","",""
"96113100000050","Nodes","50","21.000000","31.682703","Default Known Flow Node","Known Flow","544199.265987","153981.223848","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113106505014","Nodes","6505014","21.000000","31.703045","DDS demands","Known Flow","544207.664240","153980.194109","","0.000000","","","","","","","-7.710000","","","","","-6.894420","-7.710000","","","","","","","","","D1 PROFILE","","","",""
"96113101462490","Nodes","1462490","21.000000","32.037731","DDS demands","Known Flow","544025.789190","153629.944014","","0.000000","","","","","","","-3.660000","","","","","-3.272837","-3.660000","","","","","","","","","D1 PROFILE","","","",""
"96113110000006","Nodes","10000006","21.000000","32.079706","DDS demands","Known Flow","544039.164194","153661.444023","","0.000000","-15.999999","","","","","","-1.599999","","","","","-15.738234","-17.599999","","","C1 PROFILE","","","","","","D1 PROFILE","","","",""
"96113100000014","Nodes","14","21.000000","32.564628","Default Known Flow Node","Known Flow","544246.789251","153778.194054","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113110000013","Nodes","10000013","21.000000","32.392979","DDS demands","Known Flow","544250.551133","153772.800241","","0.000000","","","","","","","-1.860000","","","","","-1.663245","-1.860000","","","","","","","","","D1 PROFILE","","","",""
"96113101462525","Nodes","1462525","21.000000","32.392531","DDS demands","Known Flow","544252.164252","153773.819053","","0.000000","","","","","","","-2.910000","","","","","-2.602174","-2.910000","","","","","","","","","D1 PROFILE","","","",""
"96113100000030","Nodes","30","21.000000","31.621233","DDS demands","Known Flow","544286.789261","153930.444096","","0.000000","","","","","","","-1.529999","","","","","-1.368153","-1.529999","","","","","","","","","D1 PROFILE","","","",""
"96113100000031","Nodes","31","21.000000","31.712598","DDS demands","Known Flow","544269.674819","153931.444007","","0.000000","","","","","","","-1.760000","","","","","-1.573823","-1.760000","","","","","","","","","D1 PROFILE","","","",""
"96113101462590","Nodes","1462590","21.000000","32.466006","DDS demands","Known Flow","544322.289271","153728.819041","","0.000000","","","","","","","-6.860000","","","","","-6.134335","-6.860000","","","","","","","","","D1 PROFILE","","","",""
"96113110000010","Nodes","10000010","21.000000","32.466105","DDS demands","Known Flow","544315.039269","153727.319041","","0.000000","","","","","","","-1.869999","","","","","-1.672187","-1.869999","","","","","","","","","D1 PROFILE","","","",""
"96113101462487","Nodes","2487","21.000000","32.401736","Default Known Flow Node","Known Flow","544371.289284","153721.444039","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113106505098","Nodes","6505098","21.000000","32.445637","DDS demands","Known Flow","544345.164277","153748.569046","","0.000000","-6.000000","","","","","","-16.679999","","","","","-20.280862","-22.680001","","","C1 PROFILE","","","","","","D1 PROFILE","","","",""
"96113101462501","Nodes","1462501","21.000000","32.148221","DDS demands","Known Flow","544118.539216","153833.569070","","0.000000","","","","","","","-2.259999","","","","","-2.020932","-2.259999","","","","","","","","","D1 PROFILE","","","",""
"96113100000023","Nodes","23","21.000000","31.693392","DDS demands","Known Flow","544197.621180","153859.189019","","0.000000","","","","","","","-0.860000","","","","","-0.769027","-0.860000","","","","","","","","","D1 PROFILE","","","",""
"96113101462556","Nodes","1462556","21.000000","31.647157","DDS demands","Known Flow","544218.664243","153887.694084","","0.000000","","","","","","","-1.209999","","","","","-1.082003","-1.209999","","","","","","","","","D1 PROFILE","","","",""
"96113100000024","Nodes","24","21.000000","31.650792","DDS demands","Known Flow","544195.257140","153879.315312","","0.000000","","","","","","","-7.190000","","","","","-6.429426","-7.190000","","","","","","","","","D1 PROFILE","","","",""
"96113101462575","Nodes","2575","21.000000","32.303461","Default Known Flow Node","Known Flow","544356.164280","153904.694089","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113106505097","Nodes","6505097","21.000000","31.901783","DDS demands","Known Flow","544335.539275","153975.194108","","0.000000","","","","","","","-17.540001","","","","","-15.684583","-17.540001","","","","","","","","","D1 PROFILE","","","",""
"96113100000046","Nodes","46","21.000000","31.905757","Default Known Flow Node","Known Flow","544124.414217","153978.944109","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113100000048","Nodes","48","21.000000","31.644496","DDS demands","Known Flow","544182.914233","153979.819109","","0.000000","","","","","","","-11.870000","","","","","-10.614366","-11.870000","","","","","","","","","D1 PROFILE","","","",""
"96113100000045","Nodes","45","21.000000","31.903478","Default Known Flow Node","Known Flow","544120.664216","153978.569109","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113106505102","Nodes","6505102","21.000000","31.815319","DDS demands","Known Flow","544270.168782","153981.106440","","0.000000","","","","","","","-6.500000","","","","","-5.812416","-6.500000","","","","","","","","","D1 PROFILE","","","",""
"96113104904543","Nodes","4904543","21.000000","33.256626","DDS demands","Known Flow","544452.919361","153998.325505","","0.000000","","","","","","","-7.550000","","","","","-6.751345","-7.550000","","","","","","","","","D1 PROFILE","","","",""
"96113100000055","Nodes","55","21.000000","33.254126","DDS demands","Known Flow","544458.039308","153996.694114","","0.000000","","","","","","","-4.150000","","","","","-3.711004","-4.150000","","","","","","","","","D1 PROFILE","","","",""
"96113100000040","Nodes","40","21.000000","32.472869","DDS demands","Known Flow","544468.539311","153974.694108","","0.000000","","","","","","","-10.609999","","","","","-9.487651","-10.609999","","","","","","","","","D1 PROFILE","","","",""
"96113106505099","Nodes","6505099","21.000000","32.309511","DDS demands","Known Flow","544276.046183","153715.543831","","0.000000","-6.000000","","","","","","-2.570000","","","","","-7.663447","-8.570000","","","C1 PROFILE","","","","","","D1 PROFILE","","","",""
"96113106505015","Nodes","6505015","21.000000","33.257288","DDS demands","Known Flow","544454.164307","153969.819107","","0.000000","-5.539999","","","","","","-10.640000","","","","","-14.468446","-16.180000","","","C1 PROFILE","","","","","","D1 PROFILE","","","",""
"96113100000005","Nodes","5","21.000000","32.071187","Default Known Flow Node","Known Flow","544017.914768","153660.654397","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113101462566","Nodes","2566","21.000000","32.071187","Default Known Flow Node","Known Flow","544017.914188","153658.944022","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113100000008","Nodes","8","21.000000","32.361672","DDS demands","Known Flow","544165.039228","153689.569030","","0.000000","","","","","","","-17.959999","","","","","-16.060153","-17.959999","","","","","","","","","D1 PROFILE","","","",""
"96113101462484","Nodes","1462484","21.000000","31.693357","DDS demands","Known Flow","544197.914237","153856.694076","","0.000000","","","","","","","-2.559999","","","","","-2.289197","-2.559999","","","","","","","","","D1 PROFILE","","","",""
"96113101462580","Nodes","1462580","21.000000","32.583764","DDS demands","Known Flow","544195.039236","153810.069063","","0.000000","","","","","","","-3.739999","","","","","-3.344374","-3.739999","","","","","","","","","D1 PROFILE","","","",""
"96113110000016","Nodes","10000016","21.000000","32.539529","DDS demands","Known Flow","544270.164257","153803.694061","","0.000000","","","","","","","-3.489999","","","","","-3.120820","-3.489999","","","","","","","","","D1 PROFILE","","","",""
"96113101462506","Nodes","1462506","21.000000","32.421984","DDS demands","Known Flow","544283.789261","153795.319059","","0.000000","","","","","","","-2.619999","","","","","-2.342850","-2.619999","","","","","","","","","D1 PROFILE","","","",""
"96113101462551","Nodes","1462551","21.000000","31.708063","DDS demands","Known Flow","544269.164257","153927.569095","","0.000000","","","","","","","-3.680000","","","","","-3.290721","-3.680000","","","","","","","","","D1 PROFILE","","","",""
"96113100000037","Nodes","37","21.000000","31.857186","DDS demands","Known Flow","544270.039257","153974.569108","","0.000000","","","","","","","-6.090000","","","","","-5.445787","-6.090000","","","","","","","","","D1 PROFILE","","","",""
"96113110000015","Nodes","15","21.000000","32.407576","Default Known Flow Node","Known Flow","544276.164259","153800.944061","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113101462493","Nodes","1462493","21.000000","32.407159","DDS demands","Known Flow","544300.414265","153810.694063","","0.000000","","","","","","","-0.469999","","","","","-0.420282","-0.469999","","","","","","","","","D1 PROFILE","","","",""
"96113100000020","Nodes","20","21.000000","32.649214","DDS demands","Known Flow","544348.180826","153850.183774","","0.000000","","","","","","","-3.410000","","","","","-3.049283","-3.410000","","","","","","","","","D1 PROFILE","","","",""
"96113106505101","Nodes","6505101","21.000000","32.645041","DDS demands","Known Flow","544346.164278","153846.944073","","0.000000","-21.090000","","","","","","-19.530001","","","","","-36.323131","-40.620002","","","C1 PROFILE","","","","","","D1 PROFILE","","","",""
"96113100000007","Nodes","7","21.000000","32.401736","Default Known Flow Node","Known Flow","544409.664295","153685.569029","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113100000043","Nodes","43","21.000000","32.673181","Default Known Flow Node","Known Flow","544471.539312","153975.194108","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113106505013","Nodes","6505013","21.000000","32.740087","DDS demands","Known Flow","544371.828270","153882.396434","","0.000000","","","","","","","-17.059999","","","","","-15.255356","-17.059999","","","","","","","","","D1 PROFILE","","","",""
"96113100000022","Nodes","22","21.000000","32.686145","Default Known Flow Node","Known Flow","544324.164272","153855.319075","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113101462471","Nodes","1462471","21.000000","32.684250","DDS demands","Known Flow","544324.039272","153874.819081","","0.000000","","","","","","","-1.169999","","","","","-1.046234","-1.169999","","","","","","","","","D1 PROFILE","","","",""
"96113101462548","Nodes","1462548","21.000000","32.308257","DDS demands","Known Flow","544514.039323","153926.194095","","0.000000","","","","","","","-6.540000","","","","","-5.848185","-6.540000","","","","","","","","","D1 PROFILE","","","",""
"96113106505018","Nodes","6505018","21.000000","34.720785","DDS demands","Known Flow","544953.931662","153995.961645","","0.000000","","","","","","","-1.720000","","","","","-1.538054","-1.720000","","","","","","","","","D1 PROFILE","","","",""
"96113101462474","Nodes","2474","21.000000","34.720785","Default Known Flow Node","Known Flow","544966.039446","153984.069110","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113100000263","Nodes","263","21.000000","25.710410","Default Known Flow Node","Known Flow","545205.664511","153491.193976","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113100000269","Nodes","269","21.000000","30.684718","DDS demands","Known Flow","544996.539455","153708.069035","","0.000000","","","","","","","-7.219999","","","","","-6.456253","-7.219999","","","","","","","","","D1 PROFILE","","","",""
"96113100000270","Nodes","270","21.000000","30.653629","Default Known Flow Node","Known Flow","545053.395350","153793.706753","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113100000271","Nodes","271","21.000000","30.589649","DDS demands","Known Flow","545078.789477","153795.694059","","0.000000","","","","","","","-9.999999","","","","","-8.942178","-9.999999","","","","","","","","","D1 PROFILE","","","",""
"96113100000272","Nodes","272","21.000000","30.640787","DDS demands","Known Flow","545017.414460","153811.819064","","0.000000","","","","","","","-2.130000","","","","","-1.904684","-2.130000","","","","","","","","","D1 PROFILE","","","",""
"96113100000264","Nodes","264","21.000000","26.535529","Default Known Flow Node","Known Flow","545071.161927","153522.058320","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113100000265","Nodes","265","21.000000","26.401741","Default Known Flow Node","Known Flow","545028.664463","153525.818986","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113100000119","Nodes","119","21.000000","31.545679","Default Known Flow Node","Known Flow","543789.914126","154111.319145","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113106505001","Nodes","5001, WESTERHAM H/S (PRS SITE) DG, Site ID 7151","21.000000","33.999999","Default Known Pressure Node","Known Pressure","543952.664171","154335.069206","","1979.999977","","","","","","","","","","","","263.290322","294.436423","","","","","","","","","","","","",""
"96113100000215","Nodes","215","21.000000","33.971988","Default Known Flow Node","Known Flow","543947.164169","154342.194208","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113100000063","Nodes","63","21.000000","31.882941","DDS demands","Known Flow","543894.539155","154005.194116","","0.000000","","","","","","","-12.700000","","","","","-11.356567","-12.700000","","","","","","","","","D1 PROFILE","","","",""
"96113101462482","Nodes","1462482","21.000000","31.567644","DDS demands","Known Flow","543739.789113","154104.944143","","0.000000","","","","","","","-3.920000","","","","","-3.505334","-3.920000","","","","","","","","","D1 PROFILE","","","",""
"96113100000111","Nodes","111","21.000000","31.637366","DDS demands","Known Flow","543598.664074","154090.069139","","0.000000","","","","","","","-1.370000","","","","","-1.225078","-1.370000","","","","","","","","","D1 PROFILE","","","",""
"96113100000145","Nodes","145","21.000000","31.356263","Default Known Flow Node","Known Flow","543781.039124","154141.069153","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113100000159","Nodes","159","21.000000","31.192362","DDS demands","Known Flow","543767.414120","154188.319166","","0.000000","","","","","","","-2.359999","","","","","-2.110354","-2.359999","","","","","","","","","D1 PROFILE","","","",""
"96113100000137","Nodes","137","21.000000","31.361086","Default Known Flow Node","Known Flow","543782.289124","154128.819150","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113106505096","Nodes","6505096","21.000000","31.539013","DDS demands","Known Flow","543783.539125","154111.944145","","0.000000","","","","","","","-1.679999","","","","","-1.502286","-1.679999","","","","","","","","","D1 PROFILE","","","",""
"96113100000218","Nodes","218","21.000000","33.968084","Default Known Flow Node","Known Flow","543943.914168","154344.069208","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113106505012","Nodes","5012","21.000000","33.631465","Default Known Flow Node","Known Flow","543973.539176","154321.194202","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113100000203","Nodes","203","21.000000","33.631465","Default Known Flow Node","Known Flow","543968.789175","154312.194200","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113100000085","Nodes","85","21.000000","33.163133","DDS demands","Known Flow","544453.914307","154027.444122","","0.000000","","","","","","","-3.960000","","","","","-3.541102","-3.960000","","","","","","","","","D1 PROFILE","","","",""
"96113106505093","Nodes","6505093","21.000000","31.441509","DDS demands","Known Flow","543956.741461","154128.028428","","0.000000","","","","","","","-17.770000","","","","","-15.890252","-17.770000","","","","","","","","","D1 PROFILE","","","",""
"96113104904540","Nodes","4540","21.000000","31.503327","Default Known Flow Node","Known Flow","544038.953771","154132.689653","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113106505027","Nodes","6505027","21.000000","30.980095","DDS demands","Known Flow","544417.539297","154141.569153","","0.000000","-3.140000","","","","","","-16.639999","","","","","-17.687630","-19.780000","","","C1 PROFILE","","","","","","D1 PROFILE","","","",""
"96113100000155","Nodes","155","21.000000","31.133987","DDS demands","Known Flow","544295.654329","154174.780385","","0.000000","","","","","","","-5.749999","","","","","-5.141752","-5.749999","","","","","","","","","D1 PROFILE","","","",""
"96113106505094","Nodes","6505094","21.000000","31.724596","DDS demands","Known Flow","544103.632975","154044.730922","","0.000000","","","","","","","-11.669999","","","","","-10.435522","-11.669999","","","","","","","","","D1 PROFILE","","","",""
"96113100000087","Nodes","87","21.000000","31.598107","DDS demands","Known Flow","544200.914238","154029.944123","","0.000000","","","","","","","-5.330000","","","","","-4.766181","-5.330000","","","","","","","","","D1 PROFILE","","","",""
"96113100000189","Nodes","189","21.000000","33.380214","DDS demands","Known Flow","544227.789245","154268.069188","","0.000000","","","","","","","-2.209999","","","","","-1.976221","-2.209999","","","","","","","","","D1 PROFILE","","","",""
"96113100000161","Nodes","161","21.000000","33.318410","DDS demands","Known Flow","544254.664253","154197.444169","","0.000000","","","","","","","-1.830000","","","","","-1.636418","-1.830000","","","","","","","","","D1 PROFILE","","","",""
"96113100000114","Nodes","114","21.000000","31.108142","DDS demands","Known Flow","544287.414262","154097.819141","","0.000000","","","","","","","-12.979999","","","","","-11.606948","-12.979999","","","","","","","","","D1 PROFILE","","","",""
"96113100000106","Nodes","106","21.000000","33.180235","Default Known Flow Node","Known Flow","544419.664298","154072.194134","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113100000100","Nodes","100","21.000000","33.158954","Default Known Flow Node","Known Flow","544357.664281","154057.319130","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113100000092","Nodes","92","21.000000","33.158954","Default Known Flow Node","Known Flow","544358.414281","154042.944126","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113100000180","Nodes","180","21.000000","27.238730","Default Known Flow Node","Known Flow","544399.914292","154251.944183","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113106505092","Nodes","6505092","21.000000","27.203790","DDS demands","Known Flow","544422.417014","154286.564999","","0.000000","","","","","","","-18.490000","","","","","-16.534088","-18.490000","","","","","","","","","D1 PROFILE","","","",""
"96113100000126","Nodes","126","21.000000","33.170756","DDS demands","Known Flow","544440.539303","154117.444147","","0.000000","","","","","","","-3.029999","","","","","-2.709480","-3.029999","","","","","","","","","D1 PROFILE","","","",""
"96113100000174","Nodes","174","21.000000","31.472896","DDS demands","Known Flow","544044.720393","154237.936869","","0.000000","","","","","","","-1.299999","","","","","-1.162483","-1.299999","","","","","","","","","D1 PROFILE","","","",""
"96113104904548","Nodes","4904548","0.000000","31.264936","Default Known Flow Node","Known Flow","543961.311663","154155.918381","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113100000212","Nodes","212","21.000000","27.248073","Default Known Flow Node","Known Flow","544400.664292","154329.944205","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113100000169","Nodes","169","21.000000","31.440555","DDS demands","Known Flow","544095.318058","154228.954817","","0.000000","","","","","","","-4.819999","","","","","-4.310130","-4.819999","","","","","","","","","D1 PROFILE","","","",""
"96113101462535","Nodes","1462535","21.000000","31.717135","DDS demands","Known Flow","544098.164210","154044.819127","","0.000000","","","","","","","-15.319999","","","","","-13.699417","-15.319999","","","","","","","","","D1 PROFILE","","","",""
"96113100000148","Nodes","148","21.000000","33.167857","DDS demands","Known Flow","544418.289297","154158.694158","","0.000000","","","","","","","-1.960000","","","","","-1.752667","-1.960000","","","","","","","","","D1 PROFILE","","","",""
"96113100000101","Nodes","101","21.000000","31.705071","Default Known Flow Node","Known Flow","544095.414209","154057.694130","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113100000166","Nodes","166","21.000000","31.481653","DDS demands","Known Flow","544107.789213","154205.194171","","0.000000","","","","","","","-1.580000","","","","","-1.412864","-1.580000","","","","","","","","","D1 PROFILE","","","",""
"96113106505020","Nodes","6505020","21.000000","31.478785","DDS demands","Known Flow","544116.693118","154213.981949","","0.000000","","","","","","","-2.329999","","","","","-2.083527","-2.329999","","","","","","","","","D1 PROFILE","","","",""
"96113100000135","Nodes","135","21.000000","31.295735","DDS demands","Known Flow","544181.664233","154127.944150","","0.000000","","","","","","","-6.150000","","","","","-5.499440","-6.150000","","","","","","","","","D1 PROFILE","","","",""
"96113106505022","Nodes","6505022","21.000000","31.322320","DDS demands","Known Flow","544182.414233","154165.319160","","0.000000","","","","","","","-8.409999","","","","","-7.520372","-8.409999","","","","","","","","","D1 PROFILE","","","",""
"96113100000168","Nodes","168","21.000000","31.484404","Default Known Flow Node","Known Flow","544120.914216","154215.069173","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113106505023","Nodes","6505023","21.000000","31.321741","DDS demands","Known Flow","544227.258917","154202.253501","","0.000000","","","","","","","-2.549999","","","","","-2.280255","-2.549999","","","","","","","","","D1 PROFILE","","","",""
"96113100000105","Nodes","105","21.000000","31.590157","Default Known Flow Node","Known Flow","544196.164237","154071.444134","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113106505021","Nodes","6505021","21.000000","31.314999","DDS demands","Known Flow","544189.208254","154129.574390","","0.000000","","","","","","","-13.760000","","","","","-12.304439","-13.760000","","","","","","","","","D1 PROFILE","","","",""
"96113100000108","Nodes","108","21.000000","31.456973","Default Known Flow Node","Known Flow","544195.414237","154077.444136","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113100000083","Nodes","83","21.000000","33.290504","Default Known Flow Node","Known Flow","544359.414281","154024.569121","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113106505103","Nodes","6505103","21.000000","33.158954","DDS demands","Known Flow","544413.164296","154044.819127","","0.000000","","","","","","","-19.969998","","","","","-17.857530","-19.969998","","","","","","","","","D1 PROFILE","","","",""
"96113106505104","Nodes","6505104","21.000000","27.326451","DDS demands","Known Flow","544424.414299","154200.569169","","0.000000","","","","","","","-5.330000","","","","","-4.766181","-5.330000","","","","","","","","","D1 PROFILE","","","",""
"96113100000152","Nodes","152","21.000000","27.426654","DDS demands","Known Flow","544411.603618","154172.914365","","0.000000","","","","","","","-3.859999","","","","","-3.451680","-3.859999","","","","","","","","","D1 PROFILE","","","",""
