"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-DC)"
"96115207415059","Nodes","","21.000000","29.719352","Default Known Flow Node","Known Flow","585762.125000","167232.000000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415060","Nodes","","21.000000","29.250432","Default Known Flow Node","Known Flow","585778.500000","167312.000000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415061","Nodes","","21.000000","29.228253","DDS demands","Known Flow","585781.125000","167318.000000","","0.000000","","-29.620000","","","-26.486735","-29.620000","","","","D1 PROFILE","",""
"96115207415058","Nodes","","21.000000","29.196360","DDS demands","Known Flow","585757.250000","167349.250000","","0.000000","","-21.779999","","","-19.476065","-21.779999","","","","D1 PROFILE","",""
"96115207415063","Nodes","","21.000000","26.752916","Default Known Flow Node","Known Flow","585794.875000","167001.125000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415064","Nodes","","21.000000","29.355837","Default Known Flow Node","Known Flow","585806.000000","167297.625000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415066","Nodes","","21.000000","29.350413","Default Known Flow Node","Known Flow","585811.625000","167307.250000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415065","Nodes","","21.000000","29.539212","Default Known Flow Node","Known Flow","585807.250000","167264.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415071","Nodes","","21.000000","29.267387","Default Known Flow Node","Known Flow","585827.375000","167314.375000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415067","Nodes","","21.000000","29.560625","Default Known Flow Node","Known Flow","585815.250000","167238.500000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415101","Nodes","","21.000000","29.554604","Default Known Flow Node","Known Flow","585812.875000","167245.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415070","Nodes","","21.000000","29.247884","DDS demands","Known Flow","585826.875000","167323.000000","","0.000000","","-16.489999","","","-14.745652","-16.489999","","","","D1 PROFILE","",""
"96115207415079","Nodes","","21.000000","29.247884","Default Known Flow Node","Known Flow","585875.000000","167320.500000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415072","Nodes","","21.000000","29.267387","Default Known Flow Node","Known Flow","585832.125000","167314.500000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415078","Nodes","","21.000000","29.267387","Default Known Flow Node","Known Flow","585862.250000","167308.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415075","Nodes","","21.000000","28.703412","DDS demands","Known Flow","585849.625000","167076.500000","","0.000000","","-16.090000","","","-14.387966","-16.090000","","","","D1 PROFILE","",""
"96115207415077","Nodes","","21.000000","28.746647","Default Known Flow Node","Known Flow","585854.750000","167059.250000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415076","Nodes","","21.000000","28.986173","DDS demands","Known Flow","585850.875000","167243.625000","","0.000000","","-17.139999","","","-15.326894","-17.139999","","","","D1 PROFILE","",""
"96115207415080","Nodes","","21.000000","29.247884","Default Known Flow Node","Known Flow","585889.625000","167367.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415081","Nodes","","21.000000","24.074438","Default Known Flow Node","Known Flow","585915.625000","167044.000000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415082","Nodes","15082, P12129050, School Lane, SCH 14.95","22.999998","24.396569","CSEP Unmatched","Known Flow","585975.790184","166930.478834","","0.000000","","","","-14.949999","-13.368557","-14.949999","","","","","","DC PROFILE"
"96115207415084","Nodes","","21.000000","24.074438","DDS demands","Known Flow","585974.375000","167032.000000","","0.000000","","-8.369999","","","-7.484603","-8.369999","","","","D1 PROFILE","",""
"96115207415102","Nodes","","21.000000","29.511455","Default Known Flow Node","Known Flow","585882.875000","167296.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415100","Nodes","","21.000000","29.554604","Default Known Flow Node","Known Flow","585785.125000","167239.375000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415097","Nodes","","21.000000","25.121892","DDS demands","Known Flow","586104.375000","167072.125000","","0.000000","","-4.110000","","","-3.675235","-4.110000","","","","D1 PROFILE","",""
"96115207415083","Nodes","","21.000000","24.852064","Default Known Flow Node","Known Flow","585942.000000","167123.125000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415085","Nodes","","21.000000","24.852064","Default Known Flow Node","Known Flow","586004.875000","167109.000000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415090","Nodes","","21.000000","24.808558","DDS demands","Known Flow","586030.875000","167174.625000","","0.000000","","-18.010000","","","-16.104864","-18.010000","","","","D1 PROFILE","",""
"96115207415087","Nodes","","21.000000","24.827406","Default Known Flow Node","Known Flow","586025.125000","167178.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415091","Nodes","","21.000000","24.854160","Default Known Flow Node","Known Flow","586031.125000","167187.000000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415088","Nodes","","21.000000","24.901580","Default Known Flow Node","Known Flow","586026.750000","167216.000000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415089","Nodes","","21.000000","24.858086","Default Known Flow Node","Known Flow","586028.500000","167260.500000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415092","Nodes","","21.000000","24.901580","Default Known Flow Node","Known Flow","586031.375000","167204.250000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415093","Nodes","","21.000000","24.919872","DDS demands","Known Flow","586037.750000","167207.000000","","0.000000","","-20.759999","","","-18.563963","-20.759999","","","","D1 PROFILE","",""
"96115207415032","Nodes","","21.000000","26.853385","DDS demands","Known Flow","586056.500000","167295.125000","","0.000000","","-6.130000","","","-5.481555","-6.130000","","","","D1 PROFILE","",""
"96115207415094","Nodes","","21.000000","25.151111","Default Known Flow Node","Known Flow","586098.875000","167082.625000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415096","Nodes","","21.000000","26.175487","Default Known Flow Node","Known Flow","586102.125000","167219.750000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415033","Nodes","","21.000000","27.129723","Default Known Flow Node","Known Flow","585439.000000","166744.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415035","Nodes","","21.000000","27.006240","Point Loads","Known Flow","585462.500000","166742.500000","","0.000000","","-9.999999","","","-8.942178","-9.999999","","","","D1 PROFILE","",""
"96115207415003","Nodes","","21.000000","28.000002","Default Known Pressure Node","Known Pressure","585443.750000","166887.125000","","0.000000","","","","","8.942178","9.999999","","","","","",""
"96115207415034","Nodes","","21.000000","27.893183","Default Known Flow Node","Known Flow","585459.625000","166884.250000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415099","Nodes","","21.000000","27.139602","Default Known Flow Node","Known Flow","585437.125000","166745.125000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415103","Nodes","","21.000000","26.428759","Default Known Flow Node","Known Flow","585810.875000","166985.218750","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115207415104","Nodes","","21.000000","26.385344","Default Known Flow Node","Known Flow","585828.375000","167030.765625","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115200000558","Nodes","","21.000000","29.583051","DDS demands","Known Flow","585791.562500","167224.625000","","0.000000","","-9.720000","","","-8.691797","-9.720000","","","","D1 PROFILE","",""
"96115200009800","Nodes","","21.000000","24.074438","Default Known Flow Node","Known Flow","585925.625000","167060.750000","","0.000000","","","","","0.000000","0.000000","","","","","",""
