"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-DC)"
"96105701462498","Nodes","-1462498","21.000000","25.113083","Default Known Flow Node","Known Flow","606631.431225","146484.567070","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000019","Nodes","-19","21.000000","24.681142","Default Known Flow Node","Known Flow","606675.056236","146435.567056","","0.000000","","","","","","-12.000000","","","-10.730614","-12.000000","","","","","","","","I2 PROFILE","",""
"96105700000015","Nodes","-15","21.000000","24.592820","Default Known Flow Node","Known Flow","606712.181247","146420.692052","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700326835","Nodes","-326835","21.000000","24.681142","Default Known Flow Node","Known Flow","606676.806237","146437.567057","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000142","Nodes","-142","21.000000","33.180098","Default Known Flow Node","Known Flow","604954.680768","146902.317183","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000145","Nodes","-145","21.000000","33.180098","Default Known Flow Node","Known Flow","604955.952781","146903.544367","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000134","Nodes","-134","21.000000","31.366893","Default Known Flow Node","Known Flow","604918.680759","146869.567175","","0.000000","","","","-3.170000","","","","","-2.834670","-3.170000","","","","","","D1 PROFILE","","","",""
"96105700000137","Nodes","-137","21.000000","31.355041","Default Known Flow Node","Known Flow","604914.930758","146875.192176","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000136","Nodes","-136","21.000000","30.919912","Default Known Flow Node","Known Flow","604970.180773","146871.317175","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000141","Nodes","-141","21.000000","31.594252","Default Known Flow Node","Known Flow","604950.680767","146900.567183","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105701462489","Nodes","-1462489","21.000000","31.313106","Default Known Flow Node","Known Flow","604929.930762","146833.817165","","0.000000","","","","-5.239999","","","","","-4.685701","-5.239999","","","","","","D1 PROFILE","","","",""
"96105700000144","Nodes","-144","21.000000","32.033270","Default Known Flow Node","Known Flow","604952.305768","146902.442183","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000033","Nodes","-33","21.000000","22.490524","Default Known Flow Node","Known Flow","605347.930875","146500.942074","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105701462468","Nodes","-1462468","21.000000","28.340235","Default Known Flow Node","Known Flow","605062.430798","146738.817139","","0.000000","","-6.000000","","","","","","","-5.365307","-6.000000","","","","C2 PROFILE","","","","","",""
"96105700000117","Nodes","-117","21.000000","28.395102","Default Known Flow Node","Known Flow","605072.680801","146761.442145","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105701462502","Nodes","-1462502","21.000000","22.843696","Default Known Flow Node","Known Flow","605083.805804","146579.317096","","0.000000","","","","-1.339999","","","","","-1.198251","-1.339999","","","","","","D1 PROFILE","","","",""
"96105700000057","Nodes","-57","21.000000","22.806083","Default Known Flow Node","Known Flow","605087.680805","146549.317087","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105701462475","Nodes","-1462475","21.000000","27.448081","Default Known Flow Node","Known Flow","605087.305805","146727.317136","","0.000000","","","","-1.039999","","","","","-0.929986","-1.039999","","","","","","D1 PROFILE","","","",""
"96105705003022","Nodes","5003022","21.000000","27.451956","Default Known Flow Node","Known Flow","605103.305809","146767.067147","","0.000000","","","","-34.060001","","","","","-30.457062","-34.060001","","","","","","D1 PROFILE","","","",""
"96105701462472","Nodes","-1462472","21.000000","22.480761","Default Known Flow Node","Known Flow","605090.305805","146528.067082","","0.000000","","","","-3.510000","","","","","-3.138704","-3.510000","","","","","","D1 PROFILE","","","",""
"96105700000044","Nodes","-44","21.000000","22.452535","Default Known Flow Node","Known Flow","605094.680807","146518.067079","","0.000000","","","","-3.950000","","","","","-3.532160","-3.950000","","","","","","D1 PROFILE","","","",""
"96105701462511","Nodes","-1462511","21.000000","25.630873","Default Known Flow Node","Known Flow","605096.930807","146687.442125","","0.000000","","-15.999999","","","","","","","-14.307486","-15.999999","","","","C2 PROFILE","","","","","",""
"96105700000116","Nodes","-116","21.000000","27.063669","Default Known Flow Node","Known Flow","605122.305814","146759.067144","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105701462493","Nodes","-1462493","21.000000","29.371308","Default Known Flow Node","Known Flow","605107.180810","146945.817195","","0.000000","","","","-4.110000","","","","","-3.675235","-4.110000","","","","","","D1 PROFILE","","","",""
"96105700000164","Nodes","-164","21.000000","29.512273","Default Known Flow Node","Known Flow","605143.430820","146974.192203","","0.000000","","","","-4.719999","","","","","-4.220708","-4.719999","","","","","","D1 PROFILE","","","",""
"96105701462505","Nodes","-1462505","21.000000","22.870947","Default Known Flow Node","Known Flow","605123.930814","146573.817094","","0.000000","","","","-5.830000","","","","","-5.213290","-5.830000","","","","","","D1 PROFILE","","","",""
"96105700000062","Nodes","-62","21.000000","22.908858","Default Known Flow Node","Known Flow","605120.055813","146563.442091","","0.000000","","","","-1.019999","","","","","-0.912102","-1.019999","","","","","","D1 PROFILE","","","",""
"96105705003045","Nodes","5003045","21.000000","22.931734","Default Known Flow Node","Known Flow","605145.180820","146531.317082","","0.000000","","","","-2.959999","","","","","-2.646885","-2.959999","","","","","","D1 PROFILE","","","",""
"96105700000041","Nodes","-41","21.000000","22.518146","Default Known Flow Node","Known Flow","605125.055815","146508.442076","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000160","Nodes","-160","21.000000","29.674738","Default Known Flow Node","Known Flow","605203.430836","146944.442195","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000159","Nodes","-159","21.000000","29.674738","Default Known Flow Node","Known Flow","605203.508525","146942.565236","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105701462477","Nodes","-1462477","21.000000","23.362933","Default Known Flow Node","Known Flow","605226.097842","146502.650075","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105701462481","Nodes","-1462481","21.000000","24.485747","Default Known Flow Node","Known Flow","605381.555885","146596.817100","","0.000000","","","","-4.139999","","","","","-3.702062","-4.139999","","","","","","D1 PROFILE","","","",""
"96105700000094","Nodes","-94","21.000000","24.617348","Default Known Flow Node","Known Flow","605408.930892","146663.067118","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000052","Nodes","-52","21.000000","22.471981","Default Known Flow Node","Known Flow","605029.055789","146532.942083","","0.000000","","","","-2.480000","","","","","-2.217660","-2.480000","","","","","","D1 PROFILE","","","",""
"96105701462488","Nodes","-1462488","21.000000","22.461937","Default Known Flow Node","Known Flow","605031.680789","146540.942085","","0.000000","","","","-3.190000","","","","","-2.852555","-3.190000","","","","","","D1 PROFILE","","","",""
"96105700000119","Nodes","-119","21.000000","28.451778","Default Known Flow Node","Known Flow","605049.930794","146773.317148","","0.000000","","","","-2.230000","","","","","-1.994105","-2.230000","","","","","","D1 PROFILE","","","",""
"96105700000120","Nodes","-120","21.000000","28.495171","Default Known Flow Node","Known Flow","605061.088899","146793.609943","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000146","Nodes","-146","21.000000","29.988179","Default Known Flow Node","Known Flow","605085.680804","146905.567184","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105705003024","Nodes","5003024","21.000000","27.120678","Default Known Flow Node","Known Flow","605208.430837","146847.317168","","0.000000","","","","-30.989999","","","","","-27.711811","-30.989999","","","","","","D1 PROFILE","","","",""
"96105700000055","Nodes","-55","21.000000","22.843170","Default Known Flow Node","Known Flow","605088.680805","146541.442085","","0.000000","","","","-0.660000","","","","","-0.590183","-0.660000","","","","","","D1 PROFILE","","","",""
"96105705003046","Nodes","5003046","21.000000","29.961257","Default Known Flow Node","Known Flow","605093.430806","146912.817186","","0.000000","","","","-9.289999","","","","","-8.307284","-9.289999","","","","","","D1 PROFILE","","","",""
"96105700000039","Nodes","-39","21.000000","22.515660","Default Known Flow Node","Known Flow","605124.430815","146506.567076","","0.000000","","","","-3.869999","","","","","-3.460623","-3.869999","","","","","","D1 PROFILE","","","",""
"96105701462478","Nodes","-1462478","21.000000","22.901851","Default Known Flow Node","Known Flow","605116.805813","146553.942089","","0.000000","","","","-2.440000","","","","","-2.181891","-2.440000","","","","","","D1 PROFILE","","","",""
"96105705003047","Nodes","5003047","21.000000","29.547906","Default Known Flow Node","Known Flow","605186.930832","146984.442206","","0.000000","","","","-6.489999","","","","","-5.803474","-6.489999","","","","","","D1 PROFILE","","","",""
"96105700000050","Nodes","-50","21.000000","22.997950","Default Known Flow Node","Known Flow","605159.430824","146528.817082","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000059","Nodes","-59","21.000000","23.183393","Default Known Flow Node","Known Flow","605148.930821","146553.317088","","0.000000","","","","-2.990000","","","","","-2.673711","-2.990000","","","","","","D1 PROFILE","","","",""
"96105700000049","Nodes","-49","21.000000","23.240661","Default Known Flow Node","Known Flow","605185.430831","146528.317082","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105705003044","Nodes","5003044","21.000000","23.296625","Default Known Flow Node","Known Flow","605182.555830","146535.192084","","0.000000","","","","-2.059999","","","","","-1.842088","-2.059999","","","","","","D1 PROFILE","","","",""
"96105700000171","Nodes","-171","21.000000","29.538242","Default Known Flow Node","Known Flow","605192.556971","146984.663233","","0.000000","","","","-1.620000","","","","","-1.448633","-1.620000","","","","","","D1 PROFILE","","","",""
"96105700000132","Nodes","-132","21.000000","29.812109","Default Known Flow Node","Known Flow","605199.430835","146858.567172","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000131","Nodes","-131","21.000000","26.305266","Default Known Flow Node","Known Flow","605273.930855","146856.067171","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105705003019","Nodes","5003019","21.000000","23.858990","Default Known Flow Node","Known Flow","605208.680838","146559.817090","","0.000000","","-5.830000","","-7.999999","","","","","-12.367033","-13.829999","","","","C2 PROFILE","","D1 PROFILE","","","",""
"96105700000056","Nodes","-56","21.000000","23.659252","Default Known Flow Node","Known Flow","605250.670354","146548.278894","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000086","Nodes","-86","21.000000","24.256010","Default Known Flow Node","Known Flow","605229.805843","146635.067111","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105705003043","Nodes","5003043","21.000000","24.083263","Default Known Flow Node","Known Flow","605221.930841","146608.567104","","0.000000","","","","-14.239999","","","","","-12.733662","-14.239999","","","","","","D1 PROFILE","","","",""
"96105700000036","Nodes","-36","21.000000","23.362933","Default Known Flow Node","Known Flow","605247.430848","146505.692076","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000165","Nodes","-165","21.000000","29.589349","Default Known Flow Node","Known Flow","605278.555857","146977.942204","","0.000000","","","","-2.309999","","","","","-2.065643","-2.309999","","","","","","D1 PROFILE","","","",""
"96105701462499","Nodes","-1462499","21.000000","29.531251","Default Known Flow Node","Known Flow","605318.180867","146936.942193","","0.000000","","","","-3.670000","","","","","-3.281779","-3.670000","","","","","","D1 PROFILE","","","",""
"96105701462471","Nodes","-1462471","21.000000","22.084748","Default Known Flow Node","Known Flow","605399.055889","146527.067081","","0.000000","","","","-11.000000","","","","","-9.836397","-11.000000","","","","","","D1 PROFILE","","","",""
"96105705003020","Nodes","5003020","21.000000","24.628500","Default Known Flow Node","Known Flow","605349.680876","146683.442124","","0.000000","-18.549999","","-14.239999","-28.399998","","","","","-54.717193","-61.189998","","","C1 PROFILE","","C4 PROFILE","D1 PROFILE","","","",""
"96105700000128","Nodes","-128","21.000000","24.782129","Default Known Flow Node","Known Flow","605402.680890","146839.442166","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105705003041","Nodes","5003041","21.000000","24.684750","Default Known Flow Node","Known Flow","605392.180887","146811.942159","","0.000000","","","","-1.970000","","","","","-1.761609","-1.970000","","","","","","D1 PROFILE","","","",""
"96105700000127","Nodes","-127","21.000000","24.810680","Default Known Flow Node","Known Flow","605484.430913","146821.817162","","0.000000","","-22.620000","","-6.540000","","","","","-26.075395","-29.160001","","","","C2 PROFILE","","D1 PROFILE","","","",""
"96105701462503","Nodes","-1462503","21.000000","24.722907","Default Known Flow Node","Known Flow","605390.305887","146788.067152","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000071","Nodes","-71","21.000000","23.585252","Default Known Flow Node","Known Flow","605150.555822","146599.442101","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000066","Nodes","-66","21.000000","23.940442","Default Known Flow Node","Known Flow","605213.680839","146578.942095","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000095","Nodes","P12129002, Luckey house, Wyne, 29.82","22.999998","23.231171","CSEP Unmatched","Known Flow","605166.305826","146663.567118","","0.000000","","","","","","","","-29.819999","-26.665578","-29.819999","","","","","","","","","","PL-DC PROFILE"
"96105701462487","Nodes","-1462487","21.000000","23.450051","Default Known Flow Node","Known Flow","605251.805849","146629.692109","","0.000000","","","","-13.959999","","","","","-12.483281","-13.959999","","","","","","D1 PROFILE","","","",""
"96105700000093","Nodes","-93","21.000000","24.425217","Default Known Flow Node","Known Flow","605236.930845","146661.192118","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105704904546","Nodes","-4904546","21.000000","24.011962","Default Known Flow Node","Known Flow","605340.061646","146827.815405","","0.000000","","","","-2.939999","","","","","-2.629000","-2.939999","","","","","","D1 PROFILE","","","",""
"96105700000125","Nodes","-125","21.000000","23.438118","Default Known Flow Node","Known Flow","605303.680863","146802.942156","","0.000000","-6.000000","","-4.639999","-2.869999","","","","","-12.080884","-13.510000","","","C1 PROFILE","","C4 PROFILE","D1 PROFILE","","","",""
"96105704904542","Nodes","-4904542","21.000000","24.353157","Default Known Flow Node","Known Flow","605433.318885","146628.013967","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105701462484","Nodes","-1462484","21.000000","24.312410","Default Known Flow Node","Known Flow","605406.680891","146636.067111","","0.000000","","","","-4.659999","","","","","-4.167055","-4.659999","","","","","","D1 PROFILE","","","",""
"96105704904539","Nodes","-4904539","21.000000","24.667837","Default Known Flow Node","Known Flow","605496.927883","146664.065529","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105705003034","Nodes","5003034","21.000000","24.668328","Default Known Flow Node","Known Flow","605497.696617","146665.054919","","0.000000","","0.000000","","-8.120000","","","","","-7.261049","-8.120000","","","","C2 PROFILE","","D1 PROFILE","","","",""
"96105700000045","Nodes","-45","21.000000","22.535791","Default Known Flow Node","Known Flow","605687.305968","146518.067079","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105701462490","Nodes","-1462490","21.000000","22.536640","Default Known Flow Node","Known Flow","605684.430967","146514.317078","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000124","Nodes","-124","21.000000","24.983612","Default Known Flow Node","Known Flow","605569.305936","146797.442155","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000097","Nodes","-97","21.000000","24.732682","Default Known Flow Node","Known Flow","605508.680919","146679.192123","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700003855","Nodes","Logger 3855, High Street","21.000000","24.983939","Default Known Flow Node","Known Flow","605572.555937","146796.942155","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105705003029","Nodes","5003029","21.000000","30.961058","Default Known Flow Node","Known Flow","605590.930942","146896.067182","","0.000000","","-183.520009","","-4.579999","","","","","-168.202402","-188.100009","","","","C2 PROFILE","","D1 PROFILE","","","",""
"96105700000138","Nodes","-138","21.000000","30.988442","Default Known Flow Node","Known Flow","605591.930942","146895.817182","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105705003028","Nodes","5003028","21.000000","35.234217","Default Known Flow Node","Known Flow","605610.273507","146979.924904","","0.000000","","-27.290001","","","","","","","-24.403208","-27.290001","","","","C2 PROFILE","","","","","",""
"96105700000173","Nodes","-173","21.000000","34.618941","Default Known Flow Node","Known Flow","605629.930952","146986.942206","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000085","Nodes","-85","21.000000","22.234108","Default Known Flow Node","Known Flow","605739.430982","146633.692110","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000088","Nodes","-88","21.000000","22.234108","Default Known Flow Node","Known Flow","605731.805980","146637.942112","","0.000000","","","","-2.920000","","","","","-2.611116","-2.920000","","","","","","D1 PROFILE","","","",""
"96105700000092","Nodes","-92","21.000000","24.655506","Default Known Flow Node","Known Flow","605502.180917","146659.942117","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000080","Nodes","-80","21.000000","24.488613","Default Known Flow Node","Known Flow","605571.055936","146617.192106","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000081","Nodes","-81","21.000000","24.483984","Default Known Flow Node","Known Flow","605571.805936","146618.442106","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105705003035","Nodes","5003035","21.000000","23.435649","Default Known Flow Node","Known Flow","605626.805951","146580.192096","","0.000000","","","","-1.640000","","","","","-1.466517","-1.640000","","","","","","D1 PROFILE","","","",""
"96105700000083","Nodes","-83","21.000000","23.211846","Default Known Flow Node","Known Flow","605649.180957","146619.817107","","0.000000","","","","-3.569999","","","","","-3.192357","-3.569999","","","","","","D1 PROFILE","","","",""
"96105700000070","Nodes","-70","21.000000","23.276661","Default Known Flow Node","Known Flow","605654.305959","146598.442101","","0.000000","","","","-1.009999","","","","","-0.903160","-1.009999","","","","","","D1 PROFILE","","","",""
"96105700000064","Nodes","-64","21.000000","23.273800","Default Known Flow Node","Known Flow","605630.555952","146575.192094","","0.000000","","","","-7.159999","","","","","-6.402599","-7.159999","","","","","","D1 PROFILE","","","",""
"96105700000077","Nodes","-77","21.000000","22.784333","Default Known Flow Node","Known Flow","605670.555963","146614.692105","","0.000000","","","","-1.190000","","","","","-1.064119","-1.190000","","","","","","D1 PROFILE","","","",""
"96105700000060","Nodes","-60","21.000000","22.797245","Default Known Flow Node","Known Flow","605654.555959","146554.192089","","0.000000","","","","-6.399999","","","","","-5.722994","-6.399999","","","","","","D1 PROFILE","","","",""
"96105700000158","Nodes","-158","21.000000","31.868124","Default Known Flow Node","Known Flow","605914.806030","146933.442192","","0.000000","","-6.000000","","","","","","","-5.365307","-6.000000","","","","C2 PROFILE","","","","","",""
"96105700000091","Nodes","-91","21.000000","24.655506","Default Known Flow Node","Known Flow","605501.930917","146658.567117","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000079","Nodes","-79","21.000000","24.483984","Default Known Flow Node","Known Flow","605572.095463","146616.641768","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105700000112","Nodes","-112","21.000000","24.847484","Default Known Flow Node","Known Flow","605557.180932","146745.067141","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
