"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-AF)"
"96123801000012","Nodes","","21.000000","59.169086","DDS demands","Known Flow","594069.372265","136490.334113","","0.000000","","-15.859999","","","-14.182295","-15.859999","","","","D1 PROFILE","",""
"96123801000013","Nodes","","21.000000","58.926472","Default Known Flow Node","Known Flow","594042.550318","136522.498801","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123801000017","Nodes","","21.000000","58.708585","DDS demands","Known Flow","594014.392893","136547.535070","","0.000000","","-10.770000","","","-9.630727","-10.770000","","","","D1 PROFILE","",""
"96123801000014","Nodes","","21.000000","59.169086","Default Known Flow Node","Known Flow","594093.441380","136507.891182","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123801000015","Nodes","","21.000000","58.926472","Default Known Flow Node","Known Flow","594056.595521","136535.525576","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123801000008","Nodes","","21.000000","61.481428","Default Known Flow Node","Known Flow","593948.985648","136341.067791","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123801000011","Nodes","","21.000000","58.708585","Default Known Flow Node","Known Flow","594029.640302","136605.284618","","0.000000","","0.000000","","","0.000000","0.000000","","","","D1 PROFILE","",""
"96123805710043","Nodes","","21.000000","34.138599","Default Known Flow Node","Known Flow","594463.000000","133647.250000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710083","Nodes","","21.000000","34.138599","Default Known Flow Node","Known Flow","594544.000000","133685.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710076","Nodes","","21.000000","35.357974","DDS demands","Known Flow","594627.750000","133962.000000","","0.000000","","-6.300000","","","-5.633573","-6.300000","","","","D1 PROFILE","",""
"96123800007453","Nodes","","21.000000","35.829813","Default Known Flow Node","Known Flow","594594.812500","134026.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710020","Nodes","","21.000000","35.961336","DDS demands","Known Flow","594585.500000","134044.875000","","0.000000","","-5.239999","","","-4.685701","-5.239999","","","","D1 PROFILE","",""
"96123805710030","Nodes","","21.000000","46.440098","DDS demands","Known Flow","594136.750000","135021.750000","","0.000000","","-13.309999","","","-11.902040","-13.309999","","","","D1 PROFILE","",""
"96123800007452","Nodes","","21.000000","47.363187","Default Known Flow Node","Known Flow","594070.062500","135055.890625","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710011","Nodes","","21.000000","47.634832","Default Known Flow Node","Known Flow","594048.500000","135061.375000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710024","Nodes","","21.000000","42.185459","DDS demands","Known Flow","594379.375000","134414.875000","","0.000000","","-12.000000","","","-10.730614","-12.000000","","","","D1 PROFILE","",""
"96123805710025","Nodes","","21.000000","43.092528","DDS demands","Known Flow","594212.062500","134556.625000","","0.000000","","-16.610000","","","-14.852959","-16.610000","","","","D1 PROFILE","",""
"96123805710023","Nodes","","21.000000","38.383598","DDS demands","Known Flow","594491.312500","134222.593750","","0.000000","","-19.559999","","","-17.490900","-19.559999","","","","D1 PROFILE","",""
"96123805710038","Nodes","","21.000000","35.698655","DDS demands","Known Flow","594596.500000","134170.593750","","0.000000","","-22.370001","","","-20.003655","-22.370001","","","","D1 PROFILE","",""
"96123805710019","Nodes","","21.000000","35.961402","DDS demands","Known Flow","594595.375000","134375.000000","","0.000000","","-14.779999","","","-13.216540","-14.779999","","","","D1 PROFILE","",""
"96123805710018","Nodes","","21.000000","37.643201","DDS demands","Known Flow","594618.375000","134659.500000","","0.000000","","-6.340000","","","-5.669341","-6.340000","","","","D1 PROFILE","",""
"96123805710012","Nodes","","21.000000","46.725226","DDS demands","Known Flow","593908.812500","135111.406250","","0.000000","","-10.029999","","","-8.969005","-10.029999","","","","D1 PROFILE","",""
"96123805710013","Nodes","","21.000000","46.417537","DDS demands","Known Flow","593693.125000","135157.375000","","0.000000","-2.430000","-11.409999","","","-12.375975","-13.839999","","","C4 PROFILE","D1 PROFILE","",""
"96123805710082","Nodes","","21.000000","33.835124","Default Known Flow Node","Known Flow","594607.875000","133698.375000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710042","Nodes","","21.000000","33.835124","Default Known Flow Node","Known Flow","594636.000000","133721.625000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710081","Nodes","","21.000000","35.328565","Default Known Flow Node","Known Flow","594628.750000","133955.375000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710021","Nodes","","21.000000","35.291583","DDS demands","Known Flow","594632.250000","133945.875000","","0.000000","0.000000","-3.960000","","","-3.541102","-3.960000","","","C4 PROFILE","D1 PROFILE","",""
"96123805710080","Nodes","","21.000000","33.838116","Default Known Flow Node","Known Flow","594635.000000","133803.625000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710041","Nodes","","21.000000","33.838116","DDS demands","Known Flow","594636.500000","133785.500000","","0.000000","","-8.550000","","","-7.645563","-8.550000","","","","D1 PROFILE","",""
"96123805710022","Nodes","","21.000000","34.138599","DDS demands","Known Flow","594552.000000","133803.250000","","0.000000","","-0.959999","","","-0.858449","-0.959999","","","","D1 PROFILE","",""
"96123805710079","Nodes","","21.000000","34.138620","DDS demands","Known Flow","594551.875000","133805.750000","","0.000000","","-6.220000","","","-5.562035","-6.220000","","","","D1 PROFILE","",""
"96123805710078","Nodes","","21.000000","34.542922","DDS demands","Known Flow","594554.125000","133890.750000","","0.000000","","-0.029999","","","-0.026826","-0.029999","","","","D1 PROFILE","",""
"96123805710077","Nodes","","21.000000","34.615822","DDS demands","Known Flow","594554.500000","133904.625000","","0.000000","","-7.150000","","","-6.393657","-7.150000","","","","D1 PROFILE","",""
"96123805710075","Nodes","","21.000000","34.965507","DDS demands","Known Flow","594759.750000","133911.500000","","0.000000","","-7.420000","","","-6.635097","-7.420000","","","","D1 PROFILE","",""
"96123805710074","Nodes","","21.000000","33.835124","Default Known Flow Node","Known Flow","594634.375000","133747.500000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710073","Nodes","","21.000000","33.835124","DDS demands","Known Flow","594637.375000","133783.750000","","0.000000","","-14.930000","","","-13.350673","-14.930000","","","","D1 PROFILE","",""
"96123805710072","Nodes","","21.000000","42.062212","DDS demands","Known Flow","594385.250000","134405.750000","","0.000000","","-2.750000","","","-2.459099","-2.750000","","","","D1 PROFILE","",""
"96123805710040","Nodes","","21.000000","42.062212","Default Known Flow Node","Known Flow","594457.250000","134470.250000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710071","Nodes","","21.000000","41.935229","Default Known Flow Node","Known Flow","594520.625000","134437.625000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710070","Nodes","","21.000000","35.895196","Default Known Flow Node","Known Flow","594671.875000","134083.750000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710039","Nodes","","21.000000","35.895196","Default Known Flow Node","Known Flow","594661.375000","134057.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710069","Nodes","","21.000000","35.895196","DDS demands","Known Flow","594597.250000","134055.750000","","0.000000","","-9.920000","","","-8.870642","-9.920000","","","","D1 PROFILE","",""
"96123805710068","Nodes","","21.000000","35.698655","Default Known Flow Node","Known Flow","594612.250000","134170.625000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710067","Nodes","","21.000000","35.698655","Default Known Flow Node","Known Flow","594677.000000","134168.750000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710066","Nodes","","21.000000","35.698655","Default Known Flow Node","Known Flow","594657.375000","134233.500000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710065","Nodes","","21.000000","35.895196","Default Known Flow Node","Known Flow","594673.625000","134002.625000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710064","Nodes","","21.000000","41.977550","Default Known Flow Node","Known Flow","594482.875000","134518.375000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710032","Nodes","","21.000000","46.524423","Default Known Flow Node","Known Flow","594087.125000","134947.000000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710063","Nodes","","21.000000","46.482259","Default Known Flow Node","Known Flow","594012.000000","134946.250000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710062","Nodes","","21.000000","46.524423","Default Known Flow Node","Known Flow","594109.375000","134913.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710031","Nodes","","21.000000","45.606923","Default Known Flow Node","Known Flow","594210.733708","134979.051663","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710061","Nodes","","21.000000","46.440098","Default Known Flow Node","Known Flow","594084.750000","134985.000000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710036","Nodes","","21.000000","44.706223","DDS demands","Known Flow","594279.750000","134895.500000","","0.000000","","-11.350000","","","-10.149373","-11.350000","","","","D1 PROFILE","",""
"96123805710060","Nodes","","21.000000","43.582811","DDS demands","Known Flow","594306.875000","134725.000000","","0.000000","","-1.999999","","","-1.788435","-1.999999","","","","D1 PROFILE","",""
"96123805710015","Nodes","","21.000000","45.070201","DDS demands","Known Flow","594259.625000","134948.625000","","0.000000","-9.699999","-4.559999","","","-12.751547","-14.259998","","","C4 PROFILE","D1 PROFILE","",""
"96123805710059","Nodes","","21.000000","44.739157","DDS demands","Known Flow","594273.250000","134950.750000","","0.000000","0.000000","-21.399998","","","-19.136262","-21.399998","","","C4 PROFILE","D1 PROFILE","",""
"96123805710016","Nodes","","21.000000","41.906840","DDS demands","Known Flow","594442.375000","134828.875000","","0.000000","","-15.800000","","","-14.128643","-15.800000","","","","D1 PROFILE","",""
"96123805710058","Nodes","","21.000000","44.706223","Default Known Flow Node","Known Flow","594321.500000","134885.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710037","Nodes","","21.000000","41.034102","Default Known Flow Node","Known Flow","594554.750000","134767.750000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710057","Nodes","","21.000000","41.864433","Default Known Flow Node","Known Flow","594526.625000","134846.000000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710056","Nodes","","21.000000","41.864433","Default Known Flow Node","Known Flow","594537.375000","134862.000000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710055","Nodes","","21.000000","41.864433","Default Known Flow Node","Known Flow","594525.750000","134844.500000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710017","Nodes","","21.000000","40.335475","DDS demands","Known Flow","594640.750000","134728.500000","","0.000000","","-1.900000","","","-1.699014","-1.900000","","","","D1 PROFILE","",""
"96123805710054","Nodes","","21.000000","40.991658","Default Known Flow Node","Known Flow","594585.625000","134821.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710053","Nodes","","21.000000","40.335475","Default Known Flow Node","Known Flow","594682.750000","134715.375000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710027","Nodes","","21.000000","47.092640","Default Known Flow Node","Known Flow","593001.500000","135168.375000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710014","Nodes","","21.000000","46.223498","DDS demands","Known Flow","594153.000000","135011.750000","","0.000000","","-6.659999","","","-5.955491","-6.659999","","","","D1 PROFILE","",""
"96123805710033","Nodes","","21.000000","44.663886","DDS demands","Known Flow","594306.625000","135016.125000","","0.000000","","-2.559999","","","-2.289197","-2.559999","","","","D1 PROFILE","",""
"96123805710001","Nodes","","21.000000","53.999999","Default Known Pressure Node","Known Pressure","594054.375000","135076.875000","","9682.000265","","","","","315.265434","352.559990","","","","","",""
"96123805710028","Nodes","","21.000000","45.212032","DDS demands","Known Flow","594166.625000","135044.375000","","0.000000","","-14.229999","","","-12.724720","-14.229999","","","","D1 PROFILE","",""
"96123805710029","Nodes","","21.000000","44.541831","DDS demands","Known Flow","594160.000000","135079.000000","","0.000000","","-12.839999","","","-11.481757","-12.839999","","","","D1 PROFILE","",""
"96123805710052","Nodes","","21.000000","44.541831","Default Known Flow Node","Known Flow","594097.125000","135154.250000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710051","Nodes","","21.000000","44.572801","Default Known Flow Node","Known Flow","594162.000000","135082.375000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710050","Nodes","","21.000000","45.088843","Default Known Flow Node","Known Flow","594172.375000","135058.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710049","Nodes","","21.000000","45.423335","Default Known Flow Node","Known Flow","594236.625000","135077.750000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710048","Nodes","","21.000000","45.161245","Default Known Flow Node","Known Flow","594177.750000","135069.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710034","Nodes","","21.000000","44.663886","Default Known Flow Node","Known Flow","594321.500000","135035.000000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710047","Nodes","","21.000000","44.790745","Default Known Flow Node","Known Flow","594320.625000","135086.000000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710035","Nodes","","21.000000","44.663886","Default Known Flow Node","Known Flow","594346.125000","135054.125000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710046","Nodes","","21.000000","44.621614","Default Known Flow Node","Known Flow","594347.500000","135008.375000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710045","Nodes","","21.000000","44.663886","Default Known Flow Node","Known Flow","594367.500000","135071.250000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710044","Nodes","","21.000000","44.706165","Default Known Flow Node","Known Flow","594344.000000","135078.250000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710099","Nodes","","21.000000","34.955447","Default Known Flow Node","Known Flow","594756.875000","133906.000000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710094","Nodes","","21.000000","34.501476","Default Known Flow Node","Known Flow","594732.875000","133872.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710084","Nodes","","25.000000","34.326771","CSEP DDS Matched","Known Flow","594709.750000","133877.750000","","0.000000","","","-12.300000","","-10.998880","-12.300000","","","","","DC PROFILE",""
"96123805710093","Nodes","","21.000000","34.544323","Default Known Flow Node","Known Flow","594724.875000","133833.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710095","Nodes","","21.000000","34.599207","Default Known Flow Node","Known Flow","594745.875000","133870.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710097","Nodes","","21.000000","34.599207","Default Known Flow Node","Known Flow","594755.500000","133894.625000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710096","Nodes","","21.000000","34.648362","Default Known Flow Node","Known Flow","594752.125000","133873.125000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710098","Nodes","","21.000000","34.648362","Default Known Flow Node","Known Flow","594755.625000","133860.625000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710100","Nodes","","21.000000","34.914137","Default Known Flow Node","Known Flow","594778.375000","133892.750000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710085","Nodes","","21.000000","40.666149","DDS demands","Known Flow","594427.375000","134340.562500","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710086","Nodes","","21.000000","43.452566","DDS demands","Known Flow","594204.687500","134641.000000","","0.000000","","-7.770000","","","-6.948073","-7.770000","","","","D1 PROFILE","",""
"96123805710088","Nodes","","21.000000","43.559333","Default Known Flow Node","Known Flow","594223.500000","134668.250000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710091","Nodes","","21.000000","40.666149","Default Known Flow Node","Known Flow","594433.000000","134343.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710092","Nodes","","21.000000","40.623738","Default Known Flow Node","Known Flow","594519.250000","134379.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710087","Nodes","","21.000000","43.537240","Default Known Flow Node","Known Flow","594088.375000","134673.000000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710089","Nodes","","21.000000","43.470878","Default Known Flow Node","Known Flow","594228.625000","134662.500000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96123805710090","Nodes","P00029859, FRONT ROAD CSEP, 12.09 SCMH","24.000000","43.456972","CSEP DDS Matched","Known Flow","594229.875000","134661.000000","","0.000000","","","-12.090000","","-10.811094","-12.090000","","","","","DC PROFILE",""
"96123800000001","Nodes","","21.000000","46.440098","Default Known Flow Node","Known Flow","594113.500000","134984.000000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"961238-5710026","Nodes","","21.000000","43.645623","Default Known Flow Node","Known Flow","594241.625000","134698.125000","","0.000000","","-15.129999","","","-13.529516","-15.129999","","","","D1 PROFILE","",""
"96123800000002","Nodes","89 & 89a Shirkoak Park, Woodchurch, Ashford TN26 3RR","21.000000","60.402166","Point Loads","Known Flow","594079.360198","136452.487782","","0.000000","","","","-5.409999","-4.837718","-5.409999","","","","","","PL-AF PROFILE"
