"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"90101100919236","Nodes","-248767",21.000000,24.309887,"Default Known Flow Node","Known Flow",546745.914931,180167.826235,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919241","Nodes","-248775",21.000000,21.965956,"DDS demands","Known Flow",546758.289934,180276.201265,,0.000000,,,,,-4.709999,,,,,-4.211766,-4.709999,,"",,,,,"D1 PROFILE",,,,
"90101100919240","Nodes","-248774",21.000000,23.888982,"Default Known Flow Node","Known Flow",546757.289934,180231.576253,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919242","Nodes","-248777",21.000000,23.893236,"Default Known Flow Node","Known Flow",546767.039936,180181.826239,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919243","Nodes","-248780",21.000000,21.945049,"DDS demands","Known Flow",546777.539939,180285.951267,,0.000000,,,,,-4.770000,,,,,-4.265419,-4.770000,,"",,,,,"D1 PROFILE",,,,
"90101100919244","Nodes","-248784",21.000000,23.426661,"DDS demands","Known Flow",546789.164942,180213.326248,,0.000000,,-15.999999,,,,,,,,-14.307486,-15.999999,,"",,"C2 PROFILE",,,,,,,
"90101100919247","Nodes","-248805",21.000000,21.845262,"DDS demands","Known Flow",546818.664950,180288.701268,,0.000000,,,,,-4.639999,,,,,-4.149170,-4.639999,,"",,,,,"D1 PROFILE",,,,
"90101100919245","Nodes","-248794",21.000000,24.836873,"Default Known Flow Node","Known Flow",546794.914944,180152.326231,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919059","Nodes","919059",21.000000,24.841428,"DDS demands","Known Flow",546800.681693,180155.672369,,0.000000,,-36.450001,,,,,,,,-32.594243,-36.450001,,"",,"C2 PROFILE",,,,,,,
"90101100919006","Nodes","""COLE CLOSE"", 90800100180012",21.000000,24.999999,"Default Known Pressure Node","Known Pressure",546794.164944,180169.076236,,298.000007,,,,,,,,,,261.984027,292.975612,,"",,,,,,,,,
"90101100919248","Nodes","-248806",21.000000,21.824519,"DDS demands","Known Flow",546829.664953,180295.201270,,0.000000,,,,,-3.739999,,,,,-3.344374,-3.739999,,"",,,,,"D1 PROFILE",,,,
"90101100919246","Nodes","-248800",21.000000,21.781540,"DDS demands","Known Flow",546806.664947,180314.576275,,0.000000,,,,,-4.530000,,,,,-4.050807,-4.530000,,"",,,,,"D1 PROFILE",,,,
"90101100919249","Nodes","-248810",21.000000,24.593410,"Default Known Flow Node","Known Flow",546835.656780,180189.078723,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919254","Nodes","-248847",21.000000,24.636931,"Default Known Flow Node","Known Flow",546885.164968,180163.076234,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919253","Nodes","-248828",21.000000,22.352947,"DDS demands","Known Flow",546858.289961,180323.451278,,0.000000,,,,,-7.570000,,,,,-6.769229,-7.570000,,"",,,,,"D1 PROFILE",,,,
"90101100919255","Nodes","-248848",21.000000,22.262517,"DDS demands","Known Flow",546885.539969,180267.576262,,0.000000,,,,,-5.119999,,,,,-4.578395,-5.119999,,"",,,,,"D1 PROFILE",,,,
"90101100919257","Nodes","-248871",21.000000,22.248097,"Default Known Flow Node","Known Flow",546913.607510,180205.169502,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919259","Nodes","-248902",21.000000,22.102827,"Default Known Flow Node","Known Flow",546934.539982,180116.826221,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919258","Nodes","-248879",21.000000,22.188156,"Default Known Flow Node","Known Flow",546918.789978,180211.201247,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919256","Nodes","-248855",21.000000,22.188156,"Default Known Flow Node","Known Flow",546903.289973,180235.326254,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919260","Nodes","-248907",21.000000,22.102827,"Default Known Flow Node","Known Flow",546943.039984,180093.826215,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919263","Nodes","-248930",21.000000,22.453669,"Default Known Flow Node","Known Flow",546987.414996,180147.326230,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919261","Nodes","-248928",21.000000,23.362280,"Default Known Flow Node","Known Flow",546987.289996,180285.701267,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919262","Nodes","-248929",21.000000,23.297671,"Default Known Flow Node","Known Flow",546987.289996,180292.451269,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919224","Nodes","919224",21.000000,23.070281,"DDS demands","Known Flow",546963.539990,180292.076269,,0.000000,,,,,-12.459999,,,,,-11.141954,-12.459999,,"",,,,,"D1 PROFILE",,,,
"90101100919055","Nodes","919055",21.000000,22.478859,"DDS demands","Known Flow",547002.165000,180158.701233,,0.000000,,,-4.019999,,-21.290000,,,,,-22.632654,-25.310001,,"",,,"C4 PROFILE",,"D1 PROFILE",,,,
"90101100919264","Nodes","-248936",21.000000,23.520197,"Default Known Flow Node","Known Flow",547003.790001,180285.701267,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919252","Nodes","-248820",21.000000,22.240069,"DDS demands","Known Flow",546845.914958,180323.451278,,0.000000,,,,,-5.030000,,,,,-4.497916,-5.030000,,"",,,,,"D1 PROFILE",,,,
"90101100919281","Nodes","-338872",21.000000,22.343612,"DDS demands","Known Flow",546868.425756,180291.708922,,0.000000,,,,,-5.379999,,,,,-4.810892,-5.379999,,"",,,,,"D1 PROFILE",,,,
"90101100919063","Nodes","919063",21.000000,22.374327,"Default Known Flow Node","Known Flow",546882.382938,180299.483403,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919282","Nodes","-338873",21.000000,22.369155,"DDS demands","Known Flow",546877.088109,180296.985465,,0.000000,,,,,-4.099999,,,,,-3.666293,-4.099999,,"",,,,,"D1 PROFILE",,,,
"90101100919283","Nodes","-338874",21.000000,22.374327,"Default Known Flow Node","Known Flow",546883.414968,180300.076271,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919284","Nodes","-342515",21.000000,22.374327,"Default Known Flow Node","Known Flow",546940.164983,180332.201280,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919028","Nodes","919028",21.000000,24.819111,"DDS demands","Known Flow",547018.415005,180207.326246,,0.000000,,,,,-7.750000,,,,,-6.930188,-7.750000,,"",,,,,"D1 PROFILE",,,,
"90101100919024","Nodes","919024",21.000000,23.541633,"DDS demands","Known Flow",547019.790005,180285.326267,,0.000000,,,,,-9.899999,,,,,-8.852757,-9.899999,,"",,,,,"D1 PROFILE",,,,
"90101100919268","Nodes","-323018",21.000000,23.086370,"Default Known Flow Node","Known Flow",547083.290022,180329.701279,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919270","Nodes","-323022",21.000000,23.086370,"Default Known Flow Node","Known Flow",547087.665024,180325.576278,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919265","Nodes","-248944",21.000000,22.764749,"Default Known Flow Node","Known Flow",547068.165018,180194.076242,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919004","Nodes","""DISRAELI CLOSE"", 90800100180013",21.000000,24.999999,"Default Known Pressure Node","Known Pressure",547024.790006,180197.701243,,298.000007,,,,,,,,,,83.222790,93.067687,,"",,,,,,,,,
"90101100919023","Nodes","919023",21.000000,23.108878,"DDS demands","Known Flow",547059.915016,180347.076284,,0.000000,,,,,-11.750000,,,,,-10.507060,-11.750000,,"",,,,,"D1 PROFILE",,,,
"90101100919267","Nodes","-323011",21.000000,22.999968,"Default Known Flow Node","Known Flow",547071.540019,180302.076272,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919266","Nodes","-323001",21.000000,23.104514,"Default Known Flow Node","Known Flow",547063.165017,180350.326285,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919022","Nodes","919022",21.000000,23.093934,"DDS demands","Known Flow",547071.040019,180358.201287,,0.000000,,,,,-10.540000,,,,,-9.425056,-10.540000,,"",,,,,"D1 PROFILE",,,,
"90101100919221","Nodes","919221",21.000000,23.092417,"DDS demands","Known Flow",547100.415027,180387.451295,,0.000000,,,,,-20.679999,,,,,-18.492425,-20.679999,,"",,,,,"D1 PROFILE",,,,
"90101100919019","Nodes","919019",21.000000,22.867926,"DDS demands","Known Flow",547072.290019,180231.076252,,0.000000,,,,,-32.709999,,,,,-29.249868,-32.709999,,"",,,,,"D1 PROFILE",,,,
"90101100919269","Nodes","-323021",21.000000,23.084103,"Default Known Flow Node","Known Flow",547086.290023,180230.701252,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919271","Nodes","-323024",21.000000,23.086370,"Default Known Flow Node","Known Flow",547092.665025,180319.826277,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919272","Nodes","-323026",21.000000,23.086370,"Default Known Flow Node","Known Flow",547094.848048,180333.883086,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919274","Nodes","-323046",21.000000,23.126085,"Default Known Flow Node","Known Flow",547135.165036,180386.201295,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919273","Nodes","-323038",21.000000,23.079367,"Default Known Flow Node","Known Flow",547119.790032,180326.826279,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919222","Nodes","919222",21.000000,23.169756,"DDS demands","Known Flow",547160.415043,180348.826285,,0.000000,,,,,-33.110000,,,,,-29.607555,-33.110000,,"",,,,,"D1 PROFILE",,,,
"90101100919275","Nodes","-323049",21.000000,23.803613,"Default Known Flow Node","Known Flow",547137.540037,180210.951247,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919225","Nodes","919225",21.000000,23.075060,"DDS demands","Known Flow",547139.165038,180326.826279,,0.000000,,,,,-29.780000,,,,,-26.629810,-29.780000,,"",,,,,"D1 PROFILE",,,,
"90101100919020","Nodes","919020",21.000000,23.814533,"DDS demands","Known Flow",547140.415038,180211.326247,,0.000000,,,,,-16.829999,,,,,-15.049686,-16.829999,,"",,,,,"D1 PROFILE",,,,
"90101100919277","Nodes","-323079",21.000000,23.509395,"DDS demands","Known Flow",547190.040051,180300.076271,,0.000000,,,,,-8.760000,,,,,-7.833349,-8.760000,,"",,,,,"D1 PROFILE",,,,
"90101100919223","Nodes","919223",21.000000,23.783715,"DDS demands","Known Flow",547190.415052,180270.701263,,0.000000,,,0.000000,,-12.709999,,,,,-11.365509,-12.709999,,"",,,"C4 PROFILE",,"D1 PROFILE",,,,
"90101100919279","Nodes","-323086",21.000000,24.209035,"DDS demands","Known Flow",547191.040052,180232.076253,,0.000000,,,,,-10.439999,,,,,-9.335634,-10.439999,,"",,,,,"D1 PROFILE",,,,
"90101100919276","Nodes","-323070",21.000000,23.783715,"Default Known Flow Node","Known Flow",547167.915045,180270.451263,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919280","Nodes","-323118",21.000000,24.209035,"Default Known Flow Node","Known Flow",547242.540066,180249.951258,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919021","Nodes","919021",21.000000,24.505315,"DDS demands","Known Flow",547191.040052,180210.826247,,0.000000,,,,,-16.819999,,,,,-15.040745,-16.819999,,"",,,,,"D1 PROFILE",,,,
"90101100919278","Nodes","-323084",21.000000,24.915606,"Default Known Flow Node","Known Flow",547191.040052,180201.826245,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919229","Nodes","-1076083",21.000000,24.915606,"Default Known Flow Node","Known Flow",547190.915052,180196.826243,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919285","Nodes","-484770",21.000000,23.509395,"Default Known Flow Node","Known Flow",547221.665060,180313.576275,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919230","Nodes","-1076084",21.000000,24.915606,"Default Known Flow Node","Known Flow",547191.040052,180203.451245,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919227","Nodes","-1076078",21.000000,24.915606,"Default Known Flow Node","Known Flow",547182.665419,180196.820694,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919005","Nodes","""COBDEN CT, RICARDO PATH 1"", 90800100180914",21.000000,24.915606,"Default Known Flow Node","Known Flow",547182.790049,180194.951243,,399.999988,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100919228","Nodes","-1076082",21.000000,24.915606,"Default Known Flow Node","Known Flow",547190.665052,180179.201238,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101100000001","Nodes","-248816",21.000000,22.299084,"Default Known Flow Node","Known Flow",546842.414957,180344.201283,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919815","Nodes","-3145293",21.000000,31.133735,"Default Known Flow Node","Known Flow",546142.539766,180016.076194,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919812","Nodes","-3145289",21.000000,30.951217,"DDS demands","Known Flow",546169.164774,180004.326191,,0.000000,,,,,-16.350000,,,,,-14.620463,-16.350000,,"",,,,,"D1 PROFILE",,,,
"90101300919806","Nodes","-189524",21.000000,29.174103,"DDS demands","Known Flow",546447.914849,180114.576221,,0.000000,,,,,-1.999999,,,,,-1.788435,-1.999999,,"",,,,,"D1 PROFILE",,,,
"90101300919829","Nodes","-3145314",21.000000,29.128250,"DDS demands","Known Flow",546435.539846,180094.701215,,0.000000,,,,,-5.280000,,,,,-4.721470,-5.280000,,"",,,,,"D1 PROFILE",,,,
"90101300919903","Nodes","-3145453",21.000000,70.511890,"Default Known Flow Node","Known Flow",546323.789816,180470.701318,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919512","Nodes","919512",21.000000,70.511890,"DDS demands","Known Flow",546324.289816,180472.576318,,0.000000,,,,,-16.829999,,,,,-15.049686,-16.829999,,"",,,,,"D1 PROFILE",,,,
"90101300919833","Nodes","-3145322",21.000000,29.881132,"DDS demands","Known Flow",546092.164753,180104.076218,,0.000000,,,,,-4.990000,,,,,-4.462147,-4.990000,,"",,,,,"D1 PROFILE",,,,
"90101300919524","Nodes","919524",21.000000,29.886146,"DDS demands","Known Flow",546090.777786,180081.826958,,0.000000,,,,,-13.879999,,,,,-12.411744,-13.879999,,"",,,,,"D1 PROFILE",,,,
"90101300919863","Nodes","-3145365",21.000000,29.870924,"Default Known Flow Node","Known Flow",546598.039890,180162.201234,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919845","Nodes","-3145341",21.000000,29.870924,"Default Known Flow Node","Known Flow",546620.914897,180130.326225,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919902","Nodes","-3145446",21.000000,29.956424,"Default Known Flow Node","Known Flow",546539.414874,180421.201304,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919050","Nodes","919050",21.000000,29.967417,"DDS demands","Known Flow",546546.267267,180416.667134,,0.000000,,,,,-17.780000,,,,,-15.899194,-17.780000,,"",,,,,"D1 PROFILE",,,,
"90101300919929","Nodes","-420663",21.000000,31.514242,"Default Known Flow Node","Known Flow",546249.039795,180157.826233,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919526","Nodes","919526",21.000000,30.975998,"DDS demands","Known Flow",546291.056563,180147.847073,,0.000000,,,,,-17.069999,,,,,-15.264299,-17.069999,,"",,,,,"D1 PROFILE",,,,
"90101300919835","Nodes","-3145327",21.000000,31.219938,"DDS demands","Known Flow",546194.414781,180107.326219,,0.000000,,,,,-3.099999,,,,,-2.772075,-3.099999,,"",,,,,"D1 PROFILE",,,,
"90101300919931","Nodes","-420673",21.000000,31.244075,"Default Known Flow Node","Known Flow",546198.789782,180143.326229,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919897","Nodes","-3145429",21.000000,29.843398,"DDS demands","Known Flow",546613.789895,180318.701276,,0.000000,,,,,-9.489999,,,,,-8.486127,-9.489999,,"",,,,,"D1 PROFILE",,,,
"90101300919045","Nodes","919045",21.000000,29.737549,"Default Known Flow Node","Known Flow",546624.039897,180300.576271,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919888","Nodes","-3145413",21.000000,29.699695,"Default Known Flow Node","Known Flow",546580.164885,180266.826262,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919886","Nodes","-3145410",21.000000,29.692510,"DDS demands","Known Flow",546585.789887,180257.951260,,0.000000,,,,,-13.319999,,,,,-11.910982,-13.319999,,"",,,,,"D1 PROFILE",,,,
"90101300919514","Nodes","919514",21.000000,67.553926,"DDS demands","Known Flow",546382.164832,180633.576362,,0.000000,,,,,-26.540001,,,,,-23.732545,-26.540001,,"",,,,,"D1 PROFILE",,,,
"90101300919515","Nodes","919515",21.000000,68.325548,"DDS demands","Known Flow",546448.039850,180489.076323,,0.000000,,,,,-10.010000,,,,,-8.951121,-10.010000,,"",,,,,"D1 PROFILE",,,,
"90101300919848","Nodes","-3145345",21.000000,30.975731,"Default Known Flow Node","Known Flow",546335.664819,180137.201227,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919866","Nodes","-3145371",21.000000,30.975731,"Default Known Flow Node","Known Flow",546345.164822,180174.201237,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919851","Nodes","-3145349",21.000000,29.899619,"Default Known Flow Node","Known Flow",546587.289887,180142.326228,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919838","Nodes","-3145332",21.000000,29.942758,"Default Known Flow Node","Known Flow",546610.914894,180114.076221,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919802","Nodes","-124059",21.000000,70.511890,"Default Known Flow Node","Known Flow",546245.289794,180457.451314,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919847","Nodes","-3145344",21.000000,30.989432,"DDS demands","Known Flow",546144.789767,180135.076226,,0.000000,,,,,-3.599999,,,,,-3.219184,-3.599999,,"",,,,,"D1 PROFILE",,,,
"90101300919854","Nodes","-3145352",21.000000,31.114911,"DDS demands","Known Flow",546145.414767,180147.076230,,0.000000,,,,,-1.820000,,,,,-1.627476,-1.820000,,"",,,,,"D1 PROFILE",,,,
"90101300000001","Nodes","-3145383",21.000000,29.738854,"Default Known Flow Node","Known Flow",546565.539882,180186.826240,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919872","Nodes",,0.000000,29.738856,"DDS demands","Known Flow",546622.963139,180186.380783,,0.000000,,,,,-12.619999,,,,,-11.285030,-12.619999,,"",,,,,"D1 PROFILE",,,,
"90101300919813","Nodes","-3145290",21.000000,31.457372,"Default Known Flow Node","Known Flow",546231.539791,180007.701192,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919817","Nodes","-3145296",21.000000,31.457372,"Default Known Flow Node","Known Flow",546247.414795,180047.076202,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919818","Nodes","-3145297",21.000000,31.315406,"DDS demands","Known Flow",546155.914770,180049.326203,,0.000000,,,,,-5.209999,,,,,-4.658875,-5.209999,,"",,,,,"D1 PROFILE",,,,
"90101300919900","Nodes","-3145442",21.000000,29.934771,"Default Known Flow Node","Known Flow",546572.143991,180399.544724,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919899","Nodes","-3145440",21.000000,29.912663,"DDS demands","Known Flow",546589.664888,180387.951295,,0.000000,,,,,-4.670000,,,,,-4.175997,-4.670000,,"",,,,,"D1 PROFILE",,,,
"90101300919898","Nodes","-3145433",21.000000,29.934771,"Default Known Flow Node","Known Flow",546592.039889,180325.826278,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919834","Nodes","-3145324",21.000000,30.656642,"Default Known Flow Node","Known Flow",546296.726167,180104.833246,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919527","Nodes","919527",21.000000,30.458991,"DDS demands","Known Flow",546293.606470,180076.582653,,0.000000,,,,,-26.950001,,,,,-24.099173,-26.950001,,"",,,,,"D1 PROFILE",,,,
"90101300919841","Nodes","-3145336",21.000000,30.656642,"Default Known Flow Node","Known Flow",546276.914803,180127.451224,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919827","Nodes","-3145312",21.000000,29.269226,"DDS demands","Known Flow",546515.039868,180091.326214,,0.000000,,,,,-8.420000,,,,,-7.529314,-8.420000,,"",,,,,"D1 PROFILE",,,,
"90101300919820","Nodes","-3145299",21.000000,29.217286,"DDS demands","Known Flow",546522.289870,180053.951204,,0.000000,,,,,-1.820000,,,,,-1.627476,-1.820000,,"",,,,,"D1 PROFILE",,,,
"90101300919868","Nodes","-3145374",21.000000,30.932669,"Default Known Flow Node","Known Flow",546296.414808,180176.326238,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919870","Nodes","-3145376",21.000000,30.932669,"Default Known Flow Node","Known Flow",546277.164803,180178.826238,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919893","Nodes","-3145421",21.000000,29.715832,"Default Known Flow Node","Known Flow",546629.789899,180292.201269,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919892","Nodes","-3145420",21.000000,29.712643,"DDS demands","Known Flow",546630.914899,180290.951269,,0.000000,,,,,-4.219999,,,,,-3.773599,-4.219999,,"",,,,,"D1 PROFILE",,,,
