"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"64300900003347","Nodes","3347",21.000000,28.202498,"DDS demands","Known Flow",298255.849204,668270.960835,,0.000000,,,,,,,-7.230000,,,,,-6.465195,-7.230000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000960","Nodes","960",21.000000,28.554900,"DDS demands","Known Flow",298297.709887,668251.674481,,0.000000,,,,,,,-14.210000,,,,,-12.706836,-14.210000,,"",,,,,,,"D1 PROFILE",,,,
"64300900003340","Nodes","3340",21.000000,29.317748,"Default Known Flow Node","Known Flow",298256.347314,668209.959036,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900001014","Nodes","P09122110, MID STREET, 19.57",24.000000,28.618062,"CSEP DDS Matched","Known Flow",297683.832043,668825.529760,,0.000000,,,,,,,,-19.570000,,,,-17.499843,-19.570000,,"",,,,,,,,"DC PROFILE",,,
"64300900001007","Nodes","1007",21.000000,28.038899,"Default Known Flow Node","Known Flow",298312.400384,668277.138013,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000813","Nodes","813",21.000000,28.046820,"DDS demands","Known Flow",298328.222333,668263.459050,,0.000000,,,,,,,-6.309999,,,,,-5.642515,-6.309999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000567","Nodes","567",21.000000,34.267388,"DDS demands","Known Flow",300019.847794,668556.459130,,0.000000,,,,,,,-35.919998,,,,,-32.120306,-35.919998,,"",,,,,,,"D1 PROFILE",,,,
"64300900001009","Nodes","1009",21.000000,39.142993,"DDS demands","Known Flow",300003.218933,668681.134307,,0.000000,,,,,,,-9.189999,,,,,-8.217862,-9.189999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000566","Nodes","566",21.000000,41.109858,"DDS demands","Known Flow",299980.472783,668720.459174,,0.000000,,,,,,,-32.779999,,,,,-29.312462,-32.779999,,"",,,,,,,"D1 PROFILE",,,,
"64300900003465","Nodes","3465",21.000000,30.955621,"Default Known Flow Node","Known Flow",298334.279315,669395.221477,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000379","Nodes","379",21.000000,29.585342,"DDS demands","Known Flow",298296.439492,669434.709972,,0.000000,,,,,,,-19.399998,,,,,-17.347825,-19.399998,,"",,,,,,,"D1 PROFILE",,,,
"64300900003234","Nodes","3234",21.000000,27.410618,"DDS demands","Known Flow",296268.132367,668199.388718,,0.000000,,,,,,,-6.769999,,,,,-6.053854,-6.769999,,"",,,,,,,"D1 PROFILE",,,,
"64300900001006","Nodes","1006",21.000000,27.122395,"DDS demands","Known Flow",296310.992468,668171.929065,,0.000000,,,,,,,-1.440000,,,,,-1.287673,-1.440000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000195","Nodes","195",21.000000,27.107615,"DDS demands","Known Flow",296336.971792,668180.209027,,0.000000,,,,,,,-2.769999,,,,,-2.476983,-2.769999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000606","Nodes","606",21.000000,27.949782,"DDS demands","Known Flow",297614.597139,669186.459301,,0.000000,,,,,,,-8.989999,,,,,-8.039018,-8.989999,,"",,,,,,,"D1 PROFILE",,,,
"64300900001005","Nodes","1005",21.000000,27.949782,"Default Known Flow Node","Known Flow",297612.421166,669195.080562,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000737","Nodes","737",21.000000,28.039129,"Default Known Flow Node","Known Flow",297604.722137,669225.584312,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000690","Nodes","690",21.000000,32.254945,"DDS demands","Known Flow",296930.721953,668181.209028,,0.000000,,,,,,,-5.169999,,,,,-4.623106,-5.169999,,"",,,,,,,"D1 PROFILE",,,,
"64300900001004","Nodes","1004",21.000000,32.125635,"Default Known Flow Node","Known Flow",296940.041829,668204.209725,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000692","Nodes","692",21.000000,32.060093,"DDS demands","Known Flow",296937.556687,668220.252615,,0.000000,,,,,,,-16.850000,,,,,-15.067571,-16.850000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000943","Nodes","943",21.000000,46.737473,"DDS demands","Known Flow",298214.347302,666886.458675,,0.000000,,,,,,,-10.580000,,,-24.999999,,-31.816272,-35.580000,,"",,,,,,,"D1 PROFILE",,,"I2 PROFILE",
"64300900001002","Nodes","1002",21.000000,41.219745,"DDS demands","Known Flow",298220.722304,666855.333667,,0.000000,-6.000000,,,,,,,,,-24.999999,,-27.720754,-30.999998,,"","C1 PROFILE",,,,,,,,,"I2 PROFILE",
"64300900003150","Nodes","3150",21.000000,41.732815,"Default Known Flow Node","Known Flow",299308.847600,668252.334047,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000008","Nodes","WHITEHILL IND ESTATE DG, No clocks/Constant, Site ID 5802",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",298199.347298,666945.708692,,999998.967025,,,,,,,,,,,,99.508567,111.280000,,"",,,,,,,,,,,
"64300900000944","Nodes","944",21.000000,46.737473,"Default Known Flow Node","Known Flow",298165.597289,666875.333672,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000367","Nodes","367",21.000000,40.838896,"DDS demands","Known Flow",296550.547850,667420.099821,,0.000000,,,,,,,-7.940000,,,,,-7.100090,-7.940000,,"",,,,,,,"D1 PROFILE",,,,
"64300900003262","Nodes","3262",21.000000,40.864552,"Default Known Flow Node","Known Flow",296591.541861,667485.781838,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003255","Nodes","3255",21.000000,40.864552,"Default Known Flow Node","Known Flow",296620.515869,667472.687835,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003217","Nodes","3217",21.000000,40.820970,"Default Known Flow Node","Known Flow",296625.526870,667492.742840,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000366","Nodes","366",21.000000,40.888166,"DDS demands","Known Flow",296629.982871,667550.349856,,0.000000,,,,,,,-15.619999,,,,,-13.967683,-15.619999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000361","Nodes","361",21.000000,40.214616,"DDS demands","Known Flow",296663.619881,667709.704899,,0.000000,,,,,,,-8.720000,,,,,-7.797580,-8.720000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000360","Nodes","360",21.000000,39.599335,"DDS demands","Known Flow",296749.621153,667780.719999,,0.000000,,,,,,,-8.699999,,,,,-7.779695,-8.699999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000911","Nodes","911",21.000000,40.998763,"DDS demands","Known Flow",296685.160625,667638.454379,,0.000000,,,,,,,-1.339999,,,,,-1.198251,-1.339999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000912","Nodes","912",21.000000,40.893546,"DDS demands","Known Flow",296720.198896,667646.030882,,0.000000,,,,,,,-5.830000,,,,,-5.213290,-5.830000,,"",,,,,,,"D1 PROFILE",,,,
"64300900003187","Nodes","3187",21.000000,40.849988,"Default Known Flow Node","Known Flow",296726.109898,667656.091885,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000154","Nodes","154",21.000000,30.469934,"DDS demands","Known Flow",295976.609713,668339.418992,,0.000000,,,,,,,-6.179999,,,,,-5.526266,-6.179999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000186","Nodes","186",21.000000,29.569814,"DDS demands","Known Flow",296032.721709,668105.709007,,0.000000,,,,,,,-5.639999,,,,,-5.043388,-5.639999,,"",,,,,,,"D1 PROFILE",,,,
"64300900003063","Nodes","3063",21.000000,29.525923,"Default Known Flow Node","Known Flow",296081.596722,668124.584012,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000187","Nodes","187",21.000000,29.524857,"DDS demands","Known Flow",296082.346722,668122.209012,,0.000000,,,,,,,-9.890000,,,,,-8.843815,-9.890000,,"",,,,,,,"D1 PROFILE",,,,
"64300900003177","Nodes","3177",21.000000,30.598460,"Default Known Flow Node","Known Flow",296063.346717,668361.209077,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003239","Nodes","3239",21.000000,30.598460,"Default Known Flow Node","Known Flow",296062.329560,668360.888518,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003106","Nodes","3106",21.000000,30.563569,"Default Known Flow Node","Known Flow",296066.846718,668362.709077,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003240","Nodes","3240",21.000000,30.563569,"Default Known Flow Node","Known Flow",296068.355042,668363.182564,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003145","Nodes","3145",21.000000,31.228874,"Default Known Flow Node","Known Flow",296075.346720,668451.459101,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000545","Nodes","545",21.000000,31.228874,"DDS demands","Known Flow",296077.346721,668451.959101,,0.000000,,,,,,,-3.579999,,,,,-3.201299,-3.579999,,"",,,,,,,"D1 PROFILE",,,,
"64300900003119","Nodes","3119",21.000000,30.181675,"Default Known Flow Node","Known Flow",296094.346726,668290.209057,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003237","Nodes","3237",21.000000,30.181675,"Default Known Flow Node","Known Flow",296098.346727,668286.834056,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000544","Nodes","544",21.000000,30.909850,"DDS demands","Known Flow",296040.471711,668438.959098,,0.000000,,,,,,,-2.720000,,,,,-2.432272,-2.720000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000148","Nodes","148",21.000000,31.667960,"DDS demands","Known Flow",296126.221734,668467.584106,,0.000000,,,,,,,-2.769999,,,,,-2.476983,-2.769999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000501","Nodes","501",21.000000,31.605845,"DDS demands","Known Flow",296140.471738,668421.334093,,0.000000,,,,,,,-5.949999,,,,,-5.320596,-5.949999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000685","Nodes","685",21.000000,31.860338,"DDS demands","Known Flow",296215.346256,668381.335458,,0.000000,,,,,,,-7.790000,,,,,-6.965957,-7.790000,,"",,,,,,,"D1 PROFILE",,,,
"64300900003167","Nodes","3167",21.000000,31.860338,"Default Known Flow Node","Known Flow",296217.471759,668381.959082,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000500","Nodes","500",21.000000,29.916507,"DDS demands","Known Flow",296150.096741,668391.209085,,0.000000,,,,,,,-11.199999,,,,,-10.015240,-11.199999,,"",,,,,,,"D1 PROFILE",,,,
"64300900003213","Nodes","3213",21.000000,29.916507,"Default Known Flow Node","Known Flow",296150.846741,668392.459085,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000184","Nodes","184",21.000000,28.697628,"DDS demands","Known Flow",296187.596751,668241.459044,,0.000000,,,,,,,-22.070000,,,,,-19.735389,-22.070000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000183","Nodes","183",21.000000,28.392630,"DDS demands","Known Flow",296257.721770,668270.834052,,0.000000,,,,,,,-6.919999,,,,,-6.187987,-6.919999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000179","Nodes","179",21.000000,29.025268,"DDS demands","Known Flow",296239.346765,668334.834070,,0.000000,,,,,,,-15.510000,,,,,-13.869319,-15.510000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000194","Nodes","194",21.000000,28.091434,"DDS demands","Known Flow",296296.471781,668245.084045,,0.000000,,,,,,,-11.180000,,,,,-9.997356,-11.180000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000185","Nodes","185",21.000000,29.999252,"DDS demands","Known Flow",296059.971716,668176.834027,,0.000000,,,,,,,-3.229999,,,,,-2.888323,-3.229999,,"",,,,,,,"D1 PROFILE",,,,
"64300900003235","Nodes","3235",21.000000,30.011805,"DDS demands","Known Flow",296055.846715,668186.584029,,0.000000,,,,,,,-1.469999,,,,,-1.314500,-1.469999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000191","Nodes","191",21.000000,27.895546,"DDS demands","Known Flow",296232.846763,668190.459030,,0.000000,,,,,,,-17.559999,,,,,-15.702466,-17.559999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000177","Nodes","177",21.000000,30.203978,"DDS demands","Known Flow",296067.971718,668259.084049,,0.000000,,,,,,,-3.829999,,,,,-3.424854,-3.829999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000875","Nodes","875",21.000000,29.858677,"DDS demands","Known Flow",296021.471706,668248.959046,,0.000000,,,,,,,-4.360000,,,,,-3.898790,-4.360000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000546","Nodes","546",21.000000,30.181802,"DDS demands","Known Flow",296077.096721,668267.459051,,0.000000,,,,,,,-1.220000,,,,,-1.090945,-1.220000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000876","Nodes","876",21.000000,29.796029,"DDS demands","Known Flow",296024.096706,668294.084058,,0.000000,,,,,,,-4.050000,,,,,-3.621582,-4.050000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000520","Nodes","520",21.000000,29.836578,"DDS demands","Known Flow",296021.971706,668231.959042,,0.000000,,,,,,,-4.169999,,,,,-3.728888,-4.169999,,"",,,,,,,"D1 PROFILE",,,,
"64300900003137","Nodes","3137",21.000000,30.181802,"Default Known Flow Node","Known Flow",296078.721721,668268.959052,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000176","Nodes","176",21.000000,30.229429,"DDS demands","Known Flow",296091.596725,668283.209055,,0.000000,,,,,,,-19.659998,,,,,-17.580323,-19.659998,,"",,,,,,,"D1 PROFILE",,,,
"64300900000164","Nodes","164",21.000000,30.610532,"DDS demands","Known Flow",296063.721717,668365.834078,,0.000000,,,,,,,-21.160000,,,,,-18.921652,-21.160000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000731","Nodes","731",21.000000,27.055123,"DDS demands","Known Flow",296237.971765,668142.584017,,0.000000,,,,,,,-4.289999,,,,,-3.836194,-4.289999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000732","Nodes","732",21.000000,27.013483,"DDS demands","Known Flow",296229.846762,668139.209016,,0.000000,,,,,,,-1.490000,,,,,-1.332384,-1.490000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000189","Nodes","189",21.000000,29.524651,"DDS demands","Known Flow",296086.471723,668112.459009,,0.000000,,,,,,,-2.970000,,,,,-2.655827,-2.970000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000955","Nodes","955",21.000000,29.938580,"DDS demands","Known Flow",296015.971704,668167.709024,,0.000000,,,,,,,-4.990000,,,,,-4.462147,-4.990000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000160","Nodes","160",21.000000,30.469256,"DDS demands","Known Flow",295990.799246,668338.006151,,0.000000,,,,,,,-5.949999,,,,,-5.320596,-5.949999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000359","Nodes","359",21.000000,41.011092,"DDS demands","Known Flow",296816.221922,667941.958963,,0.000000,,,,,,,-20.250000,,,,,-18.107912,-20.250000,,"",,,,,,,"D1 PROFILE",,,,
"64300900003326","Nodes","3326",21.000000,41.055320,"DDS demands","Known Flow",296896.471944,668009.083981,,0.000000,,,,,,,-3.800000,,,,,-3.398028,-3.800000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000197","Nodes","197",21.000000,40.597864,"DDS demands","Known Flow",296737.971901,668065.958996,,0.000000,,,,,,,-2.599999,,,,,-2.324966,-2.599999,,"",,,,,,,"D1 PROFILE",,,,
"64300900003328","Nodes","3328",21.000000,41.669795,"Default Known Flow Node","Known Flow",296780.346912,668022.958985,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000238","Nodes","238",21.000000,41.175267,"DDS demands","Known Flow",296963.471962,668110.959009,,0.000000,,,,,,,-2.679999,,,,,-2.396503,-2.679999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000203","Nodes","203",21.000000,41.176195,"DDS demands","Known Flow",296916.346949,668105.209007,,0.000000,,,,,,,-21.719999,,,-10.909999,,-29.178329,-32.629999,,"",,,,,,,"D1 PROFILE",,,"I2 PROFILE",
"64300900000688","Nodes","688",21.000000,32.503921,"DDS demands","Known Flow",296876.346938,668184.834029,,0.000000,,,,,,,-13.590000,,,,,-12.152421,-13.590000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000686","Nodes","686",21.000000,34.681111,"DDS demands","Known Flow",296804.721919,668131.084014,,0.000000,,,,,,,-3.440000,,,,,-3.076109,-3.440000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000687","Nodes","687",21.000000,34.166477,"DDS demands","Known Flow",296849.471931,668113.459009,,0.000000,,,,,,,-13.329999,,,,,-11.919924,-13.329999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000200","Nodes","200",21.000000,39.989882,"DDS demands","Known Flow",296765.226748,668091.468018,,0.000000,,,,,,,-4.960000,,,,,-4.435321,-4.960000,,"",,,,,,,"D1 PROFILE",,,,
"64300900003094","Nodes","3094",21.000000,39.989882,"Default Known Flow Node","Known Flow",296794.346916,668066.958997,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000400","Nodes","400",21.000000,40.638356,"DDS demands","Known Flow",296717.595160,668049.335225,,0.000000,,,,,,,-10.359999,,,,,-9.264096,-10.359999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000689","Nodes","689",21.000000,32.399657,"DDS demands","Known Flow",296868.221936,668121.209011,,0.000000,,,,,,,-5.480000,,,,,-4.900314,-5.480000,,"",,,,,,,"D1 PROFILE",,,,
"64300900003342","Nodes","3342",21.000000,32.056931,"Default Known Flow Node","Known Flow",296935.971955,668223.334039,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003343","Nodes","3343",21.000000,31.702125,"Default Known Flow Node","Known Flow",296971.846964,668225.459040,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000691","Nodes","691",21.000000,32.254126,"DDS demands","Known Flow",296934.096338,668156.835542,,0.000000,,,,,,,-3.479999,,,,,-3.111878,-3.479999,,"",,,,,,,"D1 PROFILE",,,,
"64300900003108","Nodes","3108",21.000000,32.254126,"Default Known Flow Node","Known Flow",296935.096954,668155.209021,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000205","Nodes","205",21.000000,41.894043,"DDS demands","Known Flow",296812.721921,668023.208985,,0.000000,,,,,,,-5.280000,,,,,-4.721470,-5.280000,,"",,,,,,,"D1 PROFILE",,,,
"64300900003327","Nodes","3327",21.000000,41.918713,"Default Known Flow Node","Known Flow",296791.721915,668013.708982,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000206","Nodes","206",21.000000,41.922621,"DDS demands","Known Flow",296789.221915,668009.833981,,0.000000,,,,,,,-12.700000,,,,,-11.356567,-12.700000,,"",,,,,,,"D1 PROFILE",,,,
"64300900003103","Nodes","3103",21.000000,41.669795,"Default Known Flow Node","Known Flow",296783.346913,668019.833984,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000953","Nodes","953",21.000000,31.691312,"DDS demands","Known Flow",296979.846967,668227.834040,,0.000000,,,,,,,-4.340000,,,,,-3.880905,-4.340000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000693","Nodes","693",21.000000,31.661758,"DDS demands","Known Flow",296983.971968,668205.209034,,0.000000,,,,,,,-8.140000,,,,,-7.278933,-8.140000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000853","Nodes","853",21.000000,29.052163,"DDS demands","Known Flow",297761.097179,668493.084113,,0.000000,,,,,,,-21.160000,,,,,-18.921652,-21.160000,,"",,,,,,,"D1 PROFILE",,,,
"64300900003357","Nodes","3357",21.000000,29.034874,"Default Known Flow Node","Known Flow",297769.722181,668495.584113,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000855","Nodes","855",21.000000,29.021807,"DDS demands","Known Flow",297779.847184,668462.709104,,0.000000,,,,,,,-2.319999,,,,,-2.074585,-2.319999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000281","Nodes","281",21.000000,29.680348,"DDS demands","Known Flow",297952.648953,668300.591207,,0.000000,,,,,,,-30.149999,,,,,-26.960668,-30.149999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000282","Nodes","282",21.000000,27.700429,"DDS demands","Known Flow",297962.195234,668374.747080,,0.000000,,,,,,,-15.580000,,,,,-13.931915,-15.580000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000665","Nodes","665",21.000000,29.791210,"DDS demands","Known Flow",297772.847182,668441.459099,,0.000000,-15.999999,,,,,,-12.709999,,,,,-25.672995,-28.710000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,
"64300900003296","Nodes","3296",21.000000,29.880004,"Default Known Flow Node","Known Flow",297776.472183,668440.334098,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000286","Nodes","286",21.000000,28.111409,"DDS demands","Known Flow",298025.347251,668409.709090,,0.000000,-6.000000,,,,,,-25.309999,,,,,-27.997961,-31.309998,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,
"64300900000809","Nodes","809",21.000000,32.112414,"DDS demands","Known Flow",298434.722362,668166.834024,,0.000000,,,,,,,-2.490000,,,,,-2.226602,-2.490000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000810","Nodes","810",21.000000,32.023600,"DDS demands","Known Flow",298423.222359,668156.209021,,0.000000,-6.000000,,,,,,-3.780000,,,,,-8.745451,-9.779999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,
"64300900003179","Nodes","3179",21.000000,27.071691,"Default Known Flow Node","Known Flow",298236.597309,668316.459065,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000839","Nodes","839",21.000000,27.071691,"Default Known Flow Node","Known Flow",298237.347309,668319.334065,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000311","Nodes","311",21.000000,27.177059,"DDS demands","Known Flow",298238.097309,668312.584063,,0.000000,,,,,,,-24.329999,,,,,-21.756322,-24.329999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000287","Nodes","287",21.000000,27.924730,"DDS demands","Known Flow",298021.597250,668416.459092,,0.000000,,,,,,,-11.319999,,,,,-10.122546,-11.319999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000509","Nodes","509",21.000000,26.306633,"DDS demands","Known Flow",298263.597316,668471.084107,,0.000000,,,,,,,-9.549999,,,,,-8.539781,-9.549999,,"",,,,,,,"D1 PROFILE",,,,
"64300900003354","Nodes","3354",21.000000,26.287872,"Default Known Flow Node","Known Flow",298264.181465,668474.092041,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
