"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)"
"64301100010789","Nodes","10789",21.000000,28.758974,"DDS demands","Known Flow",333394.707443,667441.720936,,0.000000,,,,,,,-10.580000,,,,,,-9.460826,-10.580000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000779","Nodes","779",21.000000,28.648603,"DDS demands","Known Flow",333404.481878,667463.958833,,0.000000,,,,,,,-11.310000,,,,,,-10.113604,-11.310000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000888","Nodes","888",21.000000,24.807273,"DDS demands","Known Flow",333204.606824,667323.833794,,0.000000,-16.840000,,,,,,-9.119999,,,,,,-23.213896,-25.959999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,
"64301100000606","Nodes","606",21.000000,24.787492,"DDS demands","Known Flow",333198.731822,667335.833798,,0.000000,-1.469999,,,,,,-6.749999,,,,,,-7.350471,-8.219999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,
"64301100010556","Nodes","10556",21.000000,30.415022,"Default Known Flow Node","Known Flow",333318.106855,667319.458793,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000610","Nodes","610",21.000000,30.415022,"DDS demands","Known Flow",333319.723731,667317.701319,,0.000000,-5.650000,,,,,,-1.949999,,-4.239999,,,,-10.587540,-11.839999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,"I2 PROFILE",,,
"64301100000605","Nodes","605",21.000000,26.172974,"DDS demands","Known Flow",333074.356788,667241.208772,,0.000000,-30.179999,,,,,,-16.240000,,,,,,-41.509593,-46.419999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,
"64301100000077","Nodes","77",21.000000,24.878865,"DDS demands","Known Flow",333144.919807,667236.105771,,0.000000,,,,,,,-7.129999,,,,,,-6.375773,-7.129999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000877","Nodes","877",21.000000,27.159507,"Default Known Flow Node","Known Flow",333024.304075,667174.385252,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000875","Nodes","875",21.000000,27.370288,"DDS demands","Known Flow",333036.032778,667181.003756,,0.000000,,,,,,,-5.719999,,,,,,-5.114926,-5.719999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000036","Nodes","36",21.000000,27.435627,"DDS demands","Known Flow",333048.856781,667178.458755,,0.000000,,,,-4.880000,,,,,,,,,-4.363783,-4.880000,,"",,,,"C4 PROFILE",,,,,,,,
"64301100000634","Nodes","634",21.000000,27.361231,"DDS demands","Known Flow",333012.106771,667141.583745,,0.000000,,,,,,,-7.430000,,,,,,-6.644039,-7.430000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000775","Nodes","775",21.000000,32.672310,"DDS demands","Known Flow",333243.106834,667039.333717,,0.000000,,,,,,,-8.279999,,,,,,-7.404124,-8.279999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000776","Nodes","776",21.000000,32.430304,"DDS demands","Known Flow",333213.106826,667068.458725,,0.000000,,,,,,,-9.899999,,,,,,-8.852757,-9.899999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000774","Nodes","774",21.000000,33.101210,"DDS demands","Known Flow",333256.233396,667005.364880,,0.000000,,,,,,,-0.959999,,,,,,-0.858449,-0.959999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000049","Nodes","49",21.000000,32.267215,"DDS demands","Known Flow",333233.549832,667081.049728,,0.000000,,,,,,,-9.220000,,,,,,-8.244689,-9.220000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000620","Nodes","620",21.000000,28.599201,"DDS demands","Known Flow",333427.481884,667492.833840,,0.000000,,,,,,,-7.909999,,,,,,-7.073263,-7.909999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000054","Nodes","54",21.000000,24.160343,"DDS demands","Known Flow",333217.606827,667354.958803,,0.000000,-10.050000,,,,,,-6.469999,,,,,,-14.772480,-16.520000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,
"64301100000628","Nodes","628",21.000000,23.991438,"DDS demands","Known Flow",333196.231821,667382.833810,,0.000000,,,,,,,-6.130000,,,,,,-5.481555,-6.130000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000630","Nodes","630",21.000000,24.368981,"DDS demands","Known Flow",333296.731849,667355.458803,,0.000000,,,,,,,-9.850000,,,,,,-8.808046,-9.850000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000609","Nodes","609",21.000000,24.425496,"DDS demands","Known Flow",333281.106845,667405.958817,,0.000000,-4.500000,,-15.869999,-6.749999,,,-13.569999,,,,,,-36.385727,-40.689999,,"","C1 PROFILE",,"C3  PROFILE","C4 PROFILE",,,"D1 PROFILE",,,,,
"64301100010785","Nodes","10785",21.000000,24.218697,"Default Known Flow Node","Known Flow",333294.731848,667426.333822,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000851","Nodes","851",21.000000,30.151352,"Default Known Flow Node","Known Flow",333335.606859,667335.833798,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000852","Nodes","852",21.000000,30.151352,"Default Known Flow Node","Known Flow",333315.106854,667348.083801,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000060","Nodes","60",21.000000,29.950551,"DDS demands","Known Flow",333344.606862,667352.958802,,0.000000,,,,,,,-10.979999,,,,,,-9.818512,-10.979999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000780","Nodes","780",21.000000,29.126902,"DDS demands","Known Flow",333364.481867,667385.833811,,0.000000,,,,,,,-16.999999,,,,,,-15.201703,-16.999999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000781","Nodes","781",21.000000,29.112874,"DDS demands","Known Flow",333372.731869,667380.958810,,0.000000,,,,,,,-4.689999,,,,,,-4.193881,-4.689999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010701","Nodes","10701",21.000000,33.072200,"Default Known Flow Node","Known Flow",333254.356837,667005.458708,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000730","Nodes","730",21.000000,28.225795,"DDS demands","Known Flow",333379.106871,667154.583748,,0.000000,,,,,,,-18.959999,,,,,,-16.954371,-18.959999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010797","Nodes","10797",21.000000,25.426998,"Default Known Flow Node","Known Flow",333005.481770,667469.958834,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010449","Nodes","10449",21.000000,25.426998,"Default Known Flow Node","Known Flow",332996.856767,667462.083832,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010780","Nodes","10780",21.000000,24.262705,"Default Known Flow Node","Known Flow",333304.856851,667419.708821,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010769","Nodes","10769",21.000000,30.379682,"Default Known Flow Node","Known Flow",333322.231856,667317.458793,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010540","Nodes","10540",21.000000,28.084715,"Default Known Flow Node","Known Flow",333415.981881,667173.458754,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010743","Nodes","10743",21.000000,31.885133,"Default Known Flow Node","Known Flow",333225.325748,667214.828548,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000887","Nodes","887",21.000000,30.810507,"Default Known Flow Node","Known Flow",333292.731848,667292.333786,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000611","Nodes","611",21.000000,24.741569,"DDS demands","Known Flow",333197.981822,667317.583793,,0.000000,-10.889999,,,,,,-1.129999,,,,,,-10.748498,-12.019999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,
"64301100010747","Nodes","10747",21.000000,31.800455,"Default Known Flow Node","Known Flow",333234.606832,667223.083767,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010758","Nodes","10758",21.000000,31.488122,"Default Known Flow Node","Known Flow",333254.106837,667241.708772,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010760","Nodes","10760",21.000000,31.458839,"Default Known Flow Node","Known Flow",333255.856838,667243.833773,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010465","Nodes","10465",21.000000,30.766964,"Default Known Flow Node","Known Flow",333259.356839,667323.583794,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010554","Nodes","10554",21.000000,30.810507,"Default Known Flow Node","Known Flow",333290.017245,667293.239760,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000916","Nodes","916",21.000000,30.305347,"Default Known Flow Node","Known Flow",333125.856802,667041.333718,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000917","Nodes","917",21.000000,30.117048,"DDS demands","Known Flow",333117.606800,667073.458726,,0.000000,,,,,,,-7.430000,,,,,,-6.644039,-7.430000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010731","Nodes","10731",21.000000,27.600631,"Default Known Flow Node","Known Flow",333065.934786,667169.141752,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000868","Nodes","868",21.000000,27.566324,"DDS demands","Known Flow",333538.817030,667384.186660,,0.000000,,,,,,,-3.999999,,,,,,-3.576871,-3.999999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010480","Nodes","10480",21.000000,42.694235,"Default Known Flow Node","Known Flow",333863.328698,667004.330537,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000900","Nodes","900",21.000000,44.234240,"Default Known Flow Node","Known Flow",333653.606946,667046.708719,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000686","Nodes","686",21.000000,49.837197,"Default Known Flow Node","Known Flow",333651.356945,667009.083709,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000901","Nodes","901",21.000000,43.923349,"Default Known Flow Node","Known Flow",333699.981959,667031.833715,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000764","Nodes","764",21.000000,38.902533,"DDS demands","Known Flow",333970.732032,667298.333787,,0.000000,,,,,,,-4.920000,,,,,,-4.399552,-4.920000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000120","Nodes","120",21.000000,41.706921,"DDS demands","Known Flow",333849.585915,667188.754834,,0.000000,,,,,,,-6.439999,,,,,,-5.758763,-6.439999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010709","Nodes","10709",21.000000,44.211551,"Default Known Flow Node","Known Flow",333650.981945,667047.833719,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000687","Nodes","687",21.000000,44.234240,"Default Known Flow Node","Known Flow",333656.304947,667052.555721,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000005","Nodes","Newmills Road DG, Tel, Clocked, Site ID 6079",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",333644.981944,667006.708708,,1900.416066,,,,,,,,,,,,,1218.640166,1362.799965,,"",,,,,,,,,,,,
"64301100010707","Nodes","10707",21.000000,43.933927,"Default Known Flow Node","Known Flow",333700.731959,667033.583715,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010440","Nodes","10440",21.000000,44.211551,"Default Known Flow Node","Known Flow",333649.481945,667044.458718,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010542","Nodes","10542",21.000000,43.933927,"Default Known Flow Node","Known Flow",333703.856960,667032.208715,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010702","Nodes","10702",21.000000,38.226377,"Default Known Flow Node","Known Flow",334076.982061,667020.458712,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010724","Nodes","10724",21.000000,37.444481,"DDS demands","Known Flow",334263.107112,667107.083735,,0.000000,,,,,,,-18.989999,,,,,,-16.981198,-18.989999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000598","Nodes","598",21.000000,36.461749,"DDS demands","Known Flow",334428.857157,667066.958725,,0.000000,,,,,,,-17.320000,,,,,,-15.487854,-17.320000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000601","Nodes","601",21.000000,36.587844,"DDS demands","Known Flow",334486.607173,667041.958718,,0.000000,,,,,,,-12.890000,,,,,,-11.526469,-12.890000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000724","Nodes","724",21.000000,32.574409,"DDS demands","Known Flow",334186.107091,667496.333841,,0.000000,,,,,,,-5.870000,,,,,,-5.249059,-5.870000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000723","Nodes","723",21.000000,32.835344,"DDS demands","Known Flow",334202.982095,667479.208837,,0.000000,,,,,,,-17.459998,,,,,,-15.613043,-17.459998,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000119","Nodes","119",21.000000,38.111867,"DDS demands","Known Flow",334011.163961,667391.698523,,0.000000,,,,,,,-6.429999,,,,,,-5.749820,-6.429999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000717","Nodes","717",21.000000,38.053527,"Default Known Flow Node","Known Flow",334015.982044,667401.958816,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000753","Nodes","753",21.000000,39.487793,"DDS demands","Known Flow",334066.607058,667238.958771,,0.000000,,,,,,,-11.989999,,,,,,-10.721671,-11.989999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000142","Nodes","142",21.000000,38.159534,"DDS demands","Known Flow",334122.271416,667096.933311,,0.000000,,,,,,,-18.280001,,,,,,-16.346304,-18.280001,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000701","Nodes","701",21.000000,38.386187,"DDS demands","Known Flow",334085.982064,667038.583717,,0.000000,,,,,,,-3.700000,,,,,,-3.308606,-3.700000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010708","Nodes","10708",21.000000,38.336074,"Default Known Flow Node","Known Flow",334180.732089,667033.708715,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010492","Nodes","10492",21.000000,38.336074,"Default Known Flow Node","Known Flow",334184.732090,667052.208721,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010710","Nodes","10710",21.000000,38.336074,"Default Known Flow Node","Known Flow",334189.357092,667049.833720,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000149","Nodes","149",21.000000,36.960046,"DDS demands","Known Flow",334285.607118,667219.333766,,0.000000,,,,,,,-17.169999,,,,,,-15.353721,-17.169999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010555","Nodes","10555",21.000000,36.891099,"Default Known Flow Node","Known Flow",334331.232130,667163.208751,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010730","Nodes","10730",21.000000,36.891099,"DDS demands","Known Flow",334335.857132,667161.333750,,0.000000,,,,,,,-3.520000,,,,,,-3.147647,-3.520000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010414","Nodes","10414",21.000000,36.735338,"Default Known Flow Node","Known Flow",334494.732175,667209.458763,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010411","Nodes","10411",21.000000,36.735338,"DDS demands","Known Flow",334486.232172,667186.333757,,0.000000,,,,,,,-6.030000,,,,,,-5.392134,-6.030000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000552","Nodes","552",21.000000,37.632549,"DDS demands","Known Flow",334023.429537,667485.209860,,0.000000,,,,,,,-12.010000,,,,,,-10.739556,-12.010000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010806","Nodes","10806",21.000000,37.626914,"Default Known Flow Node","Known Flow",334023.607047,667494.333841,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000533","Nodes","533",21.000000,37.606017,"DDS demands","Known Flow",333993.982039,667485.708838,,0.000000,,,,,,,-12.099999,,,,,,-10.820037,-12.099999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000718","Nodes","718",21.000000,37.166122,"DDS demands","Known Flow",334092.857065,667444.083827,,0.000000,,,,,,,-15.460000,,,,,,-13.824608,-15.460000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000719","Nodes","719",21.000000,33.917162,"DDS demands","Known Flow",334169.232086,667394.083814,,0.000000,,,,,,,-10.629999,,,,,,-9.505536,-10.629999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000720","Nodes","720",21.000000,33.879740,"DDS demands","Known Flow",334173.357087,667391.708813,,0.000000,,,,,,,-11.790000,,,,,,-10.542829,-11.790000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000721","Nodes","721",21.000000,32.682146,"DDS demands","Known Flow",334221.357100,667366.208806,,0.000000,,,,,,,-6.540000,,,,,,-5.848185,-6.540000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010776","Nodes","10776",21.000000,32.725521,"Default Known Flow Node","Known Flow",334228.107102,667365.333806,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000750","Nodes","750",21.000000,38.536409,"DDS demands","Known Flow",334066.607058,667346.833801,,0.000000,,,,,,,-5.590000,,,,,,-4.998678,-5.590000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000749","Nodes","749",21.000000,38.052307,"DDS demands","Known Flow",334023.107046,667397.458814,,0.000000,,,,,,,-10.719999,,,,,,-9.586015,-10.719999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000752","Nodes","752",21.000000,38.994230,"DDS demands","Known Flow",334079.357062,667296.458787,,0.000000,,,,,,,-10.169999,,,,,,-9.094195,-10.169999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000751","Nodes","751",21.000000,38.680664,"DDS demands","Known Flow",334044.232052,667317.083793,,0.000000,,,,,,,-3.619999,,,,,,-3.237068,-3.619999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000735","Nodes","735",21.000000,39.266199,"DDS demands","Known Flow",334143.232079,667325.583795,,0.000000,,,,,,,-7.639999,,,,,,-6.831824,-7.639999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000736","Nodes","736",21.000000,39.009316,"DDS demands","Known Flow",334098.357067,667350.083802,,0.000000,,,,,,,-9.149999,,,,,,-8.182093,-9.149999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000734","Nodes","734",21.000000,39.518943,"DDS demands","Known Flow",334149.982081,667269.708780,,0.000000,,,,,,,-17.389999,,,,,,-15.550448,-17.389999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000737","Nodes","737",21.000000,39.416187,"DDS demands","Known Flow",334136.982077,667316.583792,,0.000000,,,,,,,-3.970000,,,,,,-3.550045,-3.970000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000551","Nodes","551",21.000000,38.031693,"Default Known Flow Node","Known Flow",334023.357046,667417.083820,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010795","Nodes","10795",21.000000,37.628114,"Default Known Flow Node","Known Flow",334032.857049,667466.708833,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000733","Nodes","733",21.000000,39.980603,"DDS demands","Known Flow",334122.607074,667217.583766,,0.000000,,,,,,,-13.460000,,,,,,-12.036173,-13.460000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000146","Nodes","146",21.000000,38.220607,"DDS demands","Known Flow",334201.607095,667009.083709,,0.000000,,,,,,,-6.699999,,,,,,-5.991259,-6.699999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000596","Nodes","596",21.000000,38.160188,"DDS demands","Known Flow",334251.988049,666985.024961,,0.000000,,,,,,,-1.900000,,,,,,-1.699014,-1.900000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000145","Nodes","145",21.000000,38.360017,"DDS demands","Known Flow",334160.232084,667043.958718,,0.000000,,,,,,,-14.579999,,,,,,-13.037696,-14.579999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000766","Nodes","766",21.000000,37.448439,"DDS demands","Known Flow",334207.482097,667230.208769,,0.000000,,,,,,,-18.419999,,,,,,-16.471493,-18.419999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000319","Nodes","319",21.000000,38.486720,"DDS demands","Known Flow",334104.348961,667069.208357,,0.000000,,,,-1.490000,,,-5.610000,,,,,,-6.348947,-7.100000,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,
"64301100000144","Nodes","144",21.000000,38.471198,"DDS demands","Known Flow",334116.482072,667066.833724,,0.000000,,,,,,,-4.590000,,,,,,-4.104460,-4.590000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000767","Nodes","767",21.000000,37.447666,"DDS demands","Known Flow",334216.357099,667244.083773,,0.000000,,,,,,,-2.480000,,,,,,-2.217660,-2.480000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000768","Nodes","768",21.000000,37.395240,"DDS demands","Known Flow",334248.732108,667237.958771,,0.000000,,,,,,,-5.830000,,,,,,-5.213290,-5.830000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000148","Nodes","148",21.000000,36.908709,"DDS demands","Known Flow",334297.732121,667252.458775,,0.000000,,,,,,,-2.869999,,,,,,-2.566405,-2.869999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010734","Nodes","10734",21.000000,36.875610,"DDS demands","Known Flow",334348.871659,667190.740895,,0.000000,,,,,,,-5.090000,,,,,,-4.551569,-5.090000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000150","Nodes","150",21.000000,36.846173,"DDS demands","Known Flow",334400.107149,667166.583752,,0.000000,,,,,,,-9.140000,,,,,,-8.173152,-9.140000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010410","Nodes","10410",21.000000,36.876934,"Default Known Flow Node","Known Flow",334460.982166,667138.083744,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000599","Nodes","599",21.000000,36.274907,"DDS demands","Known Flow",334451.982163,667112.958737,,0.000000,,,,,,,-5.590000,,,,,,-4.998678,-5.590000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010467","Nodes","10467",21.000000,38.336074,"Default Known Flow Node","Known Flow",334194.607093,667047.458719,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000722","Nodes","722",21.000000,32.682146,"Default Known Flow Node","Known Flow",334249.607108,667421.583821,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010560","Nodes","10560",21.000000,37.353396,"DDS demands","Known Flow",334222.107101,667107.333736,,0.000000,,,,,,,-4.119999,,,,,,-3.684177,-4.119999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010432","Nodes","10432",21.000000,36.891099,"Default Known Flow Node","Known Flow",334339.607133,667159.583750,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000151","Nodes","151",21.000000,36.849477,"DDS demands","Known Flow",334465.357167,667139.208744,,0.000000,,,,,,,-3.190000,,,,,,-2.852555,-3.190000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000856","Nodes","856",21.000000,37.729350,"DDS demands","Known Flow",334604.732205,667100.833734,,0.000000,,,,,,,-18.170000,,,,,,-16.247939,-18.170000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000833","Nodes","833",21.000000,30.512300,"DDS demands","Known Flow",334734.732240,667000.833707,,0.000000,,,,,,,-4.449999,,,,,,-3.979269,-4.449999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000602","Nodes","602",21.000000,36.372949,"DDS demands","Known Flow",334510.357179,667089.833731,,0.000000,,,,,,,-6.329999,,,,,,-5.660399,-6.329999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010409","Nodes","10409",21.000000,32.736387,"DDS demands","Known Flow",334512.607180,667126.333741,,0.000000,,,,,,,-6.239999,,,,,,-5.579919,-6.239999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000739","Nodes","739",21.000000,49.170131,"DDS demands","Known Flow",334625.982210,667144.958746,,0.000000,,,,,,,-7.360000,,,,,,-6.581443,-7.360000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000738","Nodes","738",21.000000,49.288759,"DDS demands","Known Flow",334649.107217,667248.583774,,0.000000,,,,,,,-15.959999,,,,,,-14.271717,-15.959999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000824","Nodes","824",21.000000,34.244197,"DDS demands","Known Flow",334667.607222,667101.583734,,0.000000,,,,,,,-25.520001,,,,,,-22.820441,-25.520001,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000823","Nodes","823",21.000000,33.548642,"DDS demands","Known Flow",334729.982239,667199.708761,,0.000000,,,,,,,-13.899999,,,,,,-12.429627,-13.899999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000835","Nodes","835",21.000000,30.031613,"DDS demands","Known Flow",334737.357241,667033.833716,,0.000000,,,,,,,-10.520000,,,,,,-9.407172,-10.520000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000839","Nodes","839",21.000000,34.210634,"DDS demands","Known Flow",334712.107234,667073.208726,,0.000000,,,,,,,-6.059999,,,,,,-5.418960,-6.059999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000836","Nodes","836",21.000000,32.132753,"DDS demands","Known Flow",334742.357242,667095.333732,,0.000000,,,,,,,-12.680000,,,,,,-11.338683,-12.680000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000837","Nodes","837",21.000000,31.881317,"DDS demands","Known Flow",334723.607237,667121.333739,,0.000000,,,,,,,-6.860000,,,,,,-6.134335,-6.860000,,"",,,,,,,"D1 PROFILE",,,,,
