"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"64403700000166","Nodes","166",21.000000,33.347179,"Default Known Flow Node","Known Flow",297726.819733,680573.279489,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700001540","Nodes","1540",21.000000,37.606424,"Default Known Flow Node","Known Flow",299106.667545,680903.024489,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000714","Nodes","714",21.000000,27.357331,"Default Known Flow Node","Known Flow",301866.568296,681271.960590,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000307","Nodes","307",21.000000,28.384493,"DDS demands","Known Flow",298845.809726,680132.982383,,0.000000,,,,,,-16.360000,,,,,,-14.629405,-16.360000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000309","Nodes","309",21.000000,28.335480,"DDS demands","Known Flow",298870.134481,680073.925264,,0.000000,,,,,,-12.770000,,,,,,-11.419162,-12.770000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000603","Nodes","603",21.000000,42.372983,"DDS demands","Known Flow",300881.634142,680786.164310,,0.000000,,,,,,-19.329999,,,,,,-17.285231,-19.329999,,"",,,,,,"D1 PROFILE",,,,,
"64403700001118","Nodes","1118",21.000000,36.927013,"DDS demands","Known Flow",298851.804045,681042.785865,,0.000000,,,,,,-3.829999,,,,,,-3.424854,-3.829999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000926","Nodes","926",21.000000,34.102492,"DDS demands","Known Flow",298920.091495,681069.455535,,0.000000,,,,,,-5.859999,,,,,,-5.240117,-5.859999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000821","Nodes","CRAWFIELD ROAD DG, Site ID 5188",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",299497.779578,680041.126408,,2046.999974,,,,,,,,,,,,398.204175,445.310009,,"",,,,,,,,,,,
"64403700000822","Nodes","822",21.000000,49.536144,"DDS demands","Known Flow",299483.971690,680042.678094,,0.000000,,,,,,-2.890000,,,,,,-2.584289,-2.890000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000005","Nodes","5",21.000000,35.215001,"DDS demands","Known Flow",299239.806171,680100.577939,,0.000000,,,,,,-6.890000,,,,,,-6.161161,-6.890000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000519","Nodes","519",21.000000,27.884138,"DDS demands","Known Flow",298757.880450,679965.293234,,0.000000,,,,,,-14.739999,,,,,,-13.180771,-14.739999,,"",,,,,,"D1 PROFILE",,,,,
"64403701462756","Nodes","1462756",21.000000,39.717679,"DDS demands","Known Flow",298999.184467,680642.807339,,0.000000,,,,,,-11.390000,,,,,,-10.185142,-11.390000,,"",,,,,,"D1 PROFILE",,,,,
"64403701462598","Nodes","1462598",21.000000,28.426892,"Default Known Flow Node","Known Flow",298873.091662,679974.909111,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403710000009","Nodes","10000009",21.000000,41.803159,"Default Known Flow Node","Known Flow",299267.275505,679989.778649,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403701462830","Nodes","1462830",21.000000,32.850711,"Default Known Flow Node","Known Flow",297461.724648,680430.224352,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403710000655","Nodes","10000655",21.000000,32.848544,"Default Known Flow Node","Known Flow",297467.118988,680434.305628,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403710000106","Nodes","10000106",21.000000,32.850968,"DDS demands","Known Flow",297470.935230,680435.371062,,0.000000,,,,,,,,,,-6.000000,,-5.365307,-6.000000,,"",,,,,,,,,,"I2 PROFILE",
"64403700000910","Nodes","910",21.000000,30.429434,"DDS demands","Known Flow",297426.233673,680407.138262,,0.000000,,,,,,-0.999999,,,,,,-0.894217,-0.999999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000108","Nodes","108",21.000000,28.892976,"Default Known Flow Node","Known Flow",297407.516083,680438.828363,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000656","Nodes","656",21.000000,30.333580,"DDS demands","Known Flow",297404.741082,680393.197351,,0.000000,,,,,,-2.519999,,,,,,-2.253428,-2.519999,,"",,,,,,"D1 PROFILE",,,,,
"64403704904566","Nodes","4904566",21.000000,40.767093,"DDS demands","Known Flow",299655.771137,681223.110941,,0.000000,,,,,,-2.809999,,,,,,-2.512752,-2.809999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000128","Nodes","128",21.000000,32.902973,"Default Known Flow Node","Known Flow",297537.989823,680496.703677,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000685","Nodes","685",21.000000,33.956661,"Default Known Flow Node","Known Flow",298375.739647,680464.213009,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000686","Nodes","686",21.000000,33.786641,"Default Known Flow Node","Known Flow",298371.030601,680456.469629,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000689","Nodes","689",21.000000,33.098765,"DDS demands","Known Flow",298457.860303,680477.334305,,0.000000,,,,,,-6.070000,,,,,,-5.427902,-6.070000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000693","Nodes","693",21.000000,31.823064,"Default Known Flow Node","Known Flow",298405.549238,680285.941651,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000687","Nodes","687",21.000000,33.274421,"DDS demands","Known Flow",298407.595754,680448.203658,,0.000000,,,,,,-14.250000,,,,,,-12.742605,-14.250000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000690","Nodes","690",21.000000,32.789478,"DDS demands","Known Flow",298479.402375,680487.260376,,0.000000,,,,,,-8.869999,,,,,,-7.931712,-8.869999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000701","Nodes","701",21.000000,31.781820,"DDS demands","Known Flow",298410.229356,680314.049329,,0.000000,,,,,,-6.269999,,,,,,-5.606746,-6.269999,,"",,,,,,"D1 PROFILE",,,,,
"64403710000071","Nodes","10000071",21.000000,31.721481,"Default Known Flow Node","Known Flow",298444.872041,680339.490568,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000703","Nodes","703",21.000000,31.697269,"DDS demands","Known Flow",298467.393371,680319.978331,,0.000000,,,,,,-9.590000,,,,,,-8.575549,-9.590000,,"",,,,,,"D1 PROFILE",,,,,
"64403701462602","Nodes","1462602",21.000000,31.697269,"Default Known Flow Node","Known Flow",298452.459367,680286.205322,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403710000070","Nodes","10000070",21.000000,31.693536,"Default Known Flow Node","Known Flow",298457.031011,680334.713829,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403701463151","Nodes","1463151",21.000000,31.693536,"Default Known Flow Node","Known Flow",298472.399373,680337.307336,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000311","Nodes","311",21.000000,27.869853,"DDS demands","Known Flow",298786.029362,680001.622401,,0.000000,,,,,,-12.539999,,,,,,-11.213492,-12.539999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000694","Nodes","694",21.000000,30.473278,"Default Known Flow Node","Known Flow",298540.812137,680187.385434,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000794","Nodes","794",21.000000,37.817460,"DDS demands","Known Flow",298560.971397,680466.603371,,0.000000,,,,,,-3.819999,,,,,,-3.415912,-3.819999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000296","Nodes","296",21.000000,29.978116,"DDS demands","Known Flow",298557.634770,680230.298884,,0.000000,,,,,,-10.419999,,,,,,-9.317750,-10.419999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000796","Nodes","796",21.000000,37.497972,"DDS demands","Known Flow",298835.223419,680499.644643,,0.000000,,,,,,-2.140000,,,,,,-1.913626,-2.140000,,"",,,,,,"D1 PROFILE",,,,,
"64403700001114","Nodes","1114",21.000000,27.901098,"DDS demands","Known Flow",298555.765395,680398.511352,,0.000000,,,,,,-10.490000,,,,,,-9.380345,-10.490000,,"",,,,,,"D1 PROFILE",,,,,
"64403710000089","Nodes","10000089",21.000000,27.990539,"Default Known Flow Node","Known Flow",298561.638574,680383.963997,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000793","Nodes","793",21.000000,38.130455,"DDS demands","Known Flow",298651.429153,680473.094321,,0.000000,,,,,,-1.789999,,,,,,-1.600649,-1.789999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000808","Nodes","808",21.000000,37.852494,"DDS demands","Known Flow",298642.437617,680426.447269,,0.000000,,,,,,-3.510000,,,,,,-3.138704,-3.510000,,"",,,,,,"D1 PROFILE",,,,,
"64403710000102","Nodes","10000102",21.000000,37.943115,"Default Known Flow Node","Known Flow",298671.293406,680432.067825,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000809","Nodes","809",21.000000,37.749956,"DDS demands","Known Flow",298603.881408,680425.396359,,0.000000,,,,,,-2.430000,,,,,,-2.172949,-2.430000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000810","Nodes","810",21.000000,37.838098,"DDS demands","Known Flow",298663.334168,680395.855300,,0.000000,,,,,,-3.749999,,,,,,-3.353317,-3.749999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000816","Nodes","816",21.000000,37.721156,"DDS demands","Known Flow",298752.334449,680386.203349,,0.000000,,,,,,-12.250000,,,,,,-10.954169,-12.250000,,"",,,,,,"D1 PROFILE",,,,,
"64403710000077","Nodes","10000077",21.000000,37.823382,"Default Known Flow Node","Known Flow",298713.277438,680360.637342,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403710000085","Nodes","10000085",21.000000,37.708938,"Default Known Flow Node","Known Flow",298845.698057,680369.246793,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000812","Nodes","812",21.000000,37.819519,"Default Known Flow Node","Known Flow",298711.556824,680361.002782,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000814","Nodes","814",21.000000,37.774749,"DDS demands","Known Flow",298683.825277,680330.955385,,0.000000,,,,,,-3.899999,,,,,,-3.487449,-3.899999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000818","Nodes","818",21.000000,37.667377,"DDS demands","Known Flow",298855.301872,680344.603409,,0.000000,,,,,,-4.030000,,,,,,-3.603698,-4.030000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000804","Nodes","804",21.000000,37.679081,"DDS demands","Known Flow",298877.506483,680402.172353,,0.000000,,,,,,-4.090000,,,,,,-3.657351,-4.090000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000805","Nodes","805",21.000000,38.073105,"DDS demands","Known Flow",298893.131541,680369.624810,,0.000000,,,,,,-3.700000,,,,,,-3.308606,-3.700000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000802","Nodes","802",21.000000,37.960322,"DDS demands","Known Flow",298849.085919,680420.653479,,0.000000,,,,,,-5.229999,,,,,,-4.676759,-5.229999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000800","Nodes","800",21.000000,37.801745,"DDS demands","Known Flow",298773.530979,680434.385592,,0.000000,,,,,,-5.909999,,,,,,-5.284827,-5.909999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000801","Nodes","801",21.000000,38.088064,"DDS demands","Known Flow",298788.420870,680408.348661,,0.000000,,,,,,-3.819999,,,,,,-3.415912,-3.819999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000305","Nodes","305",21.000000,28.598379,"DDS demands","Known Flow",298776.906474,680211.581164,,0.000000,,,,,,-11.000000,,,,,,-9.836397,-11.000000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000304","Nodes","304",21.000000,28.624525,"DDS demands","Known Flow",298733.016586,680203.939381,,0.000000,,,,,,-1.230000,,,,,,-1.099888,-1.230000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000308","Nodes","308",21.000000,28.252345,"DDS demands","Known Flow",298830.204470,680175.599292,,0.000000,,,,,,-5.859999,,,,,,-5.240117,-5.859999,,"",,,,,,"D1 PROFILE",,,,,
"64403710000045","Nodes","10000045",21.000000,28.252345,"Default Known Flow Node","Known Flow",298827.400469,680182.435293,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000295","Nodes","295",21.000000,30.081315,"DDS demands","Known Flow",298586.345638,680203.519601,,0.000000,,,,,,-3.950000,,,,,,-3.532160,-3.950000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000233","Nodes","233",21.000000,30.101784,"DDS demands","Known Flow",298586.996885,680191.202437,,0.000000,,,,,,-11.360000,,,,,,-10.158315,-11.360000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000695","Nodes","695",21.000000,30.314750,"Default Known Flow Node","Known Flow",298556.903937,680188.814999,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000298","Nodes","298",21.000000,29.385003,"DDS demands","Known Flow",298620.774058,680087.035324,,0.000000,,,,,,-13.669999,,,,,,-12.223958,-13.669999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000556","Nodes","556",21.000000,29.193052,"DDS demands","Known Flow",298621.054904,680062.519977,,0.000000,,,,,,-6.329999,,,,,,-5.660399,-6.329999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000300","Nodes","300",21.000000,29.060265,"DDS demands","Known Flow",298689.767376,680095.192038,,0.000000,,,,,,-7.190000,,,,,,-6.429426,-7.190000,,"",,,,,,"D1 PROFILE",,,,,
"64403710000023","Nodes","10000023",21.000000,29.193052,"Default Known Flow Node","Known Flow",298621.044190,680047.999451,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000302","Nodes","302",21.000000,28.806370,"DDS demands","Known Flow",298735.052642,680100.339472,,0.000000,,,,,,-13.109999,,,,,,-11.723196,-13.109999,,"",,,,,,"D1 PROFILE",,,,,
"64403710000020","Nodes","10000020",21.000000,28.309504,"Default Known Flow Node","Known Flow",298874.612302,680027.261700,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000518","Nodes","518",21.000000,27.764920,"DDS demands","Known Flow",298745.968051,680004.549143,,0.000000,,,,,,-3.049999,,,,,,-2.727364,-3.049999,,"",,,,,,"D1 PROFILE",,,,,
"64403701463012","Nodes","1463012",21.000000,37.982715,"Default Known Flow Node","Known Flow",298698.006611,680431.318596,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000807","Nodes","807",21.000000,38.179519,"DDS demands","Known Flow",298699.826523,680420.688279,,0.000000,,,,,,-6.380000,,,,,,-5.705110,-6.380000,,"",,,,,,"D1 PROFILE",,,,,
"64403701462735","Nodes","1462735",21.000000,28.340182,"Default Known Flow Node","Known Flow",298824.278468,680191.661296,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000797","Nodes","797",21.000000,37.457533,"DDS demands","Known Flow",298861.021893,680482.571344,,0.000000,,,,,,-4.119999,,,,,,-3.684177,-4.119999,,"",,,,,,"D1 PROFILE",,,,,
"64403700001113","Nodes","1113",21.000000,28.456422,"DDS demands","Known Flow",298573.652400,680341.494337,,0.000000,,,,,,-15.359999,,,,,,-13.735186,-15.359999,,"",,,,,,"D1 PROFILE",,,,,
"64403701462578","Nodes","1462578",21.000000,28.121853,"Default Known Flow Node","Known Flow",298537.798390,680374.523346,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000960","Nodes","960",21.000000,36.115742,"DDS demands","Known Flow",298970.635508,679988.480241,,0.000000,,,,,,-3.819999,,,,,,-3.415912,-3.819999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000958","Nodes","958",21.000000,36.186341,"DDS demands","Known Flow",299029.170626,680003.380682,,0.000000,,,,,,-5.199999,,,,,,-4.649932,-5.199999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000842","Nodes","842",21.000000,29.806547,"DDS demands","Known Flow",299214.357185,680189.781257,,0.000000,,,,,,-20.049998,,,,,,-17.929067,-20.049998,,"",,,,,,"D1 PROFILE",,,,,
"64403700000957","Nodes","957",21.000000,34.353075,"DDS demands","Known Flow",298951.377762,680037.970976,,0.000000,,,,,,-11.750000,,,,,,-10.507060,-11.750000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000951","Nodes","951",21.000000,35.275991,"DDS demands","Known Flow",299057.629970,680071.091574,,0.000000,,,,,,-4.739999,,,,,,-4.238592,-4.739999,,"",,,,,,"D1 PROFILE",,,,,
"64403710000067","Nodes","10000067",21.000000,26.300304,"Default Known Flow Node","Known Flow",299009.438034,680324.806296,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403700000840","Nodes","840",21.000000,42.394567,"DDS demands","Known Flow",299284.409684,680093.232300,,0.000000,,,,,,-11.490000,,,,,,-10.274563,-11.490000,,"",,,,,,"D1 PROFILE",,,,,
"64403710000034","Nodes","10000034",21.000000,42.708466,"DDS demands","Known Flow",299290.954331,680102.428561,,0.000000,,,,,,-1.900000,,,,,,-1.699014,-1.900000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000828","Nodes","828",21.000000,47.002805,"DDS demands","Known Flow",299432.051634,680008.327246,,0.000000,,,,,,-5.179999,,,,,,-4.632048,-5.179999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000823","Nodes","823",21.000000,47.328732,"DDS demands","Known Flow",299474.865271,680073.838372,,0.000000,,,,,,-6.220000,,,,,,-5.562035,-6.220000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000833","Nodes","833",21.000000,43.053964,"DDS demands","Known Flow",299371.342737,680137.884599,,0.000000,,,,,,-11.979999,,,,,,-10.712730,-11.979999,,"",,,,,,"D1 PROFILE",,,,,
"64403710000035","Nodes","10000035",21.000000,44.675561,"Default Known Flow Node","Known Flow",299401.263241,680103.587101,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64403710000040","Nodes","10000040",21.000000,42.945339,"DDS demands","Known Flow",299371.016029,680140.157053,,0.000000,,,,,,-0.950000,,,,,,-0.849507,-0.950000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000835","Nodes","835",21.000000,39.107840,"DDS demands","Known Flow",299350.936212,680214.115280,,0.000000,,,,,,-14.979999,,,,,,-13.395383,-14.979999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000847","Nodes","847",21.000000,35.077958,"DDS demands","Known Flow",299305.460892,680292.097341,,0.000000,,,,,,-9.980000,,,,,,-8.924294,-9.980000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000849","Nodes","849",21.000000,34.263373,"DDS demands","Known Flow",299233.608209,680296.811390,,0.000000,,,,,,-8.760000,,,,,,-7.833349,-8.760000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000841","Nodes","841",21.000000,29.870299,"DDS demands","Known Flow",299246.016583,680177.063292,,0.000000,,,,,,-3.010000,,,,,,-2.691595,-3.010000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000850","Nodes","850",21.000000,33.382723,"DDS demands","Known Flow",299311.819811,680333.883618,,0.000000,,,,,,-0.079999,,,,,,-0.071537,-0.079999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000851","Nodes","851",21.000000,32.781868,"DDS demands","Known Flow",299304.051599,680360.051342,,0.000000,,,,,,-4.030000,,,,,,-3.603698,-4.030000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000853","Nodes","853",21.000000,31.939865,"DDS demands","Known Flow",299290.360595,680403.419353,,0.000000,,,,,,-2.240000,,,,,,-2.003048,-2.240000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000854","Nodes","854",21.000000,31.649623,"DDS demands","Known Flow",299284.484594,680423.090359,,0.000000,,,,,,-2.460000,,,,,,-2.199776,-2.460000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000855","Nodes","855",21.000000,31.643785,"DDS demands","Known Flow",299243.610583,680415.868357,,0.000000,,,,,,-1.420000,,,,,,-1.269789,-1.420000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000865","Nodes","865",21.000000,30.295309,"DDS demands","Known Flow",299204.035478,680445.869083,,0.000000,,,,,,-6.910000,,,,,,-6.179045,-6.910000,,"",,,,,,"D1 PROFILE",,,,,
"64403700000859","Nodes","859",21.000000,32.159358,"DDS demands","Known Flow",299196.168570,680353.877340,,0.000000,,,,,,-5.519999,,,,,,-4.936082,-5.519999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000858","Nodes","858",21.000000,32.136587,"DDS demands","Known Flow",299220.789576,680357.678341,,0.000000,,,,,,-3.619999,,,,,,-3.237068,-3.619999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000861","Nodes","861",21.000000,31.542461,"DDS demands","Known Flow",299191.015568,680381.085347,,0.000000,,,,,,-7.979999,,,,,,-7.135858,-7.979999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000860","Nodes","860",21.000000,31.539798,"DDS demands","Known Flow",299211.870574,680385.154349,,0.000000,,,,,,-1.339999,,,,,,-1.198251,-1.339999,,"",,,,,,"D1 PROFILE",,,,,
"64403700000862","Nodes","862",21.000000,31.241905,"DDS demands","Known Flow",299160.762560,680376.373346,,0.000000,,,,,,-1.519999,,,,,,-1.359211,-1.519999,,"",,,,,,"D1 PROFILE",,,,,
