"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(TT)"
"62404200000137","Nodes","137",21.000000,30.236296,"DDS demands","Known Flow",262037.000000,674300.750000,,0.000000,-6.000000,,-2.890000,,,-7.949597,-8.890000,,,"","C1 PROFILE",,"D1 PROFILE",,,
"62404200000054","Nodes","54, P09122345, PLOTS1-4 HAWTHORN STREET, -9.42SCMH",22.999998,23.244337,"CSEP Unmatched","Known Flow",262066.750000,674041.500000,,0.000000,,,-9.897999,-9.419999,,-17.274501,-19.317998,,,"",,,"D1 PROFILE","PL-AF PROFILE",,
"624042-551834","Nodes","-551834",21.000000,23.244337,"Default Known Flow Node","Known Flow",262051.250000,674044.875000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"62404200000052","Nodes","52",21.000000,23.817231,"DDS demands","Known Flow",262139.250000,674068.250000,,0.000000,,,-10.090000,,,-9.022658,-10.090000,,,"",,,"D1 PROFILE",,,
"624042-173546","Nodes","-173546",21.000000,27.796045,"Default Known Flow Node","Known Flow",262205.500000,674090.875000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"624042-173527","Nodes","-173527",21.000000,28.132183,"Default Known Flow Node","Known Flow",262277.125000,674007.500000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"62404200000035","Nodes","35",21.000000,33.624250,"DDS demands","Known Flow",262013.375000,674269.375000,,0.000000,-12.000000,,,,,-10.730614,-12.000000,,,"","C1 PROFILE",,,,,
"624042-173648","Nodes","-173648",21.000000,33.624250,"Default Known Flow Node","Known Flow",262003.625000,674268.750000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"62404200000123","Nodes","123",21.000000,23.181439,"DDS demands","Known Flow",262168.125000,674396.250000,,0.000000,,,-7.302000,,,-6.529579,-7.302000,,,"",,,"D1 PROFILE",,,
"624042-173548","Nodes","-173548",21.000000,27.796045,"Default Known Flow Node","Known Flow",262202.125000,674098.625000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"624042-551823","Nodes","-551823",21.000000,27.796045,"Default Known Flow Node","Known Flow",262181.625000,674093.000000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"624042-173547","Nodes","-173547",21.000000,27.796045,"Default Known Flow Node","Known Flow",262212.125000,674098.250000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"62404200000133","Nodes","133",21.000000,27.591313,"DDS demands","Known Flow",262188.875000,674080.375000,,0.000000,,,-13.558999,,,-12.124700,-13.558999,,,"",,,"D1 PROFILE",,,
"624042-551826","Nodes","-551826",21.000000,27.796045,"Default Known Flow Node","Known Flow",262243.375000,674081.000000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"62404200000132","Nodes","132",21.000000,27.887949,"DDS demands","Known Flow",262252.875000,673996.375000,,0.000000,,,-15.150999,,,-13.548294,-15.150999,,,"",,,"D1 PROFILE",,,
"624042-551832","Nodes","-551832",21.000000,28.175894,"Default Known Flow Node","Known Flow",262249.875000,674008.000000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"62404200000130","Nodes","130",21.000000,28.803321,"DDS demands","Known Flow",262285.750000,674072.250000,,0.000000,,,-2.515000,,,-2.248958,-2.515000,,,"",,,"D1 PROFILE",,,
"624042-551830","Nodes","-551830",21.000000,31.205055,"Default Known Flow Node","Known Flow",262350.000000,674015.250000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"624042-551828","Nodes","-551828",21.000000,30.856964,"Default Known Flow Node","Known Flow",262355.250000,674036.875000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"624042-551827","Nodes","-551827",21.000000,30.510533,"Default Known Flow Node","Known Flow",262365.375000,674052.500000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"624042-550184","Nodes","-550184",21.000000,21.058975,"Default Known Flow Node","Known Flow",261794.875000,674653.875000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"62404200000021","Nodes","21",21.000000,21.058975,"DDS demands","Known Flow",261787.125000,674652.250000,,0.000000,,,-14.147000,,,-12.650501,-14.147000,,,"",,,"D1 PROFILE",,,
"624042-550147","Nodes","-550147",21.000000,33.741540,"Default Known Flow Node","Known Flow",261600.750000,673790.750000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"624042-173811","Nodes","-173811",21.000000,23.177856,"Default Known Flow Node","Known Flow",261792.500000,674491.750000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"624042-173756","Nodes","-173756",21.000000,30.236296,"Default Known Flow Node","Known Flow",262009.750000,674342.875000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"624042-133909","Nodes","-133909",21.000000,30.236296,"Default Known Flow Node","Known Flow",262035.125000,674304.125000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"624042-164778","Nodes","-164778",21.000000,36.578351,"Default Known Flow Node","Known Flow",261595.000000,674412.125000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"624042-173828","Nodes","-173828",21.000000,21.937956,"Default Known Flow Node","Known Flow",261795.500000,674571.750000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"62404200000022","Nodes","22",21.000000,21.936741,"DDS demands","Known Flow",261796.875000,674571.750000,,0.000000,,-3.549999,,,,-3.174473,-3.549999,,,"",,"C4 PROFILE",,,,
"624042-550179","Nodes","-550179",21.000000,68.222451,"Default Known Flow Node","Known Flow",261918.500000,674076.000000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"624042-164780","Nodes","-164780",21.000000,36.750773,"Default Known Flow Node","Known Flow",261641.375000,674429.500000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"624042-550185","Nodes","-550185",21.000000,21.058975,"Default Known Flow Node","Known Flow",261785.625000,674657.875000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"624042-551808","Nodes","-551808",21.000000,32.276502,"Default Known Flow Node","Known Flow",262323.375000,673955.875000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"64404200000001","Nodes",,21.000000,21.746518,"Point Loads","Known Flow",261793.926327,674583.797310,,0.000000,,,,-5.409999,,-4.837718,-5.409999,,,"",,,,"PL-AF PROFILE",,
