"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"64305800000188","Nodes","188,",21.000000,26.752074,"DDS demands","Known Flow",346216.876575,679823.909677,,0.000000,,,,,,-16.679999,,-14.915554,-16.679999,,"",,,,,,"D1 PROFILE",
"64305800000159","Nodes","159,",21.000000,30.224388,"DDS demands","Known Flow",346679.261490,680037.201254,,0.000000,,,,,,-7.949999,,-7.109032,-7.949999,,"",,,,,,"D1 PROFILE",
"64305800000190","Nodes","190,",21.000000,29.680097,"Default Known Flow Node","Known Flow",346669.560661,680081.143185,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000247","Nodes","247,",21.000000,24.723105,"Default Known Flow Node","Known Flow",346481.956433,680050.955709,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000182","Nodes","Logger 9532, Forthview, Gullane Road",21.000000,24.525394,"Val Log Post","Known Flow",346532.628498,680071.359575,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000153","Nodes","153,",21.000000,27.054482,"DDS demands","Known Flow",346167.097351,679802.640190,,0.000000,,,,,,-3.280000,,-2.933034,-3.280000,,"",,,,,,"D1 PROFILE",
"64305800000249","Nodes","249,",21.000000,27.054482,"Default Known Flow Node","Known Flow",346168.898351,679803.501190,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000038","Nodes","38,",21.000000,29.133506,"DDS demands","Known Flow",346430.477423,679691.936160,,0.000000,,,,,,-21.500000,,-19.225685,-21.500000,,"",,,,,,"D1 PROFILE",
"64305800000226","Nodes","226,",21.000000,29.719380,"Default Known Flow Node","Known Flow",346449.867428,679706.050164,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000231","Nodes","231,",21.000000,29.715509,"Default Known Flow Node","Known Flow",346440.406716,679815.295057,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000039","Nodes","39,",21.000000,29.711823,"DDS demands","Known Flow",346436.304424,679852.411204,,0.000000,,,,,,-7.380000,,-6.599328,-7.380000,,"",,,,,,"D1 PROFILE",
"64305800000230","Nodes","230,",21.000000,29.710415,"Default Known Flow Node","Known Flow",346446.228814,679751.398980,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000026","Nodes","26,",21.000000,26.564123,"DDS demands","Known Flow",346311.791120,679884.151680,,0.000000,,,,,,-19.130000,,-17.106388,-19.130000,,"",,,,,,"D1 PROFILE",
"64305800000027","Nodes","Logger 9552, 11 Elcho Terrace",21.000000,26.857261,"Val Log Post","Known Flow",346102.717333,679595.258134,,0.000000,,,,,,-3.390000,,-3.031398,-3.390000,,"",,,,,,"D1 PROFILE",
"64305800000029","Nodes","29,",21.000000,27.261719,"DDS demands","Known Flow",346324.712394,679674.535155,,0.000000,,,,,,-4.380000,,-3.916674,-4.380000,,"",,,,,,"D1 PROFILE",
"64305800000150","Nodes","150,",21.000000,27.227258,"DDS demands","Known Flow",346375.404408,679679.891157,,0.000000,,,,,,-3.459999,,-3.093993,-3.459999,,"",,,,,,"D1 PROFILE",
"64305800000152","Nodes","152,",21.000000,27.083810,"DDS demands","Known Flow",346171.887352,679802.300190,,0.000000,,,,,,-11.810000,,-10.560714,-11.810000,,"",,,,,,"D1 PROFILE",
"64305800000036","Nodes","Logger 9186, 13 Rig Street",21.000000,27.339234,"Val Log Post","Known Flow",346362.189404,679834.549199,,0.000000,,,,,,-8.069999,,-7.216338,-8.069999,,"",,,,,,"D1 PROFILE",
"64305800000037","Nodes","Logger 9337, 2 Rig Street",21.000000,27.282302,"Val Log Post","Known Flow",346372.077407,679722.006168,,0.000000,,,,,,-7.309999,,-6.536732,-7.309999,,"",,,,,,"D1 PROFILE",
"64305800000228","Nodes","228,",21.000000,27.227258,"Default Known Flow Node","Known Flow",346407.175416,679682.478157,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000035","Nodes","35,",21.000000,29.674376,"DDS demands","Known Flow",346413.585418,679812.890193,,0.000000,,,,,,-4.889999,,-4.372725,-4.889999,,"",,,,,,"D1 PROFILE",
"64305800000227","Nodes","227,",21.000000,29.725411,"Default Known Flow Node","Known Flow",346449.269697,679714.036069,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000166","Nodes","166,",21.000000,26.822699,"DDS demands","Known Flow",346487.962286,679946.441469,,0.000000,,,-17.580000,,,-22.030001,,-35.419972,-39.610000,,"",,,"C3  PROFILE",,,"D1 PROFILE",
"64305800000165","Nodes","165,",21.000000,31.915883,"DDS demands","Known Flow",346653.519176,679910.358321,,0.000000,,,,,,-19.960000,,-17.848589,-19.960000,,"",,,,,,"D1 PROFILE",
"64305800000243","Nodes","243,",21.000000,31.907876,"Default Known Flow Node","Known Flow",346640.906373,679905.744481,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000236","Nodes","236,",21.000000,27.591350,"Default Known Flow Node","Known Flow",346582.265464,679774.143182,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000173","Nodes","173,",21.000000,27.547967,"DDS demands","Known Flow",346597.263468,679779.457184,,0.000000,,,,,,-14.999999,,-13.413268,-14.999999,,"",,,,,,"D1 PROFILE",
"64305800000244","Nodes","244,",21.000000,31.966117,"Default Known Flow Node","Known Flow",346645.851112,679903.132563,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000242","Nodes","242,",21.000000,31.988514,"Default Known Flow Node","Known Flow",346649.134035,679903.616947,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000169","Nodes","169,",21.000000,31.042633,"Default Known Flow Node","Known Flow",346556.671457,679848.313202,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000170","Nodes","170,",21.000000,31.050152,"DDS demands","Known Flow",346610.870472,679813.329193,,0.000000,,,,,,-2.559999,,-2.289197,-2.559999,,"",,,,,,"D1 PROFILE",
"64305800000233","Nodes","Logger 9097, 30 Rig Street",21.000000,30.342393,"Val Log Post","Known Flow",346510.007444,679834.722199,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000171","Nodes","171,",21.000000,28.699358,"DDS demands","Known Flow",346513.937445,679710.447165,,0.000000,,,,,,-13.879999,,-12.411744,-13.879999,,"",,,,,,"D1 PROFILE",
"64305800000225","Nodes","225,",21.000000,28.128870,"Default Known Flow Node","Known Flow",346523.629944,679687.285487,,0.000000,,,,,,0.000000,,0.000000,0.000000,,"",,,,,,"D1 PROFILE",
"64305800000178","Nodes","178,",21.000000,28.193124,"DDS demands","Known Flow",346544.718454,679695.647161,,0.000000,,,,,,-9.159999,,-8.191036,-9.159999,,"",,,,,,"D1 PROFILE",
"64305800000172","Nodes","172,",21.000000,27.790332,"DDS demands","Known Flow",346600.426469,679695.157161,,0.000000,,,,,,-11.499999,,-10.283505,-11.499999,,"",,,,,,"D1 PROFILE",
"64305800000174","Nodes","174,",21.000000,27.567060,"DDS demands","Known Flow",346599.125469,679665.860153,,0.000000,,,,,,-4.869999,,-4.354840,-4.869999,,"",,,,,,"D1 PROFILE",
"64305800000041","Nodes","41,",21.000000,30.632824,"DDS demands","Known Flow",346639.260181,679971.265845,,0.000000,,,,,,-4.460000,,-3.988211,-4.460000,,"",,,,,,"D1 PROFILE",
"64305800000042","Nodes","42,",21.000000,30.455795,"Default Known Flow Node","Known Flow",346680.332177,679999.963817,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000241","Nodes","241,",21.000000,31.924705,"Default Known Flow Node","Known Flow",346649.634072,679909.016059,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000164","Nodes","164,",21.000000,31.922791,"Default Known Flow Node","Known Flow",346643.171069,679907.591828,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000234","Nodes","234,",21.000000,29.634762,"Default Known Flow Node","Known Flow",346513.941992,679780.936954,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000235","Nodes","235,",21.000000,29.634762,"Default Known Flow Node","Known Flow",346539.016452,679783.747185,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000223","Nodes","223,",21.000000,28.079993,"Default Known Flow Node","Known Flow",346565.200459,679696.618161,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000224","Nodes","224,",21.000000,27.850628,"Default Known Flow Node","Known Flow",346598.192468,679696.718161,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000001","Nodes","Aberlady DG, GCU, Clocked, Site ID 6139",21.000000,32.000001,"Default Known Pressure Node","Known Pressure",346648.038482,679901.969217,,2124.000044,,,,,,,,551.402441,616.631034,,"",,,,,,,
"64305800000180","Nodes","180,",21.000000,28.023198,"DDS demands","Known Flow",346524.889448,679645.668147,,0.000000,,,,,,-10.810000,,-9.666496,-10.810000,,"",,,,,,"D1 PROFILE",
"64305800000179","Nodes","179,",21.000000,27.585138,"DDS demands","Known Flow",346470.683434,679635.487145,,0.000000,,,,,,-9.200000,,-8.226804,-9.200000,,"",,,,,,"D1 PROFILE",
"64305800000222","Nodes","222,",21.000000,28.023198,"Default Known Flow Node","Known Flow",346555.959457,679636.027145,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000176","Nodes","176,",21.000000,24.597022,"DDS demands","Known Flow",346477.479435,680057.153259,,0.000000,,,,,,-19.509999,,-17.446189,-19.509999,,"",,,,,,"D1 PROFILE",
"64305800000245","Nodes","245,",21.000000,30.444825,"Default Known Flow Node","Known Flow",346681.031124,680003.127744,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000250","Nodes","250,",21.000000,27.201764,"Default Known Flow Node","Known Flow",346172.323352,679795.982188,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000232","Nodes","232,",21.000000,29.717915,"DDS demands","Known Flow",346444.529426,679854.806204,,0.000000,,,,,,-1.700000,,-1.520170,-1.700000,,"",,,,,,"D1 PROFILE",
"64305800000032","Nodes","32,",21.000000,27.217321,"Default Known Flow Node","Known Flow",346164.772350,679799.042189,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000189","Nodes","P00078573, The Pleasance, 121.10",25.000000,25.164029,"CSEP DDS Matched","Known Flow",345920.165284,679645.422147,,0.000000,,,,,-59.999999,,-39.101000,-88.617886,-99.100999,,"",,,,,"CC PROFILE",,"DC PROFILE"
"64305800000212","Nodes","212,",21.000000,25.944546,"DDS demands","Known Flow",346389.013411,679502.878108,,0.000000,,,,,,-4.239999,,-3.791483,-4.239999,,"",,,,,,"D1 PROFILE",
"64305800000213","Nodes","213,",21.000000,25.944546,"Default Known Flow Node","Known Flow",346408.831417,679508.147110,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000201","Nodes","201,",21.000000,26.540286,"DDS demands","Known Flow",346209.416681,679582.271935,,0.000000,,,,,,-7.519999,,-6.724518,-7.519999,,"",,,,,,"D1 PROFILE",
"64305800000211","Nodes","211,",21.000000,25.944546,"Default Known Flow Node","Known Flow",346384.948410,679490.930105,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000219","Nodes","219,",21.000000,26.060807,"Default Known Flow Node","Known Flow",346365.684405,679556.170123,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000181","Nodes","Logger 9015, 11 Luffness Court",21.000000,26.246674,"Val Log Post","Known Flow",346628.498240,679659.622962,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000175","Nodes","175,",21.000000,26.188028,"DDS demands","Known Flow",346661.991486,679663.145152,,0.000000,,,,,,-5.209999,,-4.658875,-5.209999,,"",,,,,,"D1 PROFILE",
"64305800000006","Nodes","6,",21.000000,26.080570,"Default Known Flow Node","Known Flow",346288.101384,679561.674124,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000007","Nodes","7,",21.000000,25.991511,"DDS demands","Known Flow",346302.123388,679611.774138,,0.000000,,,,,,-8.619999,,-7.708158,-8.619999,,"",,,,,,"D1 PROFILE",
"64305800000239","Nodes","239,",21.000000,26.597660,"DDS demands","Known Flow",346401.996415,679934.926226,,0.000000,,,,,,-2.039999,,-1.824204,-2.039999,,"",,,,,,"D1 PROFILE",
"64305800000240","Nodes","240,",21.000000,26.687424,"Default Known Flow Node","Known Flow",346404.967787,679925.145403,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000207","Nodes","207,",21.000000,26.060546,"Default Known Flow Node","Known Flow",346374.198407,679559.192124,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000208","Nodes","208,",21.000000,26.060546,"Default Known Flow Node","Known Flow",346377.665408,679548.492121,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000206","Nodes","206,",21.000000,25.702232,"DDS demands","Known Flow",346350.836401,679601.389135,,0.000000,,,,,,-6.769999,,-6.053854,-6.769999,,"",,,,,,"D1 PROFILE",
"64305800000218","Nodes","218,",21.000000,26.012476,"DDS demands","Known Flow",346413.214418,679635.584145,,0.000000,,,,,,-3.450000,,-3.085051,-3.450000,,"",,,,,,"D1 PROFILE",
"64305800000216","Nodes","216,",21.000000,26.069885,"Default Known Flow Node","Known Flow",346471.512680,679562.440450,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000217","Nodes","217,",21.000000,26.070094,"Default Known Flow Node","Known Flow",346463.942432,679546.252120,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000209","Nodes","209,",21.000000,25.840255,"DDS demands","Known Flow",346286.412143,679459.751430,,0.000000,,,,,,-6.829999,,-6.107508,-6.829999,,"",,,,,,"D1 PROFILE",
"64305800000003","Nodes","3,",21.000000,26.060560,"Default Known Flow Node","Known Flow",346455.579429,679579.510129,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000220","Nodes","220,",21.000000,26.061148,"Default Known Flow Node","Known Flow",346362.667404,679555.498123,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000204","Nodes","204,",21.000000,26.127563,"Default Known Flow Node","Known Flow",346259.780517,679544.229584,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000205","Nodes","205,",21.000000,26.065050,"DDS demands","Known Flow",346327.420395,679553.174122,,0.000000,,,,,,-8.489999,,-7.591909,-8.489999,,"",,,,,,"D1 PROFILE",
"64305800000008","Nodes","8,",21.000000,26.001524,"DDS demands","Known Flow",346334.506396,679511.268111,,0.000000,,,,,,-2.580000,,-2.307082,-2.580000,,"",,,,,,"D1 PROFILE",
"64305800000002","Nodes","2,",21.000000,26.083317,"DDS demands","Known Flow",346285.916383,679552.991122,,0.000000,,,,,,-6.890000,,-6.161161,-6.890000,,"",,,,,,"D1 PROFILE",
"64305800000202","Nodes","202,",21.000000,26.186468,"Default Known Flow Node","Known Flow",346234.778157,679536.545444,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001080","Nodes","1080,",21.000000,26.601085,"DDS demands","Known Flow",346376.542564,679915.502528,,0.000000,,,,-1.909999,,-4.489999,,-5.722994,-6.399999,,"",,,,"C4 PROFILE",,"D1 PROFILE",
"64305800001010","Nodes","Logger 9390, 41 The Pleasance",21.000000,26.983076,"Val Log Post","Known Flow",345894.372277,679617.539140,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001011","Nodes","1011,",21.000000,27.169056,"Default Known Flow Node","Known Flow",346159.418349,679720.913168,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001021","Nodes","1021,",21.000000,25.840255,"Default Known Flow Node","Known Flow",346286.701383,679459.059097,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001036","Nodes","1036,",21.000000,26.203040,"Default Known Flow Node","Known Flow",346230.126002,679541.473830,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001028","Nodes","1028,",21.000000,26.131426,"DDS demands","Known Flow",346257.505376,679543.442119,,0.000000,,,,,,-2.949999,,-2.637942,-2.949999,,"",,,,,,"D1 PROFILE",
"64305800001030","Nodes","1030,",21.000000,26.896193,"Default Known Flow Node","Known Flow",345695.560223,679479.256102,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001041","Nodes","1041,",21.000000,26.687917,"Default Known Flow Node","Known Flow",346405.460993,679923.521924,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001006","Nodes","1006,",21.000000,26.939553,"Default Known Flow Node","Known Flow",346488.476438,679944.651229,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001048","Nodes","1048,",21.000000,31.927754,"Default Known Flow Node","Known Flow",346644.382481,679907.920219,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001049","Nodes","1049,",21.000000,31.946644,"Default Known Flow Node","Known Flow",346645.230481,679905.182218,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001050","Nodes","1050,",21.000000,30.441745,"Default Known Flow Node","Known Flow",346681.057491,680004.046245,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001056","Nodes","1056,",21.000000,29.711141,"Default Known Flow Node","Known Flow",346446.150427,679752.360176,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001057","Nodes","1057,",21.000000,29.711141,"Default Known Flow Node","Known Flow",346422.572420,679750.478176,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001098","Nodes","1098,",21.000000,29.716405,"Default Known Flow Node","Known Flow",346440.276027,679816.477481,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001067","Nodes","1067,",21.000000,31.913828,"Default Known Flow Node","Known Flow",346654.413484,679910.715219,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001069","Nodes","1069,",21.000000,26.813582,"Default Known Flow Node","Known Flow",346446.950046,679933.936278,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001071","Nodes","1071,",21.000000,31.988514,"Default Known Flow Node","Known Flow",346647.788482,679903.207217,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001074","Nodes","1074,",21.000000,26.070094,"Default Known Flow Node","Known Flow",346471.862434,679562.047125,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001066","Nodes","1066,",21.000000,26.139070,"DDS demands","Known Flow",346627.519476,679619.495140,,0.000000,,,,,,-2.300000,,-2.056701,-2.300000,,"",,,,,,"D1 PROFILE",
"64305800001081","Nodes","1081,",21.000000,26.666878,"DDS demands","Known Flow",346248.543733,679846.564380,,0.000000,,,-5.090000,,,,,-4.551569,-5.090000,,"",,,"C3  PROFILE",,,,
"64305800001082","Nodes","1082,",21.000000,30.638685,"Default Known Flow Node","Known Flow",346639.440479,679970.027236,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001086","Nodes","1086,",21.000000,26.144846,"DDS demands","Known Flow",346637.329479,679619.794140,,0.000000,,,,,,-3.619999,,-3.237068,-3.619999,,"",,,,,,"D1 PROFILE",
"64305800001087","Nodes","1087,",21.000000,26.154754,"Default Known Flow Node","Known Flow",346634.541478,679630.906143,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001112","Nodes","1112,",21.000000,29.680097,"Default Known Flow Node","Known Flow",346671.541299,680081.829977,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001079","Nodes","1079,",21.000000,31.907876,"Default Known Flow Node","Known Flow",346643.239481,679906.421218,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001111","Nodes","1111,",21.000000,24.509981,"Default Known Flow Node","Known Flow",346458.550430,680083.414266,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001096","Nodes","1096,",21.000000,26.145621,"Default Known Flow Node","Known Flow",346727.190503,679624.322141,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001047","Nodes","1047,",21.000000,29.726100,"Default Known Flow Node","Known Flow",346449.201428,679714.948166,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001092","Nodes","1092,",21.000000,31.924070,"Default Known Flow Node","Known Flow",346650.727483,679909.244219,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001097","Nodes","1097,",21.000000,31.988514,"Default Known Flow Node","Known Flow",346650.882483,679902.595217,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001113","Nodes","1113,",21.000000,29.680097,"Default Known Flow Node","Known Flow",346652.978483,680075.393264,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001127","Nodes","1127,",21.000000,29.041005,"Default Known Flow Node","Known Flow",346362.071208,679835.406518,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800001129","Nodes","Logger 9109, 4 Back Lane",21.000000,31.583222,"Val Log Post","Known Flow",346650.900589,679926.115568,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000160","Nodes","160,",21.000000,29.555932,"DDS demands","Known Flow",346668.329487,680097.011270,,0.000000,,,,,,-12.819999,,-11.463872,-12.819999,,"",,,,,,"D1 PROFILE",
"64305800000168","Nodes","168,",21.000000,31.360210,"DDS demands","Known Flow",346546.349454,679867.613208,,0.000000,,,,,,-12.050000,,-10.775325,-12.050000,,"",,,,,,"D1 PROFILE",
"64305800000030","Nodes","30,",21.000000,27.580843,"DDS demands","Known Flow",346165.720351,679773.148182,,0.000000,,,,,,-2.099999,,-1.877857,-2.099999,,"",,,,,,"D1 PROFILE",
"64305800000177","Nodes","177,",21.000000,24.229655,"DDS demands","Known Flow",346625.893476,680119.304276,,0.000000,,,,,,-6.829999,,-6.107508,-6.829999,,"",,,,,,"D1 PROFILE",
"64305800000028","Nodes","28,",21.000000,26.209494,"DDS demands","Known Flow",346223.719877,679540.918844,,0.000000,,,,,,-18.579999,,-16.614568,-18.579999,,"",,,,,,"D1 PROFILE",
"64305800000163","Nodes","163,",21.000000,31.876367,"DDS demands","Known Flow",346635.734867,679904.244443,,0.000000,,,,,,-5.830000,,-5.213290,-5.830000,,"",,,,,,"D1 PROFILE",
"64305800000050","Nodes","50,",21.000000,26.936173,"DDS demands","Known Flow",346181.895355,679654.023150,,0.000000,,,,,,-3.380000,,-3.022456,-3.380000,,"",,,,,,"D1 PROFILE",
"64305800000210","Nodes","210,",21.000000,25.840255,"Default Known Flow Node","Known Flow",346339.358398,679459.347097,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000154","Nodes","154,",21.000000,28.048201,"DDS demands","Known Flow",346533.287451,679954.974231,,0.000000,-1.770000,,,,,-11.989999,,-12.304438,-13.759999,,"","C1 PROFILE",,,,,"D1 PROFILE",
"64305800000158","Nodes","158,",21.000000,31.954059,"DDS demands","Known Flow",346676.267489,679856.110205,,0.000000,,,,,,-2.509999,,-2.244486,-2.509999,,"",,,,,,"D1 PROFILE",
"64305800000161","Nodes","161,",21.000000,29.237763,"DDS demands","Known Flow",346553.118456,679952.513231,,0.000000,,,,,,-2.980000,,-2.664769,-2.980000,,"",,,,,,"D1 PROFILE",
"64305800000167","Nodes","167,",21.000000,26.706950,"DDS demands","Known Flow",346476.215435,680006.588246,,0.000000,,,,,,-2.470000,,-2.208718,-2.470000,,"",,,,,,"D1 PROFILE",
