"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"64404400000053","Nodes","53",21.000000,74.367718,"Default Known Flow Node","Known Flow",281811.520000,652355.080000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000054","Nodes","54",21.000000,74.367233,"Default Known Flow Node","Known Flow",281802.145000,652368.830000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000055","Nodes","55",21.000000,74.366419,"DDS demands","Known Flow",281797.753799,652378.631066,,0.000000,-13.780000,-5.570000,,,,,,-17.303117,-19.349999,,"","C1 PROFILE","C4 PROFILE",,,,,
"64404400000057","Nodes","57",21.000000,74.367233,"Default Known Flow Node","Known Flow",281821.471606,652398.519435,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000056","Nodes","56",21.000000,74.283833,"Default Known Flow Node","Known Flow",281771.153621,652431.831423,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000084","Nodes","84",21.000000,69.942481,"Default Known Flow Node","Known Flow",281829.690173,652431.094472,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000082","Nodes","82",21.000000,69.936555,"Default Known Flow Node","Known Flow",281835.445301,652429.769414,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000217","Nodes","217",21.000000,69.927744,"Default Known Flow Node","Known Flow",281827.166900,652419.943110,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000083","Nodes","83",21.000000,69.978169,"DDS demands","Known Flow",281841.416553,652419.606421,,0.000000,,,-5.919999,,,,,-5.293770,-5.919999,,"",,,"D1 PROFILE",,,,
"64404400000068","Nodes","BRAEFOOT CRES RRI",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",281877.153244,652036.371574,,999998.967025,,,,,,,,73.245382,81.909999,,"",,,,,,,
"64404400000214","Nodes","214",21.000000,72.341811,"Default Known Flow Node","Known Flow",281585.098638,652194.553197,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000216","Nodes","216",21.000000,73.709221,"Default Known Flow Node","Known Flow",281681.263817,652248.795010,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000213","Nodes","213",21.000000,72.259019,"Default Known Flow Node","Known Flow",281548.300854,652220.404909,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000228","Nodes","228",21.000000,74.175233,"Default Known Flow Node","Known Flow",281721.020000,652267.080000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000215","Nodes","215",21.000000,73.709221,"Default Known Flow Node","Known Flow",281677.038547,652261.786138,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000060","Nodes","STATION ROAD DG, Site ID 5531",21.000000,69.999999,"Default Known Pressure Node","Known Pressure",281821.457496,652405.404163,,999998.967025,,,,,,,,264.903076,296.239999,,"",,,,,,,
"64404400000218","Nodes","218",21.000000,69.927744,"Default Known Flow Node","Known Flow",281829.161265,652420.826052,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000227","Nodes","227",21.000000,74.133923,"Default Known Flow Node","Known Flow",281693.813499,652302.966752,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000165","Nodes","165",21.000000,74.376735,"Default Known Flow Node","Known Flow",281758.020000,652350.205000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000021","Nodes","21",21.000000,21.385123,"Default Known Flow Node","Known Flow",282123.393289,652009.603890,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000224","Nodes","224",21.000000,21.385123,"Default Known Flow Node","Known Flow",282123.058957,652011.498434,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000046","Nodes","46",21.000000,21.385123,"Default Known Flow Node","Known Flow",282155.823413,652008.489453,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000063","Nodes","63",21.000000,66.093401,"DDS demands","Known Flow",281804.973896,652526.254871,,0.000000,,,-32.410000,,,,,-28.981602,-32.410000,,"",,,"D1 PROFILE",,,,
"64404400000098","Nodes","98",21.000000,47.618969,"Default Known Flow Node","Known Flow",281934.912416,652822.445820,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000097","Nodes","97",21.000000,47.618969,"Default Known Flow Node","Known Flow",281953.157749,652838.906284,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000209","Nodes","209",21.000000,49.708209,"Default Known Flow Node","Known Flow",281956.395000,652800.455000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000091","Nodes","91",21.000000,49.708209,"DDS demands","Known Flow",281969.770000,652813.455000,,0.000000,,,-15.460000,,,,,-13.824608,-15.460000,,"",,,"D1 PROFILE",,,,
"64404400000064","Nodes","64",21.000000,61.863271,"DDS demands","Known Flow",281923.020000,652566.330000,,0.000000,,,-13.420000,,,,,-12.000404,-13.420000,,"",,,"D1 PROFILE",,,,
"64404400000065","Nodes","65",21.000000,64.878403,"DDS demands","Known Flow",281864.395000,652626.580000,,0.000000,,,-11.609999,,,,,-10.381868,-11.609999,,"",,,"D1 PROFILE",,,,
"64404400000078","Nodes","78",21.000000,64.908974,"DDS demands","Known Flow",281880.609495,652640.620705,,0.000000,,,-0.950000,,,,,-0.849507,-0.950000,,"",,,"D1 PROFILE",,,,
"64404400000079","Nodes","79",21.000000,64.903710,"DDS demands","Known Flow",281895.792353,652623.657787,,0.000000,,,-1.840000,,,,,-1.645360,-1.840000,,"",,,"D1 PROFILE",,,,
"64404400000080","Nodes","80",21.000000,64.866999,"Default Known Flow Node","Known Flow",281865.007799,652658.735425,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000074","Nodes","74",21.000000,61.377122,"DDS demands","Known Flow",281935.430666,652577.265720,,0.000000,,,-5.429999,,,,,-4.855602,-5.429999,,"",,,"D1 PROFILE",,,,
"64404400000076","Nodes","76",21.000000,60.497443,"DDS demands","Known Flow",281913.651117,652602.395969,,0.000000,,,-6.650000,,,,,-5.946549,-6.650000,,"",,,"D1 PROFILE",,,,
"64404400000075","Nodes","75",21.000000,61.026528,"DDS demands","Known Flow",281968.193063,652537.988073,,0.000000,,,-1.779999,,,,,-1.591707,-1.779999,,"",,,"D1 PROFILE",,,,
"64404400000077","Nodes","77",21.000000,58.899961,"DDS demands","Known Flow",281954.270000,652653.330000,,0.000000,,,-17.679999,,,,,-15.809772,-17.679999,,"",,,"D1 PROFILE",,,,
"64404400000081","Nodes","P07111584, GALBRAITH CRESCENT, 20.7",22.999998,44.548073,"CSEP DDS Matched","Known Flow",282064.331038,652668.414969,,0.000000,,,,-20.700001,,,,-18.510311,-20.700001,,"",,,,"DC PROFILE",,,
"64404400000089","Nodes","89",21.000000,52.064807,"Default Known Flow Node","Known Flow",281982.591050,652729.117418,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000208","Nodes","208",21.000000,52.064807,"Default Known Flow Node","Known Flow",281943.448691,652703.343853,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000094","Nodes","94",21.000000,45.885245,"DDS demands","Known Flow",282038.685811,652701.225511,,0.000000,,,-11.439999,,,,,-10.229852,-11.439999,,"",,,"D1 PROFILE",,,,
"64404400000090","Nodes","90",21.000000,50.262121,"DDS demands","Known Flow",282018.278985,652763.672531,,0.000000,,,-23.510000,,,,,-21.023064,-23.510000,,"",,,"D1 PROFILE",,,,
"64404400000096","Nodes","96",21.000000,47.624964,"DDS demands","Known Flow",282025.544126,652867.398090,,0.000000,,,-4.670000,,,,,-4.175997,-4.670000,,"",,,"D1 PROFILE",,,,
"64404400000093","Nodes","93",21.000000,47.575736,"DDS demands","Known Flow",282006.174985,652888.750419,,0.000000,,,-5.160000,,,,,-4.614164,-5.160000,,"",,,"D1 PROFILE",,,,
"64404400000087","Nodes","BRACKENHILL ROAD RRI",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",282093.154676,652570.328019,,999998.967025,,,,,,,,279.908050,313.020010,,"",,,,,,,
"64404400000210","Nodes","210",21.000000,47.575736,"Default Known Flow Node","Known Flow",282002.473034,652892.452370,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000092","Nodes","92",21.000000,46.850532,"DDS demands","Known Flow",282073.145000,652813.705000,,0.000000,,,-4.079999,,,,,-3.648408,-4.079999,,"",,,"D1 PROFILE",,,,
"64404400000099","Nodes","99",21.000000,44.444713,"DDS demands","Known Flow",282094.020000,652791.080000,,0.000000,,,-4.770000,,,,,-4.265419,-4.770000,,"",,,"D1 PROFILE",,,,
"64404400000100","Nodes","100",21.000000,38.745316,"DDS demands","Known Flow",282132.302539,652792.886048,,0.000000,,,-26.059998,,,,,-23.303317,-26.059998,,"",,,"D1 PROFILE",,,,
"64404400000095","Nodes","95",21.000000,44.397013,"DDS demands","Known Flow",282024.298739,652640.587975,,0.000000,,,-7.340000,,,,,-6.563559,-7.340000,,"",,,"D1 PROFILE",,,,
"64404400000101","Nodes","101",21.000000,50.364881,"Default Known Flow Node","Known Flow",282174.305004,652536.501225,,0.000000,,,-3.299999,,,,,-2.950918,-3.299999,,"",,,"D1 PROFILE",,,,
"64404400000103","Nodes","102379/01, BUCHANAN DRIVE, 10.00",22.999998,26.363185,"CSEP DDS Matched","Known Flow",282322.553969,652689.648395,,0.000000,,,-16.240000,-9.999999,,,,-23.464278,-26.240000,,"",,,"D1 PROFILE","DC PROFILE",,,
"64404400000104","Nodes","104",21.000000,26.007033,"DDS demands","Known Flow",282290.288945,652745.594167,,0.000000,,,-10.189999,,,,,-9.112080,-10.189999,,"",,,"D1 PROFILE",,,,
"64404400000212","Nodes","212",21.000000,53.718060,"Default Known Flow Node","Known Flow",282167.562007,652529.656061,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000211","Nodes","211",21.000000,65.900168,"Default Known Flow Node","Known Flow",282122.919610,652549.289350,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000088","Nodes","P11127046, Station Road, 7.66",22.999998,71.338823,"CSEP DDS Matched","Known Flow",282105.501796,652563.520671,,0.000000,,,,-7.659999,,,,-6.849708,-7.659999,,"",,,,"DC PROFILE",,,
"64404400000067","Nodes","67",21.000000,73.370122,"Default Known Flow Node","Known Flow",282697.911460,652910.029472,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000226","Nodes","226",21.000000,73.601270,"Default Known Flow Node","Known Flow",282690.362566,652931.409793,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000001","Nodes","ROSEBANK DG, Site ID 5530",21.000000,22.000000,"Default Known Pressure Node","Known Pressure",282053.047892,651815.734832,,999998.967025,,,,,,,,94.411517,105.580002,,"",,,,,,,
"64404400000231","Nodes","231",21.000000,74.021781,"Default Known Flow Node","Known Flow",281934.780961,652002.011367,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000204","Nodes","204",21.000000,45.629908,"Default Known Flow Node","Known Flow",281905.251847,652370.317993,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000205","Nodes","205",21.000000,45.629908,"Default Known Flow Node","Known Flow",281927.987029,652384.260563,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000005","Nodes","5",21.000000,45.216639,"DDS demands","Known Flow",281991.488075,652360.154040,,0.000000,,,-10.490000,,,,,-9.380345,-10.490000,,"",,,"D1 PROFILE",,,,
"64404400000206","Nodes","206",21.000000,45.564064,"Default Known Flow Node","Known Flow",281940.358364,652375.746182,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000004","Nodes","4",21.000000,45.629908,"DDS demands","Known Flow",281942.306425,652385.265433,,0.000000,,,-16.110000,,,,,-14.405850,-16.110000,,"",,,"D1 PROFILE",,,,
"64404400000207","Nodes","207",21.000000,48.018664,"Default Known Flow Node","Known Flow",282014.486198,652428.650928,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000002","Nodes","STRATH PEFFER RRI",21.000000,49.999970,"Default Known Pressure Node","Known Pressure",282039.775335,652440.070486,,0.000000,,,,,,,,36.197938,40.479998,,"",,,,,,,
"64404400000006","Nodes","6",21.000000,47.286461,"DDS demands","Known Flow",282047.439222,652482.427689,,0.000000,,,-13.879999,,,,,-12.411744,-13.879999,,"",,,"D1 PROFILE",,,,
"64404400000202","Nodes","202",21.000000,35.513263,"Default Known Flow Node","Known Flow",282221.653344,652838.100224,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000203","Nodes","203",21.000000,35.513263,"Default Known Flow Node","Known Flow",282222.216262,652837.575881,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000200","Nodes","200, P13133220, DOBBIES COURT, SCH 25.39",22.999998,36.631509,"CSEP Unmatched","Known Flow",282151.755987,652816.909785,,0.000000,,,,,,,-25.389999,-22.704191,-25.389999,,"",,,,,,,"DC PROFILE"
"64404400000201","Nodes","201",21.000000,36.249250,"Default Known Flow Node","Known Flow",282178.858030,652838.606332,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000166","Nodes","166",21.000000,34.844685,"DDS demands","Known Flow",282264.316367,652855.496374,,0.000000,,,-15.619999,,,,,-13.967683,-15.619999,,"",,,"D1 PROFILE",,,,
"64404400001000","Nodes","1000",21.000000,48.081162,"Default Known Flow Node","Known Flow",282213.032179,652513.658351,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000102","Nodes","P08117254, Brackenhill Road, 221.72",27.000000,47.174146,"CSEP DDS Matched","Known Flow",282217.182054,652509.249672,,0.000000,,,-7.739999,-221.720000,,,,-205.187238,-229.460003,,"",,,"D1 PROFILE","DC PROFILE",,,
"64404400000107","Nodes","107",21.000000,48.068813,"Default Known Flow Node","Known Flow",282211.998919,652511.973818,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000232","Nodes","232",21.000000,54.205072,"Default Known Flow Node","Known Flow",281994.730217,652677.394165,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000233","Nodes",,21.000000,36.249250,"Default Known Flow Node","Known Flow",282178.149063,652837.915544,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000109","Nodes","109",21.000000,73.370122,"DDS demands","Known Flow",282697.617143,652910.365898,,0.000000,,,-11.360000,,,,,-10.158315,-11.360000,,"",,,"D1 PROFILE",,,,
"64404400000105","Nodes","105",21.000000,73.127960,"Default Known Flow Node","Known Flow",282724.294925,652983.205644,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000106","Nodes","106",21.000000,73.127960,"DDS demands","Known Flow",282764.285144,652949.165219,,0.000000,,,-6.119999,,,,,-5.472613,-6.119999,,"",,,"D1 PROFILE",,,,
"64404400000108","Nodes","108",21.000000,73.086667,"Default Known Flow Node","Known Flow",282790.446893,652968.780565,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000008","Nodes","8",21.000000,65.900168,"Default Known Flow Node","Known Flow",282124.593141,652552.995024,,0.000000,,,-1.649999,,,,,-1.475459,-1.649999,,"",,,"D1 PROFILE",,,,
"64404400000003","Nodes","3",21.000000,48.081162,"Default Known Flow Node","Known Flow",282214.979969,652512.457214,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000011","Nodes","11",21.000000,21.657026,"Default Known Flow Node","Known Flow",282042.757322,651902.708056,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000009","Nodes","9",21.000000,21.559164,"Default Known Flow Node","Known Flow",281993.149642,651922.131526,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000010","Nodes","10",21.000000,21.611693,"Default Known Flow Node","Known Flow",282104.521250,651917.156531,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000012","Nodes","12",21.000000,21.795334,"Default Known Flow Node","Known Flow",281967.468839,651820.043879,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000013","Nodes","13",21.000000,21.712228,"Default Known Flow Node","Known Flow",281922.106185,651800.297078,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000014","Nodes","14",21.000000,21.979294,"Default Known Flow Node","Known Flow",282033.967103,651698.798573,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64404400000015","Nodes",,21.000000,61.028534,"Point Loads","Known Flow",281962.289730,652545.065365,,0.000000,,,,,,-11.449999,,-10.238795,-11.449999,,"",,,,,,"PL-AF PROFILE",
"64404400000007","Nodes",,21.000000,51.346590,"Default Known Flow Node","Known Flow",281995.770852,652741.917304,,0.000000,,,,,,-7.109999,,-6.357889,-7.109999,,"",,,,,,"PL-AF PROFILE",
"64404400000017","Nodes",,21.000000,45.223629,"Point Loads","Known Flow",282048.606239,652712.729930,,0.000000,,,,,,-8.579999,,-7.672389,-8.579999,,"",,,,,,"PL-AF PROFILE",
"64404400000016","Nodes",,21.000000,32.448212,"Point Loads","Known Flow",282230.887263,652614.776682,,0.000000,,,,,,-34.520001,,-30.868403,-34.520001,,"",,,,,,"PL-AF PROFILE",
"644044-000003","Nodes",,21.000000,47.589190,"Default Known Flow Node","Known Flow",281989.904368,652873.008873,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"644044-000002","Nodes",,21.000000,47.575736,"Default Known Flow Node","Known Flow",282006.017640,652888.927152,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"644044-000001","Nodes",,21.000000,40.689705,"Default Known Flow Node","Known Flow",281909.535406,652933.472962,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"644044-0000010","Nodes",,21.000000,42.915351,"Default Known Flow Node","Known Flow",282111.230984,652773.036667,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
