"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"64310301462504","Nodes","-1462504",21.000000,52.014498,"Default Known Flow Node","Known Flow",340792.401888,668919.918229,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000079","Nodes","79",21.000000,53.946024,"DDS demands","Known Flow",340785.516887,668970.071242,,0.000000,,,,-9.090000,,,,,-8.128440,-9.090000,,"",,,,"D1 PROFILE",,,,
"64310300000077","Nodes","77",21.000000,57.578187,"DDS demands","Known Flow",340827.962593,668995.392470,,0.000000,,,,-2.720000,,,,,-2.432272,-2.720000,,"",,,,"D1 PROFILE",,,,
"64310300000078","Nodes","78",21.000000,57.574563,"DDS demands","Known Flow",340844.820903,668966.303241,,0.000000,,,,-4.030000,,,,,-3.603698,-4.030000,,"",,,,"D1 PROFILE",,,,
"64310300000049","Nodes","49",21.000000,54.006492,"DDS demands","Known Flow",340850.576904,668867.639215,,0.000000,,,,-3.999999,,,,,-3.576871,-3.999999,,"",,,,"D1 PROFILE",,,,
"64310300000050","Nodes","50",21.000000,53.969707,"DDS demands","Known Flow",340851.235904,668930.856232,,0.000000,,,,-2.470000,,,,,-2.208718,-2.470000,,"",,,,"D1 PROFILE",,,,
"64310310000008","Nodes","-8",21.000000,54.748147,"Default Known Flow Node","Known Flow",340852.652334,668864.491134,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000043","Nodes","43",21.000000,56.023922,"DDS demands","Known Flow",340889.013915,668884.536219,,0.000000,,,,-11.090000,,,,,-9.916877,-11.090000,,"",,,,"D1 PROFILE",,,,
"64310300000044","Nodes","44",21.000000,53.885259,"DDS demands","Known Flow",340901.205918,668978.201245,,0.000000,,,,-5.300000,,,,,-4.739355,-5.300000,,"",,,,"D1 PROFILE",,,,
"64310310000024","Nodes","-24",21.000000,53.879469,"Default Known Flow Node","Known Flow",340902.269918,668979.175245,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000045","Nodes","45",21.000000,53.732341,"DDS demands","Known Flow",340940.921929,668918.234228,,0.000000,,,,-5.929999,,,,,-5.302711,-5.929999,,"",,,,"D1 PROFILE",,,,
"64310300000046","Nodes","46",21.000000,53.793833,"Default Known Flow Node","Known Flow",340918.530653,668992.993423,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000048","Nodes","48",21.000000,53.650955,"DDS demands","Known Flow",340958.013933,668934.023233,,0.000000,,,,-5.739999,,,,,-5.132810,-5.739999,,"",,,,"D1 PROFILE",,,,
"64310301462474","Nodes","-1462474",21.000000,51.874562,"Default Known Flow Node","Known Flow",340735.619873,668820.219202,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000055","Nodes","55",21.000000,52.014498,"DDS demands","Known Flow",340784.523916,668910.537883,,0.000000,,,,-3.579999,,,,,-3.201299,-3.579999,,"",,,,"D1 PROFILE",,,,
"64310301462473","Nodes","-1462473",21.000000,52.014498,"Default Known Flow Node","Known Flow",340791.059888,668899.253223,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000039","Nodes","39",21.000000,58.235759,"DDS demands","Known Flow",341034.267954,668923.326230,,0.000000,,,,-11.819999,,,,,-10.569655,-11.819999,,"",,,,"D1 PROFILE",,,,
"64310300000040","Nodes","40",21.000000,57.978737,"DDS demands","Known Flow",340970.872914,669025.354090,,0.000000,,,,-15.520000,,,,,-13.878262,-15.520000,,"",,,,"D1 PROFILE",,,,
"64310301462511","Nodes","-1462511",21.000000,57.847867,"Default Known Flow Node","Known Flow",340711.263866,669179.726299,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000074","Nodes","74",21.000000,57.847867,"DDS demands","Known Flow",340722.959870,669188.254302,,0.000000,,,,-5.949999,,,,,-5.320596,-5.949999,,"",,,,"D1 PROFILE",,,,
"64310300000073","Nodes","73",21.000000,57.941192,"DDS demands","Known Flow",340748.295876,669152.534292,,0.000000,,,,-6.520000,,,,,-5.830300,-6.520000,,"",,,,"D1 PROFILE",,,,
"64310300000047","Nodes","47",21.000000,53.722228,"DDS demands","Known Flow",340885.814914,669032.239259,,0.000000,,,,-2.900000,,,,,-2.593232,-2.900000,,"",,,,"D1 PROFILE",,,,
"64310301462510","Nodes","-1462510",21.000000,57.847867,"Default Known Flow Node","Known Flow",340732.184872,669195.984304,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310310000040","Nodes","-40",21.000000,57.963799,"Default Known Flow Node","Known Flow",340762.557880,669134.794287,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000075","Nodes","75",21.000000,57.991658,"DDS demands","Known Flow",340802.573891,669032.169259,,0.000000,,,,-0.880000,,,,,-0.786911,-0.880000,,"",,,,"D1 PROFILE",,,,
"64310300000076","Nodes","76, P10124080, MOFFAT ROAD CSEP, 12 SCMH",22.999998,58.020240,"CSEP Unmatched","Known Flow",340763.332881,669020.659256,,0.000000,,,,-4.010000,-12.000000,,,,-14.316429,-16.010000,,"",,,,"D1 PROFILE","DC PROFILE",,,
"64310300000083","Nodes","83",21.000000,59.211369,"DDS demands","Known Flow",340823.362897,669243.920317,,0.000000,,,,-23.899998,,,,,-21.371806,-23.899998,,"",,,,"D1 PROFILE",,,,
"64310300000084","Nodes","84",21.000000,59.158664,"DDS demands","Known Flow",340814.981895,669291.066330,,0.000000,,,,-4.019999,,,,,-3.594755,-4.019999,,"",,,,"D1 PROFILE",,,,
"64310310000036","Nodes","-36",21.000000,58.037743,"Default Known Flow Node","Known Flow",340831.048899,669105.680279,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000072","Nodes","72",21.000000,58.048272,"DDS demands","Known Flow",340843.241902,669108.845280,,0.000000,,,,-16.070000,,,,,-14.370081,-16.070000,,"",,,,"D1 PROFILE",,,,
"64310301462494","Nodes","-1462494",21.000000,58.048272,"Default Known Flow Node","Known Flow",340835.076900,669132.965287,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310301462496","Nodes","-1462496",21.000000,58.048272,"Default Known Flow Node","Known Flow",340864.294908,669134.453287,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310310000033","Nodes","-33",21.000000,58.201079,"Default Known Flow Node","Known Flow",340855.145906,669066.163269,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000068","Nodes","68",21.000000,59.446783,"DDS demands","Known Flow",340879.956912,669248.459318,,0.000000,,,,-6.269999,,,,,-5.606746,-6.269999,,"",,,,"D1 PROFILE",,,,
"64310310000058","Nodes","-58",21.000000,59.417926,"Default Known Flow Node","Known Flow",340889.860915,669234.862314,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000069","Nodes","69",21.000000,59.260458,"DDS demands","Known Flow",340920.281923,669133.393287,,0.000000,,,,-9.980000,,,,,-8.924294,-9.980000,,"",,,,"D1 PROFILE",,,,
"64310300000070","Nodes","70",21.000000,58.877945,"DDS demands","Known Flow",340931.360854,669093.847828,,0.000000,,,,-11.199999,,,,,-10.015240,-11.199999,,"",,,,"D1 PROFILE",,,,
"64310301462479","Nodes","-1462479",21.000000,58.880095,"Default Known Flow Node","Known Flow",340961.803935,669111.463281,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000065","Nodes","65",21.000000,59.693367,"DDS demands","Known Flow",340960.091934,669264.357322,,0.000000,,,,-16.389999,,,,,-14.656231,-16.389999,,"",,,,"D1 PROFILE",,,,
"64310310000067","Nodes","-67",21.000000,59.667571,"Default Known Flow Node","Known Flow",340961.361934,669257.299321,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310310000041","Nodes","-41",21.000000,59.181262,"Default Known Flow Node","Known Flow",340987.541942,669136.566288,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310310000028","Nodes","-28",21.000000,57.976810,"Default Known Flow Node","Known Flow",340967.239936,669031.461259,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310310000031","Nodes","-31",21.000000,57.899307,"Default Known Flow Node","Known Flow",340982.015940,669040.235261,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310301462483","Nodes","-1462483",21.000000,57.978737,"Default Known Flow Node","Known Flow",340936.762928,669002.547251,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310301462480","Nodes","-1462480",21.000000,57.899307,"Default Known Flow Node","Known Flow",340977.771939,669072.948270,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000066","Nodes","66",21.000000,59.135202,"DDS demands","Known Flow",340995.126944,669126.407285,,0.000000,,,,-18.680000,,,,,-16.703991,-18.680000,,"",,,,"D1 PROFILE",,,,
"64310300000041","Nodes","41",21.000000,57.748550,"DDS demands","Known Flow",341045.290957,668999.561250,,0.000000,,,,-5.859999,,,,,-5.240117,-5.859999,,"",,,,"D1 PROFILE",,,,
"64310300000067","Nodes","67",21.000000,58.418517,"DDS demands","Known Flow",341083.955968,669026.888258,,0.000000,,,,-10.629999,,,,,-9.505536,-10.629999,,"",,,,"D1 PROFILE",,,,
"64310300000019","Nodes","19",21.000000,58.829937,"DDS demands","Known Flow",341129.550980,669396.032358,,0.000000,,,,-18.129999,,,,,-16.212169,-18.129999,,"",,,,"D1 PROFILE",,,,
"64310300000020","Nodes","20",21.000000,57.921959,"DDS demands","Known Flow",341202.934000,669404.136360,,0.000000,,,,-3.039999,,,,,-2.718422,-3.039999,,"",,,,"D1 PROFILE",,,,
"64310300000037","Nodes","37",21.000000,58.863393,"DDS demands","Known Flow",341167.534991,669034.259260,,0.000000,-5.969999,,,-10.899999,,,,,-15.085455,-16.869999,,"","C1 PROFILE",,,"D1 PROFILE",,,,
"64310300000032","Nodes","32",21.000000,55.944746,"DDS demands","Known Flow",341248.379329,669160.124975,,0.000000,,,,-5.189999,,,,,-4.640990,-5.189999,,"",,,,"D1 PROFILE",,,,
"64310310000068","Nodes","-68",21.000000,69.100071,"Default Known Flow Node","Known Flow",341343.766129,669257.929866,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000005","Nodes","5",21.000000,71.255793,"DDS demands","Known Flow",341385.906050,669281.201327,,0.000000,,,,-12.850000,,,,,-11.490700,-12.850000,,"",,,,"D1 PROFILE",,,,
"64310300000006","Nodes","6",21.000000,70.379298,"DDS demands","Known Flow",341344.515392,669395.795049,,0.000000,,,,-11.530000,,,,,-10.310332,-11.530000,,"",,,,"D1 PROFILE",,,,
"64310300000009","Nodes","9",21.000000,67.894776,"DDS demands","Known Flow",341425.816070,669175.756753,,0.000000,,,,-7.119999,,,,,-6.366831,-7.119999,,"",,,,"D1 PROFILE",,,,
"64310310000048","Nodes","-48",21.000000,67.686066,"Default Known Flow Node","Known Flow",341430.357214,669175.803756,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000024","Nodes","24",21.000000,58.194733,"DDS demands","Known Flow",341027.819952,669382.026354,,0.000000,,,,-11.880000,,,,,-10.623308,-11.880000,,"",,,,"D1 PROFILE",,,,
"64310300000025","Nodes","25",21.000000,58.133217,"DDS demands","Known Flow",340997.479944,669343.576344,,0.000000,,,,-4.949999,,,,,-4.426378,-4.949999,,"",,,,"D1 PROFILE",,,,
"64310300000034","Nodes","34",21.000000,60.128841,"DDS demands","Known Flow",341058.872567,669266.099333,,0.000000,,,,-11.850000,,,,,-10.596483,-11.850000,,"",,,,"D1 PROFILE",,,,
"64310310000066","Nodes","-66",21.000000,60.081194,"Default Known Flow Node","Known Flow",341055.791960,669256.767320,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000029","Nodes","29",21.000000,61.192790,"DDS demands","Known Flow",341107.706974,669181.678300,,0.000000,,,,-10.229999,,,,,-9.147848,-10.229999,,"",,,,"D1 PROFILE",,,,
"64310300000036","Nodes","36",21.000000,59.273169,"DDS demands","Known Flow",341116.611977,669096.699277,,0.000000,,,,-15.439999,,,,,-13.806723,-15.439999,,"",,,,"D1 PROFILE",,,,
"64310310000054","Nodes","-54",21.000000,61.532847,"Default Known Flow Node","Known Flow",341127.926980,669227.104312,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000018","Nodes","18",21.000000,62.446085,"DDS demands","Known Flow",341161.118989,669230.183313,,0.000000,,,,-3.829999,,,,,-3.424854,-3.829999,,"",,,,"D1 PROFILE",,,,
"64310300000028","Nodes","28",21.000000,61.604642,"DDS demands","Known Flow",341131.658981,669235.733315,,0.000000,,,,-2.840000,,,,,-2.539578,-2.840000,,"",,,,"D1 PROFILE",,,,
"64310300000038","Nodes","38",21.000000,58.774659,"DDS demands","Known Flow",341222.337005,669068.496269,,0.000000,,,,-4.559999,,,,,-4.077633,-4.559999,,"",,,,"D1 PROFILE",,,,
"64310300000021","Nodes","21",21.000000,57.734389,"DDS demands","Known Flow",341252.827014,669404.319361,,0.000000,,,,-6.399999,,,,,-5.722994,-6.399999,,"",,,,"D1 PROFILE",,,,
"64310300000022","Nodes","22",21.000000,57.716076,"DDS demands","Known Flow",341259.089015,669333.036341,,0.000000,,,,-5.610000,,,,,-5.016562,-5.610000,,"",,,,"D1 PROFILE",,,,
"64310300000016","Nodes","16",21.000000,65.625601,"DDS demands","Known Flow",341245.011561,669245.626077,,0.000000,,,-4.999999,-12.229999,,,,,-15.407373,-17.230000,,"",,,"C4 PROFILE","D1 PROFILE",,,,
"64310310000062","Nodes","-62",21.000000,65.625256,"Default Known Flow Node","Known Flow",341247.119012,669239.140316,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310304904540","Nodes","-4904540",21.000000,65.620756,"Default Known Flow Node","Known Flow",341291.441394,669184.415962,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000033","Nodes","33",21.000000,55.498477,"DDS demands","Known Flow",341196.276998,669207.973307,,0.000000,,,,-11.279999,,,,,-10.086777,-11.279999,,"",,,,"D1 PROFILE",,,,
"64310301462516","Nodes","-1462516",21.000000,57.692574,"Default Known Flow Node","Known Flow",341286.504023,669404.065360,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000023","Nodes","23",21.000000,57.669428,"DDS demands","Known Flow",341280.034021,669280.615327,,0.000000,,,,-1.100000,,,,,-0.983639,-1.100000,,"",,,,"D1 PROFILE",,,,
"64310300000017","Nodes","17",21.000000,65.618911,"DDS demands","Known Flow",341319.888032,669175.380298,,0.000000,,,,-2.779999,,,,,-2.485925,-2.779999,,"",,,,"D1 PROFILE",,,,
"64310300000014","Nodes","14",21.000000,68.887778,"DDS demands","Known Flow",341323.883033,669307.914334,,0.000000,,,,-1.549999,,,,,-1.386037,-1.549999,,"",,,,"D1 PROFILE",,,,
"64310300000015","Nodes","15",21.000000,68.780957,"DDS demands","Known Flow",341305.392028,669355.100347,,0.000000,,,,-5.909999,,,,,-5.284827,-5.909999,,"",,,,"D1 PROFILE",,,,
"64310301462513","Nodes","-1462513",21.000000,68.805816,"Default Known Flow Node","Known Flow",341353.353041,669315.899336,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310310000073","Nodes","-73",21.000000,68.974482,"Default Known Flow Node","Known Flow",341334.821036,669267.977323,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000007","Nodes","7",21.000000,69.198718,"DDS demands","Known Flow",341340.386038,669270.052324,,0.000000,,,,-20.770000,,,,,-18.572906,-20.770000,,"",,,,"D1 PROFILE",,,,
"64310300000010","Nodes","10",21.000000,67.097104,"DDS demands","Known Flow",341451.123068,669120.954283,,0.000000,,,,-14.900000,,,,,-13.323847,-14.900000,,"",,,,"D1 PROFILE",,,,
"64310300000003","Nodes","3",21.000000,72.077720,"DDS demands","Known Flow",341462.544654,669302.039253,,0.000000,,,,-4.419999,,,,,-3.952443,-4.419999,,"",,,,"D1 PROFILE",,,,
"64310300000004","Nodes","4",21.000000,72.118462,"Default Known Flow Node","Known Flow",341451.888068,669339.675343,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000011","Nodes","11",21.000000,64.165487,"DDS demands","Known Flow",341599.900108,669229.891313,,0.000000,,,,-14.129999,,,,,-12.635299,-14.129999,,"",,,,"D1 PROFILE",,,,
"64310310000061","Nodes","-61",21.000000,64.162039,"Default Known Flow Node","Known Flow",341597.339107,669238.509315,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000012","Nodes","12",21.000000,64.150162,"DDS demands","Known Flow",341586.888105,669267.648323,,0.000000,,,,-2.380000,,,,,-2.128238,-2.380000,,"",,,,"D1 PROFILE",,,,
"64310300000013","Nodes","13",21.000000,64.004325,"DDS demands","Known Flow",341663.230125,669249.379318,,0.000000,,,,-5.420000,,,,,-4.846660,-5.420000,,"",,,,"D1 PROFILE",,,,
"64310300000001","Nodes","Ormiston DG, Tel, Constant, Site ID 6149",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",341602.984109,669465.209377,,999998.967025,,,,,,,,,687.841325,769.209988,,"",,,,,,,,
"64310300000035","Nodes","35",21.000000,59.648026,"DDS demands","Known Flow",341057.381063,669159.042060,,0.000000,,,,-13.579999,,,,,-12.143478,-13.579999,,"",,,,"D1 PROFILE",,,,
"64310300000027","Nodes","27",21.000000,54.578199,"DDS demands","Known Flow",340741.310875,669298.723332,,0.000000,,,,-9.370000,,,,,-8.378822,-9.370000,,"",,,,"D1 PROFILE",,,,
"64310300000026","Nodes","26",21.000000,55.279830,"DDS demands","Known Flow",340899.578998,669331.565088,,0.000000,,,,-13.539999,,,,,-12.107709,-13.539999,,"",,,,"D1 PROFILE",,,,
"64310300000086","Nodes","86",21.000000,59.207050,"Default Known Flow Node","Known Flow",340781.907188,669237.005214,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310310000077","Nodes","-77",21.000000,71.464437,"Default Known Flow Node","Known Flow",341406.545056,669286.575329,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000085","Nodes","85, P12128335",21.000000,59.201773,"DDS demands","Known Flow",340730.944872,669230.456313,,0.000000,,,,-3.609999,,-30.469999,,-332.119987,-3.228126,-3.609999,,"",,,,"D1 PROFILE",,"DM PROFILE",,"PL-PL PROFILE"
"64310310000074","Nodes","-74",21.000000,68.358055,"Default Known Flow Node","Known Flow",341315.329031,669268.874324,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310310000012","Nodes","-12",21.000000,52.024570,"Default Known Flow Node","Known Flow",340779.498885,668900.240223,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310310000016","Nodes","-16",21.000000,52.024570,"Default Known Flow Node","Known Flow",340760.822880,668924.909230,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310310000070","Nodes","-70",21.000000,68.358055,"Default Known Flow Node","Known Flow",341316.449968,669263.683527,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300001000","Nodes","1000",21.000000,73.683512,"Default Known Flow Node","Known Flow",341615.674198,669340.502595,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000437","Nodes",,21.000000,52.014498,"Default Known Flow Node","Known Flow",340792.490888,668950.123237,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000102","Nodes",,21.000000,50.219319,"Default Known Flow Node","Known Flow",340599.790836,668911.659226,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000108","Nodes",,21.000000,59.165313,"Default Known Flow Node","Known Flow",340826.206898,669231.095313,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000109","Nodes",,21.000000,59.165313,"Default Known Flow Node","Known Flow",340838.318901,669237.348315,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000138","Nodes",,21.000000,58.880095,"Default Known Flow Node","Known Flow",340931.558926,669093.968276,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000145","Nodes",,21.000000,63.483368,"Default Known Flow Node","Known Flow",341180.901994,669262.056322,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000149","Nodes",,21.000000,54.972305,"Default Known Flow Node","Known Flow",340853.279905,668863.539213,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
