"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)"
"64400900000415","Nodes","415",21.000000,43.030732,"DDS demands","Known Flow",279997.717346,694836.591281,,0.000000,,,,,,,-13.560000,,,,,,,,,-12.125594,-13.560000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900000412","Nodes","Logger 8503, 132 Causewayhead",21.000000,43.247049,"Val Log Cath","Known Flow",279970.384739,694782.254451,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900000413","Nodes","413",21.000000,43.559469,"DDS demands","Known Flow",279928.592327,694705.091245,,0.000000,,,,,,,-1.259999,,,,,,,,,-1.126714,-1.259999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900003581","Nodes","3581",21.000000,35.722318,"Default Known Flow Node","Known Flow",280575.276961,690762.884642,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900003571","Nodes","3571",21.000000,35.547488,"DDS demands","Known Flow",280578.967504,690794.090181,,0.000000,,,,,,,-14.519999,,,,,,,,,-12.984044,-14.519999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900003316","Nodes","3316",21.000000,34.532023,"DDS demands","Known Flow",279460.092199,691623.590407,,0.000000,,,,,,,-1.309999,,,,,,,,,-1.171425,-1.309999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900000891","Nodes","Logger 9068, 39 Borestone Crescent",21.000000,33.699061,"Val Log Cath","Known Flow",279487.032619,691462.374673,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900000892","Nodes","892",21.000000,33.369770,"DDS demands","Known Flow",279546.092223,691421.215352,,0.000000,-6.000000,,,-1.749999,,,-3.859999,,,,,,,,,-10.381869,-11.610000,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,,
"64400900000954","Nodes","954",21.000000,37.971233,"DDS demands","Known Flow",280172.717393,692432.215627,,0.000000,,,,,,,-16.059999,,,,,,,,,-14.361139,-16.059999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900001018","Nodes","P08120273, CP1, Wallace High School Dumyat Road CSEP, 7.02",22.999998,34.993235,"CSEP DDS Matched","Known Flow",280032.523846,695215.734221,,0.000000,,,,,,,,-7.020000,,,,,,,,-6.277409,-7.020000,,"",,,,,,,,"DC PROFILE",,,,,,,
"64400900047121","Nodes","-1463749",21.000000,38.319940,"Default Known Flow Node","Known Flow",280036.342356,692650.840686,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900000998","Nodes","998",21.000000,26.357487,"DDS demands","Known Flow",279910.592322,690786.590179,,0.000000,,,,,,,-17.459998,,,,,,,,,-15.613043,-17.459998,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900004453","Nodes","Logger 9787, 77 Clark Street",21.000000,26.356696,"Val Log Cath","Known Flow",279859.094090,690836.396607,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900004452","Nodes","4452",21.000000,25.563554,"DDS demands","Known Flow",279807.717294,690899.715210,,0.000000,,,,,,,-14.310000,,,,,,,,,-12.796258,-14.310000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900000277","Nodes","277",21.000000,34.294838,"DDS demands","Known Flow",278438.091921,694526.841197,,0.000000,,,,,,,-5.449999,,,,,,,,,-4.873487,-5.449999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900000278","Nodes","Logger 9511, 35 Craighall Street",21.000000,34.122689,"Val Log Post","Known Flow",278415.844357,694514.959756,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900000279","Nodes","279",21.000000,33.950110,"DDS demands","Known Flow",278431.716919,694479.466184,,0.000000,,,,,,,-16.559999,,,,,,,,,-14.808248,-16.559999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900048800","Nodes","-4190",21.000000,29.136391,"Default Known Flow Node","Known Flow",280286.971867,695636.589753,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900000276","Nodes","Logger 10103, 31 Easter Cornton Road",21.000000,28.576218,"Val Log Cath","Known Flow",280153.628791,695710.100972,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900000271","Nodes","271",21.000000,28.216916,"DDS demands","Known Flow",280102.217374,695741.841527,,0.000000,,,,,,,-15.420000,,,,,,,,,-13.788840,-15.420000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900001428","Nodes","1428",21.000000,28.748215,"DDS demands","Known Flow",278619.966971,697641.842044,,0.000000,,,,,,,-7.610000,,,,,,,,,-6.804998,-7.610000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900001434","Nodes","1434,",21.000000,39.705913,"DDS demands","Known Flow",280131.863506,695079.132448,,0.000000,,,,,,,-7.860000,,,,,,,,,-7.028552,-7.860000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900001429","Nodes","1429",21.000000,24.121205,"DDS demands","Known Flow",278592.216963,697393.591977,,0.000000,,,,,,,-17.739999,,,,,,,,,-15.863424,-17.739999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900001430","Nodes","1430",21.000000,22.949913,"DDS demands","Known Flow",278602.841966,697305.966953,,0.000000,,,,,,,-16.379998,,,,,,,,,-14.647288,-16.379998,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900008549","Nodes","8549",21.000000,23.510275,"Default Known Flow Node","Known Flow",278596.751851,697340.210039,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049247","Nodes","-5021",21.000000,36.338868,"Default Known Flow Node","Known Flow",281664.186799,689459.079818,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049251","Nodes","-5025",21.000000,36.252653,"Default Known Flow Node","Known Flow",281694.969807,689495.716828,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049250","Nodes","-5024",21.000000,36.252653,"Default Known Flow Node","Known Flow",281700.262032,689489.414329,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900047468","Nodes","-1464732",21.000000,36.425104,"Default Known Flow Node","Known Flow",281749.167759,689441.350368,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900003556","Nodes","3556",21.000000,36.966938,"DDS demands","Known Flow",280976.842612,689952.839952,,0.000000,,,,,,,-26.420000,,,,,,,,,-23.625236,-26.420000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900001314","Nodes","1314",21.000000,36.935430,"DDS demands","Known Flow",281020.467624,689940.339949,,0.000000,,,,,,,-20.529999,,,,,,,,,-18.358293,-20.529999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900004289","Nodes","4289",21.000000,36.670385,"Default Known Flow Node","Known Flow",281298.842700,689907.839940,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900004290","Nodes","4290",21.000000,36.420029,"DDS demands","Known Flow",281333.217709,689839.089921,,0.000000,,,,,,,-10.010000,,,,,,,,,-8.951121,-10.010000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900004292","Nodes","4292",21.000000,36.328516,"DDS demands","Known Flow",281294.092698,689707.464885,,0.000000,,,,,,,-9.739999,,,,,,,,,-8.709681,-9.739999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900004293","Nodes","4293",21.000000,36.302597,"DDS demands","Known Flow",281317.342705,689664.464874,,0.000000,,,,,,,-9.630000,,,,,,,,,-8.611318,-9.630000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900004299","Nodes","4299",21.000000,35.322368,"DDS demands","Known Flow",281237.717683,689687.839880,,0.000000,,,,,,,-16.620000,,,,,,,,,-14.861901,-16.620000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900004291","Nodes","4291",21.000000,36.461018,"DDS demands","Known Flow",281312.342703,689754.464898,,0.000000,,,,,,,-20.959998,,,,,,,,,-18.742805,-20.959998,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900047180","Nodes","-1463912",21.000000,36.461018,"Default Known Flow Node","Known Flow",281363.592717,689735.339893,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900004294","Nodes","4294",21.000000,36.098515,"DDS demands","Known Flow",281365.717718,689644.964868,,0.000000,,,,,,,-16.899999,,,,,,,,,-15.112282,-16.899999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900004298","Nodes","4298",21.000000,36.012320,"Default Known Flow Node","Known Flow",281393.467725,689700.839883,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900004295","Nodes","4295",21.000000,35.962742,"DDS demands","Known Flow",281464.717745,689684.589879,,0.000000,,,,,,,-27.200000,,,,,,,,,-24.322726,-27.200000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900001207","Nodes","1207",21.000000,36.852001,"DDS demands","Known Flow",281322.342706,689924.339944,,0.000000,,,,,,,-3.270000,,,,,,,,,-2.924092,-3.270000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900001209","Nodes","1209",21.000000,36.701927,"DDS demands","Known Flow",281268.592691,689885.089934,,0.000000,,,,,,,-16.229999,,,,,,,,,-14.513155,-16.229999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900049166","Nodes","-4904699",21.000000,36.743890,"Default Known Flow Node","Known Flow",281247.461055,689868.346288,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049091","Nodes","-4904549",21.000000,36.700895,"Default Known Flow Node","Known Flow",281263.970378,689893.210215,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900001208","Nodes","1208",21.000000,36.750547,"DDS demands","Known Flow",281304.592701,689949.964951,,0.000000,-8.949999,,,,,,-7.889999,,,,,,,,,-15.058628,-16.839999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,
"64400900049230","Nodes","-4904843",21.000000,36.750547,"Default Known Flow Node","Known Flow",281298.596577,689953.587610,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900001874","Nodes","1874",21.000000,36.868747,"Default Known Flow Node","Known Flow",281342.467711,689933.089947,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900001205","Nodes","1205",21.000000,36.960926,"DDS demands","Known Flow",281354.805715,689939.367948,,0.000000,,,,,,,-6.880000,,,,,,,,,-6.152219,-6.880000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900001210","Nodes","1210",21.000000,36.652866,"DDS demands","Known Flow",281233.467682,689926.714945,,0.000000,,,,,,,-3.839999,,,,,,,,,-3.433796,-3.839999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900049207","Nodes","-4904785",21.000000,36.652800,"Default Known Flow Node","Known Flow",281230.841537,689925.588939,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900001211","Nodes","1211",21.000000,36.832205,"DDS demands","Known Flow",281149.854940,689926.844502,,0.000000,,,,,,,-12.640000,,,,,,,,,-11.302914,-12.640000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900049238","Nodes","-4904853",21.000000,36.914467,"Default Known Flow Node","Known Flow",281145.575026,689931.321405,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900048871","Nodes","-4455",21.000000,37.405678,"Default Known Flow Node","Known Flow",281428.092735,689957.464953,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900001206","Nodes","1206",21.000000,36.920356,"DDS demands","Known Flow",281351.759714,689973.697958,,0.000000,,,,,,,-4.500000,,,,,,,,,-4.023980,-4.500000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900001213","Nodes","1213",21.000000,37.396325,"Default Known Flow Node","Known Flow",281434.096670,689928.966462,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900046809","Nodes",,21.000000,35.918983,"DDS demands","Known Flow",281440.842738,689843.736936,,0.000000,,,,,,,-6.949999,,,,,,,,,-6.214813,-6.949999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900049255","Nodes","-5038",21.000000,36.412381,"Default Known Flow Node","Known Flow",281459.467743,689938.339948,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049233","Nodes","-4904846",21.000000,37.222974,"Default Known Flow Node","Known Flow",281129.650852,689948.232194,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049142","Nodes","-4904642",21.000000,37.120103,"Default Known Flow Node","Known Flow",281134.955429,689942.590045,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049170","Nodes","-4904704",21.000000,37.013097,"Default Known Flow Node","Known Flow",281140.442977,689936.689666,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049117","Nodes","-4904594",21.000000,36.829673,"Default Known Flow Node","Known Flow",281163.971329,689910.336362,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049123","Nodes","-4904607",21.000000,36.829628,"Default Known Flow Node","Known Flow",281169.221056,689905.210883,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049101","Nodes","-4904571",21.000000,36.829571,"Default Known Flow Node","Known Flow",281175.596302,689897.586302,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049212","Nodes","-4904797",21.000000,36.829529,"Default Known Flow Node","Known Flow",281180.346090,689892.835931,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049178","Nodes","-4904720",21.000000,36.829472,"Default Known Flow Node","Known Flow",281186.221198,689885.961104,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049240","Nodes","-4904856",21.000000,36.829423,"Default Known Flow Node","Known Flow",281191.674810,689880.043355,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049200","Nodes","-4904772",21.000000,36.829369,"Default Known Flow Node","Known Flow",281197.971109,689873.210959,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049089","Nodes","-4904545",21.000000,36.829316,"Default Known Flow Node","Known Flow",281203.596276,689866.711249,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049194","Nodes","-4904764",21.000000,36.829266,"Default Known Flow Node","Known Flow",281209.471141,689860.711009,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049148","Nodes","-4904660",21.000000,36.829225,"Default Known Flow Node","Known Flow",281213.694170,689855.937150,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049129","Nodes","-4904619",21.000000,36.824376,"Default Known Flow Node","Known Flow",281213.779396,689909.908321,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900001873","Nodes","1873",21.000000,36.824228,"DDS demands","Known Flow",281209.092675,689905.714939,,0.000000,,,,,,,-3.280000,,,,,,,,,-2.933034,-3.280000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900049164","Nodes","-4904696",21.000000,36.824528,"Default Known Flow Node","Known Flow",281218.591511,689914.213898,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049097","Nodes","-4904562",21.000000,36.824676,"Default Known Flow Node","Known Flow",281223.341511,689918.463898,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049193","Nodes","-4904761",21.000000,36.695692,"Default Known Flow Node","Known Flow",281226.716327,689921.963541,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900048868","Nodes","-4441",21.000000,36.743047,"Default Known Flow Node","Known Flow",281230.967681,689854.839925,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049225","Nodes","-4904829",21.000000,36.743507,"Default Known Flow Node","Known Flow",281239.955216,689862.227984,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049098","Nodes","-4904564",21.000000,36.697102,"Default Known Flow Node","Known Flow",281240.721313,689918.461313,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049195","Nodes","-4904766",21.000000,36.697805,"Default Known Flow Node","Known Flow",281245.221228,689913.961146,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049086","Nodes","-4904540",21.000000,36.698429,"Default Known Flow Node","Known Flow",281249.082867,689909.823675,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900048870","Nodes","-4445",21.000000,36.698939,"Default Known Flow Node","Known Flow",281252.217687,689906.464939,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049140","Nodes","-4904636",21.000000,36.698939,"Default Known Flow Node","Known Flow",281260.345879,689908.960654,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049171","Nodes","-4904708",21.000000,36.699173,"Default Known Flow Node","Known Flow",281253.517402,689904.775309,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049127","Nodes","-4904616",21.000000,36.699966,"Default Known Flow Node","Known Flow",281258.346178,689899.461060,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049087","Nodes","-4904541",21.000000,36.698939,"Default Known Flow Node","Known Flow",281264.346486,689903.586794,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900049210","Nodes","-4904792",21.000000,36.698939,"Default Known Flow Node","Known Flow",281268.720584,689899.960370,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900048869","Nodes","-4443",21.000000,36.698939,"Default Known Flow Node","Known Flow",281271.092692,689896.214937,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900048872","Nodes","-4456",21.000000,36.750547,"Default Known Flow Node","Known Flow",281293.092698,689957.964953,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900001204","Nodes","1204",21.000000,37.415796,"DDS demands","Known Flow",281428.967735,689962.089954,,0.000000,-6.000000,,,-6.829999,,,-21.540001,,,,,,,,,-30.734271,-34.370001,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,,
"64400900004237","Nodes","4237",21.000000,35.574434,"DDS demands","Known Flow",281481.717749,689930.464946,,0.000000,,,,,,,-13.999999,,,,,,,,,-12.519050,-13.999999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900001315","Nodes","1315",21.000000,38.820867,"DDS demands","Known Flow",281070.717638,689986.339961,,0.000000,,,,,,,-20.649998,,,,,,,,,-18.465599,-20.649998,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900001872","Nodes","1872",21.000000,38.345510,"Default Known Flow Node","Known Flow",281083.010011,689979.527088,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900048875","Nodes","-4461",21.000000,38.452651,"Default Known Flow Node","Known Flow",281039.354195,689993.973339,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900004234","Nodes","4234",21.000000,33.719753,"DDS demands","Known Flow",281594.217780,689903.839939,,0.000000,,,,,,,-25.250000,,,,,,,,,-22.579002,-25.250000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900004236","Nodes","4236",21.000000,33.986478,"Default Known Flow Node","Known Flow",281572.592774,689845.714923,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900004235","Nodes","4235",21.000000,33.847652,"DDS demands","Known Flow",281583.967777,689862.589927,,0.000000,,,,,,,-18.750000,,,,,,,,,-16.766585,-18.750000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"64400900046789","Nodes","-1462864",21.000000,34.029705,"Default Known Flow Node","Known Flow",281567.717773,689813.339914,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900001579","Nodes","1579",21.000000,36.389926,"DDS demands","Known Flow",281702.342809,689536.964839,,0.000000,,-6.000000,,,,,,,,,,,,,,-5.365307,-6.000000,,"",,"C2 PROFILE",,,,,,,,,,,,,
"64400900047029","Nodes","-1463503",21.000000,36.389926,"Default Known Flow Node","Known Flow",281705.717810,689531.339837,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"64400900003821","Nodes","Bannockburn Hospital (NDM)",21.000000,36.252653,"Daily Metered Site","Known Flow",281682.842804,689517.964834,,0.000000,,-143.450000,,,,,-0.199999,,,,,,,,,-128.454404,-143.650000,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,,,,,
"64400900004260","Nodes","4260",21.000000,36.255505,"Default Known Flow Node","Known Flow",281679.842803,689520.839834,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
