"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(TT)"
"82011600001594","Nodes","P07112984, FLATS 1-16, HARVEY CRESCENT, 14.86","22.999998","30.357997","CSEP Unmatched","Known Flow","450843.888835","106529.806198","","0.000000","","","","","","","-3.960000","0.000000","","","","","-3.541102","-3.960000","","","","","","","","","","D1 PROFILE","DC PROFILE","","","","",""
"82011600002069","Nodes","2069","21.000000","30.285087","DDS demands","Known Flow","450846.513835","106626.681224","","0.000000","","","","","","","-4.409999","","","","","","-3.943500","-4.409999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001917","Nodes","1917","21.000000","29.527528","DDS demands","Known Flow","451181.263926","107691.556514","","0.000000","","","","","","","-2.840000","","","","","","-2.539578","-2.840000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002045","Nodes","2045","21.000000","29.527528","Default Known Flow Node","Known Flow","451182.392615","107690.565940","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600007050","Nodes","7050","21.000000","33.697890","Default Known Flow Node","Known Flow","451708.338761","108015.268562","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600001968","Nodes","1968","21.000000","34.041364","DDS demands","Known Flow","451678.514062","108072.806618","","0.000000","","","","","","","-2.069999","","","","","","-1.851031","-2.069999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000191","Nodes","191","21.000000","34.447916","DDS demands","Known Flow","451617.085094","108081.559289","","0.000000","","","","","","","-8.239999","","","","","","-7.368355","-8.239999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001415","Nodes","1415","21.000000","58.554245","Default Known Flow Node","Known Flow","453482.015253","109255.303807","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600001162","Nodes","1162","21.000000","58.518393","Default Known Flow Node","Known Flow","453511.328111","109263.734736","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000087","Nodes","87","21.000000","36.969297","DDS demands","Known Flow","450354.925381","107446.189463","","0.000000","","","","","","","-20.280000","","","","","","-18.134738","-20.280000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600008503","Nodes","P09121790, DEV@KEILEEN NURSERIES, BROOK AVENUE, 2.95 (CT 14.68)","22.999998","38.846174","CSEP DDS Matched","Known Flow","449657.623083","107239.970596","","0.000000","","","","","","-11.729999","","-2.949999","","","","","-13.127117","-14.679999","","","","","","","","","CT PROFILE","","DC PROFILE","","","","",""
"82011600001522","Nodes","1522","21.000000","32.747018","DDS demands","Known Flow","450505.638743","107480.931457","","0.000000","","","","","","","-5.639999","","","","","","-5.043388","-5.639999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000164","Nodes","164","21.000000","33.548839","Default Known Flow Node","Known Flow","451108.212907","108478.733728","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600008502","Nodes","8502","21.000000","33.510102","Default Known Flow Node","Known Flow","451114.260248","108465.550405","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600002270","Nodes","2270","21.000000","33.508547","Default Known Flow Node","Known Flow","451267.238645","108403.635128","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600008501","Nodes","8501","21.000000","39.496472","Default Known Flow Node","Known Flow","450065.362798","108813.982953","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600002189","Nodes","2189","21.000000","55.894445","DDS demands","Known Flow","451685.514064","109123.556904","","0.000000","","","","","","","-5.980000","","","","","","-5.347423","-5.980000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002221","Nodes","2221","21.000000","56.105275","Default Known Flow Node","Known Flow","451640.544775","109095.650751","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600002188","Nodes","2188","21.000000","56.165649","DDS demands","Known Flow","451612.639044","109099.556897","","0.000000","","","","","","","-14.730000","","-6.000000","","","","-18.537136","-20.729999","","","","","","","","","","D1 PROFILE","","I2 PROFILE","","","",""
"82011600000704","Nodes","704","21.000000","34.160006","DDS demands","Known Flow","451397.337851","108351.160043","","0.000000","","","","","","","-5.899999","","","","","","-5.275885","-5.899999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002715","Nodes","Logger 1292 ,  75 BRIDGE RD","21.000000","34.679899","Val Log Cath","Known Flow","451427.888994","108348.056693","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000483","Nodes","483","21.000000","36.639378","DDS demands","Known Flow","451559.804821","108297.408434","","0.000000","-1.720000","","","","","","-4.010000","","","","","","-5.123869","-5.730000","","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","",""
"82011600000540","Nodes","540","21.000000","33.784691","DDS demands","Known Flow","449698.033507","104669.066848","","0.000000","","","","","","","-21.580000","","","","","","-19.297222","-21.580000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001601","Nodes","1601","21.000000","34.084075","DDS demands","Known Flow","450873.342743","106216.367455","","0.000000","","","","","","","-4.050000","","","","","","-3.621582","-4.050000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000534","Nodes","534","21.000000","33.249883","DDS demands","Known Flow","450883.531331","106229.483798","","0.000000","","","","-10.300000","","","-19.979999","","","","","","-27.076918","-30.279999","","","","","","","C4 PROFILE","","","D1 PROFILE","","","","","",""
"82011600000535","Nodes","535","21.000000","36.961098","DDS demands","Known Flow","450843.388835","106177.806102","","0.000000","","","","","","","-24.709998","","","","","","-22.096123","-24.709998","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001657","Nodes","1657","21.000000","34.883209","Default Known Flow Node","Known Flow","450658.386510","105951.803219","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600002535","Nodes","2535","21.000000","34.962557","DDS demands","Known Flow","450676.235874","105967.272756","","0.000000","","","","","","","-2.570000","","","","","","-2.298140","-2.570000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000978","Nodes","978","21.000000","35.280479","DDS demands","Known Flow","450722.138802","106025.931061","","0.000000","","","","","","","-24.840001","","","","","","-22.212373","-24.840001","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000989","Nodes","989","21.000000","33.312462","DDS demands","Known Flow","450617.763773","106166.431099","","0.000000","","","","","","","-5.530000","","","","","","-4.945025","-5.530000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000988","Nodes","988","21.000000","33.399114","DDS demands","Known Flow","450648.057696","106142.328677","","0.000000","","","","","","","-1.029999","","","","","","-0.921044","-1.029999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000987","Nodes","987","21.000000","33.433140","DDS demands","Known Flow","450674.013788","106112.806084","","0.000000","","","","","","","-5.879999","","","","","","-5.258001","-5.879999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002025","Nodes","2025","21.000000","40.417757","DDS demands","Known Flow","450540.513752","106298.556135","","0.000000","","","","","","","-4.909999","","","","","","-4.390609","-4.909999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002026","Nodes","2026","21.000000","40.673690","DDS demands","Known Flow","450519.890494","106299.583347","","0.000000","","","","","","","-21.340000","","","","","","-19.082610","-21.340000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002298","Nodes","2298","21.000000","40.838477","Default Known Flow Node","Known Flow","450507.888743","106300.181135","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600002097","Nodes","2097","21.000000","30.549289","DDS demands","Known Flow","450210.138662","106188.556105","","0.000000","","","","","","","-6.090000","","","","","","-5.445787","-6.090000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002095","Nodes","2095","21.000000","30.531153","DDS demands","Known Flow","450179.879026","106197.500573","","0.000000","","","","","","","-0.810000","","","","","","-0.724316","-0.810000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002093","Nodes","2093","21.000000","30.526735","DDS demands","Known Flow","450171.642732","106201.065536","","0.000000","","","","","","","-4.179999","","","","","","-3.737830","-4.179999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000290","Nodes","290","21.000000","39.744346","DDS demands","Known Flow","449753.648428","106173.173334","","0.000000","-4.630000","","","","","","-17.280001","","-15.319999","","","","-33.291732","-37.230001","","","","C1 PROFILE","","","","","","D1 PROFILE","","I2 PROFILE","","","",""
"82011600000271","Nodes","271","21.000000","38.738778","DDS demands","Known Flow","449077.013354","106460.306179","","0.000000","","","","","","","-11.929999","","","","","","-10.668019","-11.929999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000276","Nodes","276","21.000000","42.724892","DDS demands","Known Flow","449354.955387","106370.675470","","0.000000","","","","","","","-7.920000","","","","","","-7.082205","-7.920000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000267","Nodes","267","21.000000","42.796728","Default Known Flow Node","Known Flow","449371.518017","106369.751803","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000266","Nodes","266","21.000000","43.144182","DDS demands","Known Flow","449401.763442","106416.431167","","0.000000","","","","","","","-0.889999","","","","","","-0.795853","-0.889999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000942","Nodes","942","21.000000","43.124024","DDS demands","Known Flow","449416.306079","106447.356549","","0.000000","","","","","","","-4.030000","","","","","","-3.603698","-4.030000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000614","Nodes","614","21.000000","36.091405","DDS demands","Known Flow","449577.513490","105698.805972","","0.000000","","","","","","","-10.010000","","","","","","-8.951121","-10.010000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000615","Nodes","615","21.000000","36.032938","DDS demands","Known Flow","449564.929456","105764.418030","","0.000000","","","","","","","-6.350000","","","","","","-5.678283","-6.350000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000616","Nodes","616","21.000000","36.031405","DDS demands","Known Flow","449584.763492","105780.430994","","0.000000","","","","","","","-7.739999","","","","","","-6.921246","-7.739999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000617","Nodes","617","21.000000","36.024345","DDS demands","Known Flow","449774.638544","105682.055967","","0.000000","","","","","","","-3.589999","","","","","","-3.210242","-3.589999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000619","Nodes","619","21.000000","36.022130","DDS demands","Known Flow","449804.900152","105713.320064","","0.000000","","","","","","","-4.590000","","","","","","-4.104460","-4.590000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000620","Nodes","620","21.000000","36.022130","DDS demands","Known Flow","449830.888559","105717.805977","","0.000000","","","","","","","-3.400000","","","","","","-3.040340","-3.400000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000285","Nodes","285","21.000000","37.459354","DDS demands","Known Flow","449579.928668","105892.424077","","0.000000","","","","","","","-5.670000","","","","","","-5.070216","-5.670000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000287","Nodes","287","21.000000","37.457381","DDS demands","Known Flow","449584.864433","105875.391191","","0.000000","","","","","","","-2.490000","","","","","","-2.226602","-2.490000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000296","Nodes","296","21.000000","35.723941","Default Known Flow Node","Known Flow","449838.138561","105637.305955","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000298","Nodes","298","21.000000","34.312106","DDS demands","Known Flow","449875.513512","105552.840169","","0.000000","","","","","","","-27.620000","","","","","","-24.698299","-27.620000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600007125","Nodes","7125","21.000000","33.851807","Default Known Flow Node","Known Flow","449831.888559","105520.430923","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600002204","Nodes","2204","21.000000","67.329945","DDS demands","Known Flow","451949.889136","109447.681992","","0.000000","","","","","","","-3.289999","","","","","","-2.941976","-3.289999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002416","Nodes","2416","21.000000","67.329945","Default Known Flow Node","Known Flow","451952.709671","109437.894571","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600002418","Nodes","2418","21.000000","67.289305","Default Known Flow Node","Known Flow","451975.889143","109420.431984","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600002054","Nodes","2054","21.000000","66.920773","DDS demands","Known Flow","451882.889117","109437.806989","","0.000000","","","","","","","-24.889998","","","","","","-22.257081","-24.889998","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002205","Nodes","2205","21.000000","67.184983","DDS demands","Known Flow","451925.488452","109463.608794","","0.000000","","","","","","","-5.199999","","","","","","-4.649932","-5.199999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002203","Nodes","2203","21.000000","67.330841","DDS demands","Known Flow","451944.889134","109453.181993","","0.000000","","","","","","","-3.999999","","","","","","-3.576871","-3.999999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002058","Nodes","2058","21.000000","62.509044","DDS demands","Known Flow","451879.647802","109296.679128","","0.000000","","","","","","","-20.869999","","","","","","-18.662327","-20.869999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002060","Nodes","2060","21.000000","62.611612","DDS demands","Known Flow","451907.007302","109281.914210","","0.000000","","","","","","","-2.809999","","","","","","-2.512752","-2.809999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600005218","Nodes","5218","21.000000","62.741639","Default Known Flow Node","Known Flow","451953.209793","109242.163922","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600002052","Nodes","2052","21.000000","62.576216","DDS demands","Known Flow","451832.849269","109310.234861","","0.000000","","","","","","","-31.089999","","","","","","-27.801233","-31.089999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002050","Nodes","2050","21.000000","62.578871","DDS demands","Known Flow","451761.561777","109368.097416","","0.000000","","","","","","","-21.760000","","","","","","-19.458181","-21.760000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002041","Nodes","2041","21.000000","62.551476","DDS demands","Known Flow","451749.870310","109375.777743","","0.000000","","","","","","","-0.980000","","","","","","-0.876333","-0.980000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002044","Nodes","2044","21.000000","60.286686","DDS demands","Known Flow","451735.502842","109292.434037","","0.000000","","","","","","","-6.020000","","","","","","-5.383191","-6.020000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002047","Nodes","2047","21.000000","59.492868","DDS demands","Known Flow","451804.052403","109257.740984","","0.000000","","","","","","","-4.920000","","","","","","-4.399552","-4.920000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002048","Nodes","2048","21.000000","59.372572","DDS demands","Known Flow","451817.764100","109280.556946","","0.000000","","","","","","","-9.170000","","","","","","-8.199978","-9.170000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002042","Nodes","2042","21.000000","61.650246","DDS demands","Known Flow","451731.499787","109355.921951","","0.000000","","","","","","","-9.800000","","","","","","-8.763336","-9.800000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001980","Nodes","Logger 1295, YEW TREE DRIVE","21.000000","62.927105","Val Log Cath","Known Flow","451705.639069","109439.931990","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600001981","Nodes","1981","21.000000","62.851957","DDS demands","Known Flow","451704.990019","109424.298932","","0.000000","","","","","","","-5.409999","","","","","","-4.837718","-5.409999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002602","Nodes","2602","21.000000","58.545701","Default Known Flow Node","Known Flow","451611.259303","109275.182861","","0.000000","","","","","","","","-19.019999","","","","","-17.008024","-19.019999","","","","","","","","","","","DC PROFILE","","","","",""
"82011600001984","Nodes","1984","21.000000","59.129929","Default Known Flow Node","Known Flow","451601.514041","109303.431953","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600002179","Nodes","2179","21.000000","26.004413","DDS demands","Known Flow","451575.264034","110539.807289","","0.000000","","","","","","","-15.550000","","","","","","-13.905088","-15.550000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002409","Nodes","2409","21.000000","27.453847","DDS demands","Known Flow","451689.772416","110467.046322","","0.000000","-2.039999","","","","","","-26.770001","","","","","","-25.762419","-28.810002","","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","",""
"82011600002176","Nodes","2176","21.000000","32.024296","DDS demands","Known Flow","451827.764102","110387.932248","","0.000000","-6.000000","","","","","","-21.899999","","","","","","-24.948679","-27.899998","","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","",""
"82011600000025","Nodes","ROOKERY AVENUE DG,","21.000000","69.999999","Default Known Pressure Node","Known Pressure","452330.514239","109030.556878","","1979.999977","","","","","","","","","","","","","34.695651","38.799997","","","","","","","","","","","","","","","",""
"82011600002405","Nodes","2405","21.000000","69.998832","DDS demands","Known Flow","452332.405618","109026.106575","","0.000000","","","","","","","-0.399999","","","","","","-0.357687","-0.399999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001003","Nodes","1003","21.000000","34.551264","Default Known Flow Node","Known Flow","451995.514148","106160.931097","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600001006","Nodes","1006","21.000000","33.915647","DDS demands","Known Flow","452051.093418","106153.793860","","0.000000","","","","","","","-7.219999","","","","","","-6.456253","-7.219999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001007","Nodes","1007","21.000000","33.720216","DDS demands","Known Flow","452053.639164","106201.181108","","0.000000","","","","","","","-7.479999","","","","","","-6.688749","-7.479999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600005148","Nodes","5148","21.000000","33.121906","Default Known Flow Node","Known Flow","451913.445004","106014.585948","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000557","Nodes","557","21.000000","32.865397","DDS demands","Known Flow","451960.337365","105996.908760","","0.000000","-7.010000","","","","","","-6.989999","","","","","","-12.519050","-13.999999","","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","",""
"82011600000346","Nodes","346","21.000000","31.839112","DDS demands","Known Flow","452181.516430","105935.460504","","0.000000","","","","","","","-18.000000","","","","","","-16.095922","-18.000000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600005324","Nodes","5324","21.000000","30.260688","Default Known Flow Node","Known Flow","452769.281359","105385.461886","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600001605","Nodes","1605","21.000000","31.267315","DDS demands","Known Flow","452820.132213","105508.127359","","0.000000","","","","","","","-16.809999","","","","","","-15.031803","-16.809999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000392","Nodes","392","21.000000","34.186092","Default Known Flow Node","Known Flow","453161.090465","105692.707970","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600001054","Nodes","1054","21.000000","33.979698","DDS demands","Known Flow","453170.016904","105470.241541","","0.000000","","","","","","","-13.220000","","","","","","-11.821560","-13.220000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002554","Nodes","2554","21.000000","33.749480","DDS demands","Known Flow","453130.190336","105273.506720","","0.000000","","","","","","","-3.670000","","","","","","-3.281779","-3.670000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001970","Nodes","1970","21.000000","33.404864","Default Known Flow Node","Known Flow","453188.264473","105110.805812","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000561","Nodes","561","21.000000","35.737158","DDS demands","Known Flow","453408.303100","105973.702860","","0.000000","","","","","","","-10.339999","","-39.849998","","","","-44.880795","-50.189997","","","","","","","","","","D1 PROFILE","","I2 PROFILE","","","",""
"82011600002505","Nodes","2505","21.000000","42.575019","DDS demands","Known Flow","452604.002829","106823.700329","","0.000000","","","","","","","-19.200001","","","","","","-17.168985","-19.200001","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001340","Nodes","1340","21.000000","43.263964","Default Known Flow Node","Known Flow","452663.264330","106822.556277","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000547","Nodes","547","21.000000","27.050831","DDS demands","Known Flow","452291.940759","106840.203920","","0.000000","-7.409999","-22.659999","","","","","-24.150000","","","","","","-48.484492","-54.219998","","","","C1 PROFILE","C2 PROFILE","","","","","D1 PROFILE","","","","","",""
"82011600008003","Nodes","Logger 1084, HUNTSPOND DR","21.000000","27.125677","Val Log Post","Known Flow","452300.764231","106823.181278","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600002215","Nodes","2215","21.000000","26.533774","Default Known Flow Node","Known Flow","452459.639274","106454.306177","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000551","Nodes","551","21.000000","26.676184","DDS demands","Known Flow","452402.468164","106628.713100","","0.000000","","","","","","","-20.620000","","","","","","-18.438774","-20.620000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002346","Nodes","2346","21.000000","26.719902","Default Known Flow Node","Known Flow","452382.889253","106665.806235","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000555","Nodes","555","21.000000","25.517370","DDS demands","Known Flow","452606.056996","105967.537416","","0.000000","","","","","","","-13.179999","","","","","","-11.785791","-13.179999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000554","Nodes","554","21.000000","25.583792","DDS demands","Known Flow","452553.564333","106154.502751","","0.000000","","","","","","","-16.070000","","","","","","-14.370081","-16.070000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000343","Nodes","343","21.000000","26.456415","DDS demands","Known Flow","452483.639281","106399.681162","","0.000000","","","","-5.219999","","","-17.639999","","","","","","-20.441820","-22.859998","","","","","","","C4 PROFILE","","","D1 PROFILE","","","","","",""
