"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"82620900000122","Nodes",,21.000000,30.651092,"Default Known Flow Node","Known Flow",394432.068755,96032.082007,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000120","Nodes",,21.000000,35.272001,"DDS demands","Known Flow",394351.717463,95730.829259,,0.000000,,,,,-3.020000,,,,,-2.700538,-3.020000,,"",,,,,"D1 PROFILE",,,,
"82620900000103","Nodes",,21.000000,32.369309,"DDS demands","Known Flow",394629.116538,95018.310065,,0.000000,,,,,-1.370000,,,,,-1.225078,-1.370000,,"",,,,,"D1 PROFILE",,,,
"82620900000101","Nodes",,21.000000,31.403369,"DDS demands","Known Flow",394640.629541,95048.365074,,0.000000,,,,,-4.449999,,,,,-3.979269,-4.449999,,"",,,,,"D1 PROFILE",,,,
"82620900293243","Nodes",,21.000000,33.697666,"Default Known Flow Node","Known Flow",394078.048064,95611.582679,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900293248","Nodes",,21.000000,33.737030,"Default Known Flow Node","Known Flow",394114.712684,95587.644322,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000021","Nodes",,21.000000,33.880749,"DDS demands","Known Flow",394140.724937,95478.753015,,0.000000,,,,,-8.290000,,,,,-7.413066,-8.290000,,"",,,,,"D1 PROFILE",,,,
"82620900000096","Nodes",,21.000000,25.085476,"DDS demands","Known Flow",394695.146861,95051.877564,,0.000000,,,,,-0.680000,,,,,-0.608068,-0.680000,,"",,,,,"D1 PROFILE",,,,
"82620900000095","Nodes",,21.000000,30.864449,"DDS demands","Known Flow",394666.266548,95057.286076,,0.000000,,,,,-3.410000,,,,,-3.049283,-3.410000,,"",,,,,"D1 PROFILE",,,,
"82620900293356","Nodes",,21.000000,32.335777,"Default Known Flow Node","Known Flow",394646.041022,95003.260277,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000085","Nodes",,21.000000,32.581145,"Default Known Flow Node","Known Flow",394624.096537,95012.074064,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000191","Nodes",,21.000000,31.725305,"DDS demands","Known Flow",394426.631317,94762.613241,,0.000000,,,,,-2.799999,,,,,-2.503810,-2.799999,,"",,,,,"D1 PROFILE",,,,
"82620900000192","Nodes",,21.000000,31.899550,"Default Known Flow Node","Known Flow",394360.225465,94804.215007,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000042","Nodes",,21.000000,32.209415,"DDS demands","Known Flow",394441.517876,94775.233173,,0.000000,,,,,-11.180000,,,,,-9.997356,-11.180000,,"",,,,,"D1 PROFILE",,,,
"82620900000179","Nodes",,21.000000,32.431054,"DDS demands","Known Flow",394470.173495,94839.079017,,0.000000,,-26.440000,,,-4.880000,,,,,-28.006904,-31.320001,,"",,"C2 PROFILE",,,"D1 PROFILE",,,,
"82620900000113","Nodes",,21.000000,26.680967,"DDS demands","Known Flow",394505.463325,94508.062233,,0.000000,,,,,-13.000000,,,,,-11.624833,-13.000000,,"",,,,,"D1 PROFILE",,,,
"82620900000111","Nodes","P00103507, Dillons Gardens Plots 1-5, 5.48",22.999998,27.397025,"CSEP DDS Matched","Known Flow",394541.024514,94605.917953,,0.000000,,,,,-14.179999,-5.480000,,,,-17.580323,-19.660001,,"",,,,,"D1 PROFILE","DC PROFILE",,,
"82620900000087","Nodes",,21.000000,32.285782,"DDS demands","Known Flow",394654.572874,94975.697930,,0.000000,,,,,-15.869999,,,,,-14.191237,-15.869999,,"",,,,,"D1 PROFILE",,,,
"82620900000104","Nodes",,21.000000,31.923663,"DDS demands","Known Flow",394683.846553,94969.831052,,0.000000,,,,,-3.619999,,,,,-3.237068,-3.619999,,"",,,,,"D1 PROFILE",,,,
"82620900293455","Nodes",,21.000000,32.345087,"Default Known Flow Node","Known Flow",394638.794942,94996.833721,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000086","Nodes",,21.000000,32.283390,"DDS demands","Known Flow",394645.450542,94977.415054,,0.000000,,,,,-6.670000,,,,,-5.964433,-6.670000,,"",,,,,"D1 PROFILE",,,,
"82620900293458","Nodes",,21.000000,32.149921,"Default Known Flow Node","Known Flow",394667.138946,94997.124727,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000141","Nodes",,21.000000,23.561137,"DDS demands","Known Flow",394812.102701,94901.348511,,0.000000,,,,,-18.440000,,,,,-16.489378,-18.440000,,"",,,,,"D1 PROFILE",,,,
"82620900000115","Nodes",,21.000000,26.721122,"DDS demands","Known Flow",394500.320398,94486.761807,,0.000000,,,,,-0.660000,,,,,-0.590183,-0.660000,,"",,,,,"D1 PROFILE",,,,
"82620900000088","Nodes",,21.000000,30.864877,"DDS demands","Known Flow",394642.675542,94964.226051,,0.000000,,,,,-17.159999,,,,,-15.344779,-17.159999,,"",,,,,"D1 PROFILE",,,,
"82620900000107","Nodes",,21.000000,32.116653,"Default Known Flow Node","Known Flow",394654.982545,94933.353042,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000106","Nodes",,21.000000,31.923108,"DDS demands","Known Flow",394695.329556,94950.099047,,0.000000,,,,,-0.589999,,,,,-0.527588,-0.589999,,"",,,,,"D1 PROFILE",,,,
"82620900000190","Nodes",,21.000000,23.345272,"Default Known Flow Node","Known Flow",394751.981571,94852.555020,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900303790","Nodes",,21.000000,23.497829,"Default Known Flow Node","Known Flow",394775.902115,94907.913213,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900303793","Nodes",,21.000000,23.500169,"Default Known Flow Node","Known Flow",394788.246722,94942.686823,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000149","Nodes",,21.000000,23.561273,"DDS demands","Known Flow",394819.008367,94887.337516,,0.000000,,,,,-0.560000,,,,,-0.500762,-0.560000,,"",,,,,"D1 PROFILE",,,,
"82620900000131","Nodes",,21.000000,33.194124,"DDS demands","Known Flow",394050.195372,95330.017432,,0.000000,,,,,-5.789999,,,,,-5.177521,-5.789999,,"",,,,,"D1 PROFILE",,,,
"82620900000026","Nodes",,21.000000,33.406208,"DDS demands","Known Flow",394060.282383,95360.673159,,0.000000,,,,,-3.029999,,,,,-2.709480,-3.029999,,"",,,,,"D1 PROFILE",,,,
"82620900000023","Nodes",,21.000000,33.471223,"DDS demands","Known Flow",394076.878172,95391.473291,,0.000000,,,,,-8.830000,,,,,-7.895944,-8.830000,,"",,,,,"D1 PROFILE",,,,
"82620900293247","Nodes",,21.000000,33.724617,"Default Known Flow Node","Known Flow",394092.485802,95477.794076,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000166","Nodes",,21.000000,33.445516,"DDS demands","Known Flow",394144.125851,95390.403668,,0.000000,,,,,-2.840000,,,,,-2.539578,-2.840000,,"",,,,,"D1 PROFILE",,,,
"82620900000024","Nodes",,21.000000,33.436074,"DDS demands","Known Flow",394167.743189,95397.644595,,0.000000,,,,,-6.619999,,,,,-5.919722,-6.619999,,"",,,,,"D1 PROFILE",,,,
"82620900000025","Nodes",,21.000000,33.422777,"DDS demands","Known Flow",394121.999097,95397.684628,,0.000000,,,,,-1.609999,,,,,-1.439690,-1.609999,,"",,,,,"D1 PROFILE",,,,
"82620900000015","Nodes",,21.000000,35.145388,"Default Known Flow Node","Known Flow",394260.752943,95340.215841,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000017","Nodes",,21.000000,35.163208,"DDS demands","Known Flow",394328.025556,95327.869254,,0.000000,,,,,-7.129999,,,,,-6.375773,-7.129999,,"",,,,,"D1 PROFILE",,,,
"82620900000013","Nodes",,21.000000,35.606838,"DDS demands","Known Flow",394277.745122,95498.325699,,0.000000,,,,,-27.809999,,,,,-24.868198,-27.809999,,"",,,,,"D1 PROFILE",,,,
"82620900000019","Nodes",,21.000000,34.546571,"DDS demands","Known Flow",394446.395488,95065.040078,,0.000000,,,,,-25.829999,,,,,-23.097648,-25.829999,,"",,,,,"D1 PROFILE",,,,
"82620900000018","Nodes",,21.000000,35.152058,"DDS demands","Known Flow",394370.534468,95362.104159,,0.000000,,,,,-2.959999,,,,,-2.646885,-2.959999,,"",,,,,"D1 PROFILE",,,,
"82620900000170","Nodes",,21.000000,36.036032,"DDS demands","Known Flow",394401.521993,95435.276139,,0.000000,,,,,-10.180000,,,,,-9.103139,-10.180000,,"",,,,,"D1 PROFILE",,,,
"82620900293307","Nodes",,21.000000,34.342947,"Default Known Flow Node","Known Flow",394471.882495,95032.572069,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900293302","Nodes",,21.000000,34.123149,"Default Known Flow Node","Known Flow",394446.657960,95007.483932,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000108","Nodes",,21.000000,34.067018,"DDS demands","Known Flow",394442.281487,94997.169060,,0.000000,,,,,-9.659999,,,,,-8.638144,-9.659999,,"",,,,,"D1 PROFILE",,,,
"82620900000073","Nodes",,21.000000,36.331212,"DDS demands","Known Flow",394485.002937,95408.839056,,0.000000,,,,,-4.929999,,,,,-4.408494,-4.929999,,"",,,,,"D1 PROFILE",,,,
"82620900293311","Nodes",,21.000000,36.341605,"Default Known Flow Node","Known Flow",394490.506500,95431.572178,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000074","Nodes",,21.000000,36.307331,"DDS demands","Known Flow",394493.896869,95431.770756,,0.000000,,,,,-3.640000,,,,,-3.254953,-3.640000,,"",,,,,"D1 PROFILE",,,,
"82620900000075","Nodes",,21.000000,36.299264,"DDS demands","Known Flow",394493.115501,95454.142184,,0.000000,,,,,-1.760000,,,,,-1.573823,-1.760000,,"",,,,,"D1 PROFILE",,,,
"82620900000077","Nodes",,21.000000,36.198082,"DDS demands","Known Flow",394528.272511,95433.784178,,0.000000,,,,,-1.879999,,,,,-1.681129,-1.879999,,"",,,,,"D1 PROFILE",,,,
"82620900000076","Nodes",,21.000000,36.248153,"DDS demands","Known Flow",394512.118641,95432.838027,,0.000000,,,,,-1.460000,,,,,-1.305558,-1.460000,,"",,,,,"D1 PROFILE",,,,
"82620900000097","Nodes",,21.000000,24.839616,"DDS demands","Known Flow",394703.478067,95056.428491,,0.000000,,,,,-4.550000,,,,,-4.068691,-4.550000,,"",,,,,"D1 PROFILE",,,,
"82620900000105","Nodes",,21.000000,32.132983,"DDS demands","Known Flow",394659.929546,95010.930063,,0.000000,,,,,-3.950000,,,,,-3.532160,-3.950000,,"",,,,,"D1 PROFILE",,,,
"82620900000014","Nodes",,21.000000,36.527425,"DDS demands","Known Flow",394511.514506,95402.956170,,0.000000,-1.960000,,,,,,,,,-1.752667,-1.960000,,"","C1 PROFILE",,,,,,,,
"82620900000078","Nodes",,21.000000,36.161576,"DDS demands","Known Flow",394546.530516,95467.685188,,0.000000,,,,,-2.329999,,,,,-2.083527,-2.329999,,"",,,,,"D1 PROFILE",,,,
"82620900293324","Nodes",,21.000000,33.013717,"Default Known Flow Node","Known Flow",394543.105313,95003.076022,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000084","Nodes",,21.000000,35.361676,"DDS demands","Known Flow",394641.491406,95309.475861,,0.000000,,,,,-2.759999,,,,,-2.468041,-2.759999,,"",,,,,"D1 PROFILE",,,,
"82620900000041","Nodes",,21.000000,33.276505,"DDS demands","Known Flow",394560.174159,95043.966278,,0.000000,,,,,-26.860000,,,,,-24.018693,-26.860000,,"",,,,,"D1 PROFILE",,,,
"82620900293335","Nodes",,21.000000,33.419288,"Default Known Flow Node","Known Flow",394567.107207,95060.575140,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900306733","Nodes",,21.000000,34.088168,"Default Known Flow Node","Known Flow",394516.662115,95063.451558,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900306734","Nodes",,21.000000,34.131627,"Default Known Flow Node","Known Flow",394598.367856,95133.031344,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900293358","Nodes",,21.000000,31.781512,"Default Known Flow Node","Known Flow",394647.270948,95119.204370,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900293351","Nodes",,21.000000,32.364900,"Default Known Flow Node","Known Flow",394634.603567,95002.160172,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000172","Nodes",,21.000000,37.586340,"DDS demands","Known Flow",394630.947284,95378.342942,,0.000000,-1.029999,,,,,,,,,-0.921044,-1.029999,,"","C1 PROFILE",,,,,,,,
"82620900000032","Nodes",,21.000000,37.254305,"DDS demands","Known Flow",394643.814864,95431.347033,,0.000000,,,,,-7.020000,,,,,-6.277409,-7.020000,,"",,,,,"D1 PROFILE",,,,
"82620900000079","Nodes",,21.000000,35.667377,"DDS demands","Known Flow",394633.486883,95212.083280,,0.000000,,,,,-15.010000,,,,,-13.422211,-15.010000,,"",,,,,"D1 PROFILE",,,,
"82620900293359","Nodes",,21.000000,31.403369,"Default Known Flow Node","Known Flow",394649.991544,95029.184068,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000102","Nodes",,21.000000,31.403369,"Default Known Flow Node","Known Flow",394668.972549,95037.588071,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900293360","Nodes",,21.000000,31.272567,"Default Known Flow Node","Known Flow",394652.875544,95023.440067,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000186","Nodes",,21.000000,30.993723,"Default Known Flow Node","Known Flow",394660.313547,95080.520082,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000187","Nodes",,21.000000,31.087976,"Default Known Flow Node","Known Flow",394655.547895,95097.632052,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900293371","Nodes",,21.000000,30.812142,"Default Known Flow Node","Known Flow",394684.292310,95098.983734,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000036","Nodes",,21.000000,30.771147,"DDS demands","Known Flow",394691.379103,95094.618691,,0.000000,,,,,-3.280000,,,,,-2.933034,-3.280000,,"",,,,,"D1 PROFILE",,,,
"82620900000031","Nodes",,21.000000,38.628225,"DDS demands","Known Flow",394691.462537,95343.087124,,0.000000,-1.659999,,,,-13.199999,,,,,-13.288077,-14.859998,,"","C1 PROFILE",,,,"D1 PROFILE",,,,
"82620900293386","Nodes",,21.000000,29.709641,"Default Known Flow Node","Known Flow",394711.487823,95122.325723,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000098","Nodes",,21.000000,24.659655,"DDS demands","Known Flow",394727.729565,95030.915069,,0.000000,,,,,-8.590000,,,,,-7.681332,-8.590000,,"",,,,,"D1 PROFILE",,,,
"82620900293381","Nodes",,21.000000,29.809798,"Default Known Flow Node","Known Flow",394701.882901,95145.636317,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000174","Nodes",,21.000000,39.020753,"Default Known Flow Node","Known Flow",394885.665336,95328.443791,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900293385","Nodes",,21.000000,29.805226,"Default Known Flow Node","Known Flow",394710.740900,95141.632061,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000100","Nodes",,21.000000,24.409984,"DDS demands","Known Flow",394744.010569,95020.794066,,0.000000,,,,,-0.649999,,,,,-0.581241,-0.649999,,"",,,,,"D1 PROFILE",,,,
"82620900293391","Nodes",,21.000000,29.227943,"Default Known Flow Node","Known Flow",394731.371979,95114.300702,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000037","Nodes",,21.000000,28.957636,"DDS demands","Known Flow",394754.023079,95105.914716,,0.000000,,,,,-26.390000,,,,,-23.598409,-26.390000,,"",,,,,"D1 PROFILE",,,,
"82620900000046","Nodes",,21.000000,28.696901,"DDS demands","Known Flow",394762.235548,95130.759921,,0.000000,,,,,-0.029999,,,,,-0.026826,-0.029999,,"",,,,,"D1 PROFILE",,,,
"82620900306732","Nodes",,21.000000,34.088168,"Default Known Flow Node","Known Flow",394514.867507,95059.562077,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900293284","Nodes",,21.000000,36.356741,"Default Known Flow Node","Known Flow",394353.371463,95656.236239,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000091","Nodes",,21.000000,37.241771,"DDS demands","Known Flow",394445.458488,95674.676244,,0.000000,,,,,-10.800000,,,,,-9.657553,-10.800000,,"",,,,,"D1 PROFILE",,,,
"82620900000053","Nodes",,21.000000,37.522169,"DDS demands","Known Flow",394475.232496,95682.237246,,0.000000,,,,,-7.479999,,,,,-6.688749,-7.479999,,"",,,,,"D1 PROFILE",,,,
"82620900293306","Nodes",,21.000000,36.532891,"Default Known Flow Node","Known Flow",394466.272494,95730.701259,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000092","Nodes",,21.000000,36.798880,"DDS demands","Known Flow",394494.756501,95636.059234,,0.000000,,,,,-6.869999,,,,,-6.143277,-6.869999,,"",,,,,"D1 PROFILE",,,,
"82620900293305","Nodes",,21.000000,37.055738,"Default Known Flow Node","Known Flow",394458.585492,95610.097226,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000159","Nodes",,21.000000,33.737720,"DDS demands","Known Flow",394154.924468,95668.050782,,0.000000,,,,,-2.759999,,,,,-2.468041,-2.759999,,"",,,,,"D1 PROFILE",,,,
"82620900000160","Nodes",,21.000000,33.668669,"DDS demands","Known Flow",394150.777084,95687.249943,,0.000000,,,,,-3.720000,,,,,-3.326490,-3.720000,,"",,,,,"D1 PROFILE",,,,
"82620900000183","Nodes",,21.000000,33.918785,"DDS demands","Known Flow",394186.765561,95701.604632,,0.000000,,,,,-3.199999,,,,,-2.861497,-3.199999,,"",,,,,"D1 PROFILE",,,,
"82620900000069","Nodes",,21.000000,34.677425,"DDS demands","Known Flow",394261.134818,95714.981380,,0.000000,,,,,-3.199999,,,,,-2.861497,-3.199999,,"",,,,,"D1 PROFILE",,,,
"82620900000065","Nodes",,21.000000,35.686162,"DDS demands","Known Flow",394353.377463,95720.365256,,0.000000,,,,,-7.250000,,,,,-6.483080,-7.250000,,"",,,,,"D1 PROFILE",,,,
"82620900000064","Nodes",,21.000000,35.433340,"DDS demands","Known Flow",394400.666476,95807.769280,,0.000000,,,,,-7.430000,,,,,-6.644039,-7.430000,,"",,,,,"D1 PROFILE",,,,
"82620900000062","Nodes",,21.000000,35.645111,"DDS demands","Known Flow",394431.688484,95790.966276,,0.000000,,,,,-1.999999,,,,,-1.788435,-1.999999,,"",,,,,"D1 PROFILE",,,,
"82620900000063","Nodes",,21.000000,35.577216,"DDS demands","Known Flow",394456.228491,95802.746279,,0.000000,,,,,-4.679999,,,,,-4.184939,-4.679999,,"",,,,,"D1 PROFILE",,,,
"82620900293297","Nodes",,21.000000,35.692334,"Default Known Flow Node","Known Flow",394433.123485,95788.236275,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000056","Nodes",,21.000000,35.853172,"DDS demands","Known Flow",394440.199487,95754.592266,,0.000000,,,,,-5.670000,,,,,-5.070216,-5.670000,,"",,,,,"D1 PROFILE",,,,
"82620900293316","Nodes",,21.000000,35.310779,"Default Known Flow Node","Known Flow",394498.506502,95745.327263,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000054","Nodes",,21.000000,36.162353,"DDS demands","Known Flow",394451.882490,95740.966262,,0.000000,,,,,-2.390000,,,,,-2.137181,-2.390000,,"",,,,,"D1 PROFILE",,,,
"82620900000055","Nodes",,21.000000,36.126969,"DDS demands","Known Flow",394432.967485,95731.696260,,0.000000,,,,,-3.720000,,,,,-3.326490,-3.720000,,"",,,,,"D1 PROFILE",,,,
"82620900293298","Nodes",,21.000000,37.055738,"Default Known Flow Node","Known Flow",394435.103485,95585.828220,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900293235","Nodes",,21.000000,33.451146,"Default Known Flow Node","Known Flow",394004.187438,95570.277713,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000010","Nodes",,21.000000,38.349320,"DDS demands","Known Flow",394536.100513,95691.286249,,0.000000,,,,,-10.800000,,,,,-9.657553,-10.800000,,"",,,,,"D1 PROFILE",,,,
"82620900000057","Nodes",,21.000000,35.167436,"DDS demands","Known Flow",394519.941508,95747.600264,,0.000000,,,,,-6.939999,,,,,-6.205872,-6.939999,,"",,,,,"D1 PROFILE",,,,
"82620900000059","Nodes",,21.000000,34.306014,"DDS demands","Known Flow",394551.333517,95764.081268,,0.000000,,,,,-2.549999,,,,,-2.280255,-2.549999,,"",,,,,"D1 PROFILE",,,,
"82620900000049","Nodes",,21.000000,40.535855,"DDS demands","Known Flow",394656.613218,95687.592176,,0.000000,,,,,-16.299999,,,,,-14.575751,-16.299999,,"",,,,,"D1 PROFILE",,,,
"82620900000060","Nodes",,21.000000,33.847632,"DDS demands","Known Flow",394495.139502,95807.936280,,0.000000,,,,,-8.260000,,,,,-7.386240,-8.260000,,"",,,,,"D1 PROFILE",,,,
"82620900293345","Nodes",,21.000000,37.632651,"Default Known Flow Node","Known Flow",394619.619535,95506.309198,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000009","Nodes",,21.000000,42.484900,"DDS demands","Known Flow",394726.389412,95544.161065,,0.000000,,,,,-4.330000,,,,,-3.871963,-4.330000,,"",,,,,"D1 PROFILE",,,,
"82620900000058","Nodes",,21.000000,35.021899,"DDS demands","Known Flow",394533.316512,95708.308253,,0.000000,,,,,-3.469999,,,,,-3.102936,-3.469999,,"",,,,,"D1 PROFILE",,,,
"82620900293337","Nodes",,21.000000,34.229598,"Default Known Flow Node","Known Flow",394569.956550,95774.591328,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900293344","Nodes",,21.000000,37.638249,"Default Known Flow Node","Known Flow",394618.145615,95513.824433,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000061","Nodes",,21.000000,34.223898,"DDS demands","Known Flow",394571.201522,95773.544271,,0.000000,,,,,-5.899999,,,,,-5.275885,-5.899999,,"",,,,,"D1 PROFILE",,,,
"82620900293395","Nodes",,21.000000,42.687495,"Default Known Flow Node","Known Flow",394751.636501,95658.046585,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900293377","Nodes",,21.000000,37.830097,"Default Known Flow Node","Known Flow",394696.272189,95780.432411,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900000090","Nodes",,21.000000,42.518669,"DDS demands","Known Flow",394696.529646,95611.605682,,0.000000,,,,,-4.179999,,,,,-3.737830,-4.179999,,"",,,,,"D1 PROFILE",,,,
"82620900000094","Nodes",,21.000000,31.211381,"DDS demands","Known Flow",394659.466022,95114.071961,,0.000000,,,,,-4.449999,,,,,-3.979269,-4.449999,,"",,,,,"D1 PROFILE",,,,
"82620900000194","Nodes",,21.000000,29.316207,"Default Known Flow Node","Known Flow",394723.616157,95117.410986,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82620900212302","Nodes",,21.000000,33.473597,"Default Known Flow Node","Known Flow",394023.684438,95570.460645,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
