"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"82011100000165","Nodes","165",21.000000,35.645160,"DDS demands","Known Flow",386476.254641,123027.413421,,0.000000,-4.139999,,,,,,,,,,-3.702062,-4.139999,,"","C1 PROFILE",,,,,,,,,
"82011100000057","Nodes","57",21.000000,35.475262,"DDS demands","Known Flow",386468.125781,123017.863975,,0.000000,,,,,,-1.649999,,,,,-1.475459,-1.649999,,"",,,,,,"D1 PROFILE",,,,
"82011100000350","Nodes","350",21.000000,41.317582,"DDS demands","Known Flow",387098.121489,123779.435892,,0.000000,,,,,,-2.369999,,,,,-2.119296,-2.369999,,"",,,,,,"D1 PROFILE",,,,
"82011100000349","Nodes","349",21.000000,41.324067,"DDS demands","Known Flow",387088.461500,123792.681031,,0.000000,,,,,,-3.099999,,,,,-2.772075,-3.099999,,"",,,,,,"D1 PROFILE",,,,
"82011100000346","Nodes","346",21.000000,41.467751,"DDS demands","Known Flow",387123.371496,123825.560904,,0.000000,,,,,,-11.109999,,,,,-9.934760,-11.109999,,"",,,,,,"D1 PROFILE",,,,
"82011100000127","Nodes","127",21.000000,37.924560,"Default Known Flow Node","Known Flow",386973.371455,123412.060792,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000126","Nodes","126",21.000000,38.696190,"Default Known Flow Node","Known Flow",386922.432548,123372.437907,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000317","Nodes","317",21.000000,38.965927,"Default Known Flow Node","Known Flow",386906.996437,123363.185778,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010695","Nodes","-206083",21.000000,49.529585,"Default Known Flow Node","Known Flow",385639.757034,122653.024110,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010696","Nodes","-206085",21.000000,49.566983,"Default Known Flow Node","Known Flow",385640.496092,122650.560584,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000264","Nodes","264",21.000000,48.184691,"DDS demands","Known Flow",385624.121088,122737.810608,,0.000000,,,,,,-18.170000,,,,,-16.247939,-18.170000,,"",,,,,,"D1 PROFILE",,,,
"82011100010694","Nodes","-206082",21.000000,48.445075,"Default Known Flow Node","Known Flow",385637.371091,122739.060608,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010697","Nodes","-206087",21.000000,49.566983,"Default Known Flow Node","Known Flow",385647.371094,122652.560585,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000380","Nodes","380",21.000000,40.871165,"DDS demands","Known Flow",386052.371204,122853.560640,,0.000000,,-76.999997,,,,,,,,,-68.854775,-76.999997,,"",,"C2 PROFILE",,,,,,,,
"82011100000379","Nodes","379",21.000000,47.369717,"DDS demands","Known Flow",386084.246213,122868.560644,,0.000000,,,,-3.930000,,-1.190000,,,,,-4.578395,-5.119999,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,
"82011100000048","Nodes","48",21.000000,40.980916,"DDS demands","Known Flow",386225.871251,122780.310620,,0.000000,,,,,,-18.389999,,,,,-16.444666,-18.389999,,"",,,,,,"D1 PROFILE",,,,
"82011100000194","Nodes","194",21.000000,42.193587,"DDS demands","Known Flow",386246.496257,122953.060667,,0.000000,-28.049999,,,,,-8.439999,,,,,-32.630010,-36.490000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,
"82011100010679","Nodes","-182525",21.000000,39.378066,"Default Known Flow Node","Known Flow",386335.818419,122984.550677,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010677","Nodes","-182523",21.000000,40.938098,"Default Known Flow Node","Known Flow",386248.882517,122791.289947,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010678","Nodes","-182524",21.000000,40.938098,"Default Known Flow Node","Known Flow",386273.371264,122787.060622,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010683","Nodes","-185377",21.000000,42.430699,"Default Known Flow Node","Known Flow",386242.621256,122937.810663,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000046","Nodes","46",21.000000,42.234798,"DDS demands","Known Flow",386222.496250,122909.060655,,0.000000,-0.860000,,,,,-5.830000,,,,,-5.982318,-6.690000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,
"82011100000073","Nodes","73",21.000000,28.719993,"DDS demands","Known Flow",386831.496416,122672.185590,,0.000000,,,,,,-5.239999,,,,,-4.685701,-5.239999,,"",,,,,,"D1 PROFILE",,,,
"82011100000241","Nodes","241",21.000000,28.828981,"DDS demands","Known Flow",386826.496415,122734.685607,,0.000000,,,,,,-11.740000,,,,,-10.498118,-11.740000,,"",,,,,,"D1 PROFILE",,,,
"82011100000074","Nodes","74",21.000000,25.531772,"DDS demands","Known Flow",386940.496446,122544.685556,,0.000000,,,,,,-4.880000,,,,,-4.363783,-4.880000,,"",,,,,,"D1 PROFILE",,,,
"82011100000076","Nodes","76",21.000000,24.563901,"DDS demands","Known Flow",386979.871457,122482.560539,,0.000000,,,,,,-5.960000,,,,,-5.329538,-5.960000,,"",,,,,,"D1 PROFILE",,,,
"82011100000064","Nodes","64",21.000000,30.776132,"DDS demands","Known Flow",386985.246458,122870.560644,,0.000000,-49.810000,,,-1.080000,,-19.099999,,,,,-62.586311,-69.989998,,"","C1 PROFILE",,,"C4 PROFILE",,"D1 PROFILE",,,,
"82011100010612","Nodes","-149876",21.000000,30.776132,"Default Known Flow Node","Known Flow",386982.246457,122871.810645,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000196","Nodes","196",21.000000,30.664717,"DDS demands","Known Flow",386584.278349,122794.061623,,0.000000,,,,,,-8.250000,,,,,-7.377297,-8.250000,,"",,,,,,"D1 PROFILE",,,,
"82011100000197","Nodes","197",21.000000,29.351372,"DDS demands","Known Flow",386612.894357,122669.194589,,0.000000,,,,,,-6.540000,,,,,-5.848185,-6.540000,,"",,,,,,"D1 PROFILE",,,,
"82011100000056","Nodes","56",21.000000,31.280704,"DDS demands","Known Flow",386621.996359,122846.560638,,0.000000,-5.429999,,,-4.360000,,-12.939999,,,,,-20.325572,-22.729998,,"","C1 PROFILE",,,"C4 PROFILE",,"D1 PROFILE",,,,
"82011100000424","Nodes","424",21.000000,32.671788,"DDS demands","Known Flow",386549.371339,122914.560656,,0.000000,,,,-6.409999,,-12.449999,,,,,-16.864949,-18.859999,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,
"82011100000375","Nodes","375",21.000000,31.165775,"DDS demands","Known Flow",386638.621364,122834.060634,,0.000000,,,,,,-6.849999,,,,,-6.125392,-6.849999,,"",,,,,,"D1 PROFILE",,,,
"82011100000376","Nodes","376",21.000000,31.165775,"Default Known Flow Node","Known Flow",386661.121370,122865.060643,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000377","Nodes","377",21.000000,31.165775,"Default Known Flow Node","Known Flow",386675.871374,122909.560655,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000060","Nodes","60",21.000000,30.604189,"DDS demands","Known Flow",386690.996378,122796.810624,,0.000000,,,,,,-1.809999,,,,,-1.618534,-1.809999,,"",,,,,,"D1 PROFILE",,,,
"82011100000198","Nodes","198",21.000000,30.580053,"DDS demands","Known Flow",386693.121379,122798.060625,,0.000000,,,-9.180000,,,,,,,,-8.208920,-9.180000,,"",,,"C3  PROFILE",,,,,,,
"82011100000239","Nodes","239",21.000000,30.379244,"DDS demands","Known Flow",386732.745019,122757.309082,,0.000000,,,-10.970000,,,-11.830000,,,,,-20.388169,-22.800000,,"",,,"C3  PROFILE",,,"D1 PROFILE",,,,
"82011100000061","Nodes","61",21.000000,30.577552,"Default Known Flow Node","Known Flow",386741.996392,122831.685634,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000062","Nodes","62",21.000000,31.762092,"DDS demands","Known Flow",386747.496393,122964.060670,,0.000000,,,,,,-23.289999,,,,,-20.826334,-23.289999,,"",,,,,,"D1 PROFILE",,,,
"82011100000075","Nodes","75",21.000000,25.486548,"Default Known Flow Node","Known Flow",386968.496453,122495.685542,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010708","Nodes","-2134",21.000000,25.622239,"Default Known Flow Node","Known Flow",386907.996437,122586.060567,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010736","Nodes","-313",21.000000,23.946897,"Default Known Flow Node","Known Flow",387255.496532,122987.685676,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000312","Nodes","312",21.000000,24.054504,"DDS demands","Known Flow",387237.496527,122969.810671,,0.000000,,,,,,-5.870000,,,,,-5.249059,-5.870000,,"",,,,,,"D1 PROFILE",,,,
"82011100000206","Nodes","206",21.000000,22.834458,"DDS demands","Known Flow",387342.996555,122513.685547,,0.000000,,,,,,-4.480000,,,,,-4.006096,-4.480000,,"",,,,,,"D1 PROFILE",,,,
"82011100010570","Nodes","-143738",21.000000,22.598298,"Default Known Flow Node","Known Flow",387427.246578,122507.310545,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000314","Nodes","314 (P10124338)",21.000000,24.090632,"DDS demands","Known Flow",387266.496535,122913.560656,,0.000000,,,,,,-3.559999,,,,,-3.183415,-3.559999,,"",,,,,,"D1 PROFILE",,,,
"82011100000392","Nodes","392, P10124338/01",26.000000,24.137707,"CSEP Unmatched","Known Flow",387277.371538,122908.060654,,0.000000,,,,,,,-289.999999,,,0.000000,-259.323189,-289.999999,,"",,,,,,,"DC PROFILE",,,"PL-PL PROFILE"
"82011100000233","Nodes","233",21.000000,22.837990,"DDS demands","Known Flow",387336.871554,122572.060563,,0.000000,,,,,,-4.559999,,,,,-4.077633,-4.559999,,"",,,,,,"D1 PROFILE",,,,
"82011100000219","Nodes","219",21.000000,26.350765,"DDS demands","Known Flow",387056.794068,122748.828544,,0.000000,,,,,,-6.229999,,,,,-5.570977,-6.229999,,"",,,,,,"D1 PROFILE",,,,
"82011100000068","Nodes","68",21.000000,26.321764,"DDS demands","Known Flow",387065.267029,122728.007868,,0.000000,,,,,,-12.000000,,,,,-10.730614,-12.000000,,"",,,,,,"D1 PROFILE",,,,
"82011100000220","Nodes","220",21.000000,25.579709,"DDS demands","Known Flow",387121.871495,122744.060610,,0.000000,,,,,,-13.720000,,,,,-12.268670,-13.720000,,"",,,,,,"D1 PROFILE",,,,
"82011100000221","Nodes","221",21.000000,24.695342,"DDS demands","Known Flow",387200.121517,122776.310619,,0.000000,,,,,,-14.300000,,,,,-12.787315,-14.300000,,"",,,,,,"D1 PROFILE",,,,
"82011100008000","Nodes","8000, 3331",21.000000,20.738151,"OPR","Known Flow",387220.496522,122672.185590,,0.000000,,,,,,-5.389999,,,,,-4.819834,-5.389999,,"",,,,,,"D1 PROFILE",,,,
"82011100000230","Nodes","230",21.000000,20.433131,"DDS demands","Known Flow",387240.496527,122643.685582,,0.000000,,,,,,-6.419999,,,,,-5.740878,-6.419999,,"",,,,,,"D1 PROFILE",,,,
"82011100010613","Nodes","-149897",21.000000,20.183327,"Default Known Flow Node","Known Flow",387273.746537,122715.810602,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000223","Nodes","223",21.000000,20.178122,"DDS demands","Known Flow",387274.496537,122716.810602,,0.000000,,,,,,-9.379999,,,,,-8.387763,-9.379999,,"",,,,,,"D1 PROFILE",,,,
"82011100000023","Nodes","23",21.000000,49.005131,"DDS demands","Known Flow",385743.101872,123031.299405,,0.000000,,,,,,-17.709998,,,,,-15.836598,-17.709998,,"",,,,,,"D1 PROFILE",,,,
"82011100010700","Nodes","-206095",21.000000,48.994750,"Default Known Flow Node","Known Flow",385744.121120,123029.560687,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000289","Nodes","289",21.000000,45.319379,"Default Known Flow Node","Known Flow",386163.621234,123047.310692,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000290","Nodes","290",21.000000,44.608567,"DDS demands","Known Flow",386116.746222,123059.560696,,0.000000,-4.600000,,,,,-10.490000,,,,,-13.493748,-15.090000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,
"82011100010636","Nodes","-163373",21.000000,44.513170,"Default Known Flow Node","Known Flow",386232.371253,123272.560754,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000157","Nodes","157",21.000000,44.798763,"Default Known Flow Node","Known Flow",386257.871260,123246.560747,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010637","Nodes","-163379",21.000000,45.094937,"Default Known Flow Node","Known Flow",386291.746269,123224.060740,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000034","Nodes","34",21.000000,45.095825,"DDS demands","Known Flow",386288.121268,123220.560739,,0.000000,,,,,,-23.780001,,,,,-21.264503,-23.780001,,"",,,,,,"D1 PROFILE",,,,
"82011100000359","Nodes","359",21.000000,44.746694,"Default Known Flow Node","Known Flow",386291.621269,123218.310739,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010638","Nodes","-163380",21.000000,39.866406,"Default Known Flow Node","Known Flow",386396.621298,123130.810715,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000041","Nodes","41",21.000000,43.084293,"DDS demands","Known Flow",386218.621249,123012.810683,,0.000000,-5.630000,,,,,-15.020000,,,,,-18.465601,-20.650001,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,
"82011100000042","Nodes","42",21.000000,42.936758,"DDS demands","Known Flow",386197.996244,123007.810682,,0.000000,-1.159999,,,,,,,,,,-1.037292,-1.159999,,"","C1 PROFILE",,,,,,,,,
"82011100000040","Nodes","40",21.000000,40.014811,"DDS demands","Known Flow",386309.746274,123069.060698,,0.000000,-18.830000,,,-10.180000,,-12.140000,,,,,-36.797066,-41.150002,,"","C1 PROFILE",,,"C4 PROFILE",,"D1 PROFILE",,,,
"82011100000279","Nodes","279",21.000000,39.637357,"DDS demands","Known Flow",386276.871265,123129.060715,,0.000000,,,,,,-9.520000,,,,,-8.512955,-9.520000,,"",,,,,,"D1 PROFILE",,,,
"82011100010684","Nodes","-185388",21.000000,40.483819,"Default Known Flow Node","Known Flow",386440.371310,123174.560727,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010685","Nodes","-185390",21.000000,39.828618,"Default Known Flow Node","Known Flow",386449.371312,123160.060723,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100006999","Nodes","6999",21.000000,39.350824,"Default Known Flow Node","Known Flow",386451.871313,123140.810718,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000037","Nodes","37",21.000000,39.809767,"DDS demands","Known Flow",386452.371313,123155.310722,,0.000000,,,,,,-0.479999,,,,,-0.429224,-0.479999,,"",,,,,,"D1 PROFILE",,,,
"82011100010686","Nodes","-185395",21.000000,35.378411,"Default Known Flow Node","Known Flow",386471.746318,123017.560684,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010687","Nodes","-185398",21.000000,35.333842,"Default Known Flow Node","Known Flow",386477.776431,123024.554831,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010657","Nodes","-182321",21.000000,40.141740,"Default Known Flow Node","Known Flow",386505.516314,123210.070156,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010656","Nodes","-182320",21.000000,40.141740,"Default Known Flow Node","Known Flow",386503.871327,123213.560738,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000398","Nodes","398",21.000000,40.141740,"Default Known Flow Node","Known Flow",386500.746326,123209.560736,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000101","Nodes","101",21.000000,40.141740,"DDS demands","Known Flow",386514.621330,123192.060732,,0.000000,,-6.439999,-6.569999,,,-9.000000,,,,,-19.681736,-22.009999,,"",,"C2 PROFILE","C3  PROFILE",,,"D1 PROFILE",,,,
"82011100000105","Nodes","105",21.000000,44.862157,"DDS demands","Known Flow",386525.068212,123468.854383,,0.000000,,,,,,-13.859999,,,,,-12.393859,-13.859999,,"",,,,,,"D1 PROFILE",,,,
"82011100000389","Nodes","389",21.000000,44.874404,"Default Known Flow Node","Known Flow",386529.371334,123465.560806,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000284","Nodes","284",21.000000,45.056484,"DDS demands","Known Flow",386577.246347,123429.560796,,0.000000,-10.750000,,,,,,,,,,-9.612842,-10.750000,,"","C1 PROFILE",,,,,,,,,
"82011100010658","Nodes","-182334",21.000000,44.002348,"Default Known Flow Node","Known Flow",386619.996359,123445.060801,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010659","Nodes","-182335",21.000000,44.002348,"Default Known Flow Node","Known Flow",386620.246359,123435.060798,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010660","Nodes","-182336",21.000000,44.449225,"Default Known Flow Node","Known Flow",386649.621367,123253.810749,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000102","Nodes","102",21.000000,44.199362,"DDS demands","Known Flow",386651.371367,123251.810748,,0.000000,,,,,,-1.949999,,,,,-1.743724,-1.949999,,"",,,,,,"D1 PROFILE",,,,
"82011100010661","Nodes","-182337",21.000000,44.021260,"Default Known Flow Node","Known Flow",386648.246366,123246.810747,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000403","Nodes","403",21.000000,41.414272,"Daily Metered Site","Known Flow",386721.121386,123379.310783,,0.000000,-9.729999,,,,,-0.730000,,-178.919989,,,-169.346984,-189.379994,,"","C1 PROFILE",,,,,"D1 PROFILE",,"I2 PROFILE",,
"82011100010663","Nodes","-182345",21.000000,41.414272,"Default Known Flow Node","Known Flow",386732.871389,123397.810788,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010664","Nodes","-182346",21.000000,41.414272,"Default Known Flow Node","Known Flow",386733.860468,123399.317955,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010665","Nodes","-182349",21.000000,41.414272,"Default Known Flow Node","Known Flow",386735.496390,123401.810789,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010666","Nodes","-182350",21.000000,35.063086,"DDS demands","Known Flow",386737.621391,123220.810740,,0.000000,-5.729999,,,,,,,,,,-5.123868,-5.729999,,"","C1 PROFILE",,,,,,,,,
"82011100000249","Nodes","249",21.000000,34.739167,"DDS demands","Known Flow",386795.621406,123197.560733,,0.000000,,,,,,-8.989999,,,,,-8.039018,-8.989999,,"",,,,,,"D1 PROFILE",,,,
"82011100000125","Nodes","125",21.000000,39.667534,"DDS demands","Known Flow",386862.371425,123326.060768,,0.000000,-6.000000,,,,,-2.710000,,,,,-7.788638,-8.709999,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,
"82011100000396","Nodes","396",21.000000,39.616407,"DDS demands","Known Flow",386874.996428,123315.310765,,0.000000,,,,,,,,-18.589999,,,-16.623510,-18.589999,,"",,,,,,,,"I2 PROFILE",,
"82011100000406","Nodes","406",21.000000,39.514826,"DDS demands","Known Flow",386872.246427,123337.060771,,0.000000,-8.189999,,,,,,,,,,-7.323644,-8.189999,,"","C1 PROFILE",,,,,,,,,
"82011100000318","Nodes","318",21.000000,42.772103,"DDS demands","Known Flow",386863.371425,123490.310813,,0.000000,,,,,,-15.039999,,,,,-13.449037,-15.039999,,"",,,,,,"D1 PROFILE",,,,
"82011100010670","Nodes","-182380",21.000000,42.772099,"Default Known Flow Node","Known Flow",386863.871425,123488.310812,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000407","Nodes","407",21.000000,39.346291,"Default Known Flow Node","Known Flow",386882.746430,123345.310773,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000408","Nodes","408",21.000000,39.346291,"Default Known Flow Node","Known Flow",386885.496431,123341.185772,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010671","Nodes","-182391",21.000000,37.924560,"Default Known Flow Node","Known Flow",386971.746454,123413.560792,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010672","Nodes","-182394",21.000000,27.517414,"Default Known Flow Node","Known Flow",386988.246459,123105.810708,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000305","Nodes","305",21.000000,27.035693,"DDS demands","Known Flow",386937.996445,123094.310705,,0.000000,,,,,,-11.390000,,,,,-10.185142,-11.390000,,"",,,,,,"D1 PROFILE",,,,
"82011100000128","Nodes","128",21.000000,37.577344,"DDS demands","Known Flow",386988.871459,123393.810787,,0.000000,-9.249999,,,,,-15.020000,,,,,-21.702668,-24.269999,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,
"82011100010730","Nodes","-296656",21.000000,44.197114,"Default Known Flow Node","Known Flow",386652.621368,123250.310748,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010731","Nodes","-296658",21.000000,44.197114,"Default Known Flow Node","Known Flow",386653.496368,123249.060747,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000133","Nodes","133",21.000000,37.491614,"DDS demands","Known Flow",387034.496471,123434.060798,,0.000000,,,,,,-5.260000,,,,,-4.703586,-5.260000,,"",,,,,,"D1 PROFILE",,,,
"82011100010650","Nodes","-171466",21.000000,37.489781,"Default Known Flow Node","Known Flow",387022.371468,123448.810802,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000135","Nodes","135",21.000000,37.565616,"Default Known Flow Node","Known Flow",387041.871473,123436.060798,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000308","Nodes","308",21.000000,25.446015,"Default Known Flow Node","Known Flow",387087.000319,123051.096791,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000307","Nodes","307",21.000000,26.600956,"Default Known Flow Node","Known Flow",387038.746473,123059.560696,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000371","Nodes","371",21.000000,24.623992,"Default Known Flow Node","Known Flow",387146.884795,123028.828298,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000390","Nodes","390",21.000000,24.668636,"Default Known Flow Node","Known Flow",387139.621500,123034.310689,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000372","Nodes","372",21.000000,24.578603,"Default Known Flow Node","Known Flow",387137.371499,123011.560683,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010673","Nodes","-182399",21.000000,37.443072,"Default Known Flow Node","Known Flow",387000.871462,123456.560804,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
