"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"82006500000289","Nodes","289",21.000000,35.642596,"DDS demands","Known Flow",441977.872422,106084.307077,,0.000000,,,,,,,-5.379999,,,,,-4.810892,-5.379999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001750","Nodes","1750",21.000000,37.473511,"DDS demands","Known Flow",442013.011432,106466.056180,,0.000000,,,,,,,-12.229999,,,,,-10.936285,-12.229999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000411","Nodes","411",21.000000,37.135801,"DDS demands","Known Flow",442059.868674,106477.799056,,0.000000,,,,,,,-13.470000,,,,,-12.045115,-13.470000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000487","Nodes","487",21.000000,37.159000,"DDS demands","Known Flow",442197.054880,106471.100192,,0.000000,,,,,,,-4.340000,,,,,-3.880905,-4.340000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000946","Nodes","946",21.000000,29.436595,"DDS demands","Known Flow",442598.970362,105768.775456,,0.000000,,,,,,,-2.959999,,,,,-2.646885,-2.959999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000501","Nodes","501",21.000000,29.435570,"DDS demands","Known Flow",442588.902697,105773.090882,,0.000000,,,,,,,-19.459999,,,,,-17.401479,-19.459999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001430","Nodes","1430",21.000000,29.545349,"DDS demands","Known Flow",442515.380429,105782.405795,,0.000000,,,,,,,-8.890000,,,,,-7.949597,-8.890000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000760","Nodes","760",21.000000,34.917170,"DDS demands","Known Flow",440751.886089,106293.681134,,0.000000,,,,,,,-8.319999,,,,,-7.439892,-8.319999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000759","Nodes","759",21.000000,35.279678,"Default Known Flow Node","Known Flow",440742.033258,106334.271798,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000758","Nodes","758",21.000000,35.366793,"DDS demands","Known Flow",440732.761083,106344.931147,,0.000000,,,,,,,-14.439999,,,,,-12.912506,-14.439999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000806","Nodes","806",21.000000,29.473123,"DDS demands","Known Flow",442324.144618,108340.114461,,0.000000,,,,,,,-8.109999,,,,,-7.252106,-8.109999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001716","Nodes","1716",21.000000,28.196307,"Default Known Flow Node","Known Flow",442374.011530,108415.181711,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000873","Nodes","873",21.000000,37.577398,"DDS demands","Known Flow",441381.511260,107122.056359,,0.000000,,,,,,,-4.050000,,,,,-3.621582,-4.050000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000875","Nodes","875",21.000000,37.579888,"Default Known Flow Node","Known Flow",441204.514562,107123.653066,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000876","Nodes","876",21.000000,37.539491,"Default Known Flow Node","Known Flow",441053.404271,107007.158189,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000029","Nodes","29",21.000000,38.248885,"DDS demands","Known Flow",441568.534778,106711.104086,,0.000000,,,,,,,-5.440000,,,,,-4.864545,-5.440000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000030","Nodes","30",21.000000,38.898579,"DDS demands","Known Flow",441634.142451,106753.806251,,0.000000,,,,,,,-1.929999,,,,,-1.725840,-1.929999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000746","Nodes","746",21.000000,39.073537,"DDS demands","Known Flow",441653.748435,106761.663899,,0.000000,,,,,,,-1.690000,,,,,-1.511228,-1.690000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000061","Nodes","61",21.000000,36.485421,"DDS demands","Known Flow",441929.386409,107560.056478,,0.000000,,,,,,,-12.669999,,,,,-11.329740,-12.669999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000503","Nodes","503",21.000000,36.701063,"DDS demands","Known Flow",441784.791729,107522.961562,,0.000000,,,,,,,-17.950000,,,,,-16.051212,-17.950000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000060","Nodes","60",21.000000,37.080174,"DDS demands","Known Flow",441636.761329,107551.056476,,0.000000,,,,,,,-17.049999,,,,,-15.246414,-17.049999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000615","Nodes","615",21.000000,27.669724,"DDS demands","Known Flow",442159.011471,106580.806212,,0.000000,,,,,,,-5.789999,,,,,-5.177521,-5.789999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000614","Nodes","614",21.000000,27.667959,"DDS demands","Known Flow",442173.404646,106604.798948,,0.000000,,,,,,,-7.920000,,,,,-7.082205,-7.920000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000613","Nodes","613",21.000000,28.024733,"DDS demands","Known Flow",442135.386465,106626.306224,,0.000000,,,,,,,-11.779999,,,,,-10.533886,-11.779999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000565","Nodes","565",21.000000,26.791068,"DDS demands","Known Flow",442107.830854,106847.327662,,0.000000,,,,,,,-6.690000,,,,,-5.982318,-6.690000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000567","Nodes","567",21.000000,26.726884,"DDS demands","Known Flow",442097.428331,106874.058600,,0.000000,,,,,,,-6.520000,,,,,-5.830300,-6.520000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000566","Nodes","566",21.000000,26.683265,"DDS demands","Known Flow",442138.385221,106890.715700,,0.000000,,,,,,,-6.399999,,,,,-5.722994,-6.399999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000454","Nodes","454",21.000000,32.349123,"DDS demands","Known Flow",441968.384420,107234.942390,,0.000000,,,,,,,-10.549999,,,,,-9.433998,-10.549999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000455","Nodes","455",21.000000,31.322515,"DDS demands","Known Flow",441951.508240,107131.046826,,0.000000,,,,,,,-13.439999,,,,,-12.018288,-13.439999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000547","Nodes","547",21.000000,29.404174,"DDS demands","Known Flow",441913.935883,107028.876203,,0.000000,,,,,,,-12.279999,,,,,-10.980995,-12.279999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000591","Nodes","591",21.000000,26.873239,"Default Known Flow Node","Known Flow",442298.134509,107042.681337,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000426","Nodes","426",21.000000,26.897580,"DDS demands","Known Flow",442302.071520,107045.160559,,0.000000,,,,,,,-8.060000,,,,,-7.207396,-8.060000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000424","Nodes","424",21.000000,27.544196,"DDS demands","Known Flow",442380.384532,107060.306342,,0.000000,,,,,,,-8.199999,,,,,-7.332586,-8.199999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001036","Nodes","1036",21.000000,28.979158,"Default Known Flow Node","Known Flow",442614.278921,106861.563101,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001038","Nodes","1038",21.000000,29.046574,"Default Known Flow Node","Known Flow",442618.094629,106832.808986,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000150","Nodes","150",21.000000,29.204847,"DDS demands","Known Flow",442622.011597,106802.556272,,0.000000,,,,,,,-10.859999,,,,,-9.711205,-10.859999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000172","Nodes","172",21.000000,28.755376,"DDS demands","Known Flow",442852.261660,106979.056320,,0.000000,,,,,,,-1.450000,,,,,-1.296616,-1.450000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000171","Nodes","171",21.000000,28.753835,"DDS demands","Known Flow",442846.801799,106992.292559,,0.000000,,,,,,,-3.510000,,,,,-3.138704,-3.510000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000173","Nodes","173",21.000000,28.753412,"DDS demands","Known Flow",442828.386654,106989.556323,,0.000000,,,,,,,-7.909999,,,,,-7.073263,-7.909999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000152","Nodes","152",21.000000,29.365604,"Default Known Flow Node","Known Flow",442699.386618,106774.556264,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000918","Nodes","918",21.000000,28.997355,"Default Known Flow Node","Known Flow",442716.909703,106862.626389,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000170","Nodes","P07114375-N9001140, LANGDOWN SCHOOL PLOTS 1-27 SOUTHAMPTON, 27.51",24.000000,28.990538,"CSEP DDS Matched","Known Flow",442721.767113,106870.803030,,0.000000,,,,,,,-4.289999,-27.510000,,,,-28.436130,-31.799999,,"",,,,,,,"D1 PROFILE","DC PROFILE",,,
"82006500001028","Nodes","1028",21.000000,32.465429,"Default Known Flow Node","Known Flow",442390.511534,107534.681471,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001144","Nodes","1144",21.000000,32.361633,"Default Known Flow Node","Known Flow",442394.043676,107544.563602,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000595","Nodes","595",21.000000,32.284939,"Default Known Flow Node","Known Flow",442395.199997,107553.814169,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001422","Nodes","1422",21.000000,31.800646,"Default Known Flow Node","Known Flow",442351.920459,105371.057720,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001416","Nodes","1416",21.000000,26.736447,"DDS demands","Known Flow",442160.636472,105494.555916,,0.000000,,,,,,,-6.809999,,,,,-6.089623,-6.809999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000305","Nodes","305",21.000000,26.733759,"DDS demands","Known Flow",442182.761478,105475.555911,,0.000000,,,,,,,-6.480000,,,,,-5.794532,-6.480000,,"",,,,,,,"D1 PROFILE",,,,
"82006500001417","Nodes","1417",21.000000,29.906901,"Default Known Flow Node","Known Flow",442246.885474,105462.871004,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000332","Nodes","332",21.000000,29.895043,"DDS demands","Known Flow",442245.105495,105461.213907,,0.000000,,,,,,,-15.699999,,,,,-14.039220,-15.699999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001421","Nodes","1421",21.000000,31.375940,"DDS demands","Known Flow",442343.946522,105497.438917,,0.000000,,,,,,,-0.490000,,,,,-0.438166,-0.490000,,"",,,,,,,"D1 PROFILE",,,,
"82006500001423","Nodes","1423",21.000000,31.549870,"Default Known Flow Node","Known Flow",442354.600525,105480.405912,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000333","Nodes","333",21.000000,31.703797,"DDS demands","Known Flow",442366.122528,105466.880909,,0.000000,,,,,,,-9.679999,,,,,-8.656029,-9.679999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001425","Nodes","1425",21.000000,32.409777,"Default Known Flow Node","Known Flow",442434.891715,105434.357872,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000334","Nodes","334",21.000000,32.793294,"DDS demands","Known Flow",442468.634830,105432.422935,,0.000000,,,,,,,-8.079999,,,,,-7.225280,-8.079999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001101","Nodes","1101",21.000000,32.745323,"DDS demands","Known Flow",442481.886559,105496.930917,,0.000000,,,,,,,-4.090000,,,,,-3.657351,-4.090000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000335","Nodes","335",21.000000,33.406703,"DDS demands","Known Flow",442512.511568,105434.555900,,0.000000,,,,,,,-12.310000,,,,,-11.007822,-12.310000,,"",,,,,,,"D1 PROFILE",,,,
"82006500001428","Nodes","1428",21.000000,33.725211,"Default Known Flow Node","Known Flow",442527.387418,105435.669600,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000336","Nodes","336",21.000000,37.113881,"DDS demands","Known Flow",442672.886611,105486.930914,,0.000000,,,,,,,-8.260000,,,,,-7.386240,-8.260000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000264","Nodes","264",21.000000,33.565742,"DDS demands","Known Flow",440950.447143,105986.211050,,0.000000,,,,,,,-14.250000,,,,,-12.742605,-14.250000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000266","Nodes","266",21.000000,33.200146,"DDS demands","Known Flow",440995.394526,105957.957968,,0.000000,,,,,,,-5.859999,,,,,-5.240117,-5.859999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000535","Nodes","535",21.000000,32.617141,"DDS demands","Known Flow",441084.886179,105918.181031,,0.000000,,,,,,,-5.019999,,,,,-4.488973,-5.019999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000300","Nodes","300",21.000000,29.102136,"DDS demands","Known Flow",441190.886208,105841.056010,,0.000000,,,,,,,-1.309999,,,,,-1.171425,-1.309999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000299","Nodes","299",21.000000,29.102175,"DDS demands","Known Flow",441200.417824,105835.611352,,0.000000,,,,,,,-11.149999,,,,,-9.970529,-11.149999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001646","Nodes","1646",21.000000,29.801772,"Default Known Flow Node","Known Flow",441326.684084,105996.959639,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000298","Nodes","298",21.000000,29.711198,"DDS demands","Known Flow",441329.886246,105993.056052,,0.000000,-2.679999,,,,,,-15.659999,,,,,-16.399956,-18.339999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,
"82006500000294","Nodes","294",21.000000,28.030789,"DDS demands","Known Flow",441486.136288,105831.931008,,0.000000,,,,,,,-16.940001,,,,,-15.148052,-16.940001,,"",,,,,,,"D1 PROFILE",,,,
"82006500001648","Nodes","1648",21.000000,28.036335,"Default Known Flow Node","Known Flow",441480.386287,105822.556005,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000267","Nodes","267",21.000000,32.481982,"DDS demands","Known Flow",441102.136184,105929.181034,,0.000000,,0.000000,0.000000,,,,-3.960000,,,,,-3.541102,-3.960000,,"",,"C2 PROFILE","C3  PROFILE",,,,"D1 PROFILE",,,,
"82006500001155","Nodes","1155",21.000000,32.370754,"Default Known Flow Node","Known Flow",441120.511189,105947.306039,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000925","Nodes","925",21.000000,32.233984,"DDS demands","Known Flow",441162.261200,105989.931051,,0.000000,,,,,,,-9.489999,,,,,-8.486127,-9.489999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001156","Nodes","1156",21.000000,32.215777,"DDS demands","Known Flow",441137.261193,105924.306033,,0.000000,,,-11.609999,,,,,,,,,-10.381868,-11.609999,,"",,,"C3  PROFILE",,,,,,,,
"82006500001645","Nodes","1645",21.000000,32.222210,"Default Known Flow Node","Known Flow",441168.879839,105997.174090,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001644","Nodes","1644",21.000000,32.219907,"Default Known Flow Node","Known Flow",441154.133669,105997.808755,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000297","Nodes","297",21.000000,28.816864,"DDS demands","Known Flow",441296.386237,105779.430994,,0.000000,,,,,,,-19.990000,,,,,-17.875416,-19.990000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000295","Nodes","295",21.000000,28.099142,"DDS demands","Known Flow",441412.636268,105718.055977,,0.000000,,,,,,,-9.500000,,,,,-8.495070,-9.500000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000296","Nodes","296",21.000000,29.209250,"DDS demands","Known Flow",441393.386263,105915.056031,,0.000000,,,,,,,-21.129999,,,,,-18.894825,-21.129999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001647","Nodes","1647",21.000000,29.209250,"Default Known Flow Node","Known Flow",441416.511269,105886.681023,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001649","Nodes","1649",21.000000,28.036335,"Default Known Flow Node","Known Flow",441499.759989,105822.309207,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001456","Nodes","1456",21.000000,28.036335,"Default Known Flow Node","Known Flow",441524.261299,105823.306006,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000292","Nodes","292",21.000000,28.846040,"DDS demands","Known Flow",441623.324812,105862.808109,,0.000000,,,,,,,-15.569999,,,,,-13.922972,-15.569999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001050","Nodes","1050",21.000000,26.254961,"DDS demands","Known Flow",441881.511396,105958.681042,,0.000000,,,,,,,-9.379999,,,,,-8.387763,-9.379999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001049","Nodes","1049",21.000000,27.058917,"DDS demands","Known Flow",441954.011416,105947.056039,,0.000000,,,,,,,-10.229999,,,,,-9.147848,-10.229999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001653","Nodes","1653",21.000000,26.869057,"DDS demands","Known Flow",441997.391109,105670.672938,,0.000000,,,,,,,-4.709999,,,,,-4.211766,-4.709999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000928","Nodes","928",21.000000,26.974818,"DDS demands","Known Flow",441980.636423,105731.305981,,0.000000,,,,,,,-1.230000,,,,,-1.099888,-1.230000,,"",,,,,,,"D1 PROFILE",,,,
"82006500001384","Nodes","1384",21.000000,30.743467,"Default Known Flow Node","Known Flow",441510.386295,105936.306036,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001385","Nodes","1385",21.000000,30.743467,"Default Known Flow Node","Known Flow",441516.929652,105924.716987,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001389","Nodes","1389",21.000000,30.700131,"Default Known Flow Node","Known Flow",441563.761309,105963.931044,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001388","Nodes","1388",21.000000,30.700131,"Default Known Flow Node","Known Flow",441562.011309,105962.181043,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000284","Nodes","284",21.000000,29.138249,"DDS demands","Known Flow",441758.184810,105991.289224,,0.000000,,,,,,,-16.010000,,,,,-14.316429,-16.010000,,"",,,,,,,"D1 PROFILE",,,,
"82006500001650","Nodes","1650",21.000000,27.445652,"Default Known Flow Node","Known Flow",441732.136355,105558.805934,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001651","Nodes","1651",21.000000,27.445652,"Default Known Flow Node","Known Flow",441736.386356,105556.430933,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000499","Nodes","499",21.000000,27.357512,"DDS demands","Known Flow",441772.011366,105644.805957,,0.000000,,,,,,,-20.220000,,,,,-18.081085,-20.220000,,"",,,,,,,"D1 PROFILE",,,,
"82006500001652","Nodes","1652",21.000000,27.563805,"DDS demands","Known Flow",441724.968467,105833.446160,,0.000000,,,,,,,-18.120000,,,,,-16.203228,-18.120000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000291","Nodes","291",21.000000,27.473176,"DDS demands","Known Flow",441625.761326,105765.430990,,0.000000,,,,,,,-20.229998,,,,,-18.090026,-20.229998,,"",,,,,,,"D1 PROFILE",,,,
