"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)"
"96111700176475","Nodes","-176475","21.000000","27.737357","Default Known Flow Node","Known Flow","566264.170242","148753.817687","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176476","Nodes","-176476","21.000000","27.737357","Default Known Flow Node","Known Flow","566265.670242","148757.817688","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176496","Nodes","-176496","21.000000","30.395528","Default Known Flow Node","Known Flow","566396.295277","148897.067726","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104090","Nodes","6104090","21.000000","30.395528","DDS demands","Known Flow","566388.045275","148885.317723","","0.000000","","","","","-6.159999","","","-5.508382","-6.159999","","","","","","","D1 PROFILE","",""
"96111700176500","Nodes","-176500","21.000000","30.513628","Default Known Flow Node","Known Flow","566412.295282","148767.567691","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176481","Nodes","-176481","21.000000","30.513628","Default Known Flow Node","Known Flow","566273.920244","148714.067676","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176485","Nodes","-176485","21.000000","27.693931","Default Known Flow Node","Known Flow","566303.920252","148773.817693","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104024","Nodes","6104024","21.000000","27.703007","DDS demands","Known Flow","566270.795243","148705.942674","","0.000000","","","","","-12.839999","","","-11.481757","-12.839999","","","","","","","D1 PROFILE","",""
"96111706104025","Nodes","6104025","21.000000","27.737357","DDS demands","Known Flow","566271.170243","148753.817687","","0.000000","","","","","-9.460000","","","-8.459301","-9.460000","","","","","","","D1 PROFILE","",""
"96111700176479","Nodes","-176479","21.000000","27.737357","Default Known Flow Node","Known Flow","566271.795244","148754.942688","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176486","Nodes","-176486","21.000000","27.693931","Default Known Flow Node","Known Flow","566319.045256","148770.317692","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176482","Nodes","-176482","21.000000","27.733383","Default Known Flow Node","Known Flow","566274.045244","148705.567674","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104087","Nodes","6104087","21.000000","30.461224","DDS demands","Known Flow","566296.295250","148882.067722","","0.000000","","","","","-1.890000","","-1.500000","-3.031398","-3.390000","","","","","","","D1 PROFILE","","I2 PROFILE"
"96111706104086","Nodes","6104086","21.000000","30.190872","DDS demands","Known Flow","566272.295244","148850.317714","","0.000000","","","","","-7.450000","","","-6.661923","-7.450000","","","","","","","D1 PROFILE","",""
"96111700176487","Nodes","-176487","21.000000","30.441617","Default Known Flow Node","Known Flow","566343.046296","148918.566605","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104020","Nodes","6104020","21.000000","30.428080","DDS demands","Known Flow","566347.933866","148923.702210","","0.000000","","","","","-7.760000","","","-6.939131","-7.760000","","","","","","","D1 PROFILE","",""
"96111700176493","Nodes","-176493","21.000000","30.471630","Default Known Flow Node","Known Flow","566380.045273","148960.942744","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104088","Nodes","6104088","21.000000","30.429488","Default Known Flow Node","Known Flow","566369.420270","148895.067726","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104021","Nodes","6104021","21.000000","30.442135","DDS demands","Known Flow","566371.420271","148862.817717","","0.000000","","","","","-1.999999","","","-1.788435","-1.999999","","","","","","","D1 PROFILE","",""
"96111706104089","Nodes","6104089","21.000000","30.429987","DDS demands","Known Flow","566373.306537","148882.570405","","0.000000","","","","","-7.099999","","","-6.348946","-7.099999","","","","","","","D1 PROFILE","",""
"96111700176497","Nodes","-176497","21.000000","30.395528","Default Known Flow Node","Known Flow","566407.045280","148871.067719","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176498","Nodes","-176498","21.000000","30.496172","Default Known Flow Node","Known Flow","566408.045281","148773.567693","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104022","Nodes","6104022","21.000000","30.501040","DDS demands","Known Flow","566409.046134","148767.185438","","0.000000","","","","","-15.339999","","","-13.717302","-15.339999","","","","","","","D1 PROFILE","",""
"96111706104023","Nodes","6104023","21.000000","29.667386","DDS demands","Known Flow","566438.166839","148704.947498","","0.000000","","","","","-17.180000","","","-15.362664","-17.180000","","","","","","","D1 PROFILE","",""
"96111700383508","Nodes","-383508","21.000000","29.658152","Default Known Flow Node","Known Flow","566476.053429","148683.071145","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176533","Nodes","-176533","21.000000","29.879157","Default Known Flow Node","Known Flow","566648.795346","148807.817702","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176519","Nodes","-176519","21.000000","29.950473","Default Known Flow Node","Known Flow","566573.987141","148779.794309","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104032","Nodes","6104032","21.000000","29.849427","DDS demands","Known Flow","566663.170350","148818.067705","","0.000000","","","","","-17.350000","","","-15.514680","-17.350000","","","","","","","D1 PROFILE","",""
"96111706104031","Nodes","6104031","21.000000","29.792322","DDS demands","Known Flow","566656.670348","148846.692713","","0.000000","","","","","-26.359999","","","-23.571583","-26.359999","","","","","","","D1 PROFILE","",""
"96111706104028","Nodes","6104028","21.000000","30.138175","DDS demands","Known Flow","566535.035413","148751.058134","","0.000000","","","","","-11.369999","","","-10.167257","-11.369999","","","","","","","D1 PROFILE","",""
"96111706104082","Nodes","6104082","21.000000","25.940860","Default Known Flow Node","Known Flow","566753.920375","148606.567647","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176555","Nodes","-176555","21.000000","25.851509","Default Known Flow Node","Known Flow","566770.045379","148613.192649","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176554","Nodes","-176554","21.000000","25.840617","Default Known Flow Node","Known Flow","566768.295379","148615.567650","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176556","Nodes","-176556","21.000000","25.648257","Default Known Flow Node","Known Flow","566809.045390","148557.692634","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176562","Nodes","-176562","21.000000","25.368028","Default Known Flow Node","Known Flow","566922.737307","148546.439219","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104091","Nodes","6104091","21.000000","31.033494","DDS demands","Known Flow","566501.795306","148811.567703","","0.000000","","-34.860001","-2.240000","","-37.900000","","","-67.066343","-75.000000","","","","C2 PROFILE","C3 PROFILE","","D1 PROFILE","",""
"96111700176507","Nodes","-176507","21.000000","31.033494","Default Known Flow Node","Known Flow","566501.170306","148813.692704","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176504","Nodes","-176504","21.000000","31.119859","Default Known Flow Node","Known Flow","566455.295294","148993.067752","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176510","Nodes","-176510","21.000000","30.918394","Default Known Flow Node","Known Flow","566507.170308","148791.442698","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104057","Nodes","6104057","21.000000","30.540624","DDS demands","Known Flow","566419.295284","148768.067691","","0.000000","","","","","-13.159999","","","-11.767906","-13.159999","","","","","","","D1 PROFILE","",""
"96111706104027","Nodes","6104027","21.000000","30.887124","DDS demands","Known Flow","566509.048239","148790.816302","","0.000000","","","","","-15.529999","","","-13.887203","-15.529999","","","","","","","D1 PROFILE","",""
"96111706104001","Nodes","WESTWOOD ROAD DG, Site ID 4751","21.000000","31.500000","Default Known Pressure Node","Known Pressure","566494.057304","148796.745699","","995.000025","","","","","","","","517.544861","578.768174","","","","","","","","",""
"96111700176512","Nodes","-176512","21.000000","30.814395","Default Known Flow Node","Known Flow","566512.295309","148787.567696","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104030","Nodes","6104030","21.000000","29.952596","DDS demands","Known Flow","566568.394852","148782.580842","","0.000000","","","","","-7.999999","","","-7.153743","-7.999999","","","","","","","D1 PROFILE","",""
"96111700176514","Nodes","-176514","21.000000","28.509713","Default Known Flow Node","Known Flow","566545.295318","148648.817659","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104035","Nodes","6104035","21.000000","28.509661","DDS demands","Known Flow","566568.670324","148634.192655","","0.000000","","","","","-16.580000","","","-14.826132","-16.580000","","","","","","","D1 PROFILE","",""
"96111706104029","Nodes","6104029","21.000000","29.877255","DDS demands","Known Flow","566596.167766","148803.205338","","0.000000","","","","","-5.969999","","","-5.338480","-5.969999","","","","","","","D1 PROFILE","",""
"96111700176529","Nodes","-176529","21.000000","28.467540","Default Known Flow Node","Known Flow","566630.045341","148617.692650","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176518","Nodes","-176518","21.000000","28.509748","Default Known Flow Node","Known Flow","566570.795325","148641.442657","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176525","Nodes","-176525","21.000000","29.907222","Default Known Flow Node","Known Flow","566596.670332","148753.817687","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104092","Nodes","6104092","21.000000","29.850152","DDS demands","Known Flow","566589.585118","148830.827190","","0.000000","","","","","-21.860000","","","-19.547602","-21.860000","","","","","","","D1 PROFILE","",""
"96111700176515","Nodes","-176515","21.000000","29.850152","Default Known Flow Node","Known Flow","566557.420321","148917.942732","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176524","Nodes","","0.000000","29.850152","Default Known Flow Node","Known Flow","566578.439534","148915.043317","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176520","Nodes","-176520","21.000000","29.850152","Default Known Flow Node","Known Flow","566576.545327","148922.567733","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176527","Nodes","-176527","21.000000","28.466262","Default Known Flow Node","Known Flow","566613.545337","148575.817639","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176521","Nodes","-176521","21.000000","28.466262","Default Known Flow Node","Known Flow","566587.420329","148567.567637","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104093","Nodes","6104093","21.000000","28.466262","DDS demands","Known Flow","566617.420338","148571.067638","","0.000000","","","","","-10.390000","","","-9.290924","-10.390000","","","","","","","D1 PROFILE","",""
"96111700176526","Nodes","-176526","21.000000","28.466262","Default Known Flow Node","Known Flow","566597.670332","148553.692633","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176534","Nodes","-176534","21.000000","28.467928","Default Known Flow Node","Known Flow","566649.545346","148612.942649","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176532","Nodes","-176532","21.000000","29.876912","Default Known Flow Node","Known Flow","566647.548623","148814.312352","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176535","Nodes","","0.000000","29.792322","Default Known Flow Node","Known Flow","566635.427633","148929.713973","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176530","Nodes","-176530","21.000000","29.792322","Default Known Flow Node","Known Flow","566633.170342","148937.567737","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176539","Nodes","-176539","21.000000","28.468126","Default Known Flow Node","Known Flow","566655.045348","148618.942651","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176536","Nodes","-176536","21.000000","29.792322","Default Known Flow Node","Known Flow","566652.295347","148942.567739","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700383511","Nodes","-383511","21.000000","29.849427","Default Known Flow Node","Known Flow","566671.795352","148755.317688","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104084","Nodes","6104084","21.000000","25.494665","DDS demands","Known Flow","566707.545362","148579.192640","","0.000000","","","","","-2.869999","","","-2.566405","-2.869999","","","","","","","D1 PROFILE","",""
"96111700176548","Nodes","-176548","21.000000","25.494665","Default Known Flow Node","Known Flow","566717.545365","148587.817642","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176544","Nodes","-176544","21.000000","25.494665","Default Known Flow Node","Known Flow","566701.420361","148573.692638","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104036","Nodes","6104036","21.000000","25.870255","DDS demands","Known Flow","566765.920378","148610.192648","","0.000000","","","","","-2.650000","","","-2.369677","-2.650000","","","","","","","D1 PROFILE","",""
"96111700176551","Nodes","-176551","21.000000","25.840617","Default Known Flow Node","Known Flow","566766.295378","148614.317649","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700362640","Nodes","-362640","21.000000","29.724844","DDS demands","Known Flow","567410.170553","148525.192625","","0.000000","-65.339997","","","","","","","-58.428197","-65.339997","","","C1 PROFILE","","","","","",""
"96111700176574","Nodes","-176574","21.000000","31.757376","Default Known Flow Node","Known Flow","567076.045462","148840.692711","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104071","Nodes","6104071","21.000000","31.714275","DDS demands","Known Flow","567084.670465","148822.067706","","0.000000","","","","","-14.609999","","","-13.064523","-14.609999","","","","","","","D1 PROFILE","",""
"96111700176586","Nodes","-176586","21.000000","33.244154","Default Known Flow Node","Known Flow","567203.670497","148877.317721","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104068","Nodes","6104068","21.000000","33.244154","DDS demands","Known Flow","567183.045492","148853.942715","","0.000000","","","","","-18.649999","","","-16.677163","-18.649999","","","","","","","D1 PROFILE","",""
"96111700176598","Nodes","-176598","21.000000","29.429905","Default Known Flow Node","Known Flow","567354.795589","148688.451692","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104073","Nodes","6104073","21.000000","29.332968","DDS demands","Known Flow","567374.627762","148696.721721","","0.000000","","","","","-5.570000","","","-4.980793","-5.570000","","","","","","","D1 PROFILE","",""
"96111700383532","Nodes","-383532","21.000000","36.392564","Default Known Flow Node","Known Flow","567321.420529","148795.692699","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104060","Nodes","6104060","21.000000","36.392564","DDS demands","Known Flow","567321.045529","148797.067699","","0.000000","","","","","-15.880000","","","-14.200180","-15.880000","","","","","","","D1 PROFILE","",""
"96111706104002","Nodes","RED FORT DG, Site ID 4752","21.000000","36.500002","Default Known Pressure Node","Known Pressure","567325.545530","148793.067698","","419.999989","","","","","","","","269.621270","301.516297","","","","","","","","",""
"96111706104072","Nodes","6104072","21.000000","31.747456","DDS demands","Known Flow","567002.545442","148780.567695","","0.000000","","","","","-10.399999","","","-9.299865","-10.399999","","","","","","","D1 PROFILE","",""
"96111700176563","Nodes","-176563","21.000000","31.747456","Default Known Flow Node","Known Flow","566992.170440","148750.192686","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176565","Nodes","-176565","21.000000","25.040273","DDS demands","Known Flow","567004.045443","148696.942672","","0.000000","","","","","-0.199999","","","-0.178843","-0.199999","","","","","","","D1 PROFILE","",""
"96111706104044","Nodes","6104044","21.000000","24.729881","DDS demands","Known Flow","566847.170400","148665.442663","","0.000000","-37.140000","","","0.000000","-28.379999","","","-58.589158","-65.519999","","","C1 PROFILE","","","C4 PROFILE","D1 PROFILE","",""
"96111700176567","Nodes","-176567","21.000000","25.410521","Default Known Flow Node","Known Flow","567028.057076","148561.592967","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176571","Nodes","-176571","21.000000","30.900110","Default Known Flow Node","Known Flow","567058.317701","148674.882944","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176573","Nodes","-176573","21.000000","30.900110","Default Known Flow Node","Known Flow","567059.840458","148666.717664","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176581","Nodes","-176581","21.000000","30.900110","Default Known Flow Node","Known Flow","567159.314887","148698.386797","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176568","Nodes","-176568","21.000000","31.757376","Default Known Flow Node","Known Flow","567036.795452","148823.317706","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176576","Nodes","-176576","21.000000","33.728618","DDS demands","Known Flow","567108.295471","148895.067726","","0.000000","","","","","-0.340000","","","-0.304034","-0.340000","","","","","","","D1 PROFILE","",""
"96111700176592","Nodes","-176592","21.000000","34.611955","Default Known Flow Node","Known Flow","567286.800036","148977.942823","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104070","Nodes","6104070","21.000000","31.796701","DDS demands","Known Flow","567113.042073","148762.083596","","0.000000","","","","","-5.019999","","","-4.488973","-5.019999","","","","","","","D1 PROFILE","",""
"96111706104058","Nodes","6104058","21.000000","33.362555","Default Known Flow Node","Known Flow","567125.170476","148829.192708","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104069","Nodes","6104069","21.000000","31.942176","DDS demands","Known Flow","567146.170482","148769.942692","","0.000000","","","","","-1.679999","","","-1.502286","-1.679999","","","","","","","D1 PROFILE","",""
"96111700176582","Nodes","-176582","21.000000","30.913428","Default Known Flow Node","Known Flow","567159.545483","148708.194086","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176580","Nodes","-176580","21.000000","30.900110","Default Known Flow Node","Known Flow","567158.542550","148706.170358","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104045","Nodes","6104045","21.000000","30.900110","DDS demands","Known Flow","567159.805485","148706.908675","","0.000000","","","","","-32.970002","","","-29.482366","-32.970002","","","","","","","D1 PROFILE","",""
"96111700176587","Nodes","-176587","21.000000","33.244154","Default Known Flow Node","Known Flow","567216.420501","148801.067700","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104046","Nodes","6104046","21.000000","30.007960","DDS demands","Known Flow","567233.590505","148729.269681","","0.000000","","","","","-25.459998","","","-22.766786","-25.459998","","","","","","","D1 PROFILE","",""
"96111700176593","Nodes","-176593","21.000000","30.007960","Default Known Flow Node","Known Flow","567296.545522","148728.567680","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176605","Nodes","-176605","21.000000","29.317554","Default Known Flow Node","Known Flow","567398.664550","148646.611658","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
