"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"96123205902145","Nodes","5902145","21.000000","32.156169","DDS demands","Known Flow","575040.600000","144561.380000","","0.000000","","","0.000000","","-19.559999","","","-17.490900","-19.559999","","","","","C3 PROFILE","","D1 PROFILE","",""
"96123205902143","Nodes","5902143","21.000000","46.158928","DDS demands","Known Flow","574758.600000","144468.755000","","0.000000","","","","","-5.989999","","","-5.356365","-5.989999","","","","","","","D1 PROFILE","",""
"96123205902142","Nodes","5902142","21.000000","46.112736","DDS demands","Known Flow","574754.225000","144449.926875","","0.000000","","","","","-1.100000","","","-0.983639","-1.100000","","","","","","","D1 PROFILE","",""
"96123205902328","Nodes","5902328","21.000000","46.080821","DDS demands","Known Flow","574734.600000","144449.255000","","0.000000","","","","","-5.050000","","","-4.515800","-5.050000","","","","","","","D1 PROFILE","",""
"96123205902133","Nodes","5902133","21.000000","37.318160","DDS demands","Known Flow","574641.225000","144565.630000","","0.000000","","","0.000000","","-6.890000","","","-6.161161","-6.890000","","","","","C3 PROFILE","","D1 PROFILE","",""
"96123205902134","Nodes","5902134","21.000000","34.611001","DDS demands","Known Flow","574713.162500","144694.223750","","0.000000","","","","","-24.150000","","","-21.595361","-24.150000","","","","","","","D1 PROFILE","",""
"96123205902299","Nodes","5902299","21.000000","34.565266","Default Known Flow Node","Known Flow","574718.975000","144706.755000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902138","Nodes","5902138","21.000000","31.669357","DDS demands","Known Flow","574704.725000","144391.630000","","0.000000","","","","0.000000","-4.389999","","","-3.925616","-4.389999","","","","","","C4 PROFILE","D1 PROFILE","",""
"96123205902139","Nodes","5902139","21.000000","30.224380","DDS demands","Known Flow","574717.475000","144360.926875","","0.000000","","","","","-3.640000","","","-3.254953","-3.640000","","","","","","","D1 PROFILE","",""
"96123205902302","Nodes","5902302","21.000000","29.077550","Default Known Flow Node","Known Flow","574728.725000","144336.880000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902321","Nodes","5902321","21.000000","37.950726","Default Known Flow Node","Known Flow","574137.600000","144623.630000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902325","Nodes","5902325","21.000000","49.901393","Default Known Flow Node","Known Flow","574280.975000","144589.005000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902364","Nodes","5902364","21.000000","49.718586","Default Known Flow Node","Known Flow","574289.037500","144587.333125","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902129","Nodes","5902129","21.000000","49.694594","DDS demands","Known Flow","574290.100000","144587.130000","","0.000000","","","","","-1.360000","","","-1.216136","-1.360000","","","","","","","D1 PROFILE","",""
"96123205902266","Nodes","5902266","21.000000","48.965995","Default Known Flow Node","Known Flow","574281.725000","144547.130000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902126","Nodes","5902126","21.000000","48.171397","DDS demands","Known Flow","574274.662500","144500.130000","","0.000000","","","","","-4.169999","","","-3.728888","-4.169999","","","","","","","D1 PROFILE","",""
"96123205902264","Nodes","5902264","21.000000","47.945920","Default Known Flow Node","Known Flow","574274.100000","144486.005000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902152","Nodes","5902152","21.000000","24.961449","DDS demands","Known Flow","573948.225000","144207.255000","","0.000000","","","0.000000","","-4.969999","","","-4.444263","-4.969999","","","","","C3 PROFILE","","D1 PROFILE","",""
"96123205902224","Nodes","5902224","21.000000","24.302153","DDS demands","Known Flow","573919.850000","144010.630000","","0.000000","","","","","-8.050000","","","-7.198454","-8.050000","","","","","","","D1 PROFILE","",""
"96123205902249","Nodes","5902249","21.000000","43.198363","DDS demands","Known Flow","574125.975000","144419.630000","","0.000000","","","","","-4.550000","","","-4.068691","-4.550000","","","","","","","D1 PROFILE","",""
"96123205902210","Nodes","5902210","21.000000","43.133094","DDS demands","Known Flow","574172.850000","144407.005000","","0.000000","","","","","-15.930000","","","-14.244891","-15.930000","","","","","","","D1 PROFILE","",""
"96123205902278","Nodes","5902278","21.000000","48.029932","Default Known Flow Node","Known Flow","574326.975000","144490.130000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902279","Nodes","5902279","21.000000","48.029932","Default Known Flow Node","Known Flow","574327.975000","144483.255000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902124","Nodes","5902124","21.000000","30.413727","DDS demands","Known Flow","574014.600000","144404.130000","","0.000000","","0.000000","","0.000000","-27.430000","","","-24.528397","-27.430000","","","","C2 PROFILE","","C4 PROFILE","D1 PROFILE","",""
"96123205902251","Nodes","5902251, P13133114, Goudhurst Road, SCH 103.48","21.000000","25.722686","CSEP Unmatched","Known Flow","573977.198200","144293.944473","","0.000000","","","","","","","-51.690000","-46.222125","-51.690000","","","","","","","","","DC PROFILE"
"96123205902246","Nodes","5902246","21.000000","42.880724","DDS demands","Known Flow","574080.725000","144362.130000","","0.000000","","","","","-6.340000","","","-5.669341","-6.340000","","","","","","","D1 PROFILE","",""
"96123205902254","Nodes","5902254","21.000000","43.557122","Default Known Flow Node","Known Flow","574139.100000","144460.630000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902125","Nodes","5902125","21.000000","43.343658","DDS demands","Known Flow","574127.475000","144462.505000","","0.000000","","","","","-28.320000","","","-25.324251","-28.320000","","","","","","","D1 PROFILE","",""
"96123205902260","Nodes","5902260","21.000000","43.233751","Default Known Flow Node","Known Flow","574242.225000","144392.005000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902211","Nodes","5902211","21.000000","43.236397","DDS demands","Known Flow","574243.475000","144391.630000","","0.000000","","","","","-19.069999","","","-17.052735","-19.069999","","","","","","","D1 PROFILE","",""
"96123205902263","Nodes","5902263","21.000000","46.025662","Default Known Flow Node","Known Flow","574271.600000","144422.255000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902261","Nodes","5902261","21.000000","43.130107","DDS demands","Known Flow","574246.350000","144354.755000","","0.000000","","","","","-5.310000","","","-4.748297","-5.310000","","","","","","","D1 PROFILE","",""
"96123205902262","Nodes","5902262","21.000000","46.471948","Default Known Flow Node","Known Flow","574269.475000","144431.505000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902265","Nodes","5902265","21.000000","47.045429","Default Known Flow Node","Known Flow","574275.100000","144439.755000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902212","Nodes","5902212","21.000000","47.046259","DDS demands","Known Flow","574272.850000","144450.505000","","0.000000","","","","","-10.830000","","","-9.684380","-10.830000","","","","","","","D1 PROFILE","",""
"96123205902215","Nodes","5902215","21.000000","47.434144","DDS demands","Known Flow","574281.350000","144452.130000","","0.000000","","","","","-5.090000","","","-4.551569","-5.090000","","","","","","","D1 PROFILE","",""
"96123205902267","Nodes","5902267","21.000000","47.416226","Default Known Flow Node","Known Flow","574283.100000","144441.880000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902213","Nodes","5902213","21.000000","47.118662","DDS demands","Known Flow","574325.350000","144375.255000","","0.000000","","","","","-17.959999","","","-16.060153","-17.959999","","","","","","","D1 PROFILE","",""
"96123205902270","Nodes","5902270","21.000000","44.434907","Default Known Flow Node","Known Flow","574289.350000","144337.130000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902214","Nodes","5902214","21.000000","43.305044","DDS demands","Known Flow","574322.725000","144328.005000","","0.000000","","","","","-18.389999","","","-16.444666","-18.389999","","","","","","","D1 PROFILE","",""
"96123205902271","Nodes","5902271","21.000000","45.952519","Default Known Flow Node","Known Flow","574292.100000","144384.505000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902277","Nodes","5902277","21.000000","43.302110","Default Known Flow Node","Known Flow","574317.975000","144310.130000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902272","Nodes","5902272","21.000000","43.302151","Default Known Flow Node","Known Flow","574295.475000","144315.880000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902281","Nodes","5902281","21.000000","43.341258","DDS demands","Known Flow","574331.725000","144300.755000","","0.000000","","","","","-4.050000","","","-3.621582","-4.050000","","","","","","","D1 PROFILE","",""
"96123205902286","Nodes","5902286","21.000000","47.158077","Default Known Flow Node","Known Flow","574356.100000","144354.630000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902280","Nodes","5902280","21.000000","48.029932","Default Known Flow Node","Known Flow","574328.600000","144476.255000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902284","Nodes","5902284","21.000000","47.123988","DDS demands","Known Flow","574352.475000","144338.130000","","0.000000","","","","","-4.269999","","","-3.818310","-4.269999","","","","","","","D1 PROFILE","",""
"96123205902220","Nodes","5902220","21.000000","25.902832","DDS demands","Known Flow","574486.975000","144454.880000","","0.000000","","","","","-9.620000","","","-8.602376","-9.620000","","","","","","","D1 PROFILE","",""
"96123205902336","Nodes","P11127694, CHURCH GREEN, TONBRIDGE, 20.86","24.000000","25.841759","CSEP Unmatched","Known Flow","574467.850000","144458.505000","","0.000000","","","","","-2.779999","","-20.860001","-21.139312","-23.640000","","","","","","","D1 PROFILE","","DC PROFILE"
"96123205902343","Nodes","5902343","21.000000","26.008056","Default Known Flow Node","Known Flow","574516.725000","144419.880000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902346","Nodes","5902346","21.000000","26.025117","DDS demands","Known Flow","574536.100000","144466.505000","","0.000000","","","","","-5.059999","","","-4.524742","-5.059999","","","","","","","D1 PROFILE","",""
"96123205902219","Nodes","5902219","21.000000","26.154411","Default Known Flow Node","Known Flow","574532.100000","144385.505000","","0.000000","","","","","0.000000","","","0.000000","0.000000","","","","","","","D1 PROFILE","",""
"96123205902342","Nodes","5902342","21.000000","26.072094","DDS demands","Known Flow","574510.100000","144372.380000","","0.000000","","","","","-1.580000","","","-1.412864","-1.580000","","","","","","","D1 PROFILE","",""
"96123205902348","Nodes","5902348","21.000000","26.411809","DDS demands","Known Flow","574570.600000","144374.005000","","0.000000","","","","","-5.469999","","","-4.891371","-5.469999","","","","","","","D1 PROFILE","",""
"96123205902349","Nodes","5902349","21.000000","26.398866","DDS demands","Known Flow","574574.975000","144345.880000","","0.000000","","","","","-2.549999","","","-2.280255","-2.549999","","","","","","","D1 PROFILE","",""
"96123205902218","Nodes","5902218","21.000000","26.864249","DDS demands","Known Flow","574633.225000","144382.380000","","0.000000","","","","","-5.409999","","","-4.837718","-5.409999","","","","","","","D1 PROFILE","",""
"96123205902353","Nodes","5902353","21.000000","26.599636","DDS demands","Known Flow","574622.850000","144339.380000","","0.000000","","","","","-10.369999","","","-9.273039","-10.369999","","","","","","","D1 PROFILE","",""
"96123205902355","Nodes","5902355","21.000000","27.536963","DDS demands","Known Flow","574694.100000","144409.630000","","0.000000","","","","-6.530000","-2.180000","","","-7.788638","-8.710000","","","","","","C4 PROFILE","D1 PROFILE","",""
"96123205902356","Nodes","5902356","21.000000","28.793429","Default Known Flow Node","Known Flow","574737.225000","144325.255000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902140","Nodes","5902140","21.000000","28.904661","DDS demands","Known Flow","574733.100000","144331.255000","","0.000000","-6.000000","","-3.349999","","-17.260000","","","-23.795138","-26.610001","","","C1 PROFILE","","C3 PROFILE","","D1 PROFILE","",""
"96123205902306","Nodes","5902306","21.000000","29.069318","Default Known Flow Node","Known Flow","574760.850000","144338.630000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902303","Nodes","5902303","21.000000","48.315878","Default Known Flow Node","Known Flow","574741.350000","144475.255000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902329","Nodes","5902329","21.000000","48.308592","Default Known Flow Node","Known Flow","574742.850000","144474.755000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902009","Nodes","MAPLESDEN DG, Site ID: 2452","21.000000","48.500000","Default Known Pressure Node","Known Pressure","574741.100000","144464.255000","","499.999994","","","","","","","","362.074174","404.906047","","","","","","","","",""
"96123205902151","Nodes","5902151","21.000000","30.459720","DDS demands","Known Flow","574993.850000","144400.755000","","0.000000","","","","","-13.930000","","","-12.456455","-13.930000","","","","","","","D1 PROFILE","",""
"96123205902307","Nodes","5902307","21.000000","29.022767","DDS demands","Known Flow","574771.350000","144393.630000","","0.000000","","","","","-1.399999","","","-1.251905","-1.399999","","","","","","","D1 PROFILE","",""
"96123205902310","Nodes","5902310","21.000000","29.022208","DDS demands","Known Flow","574794.975000","144400.880000","","0.000000","","","","","-0.569999","","","-0.509704","-0.569999","","","","","","","D1 PROFILE","",""
"96123205902308","Nodes","5902308","21.000000","26.661712","DDS demands","Known Flow","574777.100000","144084.880000","","0.000000","","","","","-3.010000","","","-2.691595","-3.010000","","","","","","","D1 PROFILE","",""
"96123205902309","Nodes","5902309","21.000000","26.654539","Default Known Flow Node","Known Flow","574782.100000","144079.380000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902305","Nodes","5902305","21.000000","26.626585","DDS demands","Known Flow","574760.475000","144060.130000","","0.000000","","","","","-3.720000","","","-3.326490","-3.720000","","","","","","","D1 PROFILE","",""
"96123205902141","Nodes","5902141","21.000000","26.813853","DDS demands","Known Flow","574817.975000","144124.255000","","0.000000","","","","","-17.430000","","","-15.586218","-17.430000","","","","","","","D1 PROFILE","",""
"96123205902311","Nodes","5902311","21.000000","26.913283","DDS demands","Known Flow","574824.600000","144130.755000","","0.000000","","","","","-8.339999","","","-7.457777","-8.339999","","","","","","","D1 PROFILE","",""
"96123205902137","Nodes","5902137","21.000000","33.290833","DDS demands","Known Flow","574695.600000","144423.755000","","0.000000","","","","","-9.479999","","","-8.477185","-9.479999","","","","","","","D1 PROFILE","",""
"96123205902341","Nodes","5902341","21.000000","26.038705","DDS demands","Known Flow","574504.225000","144351.630000","","0.000000","","","","","-3.099999","","","-2.772075","-3.099999","","","","","","","D1 PROFILE","",""
"96123205902344","Nodes","5902344","21.000000","26.015133","Default Known Flow Node","Known Flow","574519.850000","144317.005000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902333","Nodes","5902333","21.000000","26.024042","DDS demands","Known Flow","574461.100000","144343.005000","","0.000000","","","","","-2.160000","","","-1.931510","-2.160000","","","","","","","D1 PROFILE","",""
"96123205902334","Nodes","5902334","21.000000","25.925948","DDS demands","Known Flow","574461.100000","144387.380000","","0.000000","","","","","-5.650000","","","-5.052331","-5.650000","","","","","","","D1 PROFILE","",""
"96123205902345","Nodes","5902345","21.000000","26.014512","DDS demands","Known Flow","574521.350000","144306.005000","","0.000000","","","","","-1.909999","","","-1.707956","-1.909999","","","","","","","D1 PROFILE","",""
"96123205902347","Nodes","5902347","21.000000","25.997088","DDS demands","Known Flow","574548.725000","144323.005000","","0.000000","","","","","-5.729999","","","-5.123868","-5.729999","","","","","","","D1 PROFILE","",""
"96123205902335","Nodes","5902335","21.000000","26.014512","Default Known Flow Node","Known Flow","574463.850000","144292.130000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902352","Nodes","5902352","21.000000","26.606592","DDS demands","Known Flow","574600.975000","144378.755000","","0.000000","","","","","-4.579999","","","-4.095518","-4.579999","","","","","","","D1 PROFILE","",""
"96123205902350","Nodes","5902350","21.000000","26.471341","DDS demands","Known Flow","574581.225000","144409.880000","","0.000000","","","","","-5.630000","","","-5.034446","-5.630000","","","","","","","D1 PROFILE","",""
"96123205902354","Nodes","5902354","21.000000","36.627362","DDS demands","Known Flow","574692.725000","144482.380000","","0.000000","","","","","-4.039999","","","-3.612640","-4.039999","","","","","","","D1 PROFILE","",""
"96123205902357","Nodes","5902357","21.000000","36.549493","Default Known Flow Node","Known Flow","574603.600000","144470.880000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902351","Nodes","5902351","21.000000","36.547989","DDS demands","Known Flow","574587.225000","144478.505000","","0.000000","","","","","-0.980000","","","-0.876333","-0.980000","","","","","","","D1 PROFILE","",""
"96123205902358","Nodes","5902358","21.000000","36.532200","DDS demands","Known Flow","574606.350000","144448.630000","","0.000000","","","","","-3.339999","","","-2.986687","-3.339999","","","","","","","D1 PROFILE","",""
"96123205902313","Nodes","5902313","21.000000","30.633944","Default Known Flow Node","Known Flow","575010.600000","144415.630000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902318","Nodes","5902318","21.000000","42.908451","Default Known Flow Node","Known Flow","574119.225000","144536.005000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902255","Nodes","5902255","21.000000","38.322007","DDS demands","Known Flow","574143.850000","144642.130000","","0.000000","","","","","-2.250000","","","-2.011990","-2.250000","","","","","","","D1 PROFILE","",""
"96123205902130","Nodes","5902130","21.000000","41.034579","DDS demands","Known Flow","574210.225000","144653.005000","","0.000000","","","","-6.000000","-15.899999","","","-19.583372","-21.900001","","","","","","C4 PROFILE","D1 PROFILE","",""
"96123205902258","Nodes","5902258","21.000000","42.633203","Default Known Flow Node","Known Flow","574224.600000","144668.380000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902257","Nodes","5902257","21.000000","42.515463","DDS demands","Known Flow","574167.100000","144745.755000","","0.000000","","","","","-3.339999","","","-2.986687","-3.339999","","","","","","","D1 PROFILE","",""
"96123205902359","Nodes","CHANTRY ROAD DG, Site ID 2451","21.000000","49.999998","Default Known Pressure Node","Known Pressure","574281.725000","144593.380000","","9682.000265","","","","","","","","453.926381","507.623984","","","","","","","","",""
"96123205902238","Nodes","5902238","21.000000","34.256010","DDS demands","Known Flow","574036.725000","144584.255000","","0.000000","","","","","-9.739999","","","-8.709681","-9.739999","","","","","","","D1 PROFILE","",""
"96123205902241","Nodes","5902241","21.000000","34.735851","DDS demands","Known Flow","574049.100000","144596.880000","","0.000000","","","","-4.389999","-5.369999","","","-8.727566","-9.760000","","","","","","C4 PROFILE","D1 PROFILE","",""
"96123205902199","Nodes","5902199","21.000000","37.908015","DDS demands","Known Flow","574133.475000","144639.255000","","0.000000","","","","0.000000","-17.290000","","","-15.461028","-17.290000","","","","","","C4 PROFILE","D1 PROFILE","",""
"96123205902319","Nodes","5902319","21.000000","37.908015","Default Known Flow Node","Known Flow","574135.850000","144630.505000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902259","Nodes","5902259","21.000000","42.056775","Default Known Flow Node","Known Flow","574226.600000","144658.630000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902217","Nodes","5902217","21.000000","42.675733","DDS demands","Known Flow","574230.600000","144664.880000","","0.000000","","","","","-0.889999","","","-0.795853","-0.889999","","","","","","","D1 PROFILE","",""
"96123205902274","Nodes","5902274","21.000000","46.279380","Default Known Flow Node","Known Flow","574301.475000","144643.505000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902268","Nodes","5902268","21.000000","49.058646","Default Known Flow Node","Known Flow","574283.100000","144552.505000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902276","Nodes","5902276","21.000000","49.020838","DDS demands","Known Flow","574306.350000","144552.380000","","0.000000","","","","","-3.260000","","","-2.915150","-3.260000","","","","","","","D1 PROFILE","",""
"96123205902269","Nodes","5902269","21.000000","49.254662","Default Known Flow Node","Known Flow","574285.725000","144562.380000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902273","Nodes","5902273","21.000000","46.565704","Default Known Flow Node","Known Flow","574300.100000","144638.380000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902131","Nodes","5902131","21.000000","46.312306","DDS demands","Known Flow","574301.225000","144642.505000","","0.000000","","","","","-2.390000","","","-2.137181","-2.390000","","","","","","","D1 PROFILE","",""
"96123205902275","Nodes","5902275","21.000000","46.104283","Default Known Flow Node","Known Flow","574305.600000","144641.380000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902287","Nodes","5902287","21.000000","43.139986","Default Known Flow Node","Known Flow","574399.350000","144615.130000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902282","Nodes","5902282","21.000000","48.871812","Default Known Flow Node","Known Flow","574336.975000","144547.380000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902283","Nodes","5902283","21.000000","48.755111","DDS demands","Known Flow","574341.225000","144588.255000","","0.000000","","","","","-5.290000","","","-4.730413","-5.290000","","","","","","","D1 PROFILE","",""
"96123205902285","Nodes","5902285","21.000000","48.841203","DDS demands","Known Flow","574354.725000","144537.880000","","0.000000","","","","","-4.719999","","","-4.220708","-4.719999","","","","","","","D1 PROFILE","",""
"96123205902132","Nodes","5902132","21.000000","42.049069","DDS demands","Known Flow","574422.350000","144610.255000","","0.000000","","","-0.349999","","-17.010000","","","-15.523622","-17.360000","","","","","C3 PROFILE","","D1 PROFILE","",""
"96123205902326","Nodes","5902326","21.000000","40.301788","Default Known Flow Node","Known Flow","574480.600000","144603.880000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902288","Nodes","5902288","21.000000","42.156745","DDS demands","Known Flow","574429.225000","144518.130000","","0.000000","","","","","-1.710000","","","-1.529112","-1.710000","","","","","","","D1 PROFILE","",""
"96123205902127","Nodes","5902127","21.000000","42.793350","DDS demands","Known Flow","574152.350000","144545.005000","","0.000000","","","","","-13.850000","","","-12.384918","-13.850000","","","","","","","D1 PROFILE","",""
"96123205902320","Nodes","5902320","21.000000","37.908015","Default Known Flow Node","Known Flow","574137.475000","144631.130000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902323","Nodes","5902323","21.000000","42.833850","Default Known Flow Node","Known Flow","574183.975000","144553.505000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902324","Nodes","5902324","21.000000","42.857632","DDS demands","Known Flow","574262.165716","144494.101637","","0.000000","","","","","-1.420000","","","-1.269789","-1.420000","","","","","","","D1 PROFILE","",""
"96123205902327","Nodes","5902327","21.000000","40.141210","DDS demands","Known Flow","574494.725000","144684.880000","","0.000000","","","","","-2.400000","","","-2.146123","-2.400000","","","","","","","D1 PROFILE","",""
"96123205902339","Nodes","5902339","21.000000","25.858779","Default Known Flow Node","Known Flow","574495.100000","144519.630000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902338","Nodes","5902338","21.000000","25.855415","DDS demands","Known Flow","574493.850000","144514.505000","","0.000000","","","","","-3.020000","","","-2.700538","-3.020000","","","","","","","D1 PROFILE","",""
"96123205902289","Nodes","5902289","21.000000","38.891618","Default Known Flow Node","Known Flow","574528.725000","144593.880000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902294","Nodes","5902294","21.000000","37.445932","DDS demands","Known Flow","574636.225000","144556.130000","","0.000000","","","","","-6.269999","","","-5.606746","-6.269999","","","","","","","D1 PROFILE","",""
"96123205902296","Nodes","5902296","21.000000","37.500002","DDS demands","Known Flow","574647.725000","144536.255000","","0.000000","","","","","-1.630000","","","-1.457575","-1.630000","","","","","","","D1 PROFILE","",""
"96123205902304","Nodes","5902304","21.000000","34.379251","Default Known Flow Node","Known Flow","574752.975000","144794.380000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902153","Nodes","5902153","21.000000","34.379251","DDS demands","Known Flow","574753.725000","144797.380000","","0.000000","","","0.000000","","-3.869999","","","-3.460623","-3.869999","","","","","C3 PROFILE","","D1 PROFILE","",""
"96123205902340","Nodes","5902340","21.000000","25.859472","Default Known Flow Node","Known Flow","574500.475000","144523.380000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902291","Nodes","5902291","21.000000","38.508324","Default Known Flow Node","Known Flow","574536.100000","144643.755000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
