"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-DC)"
"96105805004088","Nodes","5004088","21.000000","26.123840","DDS demands","Known Flow","599088.304172","143066.441140","","0.000000","","","","","-3.390000","","","-3.031398","-3.390000","","","","","","","D1 PROFILE","",""
"96105800052937","Nodes","52937","21.000000","26.123840","Default Known Flow Node","Known Flow","599086.179172","143060.816138","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004091","Nodes","5004091","21.000000","26.515014","DDS demands","Known Flow","599160.304192","143055.066137","","0.000000","","","","","-5.280000","","","-4.721470","-5.280000","","","","","","","D1 PROFILE","",""
"96105805004108","Nodes","5004108","21.000000","27.112608","Default Known Flow Node","Known Flow","599110.804179","143272.691196","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004109","Nodes","5004109","21.000000","27.111850","DDS demands","Known Flow","599105.804177","143284.066199","","0.000000","","","-16.819999","","","","","-15.040745","-16.819999","","","","","C4 PROFILE","","","",""
"96105800052947","Nodes","52947","21.000000","27.122311","Default Known Flow Node","Known Flow","599166.054194","143194.066174","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004105","Nodes","5004105","21.000000","27.157520","DDS demands","Known Flow","599175.804196","143216.066180","","0.000000","-18.499999","","","","-4.810000","","","-20.844220","-23.309999","","","C1 PROFILE","","","","D1 PROFILE","",""
"96105800052945","Nodes","52945","21.000000","27.122311","Default Known Flow Node","Known Flow","599142.554187","143209.316179","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004092","Nodes","5004092","21.000000","26.580319","DDS demands","Known Flow","599169.410293","143046.956922","","0.000000","","","","","-3.819999","","","-3.415912","-3.819999","","","","","","","D1 PROFILE","",""
"96105800052953","Nodes","52953","21.000000","26.858843","Default Known Flow Node","Known Flow","599185.429199","143062.816139","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004012","Nodes","5004012","21.000000","26.857214","Default Known Flow Node","Known Flow","599184.304199","143063.191139","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004096","Nodes","5004096","21.000000","26.915399","DDS demands","Known Flow","599213.291402","143093.081361","","0.000000","","","","","-3.769999","","","-3.371201","-3.769999","","","","","","","D1 PROFILE","",""
"96105800052961","Nodes","52961","21.000000","26.959175","Default Known Flow Node","Known Flow","599234.304212","143062.691139","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004098","Nodes","5004098","21.000000","26.938571","DDS demands","Known Flow","599215.929207","143115.941153","","0.000000","","","","","-6.579999","","","-5.883953","-6.579999","","","","","","","D1 PROFILE","",""
"96105800151309","Nodes","151309","21.000000","26.938571","Default Known Flow Node","Known Flow","599197.554202","143159.691165","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004097","Nodes","5004097","21.000000","26.982624","DDS demands","Known Flow","599225.304210","143103.191150","","0.000000","","","","","-3.280000","","","-2.933034","-3.280000","","","","","","","D1 PROFILE","",""
"96105800052963","Nodes","52963","21.000000","27.165933","Default Known Flow Node","Known Flow","599237.429213","143213.691180","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800052964","Nodes","52964","21.000000","27.023165","Default Known Flow Node","Known Flow","599240.429214","143136.316159","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800052965","Nodes","52965","21.000000","27.037479","Default Known Flow Node","Known Flow","599248.429216","143122.316155","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004099","Nodes","5004099","21.000000","27.054918","DDS demands","Known Flow","599251.807059","143149.438714","","0.000000","","","","","-23.879999","","","-21.353922","-23.879999","","","","","","","D1 PROFILE","",""
"96105800052971","Nodes","52971","21.000000","27.054918","Default Known Flow Node","Known Flow","599261.804220","143143.566161","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800153545","Nodes","153545","21.000000","27.163993","Default Known Flow Node","Known Flow","599265.429221","143179.066170","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004104","Nodes","5004104","21.000000","27.169902","DDS demands","Known Flow","599261.179219","143198.691176","","0.000000","","","","","-1.169999","","","-1.046234","-1.169999","","","","","","","D1 PROFILE","",""
"96105800052973","Nodes","52973","21.000000","27.054918","Default Known Flow Node","Known Flow","599263.554220","143133.191158","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004100","Nodes","5004100","21.000000","27.098683","Default Known Flow Node","Known Flow","599299.554230","143067.941140","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800052974","Nodes","52974","21.000000","27.098683","Default Known Flow Node","Known Flow","599263.679220","143036.316131","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004048","Nodes","5004048","21.000000","28.055206","DDS demands","Known Flow","599327.179237","143023.941128","","0.000000","","","","","-15.500000","","","-13.860377","-15.500000","","","","","","","D1 PROFILE","",""
"96105800052982","Nodes","52982","21.000000","28.055206","Default Known Flow Node","Known Flow","599343.054242","143020.441127","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004046","Nodes","5004046","21.000000","28.152624","DDS demands","Known Flow","599371.054249","143024.566128","","0.000000","","","","","-6.480000","","","-5.794532","-6.480000","","","","","","","D1 PROFILE","",""
"96105800052987","Nodes","52987","21.000000","28.089745","Default Known Flow Node","Known Flow","599374.679250","143125.816156","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800052984","Nodes","52984","21.000000","28.089745","Default Known Flow Node","Known Flow","599362.929247","143089.066146","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
