"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"64302300000674","Nodes","-1462720","21.000000","30.338158","Default Known Flow Node","Known Flow","339927.859500","672957.218738","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000827","Nodes","-774","21.000000","29.624704","Default Known Flow Node","Known Flow","339717.733596","673002.835340","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000240","Nodes","Logger 10131, 16 Bankpark Brae","21.000000","25.473241","Val Log Cath","Known Flow","339843.108630","673243.085405","","0.000000","","","","","","-8.300000","","","","","-7.422008","-8.300000","","","","","","","","D1 PROFILE","","","",""
"64302300000236","Nodes","236","21.000000","25.960681","DDS demands","Known Flow","339858.983634","673196.835393","","0.000000","","","","","","-7.190000","","","","","-6.429426","-7.190000","","","","","","","","D1 PROFILE","","","",""
"64302300000207","Nodes","207","21.000000","27.521671","DDS demands","Known Flow","339963.358663","673083.085362","","0.000000","","","","","","-15.129999","","","","","-13.529516","-15.129999","","","","","","","","D1 PROFILE","","","",""
"64302300000235","Nodes","235","21.000000","26.634130","DDS demands","Known Flow","339920.483651","673163.585383","","0.000000","","","","","","-7.880000","","","","","-7.046437","-7.880000","","","","","","","","D1 PROFILE","","","",""
"64302300000838","Nodes","-805","21.000000","26.354107","Default Known Flow Node","Known Flow","339871.858638","673173.710386","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000640","Nodes","-1462612","21.000000","26.083915","Default Known Flow Node","Known Flow","339880.543416","673188.498487","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000829","Nodes","-776","21.000000","29.884375","Default Known Flow Node","Known Flow","339808.233621","673019.710344","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000605","Nodes","-1462493","21.000000","29.840552","Default Known Flow Node","Known Flow","339813.608622","673051.085353","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000003","Nodes","New Winton (East) RRI,","21.000000","49.999982","Default Known Pressure Node","Known Pressure","342614.492384","671043.216807","","0.000000","","","","","","","","","","","13.377499","14.960000","","","","","","","","","","","",""
"64302300000739","Nodes","-5","21.000000","49.955122","Default Known Flow Node","Known Flow","342612.075384","671046.840807","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000734","Nodes","-4904551","21.000000","49.950926","Default Known Flow Node","Known Flow","342555.406473","671113.821818","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000409","Nodes","409","21.000000","46.932136","DDS demands","Known Flow","342678.891169","671093.471809","","0.000000","","","","","","-7.440000","","","","","-6.652981","-7.440000","","","","","","","","D1 PROFILE","","","",""
"64302300000462","Nodes","462","21.000000","44.952655","DDS demands","Known Flow","340018.011678","671931.328048","","0.000000","","","","","","-2.799999","","","","","-2.503810","-2.799999","","","","","","","","D1 PROFILE","","","",""
"64302300000464","Nodes","464","21.000000","44.916807","DDS demands","Known Flow","340011.902676","671913.377043","","0.000000","","","","","","-3.729999","","","","","-3.335432","-3.729999","","","","","","","","D1 PROFILE","","","",""
"64302300000465","Nodes","465","21.000000","44.859309","DDS demands","Known Flow","340055.608688","671901.822040","","0.000000","","","","","","-4.689999","","","","","-4.193881","-4.689999","","","","","","","","D1 PROFILE","","","",""
"64302300000544","Nodes","544","21.000000","44.483910","DDS demands","Known Flow","340082.119695","671957.207055","","0.000000","","","","","","-9.149999","","","","","-8.182093","-9.149999","","","","","","","","D1 PROFILE","","","",""
"64302300000543","Nodes","543","21.000000","44.886001","DDS demands","Known Flow","340076.980694","671873.711032","","0.000000","","","","","","-2.480000","","","","","-2.217660","-2.480000","","","","","","","","D1 PROFILE","","","",""
"64302300000466","Nodes","466","21.000000","44.862897","DDS demands","Known Flow","340000.471673","671888.832037","","0.000000","","","","","","-0.790000","","","","","-0.706432","-0.790000","","","","","","","","D1 PROFILE","","","",""
"64302300000546","Nodes","P00007535/307049, WEST WINDYGOUL, -33.79SCMH","24.000000","45.259642","CSEP DDS Matched","Known Flow","340017.733678","672003.710068","","0.000000","","","","","","","-33.790001","","","","-30.215623","-33.790001","","","","","","","","","DC PROFILE","","",""
"64302300000333","Nodes","333","21.000000","44.535814","DDS demands","Known Flow","340016.358677","672279.335143","","0.000000","","","","","","-5.650000","","","","","-5.052331","-5.650000","","","","","","","","D1 PROFILE","","","",""
"64302300000330","Nodes","330","21.000000","44.917666","DDS demands","Known Flow","340056.858688","672333.085157","","0.000000","","","","","","-6.449999","","","","","-5.767705","-6.449999","","","","","","","","D1 PROFILE","","","",""
"64302300000335","Nodes","335","21.000000","43.882245","DDS demands","Known Flow","340013.983677","672443.960188","","0.000000","","","","","","-4.530000","","","","","-4.050807","-4.530000","","","","","","","","D1 PROFILE","","","",""
"64302300000659","Nodes","-1462670","21.000000","43.844819","Default Known Flow Node","Known Flow","340002.983674","672467.460194","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000491","Nodes","491","21.000000","47.374226","DDS demands","Known Flow","340010.608676","672094.085092","","0.000000","","","","","","-3.849999","","","","","-3.442738","-3.849999","","","","","","","","D1 PROFILE","","","",""
"64302300000309","Nodes","309","21.000000","47.422896","DDS demands","Known Flow","340016.483677","672177.210115","","0.000000","","","","","","-1.339999","","","","","-1.198251","-1.339999","","","","","","","","D1 PROFILE","","","",""
"64302300000308","Nodes","308","21.000000","47.559716","DDS demands","Known Flow","340014.483677","672148.960107","","0.000000","","","","","","-7.400000","","","","","-6.617212","-7.400000","","","","","","","","D1 PROFILE","","","",""
"64302300000757","Nodes","-579","21.000000","41.731632","Default Known Flow Node","Known Flow","340045.358685","672460.460192","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000329","Nodes","329","21.000000","41.673218","DDS demands","Known Flow","340080.358695","672474.085196","","0.000000","","","","","","-6.789999","","","","","-6.071739","-6.789999","","","","","","","","D1 PROFILE","","","",""
"64302300000744","Nodes","-535","21.000000","41.588877","Default Known Flow Node","Known Flow","340049.608686","672383.085171","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000326","Nodes","326","21.000000","41.103353","DDS demands","Known Flow","340023.108679","672362.335165","","0.000000","","","","","","-16.920000","","","","","-15.130167","-16.920000","","","","","","","","D1 PROFILE","","","",""
"64302300000718","Nodes","-439","21.000000","47.411611","Default Known Flow Node","Known Flow","340052.733687","672189.835119","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000722","Nodes","-451","21.000000","47.248193","Default Known Flow Node","Known Flow","340034.483682","672220.960127","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000742","Nodes","-521","21.000000","44.618043","Default Known Flow Node","Known Flow","340074.108693","672351.710163","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000746","Nodes","-539","21.000000","44.073604","Default Known Flow Node","Known Flow","340076.733694","672385.210172","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000720","Nodes","-447","21.000000","47.243027","Default Known Flow Node","Known Flow","340096.358699","672214.960125","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000303","Nodes","303","21.000000","47.039848","DDS demands","Known Flow","340090.108697","672231.960130","","0.000000","","","","","","-13.680000","","","","","-12.232901","-13.680000","","","","","","","","D1 PROFILE","","","",""
"64302300000721","Nodes","-449","21.000000","47.243027","Default Known Flow Node","Known Flow","340104.483701","672217.835126","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000612","Nodes","-1462509","21.000000","47.200295","Default Known Flow Node","Known Flow","340097.483699","672236.585131","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000761","Nodes","-585","21.000000","41.425816","Default Known Flow Node","Known Flow","340124.233707","672469.460195","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000327","Nodes","327","21.000000","41.801141","DDS demands","Known Flow","340056.108688","672437.085186","","0.000000","","","","","","-12.099999","","","","","-10.820037","-12.099999","","","","","","","","D1 PROFILE","","","",""
"64302300000755","Nodes","-576","21.000000","40.083610","Default Known Flow Node","Known Flow","340152.108714","672451.710190","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000322","Nodes","322","21.000000","40.020651","DDS demands","Known Flow","340142.858712","672438.960186","","0.000000","","","","","","-8.550000","","","","","-7.645563","-8.550000","","","","","","","","D1 PROFILE","","","",""
"64302300000753","Nodes","-570","21.000000","40.200458","Default Known Flow Node","Known Flow","340175.983721","672434.835185","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000325","Nodes","325","21.000000","42.374299","DDS demands","Known Flow","340062.108690","672424.710182","","0.000000","","","","","","-6.749999","","","","","-6.035970","-6.749999","","","","","","","","D1 PROFILE","","","",""
"64302300000320","Nodes","320","21.000000","40.382723","DDS demands","Known Flow","340195.983726","672421.585182","","0.000000","","","","","","-8.279999","","","","","-7.404124","-8.279999","","","","","","","","D1 PROFILE","","","",""
"64302300000748","Nodes","-543","21.000000","40.188890","DDS demands","Known Flow","340179.483722","672393.710174","","0.000000","","","","","","-2.970000","","","","","-2.655827","-2.970000","","","","","","","","D1 PROFILE","","","",""
"64302300000314","Nodes","314","21.000000","44.682395","DDS demands","Known Flow","340325.608761","672463.710193","","0.000000","","","","","","-7.989999","","","","","-7.144800","-7.989999","","","","","","","","D1 PROFILE","","","",""
"64302300000313","Nodes","313","21.000000","45.839288","DDS demands","Known Flow","340259.983744","672384.210171","","0.000000","","","","","","-7.799999","","","","","-6.974899","-7.799999","","","","","","","","D1 PROFILE","","","",""
"64302300000747","Nodes","-541","21.000000","43.570294","Default Known Flow Node","Known Flow","340240.233738","672393.460174","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000745","Nodes","","21.000000","45.470119","DDS demands","Known Flow","340292.608752","672383.335171","","0.000000","","","","","","-8.169999","","","","","-7.305760","-8.169999","","","","","","","","D1 PROFILE","","","",""
"64302300000324","Nodes","324","21.000000","43.706272","DDS demands","Known Flow","340066.608691","672410.960179","","0.000000","","","","","","-5.209999","","","","","-4.658875","-5.209999","","","","","","","","D1 PROFILE","","","",""
"64302300000678","Nodes","-1462729","21.000000","43.620402","Default Known Flow Node","Known Flow","340103.983701","672425.710183","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000737","Nodes","-494","21.000000","44.902308","Default Known Flow Node","Known Flow","340059.858689","672304.585150","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000323","Nodes","323","21.000000","44.952807","DDS demands","Known Flow","340063.108690","672331.585157","","0.000000","","","","","","-11.929999","","","","","-10.668019","-11.929999","","","","","","","","D1 PROFILE","","","",""
"64302300000312","Nodes","312","21.000000","46.468204","DDS demands","Known Flow","340227.983735","672344.710161","","0.000000","","","","","","-13.739999","","","","","-12.286554","-13.739999","","","","","","","","D1 PROFILE","","","",""
"64302300000655","Nodes","-1462660","21.000000","47.565412","Default Known Flow Node","Known Flow","340231.733736","672276.710142","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000293","Nodes","293","21.000000","47.694096","DDS demands","Known Flow","340266.233745","672266.460139","","0.000000","","","","","","-1.360000","","","","","-1.216136","-1.360000","","","","","","","","D1 PROFILE","","","",""
"64302300000302","Nodes","302","21.000000","47.559614","DDS demands","Known Flow","340109.483703","672181.710116","","0.000000","","","","","","-7.900000","","","","","-7.064321","-7.900000","","","","","","","","D1 PROFILE","","","",""
"64302300000304","Nodes","304","21.000000","47.586071","DDS demands","Known Flow","340079.983695","672170.085113","","0.000000","","","","","","-4.819999","","","","","-4.310130","-4.819999","","","","","","","","D1 PROFILE","","","",""
"64302300000305","Nodes","305","21.000000","47.556055","DDS demands","Known Flow","340067.608691","672118.835099","","0.000000","","","","","","-4.510000","","","","","-4.032922","-4.510000","","","","","","","","D1 PROFILE","","","",""
"64302300000306","Nodes","306","21.000000","47.577778","DDS demands","Known Flow","340062.983690","672163.710111","","0.000000","","","","","","-9.300000","","","","","-8.316226","-9.300000","","","","","","","","D1 PROFILE","","","",""
"64302300000300","Nodes","300","21.000000","47.595125","DDS demands","Known Flow","340160.358716","672200.960122","","0.000000","","","","","","-11.310000","","","","","-10.113604","-11.310000","","","","","","","","D1 PROFILE","","","",""
"64302300000725","Nodes","-471","21.000000","46.836460","Default Known Flow Node","Known Flow","340126.358707","672269.835140","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000298","Nodes","298","21.000000","47.610104","DDS demands","Known Flow","340177.233721","672206.960123","","0.000000","","","","","","-3.869999","","","","","-3.460623","-3.869999","","","","","","","","D1 PROFILE","","","",""
"64302300000299","Nodes","299","21.000000","47.584649","DDS demands","Known Flow","340209.108730","672176.585115","","0.000000","","","","","","-2.789999","","","","","-2.494867","-2.789999","","","","","","","","D1 PROFILE","","","",""
"64302300000296","Nodes","296","21.000000","47.615689","DDS demands","Known Flow","340228.108735","672226.210128","","0.000000","","","","","","-4.900000","","","","","-4.381668","-4.900000","","","","","","","","D1 PROFILE","","","",""
"64302300000310","Nodes","310","21.000000","47.516438","DDS demands","Known Flow","340047.358686","672120.960100","","0.000000","","","","","","-5.599999","","","","","-5.007620","-5.599999","","","","","","","","D1 PROFILE","","","",""
"64302300000294","Nodes","294","21.000000","47.665563","DDS demands","Known Flow","340276.358748","672243.585133","","0.000000","","","","","","-12.729999","","","","","-11.383393","-12.729999","","","","","","","","D1 PROFILE","","","",""
"64302300000723","Nodes","-456","21.000000","47.652112","Default Known Flow Node","Known Flow","340263.608745","672238.210132","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000289","Nodes","289","21.000000","47.973376","DDS demands","Known Flow","340305.483756","672282.335144","","0.000000","","","","","","-7.040000","","","","","-6.295294","-7.040000","","","","","","","","D1 PROFILE","","","",""
"64302300000285","Nodes","285","21.000000","48.174434","DDS demands","Known Flow","340361.608771","672303.460149","","0.000000","","","","","","-12.189999","","","","","-10.900516","-12.189999","","","","","","","","D1 PROFILE","","","",""
"64302300000729","Nodes","-490","21.000000","48.344608","Default Known Flow Node","Known Flow","340407.733784","672301.585149","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000286","Nodes","286","21.000000","47.886248","DDS demands","Known Flow","340348.358768","672321.835154","","0.000000","","","","","","-6.469999","","","","","-5.785589","-6.469999","","","","","","","","D1 PROFILE","","","",""
"64302300000290","Nodes","290","21.000000","47.817647","DDS demands","Known Flow","340297.983754","672303.210149","","0.000000","","","","","","-5.820000","","","","","-5.204348","-5.820000","","","","","","","","D1 PROFILE","","","",""
"64302300000291","Nodes","291","21.000000","47.756246","DDS demands","Known Flow","340286.483751","672343.210160","","0.000000","","","","","","-2.400000","","","","","-2.146123","-2.400000","","","","","","","","D1 PROFILE","","","",""
"64302300000292","Nodes","292","21.000000","47.733244","DDS demands","Known Flow","340277.733748","672336.710158","","0.000000","","","","","","-3.729999","","","","","-3.335432","-3.729999","","","","","","","","D1 PROFILE","","","",""
"64302300000287","Nodes","287","21.000000","47.795989","DDS demands","Known Flow","340329.608762","672364.460166","","0.000000","","","","","","-3.849999","","","","","-3.442738","-3.849999","","","","","","","","D1 PROFILE","","","",""
"64302300000288","Nodes","288","21.000000","47.755354","DDS demands","Known Flow","340324.983761","672354.460163","","0.000000","","","","","","-3.670000","","","","","-3.281779","-3.670000","","","","","","","","D1 PROFILE","","","",""
"64302300000316","Nodes","316","21.000000","44.317381","DDS demands","Known Flow","340422.233788","672485.710199","","0.000000","","","","","","-11.329999","","","","","-10.131489","-11.329999","","","","","","","","D1 PROFILE","","","",""
"64302300000675","Nodes","-1462721","21.000000","44.317381","Default Known Flow Node","Known Flow","340401.108782","672484.710199","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000681","Nodes","-1462744","21.000000","47.579558","Default Known Flow Node","Known Flow","340462.858799","672317.335153","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000307","Nodes","307","21.000000","47.065361","DDS demands","Known Flow","340033.983682","672245.585134","","0.000000","","","","","","-9.079999","","","","","-8.119498","-9.079999","","","","","","","","D1 PROFILE","","","",""
"64302300000646","Nodes","-1462633","21.000000","41.731632","Default Known Flow Node","Known Flow","340036.983683","672459.460192","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000636","Nodes","-1462604","21.000000","41.675084","Default Known Flow Node","Known Flow","340055.858688","672365.960166","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000615","Nodes","-1462524","21.000000","47.411611","Default Known Flow Node","Known Flow","340065.608691","672184.835117","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000331","Nodes","331","21.000000","44.813919","DDS demands","Known Flow","340049.483686","672299.835148","","0.000000","","","","","","-7.849999","","","","","-7.019610","-7.849999","","","","","","","","D1 PROFILE","","","",""
"64302300000607","Nodes","-1462498","21.000000","44.618043","Default Known Flow Node","Known Flow","340105.108701","672363.585166","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000619","Nodes","-1462529","21.000000","44.073604","Default Known Flow Node","Known Flow","340101.233700","672394.710174","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000638","Nodes","-1462608","21.000000","47.243027","Default Known Flow Node","Known Flow","340111.233703","672204.835123","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000685","Nodes","-1462758","21.000000","41.339642","Default Known Flow Node","Known Flow","340140.858711","672485.960199","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000301","Nodes","301","21.000000","46.636792","DDS demands","Known Flow","340111.983703","672272.460141","","0.000000","","","","","","-14.060000","","","","","-12.572704","-14.060000","","","","","","","","D1 PROFILE","","","",""
"64302300000602","Nodes","-1462481","21.000000","46.793708","Default Known Flow Node","Known Flow","340153.233715","672279.960143","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000633","Nodes","-1462593","21.000000","39.997226","Default Known Flow Node","Known Flow","340176.483721","672488.210200","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302300000642","Nodes","-1462622","21.000000","40.286850","Default Known Flow Node","Known Flow","340166.358718","672420.585181","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
