"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"64303800000056","Nodes","56",21.000000,23.333648,"DDS demands","Known Flow",290042.344393,666370.892901,,0.000000,,,,-11.499999,,,,,,,-10.283505,-11.499999,,"",,,,"D1 PROFILE",,,,,,
"64303800000111","Nodes","111",21.000000,26.394208,"DDS demands","Known Flow",290402.265177,667437.520825,,0.000000,,,,-9.710000,,,,,,,-8.682855,-9.710000,,"",,,,"D1 PROFILE",,,,,,
"64303800000145","Nodes","Logger 9519, 2 Greenhill Road",21.000000,26.387004,"Val Log Cath","Known Flow",290417.063947,667449.948509,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303800000084","Nodes","84",21.000000,26.449418,"DDS demands","Known Flow",290517.079208,667483.299838,,0.000000,,,,-11.279999,,,,,,,-10.086777,-11.279999,,"",,,,"D1 PROFILE",,,,,,
"64303800000068","Nodes","-68",21.000000,34.624078,"DDS demands","Known Flow",289868.866447,667098.857541,,0.000000,,,,-16.860000,,,,,,,-15.076514,-16.860000,,"",,,,"D1 PROFILE",,,,,,
"64303800000150","Nodes","150",21.000000,30.859604,"DDS demands","Known Flow",289889.675253,667027.489180,,0.000000,,,,-12.960000,,,,,,,-11.589064,-12.960000,,"",,,,"D1 PROFILE",,,,,,
"64303810000040","Nodes","-40",21.000000,28.317186,"Default Known Flow Node","Known Flow",289902.680041,666976.225700,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303800000080","Nodes","80",21.000000,43.376419,"DDS demands","Known Flow",289585.337552,667074.432221,,0.000000,,,,-4.429999,,,,,,,-3.961385,-4.429999,,"",,,,"D1 PROFILE",,,,,,
"64303800000029","Nodes","29",21.000000,42.951664,"DDS demands","Known Flow",289552.654946,667075.861727,,0.000000,,,,-21.200001,,,,,,,-18.957421,-21.200001,,"",,,,"D1 PROFILE",,,,,,
"64303800000093","Nodes","93",21.000000,30.183015,"DDS demands","Known Flow",289034.057931,667079.305862,,0.000000,,,,-21.850001,,,,,,,-19.538661,-21.850001,,"",,,,"D1 PROFILE",,,,,,
"64303800000063","Nodes","63",21.000000,34.945514,"DDS demands","Known Flow",289133.429831,667088.350730,,0.000000,,,,-1.669999,,,,,,,-1.493343,-1.669999,,"",,,,"D1 PROFILE",,,,,,
"64303800000052","Nodes","52, P00103133, Westcraigs Road Site, -136scm/h",24.000000,24.629252,"CSEP DDS Matched","Known Flow",289925.144392,666896.036335,,0.000000,,,,-25.569999,-135.999995,,,,,,-144.478775,-161.569992,,"",,,,"D1 PROFILE","DC PROFILE",,,,,
"64303800000127","Nodes","127",21.000000,24.621783,"DDS demands","Known Flow",288933.462777,666918.552684,,0.000000,,,,-19.130000,,,,,,,-17.106388,-19.130000,,"",,,,"D1 PROFILE",,,,,,
"64303800001004","Nodes","1004",21.000000,24.395923,"Default Known Flow Node","Known Flow",288944.505780,666865.223670,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303800000119","Nodes","119",21.000000,24.395443,"DDS demands","Known Flow",288945.946780,666865.462670,,0.000000,,,,-16.419999,,,,,,,-14.683058,-16.419999,,"",,,,"D1 PROFILE",,,,,,
"64303800000039","Nodes","39",21.000000,38.477177,"DDS demands","Known Flow",289628.903263,667174.928506,,0.000000,,,,-7.129999,,,,,,,-6.375773,-7.129999,,"",,,,"D1 PROFILE",,,,,,
"64303801462539","Nodes","-1462539",21.000000,22.595493,"Default Known Flow Node","Known Flow",289925.384047,666494.199569,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303800000014","Nodes","-14",21.000000,22.595493,"Default Known Flow Node","Known Flow",289943.688052,666497.081569,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303801462502","Nodes","-1462502",21.000000,22.804780,"Default Known Flow Node","Known Flow",289931.555049,666450.438557,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303801462508","Nodes","-1462508",21.000000,22.595493,"Default Known Flow Node","Known Flow",289961.992057,666500.406570,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303801462535","Nodes","-1462535",21.000000,22.804780,"Default Known Flow Node","Known Flow",289971.109059,666456.036558,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303810000035","Nodes","-35",21.000000,24.099924,"DDS demands","Known Flow",288978.883789,666925.449686,,0.000000,,,,-5.239999,,,,,,,-4.685701,-5.239999,,"",,,,"D1 PROFILE",,,,,,
"64303801462544","Nodes","-1462544",21.000000,23.831587,"Default Known Flow Node","Known Flow",288992.676793,666877.461673,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303810000028","Nodes","-28",21.000000,23.829444,"Default Known Flow Node","Known Flow",288996.188794,666878.136673,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303800000126","Nodes","126",21.000000,25.168607,"DDS demands","Known Flow",288925.633775,666986.714703,,0.000000,,,,-2.910000,,,,,,,-2.602174,-2.910000,,"",,,,"D1 PROFILE",,,,,,
"64303801462494","Nodes","-1462494",21.000000,24.054755,"Default Known Flow Node","Known Flow",288979.502790,666915.172683,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303801462513","Nodes","-1462513",21.000000,23.669063,"DDS demands","Known Flow",288973.029788,666875.589672,,0.000000,,,,-2.430000,,,,,,,-2.172949,-2.430000,,"",,,,"D1 PROFILE",,,,,,
"64303800000151","Nodes","151",21.000000,23.896007,"DDS demands","Known Flow",289015.075799,666929.292687,,0.000000,,,,-10.270000,,,,,,,-9.183618,-10.270000,,"",,,,"D1 PROFILE",,,,,,
"64303810000037","Nodes","-37",21.000000,23.805640,"Default Known Flow Node","Known Flow",289048.855808,666933.028688,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303801462495","Nodes","Logger 9722, 17 Ogilface Crescent",21.000000,23.890509,"Val Log Cath","Known Flow",289017.130534,666929.519937,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303801462474","Nodes","-1462474",21.000000,23.760465,"Default Known Flow Node","Known Flow",289049.800809,666922.899685,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303800000140","Nodes","140",21.000000,22.994070,"DDS demands","Known Flow",289128.413830,666954.186694,,0.000000,,,,-6.530000,,,,,,,-5.839243,-6.530000,,"",,,,"D1 PROFILE",,,,,,
"64303800000053","Nodes","53",21.000000,22.852624,"DDS demands","Known Flow",289918.006045,666738.786635,,0.000000,,,,-12.789999,,,,,,,-11.437046,-12.789999,,"",,,,"D1 PROFILE",,,,,,
"64303800000122","Nodes","122",21.000000,22.931208,"DDS demands","Known Flow",289811.793016,666718.353630,,0.000000,,,,-5.909999,,,,,,,-5.284827,-5.909999,,"",,,,"D1 PROFILE",,,,,,
"64303800000024","Nodes","24",21.000000,25.318606,"DDS demands","Known Flow",288915.227772,667125.335740,,0.000000,,,,-4.330000,,,,,,,-3.871963,-4.330000,,"",,,,"D1 PROFILE",,,,,,
"64303800000069","Nodes","-69",21.000000,25.665753,"Default Known Flow Node","Known Flow",288920.420774,667095.118732,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303800000025","Nodes","25",21.000000,26.323219,"DDS demands","Known Flow",288925.025775,667074.247727,,0.000000,,,,-0.699999,,,,,,,-0.625952,-0.699999,,"",,,,"D1 PROFILE",,,,,,
"64303801462516","Nodes","-1462516",21.000000,25.414448,"Default Known Flow Node","Known Flow",288937.126778,667100.568734,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303800000082","Nodes","-82",21.000000,25.555627,"DDS demands","Known Flow",289354.173892,667212.330764,,0.000000,,,,-3.069999,,,,,,,-2.745248,-3.069999,,"",,,,"D1 PROFILE",,,,,,
"64303810000107","Nodes","-107",21.000000,25.700716,"Default Known Flow Node","Known Flow",289357.804893,667211.745764,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303810000113","Nodes","-113",21.000000,25.594524,"DDS demands","Known Flow",289344.127793,667254.375982,,0.000000,,,,-8.819999,,,,,,,-7.887001,-8.819999,,"",,,,"D1 PROFILE",,,,,,
"64303800000124","Nodes","124",21.000000,39.457209,"DDS demands","Known Flow",289237.633318,667057.072173,,0.000000,,,-7.469999,-1.279999,,,,,,,-7.824406,-8.749999,,"",,,"C4 PROFILE","D1 PROFILE",,,,,,
"64303800000081","Nodes","81",21.000000,26.913807,"DDS demands","Known Flow",289359.154893,667184.672757,,0.000000,,,,-11.300000,,,,,,,-10.104662,-11.300000,,"",,,,"D1 PROFILE",,,,,,
"64303800000034","Nodes","34",21.000000,26.548443,"DDS demands","Known Flow",289330.567885,667152.758748,,0.000000,,,,-10.159999,,,,,,,-9.085253,-10.159999,,"",,,,"D1 PROFILE",,,,,,
"64303800000094","Nodes","94",21.000000,27.304315,"DDS demands","Known Flow",289007.558785,667170.605008,,0.000000,,,,-24.319998,,,,,,,-21.747379,-24.319998,,"",,,,"D1 PROFILE",,,,,,
"64303801462545","Nodes","-1462545",21.000000,27.304315,"Default Known Flow Node","Known Flow",289019.547800,667172.898753,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303801462469","Nodes","-1462469",21.000000,27.820509,"Default Known Flow Node","Known Flow",289022.348801,667152.716748,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303800000032","Nodes","32",21.000000,41.564215,"DDS demands","Known Flow",289432.124913,667134.985743,,0.000000,,,,-3.440000,,,,,,,-3.076109,-3.440000,,"",,,,"D1 PROFILE",,,,,,
"64303810000079","Nodes","-79",21.000000,41.328998,"Default Known Flow Node","Known Flow",289509.353934,667133.570743,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303800000033","Nodes","33",21.000000,35.971857,"DDS demands","Known Flow",289501.389932,667184.547757,,0.000000,,,,-14.479999,,,,,,,-12.948275,-14.479999,,"",,,,"D1 PROFILE",,,,,,
"64303810000091","Nodes",,21.000000,30.254746,"DDS demands","Known Flow",289430.786751,667190.913931,,0.000000,,,,-17.719999,,,,,,,-15.845541,-17.719999,,"",,,,"D1 PROFILE",,,,,,
"64303801462509","Nodes","-1462509",21.000000,35.971857,"Default Known Flow Node","Known Flow",289512.960935,667189.979758,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303800000040","Nodes","40",21.000000,38.433447,"DDS demands","Known Flow",289617.894688,667170.050443,,0.000000,,,,-4.940000,,,,,,,-4.417436,-4.940000,,"",,,,"D1 PROFILE",,,,,,
"64303800000038","Nodes","38",21.000000,38.704294,"DDS demands","Known Flow",289715.192437,667174.092431,,0.000000,,,,-11.570000,,,,,,,-10.346101,-11.570000,,"",,,,"D1 PROFILE",,,,,,
"64303800000037","Nodes","37",21.000000,38.906988,"DDS demands","Known Flow",289734.064652,667175.504652,,0.000000,,,,-1.640000,,,,,,,-1.466517,-1.640000,,"",,,,"D1 PROFILE",,,,,,
"64303800000042","Nodes","42",21.000000,38.981844,"DDS demands","Known Flow",289709.987783,667217.094115,,0.000000,,,,-12.020000,,,,,,,-10.748499,-12.020000,,"",,,,"D1 PROFILE",,,,,,
"64303800000031","Nodes","31",21.000000,41.321613,"DDS demands","Known Flow",289510.381847,667133.650587,,0.000000,,,,-13.100000,,,,,,,-11.714255,-13.100000,,"",,,,"D1 PROFILE",,,,,,
"64303800000041","Nodes","41",21.000000,41.089606,"DDS demands","Known Flow",289576.270952,667148.977747,,0.000000,,,,-4.559999,,,,,,,-4.077633,-4.559999,,"",,,,"D1 PROFILE",,,,,,
"64303801462533","Nodes","-1462533",21.000000,43.492902,"DDS demands","Known Flow",289576.655952,667100.587734,,0.000000,-3.370000,,,,,,,,,,-3.013514,-3.370000,,"","C1 PROFILE",,,,,,,,,
"64303800000044","Nodes","44",21.000000,37.069970,"DDS demands","Known Flow",289733.419988,667230.608912,,0.000000,,,,-18.409999,,,,,,,-16.462551,-18.409999,,"",,,,"D1 PROFILE",,,,,,
"64303810000104","Nodes","-104",21.000000,38.952584,"Default Known Flow Node","Known Flow",289771.723262,667196.411565,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303800000138","Nodes","138",21.000000,33.909300,"DDS demands","Known Flow",289875.415051,667120.662890,,0.000000,,,,-7.239999,,,,,,,-6.474137,-7.239999,,"",,,,"D1 PROFILE",,,,,,
"64303800000139","Nodes","139",21.000000,33.301314,"DDS demands","Known Flow",289860.244029,667170.834753,,0.000000,-17.909999,,,,,,,,,,-16.015442,-17.909999,,"","C1 PROFILE",,,,,,,,,
"64303800000089","Nodes","89",21.000000,28.150594,"DDS demands","Known Flow",290048.527080,667237.747771,,0.000000,,,,-6.569999,,,,,,,-5.875011,-6.569999,,"",,,,"D1 PROFILE",,,,,,
"64303800000152","Nodes","152",21.000000,28.089013,"DDS demands","Known Flow",290059.572083,667217.707766,,0.000000,,-6.000000,,,,,,,,,-5.365307,-6.000000,,"",,"C2 PROFILE",,,,,,,,
"64303800000100","Nodes","100",21.000000,28.044607,"DDS demands","Known Flow",290277.410143,667276.628782,,0.000000,,,,-7.499999,,,,,,,-6.706634,-7.499999,,"",,,,"D1 PROFILE",,,,,,
"64303800000083","Nodes","83",21.000000,26.307430,"DDS demands","Known Flow",290406.398178,667423.872822,,0.000000,,,,-1.460000,,,,,,,-1.305558,-1.460000,,"",,,,"D1 PROFILE",,,,,,
"64303800000101","Nodes","101",21.000000,27.551965,"DDS demands","Known Flow",290284.285145,667324.664795,,0.000000,,,,-5.179999,,,,,,,-4.632048,-5.179999,,"",,,,"D1 PROFILE",,,,,,
"64303800000105","Nodes","105",21.000000,27.681446,"DDS demands","Known Flow",290281.894144,667332.653797,,0.000000,,,,-2.970000,,,,,,,-2.655827,-2.970000,,"",,,,"D1 PROFILE",,,,,,
"64303800000102","Nodes","102",21.000000,27.446478,"DDS demands","Known Flow",290332.885158,667340.732799,,0.000000,,,,-5.290000,,,,,,,-4.730413,-5.290000,,"",,,,"D1 PROFILE",,,,,,
"64303800000106","Nodes","106",21.000000,27.408791,"DDS demands","Known Flow",290323.360155,667368.843807,,0.000000,,,,-6.130000,,,,,,,-5.481555,-6.130000,,"",,,,"D1 PROFILE",,,,,,
"64303800000108","Nodes","108",21.000000,27.399259,"DDS demands","Known Flow",290299.778149,667361.394805,,0.000000,,,,-2.329999,,,,,,,-2.083527,-2.329999,,"",,,,"D1 PROFILE",,,,,,
"64303800000107","Nodes","107",21.000000,27.562854,"DDS demands","Known Flow",290358.303165,667380.091810,,0.000000,,,,-3.140000,,,,,,,-2.807844,-3.140000,,"",,,,"D1 PROFILE",,,,,,
"64303800000097","Nodes","97",21.000000,27.364555,"Default Known Flow Node","Known Flow",290340.665160,667269.957780,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303800000098","Nodes","98",21.000000,27.122989,"Default Known Flow Node","Known Flow",290380.717171,667283.783784,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303800000112","Nodes","112",21.000000,27.483208,"DDS demands","Known Flow",290332.780158,667292.562786,,0.000000,,,,-3.069999,,,,,,,-2.745248,-3.069999,,"",,,,"D1 PROFILE",,,,,,
"64303800000099","Nodes","99",21.000000,26.808209,"Default Known Flow Node","Known Flow",290416.728181,667294.763787,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303800000113","Nodes","113",21.000000,27.106750,"DDS demands","Known Flow",290372.633169,667307.697790,,0.000000,,,,-3.010000,,,,,,,-2.691595,-3.010000,,"",,,,"D1 PROFILE",,,,,,
"64303800000114","Nodes","114",21.000000,26.793005,"DDS demands","Known Flow",290409.794179,667317.186793,,0.000000,,,,-3.020000,,,,,,,-2.700538,-3.020000,,"",,,,"D1 PROFILE",,,,,,
"64303800000046","Nodes","46",21.000000,26.419104,"DDS demands","Known Flow",290458.366192,667308.437790,,0.000000,,,,-3.819999,,,,,,,-3.415912,-3.819999,,"",,,,"D1 PROFILE",,,,,,
"64303800000091","Nodes","91",21.000000,26.202052,"DDS demands","Known Flow",290435.125186,667373.200808,,0.000000,,,,-11.159999,,,,,,,-9.979471,-11.159999,,"",,,,"D1 PROFILE",,,,,,
"64303800000109","Nodes","109",21.000000,26.315246,"DDS demands","Known Flow",290414.870180,667397.363814,,0.000000,,,,-10.249999,,,,,,,-9.165733,-10.249999,,"",,,,"D1 PROFILE",,,,,,
"64303800000110","Nodes","110",21.000000,26.310070,"DDS demands","Known Flow",290380.548171,667386.187811,,0.000000,,,,-1.420000,,,,,,,-1.269789,-1.420000,,"",,,,"D1 PROFILE",,,,,,
"64303800000050","Nodes","50",21.000000,25.711395,"DDS demands","Known Flow",290517.189208,667510.381845,,0.000000,,,,-7.940000,,,,,,,-7.100090,-7.940000,,"",,,,"D1 PROFILE",,,,,,
"64303810000105","Nodes","-105",21.000000,28.365846,"Default Known Flow Node","Known Flow",290065.765085,667199.420761,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303800000147","Nodes","147",21.000000,28.171892,"DDS demands","Known Flow",290082.329090,667226.514768,,0.000000,,,,-1.990000,,,,,,,-1.779493,-1.990000,,"",,,,"D1 PROFILE",,,,,,
"64303800000146","Nodes","146",21.000000,28.100385,"DDS demands","Known Flow",290019.090072,667221.189766,,0.000000,,,,-3.250000,,,,,,,-2.906208,-3.250000,,"",,,,"D1 PROFILE",,,,,,
"64303800000148","Nodes","148",21.000000,28.308692,"DDS demands","Known Flow",290085.189090,667205.998762,,0.000000,,,,-2.910000,,,,,,,-2.602174,-2.910000,,"",,,,"D1 PROFILE",,,,,,
"64303800000104","Nodes","104",21.000000,28.060000,"DDS demands","Known Flow",290290.828146,667279.966782,,0.000000,,,,-2.380000,,,,,,,-2.128238,-2.380000,,"",,,,"D1 PROFILE",,,,,,
"64303800000103","Nodes","103",21.000000,27.209013,"DDS demands","Known Flow",290394.291175,667357.619804,,0.000000,,,,-8.029999,,,,,,,-7.180569,-8.029999,,"",,,,"D1 PROFILE",,,,,,
"64303800000092","Nodes","92",21.000000,26.191005,"DDS demands","Known Flow",290551.509217,667413.927819,,0.000000,,,,-3.390000,,,,,,,-3.031398,-3.390000,,"",,,,"D1 PROFILE",,,,,,
"64303800000118","Nodes","118",21.000000,24.886652,"DDS demands","Known Flow",290520.921248,667433.550019,,0.000000,,,,-9.699999,,,,,,,-8.673912,-9.699999,,"",,,,"D1 PROFILE",,,,,,
"64303800000061","Nodes","61",21.000000,25.178271,"DDS demands","Known Flow",290513.283787,667458.008707,,0.000000,,,,-1.949999,,,,,,,-1.743724,-1.949999,,"",,,,"D1 PROFILE",,,,,,
"64303800000047","Nodes","47",21.000000,26.446659,"Default Known Flow Node","Known Flow",290532.916212,667332.661797,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303800000115","Nodes","115",21.000000,26.356552,"DDS demands","Known Flow",290527.688211,667347.860801,,0.000000,,,,-4.289999,,,,,,,-3.836194,-4.289999,,"",,,,"D1 PROFILE",,,,,,
"64303800000095","Nodes","95",21.000000,26.356722,"Default Known Flow Node","Known Flow",290693.075256,667386.880812,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303800000117","Nodes","117",21.000000,26.323628,"DDS demands","Known Flow",290555.015218,667356.537803,,0.000000,,,,-4.019999,,,,,,,-3.594755,-4.019999,,"",,,,"D1 PROFILE",,,,,,
"64303800000116","Nodes","116",21.000000,26.438855,"DDS demands","Known Flow",290501.658204,667338.894799,,0.000000,,,,-1.980000,,,,,,,-1.770551,-1.980000,,"",,,,"D1 PROFILE",,,,,,
"64303800000030","Nodes","30",21.000000,40.975561,"DDS demands","Known Flow",289537.665941,667119.314739,,0.000000,-2.339999,,,-3.349999,,,,,,,-5.088099,-5.689999,,"","C1 PROFILE",,,"D1 PROFILE",,,,,,
"64303800000035","Nodes","35",21.000000,38.873988,"DDS demands","Known Flow",289743.991295,667073.755793,,0.000000,,,,-20.410000,,,,,,,-18.250988,-20.410000,,"",,,,"D1 PROFILE",,,,,,
"64303800000070","Nodes","-70",21.000000,36.279131,"Default Known Flow Node","Known Flow",289861.846030,667103.175734,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303800000036","Nodes","36",21.000000,38.854656,"DDS demands","Known Flow",289743.377997,667152.251748,,0.000000,,,,-3.989999,,,,,,,-3.567929,-3.989999,,"",,,,"D1 PROFILE",,,,,,
"64303800000064","Nodes","-64",21.000000,43.161964,"Default Known Flow Node","Known Flow",289562.686948,667075.418727,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303800000003","Nodes","3, BLACKRIDGE DG, Tel, Site ID 5803",21.000000,46.999998,"Default Known Pressure Node","Known Pressure",289571.721951,667042.104718,,2750.000097,,,,,,,,,,,955.614911,1068.659968,,"",,,,,,,,,,
"64303800000045","Nodes","45",21.000000,35.590651,"DDS demands","Known Flow",289866.534078,667104.526427,,0.000000,,,,-5.140000,,,,,,,-4.596280,-5.140000,,"",,,,"D1 PROFILE",,,,,,
"64303800000142","Nodes","142",21.000000,23.279998,"DDS demands","Known Flow",290045.452663,666331.640546,,0.000000,,,,-3.930000,,,,,,,-3.514276,-3.930000,,"",,,,"D1 PROFILE",,,,,,
"64303800000026","Nodes","26",21.000000,25.064047,"DDS demands","Known Flow",288943.076915,666979.612155,,0.000000,,,,-4.900000,,,,,,,-4.381668,-4.900000,,"",,,,"D1 PROFILE",,,,,,
"64303800001003","Nodes","1003",21.000000,24.666620,"Default Known Flow Node","Known Flow",289057.119192,666982.330519,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303800000028","Nodes","28",21.000000,24.670153,"DDS demands","Known Flow",289054.692810,666983.761702,,0.000000,,,,-15.819999,,,,,,,-14.146526,-15.819999,,"",,,,"D1 PROFILE",,,,,,
"64303800000130","Nodes","130, P07111578, Langside Drive, -48.28scm/h",24.000000,25.459561,"CSEP DDS Matched","Known Flow",288919.665366,667100.801794,,0.000000,,,,,-48.300000,,,,,,-43.190723,-48.300000,,"",,,,,"DC PROFILE",,,,,
"64303810000122","Nodes","122, Woodhill Road Potential",21.000000,25.449334,"DDS demands","Known Flow",288892.565564,667235.953569,,0.000000,,,,,,-4.999999,,,,,-4.471089,-4.999999,,"",,,,,,"DH PROFILE",,,,
"64303810000102","Nodes","-102",21.000000,28.650189,"Default Known Flow Node","Known Flow",290083.878090,667186.766757,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303801462517","Nodes","-1462517",21.000000,28.650189,"Default Known Flow Node","Known Flow",290079.864089,667200.466761,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303810000100","Nodes","-100",21.000000,28.650189,"Default Known Flow Node","Known Flow",290084.292090,667185.167757,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64303801462490","Nodes","-1462490",21.000000,28.684132,"Default Known Flow Node","Known Flow",290076.569088,667184.318756,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
