"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IC)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IC)","NodeFlowProfileNameByCategory(PL-AF)"
"64400401462858","Nodes","1462858",21.000000,26.635618,"Default Known Flow Node","Known Flow",293135.220920,681380.837619,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001574","Nodes","1574",21.000000,29.388256,"Default Known Flow Node","Known Flow",293221.095944,681069.587535,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462587","Nodes","1462587",21.000000,29.388256,"Default Known Flow Node","Known Flow",293219.470943,681044.212528,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400154910","Nodes","154910",21.000000,30.666613,"Default Known Flow Node","Known Flow",293250.399980,681035.050066,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462628","Nodes","1462628",21.000000,30.666613,"Default Known Flow Node","Known Flow",293249.595952,681013.837520,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001586","Nodes","1586",21.000000,28.774819,"Default Known Flow Node","Known Flow",293389.845990,681101.087543,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400327028","Nodes","327028",21.000000,30.025445,"Default Known Flow Node","Known Flow",293444.471005,681364.462615,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400163810","Nodes","163810",21.000000,30.025445,"Default Known Flow Node","Known Flow",293444.721005,681358.212613,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463444","Nodes","1463444",21.000000,30.025445,"Default Known Flow Node","Known Flow",293441.346004,681352.712612,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001650","Nodes","1650",21.000000,30.025445,"Default Known Flow Node","Known Flow",293444.721005,681382.962620,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463205","Nodes","1463205",21.000000,29.280106,"Default Known Flow Node","Known Flow",293453.096007,681456.837640,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462553","Nodes","1462553",21.000000,29.280106,"Default Known Flow Node","Known Flow",293445.346005,681425.962632,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462714","Nodes","1462714",21.000000,30.312237,"Default Known Flow Node","Known Flow",293452.721007,681405.837626,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462689","Nodes","1462689",21.000000,30.568910,"Default Known Flow Node","Known Flow",293486.221016,681370.087617,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462996","Nodes","1462996",21.000000,28.572131,"Default Known Flow Node","Known Flow",293193.845936,681039.337527,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462708","Nodes","1462708",21.000000,26.829973,"Default Known Flow Node","Known Flow",293479.721014,681086.712539,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400168110","Nodes","168110",21.000000,31.130566,"Default Known Flow Node","Known Flow",293490.596017,681496.462651,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463176","Nodes","1463176",21.000000,31.130566,"Default Known Flow Node","Known Flow",293486.721016,681480.087646,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001063","Nodes","1063",21.000000,29.318900,"Default Known Flow Node","Known Flow",293533.096029,681120.337549,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001540","Nodes","1540",21.000000,29.330401,"Default Known Flow Node","Known Flow",293539.971031,681011.087519,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001067","Nodes","1067",21.000000,26.036640,"DDS demands","Known Flow",293512.346023,681135.462553,,0.000000,,,,,,-22.879998,,,,,,-20.459704,-22.879998,,"",,,,,,"D1 PROFILE",,,,,
"64400401463375","Nodes","1463375",21.000000,26.829973,"Default Known Flow Node","Known Flow",293503.221021,681099.462543,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001437","Nodes","1437",21.000000,29.225313,"Default Known Flow Node","Known Flow",293769.221093,681243.212582,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001436","Nodes","1436",21.000000,29.278883,"DDS demands","Known Flow",293739.596085,681202.587571,,0.000000,,,,,,-6.659999,,,,,,-5.955491,-6.659999,,"",,,,,,"D1 PROFILE",,,,,
"64400400001426","Nodes","1426",21.000000,29.038133,"DDS demands","Known Flow",293764.221092,681071.462535,,0.000000,,,,,,-3.890000,,,,,,-3.478507,-3.890000,,"",,,,,,"D1 PROFILE",,,,,
"64400400002043","Nodes","2043",21.000000,28.389957,"Default Known Flow Node","Known Flow",293771.471094,681071.712535,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001424","Nodes","MAXIMO, 399316",21.000000,29.298153,"Point Loads","Known Flow",293743.221086,681060.712532,,0.000000,,,,,,,,,,,-4.639999,-4.149170,-4.639999,,"",,,,,,,,,,,"PL-AF PROFILE"
"64400400001465","Nodes","1465",21.000000,29.650331,"DDS demands","Known Flow",293697.096073,681053.837530,,0.000000,,,,,,-5.599999,,,,,,-5.007620,-5.599999,,"",,,,,,"D1 PROFILE",,,,,
"64400400001414","Nodes","1414",21.000000,30.152688,"DDS demands","Known Flow",293532.096028,681199.212570,,0.000000,,,,,,-30.469999,,,,,,-27.246819,-30.469999,,"",,,,,,"D1 PROFILE",,,,,
"64400400001443","Nodes","1443",21.000000,30.032061,"DDS demands","Known Flow",293611.096050,681206.962572,,0.000000,,,,,,-7.139999,,,,,,-6.384715,-7.139999,,"",,,,,,"D1 PROFILE",,,,,
"64400401463309","Nodes","1463309",21.000000,29.904875,"Default Known Flow Node","Known Flow",293564.221037,681036.462526,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400155310","Nodes","155310",21.000000,29.904875,"Default Known Flow Node","Known Flow",293563.471037,681041.337527,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400002066","Nodes","2066",21.000000,39.770023,"Default Known Flow Node","Known Flow",293957.596144,681471.462644,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001140","Nodes","Bo'ness Road Fogger",21.000000,39.778937,"Fogger On","Known Flow",293960.721145,681469.462644,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001435","Nodes","1435",21.000000,29.183952,"DDS demands","Known Flow",293793.721100,681213.087574,,0.000000,,,,,,-4.449999,,,,,,-3.979269,-4.449999,,"",,,,,,"D1 PROFILE",,,,,
"64400400001445","Nodes","1445",21.000000,29.407682,"DDS demands","Known Flow",293740.596085,681162.212560,,0.000000,,,,,,-1.980000,,,,,,-1.770551,-1.980000,,"",,,,,,"D1 PROFILE",,,,,
"64400400001432","Nodes","1432",21.000000,28.934871,"DDS demands","Known Flow",293829.846109,681154.337558,,0.000000,,,,,,-5.899999,,,,,,-5.275885,-5.899999,,"",,,,,,"D1 PROFILE",,,,,
"64400400001433","Nodes","1433",21.000000,28.923083,"DDS demands","Known Flow",293865.221119,681156.962559,,0.000000,,,,,,-1.999999,,,,,,-1.788435,-1.999999,,"",,,,,,"D1 PROFILE",,,,,
"64400400001428","Nodes","1428",21.000000,28.974222,"DDS demands","Known Flow",293760.846091,681112.337546,,0.000000,,,,,,-1.490000,,,,,,-1.332384,-1.490000,,"",,,,,,"D1 PROFILE",,,,,
"64400400001434","Nodes","1434",21.000000,28.874402,"DDS demands","Known Flow",293876.721122,681193.212568,,0.000000,,,,,,-3.499999,,,,,,-3.129762,-3.499999,,"",,,,,,"D1 PROFILE",,,,,
"64400400001429","Nodes","1429",21.000000,28.672796,"Default Known Flow Node","Known Flow",293749.721088,681118.962548,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001431","Nodes","1431",21.000000,28.512366,"DDS demands","Known Flow",293746.596087,681151.337557,,0.000000,,,,,,-8.729999,,,,,,-7.806521,-8.729999,,"",,,,,,"D1 PROFILE",,,,,
"64400400001430","Nodes","1430",21.000000,28.469628,"Default Known Flow Node","Known Flow",293692.221072,681138.212553,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001421","Nodes","1421",21.000000,29.747348,"Default Known Flow Node","Known Flow",293686.596070,681052.587530,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001418","Nodes","1418",21.000000,29.811563,"Default Known Flow Node","Known Flow",293626.971054,681048.462529,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001438","Nodes","1438",21.000000,29.775503,"DDS demands","Known Flow",293625.096054,681078.712537,,0.000000,,,,,,-3.769999,,,,,,-3.371201,-3.769999,,"",,,,,,"D1 PROFILE",,,,,
"64400400001439","Nodes","1439",21.000000,29.775503,"Default Known Flow Node","Known Flow",293647.346060,681080.337538,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001440","Nodes","1440",21.000000,29.768069,"DDS demands","Known Flow",293621.971053,681106.962545,,0.000000,,,,,,-3.880000,,,,,,-3.469565,-3.880000,,"",,,,,,"D1 PROFILE",,,,,
"64400400001441","Nodes","1441",21.000000,29.780229,"DDS demands","Known Flow",293617.846052,681145.337555,,0.000000,,,,,,-3.599999,,,,,,-3.219184,-3.599999,,"",,,,,,"D1 PROFILE",,,,,
"64400400001444","Nodes","1444",21.000000,30.025882,"DDS demands","Known Flow",293621.596053,681208.087572,,0.000000,,,,,,-13.420000,,,,,,-12.000404,-13.420000,,"",,,,,,"D1 PROFILE",,,,,
"64400400001442","Nodes","1442",21.000000,29.780229,"Default Known Flow Node","Known Flow",293648.721060,681148.837556,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401001610","Nodes","1001610",21.000000,30.150557,"Default Known Flow Node","Known Flow",293532.721029,681192.837568,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001427","Nodes","1427",21.000000,26.254449,"Default Known Flow Node","Known Flow",293773.846094,681047.962529,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463034","Nodes","1463034",21.000000,28.389957,"Default Known Flow Node","Known Flow",293774.846094,681071.712535,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400404904594","Nodes","4904594",21.000000,30.862526,"Default Known Flow Node","Known Flow",293507.470626,681446.586237,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400166610","Nodes","166610",21.000000,30.754797,"Default Known Flow Node","Known Flow",293502.732425,681429.834407,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400002073","Nodes","2073",21.000000,37.562077,"Default Known Flow Node","Known Flow",293769.848259,681492.838675,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001350","Nodes","1350",21.000000,37.540950,"DDS demands","Known Flow",293725.346081,681472.087644,,0.000000,,,,,,-2.499999,,,,,,-2.235544,-2.499999,,"",,,,,,"D1 PROFILE",,,,,
"64400401463236","Nodes","1463236",21.000000,30.754797,"Default Known Flow Node","Known Flow",293485.721016,681459.337641,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463497","Nodes","1463497",21.000000,29.330401,"Default Known Flow Node","Known Flow",293522.721026,681009.962519,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400167910","Nodes","167910",21.000000,31.130566,"Default Known Flow Node","Known Flow",293516.462420,681488.964668,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462620","Nodes","1462620",21.000000,39.752529,"Default Known Flow Node","Known Flow",293959.613253,681478.878089,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001139","Nodes","Bo'ness Road DG, Constant, Site ID 5562",21.000000,40.000000,"Default Known Pressure Node","Known Pressure",293956.346144,681455.587640,,999998.967025,,,,,,,,,,,,2007.454098,2244.927152,,"",,,,,,,,,,,
"64400401463649","Nodes","1463649",21.000000,39.770023,"Default Known Flow Node","Known Flow",293956.471144,681469.962644,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400002070","Nodes","2070",21.000000,39.672778,"Default Known Flow Node","Known Flow",293961.528776,681478.332634,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400404904613","Nodes","4904613",21.000000,39.731364,"Default Known Flow Node","Known Flow",293964.604990,681476.351263,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000715","Nodes","715",21.000000,39.688957,"Default Known Flow Node","Known Flow",294307.000532,681257.123584,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001141","Nodes","1141",21.000000,39.741946,"Default Known Flow Node","Known Flow",294010.221158,681444.712637,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400002049","Nodes","2049",21.000000,39.688957,"Default Known Flow Node","Known Flow",294370.971257,681214.587574,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001549","Nodes","1549",21.000000,39.646554,"Default Known Flow Node","Known Flow",294699.971346,681008.962518,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000064","Nodes","64",21.000000,39.646554,"Default Known Flow Node","Known Flow",294926.971408,681015.087520,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001555","Nodes","1555",21.000000,39.657124,"Default Known Flow Node","Known Flow",294700.221346,681004.462517,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001319","Nodes","1319",21.000000,31.884659,"DDS demands","Known Flow",290745.220270,681515.087656,,0.000000,,,,,,-1.330000,,,,,,-1.189309,-1.330000,,"",,,,,,"D1 PROFILE",,,,,
"64400400001317","Nodes","1317",21.000000,31.884665,"Default Known Flow Node","Known Flow",290751.972272,681503.213653,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000876","Nodes","876",21.000000,40.560356,"DDS demands","Known Flow",291276.420320,681676.832424,,0.000000,,,-25.660000,,,,,,,,,-22.945630,-25.660000,,"",,,"C3  PROFILE",,,,,,,,
"64400401463269","Nodes","1463269",21.000000,39.542894,"Default Known Flow Node","Known Flow",291203.345395,681833.712743,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000964","Nodes",,21.000000,39.542894,"DDS demands","Known Flow",291210.095397,681834.837743,,0.000000,-11.079999,,,,,,,,,,,-9.907934,-11.079999,,"","C1 PROFILE",,,,,,,,,,
"64400400091110","Nodes","91110",21.000000,35.607143,"Default Known Flow Node","Known Flow",291322.720427,681942.962772,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000918","Nodes","918",21.000000,35.607143,"Default Known Flow Node","Known Flow",291317.470426,681963.212778,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400091410","Nodes","91410",21.000000,35.633567,"Default Known Flow Node","Known Flow",291351.733198,681957.306956,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000919","Nodes","919",21.000000,35.633567,"Default Known Flow Node","Known Flow",291348.220434,681966.712779,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463099","Nodes","1463099",21.000000,35.635256,"Default Known Flow Node","Known Flow",291357.970437,681964.087778,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463589","Nodes","1463589",21.000000,34.602803,"Default Known Flow Node","Known Flow",291398.970448,681976.587782,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000944","Nodes","944",21.000000,34.602803,"DDS demands","Known Flow",291401.095449,681977.587782,,0.000000,,,,,,-2.980000,,,,,,-2.664769,-2.980000,,"",,,,,,"D1 PROFILE",,,,,
"64400400000921","Nodes","921",21.000000,34.607553,"Default Known Flow Node","Known Flow",291403.470449,681978.587782,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001545","Nodes","1545",21.000000,37.715903,"DDS demands","Known Flow",291258.845410,681905.962762,,0.000000,,,,,,-2.789999,,,,,,-2.494867,-2.789999,,"",,,,,,"D1 PROFILE",,,,,
"64400400001546","Nodes","1546",21.000000,37.511644,"DDS demands","Known Flow",291215.595398,681967.212779,,0.000000,,,,,,-6.610000,,,,,,-5.910780,-6.610000,,"",,,,,,"D1 PROFILE",,,,,
"64400400001110","Nodes",,21.000000,39.419927,"DDS demands","Known Flow",291225.595401,681852.087748,,0.000000,,,,,,,,,-10.350000,,,-9.255155,-10.350000,,"",,,,,,,,,"I2 PROFILE",,
"64400400000961","Nodes","961",21.000000,39.414309,"Default Known Flow Node","Known Flow",291249.845407,681883.337756,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000962","Nodes","962",21.000000,39.410031,"Default Known Flow Node","Known Flow",291240.220405,681907.837763,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000963","Nodes","963",21.000000,39.419734,"Default Known Flow Node","Known Flow",291246.345406,681859.212750,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400090210","Nodes","90210",21.000000,39.416080,"Default Known Flow Node","Known Flow",291239.970405,681879.837755,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000894","Nodes","894",21.000000,39.577645,"Default Known Flow Node","Known Flow",291216.345398,681836.712744,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000126","Nodes","126",21.000000,39.301932,"Default Known Flow Node","Known Flow",291233.470403,681905.337762,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463233","Nodes","1463233",21.000000,39.448649,"Default Known Flow Node","Known Flow",291236.470404,681899.837761,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463235","Nodes","1463235",21.000000,39.455619,"Default Known Flow Node","Known Flow",291243.345406,681909.337763,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400092310","Nodes","92310",21.000000,33.584079,"Default Known Flow Node","Known Flow",291249.220407,681988.712785,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000119","Nodes","119",21.000000,33.569250,"DDS demands","Known Flow",291246.174406,681995.818787,,0.000000,,,,,,-11.090000,,,,,,-9.916877,-11.090000,,"",,,,,,"D1 PROFILE",,,,,
"64400401462699","Nodes","1462699",21.000000,39.577645,"Default Known Flow Node","Known Flow",291219.595399,681839.337744,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000875","Nodes","875",21.000000,40.560356,"Default Known Flow Node","Known Flow",291274.845414,681676.587700,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001554","Nodes","1554",21.000000,40.560356,"Default Known Flow Node","Known Flow",291273.595414,681679.212701,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000916","Nodes","916",21.000000,35.635256,"Default Known Flow Node","Known Flow",291353.654259,681958.102482,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001505","Nodes","1505",21.000000,35.603148,"DDS demands","Known Flow",291318.220426,681940.962772,,0.000000,,,,,,-3.430000,,,,,,-3.067167,-3.430000,,"",,,,,,"D1 PROFILE",,,,,
"64400400000104","Nodes","104",21.000000,33.650710,"DDS demands","Known Flow",291412.470452,681984.587784,,0.000000,,,,,,-23.219998,,,,,,-20.763737,-23.219998,,"",,,,,,"D1 PROFILE",,,,,
"64400400000697","Nodes","697",21.000000,26.380155,"DDS demands","Known Flow",292498.095747,681514.337656,,0.000000,,,,,,-7.360000,,,,,,-6.581443,-7.360000,,"",,,,,,"D1 PROFILE",,,,,
"64400400000884","Nodes","884",21.000000,25.120694,"Default Known Flow Node","Known Flow",292467.470739,681739.212717,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000882","Nodes","882",21.000000,25.120694,"Default Known Flow Node","Known Flow",292478.470742,681732.962715,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000880","Nodes","880",21.000000,25.223088,"Default Known Flow Node","Known Flow",292474.095740,681720.587712,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000037","Nodes","37",21.000000,38.476540,"DDS demands","Known Flow",292319.970699,681831.462742,,0.000000,-6.000000,,,,,,,,,,,-5.365307,-6.000000,,"","C1 PROFILE",,,,,,,,,,
"64400400000896","Nodes","896",21.000000,38.519897,"Default Known Flow Node","Known Flow",292315.411500,681847.817298,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000885","Nodes","885",21.000000,40.010480,"Default Known Flow Node","Known Flow",292060.589781,681739.844126,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463086","Nodes","1463086",21.000000,40.010480,"Default Known Flow Node","Known Flow",292079.425145,681720.157169,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000871","Nodes","871",21.000000,25.424804,"Default Known Flow Node","Known Flow",292459.193330,681666.442041,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000105","Nodes","105",21.000000,25.221703,"DDS demands","Known Flow",292476.095741,681719.587712,,0.000000,,,,,,-21.530000,,,,,,-19.252512,-21.530000,,"",,,,,,"D1 PROFILE",,,,,
"64400400001182","Nodes","1182",21.000000,25.012373,"Default Known Flow Node","Known Flow",292483.345743,681745.962719,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001183","Nodes","1183",21.000000,25.012373,"Default Known Flow Node","Known Flow",292485.595744,681742.962718,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000889","Nodes","889",21.000000,25.001000,"Default Known Flow Node","Known Flow",292484.095743,681747.212719,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463658","Nodes","1463658",21.000000,25.012373,"Default Known Flow Node","Known Flow",292484.470743,681743.337718,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401463171","Nodes","1463171",21.000000,38.782779,"Default Known Flow Node","Known Flow",292292.095691,681948.712774,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400091010","Nodes","91010",21.000000,38.790739,"Default Known Flow Node","Known Flow",292284.199529,681942.237378,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400401462527","Nodes","1462527",21.000000,38.790739,"Default Known Flow Node","Known Flow",292296.720692,681946.712773,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000886","Nodes","886",21.000000,25.012373,"Default Known Flow Node","Known Flow",292486.611631,681742.619418,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000151","Nodes","151",21.000000,25.095033,"DDS demands","Known Flow",292610.345778,681508.212654,,0.000000,,,,,,-13.260000,,,,,,-11.857329,-13.260000,,"",,,,,,"D1 PROFILE",,,,,
"64400400000988","Nodes","988",21.000000,25.921950,"DDS demands","Known Flow",292842.220841,681506.087654,,0.000000,,,,,,-5.300000,,,,,,-4.739355,-5.300000,,"",,,,,,"D1 PROFILE",,,,,
"64400400001111","Nodes","1111",21.000000,24.543723,"DDS demands","Known Flow",292503.095748,681796.712733,,0.000000,,,,,,-33.799999,,,,,,-30.224564,-33.799999,,"",,,,,,"D1 PROFILE",,,,,
"64400400000857","Nodes","857",21.000000,26.257344,"Default Known Flow Node","Known Flow",292507.220750,681538.587662,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000698","Nodes","698",21.000000,26.328789,"DDS demands","Known Flow",292518.845753,681485.337648,,0.000000,,,,,,-3.829999,,,,,,-3.424854,-3.829999,,"",,,,,,"D1 PROFILE",,,,,
"64400400000985","Nodes","985",21.000000,25.415017,"DDS demands","Known Flow",292867.595848,681779.837728,,0.000000,,,,,,-3.759999,,,,,,-3.362259,-3.759999,,"",,,,,,"D1 PROFILE",,,,,
"64400400001795","Nodes","1795",21.000000,25.603873,"Default Known Flow Node","Known Flow",292894.220855,681771.212726,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000858","Nodes","858",21.000000,26.224665,"Default Known Flow Node","Known Flow",292509.845750,681544.962664,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000912","Nodes","912",21.000000,26.210454,"DDS demands","Known Flow",292513.470751,681543.837664,,0.000000,-21.690001,,,,,-3.510000,,,,,,-22.534292,-25.200000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,
"64400401462936","Nodes","1462936",21.000000,26.006441,"Default Known Flow Node","Known Flow",292610.720778,681607.212681,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400000911","Nodes","911",21.000000,26.006441,"DDS demands","Known Flow",292613.566807,681606.136093,,0.000000,,,,,,-5.840000,,,,,,-5.222232,-5.840000,,"",,,,,,"D1 PROFILE",,,,,
"64400400001879","Nodes","1879",21.000000,24.825543,"Default Known Flow Node","Known Flow",292712.720805,681964.837778,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64400400001043","Nodes","1043",21.000000,24.362229,"DDS demands","Known Flow",292713.845806,681800.212734,,0.000000,,,,,,-1.019999,,,,,,-0.912102,-1.019999,,"",,,,,,"D1 PROFILE",,,,,
