"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(PL-DC)"
"64403300000371","Nodes","371","21.000000","36.853390","DDS demands","Known Flow","296308.609285","697773.755544","","0.000000","","","","","-3.069999","","","","-2.745248","-3.069999","","","","","","","D1 PROFILE","","",""
"64403300004816","Nodes","4816","21.000000","36.850349","DDS demands","Known Flow","296310.966785","697731.574069","","0.000000","","","","","-1.019999","","","","-0.912102","-1.019999","","","","","","","D1 PROFILE","","",""
"64403300001000","Nodes","1000","21.000000","32.506389","DDS demands","Known Flow","296530.643983","698646.193078","","0.000000","","","","","-8.810000","","","","-7.878060","-8.810000","","","","","","","D1 PROFILE","","",""
"64403300000290","Nodes","290","21.000000","32.600063","Default Known Flow Node","Known Flow","296539.254847","698647.823318","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004893","Nodes","4893","21.000000","31.344292","DDS demands","Known Flow","296529.412844","698552.313292","","0.000000","","","","","-7.040000","","","","-6.295294","-7.040000","","","","","","","D1 PROFILE","","",""
"64403300000403","Nodes","403","21.000000","29.827315","DDS demands","Known Flow","296726.037897","698881.687382","","0.000000","","","","","-11.600000","","","","-10.372928","-11.600000","","","","","","","D1 PROFILE","","",""
"64403300000269","Nodes","Logger 9207, 32 Tarmangie Drive","21.000000","30.429385","Val Log Cath","Known Flow","296712.324738","698840.437424","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000400","Nodes","400","21.000000","30.627256","DDS demands","Known Flow","296708.911893","698829.187367","","0.000000","","","","","-4.699999","","","","-4.202823","-4.699999","","","","","","","D1 PROFILE","","",""
"64403300004860","Nodes","4860","21.000000","25.997770","Default Known Flow Node","Known Flow","296491.287834","698289.060220","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000268","Nodes","Logger 9539, 4 Argyll Street","21.000000","26.140999","Val Log Cath","Known Flow","296477.811432","698317.623243","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004870","Nodes","4870","21.000000","26.374007","Default Known Flow Node","Known Flow","296469.327679","698327.223331","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000064","Nodes","64","21.000000","26.581203","DDS demands","Known Flow","295672.911611","698253.164211","","0.000000","","","","","-6.280000","","","","-5.615688","-6.280000","","","","","","","D1 PROFILE","","",""
"64403300000267","Nodes","Logger 9412, opp 34 Back Road","21.000000","28.412258","Val Log Post","Known Flow","295760.739150","698282.482444","","0.000000","-6.000000","","","","-2.039999","","","","-7.189511","-8.039999","","","C1 PROFILE","","","","D1 PROFILE","","",""
"64403300000092","Nodes","92","21.000000","29.577059","DDS demands","Known Flow","295837.188656","698309.526226","","0.000000","","","","","-1.840000","","","","-1.645360","-1.840000","","","","","","","D1 PROFILE","","",""
"64403300004923","Nodes","4923","21.000000","23.709800","Default Known Flow Node","Known Flow","295450.803329","698027.411561","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000266","Nodes","266","21.000000","23.675464","Default Known Flow Node","Known Flow","295475.566165","698024.288248","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000087","Nodes","87","21.000000","30.786377","DDS demands","Known Flow","295651.143605","697807.044089","","0.000000","","","","","-12.289999","","","","-10.989937","-12.289999","","","","","","","D1 PROFILE","","",""
"64403300000332","Nodes","332","21.000000","49.842379","DDS demands","Known Flow","294882.196542","697957.056219","","0.000000","","","","","-4.829999","","","","-4.319072","-4.829999","","","","","","","D1 PROFILE","","",""
"64403300004759","Nodes","4759","21.000000","49.677313","Default Known Flow Node","Known Flow","294857.920211","697957.966554","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000336","Nodes","336","21.000000","49.787125","Default Known Flow Node","Known Flow","294901.340805","697960.845091","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000335","Nodes","335","21.000000","49.787125","Default Known Flow Node","Known Flow","294904.018630","697961.190617","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000337","Nodes","337","21.000000","49.928307","DDS demands","Known Flow","294976.607729","697954.786970","","0.000000","","","","","-6.130000","","","","-5.481555","-6.130000","","","","","","","D1 PROFILE","","",""
"64403300000333","Nodes","333","21.000000","49.993263","DDS demands","Known Flow","294856.258723","697964.161526","","0.000000","","","","","-2.990000","","","","-2.673711","-2.990000","","","","","","","D1 PROFILE","","",""
"64403300004920","Nodes","4920","21.000000","55.586903","Default Known Flow Node","Known Flow","295420.047579","697887.807153","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004811","Nodes","4811","21.000000","55.586903","Default Known Flow Node","Known Flow","295416.998541","697882.919110","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004940","Nodes","4940","21.000000","55.545417","Default Known Flow Node","Known Flow","295432.873546","697894.473113","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004939","Nodes","4939","21.000000","55.491178","Default Known Flow Node","Known Flow","295453.153551","697889.985112","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004830","Nodes","4830","21.000000","64.719801","Default Known Flow Node","Known Flow","295441.144548","697988.955139","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004925","Nodes","4925","21.000000","63.338998","Default Known Flow Node","Known Flow","295442.201045","697977.442089","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004917","Nodes","4917","21.000000","61.580292","Default Known Flow Node","Known Flow","295442.913887","697963.440197","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000237","Nodes","237","21.000000","60.020409","DDS demands","Known Flow","295444.916549","697950.990128","","0.000000","","","","","-9.020000","","","","-8.065845","-9.020000","","","","","","","D1 PROFILE","","",""
"64403300000240","Nodes","240","21.000000","55.456839","DDS demands","Known Flow","295444.331549","697881.235109","","0.000000","","","","","-1.100000","","","","-0.983639","-1.100000","","","","","","","D1 PROFILE","","",""
"64403300004773","Nodes","4773","21.000000","55.491178","Default Known Flow Node","Known Flow","295463.162554","697895.396113","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000244","Nodes","244","21.000000","51.922036","DDS demands","Known Flow","295319.887515","697943.275126","","0.000000","","","","","-4.369999","","","","-3.907732","-4.369999","","","","","","","D1 PROFILE","","",""
"64403300000245","Nodes","245","21.000000","48.563563","DDS demands","Known Flow","295276.492503","697926.652122","","0.000000","","","","","-6.010000","","","","-5.374249","-6.010000","","","","","","","D1 PROFILE","","",""
"64403300000246","Nodes","246","21.000000","48.343190","DDS demands","Known Flow","295301.279510","697910.399117","","0.000000","","","","","-7.820000","","","","-6.992784","-7.820000","","","","","","","D1 PROFILE","","",""
"64403300000239","Nodes","239","21.000000","55.638844","DDS demands","Known Flow","295422.680543","697912.441118","","0.000000","","","","","-5.969999","","","","-5.338480","-5.969999","","","","","","","D1 PROFILE","","",""
"64403300000241","Nodes","241","21.000000","53.327131","DDS demands","Known Flow","295393.305535","697900.707115","","0.000000","","","","","-13.800000","","","","-12.340207","-13.800000","","","","","","","D1 PROFILE","","",""
"64403300000238","Nodes","238","21.000000","59.938077","Default Known Flow Node","Known Flow","295480.990559","697971.186134","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000242","Nodes","242","21.000000","52.814849","DDS demands","Known Flow","295374.171530","697861.196104","","0.000000","","","","","-9.209999","","","","-8.235746","-9.209999","","","","","","","D1 PROFILE","","",""
"64403300000243","Nodes","243","21.000000","51.664976","DDS demands","Known Flow","295386.490533","697832.916096","","0.000000","","","","","-4.510000","","","","-4.032922","-4.510000","","","","","","","D1 PROFILE","","",""
"64403300004788","Nodes","4788","21.000000","34.435817","DDS demands","Known Flow","295867.014664","697788.092084","","0.000000","","","","","-2.019999","","","","-1.806320","-2.019999","","","","","","","D1 PROFILE","","",""
"64403300000208","Nodes","208","21.000000","34.685048","Default Known Flow Node","Known Flow","295880.572667","697776.584081","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004846","Nodes","4846","21.000000","34.882230","Default Known Flow Node","Known Flow","295988.169697","697788.928084","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004741","Nodes","4741","21.000000","34.693559","Default Known Flow Node","Known Flow","295998.958700","697748.314073","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000236","Nodes","Devongrove DG, Constant, Site ID 5039","21.000000","74.999996","Default Known Pressure Node","Known Pressure","295520.559569","697977.838136","","269.000002","","","","","","","","","55.271610","61.810002","","","","","","","","","",""
"64403300004942","Nodes","4942","21.000000","38.447313","Default Known Flow Node","Known Flow","295904.707674","697906.719116","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000084","Nodes","84","21.000000","31.117600","DDS demands","Known Flow","295611.340117","697864.421640","","0.000000","","","","","-6.079999","","","","-5.436844","-6.079999","","","","","","","D1 PROFILE","","",""
"64403300000212","Nodes","212","21.000000","30.645418","Default Known Flow Node","Known Flow","295696.582634","697823.742246","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000077","Nodes","77","21.000000","31.267582","DDS demands","Known Flow","295626.210325","697871.192104","","0.000000","","","","","-5.789999","","","","-5.177521","-5.789999","","","","","","","D1 PROFILE","","",""
"64403300004782","Nodes","4782","21.000000","31.131516","Default Known Flow Node","Known Flow","295607.237700","697876.206292","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000306","Nodes","306","21.000000","33.725741","DDS demands","Known Flow","295724.776625","697914.489118","","0.000000","","","","","-8.010000","","","","-7.162685","-8.010000","","","","","","","D1 PROFILE","","",""
"64403300000211","Nodes","211","21.000000","30.657135","Default Known Flow Node","Known Flow","295687.769615","697845.543100","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000207","Nodes","207","21.000000","34.759201","DDS demands","Known Flow","295972.795693","697783.960083","","0.000000","","","","","-10.620000","","","","-9.496594","-10.620000","","","","","","","D1 PROFILE","","",""
"64403300000206","Nodes","206","21.000000","34.818199","DDS demands","Known Flow","295982.412695","697788.936084","","0.000000","","","","","-14.579999","","","","-13.037696","-14.579999","","","","","","","D1 PROFILE","","",""
"64403300000222","Nodes","222","21.000000","34.293245","DDS demands","Known Flow","295967.177691","697846.308100","","0.000000","","","","","-14.270000","","","","-12.760490","-14.270000","","","","","","","D1 PROFILE","","",""
"64403300004744","Nodes","4744","21.000000","34.153755","Default Known Flow Node","Known Flow","295737.518628","697920.813120","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004822","Nodes","4822","21.000000","39.103776","Default Known Flow Node","Known Flow","295905.986463","697976.403386","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004854","Nodes","4854","21.000000","30.866208","DDS demands","Known Flow","295570.599583","697793.015085","","0.000000","","","","","-1.779999","","","","-1.591707","-1.779999","","","","","","","D1 PROFILE","","",""
"64403300000342","Nodes","342","21.000000","30.863899","DDS demands","Known Flow","295555.321579","697785.107083","","0.000000","","","","","-1.389999","","","","-1.242962","-1.389999","","","","","","","D1 PROFILE","","",""
"64403300004873","Nodes","4873","21.000000","30.866208","Default Known Flow Node","Known Flow","295567.894582","697797.679087","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004833","Nodes","4833","21.000000","25.707357","Default Known Flow Node","Known Flow","295584.883587","697994.757140","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004831","Nodes","4831","21.000000","25.707357","Default Known Flow Node","Known Flow","295585.151566","697991.872011","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004764","Nodes","4764","21.000000","25.619929","Default Known Flow Node","Known Flow","295586.898588","697973.063134","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004784","Nodes","4784","21.000000","25.707357","Default Known Flow Node","Known Flow","295571.803583","697990.395139","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004807","Nodes","4807","21.000000","25.619929","Default Known Flow Node","Known Flow","295584.636587","697947.000127","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004879","Nodes","4879","21.000000","30.923954","Default Known Flow Node","Known Flow","295588.956588","697802.529088","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004887","Nodes","4887","21.000000","30.923954","Default Known Flow Node","Known Flow","295583.779587","697804.419088","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004886","Nodes","4886","21.000000","30.925516","Default Known Flow Node","Known Flow","295590.955589","697803.531088","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004864","Nodes","4864","21.000000","30.925516","Default Known Flow Node","Known Flow","295594.644590","697795.311086","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004859","Nodes","4859","21.000000","30.925516","Default Known Flow Node","Known Flow","295597.256590","697794.590086","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004850","Nodes","4850","21.000000","30.925516","Default Known Flow Node","Known Flow","295592.256589","697792.187085","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004921","Nodes","4921","21.000000","30.935278","Default Known Flow Node","Known Flow","295601.778590","697811.317165","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004769","Nodes","4769","21.000000","31.133614","Default Known Flow Node","Known Flow","295610.009249","697872.783078","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004809","Nodes","4809","21.000000","31.155812","Default Known Flow Node","Known Flow","295619.081379","697867.965265","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000079","Nodes","79","21.000000","31.247211","DDS demands","Known Flow","295627.696898","697936.887695","","0.000000","","","","","-2.990000","","","","-2.673711","-2.990000","","","","","","","D1 PROFILE","","",""
"64403300004932","Nodes","4932","21.000000","30.112545","DDS demands","Known Flow","295681.945613","697860.550104","","0.000000","","","","","-1.129999","","","","-1.010466","-1.129999","","","","","","","D1 PROFILE","","",""
"64403300004934","Nodes","4934","21.000000","30.095776","Default Known Flow Node","Known Flow","295685.788614","697862.657104","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004790","Nodes","4790","21.000000","29.470906","DDS demands","Known Flow","295667.512609","697847.293100","","0.000000","","","","","-2.049999","","","","-1.833146","-2.049999","","","","","","","D1 PROFILE","","",""
"64403300004794","Nodes","4794","21.000000","29.925027","DDS demands","Known Flow","295697.418618","697868.671106","","0.000000","","","","","-1.350000","","","","-1.207194","-1.350000","","","","","","","D1 PROFILE","","",""
"64403300004795","Nodes","4795","21.000000","33.846481","Default Known Flow Node","Known Flow","295729.510070","697938.120624","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004827","Nodes","4827","21.000000","36.124956","Default Known Flow Node","Known Flow","295792.292643","697983.158137","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004749","Nodes","4749","21.000000","37.833935","Default Known Flow Node","Known Flow","295873.808271","697931.935254","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004770","Nodes","4770","21.000000","37.833935","Default Known Flow Node","Known Flow","295871.282665","697926.563122","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004797","Nodes","4797","21.000000","39.060986","Default Known Flow Node","Known Flow","295904.819674","697974.419135","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000264","Nodes","264","21.000000","31.125310","DDS demands","Known Flow","295585.430587","697921.726120","","0.000000","","","","","-1.330000","","","","-1.189309","-1.330000","","","","","","","D1 PROFILE","","",""
"64403300000223","Nodes","223","21.000000","34.293245","Default Known Flow Node","Known Flow","295948.493686","697832.025096","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000209","Nodes","209","21.000000","34.293245","Default Known Flow Node","Known Flow","295960.939689","697869.577106","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000224","Nodes","224","21.000000","34.293245","Default Known Flow Node","Known Flow","295954.803688","697833.471096","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004789","Nodes","4789","21.000000","38.447313","Default Known Flow Node","Known Flow","295910.433676","697908.181117","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004930","Nodes","4930","21.000000","34.544204","Default Known Flow Node","Known Flow","296010.768703","697713.288064","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000134","Nodes","134","21.000000","39.303107","DDS demands","Known Flow","296013.156704","697923.049121","","0.000000","","-9.209999","","","-7.199999","","","","-14.674115","-16.409999","","","","C2 PROFILE","","","D1 PROFILE","","",""
"64403300000203","Nodes","203","21.000000","35.739447","DDS demands","Known Flow","296046.647713","697803.412088","","0.000000","","","","","-7.590000","","","","-6.787114","-7.590000","","","","","","","D1 PROFILE","","",""
"64403300000197","Nodes","P00109296, Bridge Street, 6.9","22.999998","37.554980","CSEP DDS Matched","Known Flow","296230.317763","697953.336129","","0.000000","","","","","","-6.900000","","","-6.170103","-6.900000","","","","","","","","DC PROFILE","",""
"64403300004751","Nodes","4751","21.000000","37.050445","Default Known Flow Node","Known Flow","296294.316938","697932.650443","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000187","Nodes","187","21.000000","36.441884","DDS demands","Known Flow","296281.282776","697675.707053","","0.000000","","","","","-5.260000","","","","-4.703586","-5.260000","","","","","","","D1 PROFILE","","",""
"64403300000147","Nodes","147","21.000000","36.471029","DDS demands","Known Flow","296265.708106","697681.285428","","0.000000","","","","","-5.469999","","","","-4.891371","-5.469999","","","","","","","D1 PROFILE","","",""
"64403300004740","Nodes","4740","21.000000","34.518761","DDS demands","Known Flow","296019.067705","697679.752055","","0.000000","","","","","-3.260000","","","","-2.915150","-3.260000","","","","","","","D1 PROFILE","","",""
"64403300004766","Nodes","4766","21.000000","35.392552","DDS demands","Known Flow","296047.154713","697755.199075","","0.000000","","","","","-2.309999","","","","-2.065643","-2.309999","","","","","","","D1 PROFILE","","",""
"64403300000205","Nodes","205","21.000000","35.556085","DDS demands","Known Flow","296057.810716","697761.318077","","0.000000","","","","","-5.229999","","","","-4.676759","-5.229999","","","","","","","D1 PROFILE","","",""
"64403300004941","Nodes","4941","21.000000","37.746249","Default Known Flow Node","Known Flow","296171.212747","697896.289113","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004912","Nodes","4912","21.000000","36.414666","DDS demands","Known Flow","296174.426747","697707.312062","","0.000000","","","","","-1.659999","","","","-1.484401","-1.659999","","","","","","","D1 PROFILE","","",""
"64403300004758","Nodes","4758","21.000000","37.432300","Default Known Flow Node","Known Flow","296161.347744","697751.330074","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004944","Nodes","4944","21.000000","37.723514","Default Known Flow Node","Known Flow","296207.233756","697914.716118","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004745","Nodes","4745","21.000000","37.723514","Default Known Flow Node","Known Flow","296210.995757","697923.574121","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004802","Nodes","4802","21.000000","37.362992","Default Known Flow Node","Known Flow","296233.515763","697915.274119","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004742","Nodes","4742","21.000000","37.362992","Default Known Flow Node","Known Flow","296251.870768","697916.385119","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300004776","Nodes","4776","21.000000","37.362992","Default Known Flow Node","Known Flow","296252.878769","697907.227116","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000202","Nodes","202","21.000000","37.381843","DDS demands","Known Flow","296174.193747","697754.450075","","0.000000","","","","","-8.339999","","","","-7.457777","-8.339999","","","","","","","D1 PROFILE","","",""
"64403300004814","Nodes","4814","21.000000","33.302317","Default Known Flow Node","Known Flow","296382.453804","697967.798133","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000150","Nodes","150","21.000000","33.302317","DDS demands","Known Flow","296385.417805","697968.050133","","0.000000","","","","","-4.790000","","","","-4.283303","-4.790000","","","","","","","D1 PROFILE","","",""
"64403300000148","Nodes","148","21.000000","34.364522","DDS demands","Known Flow","296324.990788","697956.284130","","0.000000","","","","","-12.579999","","","","-11.249261","-12.579999","","","","","","","D1 PROFILE","","",""
"64403300004762","Nodes","4762","21.000000","33.332259","Default Known Flow Node","Known Flow","296385.142117","697963.380532","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000196","Nodes","196","21.000000","34.587277","Default Known Flow Node","Known Flow","296323.934788","697962.888132","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64403300000305","Nodes","305","21.000000","30.359660","DDS demands","Known Flow","296335.186791","697857.198103","","0.000000","","","","","-8.529999","","","","-7.627678","-8.529999","","","","","","","D1 PROFILE","","",""
"64403300000344","Nodes","344","21.000000","29.092854","Default Known Flow Node","Known Flow","296355.464797","697769.660079","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
