"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"64403000000410","Nodes","410","21.000000","27.592239","DDS demands","Known Flow","282261.750000","668243.375000","","0.000000","","","","-9.050000","","","","","","","-8.092672","-9.050000","","","","","","","D1 PROFILE","","","","","","",""
"64403000000406","Nodes","406","21.000000","27.568258","Default Known Flow Node","Known Flow","282318.875000","668239.625000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000404","Nodes","404","21.000000","27.568003","DDS demands","Known Flow","282322.250000","668264.000000","","0.000000","","","","-2.400000","","","","","","","-2.146123","-2.400000","","","","","","","D1 PROFILE","","","","","","",""
"64403000003094","Nodes","-591","21.000000","27.565289","Default Known Flow Node","Known Flow","282327.875000","668238.500000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000405","Nodes","405","21.000000","27.524982","Default Known Flow Node","Known Flow","282446.625000","668235.375000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003096","Nodes","-598","21.000000","27.488865","Default Known Flow Node","Known Flow","282065.087448","668297.162754","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000401","Nodes","401","21.000000","27.463909","DDS demands","Known Flow","282056.875000","668299.000000","","0.000000","","","","-18.379999","","","","","","","-16.435724","-18.379999","","","","","","","D1 PROFILE","","","","","","",""
"64403000000403","Nodes","403","21.000000","25.594616","DDS demands","Known Flow","281929.056103","668204.402585","","0.000000","","","","-14.979999","","","","","","","-13.395383","-14.979999","","","","","","","D1 PROFILE","","","","","","",""
"64403000000400","Nodes","400","21.000000","27.488883","Default Known Flow Node","Known Flow","282061.500000","668298.250000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000399","Nodes","399","21.000000","27.604233","Default Known Flow Node","Known Flow","282066.375000","668271.625000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000398","Nodes","398","21.000000","27.886351","DDS demands","Known Flow","282126.875000","668255.000000","","0.000000","","","","-8.409999","","","","","","","-7.520372","-8.409999","","","","","","","D1 PROFILE","","","","","","",""
"64403000003095","Nodes","-595","21.000000","27.366984","Default Known Flow Node","Known Flow","282063.964772","668255.929921","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000397","Nodes","397","21.000000","27.901507","DDS demands","Known Flow","282126.492780","668153.061140","","0.000000","","","","-71.430001","","","","","","","-63.873984","-71.430001","","","","","","","D1 PROFILE","","","","","","",""
"64403000000384","Nodes","384","21.000000","28.168976","DDS demands","Known Flow","282090.375000","668004.750000","","0.000000","","","","-5.429999","","","","","","","-4.855602","-5.429999","","","","","","","D1 PROFILE","","","","","","",""
"64403000000166","Nodes","166","21.000000","28.179723","DDS demands","Known Flow","282095.250000","668006.125000","","0.000000","","","","-1.590000","","","","","","","-1.421806","-1.590000","","","","","","","D1 PROFILE","","","","","","",""
"64403000002928","Nodes","-1462706","21.000000","27.366984","Default Known Flow Node","Known Flow","282097.145182","668251.266585","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003068","Nodes","-542","21.000000","28.370837","Default Known Flow Node","Known Flow","282102.250000","668032.375000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003070","Nodes","-546","21.000000","28.370837","Default Known Flow Node","Known Flow","282103.500000","668042.625000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003066","Nodes","-539","21.000000","28.370837","Default Known Flow Node","Known Flow","282111.500000","668031.500000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003072","Nodes","-549","21.000000","28.370837","Default Known Flow Node","Known Flow","282104.750000","668052.250000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003069","Nodes","-545","21.000000","28.370837","Default Known Flow Node","Known Flow","282112.125000","668041.750000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003071","Nodes","-548","21.000000","28.370837","Default Known Flow Node","Known Flow","282113.250000","668051.375000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000385","Nodes","385","21.000000","28.370837","Default Known Flow Node","Known Flow","282106.125000","668063.500000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003074","Nodes","-553","21.000000","28.370837","Default Known Flow Node","Known Flow","282095.750000","668068.000000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000451","Nodes","451","21.000000","27.645152","Default Known Flow Node","Known Flow","282333.125000","668068.625000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000371","Nodes","Gowanbrae PGT, P0054708, 11.40 scmh","22.999998","24.659733","CSEP DDS Matched","Known Flow","282639.772636","668031.320836","","0.000000","","","","","-11.350000","","","","","","-10.149373","-11.350000","","","","","","","","DC PROFILE","","","","","",""
"64403000000372","Nodes","372","21.000000","22.427635","DDS demands","Known Flow","282757.866498","668068.020630","","0.000000","","","","-20.520001","","","","","","","-18.349353","-20.520001","","","","","","","D1 PROFILE","","","","","","",""
"64403000003060","Nodes","-527","21.000000","22.336732","Default Known Flow Node","Known Flow","282776.375000","668013.625000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000186","Nodes","186","21.000000","24.656704","DDS demands","Known Flow","282636.758858","668047.991987","","0.000000","","","","-10.169999","","","","","","","-9.094195","-10.169999","","","","","","","D1 PROFILE","","","","","","",""
"64403000002853","Nodes","-1462572","21.000000","24.611433","Default Known Flow Node","Known Flow","282598.199667","668050.300007","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002922","Nodes","-1462696","21.000000","35.848548","Default Known Flow Node","Known Flow","279418.145672","666686.854385","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002926","Nodes","-1462704","21.000000","26.555331","Default Known Flow Node","Known Flow","279033.474417","666938.459927","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002822","Nodes","-1462508","21.000000","26.555836","Default Known Flow Node","Known Flow","279036.003771","666941.048188","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002954","Nodes","-174","21.000000","26.555331","Default Known Flow Node","Known Flow","279034.338473","666939.209254","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002956","Nodes","-178","21.000000","26.556253","Default Known Flow Node","Known Flow","279034.105020","666943.951124","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000040","Nodes","40","21.000000","26.639473","DDS demands","Known Flow","279069.125000","666972.250000","","0.000000","","","","-1.549999","","","","","","","-1.386037","-1.549999","","","","","","","D1 PROFILE","","","","","","",""
"64403000000441","Nodes","441","21.000000","29.312911","DDS demands","Known Flow","279300.250000","666987.250000","","0.000000","","","","-5.480000","","","","","","","-4.900314","-5.480000","","","","","","","D1 PROFILE","","","","","","",""
"64403000002901","Nodes","-1462650","21.000000","35.838661","Default Known Flow Node","Known Flow","279421.625000","666684.875000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003097","Nodes","-61","21.000000","36.081156","Default Known Flow Node","Known Flow","279407.584307","666711.584649","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003087","Nodes","-58","21.000000","36.784735","Default Known Flow Node","Known Flow","279409.731822","666708.227100","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000422","Nodes","422","21.000000","27.645457","Default Known Flow Node","Known Flow","279109.250000","666995.250000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002918","Nodes","-1462690","21.000000","26.646073","Default Known Flow Node","Known Flow","279019.500000","666964.250000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000039","Nodes","39","21.000000","26.556253","DDS demands","Known Flow","279037.125000","666942.625000","","0.000000","","","","-3.329999","","","","","","","-2.977745","-3.329999","","","","","","","D1 PROFILE","","","","","","",""
"64403000000041","Nodes","41","21.000000","26.626957","DDS demands","Known Flow","279071.125000","666968.250000","","0.000000","","","","-3.280000","","","","","","","-2.933034","-3.280000","","","","","","","D1 PROFILE","","","","","","",""
"64403000002855","Nodes","-1462578","21.000000","26.819270","Default Known Flow Node","Known Flow","279023.219879","666985.692418","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002824","Nodes","-1462513","21.000000","26.639689","Default Known Flow Node","Known Flow","279071.101868","666971.743068","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002909","Nodes","-1462670","21.000000","26.483994","Default Known Flow Node","Known Flow","279075.565529","666970.641645","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002889","Nodes","-1462633","21.000000","30.483652","Default Known Flow Node","Known Flow","279684.375000","666841.625000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003041","Nodes","-490","21.000000","27.354879","Default Known Flow Node","Known Flow","281793.894943","667914.285385","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000456","Nodes","456","21.000000","27.323708","DDS demands","Known Flow","281791.081084","667916.783974","","0.000000","","","","-30.909999","","","","","","","-27.640274","-30.909999","","","","","","","D1 PROFILE","","","","","","",""
"64403000003050","Nodes","-493","21.000000","27.439895","Default Known Flow Node","Known Flow","281791.509527","667927.203332","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000539","Nodes","539","21.000000","27.044147","Default Known Flow Node","Known Flow","281759.216676","667807.661764","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000541","Nodes","541","21.000000","27.060152","Default Known Flow Node","Known Flow","281770.729651","667802.155559","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000540","Nodes","540","21.000000","26.951126","Default Known Flow Node","Known Flow","281738.443265","667817.172482","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000515","Nodes","515","21.000000","27.105065","Default Known Flow Node","Known Flow","281808.000000","667784.250000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002913","Nodes","-1462679","21.000000","27.105065","Default Known Flow Node","Known Flow","281809.500000","667783.500000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003017","Nodes","-440","21.000000","27.149983","Default Known Flow Node","Known Flow","281849.894190","667774.207718","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000543","Nodes","543","21.000000","28.376979","Default Known Flow Node","Known Flow","281894.797612","667902.409659","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000544","Nodes","544","21.000000","28.287238","Default Known Flow Node","Known Flow","281891.855709","667871.896326","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002917","Nodes","-1462685","21.000000","27.194909","Default Known Flow Node","Known Flow","281855.244997","667777.948933","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000555","Nodes","555","21.000000","33.277444","Default Known Flow Node","Known Flow","281968.143742","667683.164807","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000546","Nodes","546","21.000000","29.592762","Default Known Flow Node","Known Flow","282370.750000","667858.750000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000547","Nodes","547","21.000000","29.682328","Default Known Flow Node","Known Flow","282315.625000","667920.750000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000503","Nodes","503","21.000000","27.040802","Default Known Flow Node","Known Flow","281917.717386","668068.214645","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000162","Nodes","162","21.000000","27.206424","DDS demands","Known Flow","281988.000000","668044.375000","","0.000000","","","","-1.900000","","","","","","","-1.699014","-1.900000","","","","","","","D1 PROFILE","","","","","","",""
"64403000003086","Nodes","-579","21.000000","27.896627","Default Known Flow Node","Known Flow","281994.869159","668166.217892","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000506","Nodes","506","21.000000","27.895207","Default Known Flow Node","Known Flow","281948.522572","668172.404049","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002924","Nodes","-1462698","21.000000","27.896627","Default Known Flow Node","Known Flow","281991.108700","668132.931384","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003093","Nodes","-588","21.000000","27.313502","Default Known Flow Node","Known Flow","282398.624321","668229.087756","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003091","Nodes","-586","21.000000","27.914171","Default Known Flow Node","Known Flow","282122.750000","668205.250000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003083","Nodes","-576","21.000000","27.900570","Default Known Flow Node","Known Flow","282101.250000","668153.750000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000408","Nodes","408","21.000000","27.313502","Default Known Flow Node","Known Flow","282409.750000","668227.750000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003092","Nodes","-587","21.000000","27.313502","Default Known Flow Node","Known Flow","282409.375000","668211.750000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000181","Nodes","181","21.000000","27.466227","DDS demands","Known Flow","282426.625000","668196.125000","","0.000000","","","","-4.099999","","","","","","","-3.666293","-4.099999","","","","","","","D1 PROFILE","","","","","","",""
"64403000002907","Nodes","-1462666","21.000000","27.511297","Default Known Flow Node","Known Flow","282414.125000","668204.750000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003084","Nodes","-577","21.000000","27.898735","Default Known Flow Node","Known Flow","282052.125000","668159.750000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002887","Nodes","-1462630","21.000000","27.808694","Default Known Flow Node","Known Flow","282044.000000","668096.500000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002849","Nodes","-1462563","21.000000","27.810529","Default Known Flow Node","Known Flow","282096.875000","668121.375000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002894","Nodes","-1462638","21.000000","27.914171","Default Known Flow Node","Known Flow","282087.500000","668210.125000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000001000","Nodes","1000","21.000000","24.707718","Default Known Flow Node","Known Flow","282675.743869","668033.995011","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000513","Nodes","513","21.000000","24.571906","Default Known Flow Node","Known Flow","282707.410512","667978.451922","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002790","Nodes","-120","21.000000","30.298846","Default Known Flow Node","Known Flow","279414.875000","666853.500000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002910","Nodes","-1462673","21.000000","30.298846","Default Known Flow Node","Known Flow","279415.000000","666844.750000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002829","Nodes","-1462521","21.000000","30.298846","Default Known Flow Node","Known Flow","279406.375000","666856.250000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003004","Nodes","-322","21.000000","26.542638","Default Known Flow Node","Known Flow","278843.950264","667224.936514","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003002","Nodes","-316","21.000000","26.663491","Default Known Flow Node","Known Flow","278939.463350","667214.195655","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003006","Nodes","-331","21.000000","26.723041","Default Known Flow Node","Known Flow","278839.437942","667231.454312","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003009","Nodes","-336","21.000000","26.716801","Default Known Flow Node","Known Flow","278901.317671","667269.864414","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003053","Nodes","-508","21.000000","27.897695","Default Known Flow Node","Known Flow","282289.401849","667993.887551","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003078","Nodes","-562","21.000000","27.802723","Default Known Flow Node","Known Flow","281941.218416","668108.974459","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003089","Nodes","-582","21.000000","27.940236","Default Known Flow Node","Known Flow","281933.019910","668176.730223","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003079","Nodes","-565","21.000000","27.802640","Default Known Flow Node","Known Flow","281883.826283","668116.513958","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003090","Nodes","-585","21.000000","27.940236","Default Known Flow Node","Known Flow","281917.875000","668202.000000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003077","Nodes","-561","21.000000","27.802540","Default Known Flow Node","Known Flow","281940.639265","668104.051680","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003044","Nodes","-4904547","21.000000","27.802470","Default Known Flow Node","Known Flow","281986.848236","668094.113216","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000175","Nodes","175","21.000000","27.577765","DDS demands","Known Flow","282292.695593","668019.405729","","0.000000","","","","-10.589999","","","","","","","-9.469767","-10.589999","","","","","","","D1 PROFILE","","","","","","",""
"64403000000551","Nodes","551","21.000000","27.802470","Default Known Flow Node","Known Flow","282004.500000","668093.250000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003075","Nodes","-554","21.000000","27.263424","Default Known Flow Node","Known Flow","282405.258317","668072.525466","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003046","Nodes","-4904549","21.000000","27.577765","Default Known Flow Node","Known Flow","282307.355741","668017.786701","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002883","Nodes","-1462621","21.000000","27.581211","Default Known Flow Node","Known Flow","282286.750000","668073.375000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000382","Nodes","382","21.000000","27.581211","Default Known Flow Node","Known Flow","282284.625000","668073.625000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002833","Nodes","-1462528","21.000000","27.712780","Default Known Flow Node","Known Flow","282310.859900","668033.338867","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000453","Nodes","453","21.000000","27.712780","Default Known Flow Node","Known Flow","282310.375000","668036.000000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002915","Nodes","-1462681","21.000000","27.424683","Default Known Flow Node","Known Flow","282404.135641","668078.138846","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000381","Nodes","381","21.000000","27.621600","Default Known Flow Node","Known Flow","282261.750000","668077.000000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002921","Nodes","-1462694","21.000000","27.712780","Default Known Flow Node","Known Flow","282312.907274","668051.607739","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000452","Nodes","452","21.000000","27.577765","Default Known Flow Node","Known Flow","282307.750000","668020.250000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002939","Nodes","-1462737","21.000000","27.469736","Default Known Flow Node","Known Flow","282224.875000","668109.750000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003015","Nodes","-433","21.000000","30.820138","Default Known Flow Node","Known Flow","282064.000000","667713.125000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002980","Nodes","-250","21.000000","31.923260","Default Known Flow Node","Known Flow","279896.125000","667048.500000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002974","Nodes","-239","21.000000","31.922518","Default Known Flow Node","Known Flow","279902.000000","667037.500000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003014","Nodes","-432","21.000000","30.820138","Default Known Flow Node","Known Flow","282063.500000","667711.125000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003076","Nodes","-559","21.000000","25.987617","Default Known Flow Node","Known Flow","281844.328495","668081.404813","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000001007","Nodes","1007","21.000000","29.068784","Default Known Flow Node","Known Flow","282019.312500","667941.375000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002934","Nodes","-1462719","21.000000","26.377540","Default Known Flow Node","Known Flow","281820.101444","668012.355608","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003040","Nodes","-485","21.000000","28.518029","Default Known Flow Node","Known Flow","281942.949642","667895.523778","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000127","Nodes","127","21.000000","29.834256","DDS demands","Known Flow","282107.608134","667868.825140","","0.000000","","","","-6.650000","","","","","","","-5.946549","-6.650000","","","","","","","D1 PROFILE","","","","","","",""
"64403000003016","Nodes","-434","21.000000","31.180368","Default Known Flow Node","Known Flow","282117.550498","667718.308029","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003031","Nodes","-464","21.000000","30.187241","Default Known Flow Node","Known Flow","281948.473176","667827.606673","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003055","Nodes","-513","21.000000","28.070543","Default Known Flow Node","Known Flow","282224.752089","668003.061360","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000549","Nodes","549","21.000000","27.073200","Default Known Flow Node","Known Flow","281741.652102","667912.598747","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002825","Nodes","-1462514","21.000000","22.427635","Default Known Flow Node","Known Flow","282777.296273","668072.625326","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003029","Nodes","-461","21.000000","26.931905","Default Known Flow Node","Known Flow","281735.439880","667818.674175","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000216","Nodes","216","21.000000","30.378348","Default Known Flow Node","Known Flow","282087.739543","667798.282338","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002931","Nodes","-1462714","21.000000","28.081228","Default Known Flow Node","Known Flow","282225.106442","668009.636579","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000393","Nodes","393","21.000000","28.071104","DDS demands","Known Flow","282133.125000","668020.250000","","0.000000","","","","-10.020000","","","","","","","-8.960063","-10.020000","","","","","","","D1 PROFILE","","","","","","",""
"64403000002973","Nodes","-238","21.000000","31.922510","Default Known Flow Node","Known Flow","279903.500000","667034.750000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000368","Nodes","368","21.000000","27.373605","DDS demands","Known Flow","282233.625000","668027.500000","","0.000000","","","","-5.789999","","","","","","","-5.177521","-5.789999","","","","","","","D1 PROFILE","","","","","","",""
"64403000000553","Nodes","553, ""326818"", ""HOMES FARM"", 24.92","24.000000","26.680306","CSEP DDS Matched","Known Flow","281695.851010","667837.755850","","0.000000","","","","-3.039999","-24.919999","","","","","","-25.002332","-27.959998","","","","","","","D1 PROFILE","DC PROFILE","","","","","",""
"64403000002879","Nodes","-1462617","21.000000","24.621746","Default Known Flow Node","Known Flow","282576.125000","668006.062500","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000000514","Nodes","514","21.000000","24.390899","Default Known Flow Node","Known Flow","282662.123792","667960.105616","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003045","Nodes","-4904548","21.000000","24.390899","Default Known Flow Node","Known Flow","282700.733201","667968.739469","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003037","Nodes","-477","21.000000","29.832197","Default Known Flow Node","Known Flow","282108.514988","667876.312449","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002807","Nodes","-1462475","21.000000","26.994698","Default Known Flow Node","Known Flow","282105.500000","667979.750000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002938","Nodes","-1462733","21.000000","30.893775","Default Known Flow Node","Known Flow","282120.738189","667731.517079","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003057","Nodes","-517","21.000000","26.994698","Default Known Flow Node","Known Flow","282077.641008","668006.389635","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003059","Nodes","-526","21.000000","26.994698","Default Known Flow Node","Known Flow","282034.366946","668012.513323","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000003065","Nodes","-536","21.000000","27.129762","Default Known Flow Node","Known Flow","282036.031250","668028.750000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"64403000002933","Nodes","-1462717","21.000000","29.442486","Default Known Flow Node","Known Flow","282136.424359","667872.379421","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
