"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"64304200000195","Nodes","195","21.000000","28.664178","DDS demands","Known Flow","333987.857037","663239.457683","","0.000000","","","","-20.129998","","","","","","","","-18.000603","-20.129998","","","","","","D1 PROFILE","","","","","","",""
"64304210002146","Nodes","-88","21.000000","37.681223","Default Known Flow Node","Known Flow","333753.733721","663843.962195","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200001009","Nodes","Logger 9505, 12 Lothian Terrace","21.000000","37.224959","Default Known Flow Node","Known Flow","333797.040019","663947.161640","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200000568","Nodes","568","21.000000","37.045390","DDS demands","Known Flow","333811.731989","663982.207885","","0.000000","","","","-16.249999","","","","","","","","-14.531039","-16.249999","","","","","","D1 PROFILE","","","","","","",""
"64304200000328","Nodes","328","21.000000","35.964398","DDS demands","Known Flow","335092.232337","664782.083103","","0.000000","","","","-2.279999","","","","","","","","-2.038816","-2.279999","","","","","","D1 PROFILE","","","","","","",""
"64304200001008","Nodes","Logger 9151, 8 D'arcy Rd","21.000000","35.935614","Default Known Flow Node","Known Flow","335113.258339","664785.789015","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200000305","Nodes","305","21.000000","35.984473","DDS demands","Known Flow","335141.882351","664790.834105","","0.000000","","","","-5.820000","","","","","","","","-5.204347","-5.820000","","","","","","D1 PROFILE","","","","","","",""
"64304210002074","Nodes","-485","21.000000","27.360230","Default Known Flow Node","Known Flow","335234.857376","664221.457950","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200001007","Nodes","Logger 9552, 74 Westhouses Road","21.000000","26.050679","Default Known Flow Node","Known Flow","335199.275540","664183.138270","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200000735","Nodes","735","21.000000","25.095903","DDS demands","Known Flow","335164.982357","664135.082927","","0.000000","","","","-3.499999","","","","","","","","-3.129762","-3.499999","","","","","","D1 PROFILE","","","","","","",""
"64304200000526","Nodes","526","21.000000","42.737599","DDS demands","Known Flow","333704.981960","664523.083032","","0.000000","","","","-19.889998","","","","","","","","-17.785990","-19.889998","","","","","","D1 PROFILE","","","","","","",""
"64304200001006","Nodes","Logger 9400, 25 Ninth Street","21.000000","41.653932","Default Known Flow Node","Known Flow","333753.658887","664541.794319","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200000527","Nodes","527","21.000000","39.470890","DDS demands","Known Flow","333853.482000","664580.208048","","0.000000","","","","-22.370001","","","","","","","","-20.003653","-22.370001","","","","","","D1 PROFILE","","","","","","",""
"64304200000579","Nodes","579","21.000000","25.331115","DDS demands","Known Flow","335317.732399","664118.707922","","0.000000","","","","-21.069999","","","","","","","","-18.841167","-21.069999","","","","","","D1 PROFILE","","","","","","",""
"64304200001005","Nodes","Logger 9752, 40 John Humble Street","21.000000","25.242118","Default Known Flow Node","Known Flow","335301.673530","664100.828750","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200000580","Nodes","580","21.000000","24.656209","DDS demands","Known Flow","335223.232373","664044.707902","","0.000000","","","","-12.310000","","","","","","","","-11.007821","-12.310000","","","","","","D1 PROFILE","","","","","","",""
"64304200000646","Nodes","646","21.000000","26.488353","DDS demands","Known Flow","334402.232150","665321.708250","","0.000000","","","","-5.209999","","","","","","","","-4.658874","-5.209999","","","","","","D1 PROFILE","","","","","","",""
"64304200001003","Nodes","Logger 9605, 24 Broadhurst Road","21.000000","26.498072","Default Known Flow Node","Known Flow","334413.950012","665350.084478","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200000645","Nodes","645","21.000000","26.595025","DDS demands","Known Flow","334425.357156","665377.708265","","0.000000","-5.090000","","","-8.850000","","","","","","","","-12.465396","-13.940000","","","C1 PROFILE","","","D1 PROFILE","","","","","","",""
"64304200000699","Nodes","699","21.000000","24.037273","DDS demands","Known Flow","334164.107085","665710.958356","","0.000000","","","","-4.309999","","","","","","","","-3.854078","-4.309999","","","","","","D1 PROFILE","","","","","","",""
"64304200001002","Nodes","Logger 9242, 22 Lothian Drive","21.000000","23.883099","Default Known Flow Node","Known Flow","334188.822094","665810.585410","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200000700","Nodes","700","21.000000","23.804409","DDS demands","Known Flow","334206.107096","665855.583395","","0.000000","","","","-8.649999","","","","","","","","-7.734983","-8.649999","","","","","","D1 PROFILE","","","","","","",""
"64304200000192","Nodes","192","21.000000","38.066234","DDS demands","Known Flow","333903.107014","663330.582708","","0.000000","","","","-12.850000","","","","","","","","-11.490699","-12.850000","","","","","","D1 PROFILE","","","","","","",""
"64304200000193","Nodes","193","21.000000","38.012703","DDS demands","Known Flow","333885.482009","663327.707707","","0.000000","","","","-10.699999","","","","","","","","-9.568130","-10.699999","","","","","","D1 PROFILE","","","","","","",""
"64304210001958","Nodes","-17","21.000000","38.188449","Default Known Flow Node","Known Flow","333948.607026","663332.207708","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200000194","Nodes","194","21.000000","36.530540","DDS demands","Known Flow","333938.357023","663168.082664","","0.000000","","","","-27.540000","","","","","","","","-24.626757","-27.540000","","","","","","D1 PROFILE","","","","","","",""
"64304200000324","Nodes","324","21.000000","38.218593","DDS demands","Known Flow","333916.982018","663332.832708","","0.000000","","","","-38.890000","","","","","","","","-34.776129","-38.890000","","","","","","D1 PROFILE","","","","","","",""
"64304210001981","Nodes","-23","21.000000","39.238525","Default Known Flow Node","Known Flow","333896.656145","663369.599621","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200000597","Nodes","597","21.000000","42.073246","DDS demands","Known Flow","333360.106866","663955.457878","","0.000000","","-39.999997","","-9.859999","","","","","","","","-44.585698","-49.859995","","","","C2 PROFILE","","D1 PROFILE","","","","","","",""
"64304210002144","Nodes","-85","21.000000","42.231585","Default Known Flow Node","Known Flow","333399.649808","663816.093248","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200000557","Nodes","557","21.000000","42.158405","DDS demands","Known Flow","333432.981886","663974.832883","","0.000000","","","","-10.430000","","","","","","","","-9.326692","-10.430000","","","","","","D1 PROFILE","","","","","","",""
"64304200000560","Nodes","560","21.000000","42.113976","DDS demands","Known Flow","333455.106892","663965.457881","","0.000000","","","","-6.630000","","","","","","","","-5.928663","-6.630000","","","","","","D1 PROFILE","","","","","","",""
"64304210002135","Nodes","-73","21.000000","42.361181","Default Known Flow Node","Known Flow","333425.356884","663682.082803","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200000598","Nodes","","21.000000","42.401447","DDS demands","Known Flow","333428.330887","663667.077647","","0.000000","-31.809998","","","-16.729999","","","","","","","","-43.405329","-48.539998","","","C1 PROFILE","","","D1 PROFILE","","","","","","",""
"64304200000600","Nodes","600","21.000000","41.811621","DDS demands","Known Flow","333299.731850","663995.707889","","0.000000","-6.840000","","","-4.519999","","","","","","","","-10.158313","-11.360000","","","C1 PROFILE","","","D1 PROFILE","","","","","","",""
"64304200000561","Nodes","561","21.000000","42.040484","DDS demands","Known Flow","333433.606886","663914.207867","","0.000000","","","","-5.840000","","","","","","","","-5.222232","-5.840000","","","","","","D1 PROFILE","","","","","","",""
"64304200000728","Nodes","728","21.000000","42.177572","DDS demands","Known Flow","333463.357894","663610.033784","","0.000000","","","","-7.080000","","","","","","","","-6.331061","-7.080000","","","","","","D1 PROFILE","","","","","","",""
"64304210001815","Nodes","-1462522","21.000000","42.145390","Default Known Flow Node","Known Flow","333424.731884","663828.332843","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304210001872","Nodes","-1462650","21.000000","42.361181","Default Known Flow Node","Known Flow","333429.856885","663683.082804","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304210002150","Nodes","-97","21.000000","41.146413","Default Known Flow Node","Known Flow","333518.243761","663939.486686","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304210002149","Nodes","-94","21.000000","40.394908","Default Known Flow Node","Known Flow","333582.990703","663913.353906","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200000565","Nodes","565","21.000000","38.675021","DDS demands","Known Flow","333632.481940","663892.707861","","0.000000","","","","-24.310000","","","","","","","","-21.738434","-24.310000","","","","","","D1 PROFILE","","","","","","",""
"64304210001934","Nodes","-1462778","21.000000","33.788897","Default Known Flow Node","Known Flow","333631.981940","663969.707882","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200000556","Nodes","556","21.000000","33.745122","DDS demands","Known Flow","333649.356945","663976.332884","","0.000000","","","","-18.700000","","","","","","","","-16.721873","-18.700000","","","","","","D1 PROFILE","","","","","","",""
"64304200000567","Nodes","567","21.000000","37.671927","DDS demands","Known Flow","333756.606974","663843.957848","","0.000000","","","","-12.149999","","","","","","","","-10.864745","-12.149999","","","","","","D1 PROFILE","","","","","","",""
"64304200000562","Nodes","562","21.000000","41.109809","DDS demands","Known Flow","333525.606911","663936.457873","","0.000000","","","","-18.170000","","","","","","","","-16.247937","-18.170000","","","","","","D1 PROFILE","","","","","","",""
"64304200000563","Nodes","563","21.000000","41.115829","DDS demands","Known Flow","333594.356930","663962.832880","","0.000000","","","","-5.090000","","","","","","","","-4.551568","-5.090000","","","","","","D1 PROFILE","","","","","","",""
"64304200000564","Nodes","564","21.000000","40.666227","DDS demands","Known Flow","333569.856923","663918.832868","","0.000000","","","","-12.760000","","","","","","","","-11.410219","-12.760000","","","","","","D1 PROFILE","","","","","","",""
"64304200000566","Nodes","566","21.000000","37.983796","DDS demands","Known Flow","333741.106970","663944.582875","","0.000000","","","","-11.740000","","","","","","","","-10.498116","-11.740000","","","","","","D1 PROFILE","","","","","","",""
"64304210002147","Nodes","-90","21.000000","38.525255","Default Known Flow Node","Known Flow","333646.481944","663887.082859","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304210002145","Nodes","-86","21.000000","37.716101","Default Known Flow Node","Known Flow","333799.356986","663827.332843","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304210001820","Nodes","-1462541","21.000000","37.716101","Default Known Flow Node","Known Flow","333802.481986","663825.832843","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200000603","Nodes","603","21.000000","37.775978","DDS demands","Known Flow","333859.232002","663802.707836","","0.000000","","","","-1.029999","","","","","","","","-0.921044","-1.029999","","","","","","D1 PROFILE","","","","","","",""
"64304200000605","Nodes","605","21.000000","37.753704","DDS demands","Known Flow","333878.482007","663854.207850","","0.000000","","","","-4.159999","","","","","","","","-3.719946","-4.159999","","","","","","D1 PROFILE","","","","","","",""
"64304200000169","Nodes","169","21.000000","37.671676","Default Known Flow Node","Known Flow","333759.731975","663842.707847","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304210002148","Nodes","-92","21.000000","41.189597","Default Known Flow Node","Known Flow","333502.106905","663897.457862","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304210001928","Nodes","-1462768","21.000000","40.221754","Default Known Flow Node","Known Flow","333568.856923","663878.082857","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304210001877","Nodes","-1462660","21.000000","38.612124","Default Known Flow Node","Known Flow","333636.231941","663860.957852","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200000746","Nodes","746","21.000000","41.576084","DDS demands","Known Flow","333208.481825","664088.957914","","0.000000","","","","-4.519999","","","","","","","","-4.041864","-4.519999","","","","","","D1 PROFILE","","","","","","",""
"64304200000723","Nodes","723","21.000000","45.956555","DDS demands","Known Flow","333244.356835","664467.958017","","0.000000","","","","-6.220000","","","","","","","","-5.562034","-6.220000","","","","","","D1 PROFILE","","","","","","",""
"64304210001813","Nodes","-1462518","21.000000","45.956555","Default Known Flow Node","Known Flow","333242.106834","664472.458019","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200000545","Nodes","545","21.000000","42.135712","DDS demands","Known Flow","333427.481884","664049.207903","","0.000000","","","","-10.949999","","","","","","","","-9.791684","-10.949999","","","","","","D1 PROFILE","","","","","","",""
"64304200000546","Nodes","546","21.000000","41.886173","DDS demands","Known Flow","333485.481900","664070.832909","","0.000000","","","","-10.239999","","","","","","","","-9.156790","-10.239999","","","","","","D1 PROFILE","","","","","","",""
"64304200000544","Nodes","544","21.000000","41.768141","DDS demands","Known Flow","333473.356897","664141.207928","","0.000000","","","","-12.329999","","","","","","","","-11.025705","-12.329999","","","","","","D1 PROFILE","","","","","","",""
"64304200000520","Nodes","520","21.000000","41.408239","DDS demands","Known Flow","333443.356889","664276.957965","","0.000000","","","","-14.120000","","","","","","","","-12.626355","-14.120000","","","","","","D1 PROFILE","","","","","","",""
"64304200000670","Nodes","670","21.000000","41.762639","Default Known Flow Node","Known Flow","333426.856884","664196.832944","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304210001781","Nodes","-134","21.000000","41.503479","DDS demands","Known Flow","333412.731880","664223.707951","","0.000000","-11.589999","","","","","","","","","","","-10.363984","-11.589999","","","C1 PROFILE","","","","","","","","","",""
"64304200000672","Nodes","672","21.000000","41.408239","Default Known Flow Node","Known Flow","333433.981886","664314.082975","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304210001846","Nodes","-1462602","21.000000","41.576084","Default Known Flow Node","Known Flow","333132.231804","664167.832936","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200000516","Nodes","516","21.000000","43.117013","DDS demands","Known Flow","333267.606841","664251.207958","","0.000000","","","","-11.439999","","","","","","","","-10.229851","-11.439999","","","","","","D1 PROFILE","","","","","","",""
"64304210001775","Nodes","-123","21.000000","42.576729","Default Known Flow Node","Known Flow","333255.606838","664172.582937","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200000591","Nodes","591","21.000000","43.332303","DDS demands","Known Flow","333316.056934","664267.861170","","0.000000","","","","-8.479999","","","","","","","","-7.582966","-8.479999","","","","","","D1 PROFILE","","","","","","",""
"64304200000590","Nodes","590","21.000000","43.843672","DDS demands","Known Flow","333306.981852","664314.082975","","0.000000","","","","-8.390000","","","","","","","","-7.502487","-8.390000","","","","","","D1 PROFILE","","","","","","",""
"64304200000518","Nodes","518","21.000000","42.623989","DDS demands","Known Flow","333379.981871","664322.457978","","0.000000","","","","-10.050000","","","","","","","","-8.986889","-10.050000","","","","","","D1 PROFILE","","","","","","",""
"64304200000515","Nodes","515","21.000000","43.388456","DDS demands","Known Flow","333218.731828","664278.082966","","0.000000","","","","-8.409999","","","","","","","","-7.520371","-8.409999","","","","","","D1 PROFILE","","","","","","",""
"64304200000589","Nodes","589","21.000000","44.544518","DDS demands","Known Flow","333297.981849","664372.332991","","0.000000","","-6.000000","","-7.940000","","","","","","","","-12.465396","-13.940000","","","","C2 PROFILE","","D1 PROFILE","","","","","","",""
"64304200000513","Nodes","513","21.000000","43.998575","DDS demands","Known Flow","333209.106825","664331.957980","","0.000000","","","","-9.949999","","","","","","","","-8.897466","-9.949999","","","","","","D1 PROFILE","","","","","","",""
"64304200000588","Nodes","588","21.000000","45.318022","DDS demands","Known Flow","333267.981841","664428.833007","","0.000000","","","","-5.879999","","","","","","","","-5.258000","-5.879999","","","","","","D1 PROFILE","","","","","","",""
"64304200000511","Nodes","511","21.000000","44.954529","DDS demands","Known Flow","333199.106822","664395.582998","","0.000000","","","","-10.140000","","","","","","","","-9.067368","-10.140000","","","","","","D1 PROFILE","","","","","","",""
"64304210001968","Nodes","-189","21.000000","46.015622","Default Known Flow Node","Known Flow","333238.856833","664469.958018","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200000509","Nodes","509","21.000000","45.719501","DDS demands","Known Flow","333182.106818","664440.333010","","0.000000","","","","-10.119999","","","","","","","","-9.049483","-10.119999","","","","","","D1 PROFILE","","","","","","",""
"64304200000517","Nodes","517","21.000000","42.431895","DDS demands","Known Flow","333245.731835","664153.457932","","0.000000","","","","-4.860000","","","","","","","","-4.345898","-4.860000","","","","","","D1 PROFILE","","","","","","",""
"64304200000827","Nodes","827","21.000000","44.989616","DDS demands","Known Flow","333122.606801","664343.957984","","0.000000","","","","-9.890000","","","","","","","","-8.843814","-9.890000","","","","","","D1 PROFILE","","","","","","",""
"64304200000828","Nodes","828","21.000000","44.943182","DDS demands","Known Flow","333137.231805","664293.332970","","0.000000","","","","-5.119999","","","","","","","","-4.578395","-5.119999","","","","","","D1 PROFILE","","","","","","",""
"64304200000824","Nodes","824","21.000000","45.069252","DDS demands","Known Flow","333045.606780","664327.957979","","0.000000","","","","-10.039999","","","","","","","","-8.977946","-10.039999","","","","","","D1 PROFILE","","","","","","",""
"64304210001899","Nodes","-1462710","21.000000","45.069252","Default Known Flow Node","Known Flow","333051.481782","664326.082979","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304210001962","Nodes","-177","21.000000","45.017323","Default Known Flow Node","Known Flow","333090.731793","664379.332993","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64304200000825","Nodes","825","21.000000","45.044122","DDS demands","Known Flow","333066.856786","664291.957969","","0.000000","","","","-4.330000","","","","","","","","-3.871963","-4.330000","","","","","","D1 PROFILE","","","","","","",""
"64304200000826","Nodes","826","21.000000","44.546606","DDS demands","Known Flow","333131.481804","664259.457961","","0.000000","","","","-11.740000","","","","","","","","-10.498116","-11.740000","","","","","","D1 PROFILE","","","","","","",""
