"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"644046-308365","Nodes","-308365",21.000000,30.610898,"Default Known Flow Node","Known Flow",276870.000000,662916.875000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308349","Nodes","-308349",21.000000,30.706214,"Default Known Flow Node","Known Flow",276853.250000,662933.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308363","Nodes","-308363",21.000000,33.177583,"Default Known Flow Node","Known Flow",276868.750000,662586.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308359","Nodes","-308359",21.000000,33.177583,"Default Known Flow Node","Known Flow",276865.750000,662604.875000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308358","Nodes","-308358",21.000000,30.704740,"Default Known Flow Node","Known Flow",276865.375000,662942.375000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308385","Nodes","-308385",21.000000,30.382868,"Default Known Flow Node","Known Flow",276895.375000,662690.125000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308368","Nodes","-308368",21.000000,30.291753,"Default Known Flow Node","Known Flow",276872.000000,662681.500000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308348","Nodes","-308348",21.000000,30.291753,"Default Known Flow Node","Known Flow",276852.125000,662697.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308364","Nodes","-308364",21.000000,30.613199,"Default Known Flow Node","Known Flow",276870.000000,662899.125000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308373","Nodes","-308373",21.000000,30.660116,"Default Known Flow Node","Known Flow",276880.125000,662901.500000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308372","Nodes","-308372",21.000000,30.750205,"Default Known Flow Node","Known Flow",276879.250000,662638.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308377","Nodes","-308377",21.000000,30.341569,"Default Known Flow Node","Known Flow",276885.500000,662827.750000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308399","Nodes","-308399",21.000000,30.036748,"Default Known Flow Node","Known Flow",276913.500000,662852.375000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308384","Nodes","-308384",21.000000,30.341569,"Default Known Flow Node","Known Flow",276895.000000,662829.125000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308374","Nodes","-308374",21.000000,30.341569,"Default Known Flow Node","Known Flow",276881.875000,662827.125000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308378","Nodes","-308378",21.000000,32.765493,"Default Known Flow Node","Known Flow",276886.250000,662598.750000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308394","Nodes","-308394",21.000000,32.765493,"Default Known Flow Node","Known Flow",276907.375000,662602.125000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308391","Nodes","-308391",21.000000,33.161041,"Default Known Flow Node","Known Flow",276901.250000,662584.375000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308387","Nodes","-308387",21.000000,30.382868,"Default Known Flow Node","Known Flow",276896.000000,662699.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308388","Nodes","-308388",21.000000,30.382868,"Default Known Flow Node","Known Flow",276896.875000,662682.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308392","Nodes","-308392",21.000000,32.954600,"Default Known Flow Node","Known Flow",276902.625000,662501.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308400","Nodes","-308400",21.000000,32.985755,"Default Known Flow Node","Known Flow",276919.625000,662560.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600000001","Nodes","CALDERBANK DG, Chart.",21.000000,32.999999,"Default Known Pressure Node","Known Pressure",276908.875000,662503.125000,,999998.967025,,,,,,,,,616.284199,689.190035,,"",,,,,,,,
"644046-308393","Nodes","-308393",21.000000,32.954600,"Default Known Flow Node","Known Flow",276902.750000,662500.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308396","Nodes","-308396",21.000000,32.954600,"Default Known Flow Node","Known Flow",276908.000000,662498.375000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308397","Nodes","-308397",21.000000,32.954600,"Default Known Flow Node","Known Flow",276909.000000,662502.750000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308398","Nodes","-308398",21.000000,30.130656,"Default Known Flow Node","Known Flow",276913.250000,662883.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308386","Nodes","-308386",21.000000,30.130656,"Default Known Flow Node","Known Flow",276895.625000,662882.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308401","Nodes","-308401",21.000000,29.975544,"Default Known Flow Node","Known Flow",276920.125000,662853.750000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308403","Nodes","-308403",21.000000,29.975544,"Default Known Flow Node","Known Flow",276923.500000,662834.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308404","Nodes","-308404",21.000000,29.975544,"Default Known Flow Node","Known Flow",276927.750000,662834.875000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308402","Nodes","-308402",21.000000,29.975544,"Default Known Flow Node","Known Flow",276921.250000,662833.625000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308413","Nodes","-308413",21.000000,30.358455,"Default Known Flow Node","Known Flow",276944.875000,662733.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308410","Nodes","-308410",21.000000,30.439217,"Default Known Flow Node","Known Flow",276940.500000,662798.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308405","Nodes","-308405",21.000000,30.439217,"Default Known Flow Node","Known Flow",276928.500000,662796.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308414","Nodes","-308414",21.000000,30.439217,"Default Known Flow Node","Known Flow",276950.250000,662799.625000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308419","Nodes","-308419",21.000000,32.955798,"Default Known Flow Node","Known Flow",276953.250000,662610.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308406","Nodes","-308406",21.000000,32.955798,"Default Known Flow Node","Known Flow",276936.125000,662607.125000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308421","Nodes","-308421",21.000000,30.327247,"Default Known Flow Node","Known Flow",276956.125000,662774.125000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308423","Nodes","-308423",21.000000,29.746773,"Default Known Flow Node","Known Flow",276958.375000,662889.750000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308426","Nodes","-308426",21.000000,32.736539,"Default Known Flow Node","Known Flow",276968.000000,662567.375000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308422","Nodes","-308422",21.000000,29.606521,"Default Known Flow Node","Known Flow",276957.750000,662861.375000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600000913","Nodes","913",21.000000,30.261964,"DDS demands","Known Flow",276972.375000,662776.875000,,0.000000,,,,-14.800000,,,,,-13.234425,-14.800000,,"",,,,"D1 PROFILE",,,,
"64404600001419","Nodes","1419",21.000000,29.405808,"DDS demands","Known Flow",276979.500000,662865.750000,,0.000000,0.000000,,,-13.709999,,,,,-12.259727,-13.709999,,"","C1 PROFILE",,,"D1 PROFILE",,,,
"644046-308424","Nodes","-308424",21.000000,29.606521,"Default Known Flow Node","Known Flow",276961.000000,662842.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308417","Nodes","-308417",21.000000,29.606521,"Default Known Flow Node","Known Flow",276952.250000,662840.500000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308425","Nodes","-308425",21.000000,29.512571,"Default Known Flow Node","Known Flow",276963.750000,662812.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308427","Nodes","-308427",21.000000,25.428903,"Default Known Flow Node","Known Flow",276971.250000,662985.375000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308433","Nodes","-308433",21.000000,30.164778,"Default Known Flow Node","Known Flow",276996.875000,662618.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308429","Nodes","-308429",21.000000,30.241998,"Default Known Flow Node","Known Flow",276974.125000,662736.500000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-326983","Nodes","-326983",21.000000,32.060679,"Default Known Flow Node","Known Flow",276765.250000,662947.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-326991","Nodes","-326991",21.000000,30.682651,"Default Known Flow Node","Known Flow",276834.000000,662905.375000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-326992","Nodes","-326992",21.000000,30.682651,"Default Known Flow Node","Known Flow",276834.625000,662903.750000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600004509","Nodes","4509",21.000000,32.342911,"Default Known Flow Node","Known Flow",276749.750000,662951.625000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-326989","Nodes","-326989",21.000000,30.643768,"Default Known Flow Node","Known Flow",276831.000000,662906.750000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600004174","Nodes","4174",21.000000,25.771820,"DDS demands","Known Flow",277009.468795,662980.083266,,0.000000,,-6.289999,,-10.119999,,,,,-14.674115,-16.410000,,"",,"C2 PROFILE",,"D1 PROFILE",,,,
"64404600001401","Nodes","1401, Community Centre",21.000000,29.033006,"DDS demands","Known Flow",277038.291244,662876.351605,,0.000000,-1.019999,,-8.010000,,,,,,-8.074787,-9.029999,,"","C1 PROFILE",,"C4 PROFILE",,,,,
"64404600001405","Nodes","1405",21.000000,30.297019,"DDS demands","Known Flow",277014.125000,662668.250000,,0.000000,,,,-13.650000,,-2.710000,,,-14.629404,-16.360000,,"",,,,"D1 PROFILE",,"I2 PROFILE",,
"64404600000919","Nodes","919",21.000000,33.354289,"Default Known Flow Node","Known Flow",277019.000000,662551.125000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308439","Nodes","-308439",21.000000,26.363172,"Default Known Flow Node","Known Flow",277018.500000,662981.875000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308447","Nodes","-308447",21.000000,26.458143,"Default Known Flow Node","Known Flow",277027.125000,662983.750000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600004506","Nodes","4506",21.000000,25.656790,"DDS demands","Known Flow",277013.625000,662956.125000,,0.000000,,,,-3.110000,,,,,-2.781017,-3.110000,,"",,,,"D1 PROFILE",,,,
"64404600001402","Nodes","1402",21.000000,30.188571,"DDS demands","Known Flow",277011.500000,662780.125000,,0.000000,,,,-3.549999,,,,,-3.174473,-3.549999,,"",,,,"D1 PROFILE",,,,
"64404600001407","Nodes","Logger 9776, 150 Main Street, Calderbank",21.000000,29.987156,"DDS demands","Known Flow",277048.375000,662717.750000,,0.000000,,,,-6.070000,,,,,-5.427902,-6.070000,,"",,,,"D1 PROFILE",,,,
"64404600001450","Nodes","1450",21.000000,30.038474,"DDS demands","Known Flow",277023.500000,662714.875000,,0.000000,,,,-2.499999,,,,,-2.235544,-2.499999,,"",,,,"D1 PROFILE",,,,
"64404600001408","Nodes","1408",21.000000,30.748002,"Default Known Flow Node","Known Flow",277085.125000,662625.750000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600001406","Nodes","1406",21.000000,30.555845,"DDS demands","Known Flow",277066.875000,662623.000000,,0.000000,,,,-4.750000,,,,,-4.247535,-4.750000,,"",,,,"D1 PROFILE",,,,
"644046-308455","Nodes","-308455",21.000000,32.345180,"Default Known Flow Node","Known Flow",277059.625000,662565.875000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600004512","Nodes","4512",21.000000,30.549361,"DDS demands","Known Flow",277046.250000,662619.500000,,0.000000,,,,-2.949999,,,,,-2.637942,-2.949999,,"",,,,"D1 PROFILE",,,,
"644046-308453","Nodes","-308453",21.000000,30.507457,"Default Known Flow Node","Known Flow",277056.250000,662676.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600001404","Nodes","1404",21.000000,30.333512,"Default Known Flow Node","Known Flow",277031.375000,662671.625000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600004511","Nodes","4511",21.000000,30.507819,"Default Known Flow Node","Known Flow",277041.250000,662620.125000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600001400","Nodes","1400",21.000000,33.334544,"DDS demands","Known Flow",277023.125000,662553.000000,,0.000000,,,,-8.039999,,,,,-7.189511,-8.039999,,"",,,,"D1 PROFILE",,,,
"644046-308452","Nodes","-308452",21.000000,26.261980,"Default Known Flow Node","Known Flow",277040.875000,662997.750000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600001448","Nodes","1448",21.000000,30.156456,"Default Known Flow Node","Known Flow",277024.500000,662611.875000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308450","Nodes","-308450",21.000000,26.410909,"Default Known Flow Node","Known Flow",277031.875000,662959.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308454","Nodes","-308454",21.000000,32.625109,"Default Known Flow Node","Known Flow",277058.500000,662586.375000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-212164","Nodes","-212164",21.000000,29.329509,"Default Known Flow Node","Known Flow",277059.750000,662833.875000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600001315","Nodes","1315",21.000000,32.256908,"DDS demands","Known Flow",276672.875000,663014.875000,,0.000000,,,,-42.640001,,,,,-38.129453,-42.640001,,"",,,,"D1 PROFILE",,,,
"64404600004502","Nodes","4502",21.000000,26.047190,"DDS demands","Known Flow",276970.125000,663082.875000,,0.000000,,,,-3.599999,,,,,-3.219184,-3.599999,,"",,,,"D1 PROFILE",,,,
"64404600000908","Nodes","908",21.000000,32.386863,"DDS demands","Known Flow",276688.500000,663031.875000,,0.000000,,,,-2.609999,,,,,-2.333908,-2.609999,,"",,,,"D1 PROFILE",,,,
"64404600000909","Nodes","909",21.000000,32.212726,"DDS demands","Known Flow",276722.875000,663069.500000,,0.000000,,,,-18.110000,,,,,-16.194286,-18.110000,,"",,,,"D1 PROFILE",,,,
"64404600000910","Nodes","910",21.000000,31.182288,"DDS demands","Known Flow",276861.875000,663127.375000,,0.000000,,,,-22.639999,,,,,-20.245092,-22.639999,,"",,,,"D1 PROFILE",,,,
"64404600000912","Nodes","912",21.000000,31.056045,"DDS demands","Known Flow",276809.500000,663043.875000,,0.000000,,,,-4.990000,,,,,-4.462147,-4.990000,,"",,,,"D1 PROFILE",,,,
"64404600000911","Nodes","911",21.000000,31.325075,"DDS demands","Known Flow",276917.125000,663101.625000,,0.000000,,,,-5.630000,,,,,-5.034446,-5.630000,,"",,,,"D1 PROFILE",,,,
"644046-308318","Nodes","-308318",21.000000,31.333354,"Default Known Flow Node","Known Flow",276814.375000,663135.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308271","Nodes","-308271",21.000000,31.818903,"Default Known Flow Node","Known Flow",276764.500000,663097.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308284","Nodes","-308284",21.000000,31.994888,"Default Known Flow Node","Known Flow",276780.000000,663109.625000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308263","Nodes","-308263",21.000000,31.818903,"Default Known Flow Node","Known Flow",276755.625000,663087.125000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308319","Nodes","-308319",21.000000,31.473794,"Default Known Flow Node","Known Flow",276814.750000,663120.875000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308436","Nodes","-308436",21.000000,26.299770,"Default Known Flow Node","Known Flow",277012.250000,663015.750000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600004176","Nodes","4176",21.000000,26.089983,"DDS demands","Known Flow",277004.000000,663063.625000,,0.000000,,-34.779998,-3.499999,-10.289999,,,,,-43.432162,-48.570000,,"",,"C2 PROFILE","C4 PROFILE","D1 PROFILE",,,,
"64404600004180","Nodes","4180",21.000000,26.077710,"Default Known Flow Node","Known Flow",277018.125000,663109.500000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308440","Nodes","-308440",21.000000,26.069955,"Default Known Flow Node","Known Flow",277019.625000,663070.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308444","Nodes","-308444",21.000000,26.299770,"Default Known Flow Node","Known Flow",277022.250000,663004.125000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308441","Nodes","-308441",21.000000,26.299770,"Default Known Flow Node","Known Flow",277019.875000,663016.125000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600004175","Nodes","4175",21.000000,26.284108,"DDS demands","Known Flow",277010.750000,663024.125000,,0.000000,,,,-36.189999,,,,,-32.361745,-36.189999,,"",,,,"D1 PROFILE",,,,
"644046-308435","Nodes","-308435",21.000000,26.279665,"Default Known Flow Node","Known Flow",277001.250000,663022.625000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600004503","Nodes","4503",21.000000,26.268076,"DDS demands","Known Flow",276976.500000,663018.500000,,0.000000,,,,-2.329999,,,,,-2.083527,-2.329999,,"",,,,"D1 PROFILE",,,,
"64404600004501","Nodes","4501",21.000000,26.374209,"Default Known Flow Node","Known Flow",276995.750000,663055.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308437","Nodes","-308437",21.000000,26.394309,"Default Known Flow Node","Known Flow",277017.125000,663031.875000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003095","Nodes","3095",21.000000,25.860493,"DDS demands","Known Flow",277069.875000,663252.250000,,0.000000,,,,-14.909999,,,,,-13.332789,-14.909999,,"",,,,"D1 PROFILE",,,,
"644046-308451","Nodes","-308451",21.000000,26.069955,"Default Known Flow Node","Known Flow",277038.500000,663108.500000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308366","Nodes","-308366",21.000000,33.177583,"Default Known Flow Node","Known Flow",276870.250000,662575.750000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-451566","Nodes","-451566",21.000000,28.938960,"Default Known Flow Node","Known Flow",277038.625000,662874.500000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-451571","Nodes","-451571",21.000000,29.522103,"Default Known Flow Node","Known Flow",277053.500000,662791.125000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-451574","Nodes","-451574",21.000000,29.979395,"Default Known Flow Node","Known Flow",277067.750000,662723.500000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-451565","Nodes","-451565",21.000000,29.025642,"Default Known Flow Node","Known Flow",277038.000000,662877.625000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-451572","Nodes","-451572",21.000000,29.157434,"Default Known Flow Node","Known Flow",277055.125000,662854.500000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-451569","Nodes","-451569",21.000000,29.269125,"Default Known Flow Node","Known Flow",277044.500000,662838.375000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-451573","Nodes","-451573",21.000000,29.197166,"Default Known Flow Node","Known Flow",277056.250000,662848.750000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-451564","Nodes","-451564",21.000000,29.313352,"Default Known Flow Node","Known Flow",277011.875000,662832.125000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-451576","Nodes","-451576",21.000000,29.389585,"Default Known Flow Node","Known Flow",277076.000000,662796.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308446","Nodes","-308446",21.000000,27.180696,"Default Known Flow Node","Known Flow",277026.006236,662942.625953,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-308456","Nodes","-308456",21.000000,27.047476,"Default Known Flow Node","Known Flow",277087.750000,662938.500000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-1478345","Nodes","-1478345",21.000000,26.665417,"Default Known Flow Node","Known Flow",277111.250000,663009.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-1478348","Nodes","-1478348",21.000000,26.571050,"Default Known Flow Node","Known Flow",277201.250000,663092.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-1478344","Nodes","-1478344",21.000000,26.807003,"Default Known Flow Node","Known Flow",277109.250000,663034.500000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-1478346","Nodes","-1478346",21.000000,26.759802,"Default Known Flow Node","Known Flow",277145.375000,663124.500000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-1478343","Nodes","-1478343",21.000000,26.807003,"Default Known Flow Node","Known Flow",277076.875000,663043.375000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"644046-1478347","Nodes","-1478347",21.000000,26.901418,"Default Known Flow Node","Known Flow",277158.750000,663148.125000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003006","Nodes",,21.000000,30.280147,"Default Known Flow Node","Known Flow",276976.186523,662700.142536,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003201","Nodes",,21.000000,30.454117,"Default Known Flow Node","Known Flow",276887.591499,662736.832546,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003370","Nodes",,21.000000,31.564168,"Default Known Flow Node","Known Flow",276811.273086,662845.342010,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003369","Nodes",,21.000000,31.528572,"Default Known Flow Node","Known Flow",276812.725506,662845.584121,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003352","Nodes",,21.000000,30.344380,"Default Known Flow Node","Known Flow",276865.125576,662722.754466,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003357","Nodes",,21.000000,33.269333,"Default Known Flow Node","Known Flow",276887.875794,662589.501740,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003356","Nodes",,21.000000,33.270788,"Default Known Flow Node","Known Flow",276887.995690,662588.768824,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003359","Nodes",,21.000000,30.339377,"Default Known Flow Node","Known Flow",276936.448339,662770.704107,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003364","Nodes",,21.000000,26.350975,"Default Known Flow Node","Known Flow",277017.254508,662988.384158,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003353","Nodes",,21.000000,26.533090,"Default Known Flow Node","Known Flow",277020.130276,662973.256990,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003363","Nodes","Logger 9172, 149-159 Park Road, Calderbank",21.000000,26.077710,"Val Log Post","Known Flow",276994.380160,663069.310316,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003366","Nodes",,21.000000,26.042044,"Default Known Flow Node","Known Flow",277023.125277,663101.553645,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003367","Nodes",,21.000000,26.069955,"Default Known Flow Node","Known Flow",277031.264853,663096.832804,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003360","Nodes",,21.000000,29.187258,"Default Known Flow Node","Known Flow",277041.878769,662851.999492,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003361","Nodes",,21.000000,29.216378,"Default Known Flow Node","Known Flow",277042.754393,662847.142462,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003368","Nodes",,21.000000,26.856840,"DDS demands","Known Flow",277023.630911,662955.123814,,0.000000,,,,-27.969999,,,,,-25.011273,-27.969999,,"",,,,"D1 PROFILE",,,,
"64404600003351","Nodes",,21.000000,30.266553,"Default Known Flow Node","Known Flow",277007.330532,662705.015538,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003362","Nodes",,21.000000,29.307903,"Default Known Flow Node","Known Flow",277045.879525,662831.133162,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003358","Nodes",,21.000000,30.334312,"Default Known Flow Node","Known Flow",276944.654690,662772.196315,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003355","Nodes",,21.000000,30.297175,"Default Known Flow Node","Known Flow",276871.252395,662685.753289,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003377","Nodes",,21.000000,32.842314,"Default Known Flow Node","Known Flow",276808.966478,662771.957556,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003376","Nodes",,21.000000,30.687696,"Default Known Flow Node","Known Flow",276860.095731,662635.583109,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003373","Nodes",,21.000000,30.115591,"Default Known Flow Node","Known Flow",276907.593155,662881.949325,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003372","Nodes",,21.000000,26.434053,"Default Known Flow Node","Known Flow",277029.507946,662971.247728,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003371","Nodes","Logger 9769, 95 Park Road, Calderbank",21.000000,31.837667,"Val Log Cath","Known Flow",276756.502325,663105.611921,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
