"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"64301401462537","Nodes","1462537",21.000000,34.549678,"Default Known Flow Node","Known Flow",298677.189266,676461.495420,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400001608","Nodes","1608",21.000000,26.791906,"Default Known Flow Node","Known Flow",298785.229001,676462.593487,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000710","Nodes","710",21.000000,26.983109,"DDS demands","Known Flow",299053.815531,676192.444208,,0.000000,,,,,,-9.430000,,,,,-8.432475,-9.430000,,"",,,,,,"D1 PROFILE",,,,
"64301400000483","Nodes","483",21.000000,29.662865,"DDS demands","Known Flow",299231.345579,676409.073267,,0.000000,,,,,,-8.590000,,,,,-7.681332,-8.590000,,"",,,,,,"D1 PROFILE",,,,
"64301401462771","Nodes","1462771",21.000000,29.662865,"Default Known Flow Node","Known Flow",299200.170353,676391.294540,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000478","Nodes","478",21.000000,28.298652,"DDS demands","Known Flow",299175.172564,676377.673258,,0.000000,,,,,,-8.859999,,,,,-7.922770,-8.859999,,"",,,,,,"D1 PROFILE",,,,
"64301400001773","Nodes","1773",21.000000,28.206628,"Default Known Flow Node","Known Flow",299170.039282,676388.232423,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000480","Nodes","480",21.000000,28.119203,"DDS demands","Known Flow",299128.681703,676352.293497,,0.000000,,,,,,-6.249999,,,,,-5.588861,-6.249999,,"",,,,,,"D1 PROFILE",,,,
"64301400001485","Nodes","1485",21.000000,28.892296,"DDS demands","Known Flow",299342.912525,676426.549086,,0.000000,,,,,,-20.579999,,,,,-18.403004,-20.579999,,"",,,,,,"D1 PROFILE",,,,
"64301400000476","Nodes","476",21.000000,28.488088,"DDS demands","Known Flow",299051.372530,676358.566253,,0.000000,,,,,,-2.650000,,,,,-2.369677,-2.650000,,"",,,,,,"D1 PROFILE",,,,
"64301400001756","Nodes","1756",21.000000,28.488598,"Default Known Flow Node","Known Flow",299051.581396,676359.580741,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000475","Nodes","475",21.000000,28.502800,"DDS demands","Known Flow",299102.393126,676460.698515,,0.000000,,,,,,-9.729999,,,,,-8.700739,-9.729999,,"",,,,,,"D1 PROFILE",,,,
"64301400001607","Nodes","1607",21.000000,28.502948,"Default Known Flow Node","Known Flow",299105.994545,676462.653281,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000658","Nodes","658",21.000000,27.915913,"Default Known Flow Node","Known Flow",299158.355559,676297.764236,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000096","Nodes","96",21.000000,28.558479,"Default Known Flow Node","Known Flow",299132.978552,676458.318280,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000484","Nodes","484",21.000000,29.523188,"DDS demands","Known Flow",299214.746575,676450.705278,,0.000000,,,,,,-6.829999,,,,,-6.107508,-6.829999,,"",,,,,,"D1 PROFILE",,,,
"64301400000482","Nodes","482",21.000000,29.674695,"DDS demands","Known Flow",299285.433265,676452.844992,,0.000000,,,,,,-12.919999,,,,,-11.553295,-12.919999,,"",,,,,,"D1 PROFILE",,,,
"64301400000481","Nodes","481",21.000000,28.120534,"DDS demands","Known Flow",299084.368143,676321.531425,,0.000000,,,,,,-3.370000,,,,,-3.013514,-3.370000,,"",,,,,,"D1 PROFILE",,,,
"64301400000479","Nodes","479",21.000000,28.051084,"DDS demands","Known Flow",299205.476252,676324.419204,,0.000000,,,,,,-11.689999,,,,,-10.453406,-11.689999,,"",,,,,,"D1 PROFILE",,,,
"64301400000659","Nodes","659",21.000000,27.749209,"DDS demands","Known Flow",299223.108577,676292.169235,,0.000000,,,,,,-14.270000,,,,,-12.760490,-14.270000,,"",,,,,,"D1 PROFILE",,,,
"64301400000047","Nodes","47",21.000000,27.705724,"DDS demands","Known Flow",299220.533576,676278.452231,,0.000000,,,,,,-3.869999,,,,,-3.460623,-3.869999,,"",,,,,,"D1 PROFILE",,,,
"64301400000477","Nodes","477",21.000000,28.614707,"DDS demands","Known Flow",299122.880876,676468.203846,,0.000000,,,,,,-14.369999,,,,,-12.849910,-14.369999,,"",,,,,,"D1 PROFILE",,,,
"64301400000098","Nodes","98",21.000000,28.502794,"Default Known Flow Node","Known Flow",299099.683543,676459.474280,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000585","Nodes","585",21.000000,28.660771,"Default Known Flow Node","Known Flow",299093.701677,676495.373614,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301401462807","Nodes","1462807",21.000000,28.047217,"Default Known Flow Node","Known Flow",299214.349575,676292.407235,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301401462746","Nodes","1462746",21.000000,27.880978,"Default Known Flow Node","Known Flow",299256.677586,676262.812227,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000711","Nodes","711",21.000000,26.503137,"DDS demands","Known Flow",299119.187549,676195.430208,,0.000000,,,,,,-5.590000,,,-5.070000,,-9.532363,-10.660000,,"",,,,,,"D1 PROFILE",,,"I2 PROFILE",
"64301400000107","Nodes","107",21.000000,36.626174,"DDS demands","Known Flow",299643.501691,676373.914257,,0.000000,,,,,,-3.849999,,,,,-3.442738,-3.849999,,"",,,,,,"D1 PROFILE",,,,
"64301400000106","Nodes","106",21.000000,36.852551,"DDS demands","Known Flow",299683.583702,676383.235260,,0.000000,,,,,,-6.579999,,,,,-5.883953,-6.579999,,"",,,,,,"D1 PROFILE",,,,
"64301400000129","Nodes","129",21.000000,36.479671,"DDS demands","Known Flow",299585.294676,676339.942248,,0.000000,,,,,,-3.749999,,,,,-3.353317,-3.749999,,"",,,,,,"D1 PROFILE",,,,
"64301400000132","Nodes","132",21.000000,36.417736,"DDS demands","Known Flow",299558.554875,676318.830782,,0.000000,,,,,,-1.649999,,,,,-1.475459,-1.649999,,"",,,,,,"D1 PROFILE",,,,
"64301400000131","Nodes","131",21.000000,36.481960,"DDS demands","Known Flow",299605.304946,676349.416396,,0.000000,,,,,,-5.769999,,,,,-5.159637,-5.769999,,"",,,,,,"D1 PROFILE",,,,
"64301400000103","Nodes","103",21.000000,37.879194,"DDS demands","Known Flow",299765.162724,676405.104266,,0.000000,,,,,,-7.070000,,,,,-6.322121,-7.070000,,"",,,,,,"D1 PROFILE",,,,
"64301400000109","Nodes","109",21.000000,37.321473,"DDS demands","Known Flow",299736.990658,676324.462567,,0.000000,,,,,,-5.919999,,,,,-5.293770,-5.919999,,"",,,,,,"D1 PROFILE",,,,
"64301400000112","Nodes","112",21.000000,37.328299,"DDS demands","Known Flow",299747.695193,676271.075817,,0.000000,,,,,,-9.920000,,,,,-8.870642,-9.920000,,"",,,,,,"D1 PROFILE",,,,
"64301400000261","Nodes","261",21.000000,37.117094,"DDS demands","Known Flow",299992.654786,676231.222218,,0.000000,,,,,,-28.969998,,,,,-25.905491,-28.969998,,"",,,,,,"D1 PROFILE",,,,
"64301400001698","Nodes","1698",21.000000,37.262693,"Default Known Flow Node","Known Flow",299992.616380,676259.884037,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000139","Nodes","139",21.000000,37.400258,"DDS demands","Known Flow",299922.199596,676227.781865,,0.000000,,,,,,-10.280000,,,,,-9.192560,-10.280000,,"",,,,,,"D1 PROFILE",,,,
"64301400000137","Nodes","137",21.000000,37.609646,"DDS demands","Known Flow",299886.474757,676246.134222,,0.000000,,,,,,-1.450000,,,,,-1.296616,-1.450000,,"",,,,,,"D1 PROFILE",,,,
"64301400000260","Nodes","260",21.000000,37.912026,"DDS demands","Known Flow",299868.616753,676299.553237,,0.000000,,,,,,-12.140000,,,,,-10.855805,-12.140000,,"",,,,,,"D1 PROFILE",,,,
"64301400000117","Nodes","117",21.000000,37.609638,"DDS demands","Known Flow",299883.749757,676245.282222,,0.000000,,,,,,-1.360000,,,,,-1.216136,-1.360000,,"",,,,,,"D1 PROFILE",,,,
"64301400000259","Nodes","259",21.000000,38.527302,"Default Known Flow Node","Known Flow",299811.527737,676411.201267,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400002000","Nodes","P00101704, PRESTON ROAD CSEP, 82.15 SCMH",25.000000,37.572647,"CSEP DDS Matched","Known Flow",299890.073897,676236.097597,,0.000000,,,,,,,-82.199997,,,,-73.504711,-82.199997,,"",,,,,,,"DC PROFILE",,,
"64301400000108","Nodes","108",21.000000,37.158979,"DDS demands","Known Flow",299715.510816,676386.827391,,0.000000,,,,,,-4.300000,,,,,-3.845137,-4.300000,,"",,,,,,"D1 PROFILE",,,,
"64301400000105","Nodes","105",21.000000,36.430204,"DDS demands","Known Flow",299674.653700,676435.577274,,0.000000,,,,,,-7.610000,,,,,-6.804998,-7.610000,,"",,,,,,"D1 PROFILE",,,,
"64301400000135","Nodes","135",21.000000,36.712566,"DDS demands","Known Flow",299586.407362,676274.332445,,0.000000,,,,,,-4.650000,,,,,-4.158113,-4.650000,,"",,,,,,"D1 PROFILE",,,,
"64301400000228","Nodes","228",21.000000,38.396489,"Default Known Flow Node","Known Flow",299792.057527,676444.375196,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000102","Nodes","102",21.000000,38.337574,"DDS demands","Known Flow",299803.143113,676425.676219,,0.000000,,,,,,-2.480000,,,,,-2.217660,-2.480000,,"",,,,,,"D1 PROFILE",,,,
"64301400000235","Nodes","235",21.000000,37.210279,"DDS demands","Known Flow",299852.798863,676436.255088,,0.000000,,,,,,-11.479999,,,,,-10.265620,-11.479999,,"",,,,,,"D1 PROFILE",,,,
"64301400000226","Nodes","226",21.000000,36.378341,"DDS demands","Known Flow",299912.714165,676481.160823,,0.000000,,,,,,-9.130000,,,,,-8.164209,-9.130000,,"",,,,,,"D1 PROFILE",,,,
"64301400000084","Nodes","84",21.000000,35.961772,"DDS demands","Known Flow",299950.689272,676417.264405,,0.000000,,,,,,-12.799999,,,,,-11.445988,-12.799999,,"",,,,,,"D1 PROFILE",,,,
"64301400000224","Nodes","224",21.000000,36.217615,"DDS demands","Known Flow",299946.699805,676497.478700,,0.000000,,,,,,-7.719999,,,,,-6.903361,-7.719999,,"",,,,,,"D1 PROFILE",,,,
"64301400000400","Nodes","400",21.000000,34.932828,"DDS demands","Known Flow",298426.075798,676995.402246,,0.000000,,,,,,-4.169999,,,,,-3.728888,-4.169999,,"",,,,,,"D1 PROFILE",,,,
"64301400000241","Nodes","241",21.000000,34.540271,"Default Known Flow Node","Known Flow",298436.380106,676964.943818,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000402","Nodes","402",21.000000,34.739574,"DDS demands","Known Flow",298410.123356,676997.194427,,0.000000,,,,,,-7.289999,,,,,-6.518848,-7.289999,,"",,,,,,"D1 PROFILE",,,,
"64301400001738","Nodes","1738",21.000000,34.471026,"Default Known Flow Node","Known Flow",298344.600338,676973.069420,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000603","Nodes","603",21.000000,34.125915,"Default Known Flow Node","Known Flow",298292.767324,676961.922417,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000604","Nodes","604",21.000000,34.125915,"Default Known Flow Node","Known Flow",298281.755321,676969.368419,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301401462564","Nodes","1462564",21.000000,34.125915,"Default Known Flow Node","Known Flow",298289.762323,676952.518414,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000401","Nodes","401",21.000000,34.203991,"DDS demands","Known Flow",298452.438367,676945.886413,,0.000000,,,,,,-16.379998,,,,,-14.647288,-16.379998,,"",,,,,,"D1 PROFILE",,,,
"64301401462675","Nodes","1462675",21.000000,26.447625,"DDS demands","Known Flow",298707.995907,676505.702877,,0.000000,,,,,,-7.699999,,,,,-6.885477,-7.699999,,"",,,,,,"D1 PROFILE",,,,
"64301400000640","Nodes","640",21.000000,26.673613,"DDS demands","Known Flow",298780.969204,676505.491376,,0.000000,,,,,,-12.499999,,,,,-11.177723,-12.499999,,"",,,,,,"D1 PROFILE",,,,
"64301400000378","Nodes","378",21.000000,36.791713,"DDS demands","Known Flow",298501.555381,676943.003412,,0.000000,,,,,,-10.970000,,,,,-9.809570,-10.970000,,"",,,,,,"D1 PROFILE",,,,
"64301400000373","Nodes","373",21.000000,37.128170,"DDS demands","Known Flow",298571.091458,676931.234522,,0.000000,,,,,,-3.989999,,,,,-3.567929,-3.989999,,"",,,,,,"D1 PROFILE",,,,
"64301400000419","Nodes","419",21.000000,29.026312,"DDS demands","Known Flow",298641.273154,676656.529353,,0.000000,,,,,,-15.729999,,,,,-14.066047,-15.729999,,"",,,,,,"D1 PROFILE",,,,
"64301400000421","Nodes","421",21.000000,28.510226,"DDS demands","Known Flow",298680.144051,676658.590579,,0.000000,,,,,,-15.800000,,,,,-14.128643,-15.800000,,"",,,,,,"D1 PROFILE",,,,
"64301400001639","Nodes","1639",21.000000,31.737644,"Default Known Flow Node","Known Flow",298653.884342,676785.368807,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000415","Nodes","415",21.000000,31.847970,"DDS demands","Known Flow",298601.680901,676732.563587,,0.000000,,,,,,-8.920000,,,,,-7.976423,-8.920000,,"",,,,,,"D1 PROFILE",,,,
"64301401462759","Nodes","1462759",21.000000,28.670657,"Default Known Flow Node","Known Flow",298901.514489,676628.306326,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400001626","Nodes","1626",21.000000,28.670657,"Default Known Flow Node","Known Flow",298908.685491,676633.306328,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000408","Nodes","408",21.000000,32.828458,"DDS demands","Known Flow",298578.196617,676791.571092,,0.000000,,,,,,-14.810000,,,,,-13.243367,-14.810000,,"",,,,,,"D1 PROFILE",,,,
"64301400000203","Nodes","203",21.000000,32.838600,"Default Known Flow Node","Known Flow",298582.842325,676791.921735,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000416","Nodes","416",21.000000,32.000763,"DDS demands","Known Flow",298547.634089,676739.488558,,0.000000,,,,,,-11.140000,,,,,-9.961587,-11.140000,,"",,,,,,"D1 PROFILE",,,,
"64301400001634","Nodes","1634",21.000000,31.492303,"Default Known Flow Node","Known Flow",298541.894571,676721.576578,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000376","Nodes","376",21.000000,36.738066,"DDS demands","Known Flow",298477.911374,676976.023421,,0.000000,,,,,,-1.940000,,,,,-1.734782,-1.940000,,"",,,,,,"D1 PROFILE",,,,
"64301400000374","Nodes","374",21.000000,37.106179,"DDS demands","Known Flow",298564.703398,676955.858415,,0.000000,,,,,,-5.469999,,,,,-4.891371,-5.469999,,"",,,,,,"D1 PROFILE",,,,
"64301400001646","Nodes","1646",21.000000,37.141592,"Default Known Flow Node","Known Flow",298573.803400,676931.133409,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000417","Nodes","417",21.000000,29.645523,"DDS demands","Known Flow",298582.585362,676670.338488,,0.000000,,,,,,-19.319998,,,,,-17.276288,-19.319998,,"",,,,,,"D1 PROFILE",,,,
"64301400000180","Nodes","180",21.000000,29.568435,"Default Known Flow Node","Known Flow",298587.355269,676666.107371,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000145","Nodes","145",21.000000,28.869574,"Default Known Flow Node","Known Flow",298622.832635,676587.850425,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000370","Nodes","370",21.000000,37.235130,"DDS demands","Known Flow",298611.925411,676929.722408,,0.000000,,,,,,-8.590000,,,,,-7.681332,-8.590000,,"",,,,,,"D1 PROFILE",,,,
"64301400000367","Nodes","367",21.000000,37.317827,"DDS demands","Known Flow",298684.516015,676928.908799,,0.000000,,,,,,-7.450000,,,,,-6.661923,-7.450000,,"",,,,,,"D1 PROFILE",,,,
"64301400000371","Nodes","371",21.000000,37.166800,"DDS demands","Known Flow",298611.174410,676989.194424,,0.000000,,,,,,-4.060000,,,,,-3.630524,-4.060000,,"",,,,,,"D1 PROFILE",,,,
"64301400000366","Nodes","366",21.000000,37.536828,"DDS demands","Known Flow",298752.623449,676940.323411,,0.000000,,,,,,-15.250000,,,,,-13.636823,-15.250000,,"",,,,,,"D1 PROFILE",,,,
"64301400000368","Nodes","368",21.000000,37.276193,"DDS demands","Known Flow",298678.770429,676962.130417,,0.000000,,,,,,-6.780000,,,,,-6.062797,-6.780000,,"",,,,,,"D1 PROFILE",,,,
"64301400000372","Nodes","372",21.000000,37.195633,"DDS demands","Known Flow",298584.728403,676930.836409,,0.000000,,,,,,-2.460000,,,,,-2.199776,-2.460000,,"",,,,,,"D1 PROFILE",,,,
"64301400000364","Nodes","364",21.000000,37.901156,"DDS demands","Known Flow",298742.997446,676988.915424,,0.000000,,,,,,-4.630000,,,,,-4.140228,-4.630000,,"",,,,,,"D1 PROFILE",,,,
"64301400000377","Nodes","377",21.000000,37.117008,"DDS demands","Known Flow",298637.197574,676993.282647,,0.000000,,,,,,-1.919999,,,,,-1.716898,-1.919999,,"",,,,,,"D1 PROFILE",,,,
"64301400000038","Nodes","P00069627, FALKIRK ROAD CSEP, 67.75 SCMH",24.000000,37.732268,"CSEP DDS Matched","Known Flow",298909.474332,677015.906935,,0.000000,,,,,,,-67.800003,,,,-60.627976,-67.800003,,"",,,,,,,"DC PROFILE",,,
"64301400000121","Nodes","121",21.000000,37.992730,"Default Known Flow Node","Known Flow",298897.089488,676985.638423,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000635","Nodes","635",21.000000,28.674610,"DDS demands","Known Flow",298961.721506,676666.119337,,0.000000,,,,,,-3.819999,,,,,-3.415912,-3.819999,,"",,,,,,"D1 PROFILE",,,,
"64301401462522","Nodes","1462522",21.000000,28.674610,"Default Known Flow Node","Known Flow",298939.047500,676669.349337,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000553","Nodes","553",21.000000,28.670657,"DDS demands","Known Flow",298929.677170,676633.034123,,0.000000,,,,,,-3.749999,,,,,-3.353317,-3.749999,,"",,,,,,"D1 PROFILE",,,,
"64301400001625","Nodes","1625",21.000000,28.674263,"Default Known Flow Node","Known Flow",298951.171015,676629.946576,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000418","Nodes","418",21.000000,28.704877,"DDS demands","Known Flow",298641.156344,676587.624859,,0.000000,,,,,,-12.590000,,,,,-11.258204,-12.590000,,"",,,,,,"D1 PROFILE",,,,
"64301400000411","Nodes","411",21.000000,31.456942,"DDS demands","Known Flow",298695.410516,676768.977693,,0.000000,,,,,,-11.360000,,,,,-10.158315,-11.360000,,"",,,,,,"D1 PROFILE",,,,
"64301400000413","Nodes","413",21.000000,31.239869,"DDS demands","Known Flow",298730.027386,676707.146500,,0.000000,,,,,,-6.969999,,,,,-6.232698,-6.969999,,"",,,,,,"D1 PROFILE",,,,
"64301400001627","Nodes","1627",21.000000,28.670657,"Default Known Flow Node","Known Flow",298926.036165,676632.935551,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400001624","Nodes","1624",21.000000,28.677183,"Default Known Flow Node","Known Flow",298968.668074,676627.511359,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301401462701","Nodes","1462701",21.000000,28.674440,"Default Known Flow Node","Known Flow",298951.938275,676637.880893,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"64301400000552","Nodes","552",21.000000,28.682227,"DDS demands","Known Flow",298997.512516,676636.939329,,0.000000,,,,,,-9.069999,,,,,-8.110555,-9.069999,,"",,,,,,"D1 PROFILE",,,,
"64301400000642","Nodes","642",21.000000,26.641819,"DDS demands","Known Flow",298756.561806,676511.911372,,0.000000,,,,,,-11.870000,,,,,-10.614366,-11.870000,,"",,,,,,"D1 PROFILE",,,,
"64301400000407","Nodes","407",21.000000,35.643249,"DDS demands","Known Flow",298500.784041,676867.512177,,0.000000,,,,,,-2.679999,,,,,-2.396503,-2.679999,,"",,,,,,"D1 PROFILE",,,,
"64301400000406","Nodes","406",21.000000,35.953775,"DDS demands","Known Flow",298454.557181,676998.841999,,0.000000,,,,,,-2.829999,,,,,-2.530636,-2.829999,,"",,,,,,"D1 PROFILE",,,,
"64301400000474","Nodes","474",21.000000,30.027504,"DDS demands","Known Flow",299256.586680,676541.769745,,0.000000,,-6.000000,,-4.730000,,-15.940000,,,,,-23.848791,-26.669999,,"",,"C2 PROFILE",,"C4 PROFILE",,"D1 PROFILE",,,,
"64301400001628","Nodes","1628",21.000000,28.683247,"Default Known Flow Node","Known Flow",299000.169516,676637.503329,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
