"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"64402500000116","Nodes","","21.000000","32.977942","DDS demands","Known Flow","274453.994679","645581.374030","","0.000000","","","","-3.199999","","","","","-2.861497","-3.199999","","","","","","D1 PROFILE","","","",""
"64402500000443","Nodes","","21.000000","34.047814","DDS demands","Known Flow","274528.995108","645721.110077","","0.000000","","","","-12.220000","","","","","-10.927343","-12.220000","","","","","","D1 PROFILE","","","",""
"64402500000141","Nodes","","21.000000","35.271504","DDS demands","Known Flow","274637.661236","645793.139401","","0.000000","","","","-6.419999","","","","","-5.740878","-6.419999","","","","","","D1 PROFILE","","","",""
"64402500001002","Nodes","Logger 10343, 67 Strathaven Road","21.000000","36.703172","Val Log Cath","Known Flow","274777.066108","645894.155107","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000145","Nodes","","21.000000","35.388648","DDS demands","Known Flow","274875.197806","645841.996070","","0.000000","","","","-11.419999","","","","","-10.211968","-11.419999","","","","","","D1 PROFILE","","","",""
"64402500000254","Nodes","","21.000000","34.071925","Default Known Flow Node","Known Flow","274877.321956","645789.325769","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000418","Nodes","","21.000000","34.065921","DDS demands","Known Flow","274877.233774","645785.806604","","0.000000","","","","-7.119999","","","","","-6.366831","-7.119999","","","","","","D1 PROFILE","","","",""
"64402500000449","Nodes","","21.000000","33.994732","Default Known Flow Node","Known Flow","274876.989263","645737.928893","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000137","Nodes","","21.000000","33.909397","Default Known Flow Node","Known Flow","274876.609073","645730.241650","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000127","Nodes","","21.000000","33.720756","Default Known Flow Node","Known Flow","274875.075222","645701.303547","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000138","Nodes","","21.000000","33.605722","DDS demands","Known Flow","274685.106869","645584.537995","","0.000000","","","","-16.750000","","","","","-14.978150","-16.750000","","","","","","D1 PROFILE","","","",""
"64402500000122","Nodes","","21.000000","33.618735","DDS demands","Known Flow","274711.215811","645611.993832","","0.000000","","","","-14.129999","","","","","-12.635299","-14.129999","","","","","","D1 PROFILE","","","",""
"64402500000035","Nodes","","21.000000","33.558271","Default Known Flow Node","Known Flow","274671.657669","645570.394122","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000334","Nodes","","21.000000","33.553323","DDS demands","Known Flow","274650.280206","645547.899566","","0.000000","","","","-12.740000","","","","","-11.392336","-12.740000","","","","","","D1 PROFILE","","","",""
"64402500000400","Nodes","","21.000000","34.237410","Default Known Flow Node","Known Flow","274679.272907","645722.535013","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000436","Nodes","","21.000000","34.011839","DDS demands","Known Flow","274661.960395","645711.347531","","0.000000","","","","-3.920000","","","","","-3.505334","-3.920000","","","","","","D1 PROFILE","","","",""
"64402500000123","Nodes","","21.000000","33.623517","DDS demands","Known Flow","274614.149854","645680.639129","","0.000000","","","","-7.510000","","","","","-6.715576","-7.510000","","","","","","D1 PROFILE","","","",""
"64402500000392","Nodes","","21.000000","33.596936","Default Known Flow Node","Known Flow","274602.024326","645672.933243","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000120","Nodes","","21.000000","32.477910","DDS demands","Known Flow","274531.722858","645508.879858","","0.000000","","","","-8.869999","","","","","-7.931712","-8.869999","","","","","","D1 PROFILE","","","",""
"64402500000181","Nodes","","21.000000","34.873662","Default Known Flow Node","Known Flow","274722.246472","645757.072795","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000124","Nodes","","21.000000","34.712311","DDS demands","Known Flow","274718.546046","645748.095254","","0.000000","","","","-5.870000","","","","","-5.249059","-5.870000","","","","","","D1 PROFILE","","","",""
"64402500000429","Nodes","","21.000000","34.542568","DDS demands","Known Flow","274706.394938","645740.135106","","0.000000","","","","-2.170000","","","","","-1.940452","-2.170000","","","","","","D1 PROFILE","","","",""
"64402500000428","Nodes","","21.000000","34.408156","DDS demands","Known Flow","274696.402617","645733.604366","","0.000000","","","","-0.669999","","","","","-0.599125","-0.669999","","","","","","D1 PROFILE","","","",""
"64402500000435","Nodes","","21.000000","34.239699","DDS demands","Known Flow","274683.691760","645725.390510","","0.000000","","","","-5.800000","","","","","-5.186464","-5.800000","","","","","","D1 PROFILE","","","",""
"64402500000372","Nodes","","21.000000","27.030994","DDS demands","Known Flow","275035.277995","646240.304057","","0.000000","","","","-0.970000","","","","","-0.867391","-0.970000","","","","","","D1 PROFILE","","","",""
"64402500000289","Nodes","","21.000000","26.129934","Default Known Flow Node","Known Flow","275390.741092","647034.340273","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500001001","Nodes","Stonehouse OPR","21.000000","26.129934","OPR","Known Flow","275395.417093","647043.277276","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000032","Nodes","","21.000000","24.501388","DDS demands","Known Flow","275517.962606","646971.965187","","0.000000","","","","-22.049998","","","","","-19.717504","-22.049998","","","","","","D1 PROFILE","","","",""
"64402500000028","Nodes","","21.000000","23.851737","DDS demands","Known Flow","275288.658018","646796.116999","","0.000000","","","","-16.780000","","","","","-15.004977","-16.780000","","","","","","D1 PROFILE","","","",""
"64402500000250","Nodes","","21.000000","23.800172","DDS demands","Known Flow","275187.759037","646747.408195","","0.000000","-6.540000","","","-7.280000","","","","","-12.358091","-13.820000","","","C1 PROFILE","","","D1 PROFILE","","","",""
"64402500000025","Nodes","","21.000000","25.396131","DDS demands","Known Flow","275276.354331","646603.060806","","0.000000","-24.370001","","","-14.460000","","","","","-34.722484","-38.830000","","","C1 PROFILE","","","D1 PROFILE","","","",""
"64402500000637","Nodes","","21.000000","22.217546","DDS demands","Known Flow","274478.474968","646699.997431","","0.000000","","","","-10.300000","","","","","-9.210445","-10.300000","","","","","","D1 PROFILE","","","",""
"64402500000031","Nodes","Manse Road - 6530","21.000000","22.939657","Low Point","Known Flow","274831.157151","646902.738827","","0.000000","","","","-4.510000","","","","","-4.032922","-4.510000","","","","","","D1 PROFILE","","","",""
"64402500000022","Nodes","","21.000000","26.181448","Default Known Flow Node","Known Flow","275236.051622","646518.628748","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000638","Nodes","","21.000000","21.977617","Default Known Flow Node","Known Flow","274414.584570","646648.349172","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000107","Nodes","","21.000000","32.816043","DDS demands","Known Flow","274475.903878","645844.187348","","0.000000","","","","-8.989999","","","","","-8.039018","-8.989999","","","","","","D1 PROFILE","","","",""
"64402500000101","Nodes","","21.000000","32.156625","DDS demands","Known Flow","274321.443324","645846.258143","","0.000000","","","","-7.710000","","","","","-6.894420","-7.710000","","","","","","D1 PROFILE","","","",""
"64402500000185","Nodes","","21.000000","31.541437","DDS demands","Known Flow","274458.484128","645987.953703","","0.000000","","","","-14.020000","","","","","-12.536936","-14.020000","","","","","","D1 PROFILE","","","",""
"64402500000371","Nodes","","21.000000","40.726790","DDS demands","Known Flow","274844.179542","645928.550389","","0.000000","","","","-9.670000","","","","","-8.647087","-9.670000","","","","","","D1 PROFILE","","","",""
"64402500000110","Nodes","","21.000000","31.854393","DDS demands","Known Flow","274557.360950","645909.021760","","0.000000","","","","-4.460000","","","","","-3.988211","-4.460000","","","","","","D1 PROFILE","","","",""
"64402500000111","Nodes","","21.000000","31.825084","DDS demands","Known Flow","274576.093476","645920.681679","","0.000000","","","","-2.219999","","","","","-1.985163","-2.219999","","","","","","D1 PROFILE","","","",""
"64402500000194","Nodes","","21.000000","31.155257","DDS demands","Known Flow","274795.347342","645515.305695","","0.000000","","","","-8.499999","","","","","-7.600851","-8.499999","","","","","","D1 PROFILE","","","",""
"64402500000342","Nodes","","21.000000","26.406703","DDS demands","Known Flow","274998.478516","646462.710749","","0.000000","","","","-6.599999","","","","","-5.901837","-6.599999","","","","","","D1 PROFILE","","","",""
"64402500000335","Nodes","","21.000000","26.799803","DDS demands","Known Flow","275101.411013","646333.048083","","0.000000","-4.389999","","","-14.170000","","","","","-16.596684","-18.559999","","","C1 PROFILE","","","D1 PROFILE","","","",""
"64402500000336","Nodes","","21.000000","26.636666","DDS demands","Known Flow","275052.007501","646361.441938","","0.000000","","","","-5.530000","","","","","-4.945025","-5.530000","","","","","","D1 PROFILE","","","",""
"64402500000216","Nodes","","21.000000","26.385179","Default Known Flow Node","Known Flow","275167.939441","646433.092850","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000338","Nodes","","21.000000","26.464702","DDS demands","Known Flow","275023.594782","646406.633748","","0.000000","","","","-7.360000","","","","","-6.581443","-7.360000","","","","","","D1 PROFILE","","","",""
"64402500000351","Nodes","","21.000000","25.950540","DDS demands","Known Flow","275090.522010","646471.341120","","0.000000","","","","-10.180000","","","","","-9.103139","-10.180000","","","","","","D1 PROFILE","","","",""
"64402500000340","Nodes","","21.000000","26.424582","DDS demands","Known Flow","275010.054261","646423.892590","","0.000000","","","","-6.309999","","","","","-5.642515","-6.309999","","","","","","D1 PROFILE","","","",""
"64402500000223","Nodes","","21.000000","26.679081","Default Known Flow Node","Known Flow","275181.575035","646435.156110","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000317","Nodes","","21.000000","26.412116","DDS demands","Known Flow","275195.048039","646455.121116","","0.000000","","","","-1.940000","","","","","-1.734782","-1.940000","","","","","","D1 PROFILE","","","",""
"64402500000318","Nodes","","21.000000","26.173095","DDS demands","Known Flow","275200.669858","646377.216800","","0.000000","","","","-3.420000","","","","","-3.058225","-3.420000","","","","","","D1 PROFILE","","","",""
"64402500000566","Nodes","","21.000000","26.042825","DDS demands","Known Flow","275202.404041","646351.220088","","0.000000","","","","-5.840000","","","","","-5.222232","-5.840000","","","","","","D1 PROFILE","","","",""
"64402500000369","Nodes","","21.000000","26.926859","DDS demands","Known Flow","275056.721001","646264.352064","","0.000000","","","","-5.409999","","","","","-4.837718","-5.409999","","","","","","D1 PROFILE","","","",""
"64402500000147","Nodes","","21.000000","26.679044","DDS demands","Known Flow","275185.074036","646439.152112","","0.000000","","","","-14.140000","","","","","-12.644242","-14.140000","","","","","","D1 PROFILE","","","",""
"64402500000344","Nodes","","21.000000","26.449018","DDS demands","Known Flow","275007.792603","646495.452419","","0.000000","","","","-4.770000","","","","","-4.265419","-4.770000","","","","","","D1 PROFILE","","","",""
"64402500000222","Nodes","","21.000000","23.262807","Default Known Flow Node","Known Flow","275304.827653","646409.335582","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000567","Nodes","","21.000000","22.415875","DDS demands","Known Flow","275332.231960","646425.763817","","0.000000","","","","-12.340000","","","","","-11.034649","-12.340000","","","","","","D1 PROFILE","","","",""
"64402500000568","Nodes","","21.000000","22.353715","DDS demands","Known Flow","275357.867476","646420.217658","","0.000000","","","","-4.810000","","","","","-4.301188","-4.810000","","","","","","D1 PROFILE","","","",""
"64402500000347","Nodes","","21.000000","26.384300","DDS demands","Known Flow","274998.462868","646541.610978","","0.000000","","","","-7.459999","","","","","-6.670865","-7.459999","","","","","","D1 PROFILE","","","",""
"64402500000350","Nodes","","21.000000","26.271463","DDS demands","Known Flow","275060.381049","646538.259907","","0.000000","","","","-6.929999","","","","","-6.196929","-6.929999","","","","","","D1 PROFILE","","","",""
"64402500000346","Nodes","","21.000000","26.453849","Default Known Flow Node","Known Flow","275001.312922","646532.760648","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000029","Nodes","","21.000000","26.527667","DDS demands","Known Flow","275491.148949","646902.672367","","0.000000","-1.469999","","","-13.309999","","","","","-13.216540","-14.779999","","","C1 PROFILE","","","D1 PROFILE","","","",""
"64402500000281","Nodes","","21.000000","26.548778","Default Known Flow Node","Known Flow","275486.953135","646909.358887","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000311","Nodes","","21.000000","23.689239","DDS demands","Known Flow","275135.101022","646745.039195","","0.000000","","","","-5.070000","","","","","-4.533684","-5.070000","","","","","","D1 PROFILE","","","",""
"64402500000023","Nodes","","21.000000","23.712456","DDS demands","Known Flow","275177.815480","646741.428988","","0.000000","","","","-8.949999","","","","","-8.003250","-8.949999","","","","","","D1 PROFILE","","","",""
"64402500000240","Nodes","","21.000000","25.832379","Default Known Flow Node","Known Flow","275011.693989","646617.812160","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000245","Nodes","","21.000000","25.436247","Default Known Flow Node","Known Flow","275098.032012","646656.826171","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000422","Nodes","","21.000000","24.915199","DDS demands","Known Flow","275150.302027","646680.560177","","0.000000","","","","-9.489999","","","","","-8.486127","-9.489999","","","","","","D1 PROFILE","","","",""
"64402500000306","Nodes","","21.000000","26.382146","DDS demands","Known Flow","275457.648074","646944.793343","","0.000000","","","","-5.969999","","","","","-5.338480","-5.969999","","","","","","D1 PROFILE","","","",""
"64402500000284","Nodes","","21.000000","26.342686","Default Known Flow Node","Known Flow","275456.034931","646931.452338","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000211","Nodes","","21.000000","26.460288","DDS demands","Known Flow","275478.294957","646920.958408","","0.000000","-5.330000","","","-0.710000","","","","","-5.401076","-6.040000","","","C1 PROFILE","","","D1 PROFILE","","","",""
"64402500000210","Nodes","","21.000000","26.504910","Default Known Flow Node","Known Flow","275483.972469","646926.495014","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000307","Nodes","","21.000000","25.985519","DDS demands","Known Flow","275281.482667","646876.189663","","0.000000","","","","-2.720000","","","","","-2.432272","-2.720000","","","","","","D1 PROFILE","","","",""
"64402500000308","Nodes","","21.000000","26.003772","DDS demands","Known Flow","275269.423524","646868.366937","","0.000000","","","","-8.229999","","","","","-7.359412","-8.229999","","","","","","D1 PROFILE","","","",""
"64402500000277","Nodes","","21.000000","26.003071","Default Known Flow Node","Known Flow","275267.437058","646866.710228","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000314","Nodes","","21.000000","26.362211","Default Known Flow Node","Known Flow","275446.137536","646703.612016","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000415","Nodes","","21.000000","26.578854","DDS demands","Known Flow","275488.714119","646727.755190","","0.000000","-4.439999","-6.000000","","","","","","","-9.335635","-10.440000","","","C1 PROFILE","C2 PROFILE","","","","","",""
"64402500000230","Nodes","","21.000000","26.157017","Default Known Flow Node","Known Flow","275249.951054","646537.601138","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000313","Nodes","","21.000000","26.083790","DDS demands","Known Flow","275296.534066","646585.800151","","0.000000","","","","-3.520000","","","","","-3.147647","-3.520000","","","","","","D1 PROFILE","","","",""
"64402500000238","Nodes","","21.000000","26.117468","DDS demands","Known Flow","275317.290072","646612.437159","","0.000000","","","","-4.130000","","","","","-3.693120","-4.130000","","","","","","D1 PROFILE","","","",""
"64402500000348","Nodes","","21.000000","25.840719","DDS demands","Known Flow","275010.118821","646615.734898","","0.000000","","","","-14.970000","","","","","-13.386442","-14.970000","","","","","","D1 PROFILE","","","",""
"64402500000423","Nodes","","21.000000","25.018013","DDS demands","Known Flow","275158.769029","646604.317156","","0.000000","","","","-10.439999","","","","","-9.335634","-10.439999","","","","","","D1 PROFILE","","","",""
"64402500000237","Nodes","","21.000000","25.014035","DDS demands","Known Flow","275162.213030","646606.189157","","0.000000","","","","-4.019999","","","","","-3.594755","-4.019999","","","","","","D1 PROFILE","","","",""
"64402500000024","Nodes","","21.000000","23.569751","DDS demands","Known Flow","275132.593022","646750.357196","","0.000000","","","","-3.790000","","","","","-3.389085","-3.790000","","","","","","D1 PROFILE","","","",""
"64402500000092","Nodes","","21.000000","23.712456","Default Known Flow Node","Known Flow","275182.981035","646742.830194","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000242","Nodes","","21.000000","25.814282","Default Known Flow Node","Known Flow","275005.801766","646622.188260","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000086","Nodes","","21.000000","25.814282","Default Known Flow Node","Known Flow","275004.531987","646620.819161","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000424","Nodes","","21.000000","24.726672","DDS demands","Known Flow","275190.719038","646627.645163","","0.000000","","","","-8.779999","","","","","-7.851233","-8.779999","","","","","","D1 PROFILE","","","",""
"64402500000229","Nodes","","21.000000","26.157017","Default Known Flow Node","Known Flow","275256.573055","646532.279137","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000273","Nodes","","21.000000","25.976759","Default Known Flow Node","Known Flow","275252.302054","646858.834226","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000339","Nodes","","21.000000","25.919955","DDS demands","Known Flow","275228.134294","646840.585404","","0.000000","","","","-4.800000","","","","","-4.292246","-4.800000","","","","","","D1 PROFILE","","","",""
"64402500000203","Nodes","","21.000000","25.976759","Default Known Flow Node","Known Flow","275228.101048","646857.779225","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000206","Nodes","","21.000000","26.157017","Default Known Flow Node","Known Flow","275273.409060","646554.180143","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000279","Nodes","","21.000000","25.988400","Default Known Flow Node","Known Flow","275284.112712","646876.338178","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000046","Nodes","","21.000000","25.988096","DDS demands","Known Flow","275282.459063","646884.849233","","0.000000","","","","-1.090000","","","","","-0.974697","-1.090000","","","","","","D1 PROFILE","","","",""
"64402500000241","Nodes","","21.000000","26.094664","DDS demands","Known Flow","275311.516070","646616.763160","","0.000000","","","","-1.960000","","","","","-1.752667","-1.960000","","","","","","D1 PROFILE","","","",""
"64402500000202","Nodes","","21.000000","25.963940","DDS demands","Known Flow","275330.910076","646642.073167","","0.000000","","","","-4.320000","","","","","-3.863021","-4.320000","","","","","","D1 PROFILE","","","",""
"64402500000043","Nodes","","21.000000","26.093299","DDS demands","Known Flow","275301.495068","646603.614156","","0.000000","","","","-1.080000","","","","","-0.965755","-1.080000","","","","","","D1 PROFILE","","","",""
"64402500000243","Nodes","","21.000000","26.074617","DDS demands","Known Flow","275340.763532","646641.515885","","0.000000","","","","-1.339999","","","","","-1.198251","-1.339999","","","","","","D1 PROFILE","","","",""
"64402500000326","Nodes","","21.000000","26.027386","DDS demands","Known Flow","275332.497760","646889.528023","","0.000000","","","","-8.319999","","","","","-7.439892","-8.319999","","","","","","D1 PROFILE","","","",""
"64402500000217","Nodes","","21.000000","26.027386","Default Known Flow Node","Known Flow","275309.540070","646889.713234","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000056","Nodes","","21.000000","26.080021","Default Known Flow Node","Known Flow","275343.380243","646644.757457","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000244","Nodes","","21.000000","26.207595","DDS demands","Known Flow","275384.278137","646671.737331","","0.000000","","","","-7.150000","","","","","-6.393657","-7.150000","","","","","","D1 PROFILE","","","",""
"64402500000097","Nodes","","21.000000","25.760102","DDS demands","Known Flow","275319.726073","646656.672171","","0.000000","","-47.959997","","","","","","","-42.886687","-47.959997","","","","C2 PROFILE","","","","","",""
"64402500000218","Nodes","","21.000000","26.338870","Default Known Flow Node","Known Flow","275487.382118","646897.194236","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000286","Nodes","","21.000000","26.230508","Default Known Flow Node","Known Flow","275417.074099","646982.727259","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000204","Nodes","","21.000000","26.275157","Default Known Flow Node","Known Flow","275427.095983","646969.686965","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000182","Nodes","","21.000000","26.230508","DDS demands","Known Flow","275423.994101","646988.376261","","0.000000","-1.879999","","","","","","","","-1.681129","-1.879999","","","C1 PROFILE","","","","","","",""
"64402500000246","Nodes","","21.000000","26.585851","DDS demands","Known Flow","275490.325897","646728.552119","","0.000000","","","","-1.220000","","","","","-1.090945","-1.220000","","","","","","D1 PROFILE","","","",""
"64402500000048","Nodes","","21.000000","26.055540","Default Known Flow Node","Known Flow","275339.067345","646635.935047","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000224","Nodes","","21.000000","26.971358","Default Known Flow Node","Known Flow","275599.879487","646492.915913","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000047","Nodes","","21.000000","26.744300","DDS demands","Known Flow","275615.221153","646507.898130","","0.000000","","","","-3.459999","","","","","-3.093993","-3.459999","","","","","","D1 PROFILE","","","",""
"64402500000253","Nodes","","21.000000","25.764910","Default Known Flow Node","Known Flow","275504.125123","646762.433199","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000091","Nodes","","21.000000","26.534257","Default Known Flow Node","Known Flow","275506.458123","646709.533185","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000315","Nodes","","21.000000","26.709081","DDS demands","Known Flow","275518.234127","646742.756194","","0.000000","","","","-5.630000","","","","","-5.034446","-5.630000","","","","","","D1 PROFILE","","","",""
"64402500000050","Nodes","","21.000000","24.384807","DDS demands","Known Flow","275527.479055","646961.891784","","0.000000","","","","-12.399999","","","","","-11.088301","-12.399999","","","","","","D1 PROFILE","","","",""
"64402500000363","Nodes","","21.000000","24.462784","Default Known Flow Node","Known Flow","275562.567828","646923.341503","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000278","Nodes","","21.000000","26.730821","Default Known Flow Node","Known Flow","275518.961827","646867.970705","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000275","Nodes","","21.000000","26.725676","Default Known Flow Node","Known Flow","275512.430925","646864.071862","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000271","Nodes","","21.000000","26.778844","Default Known Flow Node","Known Flow","275534.980498","646841.304638","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000270","Nodes","","21.000000","26.795261","Default Known Flow Node","Known Flow","275537.492132","646836.340220","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"64402500000260","Nodes","","21.000000","26.841488","Default Known Flow Node","Known Flow","275541.579133","646813.094213","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
