"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IC)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IC)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"64304500225073","Nodes","-225073","21.000000","33.365759","Default Known Flow Node","Known Flow","303919.973855","669290.584330","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225074","Nodes","-225074","21.000000","33.365280","Default Known Flow Node","Known Flow","303924.348856","669302.584333","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001507","Nodes","1507","21.000000","33.320368","DDS demands","Known Flow","303937.223860","669314.209336","","0.000000","","","","","","","-0.769999","","","","","","","","-0.688547","-0.769999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225079","Nodes","-225079","21.000000","27.399203","Default Known Flow Node","Known Flow","303983.973872","669106.834280","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225080","Nodes","-225080","21.000000","27.399203","Default Known Flow Node","Known Flow","303988.223874","669111.084281","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001428","Nodes","1428","21.000000","29.975143","DDS demands","Known Flow","303953.723864","669345.834345","","0.000000","","","","","","","-7.400000","","","","","","","","-6.617212","-7.400000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001427","Nodes","1427","21.000000","31.306919","Default Known Flow Node","Known Flow","303921.848856","669354.834347","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001426","Nodes","1426","21.000000","31.908796","Default Known Flow Node","Known Flow","303913.848853","669341.209343","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001505","Nodes","1505","21.000000","33.365759","DDS demands","Known Flow","303915.848854","669294.834331","","0.000000","","","","","","","-11.750000","","","","","","","","-10.507060","-11.750000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001541","Nodes","1541","21.000000","32.715212","Default Known Flow Node","Known Flow","303897.973849","669337.834342","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001508","Nodes","1508","21.000000","30.778035","DDS demands","Known Flow","303983.973872","669246.459318","","0.000000","","","","","","","-12.380000","","","","","","","","-11.070417","-12.380000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225081","Nodes","-225081","21.000000","30.697661","Default Known Flow Node","Known Flow","303989.473874","669251.834319","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001503","Nodes","1503","21.000000","32.229495","DDS demands","Known Flow","303926.348857","669230.459313","","0.000000","","","","","","","-7.430000","","","","","","","","-6.644039","-7.430000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001504","Nodes","1504","21.000000","32.175236","DDS demands","Known Flow","303902.348850","669210.084308","","0.000000","","","","","","","-2.099999","","","","","","","","-1.877857","-2.099999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001528","Nodes","1528","21.000000","29.786112","DDS demands","Known Flow","303861.223839","669161.334294","","0.000000","","","","","","","-5.339999","","","","","","","","-4.775123","-5.339999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001529","Nodes","1529","21.000000","28.261740","DDS demands","Known Flow","303877.223843","669107.084280","","0.000000","","","","","","","-5.630000","","","","","","","","-5.034446","-5.630000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001527","Nodes","1527","21.000000","30.354498","DDS demands","Known Flow","303847.098835","669143.334290","","0.000000","","","","","","","-1.799999","","","","","","","","-1.609592","-1.799999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001530","Nodes","1530","21.000000","30.320380","DDS demands","Known Flow","303861.848839","669112.584281","","0.000000","","","","","","","-3.499999","","","","","","","","-3.129762","-3.499999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001525","Nodes","1525","21.000000","31.411558","DDS demands","Known Flow","303816.223827","669143.959290","","0.000000","","","","","","","-2.990000","","","","","","","","-2.673711","-2.990000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001526","Nodes","1526","21.000000","31.213862","DDS demands","Known Flow","303836.723832","669169.584297","","0.000000","","","","","","","-2.959999","","","","","","","","-2.646885","-2.959999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001524","Nodes","1524","21.000000","32.251637","DDS demands","Known Flow","303794.098821","669131.084286","","0.000000","","","","","","","-6.260000","","","","","","","","-5.597804","-6.260000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225064","Nodes","-225064","21.000000","32.207332","Default Known Flow Node","Known Flow","303794.348821","669100.209278","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225068","Nodes","-225068","21.000000","37.765531","Default Known Flow Node","Known Flow","303805.718797","669258.988397","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225065","Nodes","-225065","21.000000","37.493369","Default Known Flow Node","Known Flow","303798.348822","669256.084320","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304502918679","Nodes","-2918679","21.000000","36.995882","Default Known Flow Node","Known Flow","303712.098798","669183.709301","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225054","Nodes","-225054","21.000000","36.821565","Default Known Flow Node","Known Flow","303697.723795","669160.834294","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001523","Nodes","1523","21.000000","36.473836","DDS demands","Known Flow","303803.848823","669202.709306","","0.000000","","","","","","","-6.199999","","","","","","","","-5.544150","-6.199999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001652","Nodes","1652","21.000000","35.366082","DDS demands","Known Flow","303689.848792","669082.334273","","0.000000","","","","","","","-10.589999","","","","","","","","-9.469767","-10.589999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001522","Nodes","1522","21.000000","33.293243","DDS demands","Known Flow","303769.973814","669131.209286","","0.000000","","","","","","","-10.010000","","","","","","","","-8.951121","-10.010000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001653","Nodes","1653","21.000000","35.154960","DDS demands","Known Flow","303717.098800","669056.459266","","0.000000","","","","","","","-8.520000","","","","","","","","-7.618736","-8.520000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225051","Nodes","-225051","21.000000","36.084193","Default Known Flow Node","Known Flow","303629.098776","669190.709302","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001659","Nodes","1659","21.000000","35.760981","DDS demands","Known Flow","303583.098763","669165.584296","","0.000000","","","","","","","-14.999999","","","","","","","","-13.413268","-14.999999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225046","Nodes","-225046","21.000000","35.849177","Default Known Flow Node","Known Flow","303553.084183","669199.725845","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225047","Nodes","-225047","21.000000","35.459760","Default Known Flow Node","Known Flow","303590.973766","669127.209285","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225055","Nodes","-225055","21.000000","35.154960","Default Known Flow Node","Known Flow","303709.973798","669022.209257","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001663","Nodes","1663","21.000000","34.271978","DDS demands","Known Flow","303622.848774","668997.334250","","0.000000","","","","","","","-8.239999","","","","","","","","-7.368355","-8.239999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001660","Nodes","1660","21.000000","34.780103","DDS demands","Known Flow","303600.973768","669042.459262","","0.000000","","","","","","","-22.230000","","","","","","","","-19.878464","-22.230000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225052","Nodes","-225052","21.000000","34.735941","Default Known Flow Node","Known Flow","303645.723780","669039.334261","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001655","Nodes","1655","21.000000","30.297820","DDS demands","Known Flow","303767.098813","669016.709255","","0.000000","","","","","","","-11.000000","","","","","","","","-9.836397","-11.000000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001533","Nodes","1533","21.000000","26.492551","DDS demands","Known Flow","303920.973855","668996.209249","","0.000000","","","","","","","-8.739999","","","","","","","","-7.815464","-8.739999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225070","Nodes","-225070","21.000000","24.325429","Default Known Flow Node","Known Flow","303889.598847","669004.709252","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001531","Nodes","1531","21.000000","27.030221","DDS demands","Known Flow","303917.723854","669052.084265","","0.000000","","","","","","","-13.930000","","","","","","","","-12.456455","-13.930000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001591","Nodes","1591","21.000000","26.985721","DDS demands","Known Flow","303979.098871","669075.584271","","0.000000","","","","","","","-14.959999","","","","","","","","-13.377499","-14.959999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225045","Nodes","-225045","21.000000","35.849177","Default Known Flow Node","Known Flow","303549.973754","669203.834306","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225050","Nodes","-225050","21.000000","35.459760","Default Known Flow Node","Known Flow","303625.348775","669135.084287","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225048","Nodes","-225048","21.000000","35.044703","Default Known Flow Node","Known Flow","303605.214300","669076.585448","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225053","Nodes","-225053","21.000000","35.000562","Default Known Flow Node","Known Flow","303646.973781","669082.959273","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002013","Nodes","2013","21.000000","35.909149","DDS demands","Known Flow","303593.223766","669194.709304","","0.000000","","","","","","","-9.359999","","","","","","","","-8.369879","-9.359999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225049","Nodes","-225049","21.000000","36.128264","Default Known Flow Node","Known Flow","303607.723770","669221.459311","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225059","Nodes","-225059","21.000000","34.703418","Default Known Flow Node","Known Flow","303759.598811","669135.459287","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500000015","Nodes","Carmondean DG, Clocked, Site ID 5862","21.000000","38.000000","Default Known Pressure Node","Known Pressure","303808.848825","669255.709320","","999998.967025","","","","","","","","","","","","","","","702.193538","785.259980","","","","","","","","","","","","","","","",""
"64304500225075","Nodes","-225075","21.000000","33.321572","Default Known Flow Node","Known Flow","303931.223858","669300.084332","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225078","Nodes","-225078","21.000000","27.129339","Default Known Flow Node","Known Flow","303979.170358","669087.260355","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500215380","Nodes","-215380","21.000000","27.129339","Default Known Flow Node","Known Flow","303974.223870","669092.459276","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225082","Nodes","-225082","21.000000","27.399203","Default Known Flow Node","Known Flow","303992.973875","669115.834282","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225077","Nodes","-225077","21.000000","30.697661","Default Known Flow Node","Known Flow","303977.473871","669265.084323","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225083","Nodes","-225083","21.000000","27.399203","Default Known Flow Node","Known Flow","303996.223876","669104.209279","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001331","Nodes","1331","21.000000","36.017412","DDS demands","Known Flow","304220.598937","669015.709255","","0.000000","","","","","","","-3.839999","","","","","","","","-3.433796","-3.839999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001339","Nodes","1339","21.000000","32.018572","DDS demands","Known Flow","304131.598913","669019.459256","","0.000000","","","","","","","-8.720000","","","","","","","","-7.797580","-8.720000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001358","Nodes","1358","21.000000","29.000787","DDS demands","Known Flow","304085.223900","669007.834253","","0.000000","","","","","","","-6.429999","","","","","","","","-5.749820","-6.429999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225095","Nodes","-225095","21.000000","27.315797","DDS demands","Known Flow","304038.375464","669336.805656","","0.000000","","","","","","","-4.289999","","","","","","","","-3.836194","-4.289999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225087","Nodes","-225087","21.000000","30.822392","Default Known Flow Node","Known Flow","304016.973881","669205.709307","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500002005","Nodes","2005","21.000000","29.994914","DDS demands","Known Flow","304033.973886","669201.459305","","0.000000","","","","","","","-5.140000","","","","","","","","-4.596280","-5.140000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001356","Nodes","1356","21.000000","31.580974","Default Known Flow Node","Known Flow","304130.348912","669057.084266","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225108","Nodes","-225108","21.000000","31.580974","Default Known Flow Node","Known Flow","304134.348913","669059.709267","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225085","Nodes","-225085","21.000000","27.806086","Default Known Flow Node","Known Flow","304009.348879","669132.584287","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225086","Nodes","-225086","21.000000","27.806086","Default Known Flow Node","Known Flow","304013.848881","669137.834288","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225090","Nodes","-225090","21.000000","28.035634","Default Known Flow Node","Known Flow","304026.098884","669152.834292","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225091","Nodes","-225091","21.000000","28.035634","Default Known Flow Node","Known Flow","304029.568304","669157.109113","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225104","Nodes","-225104","21.000000","24.258375","Default Known Flow Node","Known Flow","304098.223904","669375.084353","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225106","Nodes","-225106","21.000000","24.303213","Default Known Flow Node","Known Flow","304116.348908","669380.959354","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001437","Nodes","1437","21.000000","24.204630","DDS demands","Known Flow","304116.848909","669371.959352","","0.000000","","","","","","","-10.679999","","","","","","","","-9.550247","-10.679999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225103","Nodes","-225103","21.000000","31.814563","Default Known Flow Node","Known Flow","304092.223902","669035.084260","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001355","Nodes","1355","21.000000","31.580974","DDS demands","Known Flow","304111.223907","669070.334270","","0.000000","","","","","","","-10.589999","","","","","","","","-9.469767","-10.589999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500205258","Nodes","-205258","21.000000","31.580974","Default Known Flow Node","Known Flow","304126.473911","669053.334265","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225100","Nodes","-225100","21.000000","29.045265","Default Known Flow Node","Known Flow","304063.473894","669020.834256","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001439","Nodes","1439","21.000000","22.692173","DDS demands","Known Flow","304179.723926","669389.834357","","0.000000","","","","","","","-7.199999","","","","","","","","-6.438368","-7.199999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001440","Nodes","1440","21.000000","22.360609","DDS demands","Known Flow","304145.973917","669445.959372","","0.000000","","","","","","","-10.169999","","","","","","","","-9.094195","-10.169999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225110","Nodes","-225110","21.000000","22.360609","Default Known Flow Node","Known Flow","304138.098914","669438.959370","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001436","Nodes","1436","21.000000","24.704782","DDS demands","Known Flow","304074.473897","669431.459368","","0.000000","","","","","","","-11.830000","","","","","","","","-10.578598","-11.830000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225101","Nodes","-225101","21.000000","24.921777","Default Known Flow Node","Known Flow","304066.848895","669424.834366","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001438","Nodes","1438","21.000000","25.950384","DDS demands","Known Flow","304111.723907","669317.459337","","0.000000","","","","","","","-19.540001","","","","","","","","-17.473018","-19.540001","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225111","Nodes","-225111","21.000000","24.316805","Default Known Flow Node","Known Flow","304152.223918","669351.209346","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001433","Nodes","1433","21.000000","26.877016","DDS demands","Known Flow","304051.223891","669348.709345","","0.000000","","","","","","","-10.090000","","","","","","","","-9.022658","-10.090000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500001434","Nodes","1434","21.000000","26.306503","DDS demands","Known Flow","304017.723882","669388.459356","","0.000000","","","","","","","-18.920000","","","","","","","","-16.918603","-18.920000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225096","Nodes","-225096","21.000000","26.709048","Default Known Flow Node","Known Flow","304044.348889","669360.209349","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225084","Nodes","-225084","21.000000","26.306503","Default Known Flow Node","Known Flow","304001.223877","669439.959370","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001510","Nodes","1510","21.000000","28.406430","DDS demands","Known Flow","304057.223892","669175.084298","","0.000000","","","","","","","-19.120001","","","","","","","","-17.097448","-19.120001","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225099","Nodes","-225099","21.000000","28.406430","Default Known Flow Node","Known Flow","304062.098894","669169.584297","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225094","Nodes","-225094","21.000000","28.035634","Default Known Flow Node","Known Flow","304036.526477","669149.291385","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225088","Nodes","-225088","21.000000","27.806086","Default Known Flow Node","Known Flow","304017.723882","669142.459289","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225089","Nodes","-225089","21.000000","27.806086","Default Known Flow Node","Known Flow","304021.075658","669130.353234","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225093","Nodes","-225093","21.000000","28.035634","Default Known Flow Node","Known Flow","304033.098886","669161.459294","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225092","Nodes","-225092","21.000000","27.315797","Default Known Flow Node","Known Flow","304031.973886","669342.084344","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225097","Nodes","-225097","21.000000","26.709048","Default Known Flow Node","Known Flow","304051.098891","669368.334351","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225098","Nodes","-225098","21.000000","24.921777","Default Known Flow Node","Known Flow","304055.473892","669433.209368","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225102","Nodes","-225102","21.000000","31.814563","Default Known Flow Node","Known Flow","304077.848898","669026.334258","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225105","Nodes","-225105","21.000000","24.321979","Default Known Flow Node","Known Flow","304115.973908","669384.084355","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225109","Nodes","-225109","21.000000","24.277144","Default Known Flow Node","Known Flow","304137.973914","669396.959359","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500000969","Nodes","969","21.000000","41.078272","DDS demands","Known Flow","304576.099034","669005.459252","","0.000000","","","","","","","-8.709999","","","","","","","","-7.788637","-8.709999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500000936","Nodes","936","21.000000","32.383023","DDS demands","Known Flow","304856.224110","669450.834373","","0.000000","","","","","","","-4.730000","","","","","","","","-4.229650","-4.730000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500000937","Nodes","937","21.000000","33.165391","DDS demands","Known Flow","304875.974115","669457.584375","","0.000000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","C1 PROFILE","","","","","","","","","","","","",""
"64304500225229","Nodes","-225229","21.000000","31.781608","Default Known Flow Node","Known Flow","304856.474110","669474.209380","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225231","Nodes","-225231","21.000000","31.781608","Default Known Flow Node","Known Flow","304863.599112","669474.209380","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500000935","Nodes","935","21.000000","37.746434","DDS demands","Known Flow","304867.724113","669363.459349","","0.000000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","C2 PROFILE","","","","","","","","","","","",""
"64304500000938","Nodes","938","21.000000","30.772481","Default Known Flow Node","Known Flow","304781.974090","669424.709366","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001962","Nodes","1962","21.000000","30.704983","DDS demands","Known Flow","304782.224090","669445.709372","","0.000000","","","","","","","-23.620001","","","","","","","","-21.121428","-23.620001","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500000939","Nodes","939","21.000000","30.034535","Default Known Flow Node","Known Flow","304736.474077","669412.209363","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001961","Nodes","1961","21.000000","29.984133","DDS demands","Known Flow","304735.849077","669431.959368","","0.000000","","","","","","","-11.039999","","","","","","","","-9.872165","-11.039999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500000933","Nodes","933,","21.000000","38.087711","DDS demands","Known Flow","304855.724110","669338.084343","","0.000000","","","","-6.659999","","","-2.140000","","","","","","","","-7.869117","-8.799999","","","","","","C4 PROFILE","","","D1 PROFILE","","","","","","",""
"64304500000780","Nodes","780","21.000000","35.704063","DDS demands","Known Flow","304943.724134","669210.959308","","0.000000","","","","","","","-10.989999","","","","","","","","-9.827454","-10.989999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225162","Nodes","-225162","21.000000","43.042453","Default Known Flow Node","Known Flow","304695.849066","669245.209317","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500000781","Nodes","781","21.000000","35.185687","DDS demands","Known Flow","304947.349135","669291.209330","","0.000000","","","","","","","-12.319999","","","","","","","","-11.016764","-12.319999","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225255","Nodes","-225255","21.000000","35.185687","Default Known Flow Node","Known Flow","304956.599137","669302.084333","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225262","Nodes","-225262","21.000000","35.183238","Default Known Flow Node","Known Flow","304980.849144","669221.709311","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500003230","Nodes","3230","21.000000","35.465160","Default Known Flow Node","Known Flow","304943.599134","669262.959322","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500000782","Nodes","782","21.000000","34.812947","DDS demands","Known Flow","304983.849145","669223.084311","","0.000000","","","","","","","-8.130000","","","","","","","","-7.269991","-8.130000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225263","Nodes","-225263","21.000000","32.983597","Default Known Flow Node","Known Flow","304983.243130","669129.354098","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500001963","Nodes","1963","21.000000","42.205123","DDS demands","Known Flow","304721.224073","669194.209303","","0.000000","","","","","","","-27.370001","","","","","","","","-24.474746","-27.370001","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225186","Nodes","-225186","21.000000","41.869579","Default Known Flow Node","Known Flow","304740.849078","669198.584305","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500000934","Nodes","934","21.000000","43.091813","DDS demands","Known Flow","304691.349065","669242.459317","","0.000000","","-39.999997","","","","","","","","","","","","","-35.768714","-39.999997","","","","C2 PROFILE","","","","","","","","","","","",""
"64304500225124","Nodes","-225124","21.000000","44.736790","Default Known Flow Node","Known Flow","304535.225504","669146.210181","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500225163","Nodes","-225163","21.000000","43.060979","Default Known Flow Node","Known Flow","304695.974066","669235.084314","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500000943","Nodes","943","21.000000","28.125930","DDS demands","Known Flow","304673.724060","669472.959379","","0.000000","","","","","","","-9.960000","","","","","","","","-8.906410","-9.960000","","","","","","","","","D1 PROFILE","","","","","","",""
"64304500225146","Nodes","-225146","21.000000","28.309602","Default Known Flow Node","Known Flow","304652.474054","669462.459376","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"64304500000942","Nodes","942","21.000000","28.472776","DDS demands","Known Flow","304628.099048","669437.959370","","0.000000","","","","","","","-14.689999","","","","","","","","-13.136060","-14.689999","","","","","","","","","D1 PROFILE","","","","","","",""
