"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"64305200000240","Nodes","240","21.000000","35.175623","DDS demands","Known Flow","383991.217864","639602.218638","","0.000000","","","","-0.980000","","-12.789999","","","","","","-12.313380","-13.770000","","","","","","C4 PROFILE","","D1 PROFILE","","","","",""
"64305200002512","Nodes","-43","21.000000","35.235697","Default Known Flow Node","Known Flow","383989.799643","639600.524251","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000238","Nodes","238, P06110878, Leet Street CSEP, -11.26scm/h","22.999998","31.247008","CSEP DDS Matched","Known Flow","384134.775026","639590.735459","","0.000000","","","","","","","-11.300000","","","","","-10.104662","-11.300000","","","","","","","","","DC PROFILE","","","",""
"64305200000241","Nodes","241","21.000000","33.338229","DDS demands","Known Flow","384327.697735","639673.758271","","0.000000","","","","","","-4.500000","","","","","","-4.023980","-4.500000","","","","","","","","D1 PROFILE","","","","",""
"64305200000248","Nodes","248","21.000000","35.213846","DDS demands","Known Flow","384036.827656","639657.168266","","0.000000","","","","","","-14.619999","","","","","","-13.073465","-14.619999","","","","","","","","D1 PROFILE","","","","",""
"64305200000247","Nodes","247","21.000000","30.714305","DDS demands","Known Flow","383768.519993","639971.187374","","0.000000","","","","","","-19.299999","","","","","","-17.258404","-19.299999","","","","","","","","D1 PROFILE","","","","",""
"64305200000237","Nodes","237, COLDSTREAM DG GCM, Tel, Site ID 6342","21.000000","41.000000","Default Known Pressure Node","Known Pressure","383948.683836","639556.168640","","2492.181944","","","","","","","","","","","","928.332337","1038.149967","","","","","","","","","","","","",""
"64305200000212","Nodes","212","21.000000","33.192437","DDS demands","Known Flow","384071.886665","639596.446250","","0.000000","","","","","","-7.710000","","","","","","-6.894420","-7.710000","","","","","","","","D1 PROFILE","","","","",""
"64305200002515","Nodes","-50","21.000000","33.342034","Default Known Flow Node","Known Flow","384125.357680","639645.680263","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000211","Nodes","211","21.000000","31.103223","DDS demands","Known Flow","384099.460812","639552.686618","","0.000000","","","","","","-1.980000","","","","","","-1.770551","-1.980000","","","","","","","","D1 PROFILE","","","","",""
"64305200000210","Nodes","210","21.000000","31.582661","DDS demands","Known Flow","384180.673695","639608.936253","","0.000000","","","","","","-26.540001","","","","","","-23.732545","-26.540001","","","","","","","","D1 PROFILE","","","","",""
"64305200000215","Nodes","215","21.000000","33.206533","DDS demands","Known Flow","384268.913602","639819.865902","","0.000000","-4.139999","","","","","-16.159999","","","","","","-18.152622","-20.300000","","","C1 PROFILE","","","","","D1 PROFILE","","","","",""
"64305200000214","Nodes","214","21.000000","33.162007","DDS demands","Known Flow","384296.303726","639788.284302","","0.000000","","","","","","-0.710000","","","","","","-0.634894","-0.710000","","","","","","","","D1 PROFILE","","","","",""
"64305200000065","Nodes","65","21.000000","32.443886","DDS demands","Known Flow","384209.133012","639929.566702","","0.000000","","","","","","-10.549999","","","","","","-9.433998","-10.549999","","","","","","","","D1 PROFILE","","","","",""
"64305200002539","Nodes","-95","21.000000","32.318843","Default Known Flow Node","Known Flow","384226.178596","639915.912031","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000217","Nodes","217","21.000000","28.870301","DDS demands","Known Flow","384369.078872","639914.618994","","0.000000","","","","","","-12.960000","","","","","","-11.589064","-12.960000","","","","","","","","D1 PROFILE","","","","",""
"64305200000071","Nodes","71","21.000000","26.922096","DDS demands","Known Flow","384412.072758","639961.372349","","0.000000","-30.159999","","","","","-6.900000","","","","","","-33.139715","-37.060000","","","C1 PROFILE","","","","","D1 PROFILE","","","","",""
"64305200000242","Nodes","242","21.000000","34.426567","DDS demands","Known Flow","384178.461694","639765.476296","","0.000000","","","-5.339999","-4.019999","","-10.930000","","","","","","-18.143681","-20.289999","","","","","C3 PROFILE","C4 PROFILE","","D1 PROFILE","","","","",""
"64305200002517","Nodes","-52","21.000000","30.800927","Default Known Flow Node","Known Flow","383818.228055","639988.504329","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002468","Nodes","-1462472","21.000000","35.170946","Default Known Flow Node","Known Flow","384015.035784","639677.531821","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002527","Nodes","-71","21.000000","33.978972","Default Known Flow Node","Known Flow","384178.784824","639773.362921","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000244","Nodes","244","21.000000","33.971411","DDS demands","Known Flow","384179.649695","639772.301297","","0.000000","","","","","","-13.910000","","","","","","-12.438570","-13.910000","","","","","","","","D1 PROFILE","","","","",""
"64305200002525","Nodes","-65","21.000000","33.829440","Default Known Flow Node","Known Flow","384206.989702","639721.152283","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000233","Nodes","233","21.000000","33.769720","DDS demands","Known Flow","384206.458847","639718.935664","","0.000000","","","","-0.519999","","-8.839999","","","","","","-8.369879","-9.359999","","","","","","C4 PROFILE","","D1 PROFILE","","","","",""
"64305200002520","Nodes","-55","21.000000","33.794965","Default Known Flow Node","Known Flow","384258.484716","639677.751272","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002521","Nodes","-57","21.000000","33.801927","Default Known Flow Node","Known Flow","384245.239712","639681.959273","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002530","Nodes","-76","21.000000","33.066769","Default Known Flow Node","Known Flow","384287.027709","639835.931737","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000216","Nodes","216","21.000000","33.045252","DDS demands","Known Flow","384289.608725","639838.063315","","0.000000","-1.710000","","-10.339999","-1.820000","","-12.979999","","","","","","-24.009750","-26.849999","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","","D1 PROFILE","","","","",""
"64305200002534","Nodes","-82","21.000000","31.889865","Default Known Flow Node","Known Flow","384312.656731","639853.455319","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000105","Nodes","105","21.000000","31.673345","DDS demands","Known Flow","384376.030748","639801.459305","","0.000000","","","","","","-0.330000","","","","","","-0.295091","-0.330000","","","","","","","","D1 PROFILE","","","","",""
"64305200002536","Nodes","-92","21.000000","28.961378","Default Known Flow Node","Known Flow","384365.759400","639911.313236","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002518","Nodes","-53","21.000000","33.715960","Default Known Flow Node","Known Flow","384222.892706","639665.890268","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000056","Nodes","56","21.000000","33.403799","DDS demands","Known Flow","384177.165694","639693.898276","","0.000000","","","","","","-28.559998","","","","","","-25.538861","-28.559998","","","","","","","","D1 PROFILE","","","","",""
"64305200002524","Nodes","-64","21.000000","33.828068","Default Known Flow Node","Known Flow","384208.006702","639719.404283","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000225","Nodes","225","21.000000","33.236942","DDS demands","Known Flow","384355.548742","639640.198261","","0.000000","","","","","","-6.070000","","","","","","-5.427902","-6.070000","","","","","","","","D1 PROFILE","","","","",""
"64305200002481","Nodes","-1462514","21.000000","33.150996","Default Known Flow Node","Known Flow","384355.177469","639624.503474","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000061","Nodes","61","21.000000","33.631214","DDS demands","Known Flow","384326.118734","639680.949273","","0.000000","-6.020000","","","","","-11.790000","","","","","","-15.926021","-17.810000","","","C1 PROFILE","","","","","D1 PROFILE","","","","",""
"64305200002528","Nodes","-72","21.000000","33.597896","Default Known Flow Node","Known Flow","384225.711783","639793.669842","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002459","Nodes","-113","21.000000","26.860680","Default Known Flow Node","Known Flow","384390.035752","639981.064354","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002526","Nodes","-66","21.000000","33.962542","Default Known Flow Node","Known Flow","384184.533696","639764.510295","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000243","Nodes","243","21.000000","33.269305","DDS demands","Known Flow","384237.856710","639775.151298","","0.000000","","","","","","-14.510000","","","","","","-12.975102","-14.510000","","","","","","","","D1 PROFILE","","","","",""
"64305200002493","Nodes","-1462557","21.000000","33.385062","Default Known Flow Node","Known Flow","384112.719676","639658.330266","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002471","Nodes","-1462481","21.000000","33.962542","Default Known Flow Node","Known Flow","384176.366694","639759.761294","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002531","Nodes","-78","21.000000","33.152939","Default Known Flow Node","Known Flow","384265.251718","639841.469316","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002479","Nodes","-1462510","21.000000","33.152939","Default Known Flow Node","Known Flow","384244.054712","639849.135318","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002487","Nodes","-1462539","21.000000","33.152939","Default Known Flow Node","Known Flow","384268.345719","639840.167316","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002532","Nodes","-79","21.000000","33.152939","Default Known Flow Node","Known Flow","384266.655718","639844.946317","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002480","Nodes","-1462511","21.000000","33.152939","Default Known Flow Node","Known Flow","384263.905718","639846.199318","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002519","Nodes","-54","21.000000","35.236852","Default Known Flow Node","Known Flow","383987.933642","639602.273251","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002516","Nodes","-51","21.000000","33.144196","Default Known Flow Node","Known Flow","384320.612733","639648.783264","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002488","Nodes","-1462541","21.000000","33.058203","Default Known Flow Node","Known Flow","384325.257115","639634.511069","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002458","Nodes","-111","21.000000","26.729989","Default Known Flow Node","Known Flow","384379.969749","639967.838351","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000064","Nodes","64","21.000000","32.210967","DDS demands","Known Flow","384305.730729","639847.302318","","0.000000","-14.330000","","","","","-5.509999","","","","","","-17.741284","-19.840000","","","C1 PROFILE","","","","","D1 PROFILE","","","","",""
"64305200002486","Nodes","-1462533","21.000000","33.624912","Default Known Flow Node","Known Flow","384367.620846","639704.769777","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002533","Nodes","-81","21.000000","32.209986","Default Known Flow Node","Known Flow","384302.603728","639850.296319","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002455","Nodes","-106","21.000000","31.128737","Default Known Flow Node","Known Flow","384021.386652","639957.150348","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002456","Nodes","-107","21.000000","31.130831","Default Known Flow Node","Known Flow","384022.283652","639959.936348","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002491","Nodes","-1462547","21.000000","31.130831","Default Known Flow Node","Known Flow","384021.095651","639961.794349","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000249","Nodes","249","21.000000","30.800927","Default Known Flow Node","Known Flow","383836.054601","640005.735361","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002494","Nodes","-149","21.000000","28.603605","Default Known Flow Node","Known Flow","383989.091643","640193.743412","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000227","Nodes","227","21.000000","28.603855","DDS demands","Known Flow","383994.192644","640190.491411","","0.000000","","","","","","-8.569999","","","","","","-7.663447","-8.569999","","","","","","","","D1 PROFILE","","","","",""
"64305200000066","Nodes","66","21.000000","26.442299","DDS demands","Known Flow","384475.905775","640024.052366","","0.000000","","","","","","-5.209999","","","","","","-4.658875","-5.209999","","","","","","","","D1 PROFILE","","","","",""
"64305200002462","Nodes","-119","21.000000","26.651177","Default Known Flow Node","Known Flow","384366.840746","640012.323363","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000072","Nodes","72","21.000000","26.626312","DDS demands","Known Flow","384364.310745","640015.190364","","0.000000","","","","","","-4.330000","","","","","","-3.871963","-4.330000","","","","","","","","D1 PROFILE","","","","",""
"64305200000222","Nodes","222","21.000000","25.936048","DDS demands","Known Flow","384411.623806","640151.997350","","0.000000","","","","","","-20.729999","","","","","","-18.537136","-20.729999","","","","","","","","D1 PROFILE","","","","",""
"64305200000025","Nodes","25","21.000000","29.005616","DDS demands","Known Flow","384044.560449","640157.480321","","0.000000","","","","","","-8.790000","","","","","","-7.860175","-8.790000","","","","","","","","D1 PROFILE","","","","",""
"64305200000207","Nodes","207","21.000000","28.270666","Default Known Flow Node","Known Flow","384038.554656","640281.090436","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000206","Nodes","206","21.000000","28.226652","DDS demands","Known Flow","384061.547662","640293.990439","","0.000000","","","","","","-7.269999","","","","","","-6.500963","-7.269999","","","","","","","","D1 PROFILE","","","","",""
"64305200000202","Nodes","202","21.000000","28.097259","DDS demands","Known Flow","384139.687684","640274.013434","","0.000000","","","","","","-3.749999","","","","","","-3.353317","-3.749999","","","","","","","","D1 PROFILE","","","","",""
"64305200000201","Nodes","201","21.000000","28.140525","DDS demands","Known Flow","384184.226150","640299.545547","","0.000000","","","","","","-2.099999","","","","","","-1.877857","-2.099999","","","","","","","","D1 PROFILE","","","","",""
"64305200000208","Nodes","208","21.000000","28.213378","DDS demands","Known Flow","384027.112653","640358.403457","","0.000000","","","","","","-12.780000","","","","","","-11.428104","-12.780000","","","","","","","","D1 PROFILE","","","","",""
"64305200002507","Nodes","-186","21.000000","28.213378","Default Known Flow Node","Known Flow","384021.327611","640373.418517","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000104","Nodes","104","21.000000","28.031991","DDS demands","Known Flow","384008.849648","640323.475447","","0.000000","","","","","","-5.889999","","","","","","-5.266943","-5.889999","","","","","","","","D1 PROFILE","","","","",""
"64305200002474","Nodes","-1462492","21.000000","28.075612","Default Known Flow Node","Known Flow","384016.897650","640330.234449","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002476","Nodes","-1462502","21.000000","28.213378","Default Known Flow Node","Known Flow","384059.360662","640374.154461","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002506","Nodes","-185","21.000000","28.213378","Default Known Flow Node","Known Flow","384041.743652","640364.373231","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000073","Nodes","73","21.000000","26.017171","DDS demands","Known Flow","384423.496807","640131.034501","","0.000000","","","","","","-5.840000","","","","","","-5.222232","-5.840000","","","","","","","","D1 PROFILE","","","","",""
"64305200002498","Nodes","-160","21.000000","25.909625","Default Known Flow Node","Known Flow","384456.250393","640252.250792","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000253","Nodes","253","21.000000","33.877260","DDS demands","Known Flow","384155.006688","639810.684308","","0.000000","","","","","","-10.020000","","","","","","-8.960063","-10.020000","","","","","","","","D1 PROFILE","","","","",""
"64305200000254","Nodes","254","21.000000","28.870424","Default Known Flow Node","Known Flow","384275.018721","640247.991427","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000030","Nodes","30","21.000000","28.740162","Default Known Flow Node","Known Flow","384187.132697","640174.926407","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002500","Nodes","-166","21.000000","28.870424","Default Known Flow Node","Known Flow","384235.649710","640269.442433","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002499","Nodes","-162","21.000000","28.870424","Default Known Flow Node","Known Flow","384190.042697","640261.017430","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000230","Nodes","230","21.000000","28.324828","DDS demands","Known Flow","384008.138100","640264.272783","","0.000000","","","","","","-3.329999","","","","","","-2.977745","-3.329999","","","","","","","","D1 PROFILE","","","","",""
"64305200002469","Nodes","-1462474","21.000000","28.320338","Default Known Flow Node","Known Flow","384006.489944","640268.509227","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002501","Nodes","-167","21.000000","28.285056","Default Known Flow Node","Known Flow","384017.924651","640270.293433","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000204","Nodes","204","21.000000","28.145615","DDS demands","Known Flow","384123.267434","640311.806667","","0.000000","","","","","","-2.840000","","","","","","-2.539578","-2.840000","","","","","","","","D1 PROFILE","","","","",""
"64305200002505","Nodes","-182","21.000000","28.259806","Default Known Flow Node","Known Flow","384046.045658","640338.594452","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000203","Nodes","203","21.000000","28.085541","DDS demands","Known Flow","384116.103057","640261.774031","","0.000000","","","","","","-2.509999","","","","","","-2.244486","-2.509999","","","","","","","","D1 PROFILE","","","","",""
"64305200002484","Nodes","-1462526","21.000000","28.086057","Default Known Flow Node","Known Flow","384104.565674","640263.687431","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000108","Nodes","108","21.000000","28.088650","DDS demands","Known Flow","384207.309050","640326.021626","","0.000000","","","","","","-5.550000","","","","","","-4.962909","-5.550000","","","","","","","","D1 PROFILE","","","","",""
"64305200002504","Nodes","-174","21.000000","28.157829","Default Known Flow Node","Known Flow","384001.904646","640310.234444","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002503","Nodes","-173","21.000000","28.261164","Default Known Flow Node","Known Flow","384007.787648","640295.187440","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000109","Nodes","109","21.000000","32.925216","DDS demands","Known Flow","384119.362678","639876.729326","","0.000000","","","","","","-7.600000","","","","","","-6.796056","-7.600000","","","","","","","","D1 PROFILE","","","","",""
"64305200002482","Nodes","-1462517","21.000000","28.259806","Default Known Flow Node","Known Flow","384057.934661","640361.294458","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002502","Nodes","-168","21.000000","28.870424","Default Known Flow Node","Known Flow","384186.589696","640272.278433","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002495","Nodes","-151","21.000000","28.826984","Default Known Flow Node","Known Flow","384224.716707","640222.017420","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002465","Nodes","-139","21.000000","28.664990","Default Known Flow Node","Known Flow","384256.178715","640170.366406","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000255","Nodes","255","21.000000","28.783375","Default Known Flow Node","Known Flow","384333.330736","640229.153422","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002466","Nodes","-142","21.000000","28.708510","Default Known Flow Node","Known Flow","384263.521717","640176.943408","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002463","Nodes","-122","21.000000","26.781992","Default Known Flow Node","Known Flow","384315.886732","640042.926371","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002496","Nodes","-155","21.000000","25.908065","Default Known Flow Node","Known Flow","384498.026621","640242.048969","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000100","Nodes","100","21.000000","25.729541","DDS demands","Known Flow","384442.021306","640196.968065","","0.000000","","","","","","-5.709999","","","","","","-5.105984","-5.709999","","","","","","","","D1 PROFILE","","","","",""
"64305200002472","Nodes","-1462489","21.000000","25.794507","Default Known Flow Node","Known Flow","384493.569780","640147.309399","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200000221","Nodes","221","21.000000","25.881910","DDS demands","Known Flow","384524.166450","640178.684203","","0.000000","","","","","","-2.440000","","","","","","-2.181891","-2.440000","","","","","","","","D1 PROFILE","","","","",""
"64305200000074","Nodes","74","21.000000","25.864210","DDS demands","Known Flow","384528.692421","640233.210960","","0.000000","","","","","","-5.150000","","","","","","-4.605222","-5.150000","","","","","","","","D1 PROFILE","","","","",""
"64305200000220","Nodes","220","21.000000","25.865566","DDS demands","Known Flow","384528.446594","640192.237759","","0.000000","","","","","","-0.860000","","","","","","-0.769027","-0.860000","","","","","","","","D1 PROFILE","","","","",""
"64305200002522","Nodes","-58","21.000000","33.627955","Default Known Flow Node","Known Flow","384353.244742","639692.594276","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"64305200002451","Nodes","2451","21.000000","33.446714","DDS demands","Known Flow","384376.094439","639710.497617","","0.000000","","","","","","-0.589999","","","","","","-0.527588","-0.589999","","","","","","","","D1 PROFILE","","","","",""
"64305200000213","Nodes","213","21.000000","32.773839","DDS demands","Known Flow","384317.142732","639767.770296","","0.000000","-45.419998","","","","","-2.869999","","","","","","-43.181780","-48.289999","","","C1 PROFILE","","","","","D1 PROFILE","","","","",""
"64305200000245","Nodes","245","21.000000","33.627955","DDS demands","Known Flow","384352.149742","639698.695277","","0.000000","","","","","","-1.900000","","","","","","-1.699014","-1.900000","","","","","","","","D1 PROFILE","","","","",""
"64305200002523","Nodes","-60","21.000000","33.627359","Default Known Flow Node","Known Flow","384358.747743","639694.453276","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
