"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"64301900005293","Nodes","5293",21.000000,33.426869,"DDS demands","Known Flow",330761.510630,665677.769567,,0.000000,,,,,,,-11.209999,,,,,-10.024182,-11.209999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900001027","Nodes","1027",21.000000,33.892720,"Default Known Flow Node","Known Flow",330778.038631,665604.886687,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000104","Nodes","104",21.000000,34.258700,"DDS demands","Known Flow",330789.764167,665554.259313,,0.000000,-1.309999,,,,,,-11.719999,,,,,-11.639944,-13.016899,,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,
"64301900000960","Nodes","960",21.000000,26.318409,"DDS demands","Known Flow",330274.731026,664684.583076,,0.000000,,,,,,,-13.569999,,,,,-12.134536,-13.569999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900001085","Nodes","1085",21.000000,26.436175,"Default Known Flow Node","Known Flow",330264.859460,664693.330034,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000224","Nodes","224",21.000000,27.039174,"DDS demands","Known Flow",330317.231038,664723.958087,,0.000000,,,,,,,-11.819999,,,,,-10.569655,-11.819999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000716","Nodes","716,",21.000000,74.623376,"Default Known Flow Node","Known Flow",331626.102675,664663.547870,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900001087","Nodes","1087",21.000000,74.799439,"DDS demands","Known Flow",331631.731396,664658.458069,,0.000000,,,,,,,-2.400000,,,,,-2.146123,-2.400000,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900001111","Nodes","1111",21.000000,73.288037,"DDS demands","Known Flow",331773.106434,664528.208034,,0.000000,,,,,,,-2.640000,,,,,-2.360735,-2.640000,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000672","Nodes","P00078649, Area A Bairds Way, 165.41scmh",36.000000,51.734720,"CSEP DDS Matched","Known Flow",331981.231491,664745.833093,,0.000000,,,,,,-43.749998,,-121.700001,,,,-147.948357,-165.450004,,,"",,,,,,"CT PROFILE",,"DC PROFILE",,,,
"64301900001116","Nodes","1116",21.000000,52.150640,"DDS demands","Known Flow",331982.944325,664741.198364,,0.000000,,,,,,,-5.579999,,,,,-4.989735,-5.579999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900005350","Nodes","5350",21.000000,53.589179,"Default Known Flow Node","Known Flow",331990.109190,664727.076795,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000110","Nodes","110",21.000000,37.110844,"DDS demands","Known Flow",330977.076506,665234.236962,,0.000000,-4.810000,,,,,,-17.870000,,,,,-20.237849,-22.631900,,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,
"64301900001029","Nodes","1029",21.000000,37.158725,"DDS demands","Known Flow",331009.191694,665261.332542,,0.000000,,,,,,,-6.429999,,,,,-5.749820,-6.429999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000774","Nodes","774",21.000000,37.167207,"DDS demands","Known Flow",331037.856234,665293.083242,,0.000000,,,,,,,-7.199999,,,,,-6.438368,-7.199999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000832","Nodes","832",21.000000,39.450502,"DDS demands","Known Flow",331675.981408,665795.083378,,0.000000,,,,,,,-3.209999,,,,,-2.870439,-3.209999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900001028","Nodes","1028",21.000000,39.802715,"DDS demands","Known Flow",331543.181261,665728.173246,,0.000000,,,,,,,-6.139999,,,,,-5.490497,-6.139999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000309","Nodes","309",21.000000,29.432159,"DDS demands","Known Flow",329417.230793,664636.458063,,0.000000,,,,,,,-7.750000,,,,,-6.930188,-7.750000,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900001084","Nodes","1084",21.000000,29.450114,"Default Known Flow Node","Known Flow",329436.951465,664626.517887,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000311","Nodes","311",21.000000,29.488380,"DDS demands","Known Flow",329478.980810,664605.333055,,0.000000,,,,,,,-9.850000,,,,,-8.808046,-9.850000,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900005298","Nodes","5298",21.000000,25.376064,"Default Known Flow Node","Known Flow",329887.743921,665717.377357,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900005223","Nodes","5223",21.000000,28.658897,"Default Known Flow Node","Known Flow",329098.070275,664008.969184,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000882","Nodes","882",21.000000,27.993422,"Default Known Flow Node","Known Flow",329774.960890,664473.682019,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900005247","Nodes","5247",21.000000,27.946860,"Default Known Flow Node","Known Flow",329776.473891,664474.928019,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000971","Nodes","971",21.000000,28.401419,"Default Known Flow Node","Known Flow",329618.088680,664483.772039,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900005243","Nodes","5243",21.000000,27.995837,"Default Known Flow Node","Known Flow",329773.349890,664472.188018,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000884","Nodes","P07112004, Cameron Crescent, 77.45scmh",25.000000,28.121508,"CSEP DDS Matched","Known Flow",329708.692838,664449.371988,,0.000000,,,,,,,,-77.400005,,,,-69.212468,-77.400005,,,"",,,,,,,,"DC PROFILE",,,,
"64301900000883","Nodes","883",21.000000,27.995837,"Default Known Flow Node","Known Flow",329771.615890,664495.830025,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900005260","Nodes","5260",21.000000,27.916604,"Default Known Flow Node","Known Flow",329797.986897,664492.092024,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000885","Nodes","885",21.000000,27.914676,"DDS demands","Known Flow",329799.112897,664493.975024,,0.000000,,,,,,,-14.619999,,,,,-13.073465,-14.619999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000886","Nodes","886",21.000000,27.609383,"DDS demands","Known Flow",329825.167904,664459.360015,,0.000000,,,,,,,-10.939999,,,,,-9.782743,-10.939999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900005218","Nodes","5218",21.000000,26.082312,"Default Known Flow Node","Known Flow",328951.980667,664864.083125,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000438","Nodes","438",21.000000,26.416755,"Default Known Flow Node","Known Flow",329023.480686,664901.208135,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900005150","Nodes","5150",21.000000,26.548871,"Default Known Flow Node","Known Flow",329029.105688,664905.958137,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000302","Nodes","302",21.000000,28.895951,"DDS demands","Known Flow",329398.855788,664834.958117,,0.000000,,,,,,,-4.559999,,,,,-4.077633,-4.559999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000301","Nodes","301",21.000000,28.938952,"DDS demands","Known Flow",329416.355793,664859.958124,,0.000000,,,,,,,-9.209999,,,,,-8.235746,-9.209999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000306","Nodes","306",21.000000,29.360432,"DDS demands","Known Flow",329294.730760,664596.458052,,0.000000,,,,,,,-17.649999,,,,,-15.782945,-17.649999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000305","Nodes","305",21.000000,29.410649,"DDS demands","Known Flow",329328.230769,664681.833076,,0.000000,,,,,,,-19.069999,,,,,-17.052735,-19.069999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900005209","Nodes","5209",21.000000,26.965518,"Default Known Flow Node","Known Flow",329040.980691,664826.208115,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900005012","Nodes","5012",21.000000,26.965518,"Default Known Flow Node","Known Flow",329015.855684,664787.458104,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900005210","Nodes","5210",21.000000,26.965518,"Default Known Flow Node","Known Flow",329041.980691,664835.708117,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900005216","Nodes","5216",21.000000,28.202444,"DDS demands","Known Flow",329264.730752,664859.708124,,0.000000,,,,,,,-0.369999,,,,,-0.330860,-0.369999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900005215","Nodes","5215",21.000000,28.205767,"Default Known Flow Node","Known Flow",329273.355754,664859.208124,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900005144","Nodes","5144",21.000000,29.572051,"Default Known Flow Node","Known Flow",329391.912750,664754.096075,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000310","Nodes","310",21.000000,29.420859,"DDS demands","Known Flow",329440.230799,664678.583075,,0.000000,,,,,,,-10.710000,,,,,-9.577073,-10.710000,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000437","Nodes","437",21.000000,26.965660,"DDS demands","Known Flow",329043.355691,664836.083117,,0.000000,,,,,,,-18.819999,,,,,-16.829180,-18.819999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000300","Nodes","300",21.000000,31.621297,"DDS demands","Known Flow",329706.675945,664944.947165,,0.000000,,,,,,,-2.589999,,,,,-2.316024,-2.589999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900005212","Nodes","5212",21.000000,29.188515,"Default Known Flow Node","Known Flow",329441.230800,664843.958120,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000304","Nodes","304",21.000000,29.578853,"DDS demands","Known Flow",329434.766690,664787.245164,,0.000000,,,,,,,-13.919999,,,,,-12.447512,-13.919999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000316","Nodes","316",21.000000,29.740878,"DDS demands","Known Flow",329495.230814,664739.458091,,0.000000,,,,,,,-13.630000,,,,,-12.188190,-13.630000,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000303","Nodes","303",21.000000,29.362012,"DDS demands","Known Flow",329468.035284,664825.120179,,0.000000,,,,,,,-10.520000,,,,,-9.407172,-10.520000,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000312","Nodes","312",21.000000,29.316911,"DDS demands","Known Flow",329453.480803,664554.458041,,0.000000,,,,,,,-15.869999,,,,,-14.191237,-15.869999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900005128","Nodes","5128",21.000000,29.420859,"Default Known Flow Node","Known Flow",329446.355801,664675.708074,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000307","Nodes","307",21.000000,29.421404,"DDS demands","Known Flow",329396.980788,664646.833066,,0.000000,,,,,,,-10.840000,,,,,-9.693321,-10.840000,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000308","Nodes","308",21.000000,29.396383,"DDS demands","Known Flow",329374.852999,664588.707252,,0.000000,,,,,,,-14.720000,,,,,-13.162887,-14.720000,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900005204","Nodes","5204",21.000000,27.141731,"Default Known Flow Node","Known Flow",329063.855697,664806.833110,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000766","Nodes","766",21.000000,26.528136,"DDS demands","Known Flow",328911.230655,664814.208112,,0.000000,,,,-3.800000,,,-18.019999,,,,,-19.511834,-21.819998,,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,
"64301900005049","Nodes","5049",21.000000,28.202444,"Default Known Flow Node","Known Flow",329263.105751,664833.208117,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000331","Nodes","331",21.000000,28.848023,"DDS demands","Known Flow",329333.230770,664857.333123,,0.000000,,,,,,,-16.559999,,,,,-14.808248,-16.559999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900005213","Nodes","5213",21.000000,28.205767,"Default Known Flow Node","Known Flow",329271.980754,664845.708120,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000887","Nodes","887",21.000000,27.746890,"DDS demands","Known Flow",329786.355894,664544.833038,,0.000000,,,,,,,-4.300000,,,,,-3.845137,-4.300000,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000891","Nodes","891",21.000000,27.742936,"DDS demands","Known Flow",329833.480906,664522.458032,,0.000000,,,,,,,-5.670000,,,,,-5.070216,-5.670000,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000330","Nodes","330",21.000000,29.157116,"DDS demands","Known Flow",329525.230823,664934.583144,,0.000000,,,,,,,-17.660000,,,,,-15.791888,-17.660000,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000315","Nodes","315",21.000000,29.740668,"DDS demands","Known Flow",329512.480819,664726.958088,,0.000000,,,,,,,-2.580000,,,,,-2.307082,-2.580000,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900005205","Nodes","5205",21.000000,30.033717,"Default Known Flow Node","Known Flow",329540.105827,664807.208110,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000881","Nodes","881",21.000000,28.803327,"Default Known Flow Node","Known Flow",329519.730821,664516.958031,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000898","Nodes","898",21.000000,30.162148,"Default Known Flow Node","Known Flow",329576.980837,664734.083090,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000317","Nodes","317",21.000000,29.256521,"DDS demands","Known Flow",329509.493071,664882.700439,,0.000000,,,,,,,-16.940001,,,,,-15.148052,-16.940001,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000933","Nodes","933",21.000000,33.089740,"DDS demands","Known Flow",329883.980920,664892.958133,,0.000000,,,,,,,-5.709999,,,,,-5.105984,-5.709999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000939","Nodes","939",21.000000,33.195453,"DDS demands","Known Flow",329926.230932,664944.833147,,0.000000,,,,,,,-7.259999,,,,,-6.492022,-7.259999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000923","Nodes","923",21.000000,31.372354,"DDS demands","Known Flow",329836.980907,664806.583109,,0.000000,,,,,,,-3.609999,,,,,-3.228126,-3.609999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000922","Nodes","922",21.000000,31.391028,"DDS demands","Known Flow",329838.105908,664786.208104,,0.000000,,,,,,,-6.560000,,,,,-5.866069,-6.560000,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000930","Nodes","930",21.000000,31.830326,"DDS demands","Known Flow",329679.105864,664723.458087,,0.000000,,,,,,,-3.769999,,,,,-3.371201,-3.769999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000929","Nodes","929",21.000000,31.866634,"DDS demands","Known Flow",329717.980875,664764.583098,,0.000000,,,,,,,-9.569999,,,,,-8.557664,-9.569999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000911","Nodes","911",21.000000,29.308409,"DDS demands","Known Flow",329764.855888,664701.083081,,0.000000,,,,,,,-5.359999,,,,,-4.793007,-5.359999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000910","Nodes","910",21.000000,29.421279,"Default Known Flow Node","Known Flow",329766.480888,664663.958071,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000904","Nodes","904",21.000000,29.479078,"DDS demands","Known Flow",329666.480861,664639.458064,,0.000000,,,,,,,-8.839999,,,,,-7.904886,-8.839999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000903","Nodes","903",21.000000,29.600496,"DDS demands","Known Flow",329664.730860,664667.708072,,0.000000,,,,,,,-2.039999,,,,,-1.824204,-2.039999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000893","Nodes","893",21.000000,27.469792,"DDS demands","Known Flow",329887.855921,664525.708033,,0.000000,,,,,,,-8.479999,,,,,-7.582967,-8.479999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000976","Nodes","976",21.000000,27.645424,"Default Known Flow Node","Known Flow",329866.980915,664550.958040,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900005372","Nodes","5372",21.000000,27.716670,"DDS demands","Known Flow",329781.605892,664581.333048,,0.000000,,,,,,,-2.209999,,,,,-1.976221,-2.209999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000969","Nodes","969",21.000000,28.094948,"DDS demands","Known Flow",329527.730823,664633.208062,,0.000000,,,,,,,-1.469999,,,,,-1.314500,-1.469999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000967","Nodes","967",21.000000,28.103629,"DDS demands","Known Flow",329567.105834,664602.458054,,0.000000,,,,,,,-13.709999,,,,,-12.259727,-13.709999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000968","Nodes","968",21.000000,27.784661,"DDS demands","Known Flow",329501.105816,664585.458049,,0.000000,,,,,,,-12.689999,,,,,-11.347624,-12.689999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000966","Nodes","966",21.000000,28.175173,"DDS demands","Known Flow",329544.105828,664561.833043,,0.000000,,,,,,,-15.359999,,,,,-13.735186,-15.359999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000901","Nodes","901",21.000000,29.586554,"DDS demands","Known Flow",329584.230839,664683.458076,,0.000000,,,,,,,-6.650000,,,,,-5.946549,-6.650000,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000900","Nodes","900",21.000000,29.656504,"Default Known Flow Node","Known Flow",329600.855843,664662.958070,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900005343","Nodes","5343",21.000000,28.206392,"DDS demands","Known Flow",329542.730827,664558.458042,,0.000000,,,,,,,-9.189999,,,,,-8.217862,-9.189999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900005473","Nodes","5473",21.000000,29.485156,"Default Known Flow Node","Known Flow",329717.980875,664664.583071,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000907","Nodes","907",21.000000,29.499423,"Default Known Flow Node","Known Flow",329713.105874,664660.958070,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900005015","Nodes","5015",21.000000,27.676683,"Default Known Flow Node","Known Flow",329767.480888,664534.958036,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000888","Nodes","888",21.000000,27.676683,"Default Known Flow Node","Known Flow",329766.924671,664543.579411,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900005211","Nodes","5211",21.000000,32.041861,"Default Known Flow Node","Known Flow",329829.605905,664838.333118,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900005034","Nodes","5034",21.000000,32.041861,"Default Known Flow Node","Known Flow",329836.230907,664837.958118,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000318","Nodes","318",21.000000,30.771067,"DDS demands","Known Flow",329619.480848,664882.083130,,0.000000,,,,,,,-25.989999,,,,,-23.240723,-25.989999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000319","Nodes","319",21.000000,31.081623,"DDS demands","Known Flow",329678.730864,664825.958115,,0.000000,,,,,,,-16.509999,,,,,-14.763537,-16.509999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000321","Nodes","321",21.000000,32.319665,"DDS demands","Known Flow",329776.230891,664969.458154,,0.000000,,,,,,,-16.059999,,,,,-14.361139,-16.059999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000313","Nodes","313",21.000000,30.345533,"DDS demands","Known Flow",329601.480843,664755.458096,,0.000000,,,,,,,-14.689999,,,,,-13.136060,-14.689999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000314","Nodes","314",21.000000,30.184482,"DDS demands","Known Flow",329578.605837,664780.208102,,0.000000,,,,,,,-6.070000,,,,,-5.427902,-6.070000,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000325","Nodes","325",21.000000,30.210699,"Default Known Flow Node","Known Flow",329582.730838,664776.583101,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000324","Nodes","324",21.000000,29.071139,"DDS demands","Known Flow",329604.436522,664800.808514,,0.000000,,,,,,,-13.600000,,,,,-12.161363,-13.600000,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000320","Nodes","320",21.000000,32.457491,"DDS demands","Known Flow",329795.730896,664920.208140,,0.000000,,,,,,,-5.980000,,,,,-5.347423,-5.980000,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000322","Nodes","322",21.000000,32.868148,"DDS demands","Known Flow",329827.480905,664946.583148,,0.000000,,,,,,,-14.279999,,,,,-12.769430,-14.279999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000915","Nodes","915",21.000000,32.179571,"Default Known Flow Node","Known Flow",329778.230891,664904.583136,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000820","Nodes","820",21.000000,33.082694,"DDS demands","Known Flow",329837.230907,664932.333144,,0.000000,,,,,,,-11.779999,,,,,-10.533886,-11.779999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900005221","Nodes","5221",21.000000,33.089321,"Default Known Flow Node","Known Flow",329880.230919,664892.583133,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000940","Nodes","940",21.000000,33.374447,"DDS demands","Known Flow",329966.230943,664995.958161,,0.000000,,,,,,,-8.529999,,,,,-7.627678,-8.529999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000941","Nodes","941",21.000000,33.132895,"DDS demands","Known Flow",329939.480935,664932.708144,,0.000000,,,,,,,-19.249999,,,,,-17.213693,-19.249999,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000916","Nodes","916",21.000000,32.085026,"DDS demands","Known Flow",329827.980905,664860.833124,,0.000000,,,,,,,-6.530000,,,,,-5.839243,-6.530000,,,"",,,,,,,"D1 PROFILE",,,,,
"64301900000917","Nodes","917",21.000000,31.993068,"Default Known Flow Node","Known Flow",329872.480917,664851.208122,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000977","Nodes","977",21.000000,31.831805,"Default Known Flow Node","Known Flow",329874.730918,664812.833111,,0.000000,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,
"64301900000978","Nodes","978",21.000000,31.785198,"DDS demands","Known Flow",329900.730925,664814.458112,,0.000000,,,,,,,-1.179999,,,,,-1.055177,-1.179999,,,"",,,,,,,"D1 PROFILE",,,,,
