"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"64302800000046","Nodes","46","21.000000","39.447190","DDS demands","Known Flow","372379.312585","634423.664032","","0.000000","","","","","","","-9.159999","","","","","","","-8.191036","-9.159999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000059","Nodes","59,","21.000000","44.117511","DDS demands","Known Flow","372972.518679","634256.821072","","0.000000","","","","","","","-13.060000","","","","","","","-11.678486","-13.060000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302803863047","Nodes","-3863047","21.000000","45.378668","Default Known Flow Node","Known Flow","373030.983779","634356.413508","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000195","Nodes","195","21.000000","45.354232","DDS demands","Known Flow","373029.853970","634354.425463","","0.000000","","","","","","","-10.620000","","","","","","","-9.496594","-10.620000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000464","Nodes","464","21.000000","48.439979","DDS demands","Known Flow","371537.885158","632912.811580","","0.000000","","","","","","","-3.599999","","","","","","","-3.219184","-3.599999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000319","Nodes","319","21.000000","27.312713","DDS demands","Known Flow","372782.217593","632979.841449","","0.000000","","","","","","","","","","-3.199999","","","","-2.861497","-3.199999","","","","","","","","","","","","","I2 PROFILE","","","",""
"64302800000289","Nodes","289","21.000000","27.069743","Default Known Flow Node","Known Flow","373257.389911","632897.858899","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199774","Nodes","-199774","21.000000","27.069743","Default Known Flow Node","Known Flow","373258.908966","632898.320753","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000395","Nodes","395,","21.000000","27.497556","DDS demands","Known Flow","373486.953785","632441.946303","","0.000000","-17.410000","","","","","","","","","","","","","-15.568333","-17.410000","","","","C1 PROFILE","","","","","","","","","","","","",""
"64302800000005","Nodes","SPRINGWOOD CARAVAN PARK DG, SITE ID 6295","21.000000","69.999999","Default Known Pressure Node","Known Pressure","371882.432811","633407.346834","","999998.967025","","","","","","","","","","","","","","79.728472","89.160004","","","","","","","","","","","","","","","","",""
"64302800000457","Nodes","457","21.000000","59.216695","DDS demands","Known Flow","371749.526881","633243.741155","","0.000000","","","","","","","-30.809999","","","","","","","-27.550853","-30.809999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000462","Nodes","462","21.000000","48.503247","DDS demands","Known Flow","371629.838602","633043.620231","","0.000000","-2.640000","","","","","","-1.980000","","","","","","","-4.131287","-4.620000","","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","","",""
"64302800000460","Nodes","460","21.000000","52.692034","Default Known Flow Node","Known Flow","371591.123715","633185.968743","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000468","Nodes","468","21.000000","52.508376","DDS demands","Known Flow","371659.663552","633421.138393","","0.000000","","","","","","","-1.059999","","","","","","","-0.947870","-1.059999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800198268","Nodes","-198268","21.000000","52.558982","Default Known Flow Node","Known Flow","371576.671015","633339.150466","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000467","Nodes","467","21.000000","52.475352","Default Known Flow Node","Known Flow","371559.167322","633383.350519","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199675","Nodes","-199675","21.000000","37.343052","Default Known Flow Node","Known Flow","372676.792945","633455.331541","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199671","Nodes","-199671","21.000000","26.153287","Default Known Flow Node","Known Flow","372643.212078","633066.605458","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000261","Nodes","261","21.000000","26.748017","DDS demands","Known Flow","372768.208752","633061.737643","","0.000000","","","","","","","-8.130000","","","","","","","-7.269991","-8.130000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000262","Nodes","262","21.000000","26.653246","DDS demands","Known Flow","372705.809572","633016.628459","","0.000000","","","","","","","-5.320000","","","","","","","-4.757239","-5.320000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000318","Nodes","318","21.000000","27.276998","Default Known Flow Node","Known Flow","372851.990940","633033.087119","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199684","Nodes","-199684","21.000000","27.309444","Default Known Flow Node","Known Flow","372856.408908","633031.626430","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800089852","Nodes","-89852","21.000000","29.497826","Default Known Flow Node","Known Flow","372906.582121","633359.890758","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199679","Nodes","-199679","21.000000","26.739227","Default Known Flow Node","Known Flow","372760.489953","633067.576536","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000092","Nodes","92","21.000000","26.603512","DDS demands","Known Flow","372714.754575","633103.363483","","0.000000","","","","","","","-5.789999","","","","","","","-5.177521","-5.789999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800089845","Nodes","-89845","21.000000","27.986787","Default Known Flow Node","Known Flow","372732.015883","633295.577976","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800089851","Nodes","-89851","21.000000","28.483257","DDS demands","Known Flow","372777.232203","633306.111297","","0.000000","","","","","","","-13.399999","","","","","","","-11.982519","-13.399999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000087","Nodes","87","21.000000","26.252135","DDS demands","Known Flow","372611.606037","633191.231933","","0.000000","","","","","","","-8.879999","","","","","","","-7.940654","-8.879999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800199677","Nodes","-199677","21.000000","26.603512","Default Known Flow Node","Known Flow","372709.782959","633090.059352","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000317","Nodes","317,","21.000000","27.321271","DDS demands","Known Flow","372854.568696","633026.197421","","0.000000","","-7.690000","","","","","-3.629999","","","-3.890000","","","","-13.601054","-15.209999","","","","","C2 PROFILE","","","","","D1 PROFILE","","","I2 PROFILE","","","",""
"64302800000100","Nodes","100,","21.000000","28.424396","DDS demands","Known Flow","372985.767314","633347.784559","","0.000000","-2.109999","","","","","","-13.390000","","","","","","","-13.860377","-15.500000","","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","","",""
"64302800199668","Nodes","-199668","21.000000","26.297725","Default Known Flow Node","Known Flow","372586.765568","633111.877531","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199673","Nodes","-199673","21.000000","27.130456","Default Known Flow Node","Known Flow","372657.714441","633173.505240","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000431","Nodes","431","21.000000","28.536166","DDS demands","Known Flow","372783.669306","633310.408462","","0.000000","","","","","","","-6.280000","","","","","","","-5.615688","-6.280000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000432","Nodes","432","21.000000","28.458228","DDS demands","Known Flow","372827.023654","633313.712801","","0.000000","","","","","","","-8.409999","","","","","","","-7.520372","-8.409999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800089850","Nodes","-89850","21.000000","28.177888","Default Known Flow Node","Known Flow","372748.406675","633285.108191","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800089844","Nodes","-89844","21.000000","28.007791","Default Known Flow Node","Known Flow","372732.285580","633297.828536","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800089849","Nodes","-89849","21.000000","28.155698","Default Known Flow Node","Known Flow","372746.304799","633282.668245","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800089848","Nodes","-89848","21.000000","28.133728","Default Known Flow Node","Known Flow","372745.136770","633281.247260","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199776","Nodes","-199776","21.000000","26.622529","Default Known Flow Node","Known Flow","373274.718928","633294.519171","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199778","Nodes","199778","21.000000","26.475633","Default Known Flow Node","Known Flow","373320.046740","633071.318474","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199762","Nodes","-199762","21.000000","27.126485","Default Known Flow Node","Known Flow","373040.948932","633473.246375","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000110","Nodes","110","21.000000","26.057741","Default Known Flow Node","Known Flow","373341.960434","633455.563089","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000402","Nodes","402","21.000000","26.054079","DDS demands","Known Flow","373351.377330","633449.258548","","0.000000","","","","","","","-4.760000","","","","","","","-4.256477","-4.760000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000126","Nodes","126","21.000000","25.857563","DDS demands","Known Flow","373208.825772","633405.505632","","0.000000","","","","","","","-13.319999","","","","","","","-11.910982","-13.319999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000128","Nodes","128","21.000000","25.501707","DDS demands","Known Flow","373173.799829","633444.679717","","0.000000","","","","","","","-19.700000","","","","","","","-17.616093","-19.700000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000361","Nodes","361","21.000000","23.824881","Default Known Flow Node","Known Flow","373409.093159","633074.334048","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000388","Nodes","388,","21.000000","23.767118","Default Known Flow Node","Known Flow","373387.485758","633031.979463","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000357","Nodes","357","21.000000","26.216957","Default Known Flow Node","Known Flow","373380.680639","633128.385029","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000358","Nodes","358","21.000000","26.249791","Default Known Flow Node","Known Flow","373418.712766","633150.612496","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000263","Nodes","263","21.000000","26.269517","Default Known Flow Node","Known Flow","373381.074442","633138.783436","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000359","Nodes","359","21.000000","26.267207","Default Known Flow Node","Known Flow","373406.557907","633162.020140","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199764","Nodes","-199764","21.000000","27.161599","Default Known Flow Node","Known Flow","373166.943850","633287.728857","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199777","Nodes","-199777","21.000000","26.666395","Default Known Flow Node","Known Flow","373281.994013","633288.792902","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199779","Nodes","-199779","21.000000","26.519598","Default Known Flow Node","Known Flow","373331.559743","633058.312470","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000403","Nodes","403","21.000000","26.058183","DDS demands","Known Flow","373352.062748","633420.269569","","0.000000","","","","","","","-3.510000","","","","","","","-3.138704","-3.510000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800085370","Nodes","-85370","21.000000","23.705458","Default Known Flow Node","Known Flow","373491.071786","633126.185489","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800085371","Nodes","-85371","21.000000","23.705458","Default Known Flow Node","Known Flow","373492.449633","633127.828024","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000118","Nodes","118","21.000000","39.720761","Default Known Flow Node","Known Flow","372833.660607","633840.289683","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000258","Nodes","258,","21.000000","39.223270","DDS demands","Known Flow","372882.007072","633839.366635","","0.000000","-15.220000","","","","","","-0.319999","","","","","","","-13.896147","-15.540000","","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","","",""
"64302800199587","Nodes","-199587","21.000000","37.159711","DDS demands","Known Flow","372712.666574","633881.845695","","0.000000","","","","","","","-2.679999","","","","","","","-2.396503","-2.679999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800199585","Nodes","","0.000000","36.236170","DDS demands","Known Flow","372677.017391","633918.009722","","0.000000","","","","","","","","","","-159.999991","","","","-143.074856","-159.999991","","","","","","","","","","","","","I2 PROFILE","","","",""
"64302800199602","Nodes","-199602","21.000000","40.176668","Default Known Flow Node","Known Flow","372746.801466","633988.073492","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000065","Nodes","65","21.000000","40.198407","DDS demands","Known Flow","372747.984584","633988.948724","","0.000000","-2.440000","","-13.159999","","","","-1.700000","","","","","","","-15.469969","-17.299999","","","","C1 PROFILE","","C3 PROFILE","","","","D1 PROFILE","","","","","","",""
"64302800000080","Nodes","80","21.000000","39.349575","DDS demands","Known Flow","372719.344482","633965.439608","","0.000000","-6.000000","","-4.559999","-2.470000","","","-7.159999","","","","","","","-18.054258","-20.189999","","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","","","D1 PROFILE","","","","","","",""
"64302800199590","Nodes","-199590","21.000000","39.519860","Default Known Flow Node","Known Flow","372717.853576","633967.032718","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000256","Nodes","256,","21.000000","37.624954","DDS demands","Known Flow","372732.455080","633943.998556","","0.000000","-5.760000","","","","","","-8.619999","","","","","","","-12.858853","-14.380000","","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","","",""
"64302800000297","Nodes","297","21.000000","36.842877","DDS demands","Known Flow","372781.236023","633855.154332","","0.000000","-2.809999","","","","","","-7.550000","","","","","","","-9.264097","-10.360000","","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","","",""
"64302800199611","Nodes","-199611","21.000000","37.106738","DDS demands","Known Flow","372764.157588","633889.065697","","0.000000","","","","","","","-1.469999","","","","","","","-1.314500","-1.469999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000086","Nodes","86,","21.000000","36.512474","DDS demands","Known Flow","372811.683166","633802.282244","","0.000000","-1.879999","","-9.279999","-1.409999","","","-20.869999","","","","","","","-29.902645","-33.440000","","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","","","D1 PROFILE","","","","","","",""
"64302800199609","Nodes","-199609","21.000000","40.526435","Default Known Flow Node","Known Flow","372762.289588","633966.588718","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000116","Nodes","116","21.000000","41.563664","Default Known Flow Node","Known Flow","372922.450631","633983.148722","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000259","Nodes","259","21.000000","41.500200","DDS demands","Known Flow","372928.508633","633973.105719","","0.000000","-3.950000","","","","","","0.000000","","","","","","","-3.532160","-3.950000","","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","","",""
"64302800199586","Nodes","-199586","21.000000","37.159711","Default Known Flow Node","Known Flow","372711.649574","633885.021695","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199576","Nodes","-199576,","21.000000","38.716093","DDS demands","Known Flow","372678.407565","633999.330727","","0.000000","","","","-9.359999","","","-0.349999","","","","","","","-8.682855","-9.710000","","","","","","","C4 PROFILE","","","D1 PROFILE","","","","","","",""
"64302800199607","Nodes","-199607","21.000000","37.226845","DDS demands","Known Flow","372756.282586","633904.039701","","0.000000","","","","","","","-3.869999","","","","","","","-3.460623","-3.869999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800199599","Nodes","-199599","21.000000","37.063879","Default Known Flow Node","Known Flow","372732.978580","633868.664691","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000127","Nodes","127","21.000000","25.666766","DDS demands","Known Flow","373342.079994","633522.689485","","0.000000","","","","","","","-14.279999","","","","","","","-12.769430","-14.279999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800093818","Nodes","-93818","21.000000","69.803445","DDS demands","Known Flow","373045.960705","633940.729590","","0.000000","-16.639999","","","","","","","","","","","","","-14.879785","-16.639999","","","","C1 PROFILE","","","","","","","","","","","","",""
"64302800000401","Nodes","401","21.000000","25.551677","DDS demands","Known Flow","373451.063019","633492.445026","","0.000000","","","","","","","-6.690000","","","","","","","-5.982318","-6.690000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000397","Nodes","397","21.000000","24.352984","Default Known Flow Node","Known Flow","373498.285485","633745.657791","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800101641","Nodes","-101641","21.000000","24.353712","Default Known Flow Node","Known Flow","373497.241601","633744.009189","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199740","Nodes","-199740","21.000000","24.872287","Default Known Flow Node","Known Flow","373511.497039","633614.965227","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000409","Nodes","409","21.000000","24.763562","DDS demands","Known Flow","373510.083986","633580.545655","","0.000000","","","","","","","-5.590000","","","","","","","-4.998678","-5.590000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800199760","Nodes","-199760","21.000000","25.641264","Default Known Flow Node","Known Flow","373872.756890","633552.503605","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000380","Nodes","380","21.000000","25.641264","DDS demands","Known Flow","373874.126890","633554.116605","","0.000000","","","","","","","-2.200000","","","","","","","-1.967279","-2.200000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000108","Nodes","108","21.000000","24.434295","Default Known Flow Node","Known Flow","373583.112367","633776.223428","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800112033","Nodes","-112033","21.000000","24.274555","Default Known Flow Node","Known Flow","373586.423812","633868.366691","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000045","Nodes","45","21.000000","38.883629","Default Known Flow Node","Known Flow","372243.474858","634474.344047","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000251","Nodes","251","21.000000","38.814875","DDS demands","Known Flow","372254.804450","634446.890848","","0.000000","","","","","","","-16.100000","","","","","","","-14.396908","-16.100000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64302800000366","Nodes","366,","21.000000","37.149667","DDS demands","Known Flow","372463.438506","634258.175797","","0.000000","-4.679999","","","","","","-29.150000","","","","","","","-30.251391","-33.829999","","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","","",""
"64302800000367","Nodes","367","21.000000","37.149667","Default Known Flow Node","Known Flow","372473.780509","634272.477801","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000368","Nodes","368","21.000000","37.321177","Default Known Flow Node","Known Flow","372466.184507","634289.586806","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800000073","Nodes","73,","21.000000","41.588281","DDS demands","Known Flow","372934.525575","634015.865515","","0.000000","-7.309999","","","-9.330000","","","-11.510000","","","","","","","-25.172234","-28.149999","","","","C1 PROFILE","","","C4 PROFILE","","","D1 PROFILE","","","","","","",""
"64302800199574","Nodes","-199574","21.000000","38.645219","Default Known Flow Node","Known Flow","372675.896564","634004.418728","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64302800199563","Nodes","-199563","21.000000","37.958818","Default Known Flow Node","Known Flow","372613.400702","634094.340990","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
