"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(TT)"
"64401000000315","Nodes","315","21.000000","30.058233","DDS demands","Known Flow","287572.090407","692856.164742","","0.000000","","","","","","","-9.130000","","","","","","","-8.164209","-9.130000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000016511","Nodes","-44","21.000000","35.039591","Default Known Flow Node","Known Flow","287543.053529","692697.473890","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000011933","Nodes","","21.000000","35.058483","Default Known Flow Node","Known Flow","287544.007399","692697.871699","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000396","Nodes","396","21.000000","29.453165","DDS demands","Known Flow","287446.396239","692972.651343","","0.000000","","","","","","","-6.880000","","","","","","","-6.152219","-6.880000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000000398","Nodes","398","21.000000","29.703495","Default Known Flow Node","Known Flow","287590.137865","692889.911270","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015420","Nodes","-107","21.000000","29.730828","Default Known Flow Node","Known Flow","287732.147014","692898.251197","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001145","Nodes","1145","21.000000","29.705607","DDS demands","Known Flow","287630.372768","692888.118265","","0.000000","","","","","","","-5.870000","","","","","","","-5.249059","-5.870000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000000281","Nodes","281","21.000000","24.795744","Default Known Flow Node","Known Flow","287714.305330","693239.099889","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016167","Nodes","-170","21.000000","24.774251","DDS demands","Known Flow","287722.435679","693244.301267","","0.000000","","","","","","","-2.700000","","","","","","","-2.414388","-2.700000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000012055","Nodes","","21.000000","24.923071","DDS demands","Known Flow","287725.350448","693257.860851","","0.000000","","","","","","","-2.309999","","","","","","","-2.065643","-2.309999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000001028","Nodes","1028","21.000000","29.387411","Default Known Flow Node","Known Flow","287220.508064","693119.601253","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000910","Nodes","910","21.000000","29.935623","DDS demands","Known Flow","287604.430636","693709.454600","","0.000000","","","","","","","-1.150000","","","","","","","-1.028350","-1.150000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000012086","Nodes","","21.000000","29.881636","Default Known Flow Node","Known Flow","287606.384416","693706.745973","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001030","Nodes","1030","21.000000","31.706487","Default Known Flow Node","Known Flow","287665.370030","693875.342375","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000197","Nodes","197","21.000000","31.892107","DDS demands","Known Flow","287642.081443","693860.546690","","0.000000","","","","","","","-9.609999","","","","","","","-8.593433","-9.609999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000012212","Nodes","","21.000000","31.892107","Default Known Flow Node","Known Flow","287647.052427","693851.979013","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016534","Nodes","-4904587","21.000000","26.159299","Default Known Flow Node","Known Flow","287599.505138","693465.503817","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001959","Nodes","1959","21.000000","26.159299","Default Known Flow Node","Known Flow","287601.094415","693464.965908","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000667","Nodes","667","21.000000","28.303103","DDS demands","Known Flow","287610.328616","693628.921975","","0.000000","","","","","","","-5.980000","","","","","","","-5.347423","-5.980000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000000206","Nodes","206","21.000000","28.098934","DDS demands","Known Flow","287576.256807","693664.457923","","0.000000","","","","","","","-3.790000","","","","","","","-3.389085","-3.790000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000015653","Nodes","-1462622","21.000000","28.011843","Default Known Flow Node","Known Flow","287579.094409","693676.590965","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000012064","Nodes","","21.000000","28.697536","Default Known Flow Node","Known Flow","287615.639418","693626.575952","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016527","Nodes","-4904572","21.000000","28.093581","Default Known Flow Node","Known Flow","287733.980645","693551.471445","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016268","Nodes","-189","21.000000","28.093581","Default Known Flow Node","Known Flow","287736.594451","693552.715932","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016425","Nodes","-230","21.000000","29.961144","Default Known Flow Node","Known Flow","287603.535195","693710.695997","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016538","Nodes","-4904594","21.000000","32.805763","Default Known Flow Node","Known Flow","287561.750603","694172.956251","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001937","Nodes","1937","21.000000","32.816156","DDS demands","Known Flow","287564.719405","694171.341100","","0.000000","","","","","","","-2.059999","","","","","","","-1.842088","-2.059999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000016564","Nodes","-4904703","21.000000","33.435377","Default Known Flow Node","Known Flow","287704.948037","694218.985499","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000002032","Nodes","2032","21.000000","32.354778","Default Known Flow Node","Known Flow","287637.844425","693918.716031","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000722","Nodes","722","21.000000","30.195939","DDS demands","Known Flow","287341.063308","694558.713027","","0.000000","","","","","","","-3.940000","","","","","","","-3.523218","-3.940000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000016599","Nodes","-578","21.000000","35.002892","Default Known Flow Node","Known Flow","288343.594139","692405.650137","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001678","Nodes","1678","21.000000","35.002892","Default Known Flow Node","Known Flow","288344.344617","692410.340621","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001684","Nodes","1684","21.000000","38.371622","DDS demands","Known Flow","288142.806545","692490.830671","","0.000000","-4.679999","","","","","","","","","","","","","-4.184939","-4.679999","","","","C1 PROFILE","","","","","","","","","","","","",""
"64401000000427","Nodes","427","21.000000","39.140039","Default Known Flow Node","Known Flow","288034.182718","692506.028177","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016546","Nodes","-4904629","21.000000","37.567732","Default Known Flow Node","Known Flow","288151.989305","692478.645962","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016615","Nodes","-619","21.000000","37.726379","Default Known Flow Node","Known Flow","288155.206429","692494.027838","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015602","Nodes","-1462493","21.000000","37.760949","Default Known Flow Node","Known Flow","288155.500876","692497.439408","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001042","Nodes","P00098841, Glasshouse Loan CSEP, 59.00","25.000000","37.460915","CSEP DDS Matched","Known Flow","288176.835080","692560.439453","","0.000000","","","","","","","","-58.999998","","","","","","-52.758853","-58.999998","","","","","","","","","","","DC PROFILE","","","","","",""
"64401000000411","Nodes","411","21.000000","28.079605","DDS demands","Known Flow","287743.837374","692800.400831","","0.000000","","","","","","","-5.889999","","","","","","","-5.266943","-5.889999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000000417","Nodes","417","21.000000","28.141783","DDS demands","Known Flow","287772.844461","692798.340726","","0.000000","-9.869999","","","","","","-16.219999","","","","","","","-23.330144","-26.089999","","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","","",""
"64401000016876","Nodes","-996","21.000000","31.358532","Default Known Flow Node","Known Flow","288323.094611","692972.340774","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016539","Nodes","","21.000000","29.480064","DDS demands","Known Flow","288331.365264","692674.229539","","0.000000","","","","","","","-2.059999","","","","","","","-1.842088","-2.059999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000016541","Nodes","-4904602","21.000000","28.125026","Default Known Flow Node","Known Flow","288121.466197","693219.396000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016563","Nodes","-4904702","21.000000","28.139072","Default Known Flow Node","Known Flow","288143.703714","693198.257866","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001647","Nodes","1647","21.000000","28.148319","DDS demands","Known Flow","288158.344566","693184.340831","","0.000000","-6.000000","","","","","","-6.449999","","","","","","","-11.133012","-12.449999","","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","","",""
"64401000016549","Nodes","-4904635","21.000000","29.845711","Default Known Flow Node","Known Flow","288224.527728","693166.451364","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016542","Nodes","-4904604","21.000000","29.845711","Default Known Flow Node","Known Flow","288228.060689","693162.480691","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016843","Nodes","-936","21.000000","31.674919","Default Known Flow Node","Known Flow","288338.219615","692901.590754","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015532","Nodes","-1344","21.000000","31.625025","Default Known Flow Node","Known Flow","287968.773872","693786.039161","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001609","Nodes","1609","21.000000","31.551783","DDS demands","Known Flow","287980.131887","693772.390281","","0.000000","","","","","","","-0.810000","","","","","","","-0.724316","-0.810000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000000217","Nodes","217","21.000000","29.491888","DDS demands","Known Flow","287799.507430","693622.974809","","0.000000","","","","","","","-15.039999","","","","","","","-13.449037","-15.039999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000000219","Nodes","219","21.000000","29.433940","DDS demands","Known Flow","287806.004613","693628.119400","","0.000000","","","","","","","-16.240000","","","","","","","-14.522098","-16.240000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000012657","Nodes","","21.000000","29.432122","Default Known Flow Node","Known Flow","287819.071474","693639.541955","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015682","Nodes","-1462687","21.000000","28.257090","Default Known Flow Node","Known Flow","288017.890924","693309.693454","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001119","Nodes","1119","21.000000","28.427537","DDS demands","Known Flow","287997.186805","693326.082770","","0.000000","","","","","","","-9.760000","","","","","","","-8.727566","-9.760000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000012486","Nodes","","21.000000","28.427385","Default Known Flow Node","Known Flow","287995.192522","693327.657870","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000192","Nodes","192","21.000000","29.492880","DDS demands","Known Flow","287880.603463","693800.629213","","0.000000","","","","","","","-14.959999","","","","","","","-13.377499","-14.959999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000000191","Nodes","191","21.000000","29.499268","DDS demands","Known Flow","287887.805955","693806.648667","","0.000000","","","","","","","-7.949999","","","","","","","-7.109032","-7.949999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000001930","Nodes","1930","21.000000","29.147610","Default Known Flow Node","Known Flow","288296.219604","693718.715977","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000267","Nodes","267","21.000000","27.077122","Default Known Flow Node","Known Flow","287840.351490","693380.369423","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000012093","Nodes","","21.000000","27.011743","Default Known Flow Node","Known Flow","287839.497479","693375.905883","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016545","Nodes","-4904628","21.000000","28.428493","DDS demands","Known Flow","287982.790072","693339.277128","","0.000000","","-10.150000","","","","","-8.180000","","","","","","","-16.391014","-18.330000","","","","","C2 PROFILE","","","","","D1 PROFILE","","","","","","",""
"64401000012685","Nodes","","21.000000","28.432798","DDS demands","Known Flow","287970.451515","693352.437877","","0.000000","","","","","","","-6.280000","","","","","","","-5.615688","-6.280000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000001482","Nodes","1482","21.000000","28.214872","DDS demands","Known Flow","288025.277418","693305.852038","","0.000000","","-6.000000","","","","","-5.760000","","","","","","","-10.516002","-11.759999","","","","","C2 PROFILE","","","","","D1 PROFILE","","","","","","",""
"64401000016524","Nodes","-4904553","21.000000","28.217110","Default Known Flow Node","Known Flow","288032.485412","693300.169226","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000002","Nodes","002","21.000000","28.653986","Default Known Flow Node","Known Flow","288302.588755","693296.338428","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016543","Nodes","-4904611","21.000000","28.224608","Default Known Flow Node","Known Flow","288056.490845","693280.926004","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001643","Nodes","1643","21.000000","28.187570","DDS demands","Known Flow","288075.719544","693262.965853","","0.000000","","","","","","","-7.780000","","","","","","","-6.957015","-7.780000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000000230","Nodes","230","21.000000","29.931744","DDS demands","Known Flow","288084.936778","693767.683221","","0.000000","","","","","","","-10.060000","","","","","","","-8.995832","-10.060000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000000680","Nodes","680","21.000000","28.577038","DDS demands","Known Flow","288021.469529","693577.840938","","0.000000","-0.119999","","","","","","","","","","","","","-0.107306","-0.120000","","","","C1 PROFILE","","","","","","","","","","","","",""
"64401000001933","Nodes","1933","21.000000","28.897987","Default Known Flow Node","Known Flow","288256.834465","693695.667644","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001975","Nodes","1975","21.000000","28.798350","Default Known Flow Node","Known Flow","288242.469589","693687.090968","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000232","Nodes","232","21.000000","28.938298","DDS demands","Known Flow","288161.564022","693714.701405","","0.000000","","","","","","","-6.409999","","","","","","","-5.731936","-6.409999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000000266","Nodes","266","21.000000","27.101098","DDS demands","Known Flow","287840.664666","693382.006252","","0.000000","","","","","","","-17.079999","","","","","","","-15.273241","-17.079999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000016482","Nodes","-327102","21.000000","28.504013","Default Known Flow Node","Known Flow","287940.014356","693384.547513","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015470","Nodes","-1167","21.000000","28.502729","Default Known Flow Node","Known Flow","287940.563049","693383.968670","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016455","Nodes","-326849","21.000000","28.434279","Default Known Flow Node","Known Flow","287969.818663","693353.105503","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001878","Nodes","1878","21.000000","27.576448","DDS demands","Known Flow","288208.594580","693595.715943","","0.000000","","","","","","","-11.689999","","","","","","","-10.453406","-11.689999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000000228","Nodes","228","21.000000","30.209306","DDS demands","Known Flow","288072.840676","693787.900254","","0.000000","","","","","","","-14.359999","","","","","","","-12.840968","-14.359999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000000016","Nodes","","21.000000","28.287940","Default Known Flow Node","Known Flow","287789.453012","693490.706849","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000012059","Nodes","","21.000000","28.476370","Default Known Flow Node","Known Flow","287851.104483","693444.669902","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001961","Nodes","1961","21.000000","30.790703","Default Known Flow Node","Known Flow","287973.594516","693784.715995","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015548","Nodes","-1378","21.000000","28.430373","Default Known Flow Node","Known Flow","287993.705533","693956.032790","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016464","Nodes","-326922","21.000000","28.426237","Default Known Flow Node","Known Flow","288002.989524","693973.271046","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000798","Nodes","","21.000000","28.402430","Default Known Flow Node","Known Flow","288012.405417","694005.473174","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015732","Nodes","-1462790","21.000000","28.467316","Default Known Flow Node","Known Flow","287977.356517","694016.298058","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001011","Nodes","1011","21.000000","33.186525","Default Known Flow Node","Known Flow","288637.903473","692080.247607","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000010","Nodes","EAGA, Riverside View, Alloa","21.000000","33.186525","Default Known Flow Node","Known Flow","288824.064397","692049.506412","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001020","Nodes","1020","21.000000","31.635198","Default Known Flow Node","Known Flow","288670.795621","692320.349268","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001941","Nodes","1941","21.000000","30.264159","Default Known Flow Node","Known Flow","288964.094785","692283.965586","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016560","Nodes","-4904681","21.000000","32.650089","Default Known Flow Node","Known Flow","288408.720510","692645.902095","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001382","Nodes","1382","21.000000","32.258328","DDS demands","Known Flow","288509.744793","692642.036145","","0.000000","","-4.730000","","","","","-2.140000","","","","","","","-6.143277","-6.869999","","","","","C2 PROFILE","","","","","D1 PROFILE","","","","","","",""
"64401000013120","Nodes","","21.000000","32.249967","Default Known Flow Node","Known Flow","288510.583662","692642.669684","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016562","Nodes","-4904692","21.000000","32.217092","Default Known Flow Node","Known Flow","288513.982703","692645.020090","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016557","Nodes","-4904658","21.000000","32.173296","Default Known Flow Node","Known Flow","288518.454584","692648.227626","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016646","Nodes","-671","21.000000","32.377335","Default Known Flow Node","Known Flow","288513.365808","692617.742630","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001347","Nodes","1347","21.000000","29.427969","DDS demands","Known Flow","288795.344739","692093.090534","","0.000000","","","","","","","-2.959999","","","","","","","-2.646885","-2.959999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000016873","Nodes","-993","21.000000","27.535718","Default Known Flow Node","Known Flow","288445.357164","692964.001091","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001669","Nodes","1669","21.000000","27.535718","DDS demands","Known Flow","288450.844646","692963.340771","","0.000000","-30.559998","","","","","","","","","","","","","-27.327298","-30.559998","","","","C1 PROFILE","","","","","","","","","","","","",""
"64401000001764","Nodes","1764","21.000000","29.304558","DDS demands","Known Flow","288752.346144","692886.471389","","0.000000","-21.290000","","","","","","","","","","","","","-19.037900","-21.290000","","","","C1 PROFILE","","","","","","","","","","","","",""
"64401000001765","Nodes","1765","21.000000","29.304558","Default Known Flow Node","Known Flow","288755.691729","692890.710751","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015989","Nodes","-1463456","21.000000","29.001473","Default Known Flow Node","Known Flow","288835.546458","692879.449473","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001392","Nodes","1392","21.000000","29.457120","DDS demands","Known Flow","288691.904139","692772.201414","","0.000000","","","","-6.919999","","","-5.749999","","","","","","","-11.329740","-12.669999","","","","","","","C4 PROFILE","","","D1 PROFILE","","","","","","",""
"64401000000489","Nodes","489","21.000000","28.353653","DDS demands","Known Flow","288738.469724","692741.090711","","0.000000","","","","","","","-0.529999","","","","","","","-0.473935","-0.529999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000000009","Nodes","","21.000000","27.881725","Default Known Flow Node","Known Flow","288742.218416","692733.972353","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000553","Nodes","553","21.000000","31.801260","DDS demands","Known Flow","288557.344675","692674.090692","","0.000000","","","","","","","-5.169999","","","","","","","-4.623106","-5.169999","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000016861","Nodes","-977","21.000000","29.548347","Default Known Flow Node","Known Flow","288547.318916","692947.287646","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000013151","Nodes","","21.000000","29.548347","Default Known Flow Node","Known Flow","288550.854673","692949.893768","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016680","Nodes","-712","21.000000","31.868685","Default Known Flow Node","Known Flow","288559.452978","692675.304564","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000488","Nodes","488","21.000000","30.978485","DDS demands","Known Flow","288638.818476","692722.367063","","0.000000","-2.039999","","","-2.939999","","","-6.800000","","","","","","","-10.533886","-11.780000","","","","C1 PROFILE","","","C4 PROFILE","","","D1 PROFILE","","","","","","",""
"64401000016704","Nodes","-747","21.000000","30.943730","Default Known Flow Node","Known Flow","288639.960193","692723.164048","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016553","Nodes","-4904649","21.000000","30.919849","Default Known Flow Node","Known Flow","288642.831989","692726.480562","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016561","Nodes","-4904684","21.000000","29.077268","Default Known Flow Node","Known Flow","288671.785252","692786.824324","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016013","Nodes","-1463518","21.000000","29.129144","Default Known Flow Node","Known Flow","288659.079405","692991.817822","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016725","Nodes","-784","21.000000","30.614085","Default Known Flow Node","Known Flow","288647.532985","692741.216444","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000016728","Nodes","-789","21.000000","30.614085","Default Known Flow Node","Known Flow","288650.570396","692744.051361","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015749","Nodes","-1462827","21.000000","30.614085","Default Known Flow Node","Known Flow","288652.219701","692745.590712","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001907","Nodes","1907","21.000000","29.297450","Default Known Flow Node","Known Flow","288803.318951","692844.976358","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000000012","Nodes","","21.000000","29.673900","Default Known Flow Node","Known Flow","288534.441600","692947.110148","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000013242","Nodes","","21.000000","29.618087","Default Known Flow Node","Known Flow","288543.313671","692949.652767","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001500","Nodes","1500","21.000000","27.732802","DDS demands","Known Flow","288390.969629","693410.215893","","0.000000","","","","-5.219999","","","-7.349999","","","","-3.749999","","","-14.593635","-16.319999","","","","","","","C4 PROFILE","","","D1 PROFILE","","","","I2 PROFILE","","",""
"64401000001007","Nodes","1007","21.000000","28.399426","DDS demands","Known Flow","288715.633527","693352.627633","","0.000000","","","","","","","-4.530000","","","","","","","-4.050807","-4.530000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000001024","Nodes","1024","21.000000","28.242324","Default Known Flow Node","Known Flow","288462.897318","693612.872272","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000001584","Nodes","1584","21.000000","27.565476","DDS demands","Known Flow","288362.603122","693333.525766","","0.000000","","","","","","","-1.990000","","","","","","","-1.779493","-1.990000","","","","","","","","","","D1 PROFILE","","","","","","",""
"64401000015746","Nodes","-1462820","21.000000","27.521992","Default Known Flow Node","Known Flow","288369.469624","693316.715867","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"64401000015502","Nodes","-1245","21.000000","27.761051","Default Known Flow Node","Known Flow","288465.758086","693497.543465","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
