"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)"
"64308000000090","Nodes","90",21.000000,49.958972,"DDS demands","Known Flow",310194.604792,667150.335501,,0.000000,,,,-0.199999,,,,-0.178843,-0.199999,,"",,,,"D1 PROFILE",,,
"64308000000091","Nodes","91",21.000000,46.771122,"DDS demands","Known Flow",310065.225527,667468.083834,,0.000000,,,,-7.900000,,,,-7.064321,-7.900000,,"",,,,"D1 PROFILE",,,
"64308000000001","Nodes","Kirknewton DG, Tel, Constant, Site ID 5857",21.000000,69.999999,"Default Known Pressure Node","Known Pressure",310566.100664,667061.083723,,4133.999952,,,,,,,,646.948760,723.480021,,"",,,,,,,
"64308000000014","Nodes","14",21.000000,67.596999,"DDS demands","Known Flow",310889.225751,667029.583714,,0.000000,,,,-23.170000,,,,-20.719029,-23.170000,,"",,,,"D1 PROFILE",,,
"64308000000015","Nodes","15",21.000000,67.305592,"DDS demands","Known Flow",310964.100772,667017.458711,,0.000000,,,,-4.349999,,,,-3.889847,-4.349999,,"",,,,"D1 PROFILE",,,
"64308000000013","Nodes","13",21.000000,69.249850,"DDS demands","Known Flow",310664.100690,667058.208722,,0.000000,,-38.270001,,-11.109999,,,,-44.156482,-49.380003,,"",,"C2 PROFILE",,"D1 PROFILE",,,
"64308000000025","Nodes","25",21.000000,69.238885,"DDS demands","Known Flow",310619.975678,667115.208738,,0.000000,,,,-0.699999,,,,-0.625952,-0.699999,,"",,,,"D1 PROFILE",,,
"64308000000022","Nodes","22",21.000000,60.126416,"DDS demands","Known Flow",311475.475911,667029.458714,,0.000000,,,,-22.450001,,,,-20.075192,-22.450001,,"",,,,"D1 PROFILE",,,
"64308000000031","Nodes","31",21.000000,64.122118,"DDS demands","Known Flow",310988.100778,667119.958739,,0.000000,,,,-27.529999,,-51.299998,,-70.491194,-78.829993,,"",,,,"D1 PROFILE",,"DM PROFILE",
"64308000000032","Nodes","32",21.000000,62.953049,"DDS demands","Known Flow",311194.850835,667116.583738,,0.000000,,,,-22.309998,,,,-19.949999,-22.309998,,"",,,,"D1 PROFILE",,,
"64308000000064","Nodes","64",21.000000,57.036062,"DDS demands","Known Flow",311433.100899,667061.958723,,0.000000,,,,-1.860000,,,,-1.663245,-1.860000,,"",,,,"D1 PROFILE",,,
"64308000000062","Nodes","62",21.000000,57.088841,"DDS demands","Known Flow",311402.600891,667078.583728,,0.000000,,,,-7.929999,,,,-7.091147,-7.929999,,"",,,,"D1 PROFILE",,,
"64308000000065","Nodes","65",21.000000,58.041413,"DDS demands","Known Flow",311385.100886,667013.083710,,0.000000,,,,-6.659999,,,,-5.955491,-6.659999,,"",,,,"D1 PROFILE",,,
"64308000000061","Nodes","61",21.000000,58.164540,"DDS demands","Known Flow",311368.100882,667057.333722,,0.000000,,,,-3.609999,,,,-3.228126,-3.609999,,"",,,,"D1 PROFILE",,,
"64308000000050","Nodes","50",21.000000,58.407980,"DDS demands","Known Flow",311499.646918,667259.272777,,0.000000,,,,-1.500000,,,,-1.341326,-1.500000,,"",,,,"D1 PROFILE",,,
"64308000000044","Nodes","44",21.000000,57.847444,"DDS demands","Known Flow",311386.100887,667247.708774,,0.000000,,,,-10.300000,,,,-9.210445,-10.300000,,"",,,,"D1 PROFILE",,,
"64308000000045","Nodes",,21.000000,57.745296,"Default Known Flow Node","Known Flow",311286.864860,667226.600768,,0.000000,,,,-2.779999,,,,-2.485925,-2.779999,,"",,,,"",,,
"64308000000048","Nodes","48",21.000000,57.847444,"Default Known Flow Node","Known Flow",311409.350893,667256.833776,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308000000043","Nodes","43",21.000000,58.119039,"DDS demands","Known Flow",311411.225893,667227.458768,,0.000000,,,,-7.459999,,,,-6.670865,-7.459999,,"",,,,"D1 PROFILE",,,
"64308000000046","Nodes","46",21.000000,58.355406,"DDS demands","Known Flow",311387.600887,667222.333767,,0.000000,,,,-3.299999,,,,-2.950918,-3.299999,,"",,,,"D1 PROFILE",,,
"64308000000033","Nodes","33",21.000000,62.087725,"DDS demands","Known Flow",311342.100875,667141.208745,,0.000000,,,,-3.020000,,,,-2.700538,-3.020000,,"",,,,"D1 PROFILE",,,
"64308000000042","Nodes","42",21.000000,61.402166,"DDS demands","Known Flow",311366.600881,667180.833756,,0.000000,,,,-11.190000,,,,-10.006298,-11.190000,,"",,,,"D1 PROFILE",,,
"64308000000034","Nodes","34",21.000000,61.656098,"DDS demands","Known Flow",311358.475879,667128.333741,,0.000000,,,,-11.579999,,,,-10.355043,-11.579999,,"",,,,"D1 PROFILE",,,
"64308000000035","Nodes","35",21.000000,59.974706,"DDS demands","Known Flow",311438.600901,667176.333754,,0.000000,,,,-16.969999,,,,-15.174876,-16.969999,,"",,,,"D1 PROFILE",,,
"64308000000036","Nodes","36",21.000000,59.510901,"DDS demands","Known Flow",311493.100916,667188.708758,,0.000000,,,,-8.869999,,,,-7.931712,-8.869999,,"",,,,"D1 PROFILE",,,
"64308000000063","Nodes","63",21.000000,55.996478,"DDS demands","Known Flow",311472.600910,667112.833737,,0.000000,,,,-15.479999,,,,-13.842492,-15.479999,,"",,,,"D1 PROFILE",,,
"64308000000041","Nodes","41",21.000000,61.562720,"DDS demands","Known Flow",311287.850860,667047.333719,,0.000000,,,,-11.680000,,,,-10.444465,-11.680000,,"",,,,"D1 PROFILE",,,
"64308000000047","Nodes","47",21.000000,58.091504,"DDS demands","Known Flow",311421.600896,667231.708769,,0.000000,,,,-2.640000,,,,-2.360735,-2.640000,,"",,,,"D1 PROFILE",,,
"64308000000051","Nodes","51",21.000000,58.322464,"DDS demands","Known Flow",311462.350907,667264.583778,,0.000000,,,,-3.619999,,,,-3.237068,-3.619999,,"",,,,"D1 PROFILE",,,
"64308000000052","Nodes","52",21.000000,52.628171,"DDS demands","Known Flow",311522.789924,667263.825778,,0.000000,,,,-7.420000,,,,-6.635097,-7.420000,,"",,,,"D1 PROFILE",,,
"64308000000037","Nodes","37",21.000000,59.173997,"DDS demands","Known Flow",311537.225928,667179.833755,,0.000000,,,,-5.330000,,,,-4.766181,-5.330000,,"",,,,"D1 PROFILE",,,
"64308000000049","Nodes","49",21.000000,58.990080,"DDS demands","Known Flow",311500.475918,667218.458766,,0.000000,,,,-3.039999,,,,-2.718422,-3.039999,,"",,,,"D1 PROFILE",,,
"64308000000066","Nodes","66",21.000000,60.096478,"DDS demands","Known Flow",311506.725919,667071.333726,,0.000000,,,,-2.499999,,,,-2.235544,-2.499999,,"",,,,"D1 PROFILE",,,
"64308000000023","Nodes","23",21.000000,56.528728,"DDS demands","Known Flow",311694.100970,667188.083757,,0.000000,,,,-16.780000,,,,-15.004977,-16.780000,,"",,,,"D1 PROFILE",,,
"64308000000040","Nodes","40",21.000000,56.676324,"DDS demands","Known Flow",311669.225964,667223.833767,,0.000000,,,,-7.420000,,,,-6.635097,-7.420000,,"",,,,"D1 PROFILE",,,
"64308000000060","Nodes","60",21.000000,56.233445,"DDS demands","Known Flow",311713.850976,667252.333775,,0.000000,,,,-8.989999,,,,-8.039018,-8.989999,,"",,,,"D1 PROFILE",,,
"64308000000039","Nodes","39",21.000000,56.990244,"DDS demands","Known Flow",311630.475953,667217.583766,,0.000000,,,,-1.840000,,,,-1.645360,-1.840000,,"",,,,"D1 PROFILE",,,
"64308000000056","Nodes","56",21.000000,56.865949,"DDS demands","Known Flow",311611.725948,667238.958771,,0.000000,,,,-11.459999,,,,-10.247737,-11.459999,,"",,,,"D1 PROFILE",,,
"64308000000057","Nodes","57",21.000000,56.803035,"DDS demands","Known Flow",311616.850949,667266.833779,,0.000000,,,,-2.380000,,,,-2.128238,-2.380000,,"",,,,"D1 PROFILE",,,
"64308000000038","Nodes","38",21.000000,57.627219,"DDS demands","Known Flow",311597.850944,667193.708759,,0.000000,,,,-2.799999,,,,-2.503810,-2.799999,,"",,,,"D1 PROFILE",,,
"64308000000055","Nodes","55",21.000000,57.598920,"DDS demands","Known Flow",311582.600940,667213.208764,,0.000000,,,,-4.079999,,,,-3.648408,-4.079999,,"",,,,"D1 PROFILE",,,
"64308000000059","Nodes","59",21.000000,56.757127,"DDS demands","Known Flow",311642.475956,667264.458778,,0.000000,,,,-1.389999,,,,-1.242962,-1.389999,,"",,,,"D1 PROFILE",,,
"64308000000058","Nodes","58",21.000000,56.836360,"DDS demands","Known Flow",311566.475936,667269.708780,,0.000000,,,,-1.460000,,,,-1.305558,-1.460000,,"",,,,"D1 PROFILE",,,
"64308000001000","Nodes","1000",21.000000,58.434619,"Default Known Flow Node","Known Flow",311456.600906,667253.708775,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308000000054","Nodes","54",21.000000,58.714737,"DDS demands","Known Flow",311542.850929,667244.833773,,0.000000,,,,-3.950000,,,,-3.532160,-3.950000,,"",,,,"D1 PROFILE",,,
"64308000000092","Nodes","92",21.000000,46.300577,"DDS demands","Known Flow",310362.975608,667540.833853,,0.000000,,,,-4.199999,,,,-3.755715,-4.199999,,"",,,,"D1 PROFILE",,,
"64308000000021","Nodes","21",21.000000,61.639347,"DDS demands","Known Flow",311415.352234,666986.211382,,0.000000,,,,-1.209999,,,,-1.082003,-1.209999,,"",,,,"D1 PROFILE",,,
"64308000000085","Nodes","85",21.000000,55.760082,"DDS demands","Known Flow",311586.850941,666973.458699,,0.000000,,,,-14.210000,,,,-12.706836,-14.210000,,"",,,,"D1 PROFILE",,,
"64308000000087","Nodes","87",21.000000,56.062392,"DDS demands","Known Flow",311502.225918,666962.208696,,0.000000,,,,-8.529999,,,,-7.627678,-8.529999,,"",,,,"D1 PROFILE",,,
"64308000000080","Nodes","P07114843, Station Road, -17.26",24.000000,69.875593,"CSEP DDS Matched","Known Flow",310587.646688,667062.986227,,0.000000,,,,,-17.260000,,,-15.434201,-17.260000,,"",,,,,"",,
"64308000000096","Nodes","96",21.000000,64.813517,"Default Known Flow Node","Known Flow",311079.850803,667062.333723,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308000000086","Nodes","86",21.000000,56.243432,"DDS demands","Known Flow",311562.475935,667015.583711,,0.000000,,,,-2.720000,,,,-2.432272,-2.720000,,"",,,,"D1 PROFILE",,,
"64308000000078","Nodes","78",21.000000,56.717794,"DDS demands","Known Flow",311660.225961,667163.333751,,0.000000,,,,-13.080000,,,,-11.696370,-13.080000,,"",,,,"D1 PROFILE",,,
"64308000000094","Nodes","94",21.000000,56.459214,"DDS demands","Known Flow",311691.475970,667134.333743,,0.000000,,,,-9.069999,,,,-8.110555,-9.069999,,"",,,,"D1 PROFILE",,,
"64308000000082","Nodes","82",21.000000,56.184389,"DDS demands","Known Flow",311687.350969,667074.708727,,0.000000,,,,-14.460000,,,,-12.930391,-14.460000,,"",,,,"D1 PROFILE",,,
"64308000000083","Nodes","83",21.000000,56.110046,"DDS demands","Known Flow",311637.975955,667032.208715,,0.000000,,,,-15.680000,,,,-14.021337,-15.680000,,"",,,,"D1 PROFILE",,,
"64308000000089","Nodes","89",21.000000,55.913789,"DDS demands","Known Flow",311666.850963,666998.083706,,0.000000,,,,-6.419999,,,,-5.740878,-6.419999,,"",,,,"D1 PROFILE",,,
"64308000000095","Nodes","95",21.000000,56.232586,"DDS demands","Known Flow",311731.600981,667166.333752,,0.000000,,,,-5.449999,,,,-4.873487,-5.449999,,"",,,,"D1 PROFILE",,,
"64308000000079","Nodes","79",21.000000,56.310956,"DDS demands","Known Flow",311720.225978,667101.333734,,0.000000,,,,-13.959999,,,,-12.483281,-13.959999,,"",,,,"D1 PROFILE",,,
"64308000000088","Nodes","88",21.000000,56.184389,"Default Known Flow Node","Known Flow",311707.975974,667051.958720,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308000000053","Nodes","P00054288, Kaimes Grove, -48.83",22.999998,52.045147,"CSEP DDS Matched","Known Flow",311735.298474,667208.993669,,0.000000,,,,,-48.830000,,,-43.664661,-48.830000,,"",,,,,"",,
"64308000000024","Nodes",,21.000000,51.809293,"Default Known Flow Node","Known Flow",311814.926003,667169.890753,,0.000000,,,,-4.810000,,,,-4.301188,-4.810000,,"",,,,"",,,
"64308000000027","Nodes","27",21.000000,62.065389,"DDS demands","Known Flow",310922.779761,667172.347753,,0.000000,,,,-3.540000,,,,-3.165531,-3.540000,,"",,,,"D1 PROFILE",,,
"64308000000028","Nodes","28",21.000000,61.909956,"DDS demands","Known Flow",310869.100746,667115.583738,,0.000000,,,,-7.060000,,,,-6.313178,-7.060000,,"",,,,"D1 PROFILE",,,
"64308000000006","Nodes","6",21.000000,68.378882,"Default Known Flow Node","Known Flow",310777.109622,667044.118045,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308000000026","Nodes","26",21.000000,62.929772,"DDS demands","Known Flow",310939.903765,667125.583740,,0.000000,,,,-9.840000,,,,-8.799104,-9.840000,,"",,,,"D1 PROFILE",,,
"64308000000030","Nodes","30",21.000000,63.205341,"DDS demands","Known Flow",310977.475775,667051.083720,,0.000000,,,,-4.179999,,,,-3.737830,-4.179999,,"",,,,"D1 PROFILE",,,
"64308000000029","Nodes","29",21.000000,61.829367,"DDS demands","Known Flow",310907.953757,667195.929760,,0.000000,,,,-8.539999,,,,-7.636620,-8.539999,,"",,,,"D1 PROFILE",,,
"64308000000007","Nodes","7",21.000000,64.813517,"Default Known Flow Node","Known Flow",311004.100783,667067.833725,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308000011719","Nodes",,21.000000,52.012739,"Point Loads","Known Flow",311748.770313,667195.882974,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308010000025","Nodes","-25",21.000000,69.325022,"Default Known Flow Node","Known Flow",310655.475688,667058.708722,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308000000104","Nodes","Braekirk Gardens RRI",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",310117.475541,667130.958742,,9998.999917,,,,,,,,8.942178,9.999999,,"",,,,,,,
"64308000000106","Nodes",,21.000000,49.978320,"Default Known Flow Node","Known Flow",310121.600543,667130.333742,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308000000105","Nodes",,21.000000,50.081036,"DDS demands","Known Flow",310159.975553,667120.958739,,0.000000,,,,-4.999999,,,,-4.471089,-4.999999,,"",,,,"D1 PROFILE",,,
"64308000000107","Nodes",,21.000000,49.927435,"DDS demands","Known Flow",310124.850543,667161.708750,,0.000000,,,,-4.999999,,,,-4.471089,-4.999999,,"",,,,"D1 PROFILE",,,
"64308010000021","Nodes","-21",21.000000,69.249850,"Default Known Flow Node","Known Flow",310664.975690,667047.583719,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308004904539","Nodes","-4904539",21.000000,69.968306,"Default Known Flow Node","Known Flow",310569.354587,667059.832938,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308010000006","Nodes","-6",21.000000,64.745441,"Default Known Flow Node","Known Flow",311162.225826,666944.333691,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308000000132","Nodes",,21.000000,68.265289,"Default Known Flow Node","Known Flow",310791.838016,667042.252228,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308001462513","Nodes","-1462513",21.000000,68.253766,"Default Known Flow Node","Known Flow",310780.621722,667096.096732,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308000000133","Nodes",,21.000000,68.265289,"Default Known Flow Node","Known Flow",310791.703725,667039.268717,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308000000134","Nodes",,21.000000,68.348747,"Default Known Flow Node","Known Flow",310768.922719,666966.819697,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308010000086","Nodes","-86",21.000000,58.476989,"Default Known Flow Node","Known Flow",311501.850918,667250.458774,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308010000082","Nodes","-82",21.000000,58.739658,"Default Known Flow Node","Known Flow",311534.850927,667229.208769,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308001462476","Nodes","-1462476",21.000000,58.951499,"Default Known Flow Node","Known Flow",311535.975927,667224.583767,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308000000011","Nodes","-11",21.000000,61.573207,"Default Known Flow Node","Known Flow",311416.850895,666989.208703,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308000000081","Nodes","-81",21.000000,58.097274,"Default Known Flow Node","Known Flow",311409.890494,667228.871210,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308010000016","Nodes","-16",21.000000,56.107741,"Default Known Flow Node","Known Flow",311635.475954,667029.333714,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308010000083","Nodes","-83",21.000000,58.617677,"Default Known Flow Node","Known Flow",311506.225919,667232.458770,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308010000022","Nodes","-22",21.000000,56.184389,"Default Known Flow Node","Known Flow",311699.475972,667052.958721,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308010000089","Nodes","-89",21.000000,58.396350,"Default Known Flow Node","Known Flow",311496.600917,667271.833780,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308001462505","Nodes","-1462505",21.000000,56.268381,"Default Known Flow Node","Known Flow",311761.975989,667108.583736,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308001462475","Nodes","-1462475",21.000000,56.184389,"Default Known Flow Node","Known Flow",311693.350970,667046.333719,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308000000198","Nodes",,21.000000,51.781972,"Default Known Flow Node","Known Flow",311812.699003,667179.650755,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308000000202","Nodes",,21.000000,52.004051,"Default Known Flow Node","Known Flow",311751.958986,667191.095758,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308000000203","Nodes",,21.000000,51.861715,"Default Known Flow Node","Known Flow",311780.294994,667201.017761,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308010000076","Nodes","-76",21.000000,52.043104,"Default Known Flow Node","Known Flow",311736.221577,667208.205026,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308001462473","Nodes","-1462473",21.000000,52.043104,"Default Known Flow Node","Known Flow",311733.600981,667206.583763,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
