"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"64302600000066","Nodes","66","21.000000","34.681958","DDS demands","Known Flow","301783.008274","662805.347565","","0.000000","","","","-16.950000","","","","","","","-15.156992","-16.950000","","","","","","D1 PROFILE","","","","","",""
"64302600001001","Nodes","","21.000000","36.848331","Default Known Flow Node","Known Flow","301362.516187","662956.493851","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000131","Nodes","131","21.000000","37.711079","DDS demands","Known Flow","301413.807405","662982.237725","","0.000000","","","","-8.779999","","","","","","","-7.851232","-8.779999","","","","","","D1 PROFILE","","","","","",""
"64302600001002","Nodes","","21.000000","35.483879","Default Known Flow Node","Known Flow","301313.369831","662938.706175","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000022","Nodes","22","21.000000","25.225246","DDS demands","Known Flow","301125.291095","662808.836566","","0.000000","","","","-5.209999","","","","","","","-4.658874","-5.209999","","","","","","D1 PROFILE","","","","","",""
"64302600001003","Nodes","","21.000000","29.588348","Default Known Flow Node","Known Flow","301208.695580","662865.447038","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000289","Nodes","289","21.000000","35.581910","DDS demands","Known Flow","301308.327144","662926.339598","","0.000000","","","","-18.170000","","","","","","","-16.247937","-18.170000","","","","","","D1 PROFILE","","","","","",""
"64302600000281","Nodes","281","21.000000","25.999598","DDS demands","Known Flow","302570.558948","664051.310063","","0.000000","","","","-4.929999","","","","","","","-4.408493","-4.929999","","","","","","D1 PROFILE","","","","","",""
"64302600001005","Nodes","Logger 9085, 4 Ennis Park, Polbeth","21.000000","25.488067","Val Log Post","Known Flow","302551.233863","664040.158017","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000282","Nodes","282","21.000000","25.113013","DDS demands","Known Flow","302534.855478","664032.668899","","0.000000","","","","-0.889999","","","","","","","-0.795853","-0.889999","","","","","","D1 PROFILE","","","","","",""
"64302600000304","Nodes","304","21.000000","33.853145","Default Known Flow Node","Known Flow","302978.158599","664106.221919","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000309","Nodes","309","21.000000","32.956546","DDS demands","Known Flow","302713.232527","663916.570867","","0.000000","-9.009999","","","-8.539999","","","","","","","-15.693522","-17.549999","","","C1 PROFILE","","","D1 PROFILE","","","","","",""
"64302600000276","Nodes","276","21.000000","22.843240","DDS demands","Known Flow","300965.662051","662758.419552","","0.000000","","","","-10.739999","","","","","","","-9.603898","-10.739999","","","","","","D1 PROFILE","","","","","",""
"64302600000301","Nodes","301","21.000000","22.705534","DDS demands","Known Flow","300981.352055","662775.979557","","0.000000","","","","-7.900000","","","","","","","-7.064320","-7.900000","","","","","","D1 PROFILE","","","","","",""
"64302600000028","Nodes","Young Street, 9527, Catheter Logger","21.000000","38.922448","DDS demands","Known Flow","301462.264545","662929.660445","","0.000000","","","-14.199999","-3.309999","","","","","","","-15.657752","-17.509998","","","","","C4 PROFILE","D1 PROFILE","","","","","",""
"64302600000317","Nodes","317","21.000000","38.630552","Default Known Flow Node","Known Flow","301450.208183","662959.985607","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000025","Nodes","25","21.000000","24.562011","DDS demands","Known Flow","301253.489129","662785.677560","","0.000000","","","","-8.189999","","","","","","","-7.323643","-8.189999","","","","","","D1 PROFILE","","","","","",""
"64302600000077","Nodes","77","21.000000","24.197292","DDS demands","Known Flow","301318.385147","662869.735582","","0.000000","","","","-5.689999","","","","","","","-5.088098","-5.689999","","","","","","D1 PROFILE","","","","","",""
"64302600001636","Nodes","P12128984, DEV@SOCIETY LANE OFF MAIN STREET, -14.03SCMH","22.999998","36.624259","CSEP Unmatched","Known Flow","301550.106364","663051.835671","","0.000000","","","","","","","","","-14.029999","","-12.545874","-14.029999","","","","","","","","","","","PL-DC PROFILE",""
"64302600000127","Nodes","127","21.000000","29.329861","Default Known Flow Node","Known Flow","301341.025099","662989.121379","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000291","Nodes","291","21.000000","29.725368","Default Known Flow Node","Known Flow","301343.207154","662966.591609","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000292","Nodes","292","21.000000","35.041243","Default Known Flow Node","Known Flow","301343.486695","662931.196466","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000313","Nodes","313","21.000000","35.023313","Default Known Flow Node","Known Flow","301336.448423","662948.707544","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000316","Nodes","316","21.000000","38.630552","Default Known Flow Node","Known Flow","301458.432185","662965.648609","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000324","Nodes","324","21.000000","38.768202","DDS demands","Known Flow","301483.701319","662911.496776","","0.000000","","","","-7.999999","","","","","","","-7.153742","-7.999999","","","","","","D1 PROFILE","","","","","",""
"64302600000225","Nodes","225","21.000000","31.162093","DDS demands","Known Flow","301888.760772","662965.369150","","0.000000","","","","-4.819999","","","","","","","-4.310129","-4.819999","","","","","","D1 PROFILE","","","","","",""
"64302600000212","Nodes","212","21.000000","31.041195","DDS demands","Known Flow","301905.602307","662924.118597","","0.000000","","","","-8.600000","","","","","","","-7.690273","-8.600000","","","","","","D1 PROFILE","","","","","",""
"64302600000217","Nodes","217","21.000000","31.851367","DDS demands","Known Flow","301982.449154","662977.677455","","0.000000","","","","-4.510000","","","","","","","-4.032922","-4.510000","","","","","","D1 PROFILE","","","","","",""
"64302600000218","Nodes","218","21.000000","31.766132","DDS demands","Known Flow","301984.399686","662947.893974","","0.000000","","","","-1.900000","","","","","","","-1.699013","-1.900000","","","","","","D1 PROFILE","","","","","",""
"64302600000038","Nodes","38","21.000000","34.739619","DDS demands","Known Flow","301717.703256","662993.602616","","0.000000","","","","-12.229999","","","","","","","-10.936284","-12.229999","","","","","","D1 PROFILE","","","","","",""
"64302600000065","Nodes","65","21.000000","34.739262","DDS demands","Known Flow","301793.185276","662895.725590","","0.000000","","","","-10.830000","","","","","","","-9.684379","-10.830000","","","","","","D1 PROFILE","","","","","",""
"64302600000116","Nodes","116","21.000000","34.982311","DDS demands","Known Flow","301621.557230","662965.826609","","0.000000","-1.049999","","","","","","","","","","-0.938928","-1.049999","","","C1 PROFILE","","","","","","","","",""
"64302600000120","Nodes","120","21.000000","34.983010","DDS demands","Known Flow","301581.940872","662967.158782","","0.000000","","-38.009996","","-6.309999","","","","","","","-39.631728","-44.319997","","","","C2 PROFILE","","D1 PROFILE","","","","","",""
"64302600000342","Nodes","342","21.000000","33.608083","Default Known Flow Node","Known Flow","301646.324236","662908.853593","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000341","Nodes","341","21.000000","33.608083","Default Known Flow Node","Known Flow","301657.383239","662903.838592","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000339","Nodes","339","21.000000","33.608083","Default Known Flow Node","Known Flow","301666.559242","662924.508597","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000211","Nodes","211","21.000000","31.271519","DDS demands","Known Flow","301878.429043","662985.718391","","0.000000","","","","-3.319999","","","","","","","-2.968802","-3.319999","","","","","","D1 PROFILE","","","","","",""
"64302600000226","Nodes","226","21.000000","31.285173","DDS demands","Known Flow","301855.418293","662997.782617","","0.000000","","","","-4.750000","","","","","","","-4.247534","-4.750000","","","","","","D1 PROFILE","","","","","",""
"64302600000219","Nodes","219","21.000000","31.674029","DDS demands","Known Flow","301986.056361","662913.547272","","0.000000","","","","-9.529999","","","","","","","-8.521895","-9.529999","","","","","","D1 PROFILE","","","","","",""
"64302600000122","Nodes","122","21.000000","32.508820","DDS demands","Known Flow","301643.167879","662834.131200","","0.000000","","","","-7.139999","","","","","","","-6.384714","-7.139999","","","","","","D1 PROFILE","","","","","",""
"64302600001648","Nodes","-73","21.000000","32.549495","Default Known Flow Node","Known Flow","301640.893657","662824.243128","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000268","Nodes","268","21.000000","32.835718","DDS demands","Known Flow","301654.717239","662855.572579","","0.000000","","","","-3.569999","","","","","","","-3.192357","-3.569999","","","","","","D1 PROFILE","","","","","",""
"64302600000043","Nodes","43","21.000000","33.317627","DDS demands","Known Flow","301664.575241","662867.845582","","0.000000","","","","-15.739999","","","","","","","-14.074987","-15.739999","","","","","","D1 PROFILE","","","","","",""
"64302600000340","Nodes","340","21.000000","33.652514","Default Known Flow Node","Known Flow","301676.004244","662895.353589","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000270","Nodes","270","21.000000","32.489190","DDS demands","Known Flow","301619.798229","662785.912560","","0.000000","","","","-2.259999","","","","","","","-2.020932","-2.259999","","","","","","D1 PROFILE","","","","","",""
"64302600000060","Nodes","60","21.000000","26.394438","DDS demands","Known Flow","302379.959903","662893.675476","","0.000000","","","","-9.970000","","","","","","","-8.915351","-9.970000","","","","","","D1 PROFILE","","","","","",""
"64302600000271","Nodes","271","21.000000","36.799238","Default Known Flow Node","Known Flow","301470.788435","663031.913854","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000199","Nodes","199","21.000000","35.642654","DDS demands","Known Flow","301454.188568","663068.136598","","0.000000","","","","-6.030000","","","","","","","-5.392133","-6.030000","","","","","","D1 PROFILE","","","","","",""
"64302600000110","Nodes","110","21.000000","33.705312","DDS demands","Known Flow","301355.375157","663043.796630","","0.000000","","","","-9.890000","","","","","","","-8.843814","-9.890000","","","","","","D1 PROFILE","","","","","",""
"64302600000403","Nodes","403","21.000000","29.524255","Default Known Flow Node","Known Flow","301491.285205","663434.839569","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000279","Nodes","279","21.000000","29.492835","DDS demands","Known Flow","301499.290000","663438.542737","","0.000000","","","","-14.219999","","","","","","","-12.715776","-14.219999","","","","","","D1 PROFILE","","","","","",""
"64302600000277","Nodes","277","21.000000","29.717765","DDS demands","Known Flow","301491.932286","663390.832695","","0.000000","","","","-3.069999","","","","","","","-2.745248","-3.069999","","","","","","D1 PROFILE","","","","","",""
"64302600000203","Nodes","203","21.000000","34.721701","DDS demands","Known Flow","301479.658300","663089.758234","","0.000000","","","","-9.119999","","","","","","","-8.155266","-9.119999","","","","","","D1 PROFILE","","","","","",""
"64302600000102","Nodes","102","21.000000","34.662449","Default Known Flow Node","Known Flow","301493.659193","663108.906228","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000202","Nodes","202","21.000000","35.547738","DDS demands","Known Flow","301461.922413","663071.527206","","0.000000","","","","-1.890000","","","","","","","-1.690071","-1.890000","","","","","","D1 PROFILE","","","","","",""
"64302600000103","Nodes","103","21.000000","35.307602","Default Known Flow Node","Known Flow","301442.585768","663086.977011","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000108","Nodes","108","21.000000","34.487113","Default Known Flow Node","Known Flow","301385.776711","663056.902448","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000111","Nodes","111","21.000000","33.705312","Default Known Flow Node","Known Flow","301362.509159","663030.055626","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000105","Nodes","105","21.000000","35.006192","Default Known Flow Node","Known Flow","301402.255252","663090.510444","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000107","Nodes","107","21.000000","35.293708","Default Known Flow Node","Known Flow","301439.646105","663093.665345","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000297","Nodes","297","21.000000","28.701717","DDS demands","Known Flow","301272.587135","663284.877695","","0.000000","","","","-9.300000","","","","","","","-8.316225","-9.300000","","","","","","D1 PROFILE","","","","","",""
"64302600000220","Nodes","220","21.000000","31.829658","DDS demands","Known Flow","301938.939316","662980.081612","","0.000000","","","","-5.389999","","","","","","","-4.819833","-5.389999","","","","","","D1 PROFILE","","","","","",""
"64302600000216","Nodes","216","21.000000","31.963916","DDS demands","Known Flow","301975.020326","663013.460622","","0.000000","","","","-5.249999","","","","","","","-4.694643","-5.249999","","","","","","D1 PROFILE","","","","","",""
"64302600000215","Nodes","215","21.000000","31.088092","DDS demands","Known Flow","301843.740290","662991.137615","","0.000000","","","","-8.020000","","","","","","","-7.171627","-8.020000","","","","","","D1 PROFILE","","","","","",""
"64302600000333","Nodes","P07111082, Stewart Street, -18.9","24.000000","35.246739","CSEP DDS Matched","Known Flow","301568.622215","662990.350615","","0.000000","","","","","-18.900000","","","","","","-16.900717","-18.900000","","","","","","","DC PROFILE","","","","",""
"64302600000119","Nodes","119","21.000000","36.624103","DDS demands","Known Flow","301541.768833","663042.690810","","0.000000","","","-0.220000","-9.500000","","","","","","","-8.691796","-9.720000","","","","","C4 PROFILE","D1 PROFILE","","","","","",""
"64302600000295","Nodes","295","21.000000","29.968469","DDS demands","Known Flow","301631.818232","663389.061724","","0.000000","","","","-5.489999","","","","","","","-4.909255","-5.489999","","","","","","D1 PROFILE","","","","","",""
"64302600000101","Nodes","101","21.000000","34.662449","Default Known Flow Node","Known Flow","301510.534345","663117.285930","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000052","Nodes","52","21.000000","34.217896","DDS demands","Known Flow","301826.137971","663086.326396","","0.000000","-1.279999","","","-16.940001","","","","","","","-16.292649","-18.220001","","","C1 PROFILE","","","D1 PROFILE","","","","","",""
"64302600000358","Nodes","358","21.000000","34.262273","Default Known Flow Node","Known Flow","301797.109277","663063.848635","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000336","Nodes","336","21.000000","36.141686","Default Known Flow Node","Known Flow","301609.388226","663046.101630","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000370","Nodes","370","21.000000","34.600846","Default Known Flow Node","Known Flow","301756.795266","663143.800657","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000371","Nodes","371","21.000000","34.598368","Default Known Flow Node","Known Flow","301767.760049","663149.971371","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000071","Nodes","71","21.000000","34.371044","DDS demands","Known Flow","301882.658185","663198.014728","","0.000000","-5.599999","","","-17.739999","","","","","","","-20.871042","-23.339999","","","C1 PROFILE","","","D1 PROFILE","","","","","",""
"64302600000344","Nodes","344","21.000000","31.576437","Default Known Flow Node","Known Flow","301896.012304","663004.547619","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000210","Nodes","210","21.000000","31.962515","DDS demands","Known Flow","301916.003310","663025.460625","","0.000000","","","","-3.839999","","","","","","","-3.433796","-3.839999","","","","","","D1 PROFILE","","","","","",""
"64302600000366","Nodes","366","21.000000","33.472750","Default Known Flow Node","Known Flow","301942.654165","663241.034716","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000404","Nodes","Logger ?, 15 Westwood View","21.000000","29.458148","Val Log Post","Known Flow","301526.485952","663435.884133","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000364","Nodes","364","21.000000","34.298171","Default Known Flow Node","Known Flow","301808.410371","663231.578213","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000207","Nodes","207","21.000000","33.855060","DDS demands","Known Flow","301982.115749","663183.474951","","0.000000","-5.969999","","","-6.419999","","","","","","","-11.079357","-12.390000","","","C1 PROFILE","","","D1 PROFILE","","","","","",""
"64302600000121","Nodes","121","21.000000","34.226308","DDS demands","Known Flow","301983.418949","663083.437193","","0.000000","","","","-8.020000","","","","","","","-7.171627","-8.020000","","","","","","D1 PROFILE","","","","","",""
"64302600000209","Nodes","209","21.000000","32.071111","DDS demands","Known Flow","301952.072033","663054.420449","","0.000000","","","","-7.040000","","","","","","","-6.295293","-7.040000","","","","","","D1 PROFILE","","","","","",""
"64302600000036","Nodes","36","21.000000","34.759629","DDS demands","Known Flow","301719.412316","663001.993656","","0.000000","","","","-0.519999","","","","","","","-0.464993","-0.519999","","","","","","D1 PROFILE","","","","","",""
"64302600000206","Nodes","206","21.000000","34.788318","DDS demands","Known Flow","301732.414865","663050.103432","","0.000000","","","","-16.360000","","","","","","","-14.629403","-16.360000","","","","","","D1 PROFILE","","","","","",""
"64302600001640","Nodes","-162","21.000000","34.785515","Default Known Flow Node","Known Flow","301657.857799","663042.881779","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000367","Nodes","367","21.000000","34.622516","Default Known Flow Node","Known Flow","301761.178268","663163.227662","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000046","Nodes","46","21.000000","34.793739","DDS demands","Known Flow","301725.773342","663141.694005","","0.000000","-4.960000","","","-4.719999","","","","","","","-8.656028","-9.679999","","","C1 PROFILE","","","D1 PROFILE","","","","","",""
"64302600000359","Nodes","359","21.000000","34.882650","Default Known Flow Node","Known Flow","301737.152261","663113.133649","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000233","Nodes","233","21.000000","33.271501","DDS demands","Known Flow","301671.207515","663191.076274","","0.000000","","","","-6.269999","","","","","","","-5.606745","-6.269999","","","","","","D1 PROFILE","","","","","",""
"64302600000274","Nodes","274","21.000000","33.030989","DDS demands","Known Flow","301632.553283","663178.840132","","0.000000","","","","-8.979999","","","","","","","-8.030075","-8.979999","","","","","","D1 PROFILE","","","","","",""
"64302600000035","Nodes","35","21.000000","35.128531","DDS demands","Known Flow","301573.732217","663183.451668","","0.000000","","","","-7.849999","","","","","","","-7.019609","-7.849999","","","","","","D1 PROFILE","","","","","",""
"64302600000338","Nodes","338","21.000000","36.141686","Default Known Flow Node","Known Flow","301635.374233","663060.000634","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000197","Nodes","197","21.000000","35.980351","DDS demands","Known Flow","301657.670239","663011.884621","","0.000000","","","","-7.109999","","","","","","","-6.357888","-7.109999","","","","","","D1 PROFILE","","","","","",""
"64302600000360","Nodes","360","21.000000","34.882650","Default Known Flow Node","Known Flow","301745.943263","663115.558649","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000368","Nodes","368","21.000000","34.760377","Default Known Flow Node","Known Flow","301777.261287","663153.967499","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000361","Nodes","361","21.000000","34.560445","Default Known Flow Node","Known Flow","301767.494011","663203.264970","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000132","Nodes","132","21.000000","34.209705","DDS demands","Known Flow","301793.693602","663236.829781","","0.000000","","","","-8.770000","","","","","","","-7.842290","-8.770000","","","","","","D1 PROFILE","","","","","",""
"64302600000373","Nodes","373","21.000000","34.315285","Default Known Flow Node","Known Flow","301889.623457","663178.614493","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000070","Nodes","70","21.000000","32.920720","DDS demands","Known Flow","301971.616182","663265.050798","","0.000000","-10.699999","","","-9.140000","","","","","","","-17.741280","-19.839998","","","C1 PROFILE","","","D1 PROFILE","","","","","",""
"64302600000048","Nodes","48","21.000000","32.593122","DDS demands","Known Flow","302021.651971","663324.089434","","0.000000","","","-3.899999","-4.730000","","","","","","","-7.717099","-8.630000","","","","","C4 PROFILE","D1 PROFILE","","","","","",""
"64302600000231","Nodes","231","21.000000","31.095978","DDS demands","Known Flow","302495.479452","663108.554333","","0.000000","","","","-8.039999","","","","","","","-7.189510","-8.039999","","","","","","D1 PROFILE","","","","","",""
"64302600000249","Nodes","249","21.000000","30.730651","DDS demands","Known Flow","302371.546679","663161.916575","","0.000000","","","","-10.410000","","","","","","","-9.308807","-10.410000","","","","","","D1 PROFILE","","","","","",""
"64302600000378","Nodes","378","21.000000","31.952229","Default Known Flow Node","Known Flow","302098.347378","663213.464546","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000242","Nodes","242","21.000000","32.668044","DDS demands","Known Flow","302137.297084","663117.718054","","0.000000","","","","-5.579999","","","","","","","-4.989735","-5.579999","","","","","","D1 PROFILE","","","","","",""
"64302600000259","Nodes","259","21.000000","30.452664","DDS demands","Known Flow","302312.392796","663321.993365","","0.000000","","","","-12.470000","","","","","","","-11.150896","-12.470000","","","","","","D1 PROFILE","","","","","",""
"64302600000261","Nodes","261","21.000000","30.898923","DDS demands","Known Flow","302193.361744","663275.087311","","0.000000","","","","-10.459999","","","","","","","-9.353517","-10.459999","","","","","","D1 PROFILE","","","","","",""
"64302600000257","Nodes","257","21.000000","30.660330","DDS demands","Known Flow","302396.074116","663302.342598","","0.000000","","","","-5.389999","","","","","","","-4.819833","-5.389999","","","","","","D1 PROFILE","","","","","",""
"64302600000256","Nodes","256","21.000000","30.837682","DDS demands","Known Flow","302409.925909","663266.693594","","0.000000","","","","-5.249999","","","","","","","-4.694643","-5.249999","","","","","","D1 PROFILE","","","","","",""
"64302600000230","Nodes","230","21.000000","31.085948","DDS demands","Known Flow","302401.705232","663188.750373","","0.000000","","","","-12.689999","","","","","","","-11.347623","-12.689999","","","","","","D1 PROFILE","","","","","",""
"64302600000385","Nodes","385","21.000000","31.242937","Default Known Flow Node","Known Flow","302426.962200","663150.319130","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"64302600000248","Nodes","248","21.000000","31.155984","DDS demands","Known Flow","302321.359499","663164.083993","","0.000000","","","","-1.059999","","","","","","","-0.947870","-1.059999","","","","","","D1 PROFILE","","","","","",""
"64302600000246","Nodes","246","21.000000","31.650958","DDS demands","Known Flow","302280.834095","663144.180145","","0.000000","","","","-1.169999","","","","","","","-1.046234","-1.169999","","","","","","D1 PROFILE","","","","","",""
"64302600000263","Nodes","263","21.000000","31.190408","DDS demands","Known Flow","302163.578705","663264.819273","","0.000000","","","","-5.160000","","","","","","","-4.614164","-5.160000","","","","","","D1 PROFILE","","","","","",""
"64302600000265","Nodes","265","21.000000","31.896700","DDS demands","Known Flow","302088.143176","663231.370786","","0.000000","","","","-4.199999","","","","","","","-3.755714","-4.199999","","","","","","D1 PROFILE","","","","","",""
"64302600000267","Nodes","267","21.000000","31.968729","DDS demands","Known Flow","302084.600341","663237.931736","","0.000000","","","","-4.600000","","","","","","","-4.113401","-4.600000","","","","","","D1 PROFILE","","","","","",""
"64302600000239","Nodes","239","21.000000","32.705530","DDS demands","Known Flow","302107.040069","663116.505673","","0.000000","","","","-4.920000","","","","","","","-4.399551","-4.920000","","","","","","D1 PROFILE","","","","","",""
