"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)"
"94116608104014","Nodes","8104014",21.000000,25.358047,"DDS demands","Known Flow",500089.502235,103704.158429,,0.000000,,,-10.239999,,-9.156791,-10.239999,,"",,,"D1 PROFILE",
"94116608104035","Nodes","8104035",21.000000,25.310510,"Default Known Flow Node","Known Flow",499951.265558,103657.383635,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104017","Nodes","8104017",21.000000,25.121922,"DDS demands","Known Flow",499421.332053,103823.067461,,0.000000,-13.020000,,,-21.399998,-30.778980,-34.419999,,"","C1 PROFILE",,,"I2 PROFILE"
"94116608104052","Nodes","8104052",21.000000,25.121922,"Default Known Flow Node","Known Flow",499478.056290,103916.364077,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104038","Nodes","8104038",21.000000,25.121922,"Default Known Flow Node","Known Flow",499491.887072,103905.561484,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104050","Nodes","8104050",21.000000,25.117893,"Default Known Flow Node","Known Flow",499544.758686,103909.471419,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104020","Nodes","8104020",21.000000,24.820112,"DDS demands","Known Flow",500119.892243,103040.177248,,0.000000,,,-22.330000,,-19.967885,-22.330000,,"",,,"D1 PROFILE",
"94116608104046","Nodes","8104046",21.000000,24.786000,"Default Known Flow Node","Known Flow",500130.030846,102975.502089,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104021","Nodes","HM PRISON FORD",21.000000,24.757161,"Daily Metered Site","Known Flow",500138.359248,102922.420216,,0.000000,-363.140023,,,,-324.726325,-363.140023,,"","C1 PROFILE",,,
"94116608104041","Nodes","8104041",21.000000,25.225673,"Default Known Flow Node","Known Flow",500086.889234,103553.449388,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104022","Nodes","8104022",21.000000,25.650295,"DDS demands","Known Flow",500155.927654,103956.610428,,0.000000,,-2.140000,,,-1.913626,-2.140000,,"",,"C4 PROFILE",,
"94116608104005","Nodes","FORD JUNCTION DG, Site ID 9411",21.000000,25.999999,"Default Known Pressure Node","Known Pressure",500216.628270,104189.305561,,999998.967025,,,,,454.817132,508.620038,,"",,,,
"94116608104044","Nodes","8104044",21.000000,25.199775,"Default Known Flow Node","Known Flow",499569.526093,103760.481444,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104037","Nodes","8104037",21.000000,25.117893,"Default Known Flow Node","Known Flow",499584.297097,103994.439508,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104051","Nodes","8104051",21.000000,25.118567,"Default Known Flow Node","Known Flow",499543.277086,103909.915485,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104042","Nodes","8104042",21.000000,25.169325,"Default Known Flow Node","Known Flow",500001.922211,103584.982396,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104018","Nodes","8104018",21.000000,25.169325,"DDS demands","Known Flow",500028.077218,103553.538388,,0.000000,,,-11.499999,,-10.283505,-11.499999,,"",,,"D1 PROFILE",
"94116608104034","Nodes","8104034",21.000000,25.118567,"Default Known Flow Node","Known Flow",499560.259091,103948.419495,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104013","Nodes","8104013",21.000000,29.729114,"DDS demands","Known Flow",500377.696313,104242.810575,,0.000000,,,-8.359999,,-7.475661,-8.359999,,"",,,"D1 PROFILE",
"94116608104006","Nodes","FORD IND EST GAUGEMASTER WAY, Site ID 1006",21.000000,30.000000,"Default Known Pressure Node","Known Pressure",500225.755272,104293.262589,,9999999.551650,,,,,8.673913,9.699999,,"",,,,
"94116608104036","Nodes","8104036",21.000000,25.140635,"Default Known Flow Node","Known Flow",500013.554214,103488.136370,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104019","Nodes","8104019",21.000000,25.140635,"DDS demands","Known Flow",499978.009563,103505.236506,,0.000000,,,-13.210000,,-11.812618,-13.210000,,"",,,"D1 PROFILE",
"94116608104007","Nodes","ARUNDEL ARMS FORD RD RRI",21.000000,30.000000,"Default Known Pressure Node","Known Pressure",500292.406290,104308.406593,,999998.967025,,,,,20.602779,23.040000,,"",,,,
"94116608104506","Nodes","8104506",21.000000,25.117893,"Default Known Flow Node","Known Flow",499584.218097,103958.982498,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104517","Nodes","8104517",21.000000,25.199775,"Default Known Flow Node","Known Flow",499567.407093,103743.384440,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104509","Nodes","8104509",21.000000,25.197968,"Default Known Flow Node","Known Flow",499560.023091,103747.139441,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104505","Nodes","8104505",21.000000,25.117893,"Default Known Flow Node","Known Flow",499575.527095,103900.249482,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104529","Nodes","8104529",21.000000,29.990086,"Default Known Flow Node","Known Flow",500215.861269,104297.637590,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104531","Nodes","8104531",21.000000,29.936846,"Default Known Flow Node","Known Flow",500308.254294,104323.474597,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104532","Nodes","8104532",21.000000,29.893726,"Default Known Flow Node","Known Flow",500330.964301,104350.149605,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104534","Nodes","8104534",21.000000,29.768511,"Default Known Flow Node","Known Flow",500335.997302,104333.962600,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104535","Nodes","8104535",21.000000,29.998909,"Default Known Flow Node","Known Flow",500224.667808,104293.743452,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104537","Nodes","8104537",21.000000,29.729114,"Default Known Flow Node","Known Flow",500484.996343,104187.068560,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104525","Nodes","8104525",21.000000,25.117893,"Default Known Flow Node","Known Flow",499585.317098,103966.891500,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94116608104524","Nodes","8104524",21.000000,25.310510,"Default Known Flow Node","Known Flow",499952.868198,103657.412416,,0.000000,,,,,0.000000,0.000000,,"",,,,
