"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"941154-469108","Nodes","-469108",21.000000,24.393213,"Default Known Flow Node","Known Flow",524302.158823,135534.814090,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469094","Nodes","-469094",21.000000,24.542630,"Default Known Flow Node","Known Flow",524279.533817,135568.064099,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469133","Nodes","-469133",21.000000,25.655868,"Default Known Flow Node","Known Flow",524337.033833,135729.814143,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469143","Nodes","-469143",21.000000,25.655632,"Default Known Flow Node","Known Flow",524351.000097,135686.203773,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605059","Nodes","7605059",21.000000,25.654888,"DDS demands","Known Flow",524370.783842,135694.689134,,0.000000,,,,-18.409999,,,,,-16.462551,-18.409999,,"",,,,"D1 PROFILE",,,,
"941154-469132","Nodes","-469132",21.000000,25.690947,"Default Known Flow Node","Known Flow",524336.033833,135600.064108,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469156","Nodes","-469156",21.000000,25.654888,"Default Known Flow Node","Known Flow",524370.783842,135701.689136,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469169","Nodes","-469169",21.000000,25.655940,"Default Known Flow Node","Known Flow",524377.783844,135692.189133,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469159","Nodes","-469159",21.000000,25.654888,"Default Known Flow Node","Known Flow",524374.033843,135749.814149,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469184","Nodes","-469184",21.000000,25.667379,"Default Known Flow Node","Known Flow",524397.658849,135636.314118,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469176","Nodes","-469176",21.000000,25.662264,"Default Known Flow Node","Known Flow",524384.783846,135646.314121,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605060","Nodes","7605060",21.000000,25.664276,"DDS demands","Known Flow",524398.408850,135643.814120,,0.000000,,,,-11.629999,,,,,-10.399753,-11.629999,,"",,,,"D1 PROFILE",,,,
"941154-469195","Nodes","-469195",21.000000,25.577843,"Default Known Flow Node","Known Flow",524414.658854,135580.814103,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469196","Nodes","-469196",21.000000,26.122381,"Default Known Flow Node","Known Flow",524416.158854,135496.939080,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469182","Nodes","-469182",21.000000,25.623114,"Default Known Flow Node","Known Flow",524394.783849,135571.189100,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469310","Nodes","-469310",21.000000,28.205175,"Default Known Flow Node","Known Flow",524717.908937,135522.564087,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605120","Nodes","7605120",21.000000,27.959148,"DDS demands","Known Flow",524515.658882,135555.064096,,0.000000,,,,-5.830000,,,,,-5.213290,-5.830000,,"",,,,"D1 PROFILE",,,,
"941154-469215","Nodes","-469215",21.000000,27.964478,"Default Known Flow Node","Known Flow",524502.783878,135559.564097,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469231","Nodes","-469231",21.000000,26.724474,"Default Known Flow Node","Known Flow",524546.408890,135701.064136,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469239","Nodes","-469239",21.000000,26.724474,"Default Known Flow Node","Known Flow",524578.408899,135735.189145,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605011","Nodes","7605011",21.000000,26.724474,"DDS demands","Known Flow",524622.520149,135719.400692,,0.000000,,,,-34.319999,,,,,-30.689558,-34.319999,,"",,,,"D1 PROFILE",,,,
"941154-469242","Nodes","-469242",21.000000,28.111452,"Default Known Flow Node","Known Flow",524581.158899,135524.689088,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605119","Nodes","7605119",21.000000,28.111524,"DDS demands","Known Flow",524587.283901,135526.439088,,0.000000,,,,-24.080000,,,,,-21.532767,-24.080000,,"",,,,"D1 PROFILE",,,,
"941154-469251","Nodes","-469251",21.000000,26.119369,"Default Known Flow Node","Known Flow",524598.908904,135522.814087,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469264","Nodes","-469264",21.000000,26.119369,"Default Known Flow Node","Known Flow",524624.783911,135527.314088,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469265","Nodes","-469265",21.000000,25.920772,"Default Known Flow Node","Known Flow",524626.033912,135652.689122,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469259","Nodes","-469259",21.000000,25.920772,"Default Known Flow Node","Known Flow",524618.783910,135632.564117,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605094","Nodes","7605094",21.000000,25.964798,"DDS demands","Known Flow",524658.033920,135597.939107,,0.000000,,,,-28.270000,,,,,-25.279541,-28.270000,,"",,,,"D1 PROFILE",,,,
"941154-469283","Nodes","-469283",21.000000,26.049596,"Default Known Flow Node","Known Flow",524676.155259,135596.596130,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469281","Nodes","-469281",21.000000,26.711280,"Default Known Flow Node","Known Flow",524675.283925,135698.314135,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469280","Nodes","-469280",21.000000,26.709589,"Default Known Flow Node","Known Flow",524673.033924,135691.314133,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469319","Nodes","-469319",21.000000,26.257028,"Default Known Flow Node","Known Flow",524728.033939,135561.939098,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469323","Nodes","-469323",21.000000,26.257028,"Default Known Flow Node","Known Flow",524730.783940,135544.314093,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469331","Nodes","-469331",21.000000,26.882372,"Default Known Flow Node","Known Flow",524740.283943,135659.564124,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469337","Nodes","-469337",21.000000,26.882372,"Default Known Flow Node","Known Flow",524749.033945,135659.689124,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469332","Nodes","-469332",21.000000,28.721094,"Default Known Flow Node","Known Flow",524740.533943,135710.814138,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469358","Nodes","-469358",21.000000,28.808737,"Default Known Flow Node","Known Flow",524810.283962,135692.689133,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469356","Nodes","-469356",21.000000,28.704828,"Default Known Flow Node","Known Flow",524806.408961,135526.189088,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605095","Nodes","7605095",21.000000,28.704828,"DDS demands","Known Flow",524846.783972,135528.564089,,0.000000,,,,-50.169999,,,,,-44.862913,-50.169999,,"",,,,"D1 PROFILE",,,,
"941154-469373","Nodes","-469373",21.000000,28.852566,"Default Known Flow Node","Known Flow",524837.783969,135686.689132,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469368","Nodes","-469368",21.000000,28.339206,"Default Known Flow Node","Known Flow",524828.908967,135610.064111,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605034","Nodes","7605034",21.000000,28.361613,"DDS demands","Known Flow",524832.783968,135609.064110,,0.000000,,,,-43.859998,,,,,-39.220397,-43.859998,,"",,,,"D1 PROFILE",,,,
"941154-469383","Nodes","-469383",21.000000,28.856795,"Default Known Flow Node","Known Flow",524855.908974,135528.814089,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469380","Nodes","-469380",21.000000,28.441159,"Default Known Flow Node","Known Flow",524850.658973,135602.314109,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469424","Nodes","-469424",21.000000,28.441159,"Default Known Flow Node","Known Flow",524915.033990,135597.689107,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469449","Nodes","-469449",21.000000,28.900622,"Default Known Flow Node","Known Flow",524956.909002,135521.189087,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605033","Nodes","7605033",21.000000,29.258397,"Default Known Flow Node","Known Flow",524856.283974,135507.314083,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469423","Nodes","-469423",21.000000,29.248856,"Default Known Flow Node","Known Flow",524914.783990,135635.689118,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469432","Nodes","-469432",21.000000,29.257780,"Default Known Flow Node","Known Flow",524923.533993,135643.314120,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469427","Nodes","-469427",21.000000,28.441159,"Default Known Flow Node","Known Flow",524916.908991,135597.689107,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469441","Nodes","-469441",21.000000,29.280258,"Default Known Flow Node","Known Flow",524946.283999,135624.939115,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469450","Nodes","-469450",21.000000,28.900622,"Default Known Flow Node","Known Flow",524957.159002,135526.814088,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469227","Nodes","-469227",21.000000,28.118711,"Default Known Flow Node","Known Flow",524530.033885,135474.939074,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469213","Nodes","-469213",21.000000,27.964478,"Default Known Flow Node","Known Flow",524486.283874,135565.689099,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605012","Nodes","7605012",21.000000,27.818894,"DDS demands","Known Flow",524525.658884,135598.814108,,0.000000,,,,-50.139997,,,,,-44.836084,-50.139997,,"",,,,"D1 PROFILE",,,,
"941154-469220","Nodes","-469220",21.000000,27.818894,"Default Known Flow Node","Known Flow",524524.908884,135580.439103,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469238","Nodes","-469238",21.000000,28.003363,"Default Known Flow Node","Known Flow",524578.394924,135572.309915,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469232","Nodes","-469232",21.000000,27.421708,"Default Known Flow Node","Known Flow",524551.533891,135644.564120,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469224","Nodes","-469224",21.000000,27.421708,"Default Known Flow Node","Known Flow",524526.783885,135653.314123,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469234","Nodes","-469234",21.000000,27.253837,"Default Known Flow Node","Known Flow",524557.783893,135670.814127,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469225","Nodes","-469225",21.000000,27.253837,"Default Known Flow Node","Known Flow",524527.033885,135679.564130,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605092","Nodes","P12130931, DORSTEN SQUARE CSEP, 18.83 SCMH",24.000000,28.003121,"CSEP Unmatched","Known Flow",524468.400121,135363.756843,,0.000000,,,,,,,-18.830000,,-16.838123,-18.830000,,"",,,,,,,"DC PROFILE",
"941154-469252","Nodes","-469252",21.000000,26.902166,"Default Known Flow Node","Known Flow",524606.283906,135673.814128,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605093","Nodes","7605093",21.000000,26.717510,"DDS demands","Known Flow",524617.908909,135669.689127,,0.000000,,,,-13.869999,,,,,-12.402802,-13.869999,,"",,,,"D1 PROFILE",,,,
"941154-469261","Nodes","-469261",21.000000,26.717510,"Default Known Flow Node","Known Flow",524619.845047,135675.211519,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469274","Nodes","-469274",21.000000,25.964798,"Default Known Flow Node","Known Flow",524657.658920,135601.939109,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469267","Nodes","-469267",21.000000,26.717510,"Default Known Flow Node","Known Flow",524628.908912,135701.064136,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469277","Nodes","-469277",21.000000,26.717510,"Default Known Flow Node","Known Flow",524660.533921,135660.814125,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469273","Nodes","-469273",21.000000,26.119369,"Default Known Flow Node","Known Flow",524650.908918,135530.314089,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605287","Nodes","7605287",21.000000,26.701505,"DDS demands","Known Flow",524690.408929,135667.064126,,0.000000,,,,-3.769999,,,,,-3.371201,-3.769999,,"",,,,"D1 PROFILE",,,,
"94115407605286","Nodes","7605286",21.000000,26.256335,"DDS demands","Known Flow",524722.037153,135604.296724,,0.000000,,,,-11.039999,,,,,-9.872165,-11.039999,,"",,,,"D1 PROFILE",,,,
"94115407605014","Nodes","7605014",21.000000,26.119369,"DDS demands","Known Flow",524682.667373,135554.884779,,0.000000,,,,-6.989999,,,,,-6.250582,-6.989999,,"",,,,"D1 PROFILE",,,,
"941154-469287","Nodes","-469287",21.000000,26.119369,"Default Known Flow Node","Known Flow",524681.408927,135554.689096,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469282","Nodes","-469282",21.000000,26.701505,"Default Known Flow Node","Known Flow",524675.783925,135644.189120,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469298","Nodes","-469298",21.000000,26.701460,"Default Known Flow Node","Known Flow",524696.283931,135663.314125,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605285","Nodes","7605285",21.000000,26.744715,"DDS demands","Known Flow",524746.908944,135611.189111,,0.000000,,,,-2.869999,,,,,-2.566405,-2.869999,,"",,,,"D1 PROFILE",,,,
"941154-469341","Nodes","-469341",21.000000,26.882372,"Default Known Flow Node","Known Flow",524754.408891,135611.209491,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469342","Nodes","-469342",21.000000,26.882372,"Default Known Flow Node","Known Flow",524757.283947,135659.689124,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469354","Nodes","-469354",21.000000,28.704828,"Default Known Flow Node","Known Flow",524805.783961,135538.064091,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605035","Nodes","7605035",21.000000,29.215826,"DDS demands","Known Flow",524894.533985,135673.564128,,0.000000,,,,-20.790002,,,,,-18.590791,-20.790002,,"",,,,"D1 PROFILE",,,,
"941154-469445","Nodes","-469445",21.000000,28.441159,"Default Known Flow Node","Known Flow",524949.284000,135597.689107,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469425","Nodes","-469425",21.000000,28.441159,"Default Known Flow Node","Known Flow",524915.908990,135609.939111,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605036","Nodes","7605036",21.000000,29.298478,"DDS demands","Known Flow",524963.659003,135608.814110,,0.000000,,,,-21.719999,,,,,-19.422411,-21.719999,,"",,,,"D1 PROFILE",,,,
"941154-469461","Nodes","-469461",21.000000,29.280258,"Default Known Flow Node","Known Flow",524974.909007,135653.939123,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469453","Nodes","-469453",21.000000,28.900622,"Default Known Flow Node","Known Flow",524961.284003,135516.939085,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605096","Nodes","7605096",21.000000,29.377029,"Default Known Flow Node","Known Flow",524994.784012,135566.189099,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605097","Nodes","7605097",21.000000,29.706390,"Default Known Flow Node","Known Flow",525119.284046,135500.814081,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469963","Nodes","-469963",21.000000,29.420824,"Default Known Flow Node","Known Flow",525051.034027,135588.314105,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469957","Nodes","-469957",21.000000,29.662615,"Default Known Flow Node","Known Flow",525032.284022,135510.314084,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469960","Nodes","-469960",21.000000,29.377029,"Default Known Flow Node","Known Flow",525037.159023,135570.689100,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605037","Nodes","7605037",21.000000,29.231072,"DDS demands","Known Flow",525024.784020,135651.314122,,0.000000,,,,-13.760000,,,,,-12.304439,-13.760000,,"",,,,"D1 PROFILE",,,,
"94115407605038","Nodes","7605038",21.000000,29.357261,"DDS demands","Known Flow",525111.659044,135560.814097,,0.000000,,,,-22.429999,,,,,-20.057307,-22.429999,,"",,,,"D1 PROFILE",,,,
"94115407601251","Nodes","7601251",21.000000,25.084761,"DDS demands","Known Flow",524290.033820,136008.814219,,0.000000,,,,-17.780000,,,,,-15.899194,-17.780000,,"",,,,"D1 PROFILE",,,,
"941154-469700","Nodes","-469700",21.000000,25.261174,"Default Known Flow Node","Known Flow",524261.408812,136045.689229,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469692","Nodes","-469692",21.000000,25.261174,"Default Known Flow Node","Known Flow",524247.408809,136028.189225,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469697","Nodes","-469697",21.000000,25.172957,"Default Known Flow Node","Known Flow",524256.408811,136009.439219,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469686","Nodes","-469686",21.000000,25.261174,"Default Known Flow Node","Known Flow",524231.158804,136042.439228,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469724","Nodes","-469724",21.000000,25.217064,"Default Known Flow Node","Known Flow",524294.158821,136079.689239,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-1290681","Nodes","-1290681",21.000000,26.132684,"Default Known Flow Node","Known Flow",524788.658956,135105.188973,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-1290678","Nodes","-1290678",21.000000,26.172980,"Default Known Flow Node","Known Flow",524751.533946,135092.813970,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-1290679","Nodes","-1290679",21.000000,26.155689,"Default Known Flow Node","Known Flow",524767.533950,135097.938971,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-1290680","Nodes","-1290680",21.000000,26.155689,"Default Known Flow Node","Known Flow",524769.533951,135091.188970,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115400007106","Nodes","Logger 7106",21.000000,26.238043,"Val Log Post","Known Flow",524192.058582,135059.535897,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-489945","Nodes","-489945",21.000000,28.067964,"Default Known Flow Node","Known Flow",524441.408861,135351.689040,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605007","Nodes","BEWBUSH DRIVE GOV, SITE ID 3285",21.000000,32.499999,"Default Known Pressure Node","Known Pressure",524436.283860,135368.689045,,3585.000112,,,,,,,,,1236.321111,1382.572548,,"",,,,,,,,
"941154-469468","Nodes","-469468",21.000000,26.075990,"Default Known Flow Node","Known Flow",524989.284010,135113.813976,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-3423361","Nodes","-3423361",21.000000,26.152434,"Default Known Flow Node","Known Flow",524770.533951,135098.938972,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-3423362","Nodes","-3423362",21.000000,26.152434,"Default Known Flow Node","Known Flow",524779.701099,135088.196810,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605125","Nodes","7605125",21.000000,26.240579,"Default Known Flow Node","Known Flow",524817.283964,134960.688934,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-3423363","Nodes","-3423363",21.000000,26.152434,"Default Known Flow Node","Known Flow",524785.908955,135090.313969,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-3423365","Nodes","-3423365",21.000000,26.152434,"Default Known Flow Node","Known Flow",524795.908958,135093.813970,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-3423364","Nodes","-3423364",21.000000,26.152434,"Default Known Flow Node","Known Flow",524790.158956,135070.063964,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469266","Nodes","-469266",21.000000,26.119369,"Default Known Flow Node","Known Flow",524627.533912,135502.689082,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605055","Nodes","7605055",21.000000,28.075396,"DDS demands","Known Flow",525235.284077,135249.689013,,0.000000,,,,-32.900000,,,,,-29.419769,-32.900000,,"",,,,"D1 PROFILE",,,,
"941154-468954","Nodes","-468954",21.000000,25.307824,"Default Known Flow Node","Known Flow",524069.783760,135379.814048,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605072","Nodes","7605072",21.000000,25.304399,"DDS demands","Known Flow",524130.033777,135384.814049,,0.000000,,,,-4.280000,,,,,-3.827252,-4.280000,,"",,,,"D1 PROFILE",,,,
"94115407605254","Nodes","7605254",21.000000,26.093889,"DDS demands","Known Flow",524185.533792,135234.689009,,0.000000,,,,-13.760000,,,,,-12.304439,-13.760000,,"",,,,"D1 PROFILE",,,,
"941154-486475","Nodes","-486475",21.000000,25.099289,"Default Known Flow Node","Known Flow",524066.033759,135395.439052,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-486480","Nodes","-486480",21.000000,25.383192,"Default Known Flow Node","Known Flow",524130.533777,135369.314045,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605255","Nodes","7605255",21.000000,25.990648,"Default Known Flow Node","Known Flow",524152.783783,135207.314001,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605043","Nodes","7605043",21.000000,28.958127,"DDS demands","Known Flow",525018.281647,135289.731330,,0.000000,,,,-25.829999,,,,,-23.097648,-25.829999,,"",,,,"D1 PROFILE",,,,
"941154-486205","Nodes","-486205",21.000000,28.958127,"Default Known Flow Node","Known Flow",525016.409018,135247.564012,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115400002172","Nodes",,0.000000,25.753931,"Default Known Flow Node","Known Flow",524087.783765,135099.438972,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115400002173","Nodes",,0.000000,25.709837,"Default Known Flow Node","Known Flow",524040.033752,135091.438970,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115400002175","Nodes",,0.000000,25.709837,"Default Known Flow Node","Known Flow",524076.408762,135133.063981,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115400002659","Nodes",,0.000000,29.507708,"Default Known Flow Node","Known Flow",525013.032017,135489.134078,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115400002665","Nodes","2665",21.000000,20.972680,"DDS demands","Known Flow",525038.159024,135041.813956,,0.000000,,,,-23.129999,,,,,-20.683259,-23.129999,,"",,,,"D1 PROFILE",,,,
"94115400000005","Nodes",,21.000000,29.890247,"Default Known Flow Node","Known Flow",525096.230015,135460.230871,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115400000003","Nodes",,21.000000,29.886222,"Default Known Flow Node","Known Flow",525096.966898,135460.989877,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115400000002","Nodes",,21.000000,29.886222,"Default Known Flow Node","Known Flow",525097.338774,135460.812036,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115400000004","Nodes",,21.000000,29.890790,"Default Known Flow Node","Known Flow",525096.604992,135460.053794,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115400000007","Nodes",,21.000000,29.985189,"Default Known Flow Node","Known Flow",525106.003344,135457.515188,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154076-05001","Nodes",,0.000000,29.950206,"Default Known Flow Node","Known Flow",525116.155553,135459.602472,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115400000009","Nodes",,0.000000,29.904060,"Default Known Flow Node","Known Flow",525120.738182,135466.253291,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"9411540760-5017","Nodes","7605017",21.000000,27.382032,"Default Known Flow Node","Known Flow",524406.658852,135204.064000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"9411540000-2665","Nodes",,0.000000,22.745393,"Default Known Flow Node","Known Flow",525177.784062,135074.438965,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115400000008","Nodes","P11126980",0.000000,25.898529,"Default Known Flow Node","Known Flow",524071.396234,134873.781898,,0.000000,,,,,,,,-263.629996,0.000000,0.000000,,"",,,,,,,,"PL-PL PROFILE"
"94115400000006","Nodes","345572",0.000000,25.900656,"Default Known Flow Node","Known Flow",524071.302900,134876.989731,,0.000000,,,,,,,,-2130.000059,0.000000,0.000000,,"",,,,,,,,"PL-PL PROFILE"
"941154-7605092","Nodes","-7605092",21.000000,27.253837,"Default Known Flow Node","Known Flow",524560.801965,135669.739898,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-7605030","Nodes","-7605030",21.000000,29.027222,"Default Known Flow Node","Known Flow",524776.158952,135494.564079,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115400000010","Nodes",,21.000000,26.691036,"Point Loads","Known Flow",524500.591488,135079.455704,,0.000000,,,,,,-73.610001,,,-65.823381,-73.610001,,"",,,,,,"PL-AF PROFILE",,
"941154-0006","Nodes","47 Dom Properties @ Plots 1-112 Breezehurst Drive, Crawley",21.000000,26.356821,"Point Loads","Known Flow",524636.038522,135054.082631,,0.000000,,,,,,-55.990003,,,-50.067261,-55.990003,,"",,,,,,"PL-AF PROFILE",,
