"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DH)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(PL-AF)"
"94116407805025","Nodes","7805025",21.000000,35.980742,"Default Known Flow Node","Known Flow",535072.342500,135895.986250,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805141","Nodes","7805141",21.000000,34.725840,"Default Known Flow Node","Known Flow",535320.905000,135974.705000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805110","Nodes","7805110",21.000000,37.367007,"DDS demands","Known Flow",533742.155000,135411.080000,,0.000000,,,,,-7.420000,,,-6.635097,-7.420000,,"",,,,,"D1 PROFILE",,
"94116407805022","Nodes","7805022",21.000000,37.537218,"DDS demands","Known Flow",533974.905000,135446.173750,,0.000000,,,,,-7.420000,,,-6.635097,-7.420000,,"",,,,,"D1 PROFILE",,
"94116407805013","Nodes","7805013",21.000000,39.021551,"DDS demands","Known Flow",534149.655000,135602.330000,,0.000000,,,,,-24.809998,,,-22.185544,-24.809998,,"",,,,,"D1 PROFILE",,
"94116407805120","Nodes","7805120",21.000000,36.196249,"DDS demands","Known Flow",534154.405000,135252.455000,,0.000000,,,,,-4.330000,,,-3.871963,-4.330000,,"",,,,,"D1 PROFILE",,
"94116407805016","Nodes","7805016",21.000000,36.423095,"DDS demands","Known Flow",534207.655000,135334.455000,,0.000000,,,,,-4.559999,,,-4.077633,-4.559999,,"",,,,,"D1 PROFILE",,
"94116407805015","Nodes","7805015",21.000000,36.813576,"DDS demands","Known Flow",534136.530000,135350.330000,,0.000000,,,,,-12.350000,,,-11.043591,-12.350000,,"",,,,,"D1 PROFILE",,
"94116407805014","Nodes","7805014",21.000000,37.874460,"DDS demands","Known Flow",534159.780000,135445.705000,,0.000000,,,,,-4.590000,,,-4.104460,-4.590000,,"",,,,,"D1 PROFILE",,
"94116407805124","Nodes","7805124",21.000000,35.891350,"DDS demands","Known Flow",534236.280000,135360.705000,,0.000000,,,,,-14.789999,,,-13.225482,-14.789999,,"",,,,,"D1 PROFILE",,
"94116407805123","Nodes","7805123",21.000000,36.286311,"DDS demands","Known Flow",534217.780000,135387.205000,,0.000000,,,,,-0.649999,,,-0.581241,-0.649999,,"",,,,,"D1 PROFILE",,
"94116407805019","Nodes","7805019",21.000000,36.129534,"DDS demands","Known Flow",534294.905000,135440.830000,,0.000000,,,,,-8.039999,,,-7.189511,-8.039999,,"",,,,,"D1 PROFILE",,
"94116407805020","Nodes","7805020",21.000000,38.808222,"DDS demands","Known Flow",534159.030000,135544.705000,,0.000000,,,,,-2.259999,,,-2.020932,-2.259999,,"",,,,,"D1 PROFILE",,
"94116407805119","Nodes","7805119",21.000000,39.036612,"Default Known Flow Node","Known Flow",534145.030000,135601.580000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805114","Nodes","7805114",21.000000,39.368927,"DDS demands","Known Flow",534110.155000,135860.330000,,0.000000,,,,,-2.840000,,,-2.539578,-2.840000,,"",,,,,"D1 PROFILE",,
"94116407805112","Nodes","7805112",21.000000,39.618001,"Default Known Flow Node","Known Flow",534079.030000,135933.705000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805111","Nodes","7805111",21.000000,40.017236,"Default Known Flow Node","Known Flow",534026.030000,135992.330000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805115","Nodes","7805115",21.000000,39.480954,"Default Known Flow Node","Known Flow",534111.780000,135954.330000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805113","Nodes","7805113",21.000000,39.368927,"Default Known Flow Node","Known Flow",534109.655000,135865.205000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805012","Nodes","7805012",21.000000,39.439036,"DDS demands","Known Flow",534122.280000,135860.330000,,0.000000,,,,,-39.229998,,,-35.080169,-39.229998,,"",,,,,"D1 PROFILE",,
"94116407805116","Nodes","7805116",21.000000,39.472168,"Default Known Flow Node","Known Flow",534114.655000,135959.455000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805122","Nodes","7805122",21.000000,39.067599,"DDS demands","Known Flow",534191.030000,135937.080000,,0.000000,,,,,-9.529999,,,-8.521896,-9.529999,,"",,,,,"D1 PROFILE",,
"94116407805117","Nodes","7805117",21.000000,39.026638,"Default Known Flow Node","Known Flow",534133.405000,135996.205000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805121","Nodes","7805121",21.000000,39.061134,"Default Known Flow Node","Known Flow",534154.905000,135602.205000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805021","Nodes","7805021",21.000000,38.863298,"DDS demands","Known Flow",534189.530000,135561.080000,,0.000000,-0.209999,,,-12.629999,-9.340000,,,-19.833754,-22.180000,,"","C1 PROFILE",,,"C4 PROFILE","D1 PROFILE",,
"94116407805126","Nodes","7805126",21.000000,37.344803,"DDS demands","Known Flow",534271.655000,135675.205000,,0.000000,,,,,-4.670000,,,-4.175997,-4.670000,,"",,,,,"D1 PROFILE",,
"94116407805125","Nodes","7805125",21.000000,37.501218,"DDS demands","Known Flow",534249.030000,135654.205000,,0.000000,,,,,-4.340000,,,-3.880905,-4.340000,,"",,,,,"D1 PROFILE",,
"94116407805127","Nodes","7805127",21.000000,37.496998,"DDS demands","Known Flow",534285.905000,135694.830000,,0.000000,,,,,-2.900000,,,-2.593232,-2.900000,,"",,,,,"D1 PROFILE",,
"94116407805128","Nodes","7805128",21.000000,37.617746,"DDS demands","Known Flow",534296.780000,135669.705000,,0.000000,,,,,-2.409999,,,-2.155065,-2.409999,,"",,,,,"D1 PROFILE",,
"94116407805129","Nodes","7805129",21.000000,37.550924,"DDS demands","Known Flow",534320.655000,135708.455000,,0.000000,,,,-8.380000,,,,-7.493546,-8.380000,,"",,,,"C4 PROFILE",,,
"94116407805130","Nodes","7805130",21.000000,38.049044,"DDS demands","Known Flow",534380.905000,135634.830000,,0.000000,,,,,-15.920000,,,-14.235949,-15.920000,,"",,,,,"D1 PROFILE",,
"94116407805011","Nodes","7805011",21.000000,40.044898,"DDS demands","Known Flow",533997.030000,136014.830000,,0.000000,,,,,-3.599999,,,-3.219184,-3.599999,,"",,,,,"D1 PROFILE",,
"94116407805001","Nodes","TURNERS HILL ROAD DG,",21.000000,40.000000,"Default Known Pressure Node","Known Pressure",533991.780000,136033.205000,,8149.999854,,,,,,,,525.907390,588.120017,,"",,,,,,,
"94116407805134","Nodes","7805134",21.000000,39.515105,"DDS demands","Known Flow",534045.280000,135990.830000,,0.000000,,,,,-2.980000,,,-2.664769,-2.980000,,"",,,,,"D1 PROFILE",,
"94116407805133","Nodes","7805133",21.000000,39.523476,"Default Known Flow Node","Known Flow",534043.405000,136004.205000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805132","Nodes","7805132",21.000000,38.873642,"DDS demands","Known Flow",534146.780000,136003.330000,,0.000000,,,,,-7.329999,,,-6.554617,-7.329999,,"",,,,,"D1 PROFILE",,
"94116407805153","Nodes","7805153",21.000000,39.291046,"DDS demands","Known Flow",534029.530000,136047.580000,,0.000000,,,,,-8.890000,,,-7.949597,-8.890000,,"",,,,,"D1 PROFILE",,
"94116407805155","Nodes","7805155",21.000000,38.268439,"DDS demands","Known Flow",534226.905000,135979.830000,,0.000000,,,,,-7.329999,,,-6.554617,-7.329999,,"",,,,,"D1 PROFILE",,
"94116407805154","Nodes","7805154",21.000000,38.552864,"DDS demands","Known Flow",534143.905000,136080.830000,,0.000000,,,,,-10.430000,,,-9.326693,-10.430000,,"",,,,,"D1 PROFILE",,
"94116407805147","Nodes","7805147",21.000000,31.622565,"Default Known Flow Node","Known Flow",535378.280000,136369.580000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805149","Nodes","7805149",21.000000,31.622565,"Default Known Flow Node","Known Flow",535397.405000,136367.205000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805035","Nodes","7805035",21.000000,31.733333,"DDS demands","Known Flow",535440.155000,136269.330000,,0.000000,,,,,-8.310000,,,-7.430950,-8.310000,,"",,,,,"D1 PROFILE",,
"94116407805031","Nodes","7805031",21.000000,31.032577,"DDS demands","Known Flow",535398.655000,136426.455000,,0.000000,,,,,-20.620000,,,-18.438774,-20.620000,,"",,,,,"D1 PROFILE",,
"94116407805038","Nodes","7805038",21.000000,32.172443,"DDS demands","Known Flow",535201.780000,136418.330000,,0.000000,,,,,-13.959999,,,-12.483281,-13.959999,,"",,,,,"D1 PROFILE",,
"94116407805136","Nodes","7805136",21.000000,32.170596,"DDS demands","Known Flow",535184.655000,136399.705000,,0.000000,,,,,-2.829999,,,-2.530636,-2.829999,,"",,,,,"D1 PROFILE",,
"94116407805039","Nodes","7805039",21.000000,33.378901,"Default Known Flow Node","Known Flow",535260.030000,136239.330000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805037","Nodes","7805037",21.000000,31.611270,"DDS demands","Known Flow",535270.655000,136468.080000,,0.000000,,,,,-8.689999,,,-7.770753,-8.689999,,"",,,,,"D1 PROFILE",,
"94116407805138","Nodes","7805138",21.000000,32.285406,"Default Known Flow Node","Known Flow",535281.655000,136363.205000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805033","Nodes","7805033",21.000000,32.370674,"DDS demands","Known Flow",535323.905000,136342.205000,,0.000000,,,,,-5.670000,,,-5.070216,-5.670000,,"",,,,,"D1 PROFILE",,
"94116407805139","Nodes","7805139",21.000000,33.335775,"Default Known Flow Node","Known Flow",535284.405000,136256.830000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805137","Nodes","7805137",21.000000,32.924160,"DDS demands","Known Flow",535264.155000,136298.955000,,0.000000,,,,,-2.230000,,,-1.994105,-2.230000,,"",,,,,"D1 PROFILE",,
"94116407805036","Nodes","7805036",21.000000,32.926166,"DDS demands","Known Flow",535300.030000,136288.580000,,0.000000,,,,,-13.650000,,,-12.206074,-13.650000,,"",,,,,"D1 PROFILE",,
"94116407805140","Nodes","7805140",21.000000,31.373955,"Default Known Flow Node","Known Flow",535295.905000,136496.580000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805145","Nodes","7805145",21.000000,32.924867,"DDS demands","Known Flow",535345.780000,136244.705000,,0.000000,,,,,-1.460000,,,-1.305558,-1.460000,,"",,,,,"D1 PROFILE",,
"94116407805142","Nodes","7805142",21.000000,32.361569,"Default Known Flow Node","Known Flow",535324.780000,136344.955000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805144","Nodes","7805144",21.000000,32.107855,"Default Known Flow Node","Known Flow",535342.030000,136379.580000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805034","Nodes","7805034",21.000000,31.573761,"DDS demands","Known Flow",535393.780000,136342.080000,,0.000000,,,,,-10.390000,,,-9.290924,-10.390000,,"",,,,,"D1 PROFILE",,
"94116407805100","Nodes","7805100",21.000000,32.103110,"DDS demands","Known Flow",535343.280000,136381.580000,,0.000000,,,,,-1.059999,,,-0.947870,-1.059999,,"",,,,,"D1 PROFILE",,
"94116407805143","Nodes","7805143",21.000000,32.107855,"Default Known Flow Node","Known Flow",535329.280000,136390.080000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805032","Nodes","7805032",21.000000,31.779833,"Default Known Flow Node","Known Flow",535369.780000,136404.330000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805146","Nodes","7805146",21.000000,32.924867,"Default Known Flow Node","Known Flow",535350.405000,136243.205000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805152","Nodes","7805152",21.000000,33.100702,"Default Known Flow Node","Known Flow",535424.905000,136204.330000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805148","Nodes","7805148",21.000000,32.705197,"Default Known Flow Node","Known Flow",535387.530000,136281.830000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805030","Nodes","7805030",21.000000,31.636084,"DDS demands","Known Flow",535373.030000,136423.705000,,0.000000,,,,,-4.260000,,,-3.809368,-4.260000,,"",,,,,"D1 PROFILE",,
"94116407805151","Nodes","7805151",21.000000,31.622565,"Default Known Flow Node","Known Flow",535411.030000,136369.830000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805150","Nodes","7805150",21.000000,31.557165,"Default Known Flow Node","Known Flow",535403.780000,136244.205000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805029","Nodes","7805029",21.000000,31.110598,"DDS demands","Known Flow",535388.530000,136504.330000,,0.000000,,,,,-11.530000,,,-10.310332,-11.530000,,"",,,,,"D1 PROFILE",,
"94116407805028","Nodes","7805028",21.000000,30.875239,"DDS demands","Known Flow",535412.530000,136587.205000,,0.000000,,,,,-10.540000,,,-9.425056,-10.540000,,"",,,,,"D1 PROFILE",,
"94116407805027","Nodes","7805027",21.000000,30.980617,"DDS demands","Known Flow",535207.030000,136535.080000,,0.000000,,,,,-30.970000,,,-27.693928,-30.970000,,"",,,,,"D1 PROFILE",,
"94116407805135","Nodes","7805135",21.000000,31.173448,"DDS demands","Known Flow",535112.155000,136447.830000,,0.000000,,,,,-2.710000,,,-2.423330,-2.710000,,"",,,,,"D1 PROFILE",,
"94116407805109","Nodes","7805109",21.000000,34.725075,"Default Known Flow Node","Known Flow",535325.405000,135975.705000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805158","Nodes","7805158",21.000000,34.725075,"Default Known Flow Node","Known Flow",535321.280000,135974.830000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805157","Nodes","7805157",21.000000,34.657748,"Default Known Flow Node","Known Flow",535303.655000,136059.330000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805156","Nodes","7805156",21.000000,33.413477,"Default Known Flow Node","Known Flow",535271.689205,136237.228709,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116400007109","Nodes","Logger 7109, East Street",21.000000,38.077782,"Val Log Post","Known Flow",534370.342500,135629.861250,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805040","Nodes","7805040",21.000000,34.253401,"DDS demands","Known Flow",535269.405000,136108.048750,,0.000000,,,,,-12.470000,,,-11.150897,-12.470000,,"",,,,,"D1 PROFILE",,
"94116407805103","Nodes","7805103",21.000000,35.939942,"Default Known Flow Node","Known Flow",534291.155000,135421.205000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805105","Nodes","7805105",21.000000,36.129534,"Default Known Flow Node","Known Flow",534291.405000,135444.080000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805102","Nodes","7805102",21.000000,36.115845,"Default Known Flow Node","Known Flow",534285.780000,135425.580000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805104","Nodes","7805104",21.000000,36.129534,"Default Known Flow Node","Known Flow",534290.905000,135444.455000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116407805101","Nodes","7805101",21.000000,36.129534,"Default Known Flow Node","Known Flow",534282.780000,135434.080000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116400007102","Nodes","7102",21.000000,35.786292,"Default Known Flow Node","Known Flow",534266.894095,134949.532686,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116400007100","Nodes","7100",21.000000,37.620943,"Default Known Flow Node","Known Flow",534055.005589,135497.373181,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116400007104","Nodes","7104",21.000000,39.235611,"Default Known Flow Node","Known Flow",534140.944985,135795.365484,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116400007106","Nodes","S14133315",21.000000,34.664894,"Point Loads","Known Flow",535306.838873,136050.235805,,0.000000,,,,,,,-26.770001,-23.938215,-26.770001,,"",,,,,,,"PL-AF PROFILE"
"94116400007101","Nodes","7101",21.000000,36.893914,"DDS demands","Known Flow",534076.238851,135483.733024,,0.000000,,-20.739999,,,,,,-18.546079,-20.739999,,"",,"C2 PROFILE",,,,,
"94116400007103","Nodes","7103",21.000000,35.779006,"DDS demands","Known Flow",534261.840383,134937.298150,,0.000000,,,,,-2.490000,,,-2.226602,-2.490000,,"",,,,,"D1 PROFILE",,
"94116400007105","Nodes","7105",21.000000,39.235611,"Default Known Flow Node","Known Flow",534159.666890,135799.029529,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116400007108","Nodes","7108",21.000000,34.514056,"Default Known Flow Node","Known Flow",535324.573144,136058.873529,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94116400007107","Nodes","7107",21.000000,34.367300,"DDS demands","Known Flow",535325.421825,136061.371466,,0.000000,,,-89.150004,,,,,-79.719529,-89.150004,,"",,,"C3  PROFILE",,,,
