"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"94103502606335","Nodes","2606335",21.000000,25.696773,"DDS demands","Known Flow",497156.665000,140507.895000,,0.000000,,-5.070000,,-4.533684,-5.070000,,"",,"D1 PROFILE",
"94103502606359","Nodes","2606359",21.000000,26.145760,"DDS demands","Known Flow",497047.415000,140892.395000,,0.000000,,-1.469999,,-1.314500,-1.469999,,"",,"D1 PROFILE",
"94103502606355","Nodes","2606355",21.000000,26.100353,"DDS demands","Known Flow",497438.540000,140502.520000,,0.000000,,-7.869999,,-7.037494,-7.869999,,"",,"D1 PROFILE",
"94103502606361","Nodes","2606361",21.000000,25.697576,"Default Known Flow Node","Known Flow",497155.165000,140508.770000,,0.000000,,,,0.000000,0.000000,,"",,,
"94103502606344","Nodes","2606344",21.000000,25.793350,"Default Known Flow Node","Known Flow",497065.415000,140553.020000,,0.000000,,,,0.000000,0.000000,,"",,,
"94103502606334","Nodes","P00016935, HYDESTILE & KGV HOSPITAL SALT LANE, -43.9",25.000000,25.678978,"CSEP DDS Matched","Known Flow",497154.290000,140500.145000,,0.000000,,,-43.900002,-39.256169,-43.900002,,"",,,"DC PROFILE"
"94103502606342","Nodes","2606342",21.000000,25.807820,"DDS demands","Known Flow",497007.290000,140578.020000,,0.000000,,-2.259999,,-2.020932,-2.259999,,"",,"D1 PROFILE",
"94103502606343","Nodes","2606343",21.000000,25.571122,"DDS demands","Known Flow",497041.540000,140505.020000,,0.000000,,-8.779999,,-7.851233,-8.779999,,"",,"D1 PROFILE",
"94103500007027","Nodes","Logger 7027, OS Ryecroft",21.000000,25.694794,"Val Log Post","Known Flow",496889.290000,140654.645000,,0.000000,,,,0.000000,0.000000,,"",,,
"94103502606350","Nodes","2606350",21.000000,25.947031,"DDS demands","Known Flow",496727.665000,140125.145000,,0.000000,,-2.069999,,-1.851031,-2.069999,,"",,"D1 PROFILE",
"94103502606345","Nodes","2606345",21.000000,25.947125,"DDS demands","Known Flow",496760.665000,140210.645000,,0.000000,,-9.980000,,-8.924294,-9.980000,,"",,"D1 PROFILE",
"94103502606347","Nodes","2606347",21.000000,25.771456,"Default Known Flow Node","Known Flow",496793.040000,140291.395000,,0.000000,,,,0.000000,0.000000,,"",,,
"94103502606346","Nodes","2606346",21.000000,25.729705,"DDS demands","Known Flow",496778.165000,140325.520000,,0.000000,,-3.319999,,-2.968803,-3.319999,,"",,"D1 PROFILE",
"94103502606348","Nodes","2606348",21.000000,26.284782,"Default Known Flow Node","Known Flow",497378.665000,140371.770000,,0.000000,,,,0.000000,0.000000,,"",,,
"94103502606349","Nodes","2606349",21.000000,26.220493,"DDS demands","Known Flow",497402.415000,140454.770000,,0.000000,,-1.710000,,-1.529112,-1.710000,,"",,"D1 PROFILE",
