"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"94117308102128","Nodes","8102128",21.000000,28.089406,"DDS demands","Known Flow",504916.352194,101436.433456,,0.000000,,,,,,,-5.292000,,,,,,,,,-4.732201,-5.292000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308102296","Nodes","8102296",21.000000,28.465140,"DDS demands","Known Flow",504941.769625,101605.557180,,0.000000,,,,-10.503000,,,-1.748249,,,,,,,,,-10.955287,-12.251250,,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,,,
"94117300001935","Nodes","-1935",21.000000,28.548057,"Default Known Flow Node","Known Flow",504948.846967,101634.937568,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117308103200","Nodes","8103200",21.000000,28.369025,"DDS demands","Known Flow",506872.654081,102925.805217,,0.000000,,,,,,,-20.891250,,,,,,,,,-18.681330,-20.891250,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308104214","Nodes","8104214",21.000000,28.423216,"DDS demands","Known Flow",507050.811572,102945.119029,,0.000000,,,,,,,-6.979499,,,,,,,,,-6.241193,-6.979499,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308103165","Nodes","8103165",21.000000,28.702728,"DDS demands","Known Flow",507235.523093,102920.571149,,0.000000,,,,,,,-1.748249,,,,,,,,,-1.563316,-1.748249,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117300003956","Nodes","-3956",21.000000,28.016103,"Default Known Flow Node","Known Flow",511107.905233,102495.305100,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117308403069","Nodes","8403069",21.000000,27.683887,"DDS demands","Known Flow",511145.340425,102265.305063,,0.000000,,,,,,,-12.224251,,,,,,,,,-10.931144,-12.224251,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308403067","Nodes","8403067",21.000000,27.406831,"DDS demands","Known Flow",511173.059332,102069.559166,,0.000000,,,-1.748249,,,,-13.574249,,,,,,,,,-13.701653,-15.322499,,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,,,,,,
"94117308403051","Nodes","8403051",21.000000,28.682351,"DDS demands","Known Flow",511020.194050,102774.061162,,0.000000,,,,,,,-17.739000,,,,,,,,,-15.862531,-17.739000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117300007130","Nodes","Logger 7130,so 29 mulberry lane",21.000000,28.711517,"Val Log Post","Known Flow",511153.095006,102802.219901,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117308403050","Nodes","8403050",21.000000,28.712217,"DDS demands","Known Flow",511158.280247,102803.305184,,0.000000,,,,,,,-12.129749,,,,,,,,,-10.846639,-12.129749,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308403049","Nodes","8403049",21.000000,28.730402,"DDS demands","Known Flow",511156.530246,102811.680186,,0.000000,,,,,,,-10.941749,,,,,,,,,-9.784308,-10.941749,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308404313","Nodes","8404313",21.000000,26.370229,"DDS demands","Known Flow",514258.753380,103223.802907,,0.000000,,,,,,,-34.229246,,,,,,,,,-30.608406,-34.229246,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308404213","Nodes","8404213",21.000000,26.601307,"DDS demands","Known Flow",514074.154538,103218.942756,,0.000000,,,,,,,-18.548999,,,,,,,,,-16.586846,-18.548999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117300005277","Nodes","-5277",21.000000,29.679760,"Default Known Flow Node","Known Flow",512050.155490,103638.680411,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117308402254","Nodes","8402254",21.000000,29.980929,"DDS demands","Known Flow",512042.498462,103802.059974,,0.000000,,,,,,,-11.461499,,,,,,,,,-10.249078,-11.461499,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308402259","Nodes","8402259",21.000000,30.301122,"DDS demands","Known Flow",512018.155481,103970.305501,,0.000000,,,,,,,-9.672750,,,,,,,,,-8.649546,-9.672750,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308404304","Nodes","8404304",21.000000,27.348976,"DDS demands","Known Flow",513994.656019,103410.930349,,0.000000,,,,,,,-23.064748,,,,,,,,,-20.624911,-23.064748,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308404200","Nodes","8404200",21.000000,27.396699,"DDS demands","Known Flow",514014.281024,103426.180353,,0.000000,-2.990249,,,,,,-20.310750,,,,,,,,,-20.836170,-23.300999,,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,,
"94117308002105","Nodes","8002105",21.000000,25.997412,"DDS demands","Known Flow",518110.406190,103704.558398,,0.000000,,,-5.028750,,,,-3.591000,,,,,,,,,-7.707935,-8.619750,,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,,,,,,
"94117308002146","Nodes","8002146",21.000000,26.008157,"DDS demands","Known Flow",518250.687552,103761.915018,,0.000000,,,,,,,-3.206249,,,,,,,,,-2.867085,-3.206249,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117300008839","Nodes","-8839",21.000000,26.027725,"Default Known Flow Node","Known Flow",518484.285953,103822.536008,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117308408124","Nodes","8408124",21.000000,27.705146,"DDS demands","Known Flow",515516.031433,103356.805334,,0.000000,,,,,,,-11.758499,,,,,,,,,-10.514661,-11.758499,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308408133","Nodes","8408133",21.000000,27.884193,"DDS demands","Known Flow",515548.897755,103226.948888,,0.000000,,,,,,,-31.725000,,,,,,,,,-28.369062,-31.725000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117300007419","Nodes","-7419",21.000000,28.657073,"Default Known Flow Node","Known Flow",514736.403124,104477.457582,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117308405091","Nodes","8405091",21.000000,28.659477,"DDS demands","Known Flow",514881.749187,104484.988463,,0.000000,,,,,,,-24.300001,,,,,,,,,-21.729497,-24.300001,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117304905288","Nodes","-4905288",21.000000,29.134912,"Default Known Flow Node","Known Flow",514988.281289,104490.430643,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117308102176","Nodes","8102176 (C4, -10.050)",21.000000,28.033376,"DDS demands","Known Flow",505005.030165,102292.930066,,0.000000,,,,-6.783749,,,-0.722250,,,,,,,,,-6.711999,-7.506000,,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,,,
"94117308102301","Nodes","8102301",21.000000,27.465553,"DDS demands","Known Flow",504855.712109,102326.945780,,0.000000,,,,,,,-8.336250,,,,,,,,,-7.454423,-8.336250,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308402384","Nodes","8402384",21.000000,28.827869,"DDS demands","Known Flow",512437.030595,104393.805617,,0.000000,,,,,,,-11.650499,,,,,,,,,-10.418085,-11.650499,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308402060","Nodes","8402060",21.000000,29.280391,"DDS demands","Known Flow",512431.280593,104502.305646,,0.000000,,,,-8.545499,,,-10.327500,,,,,,,,,-16.876575,-18.873000,,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,,,
"94117308101137","Nodes","8101137 (C1, -7.700; C4, -8.200)",21.000000,26.955283,"DDS demands","Known Flow",503549.144718,102160.370541,,0.000000,-5.258250,,,-4.272749,,,-21.073498,,,,,,,,,-27.367090,-30.604498,,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,,,
"94117308101290","Nodes","8101290",21.000000,26.187109,"DDS demands","Known Flow",504572.028455,101947.679951,,0.000000,,,,,,,-5.697000,,,,,,,,,-5.094359,-5.697000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117300001375","Nodes","1375",21.000000,26.199861,"DDS demands","Known Flow",504589.028459,101954.179953,,0.000000,,,,,,,-0.742500,,,,,,,,,-0.663956,-0.742500,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308002094","Nodes","8002094",21.000000,26.286514,"DDS demands","Known Flow",519828.328953,104204.799765,,0.000000,,-9.274499,,,,,-17.975250,,,,,,,,,-24.367213,-27.249750,,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,,,,,,
"94117308408392","Nodes","8408392",21.000000,26.527914,"DDS demands","Known Flow",516230.447471,102832.574506,,0.000000,,,,,,,-20.695500,,,,,,,,,-18.506286,-20.695500,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308408390","Nodes","8408390",21.000000,26.525216,"DDS demands","Known Flow",516231.665949,102825.830283,,0.000000,,,,,,,-8.768249,,,,,,,,,-7.840726,-8.768249,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308404143","Nodes","8404143",21.000000,25.489762,"DDS demands","Known Flow",514237.492177,102210.879338,,0.000000,,,-13.277250,,,,-26.291249,,,,,,,,,-35.382860,-39.568502,,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,,,,,,
"94117308404142","Nodes","8404142",21.000000,25.509798,"Default Known Flow Node","Known Flow",514200.520562,102198.846811,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117300006900","Nodes","-6900",21.000000,25.575702,"Default Known Flow Node","Known Flow",514074.656040,102176.805013,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117300007089","Nodes","-7089",21.000000,28.681173,"Default Known Flow Node","Known Flow",514239.906085,102778.430177,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117300007087","Nodes","-7087",21.000000,28.695401,"Default Known Flow Node","Known Flow",514213.781078,102774.430176,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117308403332","Nodes","8403332",21.000000,28.959884,"DDS demands","Known Flow",514092.839779,102762.589230,,0.000000,,-10.800000,,,,,-7.276499,,,,,,,,,-16.164329,-18.076498,,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,,,,,,
"94117300005571","Nodes","-5571",21.000000,23.307310,"Default Known Flow Node","Known Flow",512162.780520,105349.680877,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117300005575","Nodes","-5575",21.000000,23.315305,"Default Known Flow Node","Known Flow",512156.905519,105367.680882,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117308401203","Nodes","8401203",21.000000,23.230884,"DDS demands","Known Flow",512154.424030,105347.186287,,0.000000,,,,,,,-8.315999,,,,,,,,,-7.436315,-8.315999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117300005567","Nodes","-5567",21.000000,23.865280,"Default Known Flow Node","Known Flow",512303.030558,105333.680872,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117308401234","Nodes","8401234",21.000000,23.847798,"DDS demands","Known Flow",512293.155556,105332.930872,,0.000000,,,,,,,-22.281748,,,,,,,,,-19.924738,-22.281748,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308401132","Nodes","8401132",21.000000,28.364656,"Default Known Flow Node","Known Flow",513186.240049,106047.050757,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117304905597","Nodes","-4905597",21.000000,28.543679,"Default Known Flow Node","Known Flow",513192.963255,106003.312240,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117308001248","Nodes","8001248",21.000000,26.163021,"DDS demands","Known Flow",518410.123667,105455.763141,,0.000000,,,,,,,-24.273001,,,,,,,,,-21.705353,-24.273001,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308001234","Nodes","8001234",21.000000,25.250175,"DDS demands","Known Flow",518310.657193,105454.680905,,0.000000,,,,,,,-14.249250,,,,,,,,,-12.741935,-14.249250,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117300009220","Nodes","-9220",21.000000,25.293708,"Default Known Flow Node","Known Flow",518260.782180,105450.805904,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117308402270","Nodes","8402270",21.000000,28.810712,"DDS demands","Known Flow",512349.655571,103739.680439,,0.000000,,,,,,,-10.853999,,,,,,,,,-9.705840,-10.853999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308402102","Nodes","8402102",21.000000,28.812191,"DDS demands","Known Flow",512349.030571,103747.680441,,0.000000,,,,,,,-6.385499,,,,,,,,,-5.710028,-6.385499,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308402262","Nodes","8402262",21.000000,29.049473,"DDS demands","Known Flow",512236.780540,103917.430487,,0.000000,,,,,,,-7.148250,,,,,,,,,-6.392093,-7.148250,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308001250","Nodes","8001250",21.000000,26.005395,"DDS demands","Known Flow",518389.556543,105369.550126,,0.000000,,,,,,,-13.743000,,,,,,,,,-12.289237,-13.743000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308701218","Nodes","8701218",21.000000,27.262266,"DDS demands","Known Flow",522583.533356,104722.180706,,0.000000,,,,,,,-4.495500,,,,,,,,,-4.019956,-4.495500,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308701217","Nodes","8701217",21.000000,27.270974,"DDS demands","Known Flow",522583.533356,104711.180703,,0.000000,,,,,,,-9.220500,,,,,,,,,-8.245136,-9.220500,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117300009991","Nodes","-9991",21.000000,27.280208,"Default Known Flow Node","Known Flow",522572.908353,104711.430703,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117300007951","Nodes","-7951",21.000000,29.932603,"Default Known Flow Node","Known Flow",515598.281455,104074.430530,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117308405112","Nodes","8405112",21.000000,29.989679,"DDS demands","Known Flow",515593.532637,104093.439319,,0.000000,-2.443499,,,,,,-1.916999,,,,-16.520000,,,,,-18.671716,-20.880500,,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,"I2 PROFILE",,,,,
"94117308405004","Nodes","SOUTHDOWNVIEW ROAD(S)DG,PROFILED,LOGGER ID 2119",21.000000,30.000000,"Default Known Pressure Node","Known Pressure",515589.906453,104093.180535,,7395.000131,,,,,,,,,,,,,,,,638.292394,713.799616,,,"",,,,,,,,,,,,,,,,
"94117308402071","Nodes","8402071",21.000000,30.574587,"Default Known Flow Node","Known Flow",511938.030459,104183.055559,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117308402072","Nodes","8402072",21.000000,30.693667,"Default Known Flow Node","Known Flow",511966.040557,104195.402257,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117308402073","Nodes","8402073",21.000000,30.753192,"DDS demands","Known Flow",511982.155471,104198.430563,,0.000000,,,,,,,-5.757749,,,,,,,,,-5.148682,-5.757749,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117304905077","Nodes","-4905077",21.000000,25.552133,"Default Known Flow Node","Known Flow",509990.482292,103104.523856,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117308106088","Nodes","8106088",21.000000,25.579828,"DDS demands","Known Flow",510116.330470,103050.719621,,0.000000,,,,,,,-9.773999,,,,,,,,,-8.740085,-9.773999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117301464481","Nodes","-1464481",21.000000,25.697547,"Default Known Flow Node","Known Flow",509939.466915,102927.853218,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117300001540","Nodes","-1540",21.000000,26.478132,"Default Known Flow Node","Known Flow",504619.778468,102451.430088,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117308101310","Nodes","8101310",21.000000,26.281149,"Default Known Flow Node","Known Flow",504368.000221,102307.395256,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117300001458","Nodes","-1458",21.000000,26.231376,"Default Known Flow Node","Known Flow",504310.153383,102257.805035,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117300000148","Nodes","148",21.000000,29.313743,"DDS demands","Known Flow",502550.652905,102629.430136,,0.000000,,,,,,,-0.634500,,,,,,,,,-0.567381,-0.634499,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308101214","Nodes","8101214",21.000000,26.435518,"Default Known Flow Node","Known Flow",503722.028223,102488.930098,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117308101393","Nodes","8101393",21.000000,26.317975,"Default Known Flow Node","Known Flow",503892.712829,102459.326178,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117300000924","Nodes","-924",21.000000,26.259216,"Default Known Flow Node","Known Flow",503977.278293,102442.055085,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117300008964","Nodes","-8964",21.000000,24.281432,"Default Known Flow Node","Known Flow",517535.906982,104264.430581,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117308001140","Nodes","8001140",21.000000,24.280351,"DDS demands","Known Flow",517550.953416,104269.003517,,0.000000,,,,,,,-24.813000,,,,,,,,,-22.188228,-24.813000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117300008969","Nodes","-8969",21.000000,24.282353,"Default Known Flow Node","Known Flow",517603.907001,104285.430587,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"94117308405013","Nodes","8405013",21.000000,28.315672,"DDS demands","Known Flow",515221.531353,104956.930770,,0.000000,,,,,,,-7.539750,,,,,,,,,-6.742179,-7.539750,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308405015","Nodes","8405015",21.000000,28.296032,"DDS demands","Known Flow",515251.574714,104883.681319,,0.000000,,,,,,,-10.604249,,,,,,,,,-9.482510,-10.604249,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308405016","Nodes","8405016",21.000000,28.250751,"DDS demands","Known Flow",515234.531356,104776.555721,,0.000000,,,,,,,-20.121748,,,,,,,,,-17.993227,-20.121748,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308701272","Nodes","8701272",21.000000,29.453309,"DDS demands","Known Flow",520899.157897,104650.055686,,0.000000,,,,,,,-4.650750,,,,,,,,,-4.158783,-4.650750,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94117308701273","Nodes","8701273",21.000000,29.452563,"DDS demands","Known Flow",520893.306422,104679.875154,,0.000000,,,,,,,-5.163750,,,,,,,,,-4.617518,-5.163750,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
