"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-DC)"
"94122407710025","Nodes","7710025",21.000000,68.597953,"DDS demands","Known Flow",512894.925000,127051.560000,,0.000000,,,-4.280000,,-3.827252,-4.280000,,"",,,"D1 PROFILE",
"94122407710027","Nodes","7710027",21.000000,68.501829,"DDS demands","Known Flow",512954.425000,126970.192812,,0.000000,,,-4.630000,,-4.140228,-4.630000,,"",,,"D1 PROFILE",
"94122407710012","Nodes","7710012",21.000000,69.862714,"Default Known Flow Node","Known Flow",513003.925000,127750.560000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94122407710001","Nodes","PLUMTREE CROSS, Site ID:9560",21.000000,69.999999,"Default Known Pressure Node","Known Pressure",513049.675000,127832.942812,,5180.000175,,,,,263.517043,294.690000,,"",,,,
"94122407710057","Nodes","7710057",21.000000,69.991615,"Default Known Flow Node","Known Flow",513049.175000,127832.060000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94122407710011","Nodes","7710011",21.000000,69.903251,"Default Known Flow Node","Known Flow",513041.925000,127829.560000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94122407710021","Nodes","7710021",21.000000,69.903251,"Default Known Flow Node","Known Flow",513044.425000,127835.060000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94122407710020","Nodes","7710020",21.000000,69.901714,"DDS demands","Known Flow",513081.675000,127882.810000,,0.000000,,,-1.809999,,-1.618534,-1.809999,,"",,,"D1 PROFILE",
"94122400007036","Nodes","Logger 7036",21.000000,68.642821,"Val Log Post","Known Flow",512567.643750,126953.528750,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94122407710060","Nodes","7710060",21.000000,67.978012,"DDS demands","Known Flow",512435.050000,127239.060000,,0.000000,,,-1.469999,,-1.314500,-1.469999,,"",,,"D1 PROFILE",
"94122407710062","Nodes","7710062",21.000000,67.555147,"Default Known Flow Node","Known Flow",512438.675000,127415.810000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94122407710058","Nodes","7710058",21.000000,67.279451,"Default Known Flow Node","Known Flow",512431.050000,127428.310000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94122407710047","Nodes","7710047",21.000000,68.476531,"Default Known Flow Node","Known Flow",512834.050000,127015.310000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94122407710046","Nodes","7710046",21.000000,68.483591,"DDS demands","Known Flow",512801.175000,127028.192812,,0.000000,,,-3.759999,,-3.362259,-3.759999,,"",,,"D1 PROFILE",
"94122407710059","Nodes","7710059",21.000000,64.086036,"Default Known Flow Node","Known Flow",512431.925000,127567.442812,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94122407710061","Nodes","7710061",21.000000,62.090137,"DDS demands","Known Flow",512438.425000,127576.192812,,0.000000,-79.470004,,,,-71.063501,-79.470004,,"","C2 PROFILE",,,
"94122407710044","Nodes","7710044",21.000000,68.609234,"Default Known Flow Node","Known Flow",512533.800000,126853.192812,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94122407710045","Nodes","7710045",21.000000,68.624891,"DDS demands","Known Flow",512378.925000,126814.966250,,0.000000,,-3.479999,-1.109999,,-4.104460,-4.590000,,"",,"C4 PROFILE","D1 PROFILE",
"94122407710032","Nodes","7710032",21.000000,68.528098,"DDS demands","Known Flow",512541.550000,126707.192812,,0.000000,,,-0.990000,,-0.885275,-0.990000,,"",,,"D1 PROFILE",
