"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)"
"90100600902522","Nodes","902522","22.999998","59.954873","Default Known Flow Node","Known Flow","539428.661569","179757.079787","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902528","Nodes","902528","22.999998","49.857128","Default Known Flow Node","Known Flow","539948.750000","179402.125000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902511","Nodes","902511","22.999998","59.999503","Default Known Flow Node","Known Flow","539290.049867","179467.816489","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902501","Nodes","""MILLENIUM WAY"", 90800100120770","22.999998","60.000001","Default Known Pressure Node","Known Pressure","539262.375000","179431.000000","","11259.999973","","","","","","","","21.479113","24.020002","","","","","","","","",""
"90100600903049","Nodes","","22.999998","59.999503","Default Known Flow Node","Known Flow","539368.375000","179358.875000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903052","Nodes","","22.999998","59.999503","Default Known Flow Node","Known Flow","539414.375000","179319.875000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903058","Nodes","","22.999998","59.999503","Default Known Flow Node","Known Flow","539458.500000","179263.125000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903101","Nodes","","22.999998","59.691777","Default Known Flow Node","Known Flow","539665.375000","179422.125000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903005","Nodes","","22.999998","59.999503","Default Known Flow Node","Known Flow","539521.500000","179167.625000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903011","Nodes","","22.999998","54.045073","Default Known Flow Node","Known Flow","539713.161569","179150.198138","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903014","Nodes","","22.999998","53.433060","Default Known Flow Node","Known Flow","539746.036569","179185.691489","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903015","Nodes","","22.999998","53.160442","Default Known Flow Node","Known Flow","539761.543218","179202.829787","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902526","Nodes","","22.999998","59.691777","DDS demands","Known Flow","539638.244997","179398.076526","","0.000000","","","","-9.520000","","-2.409999","","-10.668020","-11.930000","","","","","","C4 PROFILE","","D1 PROFILE",""
"90100600903063","Nodes","","22.999998","59.740081","Default Known Flow Node","Known Flow","539591.375000","179385.000000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903102","Nodes","","22.999998","59.692147","Default Known Flow Node","Known Flow","539628.125000","179392.875000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902529","Nodes","P0108504/CP1, Greenwich Millenium Village, 316.98scm/h","54.000000","51.247548","CSEP DDS Matched","Known Flow","539826.058303","179270.971247","","0.000000","","","","","-149.449997","","","-133.640866","-149.449997","","","","","","","CC PROFILE","",""
"90100600903064","Nodes","","22.999998","59.999503","Default Known Flow Node","Known Flow","539604.500000","179114.500000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903009","Nodes","","22.999998","54.045073","Default Known Flow Node","Known Flow","539687.500000","179174.875000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903013","Nodes","","22.999998","53.474444","Default Known Flow Node","Known Flow","539720.500000","179209.625000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903016","Nodes","","22.999998","53.160442","Default Known Flow Node","Known Flow","539764.500000","179200.250000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903066","Nodes","","22.999998","52.306858","Default Known Flow Node","Known Flow","539800.991722","179238.859208","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903069","Nodes","","22.999998","50.088540","Default Known Flow Node","Known Flow","539879.654920","179326.079787","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903068","Nodes","","22.999998","50.088540","Default Known Flow Node","Known Flow","539853.875000","179350.875000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902512","Nodes","902512","22.999998","59.998180","Default Known Flow Node","Known Flow","539172.411569","179544.198138","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903001","Nodes","","22.999998","59.998225","Default Known Flow Node","Known Flow","539172.000000","179539.500000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903032","Nodes","","22.999998","60.039091","Default Known Flow Node","Known Flow","539102.750000","179936.125000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903031","Nodes","","22.999998","60.039091","Default Known Flow Node","Known Flow","539101.625000","179924.750000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903034","Nodes","","22.999998","60.039091","Default Known Flow Node","Known Flow","539108.875000","179939.750000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903035","Nodes","","22.999998","60.039091","Default Known Flow Node","Known Flow","539111.375000","179964.500000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903036","Nodes","","22.999998","60.039091","Default Known Flow Node","Known Flow","539112.500000","179976.250000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903048","Nodes","","22.999998","59.995780","Default Known Flow Node","Known Flow","539361.000000","179723.500000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903050","Nodes","","22.999998","59.995780","Default Known Flow Node","Known Flow","539369.287342","179710.951922","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903030","Nodes","","22.999998","60.039091","Default Known Flow Node","Known Flow","539101.250000","179922.375000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902523","Nodes","902523","22.999998","59.995780","Default Known Flow Node","Known Flow","539367.537898","179709.578457","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902513","Nodes","P07114690, GREENWICH PENINSULA, LOAD DECREASE(-960.02)","22.999998","60.039091","Default Known Flow Node","Known Flow","539103.029920","179938.191489","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903033","Nodes","","22.999998","60.039091","Default Known Flow Node","Known Flow","539108.668218","179937.573138","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903051","Nodes","","22.999998","59.995780","Default Known Flow Node","Known Flow","539369.788824","179711.451574","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903054","Nodes","","22.999998","59.954873","Default Known Flow Node","Known Flow","539430.290558","179758.329787","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903053","Nodes","","22.999998","59.995780","Default Known Flow Node","Known Flow","539417.875000","179775.250000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903055","Nodes","","22.999998","59.954873","Default Known Flow Node","Known Flow","539431.875000","179759.500000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903059","Nodes","","22.999998","59.954873","Default Known Flow Node","Known Flow","539472.661569","179790.448138","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903062","Nodes","","22.999998","59.954873","Default Known Flow Node","Known Flow","539512.398271","179820.823138","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903061","Nodes","","22.999998","59.954873","Default Known Flow Node","Known Flow","539497.125000","179841.125000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902538","Nodes","902538","22.999998","54.916197","Default Known Flow Node","Known Flow","540198.875000","178965.500000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902565","Nodes","902565","22.999998","60.039091","Default Known Flow Node","Known Flow","539279.662780","180011.326250","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903028","Nodes","","22.999998","59.998180","Default Known Flow Node","Known Flow","539015.000000","180215.375000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903037","Nodes","","22.999998","59.998180","Default Known Flow Node","Known Flow","539152.125000","180270.750000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903038","Nodes","","22.999998","59.957277","Default Known Flow Node","Known Flow","539152.875000","180279.500000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903040","Nodes","","22.999998","60.039091","Default Known Flow Node","Known Flow","539247.625000","180033.125000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903041","Nodes","","22.999998","60.039091","Default Known Flow Node","Known Flow","539255.625000","180023.375000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903047","Nodes","","22.999998","59.957277","Default Known Flow Node","Known Flow","539300.125000","180194.375000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903045","Nodes","","22.999998","59.957277","Default Known Flow Node","Known Flow","539276.125000","180183.000000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902564","Nodes","902564","22.999998","59.957277","Default Known Flow Node","Known Flow","539303.875000","180197.375000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903046","Nodes","","22.999998","60.039091","Default Known Flow Node","Known Flow","539280.875000","180012.875000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903039","Nodes","","22.999998","59.957277","Default Known Flow Node","Known Flow","539154.875000","180305.625000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903043","Nodes","","22.999998","59.957277","Default Known Flow Node","Known Flow","539268.250000","180179.000000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902537","Nodes","902537","22.999998","57.122330","Default Known Flow Node","Known Flow","540185.125000","178820.625000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903074","Nodes","","22.999998","56.921030","Default Known Flow Node","Known Flow","540173.750000","178535.500000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903073","Nodes","","22.999998","56.879876","Default Known Flow Node","Known Flow","540164.625000","178762.625000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902535","Nodes","902535","22.999998","56.838735","Default Known Flow Node","Known Flow","540149.163028","178800.201321","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903002","Nodes","","22.999998","57.965319","Default Known Flow Node","Known Flow","540238.125000","178837.875000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902502","Nodes","""HORN LANE"", 90800100120540","22.999998","58.000000","Default Known Pressure Node","Known Pressure","540241.000000","178837.625000","","6750.000055","","","","","","","","1248.032980","1395.669918","","","","","","","","",""
"90100600903077","Nodes","","22.999998","54.916197","Default Known Flow Node","Known Flow","540222.875000","178963.625000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902534","Nodes","902534","22.999998","56.268130","Default Known Flow Node","Known Flow","540023.875000","178726.500000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903095","Nodes","","22.999998","56.268130","Default Known Flow Node","Known Flow","540048.125000","178708.750000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903096","Nodes","","22.999998","56.295965","Default Known Flow Node","Known Flow","540053.625000","178779.375000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903098","Nodes","","22.999998","56.290314","Default Known Flow Node","Known Flow","540061.125000","178765.625000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903097","Nodes","","22.999998","56.268130","Default Known Flow Node","Known Flow","540058.154920","178747.198138","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903099","Nodes","Sainsburys","22.999998","56.246107","DDS demands","Known Flow","540065.250000","178728.500000","","0.000000","-199.999994","","","","","","","-178.843583","-199.999994","","","C1 PROFILE","","","","","",""
"90100600903079","Nodes","","22.999998","53.968520","Default Known Flow Node","Known Flow","540226.875000","178999.375000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903078","Nodes","","22.999998","47.921094","Default Known Flow Node","Known Flow","540224.750000","179219.125000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903081","Nodes","","22.999998","48.766475","Default Known Flow Node","Known Flow","540244.375000","179186.875000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600903080","Nodes","","22.999998","52.803454","Default Known Flow Node","Known Flow","540233.125000","179043.500000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600000004","Nodes","","22.999998","49.857128","Default Known Flow Node","Known Flow","539891.405478","179340.336297","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600000013","Nodes","","22.999998","55.051456","Default Known Flow Node","Known Flow","539779.546419","178976.218998","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600000014","Nodes","","22.999998","53.902105","Default Known Flow Node","Known Flow","539779.277096","178754.905081","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600000019","Nodes","","22.999998","54.154347","Default Known Flow Node","Known Flow","539795.162699","178790.325765","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600000022","Nodes","","22.999998","52.758470","Default Known Flow Node","Known Flow","539794.276425","178734.708588","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600000026","Nodes","","22.999998","59.954873","Default Known Flow Node","Known Flow","539609.598337","179749.264031","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600000029","Nodes","","22.999998","59.999503","Default Known Flow Node","Known Flow","539402.607140","179317.847396","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902129","Nodes","","22.999998","50.930090","Default Known Flow Node","Known Flow","539840.536569","179285.448138","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902530","Nodes","P0108504/CP2, Greenwich Millenium Village, See 90100600902529","47.000000","49.873057","CSEP DDS Matched","Known Flow","539888.839886","179337.206655","","0.000000","","","","","-215.119987","","","-192.364144","-215.119987","","","","","","","CC PROFILE","",""
"90100600902001","Nodes","","22.999998","59.999503","Default Known Flow Node","Known Flow","539421.132811","179340.998822","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902075","Nodes","","22.999998","59.999503","Default Known Flow Node","Known Flow","539443.626944","179341.382010","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902077","Nodes","","22.999998","59.999503","Default Known Flow Node","Known Flow","539431.122852","179353.537053","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902043","Nodes","","22.999998","59.954873","Default Known Flow Node","Known Flow","539652.856001","179476.552047","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902079","Nodes","","22.999998","59.999503","Default Known Flow Node","Known Flow","539552.038847","179189.074602","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902004","Nodes","","22.999998","59.999503","Default Known Flow Node","Known Flow","539356.650920","179262.538989","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902005","Nodes","","22.999998","59.999503","Default Known Flow Node","Known Flow","539389.646587","179301.986129","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902078","Nodes","","22.999998","59.999503","Default Known Flow Node","Known Flow","539494.914396","179288.573855","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902076","Nodes","","22.999998","59.999503","Default Known Flow Node","Known Flow","539401.162932","179383.701022","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902011","Nodes","","22.999998","59.954873","Default Known Flow Node","Known Flow","539451.787946","179774.576128","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902007","Nodes","","22.999998","59.954873","Default Known Flow Node","Known Flow","539464.096468","179801.652397","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902008","Nodes","","22.999998","60.018560","Default Known Flow Node","Known Flow","539227.558327","179962.654493","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902009","Nodes","","22.999998","60.031645","Default Known Flow Node","Known Flow","539236.203581","179966.509084","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902010","Nodes","","22.999998","60.039091","Default Known Flow Node","Known Flow","539241.644182","179970.437091","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902012","Nodes","","22.999998","59.954873","Default Known Flow Node","Known Flow","539454.412947","179771.326127","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902013","Nodes","","22.999998","60.039091","Default Known Flow Node","Known Flow","538952.333685","180054.916080","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902014","Nodes","","22.999998","59.994901","Default Known Flow Node","Known Flow","538942.212878","180136.238595","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902016","Nodes","","22.999998","52.831748","Default Known Flow Node","Known Flow","539790.913038","178736.950846","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902066","Nodes","Pizza Hut","22.999998","52.747818","DDS demands","Known Flow","539795.278956","178738.554390","","0.000000","","","","-6.840000","","","","-6.116450","-6.840000","","","","","","C4 PROFILE","","",""
"90100600902017","Nodes","Si Chaun Restaurant","22.999998","52.791071","DDS demands","Known Flow","539792.288038","178740.200847","","0.000000","","","","-16.100000","","","","-14.396908","-16.100000","","","","","","C4 PROFILE","","",""
"90100600902018","Nodes","UCI Cinema","22.999998","53.631089","DDS demands","Known Flow","539801.161744","178787.950469","","0.000000","-49.439999","","","","","","","-44.210132","-49.439999","","","C1 PROFILE","","","","","",""
"90100600902019","Nodes","","22.999998","52.358767","Default Known Flow Node","Known Flow","539834.288050","178717.450841","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902015","Nodes","","22.999998","52.320145","Default Known Flow Node","Known Flow","539838.411527","178717.080788","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902020","Nodes","","22.999998","52.358767","Default Known Flow Node","Known Flow","539835.538050","178720.575841","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902021","Nodes","","22.999998","56.268130","Default Known Flow Node","Known Flow","539966.193086","178746.611849","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902022","Nodes","","22.999998","56.268130","Default Known Flow Node","Known Flow","539958.911084","178749.621849","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902023","Nodes","","22.999998","56.268130","Default Known Flow Node","Known Flow","539967.001086","178746.290848","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902024","Nodes","","22.999998","56.268130","Default Known Flow Node","Known Flow","539962.401084","178734.671557","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902025","Nodes","","22.999998","56.268130","Default Known Flow Node","Known Flow","539998.434095","178732.955845","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902027","Nodes","","22.999998","56.268130","Default Known Flow Node","Known Flow","540016.320099","178724.488843","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902026","Nodes","","22.999998","56.268130","Default Known Flow Node","Known Flow","539993.763779","178720.793848","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902028","Nodes","","22.999998","56.268130","Default Known Flow Node","Known Flow","540010.927773","178713.199922","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902060","Nodes","","22.999998","56.268130","Default Known Flow Node","Known Flow","540032.160402","178715.827056","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902029","Nodes","","22.999998","56.268130","Default Known Flow Node","Known Flow","540028.317341","178705.480861","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902030","Nodes","","22.999998","56.268130","Default Known Flow Node","Known Flow","540044.502473","178698.349843","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902032","Nodes","","22.999998","55.051456","Default Known Flow Node","Known Flow","539739.771057","178947.215530","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902031","Nodes","","22.999998","55.051456","Default Known Flow Node","Known Flow","539749.524777","178958.529846","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902033","Nodes","","22.999998","55.051456","Default Known Flow Node","Known Flow","539773.131158","178982.567529","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902072","Nodes","","22.999998","52.730270","Default Known Flow Node","Known Flow","539786.163037","179229.700980","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902069","Nodes","","22.999998","55.481373","Default Known Flow Node","Known Flow","539848.038054","178851.575877","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902034","Nodes","Nandos","22.999998","52.298224","DDS demands","Known Flow","539838.663051","178719.450841","","0.000000","","","","-14.089999","","","","-12.599530","-14.089999","","","","","","C4 PROFILE","","",""
"90100600902068","Nodes","","22.999998","55.051456","Default Known Flow Node","Known Flow","539736.293933","178943.321323","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902073","Nodes","","22.999998","52.306858","Default Known Flow Node","Known Flow","539797.541946","179241.329890","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902035","Nodes","","22.999998","48.388059","Default Known Flow Node","Known Flow","539913.663071","179272.734992","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902036","Nodes","","22.999998","48.388059","Default Known Flow Node","Known Flow","539912.936071","179271.971991","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902037","Nodes","","22.999998","48.346309","Default Known Flow Node","Known Flow","539932.751077","179292.747997","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902038","Nodes","","22.999998","48.233370","Default Known Flow Node","Known Flow","539918.943073","179268.810991","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902039","Nodes","","22.999998","48.233370","Default Known Flow Node","Known Flow","539918.697073","179269.697991","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
