"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)"
"60203200358139","Nodes","358139","21.000000","23.509214","Default Known Flow Node","Known Flow","301978.348327","714046.971508","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60203200613993","Nodes","613993","21.000000","23.509214","Default Known Flow Node","Known Flow","302008.598335","714047.721508","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60203200358191","Nodes","358191","21.000000","36.999363","DDS demands","Known Flow","302031.848341","714515.346636","","0.000000","","","","-2.559999","","","-2.289197","-2.559999","","","","","","D1 PROFILE","",""
"60203210000151","Nodes","10000151","21.000000","22.436842","Default Known Flow Node","Known Flow","302009.223335","714046.096508","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60203200001119","Nodes","1119","21.000000","23.275021","Default Known Flow Node","Known Flow","302006.222044","714135.253834","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60203200001121","Nodes","1121","21.000000","21.821535","DDS demands","Known Flow","301774.887986","714383.785564","","0.000000","","","","-12.359999","","","-11.052533","-12.359999","","","","","","D1 PROFILE","",""
"60203200001120","Nodes","1120","21.000000","21.713042","Default Known Flow Node","Known Flow","301916.573471","714326.310007","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60203200006002","Nodes","6002","21.000000","37.732691","Default Known Flow Node","Known Flow","302057.167360","714582.069734","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60203200006004","Nodes","6004","21.000000","36.886739","DDS demands","Known Flow","302031.713868","714520.308605","","0.000000","","","","-7.989999","","","-7.144800","-7.989999","","","","","","D1 PROFILE","",""
"60203200006001","Nodes","6001","21.000000","37.953364","Default Known Flow Node","Known Flow","302064.299084","714604.890300","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60203200006000","Nodes","6000","21.000000","37.952094","Default Known Flow Node","Known Flow","302063.816553","714603.665042","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60203200001392","Nodes","1392","21.000000","39.647931","Default Known Flow Node","Known Flow","302164.139369","714767.929598","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60203200006007","Nodes","6007","21.000000","22.959747","Default Known Flow Node","Known Flow","301911.752305","714650.955112","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60203200006003","Nodes","6003","21.000000","37.732691","Default Known Flow Node","Known Flow","302076.536582","714575.539905","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60203200006008","Nodes","6008","21.000000","22.959747","Default Known Flow Node","Known Flow","301899.248111","714671.839509","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60203200006009","Nodes","6009","21.000000","22.592805","DDS demands","Known Flow","301793.276289","714557.751980","","0.000000","","","","-2.309999","","","-2.065643","-2.309999","","","","","","D1 PROFILE","",""
"60203200006010","Nodes","6010","21.000000","22.379047","DDS demands","Known Flow","301817.264599","714536.938593","","0.000000","","-24.999999","","","","","-22.355447","-24.999999","","","","C2 PROFILE","","","",""
"60203200006011","Nodes","6011","21.000000","23.509214","Default Known Flow Node","Known Flow","301979.649390","714045.404996","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60203200006005","Nodes","6005","21.000000","36.804707","Default Known Flow Node","Known Flow","302032.098341","714529.096639","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60203200006012","Nodes","6012","21.000000","29.381880","Default Known Flow Node","Known Flow","302053.098347","714392.971602","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60203200006006","Nodes","6006","21.000000","23.010895","Default Known Flow Node","Known Flow","301892.981825","714408.786625","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
