"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"60601600000202","Nodes","202","21.000000","23.164514","DDS demands","Known Flow","342208.250000","850232.375000","","0.000000","","","","","","-8.029999","","","","","","","","-7.180569","-8.029999","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000184","Nodes","184","21.000000","23.756055","DDS demands","Known Flow","342327.000000","850308.750000","","0.000000","","","","","","-28.950001","","","","","","","","-25.887609","-28.950001","","","","","","","","D1 PROFILE","","","","","","",""
"606016-60","Nodes","-60","21.000000","23.632702","Default Known Flow Node","Known Flow","342291.625000","850263.875000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"606016-73","Nodes","-73","21.000000","24.351505","Default Known Flow Node","Known Flow","342346.250000","850340.750000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"606016-75","Nodes","-75","21.000000","23.564562","Default Known Flow Node","Known Flow","342257.000000","850355.750000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"606016-1462603","Nodes","-1462603","21.000000","23.564562","Default Known Flow Node","Known Flow","342267.875000","850369.375000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"606016-59","Nodes","-59","21.000000","23.627826","Default Known Flow Node","Known Flow","342291.000000","850263.000000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"606016-1462559","Nodes","-1462559","21.000000","23.627826","Default Known Flow Node","Known Flow","342263.250000","850285.500000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000189","Nodes","189, ""316417"", ""NELSON TERRACE"", 34.98","24.000000","27.237676","CSEP DDS Matched","Known Flow","342309.250000","850253.875000","","0.000000","","","","","","","-34.980000","","","","","","","-31.279743","-34.980000","","","","","","","","","DC PROFILE","","","","","",""
"606016-77","Nodes","-77","21.000000","25.056438","Default Known Flow Node","Known Flow","342367.500000","850380.250000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"606016-1462604","Nodes","-1462604","21.000000","24.441082","Default Known Flow Node","Known Flow","342312.000000","850359.375000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"606016-1462597","Nodes","-1462597","21.000000","25.056438","Default Known Flow Node","Known Flow","342333.500000","850398.625000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"606016-1462615","Nodes","-1462615","21.000000","25.780454","Default Known Flow Node","Known Flow","342354.000000","850439.875000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000304","Nodes","304","21.000000","35.538644","DDS demands","Known Flow","342782.125000","850088.375000","","0.000000","","","","","","-2.799999","","","","","","","","-2.503810","-2.799999","","","","","","","","D1 PROFILE","","","","","","",""
"606016-32","Nodes","-32","21.000000","35.556488","Default Known Flow Node","Known Flow","342786.125000","850120.500000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000306","Nodes","306","21.000000","34.998244","DDS demands","Known Flow","342693.625000","850047.625000","","0.000000","","","","","","-6.869999","","","","","","","","-6.143277","-6.869999","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000305","Nodes","305","21.000000","35.260704","DDS demands","Known Flow","342749.375000","850086.875000","","0.000000","","","","","","-5.449999","","","","","","","","-4.873487","-5.449999","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000046","Nodes","46","21.000000","34.069827","DDS demands","Known Flow","342974.375000","850483.750000","","0.000000","","","","","","-15.930000","","","","","","","","-14.244891","-15.930000","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000191","Nodes","191","21.000000","33.834526","DDS demands","Known Flow","342924.375000","850426.125000","","0.000000","","","","","","-18.570000","","","","","","","","-16.605626","-18.570000","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000121","Nodes","121","21.000000","33.277996","DDS demands","Known Flow","342914.625000","850337.250000","","0.000000","","","","","","-14.250000","","","","","","","","-12.742605","-14.250000","","","","","","","","D1 PROFILE","","","","","","",""
"606016-1462482","Nodes","-1462482","21.000000","33.277996","Default Known Flow Node","Known Flow","342960.625000","850330.625000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000192","Nodes","192","21.000000","33.184107","DDS demands","Known Flow","342907.500000","850275.875000","","0.000000","","","","","","-11.170000","","","","","","","","-9.988414","-11.170000","","","","","","","","D1 PROFILE","","","","","","",""
"606016-50","Nodes","-50","21.000000","33.113015","Default Known Flow Node","Known Flow","342901.750000","850219.375000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000205","Nodes","205","21.000000","35.712899","DDS demands","Known Flow","342811.875000","850199.000000","","0.000000","","","","","","-22.190001","","","","","","","","-19.842696","-22.190001","","","","","","","","D1 PROFILE","","","","","","",""
"606016-1462528","Nodes","-1462528","21.000000","35.845290","Default Known Flow Node","Known Flow","342824.875000","850159.875000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000301","Nodes","301","21.000000","35.322787","DDS demands","Known Flow","342754.000000","850132.750000","","0.000000","","","","","","-5.859999","","","","","","","","-5.240117","-5.859999","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000302","Nodes","302","21.000000","35.241487","DDS demands","Known Flow","342712.250000","850099.875000","","0.000000","","","","","","-2.630000","","","","","","","","-2.351793","-2.630000","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000256","Nodes","256","21.000000","35.242950","Default Known Flow Node","Known Flow","342774.875000","850182.500000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000303","Nodes","303","21.000000","35.398133","DDS demands","Known Flow","342753.125000","850124.875000","","0.000000","","","","","","-7.869999","","","","","","","","-7.037494","-7.869999","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000307","Nodes","307","21.000000","35.030336","DDS demands","Known Flow","342766.625000","850035.625000","","0.000000","","","","","","-9.149999","","","","","","","","-8.182093","-9.149999","","","","","","","","D1 PROFILE","","","","","","",""
"606016-1462500","Nodes","-1462500","21.000000","37.386803","Default Known Flow Node","Known Flow","342784.250000","850473.750000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000257","Nodes","257","21.000000","35.443166","Default Known Flow Node","Known Flow","342776.000000","850189.250000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000259","Nodes","259","21.000000","35.143161","DDS demands","Known Flow","342749.500000","850191.250000","","0.000000","","","","","","-4.429999","","","","","","","","-3.961385","-4.429999","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000258","Nodes","258","21.000000","35.443166","Default Known Flow Node","Known Flow","342783.500000","850231.500000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"606016-1462509","Nodes","-1462509","21.000000","35.423953","Default Known Flow Node","Known Flow","342789.375000","850153.500000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000044","Nodes","44","21.000000","32.982541","DDS demands","Known Flow","342897.125000","850183.375000","","0.000000","","","","","","-7.960000","","","","","","","","-7.117974","-7.960000","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000260","Nodes","260","21.000000","34.115372","DDS demands","Known Flow","342723.625000","850294.750000","","0.000000","","","","","","-3.499999","","","","","","","","-3.129762","-3.499999","","","","","","","","D1 PROFILE","","","","","","",""
"606016-63","Nodes","-63","21.000000","33.996633","Default Known Flow Node","Known Flow","342724.625000","850297.125000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000265","Nodes","265","21.000000","33.340793","DDS demands","Known Flow","342731.125000","850319.000000","","0.000000","","","","","","-17.379999","","","","","","","","-15.541506","-17.379999","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000267","Nodes","3, 12, 26, 37 & 47, Quarryhill","21.000000","32.866540","Point Loads","Known Flow","342747.750000","850371.375000","","0.000000","","","","","","","","","","","-10.060000","","","-8.995832","-10.060000","","","","","","","","","","","","","PL-AF PROFILE","",""
"606016-65","Nodes","-65","21.000000","33.274766","Default Known Flow Node","Known Flow","342770.500000","850315.375000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000262","Nodes","262","21.000000","34.287066","DDS demands","Known Flow","342733.750000","850266.000000","","0.000000","","","","","","-2.559999","","","","","","","","-2.289197","-2.559999","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000266","Nodes","266","21.000000","33.044358","DDS demands","Known Flow","342799.750000","850376.125000","","0.000000","","","","","","-5.050000","","","","","","","","-4.515800","-5.050000","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000190","Nodes","190","21.000000","34.668922","DDS demands","Known Flow","343004.000000","850431.875000","","0.000000","","","","","","-10.229999","","","","","","","","-9.147848","-10.229999","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000045","Nodes","45","21.000000","33.289285","DDS demands","Known Flow","342992.250000","850335.375000","","0.000000","","","","","","-19.080000","","","","","","","","-17.061678","-19.080000","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000040","Nodes","40","21.000000","25.093889","DDS demands","Known Flow","343053.750000","850050.750000","","0.000000","","","-1.100000","","","-20.360000","","","","","","","","-19.189917","-21.460001","","","","","C3 PROFILE","","","D1 PROFILE","","","","","","",""
"60601600000150","Nodes","150","21.000000","25.032183","DDS demands","Known Flow","342966.125000","849996.250000","","0.000000","","","","","","-6.999999","","","","","","","","-6.259525","-6.999999","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000039","Nodes","39","21.000000","26.847963","DDS demands","Known Flow","343176.250000","850037.750000","","0.000000","","-6.000000","","","","-26.580000","","","","","","","","-29.133620","-32.580002","","","","C2 PROFILE","","","","D1 PROFILE","","","","","","",""
"606016-21","Nodes","-21","21.000000","26.937349","Default Known Flow Node","Known Flow","343172.375000","850004.250000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000099","Nodes","99","21.000000","34.415415","DDS demands","Known Flow","343284.500000","850025.125000","","0.000000","","","-1.500000","-3.339999","","-22.989998","","","","","","","","-24.886082","-27.829998","","","","","C3 PROFILE","C4 PROFILE","","D1 PROFILE","","","","","","",""
"606016-1462600","Nodes","-1462600","21.000000","34.371315","Default Known Flow Node","Known Flow","343281.250000","849948.375000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000175","Nodes","175","21.000000","27.096848","DDS demands","Known Flow","343139.875000","850214.875000","","0.000000","","","","","","-7.099999","","","","","","","","-6.348946","-7.099999","","","","","","","","D1 PROFILE","","","","","","",""
"606016-1462498","Nodes","-1462498","21.000000","27.096848","Default Known Flow Node","Known Flow","343154.750000","850197.250000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000042","Nodes","42","21.000000","26.120244","DDS demands","Known Flow","343073.250000","850223.125000","","0.000000","-9.600000","-20.969999","","","","-30.890000","","","","","","","","-54.958631","-61.459999","","","C1 PROFILE","C2 PROFILE","","","","D1 PROFILE","","","","","","",""
"60601600000043","Nodes","43","21.000000","25.252045","DDS demands","Known Flow","342949.125000","850221.375000","","0.000000","-12.799999","","","","","","","","","","","","","-11.445988","-12.799999","","","C1 PROFILE","","","","","","","","","","","",""
"60601600000199","Nodes","199","21.000000","35.491342","DDS demands","Known Flow","343305.500000","850218.875000","","0.000000","","-6.059999","-2.009999","","","-34.999999","","","","","","","","-38.513963","-43.069997","","","","C2 PROFILE","C3 PROFILE","","","D1 PROFILE","","","","","","",""
"60601600000036","Nodes","36","21.000000","35.969050","DDS demands","Known Flow","343303.625000","850202.750000","","0.000000","-2.759999","","","","","-14.659999","","","","","","","","-15.577275","-17.419999","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"60601600000098","Nodes","98","21.000000","34.691323","DDS demands","Known Flow","343358.000000","850075.375000","","0.000000","","","","","","-14.999999","","","","","","","","-13.413268","-14.999999","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000037","Nodes","37","21.000000","34.300628","DDS demands","Known Flow","343348.375000","849990.375000","","0.000000","","","","","","-8.560000","","","","","","","","-7.654505","-8.560000","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000035","Nodes","35","21.000000","35.231612","DDS demands","Known Flow","343371.750000","850194.750000","","0.000000","-11.490000","","","","","-11.539999","","","","","","","","-20.593838","-23.029999","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"60601600000034","Nodes","34","21.000000","35.139545","DDS demands","Known Flow","343413.750000","850189.125000","","0.000000","","","","","","-7.840000","","","","","","","","-7.010668","-7.840000","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000176","Nodes","176","21.000000","35.179638","DDS demands","Known Flow","343377.500000","850246.000000","","0.000000","","","","","","-7.760000","","","","","","","","-6.939131","-7.760000","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000198","Nodes","198","21.000000","35.025179","DDS demands","Known Flow","343389.125000","850337.625000","","0.000000","","","","","","-8.609999","","","","","","","","-7.699215","-8.609999","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000102","Nodes","102","21.000000","35.765461","DDS demands","Known Flow","343095.500000","850421.750000","","0.000000","","","","","","-43.110001","","","","","","","","-38.549734","-43.110001","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000356","Nodes","356","21.000000","30.915891","Default Known Flow Node","Known Flow","343209.000000","850325.125000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000358","Nodes","358","21.000000","30.806449","DDS demands","Known Flow","343253.875000","850330.125000","","0.000000","","","","","","-2.329999","","","","","","","","-2.083527","-2.329999","","","","","","","","D1 PROFILE","","","","","","",""
"606016-93","Nodes","-93","21.000000","36.153390","Default Known Flow Node","Known Flow","343485.375000","850476.000000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000338","Nodes","338","21.000000","36.153390","Default Known Flow Node","Known Flow","343477.625000","850460.625000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"606016-1462568","Nodes","-1462568","21.000000","36.153390","Default Known Flow Node","Known Flow","343479.000000","850484.875000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"606016-1462483","Nodes","-1462483","21.000000","26.937349","Default Known Flow Node","Known Flow","343169.000000","849972.125000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"606016-1462566","Nodes","-1462566","21.000000","26.803277","Default Known Flow Node","Known Flow","343206.750000","850000.500000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000357","Nodes","OPR - Institute Building, 138 - 140 Mid Street","21.000000","34.119596","DDS demands","Known Flow","343226.875000","850482.250000","","0.000000","-40.319998","","-5.369999","-6.000000","","-12.770000","","","","","","","","-57.641284","-64.459997","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","","D1 PROFILE","","","","","","",""
"60601600000359","Nodes","359","21.000000","33.762807","DDS demands","Known Flow","343188.250000","850485.000000","","0.000000","-5.369999","","","","","-7.799999","","","","","","","","-11.776849","-13.170000","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"60601600000185","Nodes","185","21.000000","36.153390","DDS demands","Known Flow","343514.000000","850472.375000","","0.000000","","","","","","-12.740000","","","","","","","","-11.392336","-12.740000","","","","","","","","D1 PROFILE","","","","","","",""
"606016-142","Nodes","-142","21.000000","31.250858","Default Known Flow Node","Known Flow","342149.336800","850734.520402","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000093","Nodes","93","21.000000","31.339110","DDS demands","Known Flow","342149.392391","850730.865116","","0.000000","","","","","","-7.309999","","","","","","","","-6.536732","-7.309999","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000336","Nodes","336","21.000000","31.041047","Default Known Flow Node","Known Flow","342261.625000","850827.375000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000335","Nodes","335","21.000000","31.041047","Default Known Flow Node","Known Flow","342281.625000","850824.000000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000084","Nodes","84","21.000000","30.557952","DDS demands","Known Flow","342394.000000","850616.000000","","0.000000","","","","","","-12.159999","","","","","","","","-10.873689","-12.159999","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000083","Nodes","83","21.000000","29.835988","DDS demands","Known Flow","342364.125000","850544.625000","","0.000000","","","","","","-14.020000","","","","","","","","-12.536936","-14.020000","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000107","Nodes","107","21.000000","31.100141","DDS demands","Known Flow","342459.500000","850732.000000","","0.000000","","","","","","-14.659999","","","","","","","","-13.109234","-14.659999","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000079","Nodes","79","21.000000","31.138658","DDS demands","Known Flow","342436.000000","850743.250000","","0.000000","","","","","","-3.619999","","","","","","","","-3.237068","-3.619999","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000091","Nodes","91","21.000000","31.103120","DDS demands","Known Flow","342257.125000","850776.000000","","0.000000","","","","","","-11.199999","","","","","","","","-10.015240","-11.199999","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000092","Nodes","92","21.000000","31.184873","DDS demands","Known Flow","342240.589156","850743.652991","","0.000000","","","","","","-6.260000","","","","","","","","-5.597804","-6.260000","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000095","Nodes","95","21.000000","31.272988","DDS demands","Known Flow","342240.642072","850740.338740","","0.000000","-4.800000","","","","","-3.800000","","","","","","","","-7.690274","-8.600000","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"60601600000106","Nodes","106","21.000000","31.254347","DDS demands","Known Flow","342191.475192","850741.568461","","0.000000","","","","","","-14.449999","","","","","","","","-12.921448","-14.449999","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000094","Nodes","94","21.000000","31.132568","DDS demands","Known Flow","342200.514623","850780.579939","","0.000000","","","","","","-3.400000","","","","","","","","-3.040340","-3.400000","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000082","Nodes","82","21.000000","31.132568","Default Known Flow Node","Known Flow","342199.538589","850807.473703","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"606016-174","Nodes","-174","21.000000","31.132568","Default Known Flow Node","Known Flow","342228.666904","850805.749000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60601600000086","Nodes","86","21.000000","31.331975","DDS demands","Known Flow","342390.250000","850768.500000","","0.000000","","","","","","-9.869999","","","","","","","","-8.825930","-9.869999","","","","","","","","D1 PROFILE","","","","","","",""
"60601600000104","Nodes","104","21.000000","31.575023","DDS demands","Known Flow","342465.000000","850978.250000","","0.000000","-3.110000","","","-7.989999","","-3.410000","","","","","","","","-12.975101","-14.510000","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","",""
