"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"60604700000053","Nodes","53,","21.000000","62.137685","DDS demands","Known Flow","379014.365000","815800.240000","","0.000000","","","","-5.870000","","","","","","","-5.249059","-5.870000","","","","","","D1 PROFILE","","","","","",""
"60604700000055","Nodes","55,","21.000000","62.107249","DDS demands","Known Flow","379003.240000","815800.240000","","0.000000","","","","-1.539999","","","","","","","-1.377095","-1.539999","","","","","","D1 PROFILE","","","","","",""
"60604700000056","Nodes","56,","21.000000","62.023734","DDS demands","Known Flow","378988.740000","815840.990000","","0.000000","","","","-5.400000","","","","","","","-4.828776","-5.400000","","","","","","D1 PROFILE","","","","","",""
"60604701462470","Nodes","1462470,","21.000000","62.107249","Default Known Flow Node","Known Flow","378990.615000","815799.615000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000054","Nodes","54,","21.000000","61.886297","DDS demands","Known Flow","379059.990000","815755.740000","","0.000000","","","","-5.590000","","","","","","","-4.998678","-5.590000","","","","","","D1 PROFILE","","","","","",""
"60604700000072","Nodes","72,","21.000000","64.158147","Default Known Flow Node","Known Flow","379092.490000","815787.615000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000006","Nodes","6,","21.000000","65.531459","DDS demands","Known Flow","379089.615000","815716.490000","","0.000000","","","","-1.690000","","","","","","","-1.511228","-1.690000","","","","","","D1 PROFILE","","","","","",""
"60604700000046","Nodes","46,","21.000000","65.109716","DDS demands","Known Flow","379090.490000","815647.865000","","0.000000","","-6.929999","","-5.349999","","","","","","","-10.980994","-12.279998","","","","C3 PROFILE","","D1 PROFILE","","","","","",""
"60604700000084","Nodes","84,","21.000000","35.997090","DDS demands","Known Flow","379561.240000","815998.865000","","0.000000","","","","-9.100000","","","","","","","-8.137383","-9.100000","","","","","","D1 PROFILE","","","","","",""
"60604701462502","Nodes","1462502,","21.000000","35.997090","Default Known Flow Node","Known Flow","379554.490000","815986.240000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000032","Nodes","32,","21.000000","45.704978","DDS demands","Known Flow","378930.490000","816368.865000","","0.000000","","","","-12.430000","","","","","","","-11.115128","-12.430000","","","","","","D1 PROFILE","","","","","",""
"60604700000119","Nodes","119,","21.000000","42.104927","Default Known Flow Node","Known Flow","378995.365000","816353.365000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000035","Nodes","35,","21.000000","42.194019","DDS demands","Known Flow","378911.865000","816288.990000","","0.000000","","","","-12.210000","","","","","","","-10.918401","-12.210000","","","","","","D1 PROFILE","","","","","",""
"60604700000036","Nodes","36,","21.000000","31.789386","DDS demands","Known Flow","378890.865000","816216.615000","","0.000000","","","","-14.389999","","","","","","","-12.867795","-14.389999","","","","","","D1 PROFILE","","","","","",""
"60604700000037","Nodes","37,","21.000000","26.534008","DDS demands","Known Flow","378847.240000","816149.490000","","0.000000","","","","-6.780000","","","","","","","-6.062797","-6.780000","","","","","","D1 PROFILE","","","","","",""
"60604700000039","Nodes","39,","21.000000","22.897789","DDS demands","Known Flow","378965.490000","816116.740000","","0.000000","","","","-12.680000","","","","","","","-11.338683","-12.680000","","","","","","D1 PROFILE","","","","","",""
"60604701462516","Nodes","1462516,","21.000000","22.853697","Default Known Flow Node","Known Flow","378983.115000","816122.365000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604701462513","Nodes","1462513,","21.000000","22.897789","Default Known Flow Node","Known Flow","378971.990000","816106.615000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000038","Nodes","38,","21.000000","23.698716","DDS demands","Known Flow","378892.365000","816081.115000","","0.000000","","","","-7.900000","","","","","","","-7.064321","-7.900000","","","","","","D1 PROFILE","","","","","",""
"60604700000094","Nodes","94,","21.000000","23.654676","Default Known Flow Node","Known Flow","378923.740000","816058.990000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604701462523","Nodes","1462523,","21.000000","26.534008","Default Known Flow Node","Known Flow","378831.115000","816154.865000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604701462508","Nodes","1462508,","21.000000","23.654676","Default Known Flow Node","Known Flow","378939.240000","816049.115000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604701462522","Nodes","1462522,","21.000000","21.248281","DDS demands","Known Flow","379351.643847","816172.600319","","0.000000","","","","-13.720000","","","","","","","-12.268670","-13.720000","","","","","","D1 PROFILE","","","","","",""
"60604701462520","Nodes","1462520,","21.000000","42.104927","Default Known Flow Node","Known Flow","379010.865000","816339.740000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000041","Nodes","41,","21.000000","41.574949","DDS demands","Known Flow","379014.865000","816255.490000","","0.000000","","","","-10.150000","","","","","","","-9.076311","-10.150000","","","","","","D1 PROFILE","","","","","",""
"60604700000040","Nodes","40,","21.000000","30.960686","DDS demands","Known Flow","379006.490000","816191.490000","","0.000000","","","","-11.010000","","","","","","","-9.845339","-11.010000","","","","","","D1 PROFILE","","","","","",""
"60604701462512","Nodes","1462512,","21.000000","40.434545","Default Known Flow Node","Known Flow","379371.490000","816147.490000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000012","Nodes","12,","21.000000","40.434545","DDS demands","Known Flow","379365.365000","816118.115000","","0.000000","","","","-11.490000","","","","","","","-10.274563","-11.490000","","","","","","D1 PROFILE","","","","","",""
"60604700000044","Nodes","44,","21.000000","38.583542","DDS demands","Known Flow","379057.990000","816343.365000","","0.000000","","","","-5.940000","","","","","","","-5.311654","-5.940000","","","","","","D1 PROFILE","","","","","",""
"60604700000045","Nodes","45,","21.000000","36.987239","DDS demands","Known Flow","379008.615000","816432.365000","","0.000000","","","","-11.419999","","","","","","","-10.211968","-11.419999","","","","","","D1 PROFILE","","","","","",""
"60604700000116","Nodes","116,","21.000000","34.559459","Default Known Flow Node","Known Flow","379157.990000","816323.240000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000034","Nodes","34,","21.000000","27.339828","DDS demands","Known Flow","379258.990000","816302.990000","","0.000000","","","","-15.259999","","","","","","","-13.645765","-15.259999","","","","","","D1 PROFILE","","","","","",""
"60604701462528","Nodes","1462528,","21.000000","24.544403","DDS demands","Known Flow","379313.784228","816270.824253","","0.000000","","","","-14.040000","","","","","","","-12.554819","-14.040000","","","","","","D1 PROFILE","","","","","",""
"60604700000026","Nodes","26,","21.000000","26.628574","DDS demands","Known Flow","379277.240000","816307.240000","","0.000000","","","","-5.189999","","","","","","","-4.640990","-5.189999","","","","","","D1 PROFILE","","","","","",""
"60604700000028","Nodes","28,","21.000000","26.534596","DDS demands","Known Flow","379348.865000","816323.115000","","0.000000","","","","-1.330000","","","","","","","-1.189309","-1.330000","","","","","","D1 PROFILE","","","","","",""
"60604700000114","Nodes","114,","21.000000","27.180191","DDS demands","Known Flow","379266.490000","816304.990000","","0.000000","-7.020000","","","","","","","","","","-6.277409","-7.020000","","","C1 PROFILE","","","","","","","","",""
"60604700000019","Nodes","19,","21.000000","22.685099","DDS demands","Known Flow","379394.990000","816227.240000","","0.000000","","","","-11.369999","","","","","","","-10.167257","-11.369999","","","","","","D1 PROFILE","","","","","",""
"60604700000020","Nodes","20,","21.000000","20.916298","DDS demands","Known Flow","379287.740000","816106.740000","","0.000000","","","","-8.180000","","","","","","","-7.314702","-8.180000","","","","","","D1 PROFILE","","","","","",""
"60604700000103","Nodes","103,","21.000000","24.058145","DDS demands","Known Flow","379456.240000","816179.740000","","0.000000","","","","-12.020000","","","","","","","-10.748499","-12.020000","","","","","","D1 PROFILE","","","","","",""
"60604700000021","Nodes","21,","21.000000","37.102702","DDS demands","Known Flow","379492.115000","816060.990000","","0.000000","","","","-11.119999","","","","","","","-9.943702","-11.119999","","","","","","D1 PROFILE","","","","","",""
"60604700000011","Nodes","11,","21.000000","43.267618","DDS demands","Known Flow","379331.615000","816064.740000","","0.000000","","","","-11.920000","","","","","","","-10.659077","-11.920000","","","","","","D1 PROFILE","","","","","",""
"60604700000010","Nodes","10,","21.000000","48.207997","DDS demands","Known Flow","379303.115000","816019.990000","","0.000000","","","","-8.489999","","","","","","","-7.591909","-8.489999","","","","","","D1 PROFILE","","","","","",""
"60604700000022","Nodes","22,","21.000000","36.950302","DDS demands","Known Flow","379451.990000","815994.615000","","0.000000","","","","-5.619999","","","","","","","-5.025504","-5.619999","","","","","","D1 PROFILE","","","","","",""
"60604700000131","Nodes","131,","21.000000","68.691541","DDS demands","Known Flow","379083.365000","816490.615000","","0.000000","","","","-14.659999","","","","","","","-13.109234","-14.659999","","","","","","D1 PROFILE","","","","","",""
"60604701462482","Nodes","1462482,","21.000000","68.572407","DDS demands","Known Flow","379089.115000","816483.115000","","0.000000","-57.089999","","","","","","","","","","-51.050899","-57.089999","","","C1 PROFILE","","","","","","","","",""
"60604700000106","Nodes","106,","21.000000","28.930250","Default Known Flow Node","Known Flow","379126.740000","816232.740000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000042","Nodes","42,","21.000000","19.802639","DDS demands","Known Flow","379082.990000","816146.865000","","0.000000","-39.999997","","","","","","","","","","-35.768714","-39.999997","","","C1 PROFILE","","","","","","","","",""
"60604701462474","Nodes","1462474,","21.000000","28.886585","Default Known Flow Node","Known Flow","379139.865000","816216.990000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000107","Nodes","107,","21.000000","30.260000","Default Known Flow Node","Known Flow","379130.365000","816255.490000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000130","Nodes","130,","21.000000","68.576875","DDS demands","Known Flow","379152.490000","816484.615000","","0.000000","","","","-9.260000","","","","","","","-8.280457","-9.260000","","","","","","D1 PROFILE","","","","","",""
"60604700000121","Nodes","121,","21.000000","63.331522","DDS demands","Known Flow","379221.115000","816380.115000","","0.000000","","","","-10.589999","","","","","","","-9.469767","-10.589999","","","","","","D1 PROFILE","","","","","",""
"60604700000043","Nodes","43,","21.000000","62.586580","DDS demands","Known Flow","379238.490000","816351.490000","","0.000000","-3.110000","","-4.790000","-15.710000","","","","","","","-21.112485","-23.610000","","","C1 PROFILE","","C4 PROFILE","D1 PROFILE","","","","","",""
"60604701462475","Nodes","1462475,","21.000000","63.249343","Default Known Flow Node","Known Flow","379227.615000","816383.865000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604701462489","Nodes","1462489,","21.000000","24.146068","Default Known Flow Node","Known Flow","379433.615000","816144.115000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000014","Nodes","14,","21.000000","36.913382","DDS demands","Known Flow","379536.990000","816013.240000","","0.000000","","","","-1.409999","","","","","","","-1.260847","-1.409999","","","","","","D1 PROFILE","","","","","",""
"60604700000018","Nodes","18,","21.000000","29.612925","DDS demands","Known Flow","379845.865000","815798.240000","","0.000000","","","","-16.319999","","","","","","","-14.593634","-16.319999","","","","","","D1 PROFILE","","","","","",""
"60604700000017","Nodes","17,","21.000000","34.182481","DDS demands","Known Flow","379596.740000","816056.740000","","0.000000","","","","-7.989999","","","","","","","-7.144800","-7.989999","","","","","","D1 PROFILE","","","","","",""
"60604700000003","Nodes","3,","21.000000","70.364709","DDS demands","Known Flow","379131.240000","816511.615000","","0.000000","","","","-9.239999","","","","","","","-8.262573","-9.239999","","","","","","D1 PROFILE","","","","","",""
"60604701462510","Nodes","1462510,","21.000000","68.414118","Default Known Flow Node","Known Flow","379183.990000","816496.240000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000004","Nodes","4,","21.000000","68.670902","DDS demands","Known Flow","378985.615000","816526.240000","","0.000000","","","","-6.740000","","","","","","","-6.027028","-6.740000","","","","","","D1 PROFILE","","","","","",""
"60604700000132","Nodes","132,","21.000000","70.346282","DDS demands","Known Flow","379135.990000","816505.115000","","0.000000","","","","-9.289999","","","","","","","-8.307284","-9.289999","","","","","","D1 PROFILE","","","","","",""
"60604701462495","Nodes","1462495,","21.000000","70.346282","Default Known Flow Node","Known Flow","379137.990000","816502.365000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604710000024","Nodes","10000024,","21.000000","55.656668","Default Known Flow Node","Known Flow","378438.615000","815151.865000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604701462486","Nodes","1462486,","21.000000","55.656668","Default Known Flow Node","Known Flow","378440.615000","815153.365000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604710000031","Nodes","10000031,","21.000000","55.656668","Default Known Flow Node","Known Flow","378589.365000","815273.990000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604710000030","Nodes","10000030,","21.000000","55.656668","Default Known Flow Node","Known Flow","378586.615000","815271.990000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604701462530","Nodes","1462530,","21.000000","55.656668","Default Known Flow Node","Known Flow","378583.490000","815269.615000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604710000051","Nodes","10000051,","21.000000","64.305768","Default Known Flow Node","Known Flow","379078.615000","815611.740000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604710000069","Nodes","10000069,","21.000000","65.226810","Default Known Flow Node","Known Flow","379089.490000","815723.615000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604704904544","Nodes","4904544,","21.000000","74.302203","Default Known Flow Node","Known Flow","378956.740000","816687.990000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000065","Nodes","65,","21.000000","74.234247","DDS demands","Known Flow","378904.615000","816628.740000","","0.000000","","","","-6.969999","","","","","","","-6.232698","-6.969999","","","","","","D1 PROFILE","","","","","",""
"60604700000068","Nodes","68,","21.000000","74.144945","DDS demands","Known Flow","378808.490000","816713.990000","","0.000000","","","","","","-7.799999","","","","","-6.974899","-7.799999","","","","","","","","","","","",""
"60604700000067","Nodes","67,","21.000000","74.210411","DDS demands","Known Flow","378798.115000","816658.615000","","0.000000","","","","-15.100000","","","","","","","-13.502690","-15.100000","","","","","","D1 PROFILE","","","","","",""
"60604700000066","Nodes","66, P07113218, Gauchill Rd, -89.00","22.999998","63.835910","CSEP DDS Matched","Known Flow","379057.538142","815588.805067","","0.000000","","","","","-89.000000","","","","","","-79.585393","-89.000000","","","","","","","DC PROFILE","","","","",""
"60604700000001","Nodes","1, KINTORE DG, Tel, Site ID 1263","21.000000","74.999996","Default Known Pressure Node","Known Pressure","378961.365000","816589.990000","","999998.967025","","","","","","","","","","","208.290151","232.930006","","","","","","","","","","","",""
"60604700000146","Nodes","146,","21.000000","74.982316","Default Known Flow Node","Known Flow","378963.365000","816588.865000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000167","Nodes","167,","21.000000","74.416515","DDS demands","Known Flow","379011.615000","816676.990000","","0.000000","","","","","","-2.630000","","","","","-2.351793","-2.630000","","","","","","","","","","","",""
"60604700000002","Nodes","2, P00021847, Main Street / Forest Walk, -39.00","28.000000","74.463513","CSEP DDS Matched","Known Flow","379028.740000","816651.615000","","0.000000","","","","-0.610000","-39.000001","","","","","","-35.419972","-39.610000","","","","","","D1 PROFILE","DC PROFILE","","","","",""
"60604700000025","Nodes","25, P00057823, The Square, -33.70","22.999998","27.707744","CSEP DDS Matched","Known Flow","379279.990000","816264.490000","","0.000000","","","","-6.489999","-33.700000","","","","","","-35.938617","-40.190000","","","","","","D1 PROFILE","DC PROFILE","","","","",""
"60604700000061","Nodes","61, P00073128, School Road, -13.30","22.999998","38.505883","CSEP DDS Matched","Known Flow","379212.677500","816092.552500","","0.000000","","","","","-13.290000","","","","","","-11.884156","-13.290000","","","","","","","DC PROFILE","","","","",""
"60604700001003","Nodes","1003, P00087933, School Road, -58.20","30.000000","46.972566","CSEP DDS Matched","Known Flow","379164.896250","815982.865000","","0.000000","","","","","-58.200001","","","","","","-52.043483","-58.200001","","","","","","","DC PROFILE","","","","",""
"60604700000063","Nodes","63,","21.000000","62.254060","Default Known Flow Node","Known Flow","378787.615000","815399.240000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700001000","Nodes","1000, P00055576, Kintore to Dunecht, -43.48","22.999998","62.565716","CSEP DDS Matched","Known Flow","378828.865000","815422.365000","","0.000000","","","","","-43.479997","","","","","","-38.880590","-43.479997","","","","","","","DC PROFILE","","","","",""
"60604710000039","Nodes","10000039,","21.000000","62.447680","Default Known Flow Node","Known Flow","378834.490000","815425.490000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604710001002","Nodes","10001002,","21.000000","62.546084","Default Known Flow Node","Known Flow","378825.240000","815419.115000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000069","Nodes","69, P00079430, Tanera, Kintore, -17.10","22.999998","63.284344","CSEP DDS Matched","Known Flow","378981.896250","815513.990000","","0.000000","","","","","-17.100000","","","","","","-15.291126","-17.100000","","","","","","","DC PROFILE","","","","",""
"60604700001001","Nodes","1001,","21.000000","24.511222","DDS demands","Known Flow","378861.802500","816110.240000","","0.000000","","","","-13.430000","","","","","","","-12.009346","-13.430000","","","","","","D1 PROFILE","","","","","",""
"60604700001006","Nodes","1006,","21.000000","47.158447","Default Known Flow Node","Known Flow","379164.365000","815981.677500","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604710000047","Nodes","10000047,","21.000000","63.644016","Default Known Flow Node","Known Flow","379031.740000","815562.615000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604701462504","Nodes","1462504,","21.000000","63.644016","Default Known Flow Node","Known Flow","379070.240000","815554.615000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604710000044","Nodes","10000044,","21.000000","63.644016","Default Known Flow Node","Known Flow","379066.490000","815539.115000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604710000045","Nodes","10000045,","21.000000","63.644016","Default Known Flow Node","Known Flow","379039.865000","815556.865000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000031","Nodes","31,","21.000000","59.272438","DDS demands","Known Flow","378864.365000","816397.865000","","0.000000","","","","-16.969999","","","","","","","-15.174876","-16.969999","","","","","","D1 PROFILE","","","","","",""
"60604700000155","Nodes","155,","21.000000","74.141427","DDS demands","Known Flow","379036.615000","816646.990000","","0.000000","","","","-9.809999","","","","","","","-8.772278","-9.809999","","","","","","D1 PROFILE","","","","","",""
"60604701462529","Nodes","1462529,","21.000000","74.136331","DDS demands","Known Flow","379032.615000","816643.865000","","0.000000","","","","","","-10.529999","","","","","-9.416113","-10.529999","","","","","","","","","","","",""
"60604700000058","Nodes","58,","21.000000","39.847855","Default Known Flow Node","Known Flow","378977.240000","814796.365000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000060","Nodes","60,","21.000000","39.416240","DDS demands","Known Flow","378971.865000","814677.365000","","0.000000","","","","-4.360000","","","","","","","-3.898790","-4.360000","","","","","","D1 PROFILE","","","","","",""
"60604710000043","Nodes","10000043,","21.000000","63.726175","Default Known Flow Node","Known Flow","379084.615000","815520.865000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604701462479","Nodes","1462479,","21.000000","63.726175","Default Known Flow Node","Known Flow","379092.490000","815512.615000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000059","Nodes","59, P00038168, Harthills View, -29.00","24.000000","39.007336","CSEP DDS Matched","Known Flow","378956.990000","814800.490000","","0.000000","","","","-3.950000","-29.000000","","","","","","-29.464480","-32.950000","","","","","","D1 PROFILE","DC PROFILE","","","","",""
"60604701462494","Nodes","1462494,","21.000000","39.007336","Default Known Flow Node","Known Flow","378912.115000","814799.615000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700002001","Nodes","2001, TORRYBURN D.G, Tel, Site ID 1265","21.000000","69.999999","Default Known Pressure Node","Known Pressure","379010.990000","815709.990000","","999998.967025","","","","","","","","","","","728.451901","814.624752","","","","","","","","","","","",""
"60604700000005","Nodes","5,","21.000000","69.713478","DDS demands","Known Flow","379014.740000","815708.115000","","0.000000","","","","-2.900000","","","","","","","-2.593232","-2.900000","","","","","","D1 PROFILE","","","","","",""
"60604700000064","Nodes","64, 311491, Gauhill Road, -86.00","23.399999","62.176118","CSEP DDS Matched","Known Flow","378796.115000","815388.740000","","0.000000","","","","","-86.000001","","","","","","-76.902741","-86.000001","","","","","","","DC PROFILE","","","","",""
"60604700000030","Nodes","30,","21.000000","69.110797","DDS demands","Known Flow","378686.865000","816472.990000","","0.000000","","","","-9.549999","","","","","","","-8.539781","-9.549999","","","","","","D1 PROFILE","","","","","",""
"60604700001007","Nodes","1007,","21.000000","63.916696","Default Known Flow Node","Known Flow","378777.615000","816425.490000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000048","Nodes","48,","21.000000","55.698429","DDS demands","Known Flow","378628.490000","815302.240000","","0.000000","","","","-15.720000","","","","","","","-14.057105","-15.720000","","","","","","D1 PROFILE","","","","","",""
"60604710000036","Nodes","10000036, P13133245, GAUCHHILL ROAD, SCH 25.75","22.999998","59.311952","CSEP Unmatched","Known Flow","378762.882043","815370.635976","","0.000000","","","","","","","","","-25.749998","","-23.026111","-25.749998","","","","","","","","","","","DC PROFILE",""
