"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"60207300008120","Nodes","-291043","21.000000","33.540104","Default Known Flow Node","Known Flow","345616.110201","730977.851115","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008124","Nodes","-291047","21.000000","34.010337","Default Known Flow Node","Known Flow","345724.235230","730973.351114","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008125","Nodes","-291048","21.000000","34.053165","Default Known Flow Node","Known Flow","345727.860231","730947.226107","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008127","Nodes","-291050","21.000000","34.010337","Default Known Flow Node","Known Flow","345738.360234","730915.101098","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008128","Nodes","-291051","21.000000","34.053165","Default Known Flow Node","Known Flow","345749.610237","730932.851103","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008132","Nodes","-291055","21.000000","30.583926","Default Known Flow Node","Known Flow","345775.860244","730793.851065","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300000646","Nodes","646","21.000000","30.153031","DDS demands","Known Flow","345771.860243","730797.351066","","0.000000","","","","","","","-7.620000","","","","","","","-6.813940","-7.620000","","","","","","","","","D1 PROFILE","","","","","",""
"60207300008135","Nodes","-291058","21.000000","31.424482","Default Known Flow Node","Known Flow","345870.235270","730994.851120","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008133","Nodes","-291056","21.000000","31.424482","Default Known Flow Node","Known Flow","345867.110269","730984.226117","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008151","Nodes","-291078","21.000000","30.568616","Default Known Flow Node","Known Flow","345924.235285","730979.726116","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008148","Nodes","-291074","21.000000","30.347997","Default Known Flow Node","Known Flow","345913.308169","730932.831140","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300001059","Nodes","1059","21.000000","34.010337","DDS demands","Known Flow","345698.610223","730965.601112","","0.000000","","","","","","","-2.529999","","","","","","","-2.262371","-2.529999","","","","","","","","","D1 PROFILE","","","","","",""
"60207300008142","Nodes","-291068","21.000000","31.161964","Default Known Flow Node","Known Flow","345890.121115","730989.251027","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008160","Nodes","-291087","21.000000","29.403174","Default Known Flow Node","Known Flow","345993.485304","730910.101097","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300000970","Nodes","970","21.000000","29.302232","DDS demands","Known Flow","345971.985298","730886.601090","","0.000000","","","","","","","-7.159999","","","","","","","-6.402599","-7.159999","","","","","","","","","D1 PROFILE","","","","","",""
"60207300000971","Nodes","971","21.000000","28.968777","DDS demands","Known Flow","345953.860293","730824.851074","","0.000000","-3.140000","","","","","","-4.119999","","","-1.090000","","","","-7.466719","-8.349999","","","C1 PROFILE","","","","","","D1 PROFILE","","","I2 PROFILE","","",""
"60207300008158","Nodes","-291085","21.000000","29.345424","Default Known Flow Node","Known Flow","345983.235301","730883.476090","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300000622","Nodes","622","21.000000","30.199223","DDS demands","Known Flow","345905.610280","730904.726095","","0.000000","","","","","","","-14.420000","","","","","","","-12.894622","-14.420000","","","","","","","","","D1 PROFILE","","","","","",""
"60207300000972","Nodes","972","21.000000","30.121833","DDS demands","Known Flow","345890.360276","730846.851080","","0.000000","-1.360000","","","","","","-5.969999","","","","","","","-6.554617","-7.329999","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","",""
"60207300008153","Nodes","-291080","21.000000","30.199223","Default Known Flow Node","Known Flow","345949.985292","730892.726092","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300000616","Nodes","616,","21.000000","30.889781","DDS demands","Known Flow","345976.110299","730804.351068","","0.000000","-0.499999","","","","","","-10.640000","","","","","","","-9.961588","-11.140001","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","",""
"60207300008156","Nodes","-291083","21.000000","30.846729","Default Known Flow Node","Known Flow","345963.985296","730762.601057","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300000820","Nodes","820","21.000000","30.645398","DDS demands","Known Flow","345861.235268","730740.476051","","0.000000","","","","","","","-20.180001","","","","","","","-18.045317","-20.180001","","","","","","","","","D1 PROFILE","","","","","",""
"60207300008144","Nodes","-291070","21.000000","30.645398","Default Known Flow Node","Known Flow","345901.485279","730719.351045","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300000618","Nodes","618","21.000000","31.249243","DDS demands","Known Flow","345885.735274","730830.851075","","0.000000","","","","","","","-14.930000","","","","","","","-13.350673","-14.930000","","","","","","","","","D1 PROFILE","","","","","",""
"60207300008136","Nodes","-291060","21.000000","30.912517","Default Known Flow Node","Known Flow","345873.873961","730787.097352","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008146","Nodes","-291072","21.000000","31.138027","Default Known Flow Node","Known Flow","345905.235280","730825.226074","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300001023","Nodes","1023,","21.000000","31.678842","DDS demands","Known Flow","345776.360245","730862.976084","","0.000000","-6.020000","","","","","","-13.650000","","","","","","","-17.589266","-19.669999","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","",""
"60207300008130","Nodes","-291053","21.000000","31.635849","Default Known Flow Node","Known Flow","345772.735244","730833.351076","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008129","Nodes","-291052","21.000000","30.153031","Default Known Flow Node","Known Flow","345767.610242","730800.851067","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008131","Nodes","-291054","21.000000","30.153031","Default Known Flow Node","Known Flow","345773.485244","730816.476071","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300001184","Nodes","1184","21.000000","29.299548","Default Known Flow Node","Known Flow","345848.360264","730744.351052","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300000644","Nodes","644,","21.000000","32.055231","DDS demands","Known Flow","345785.485247","730935.976104","","0.000000","-27.319999","","","","","","-18.490000","","","","","","","-40.964123","-45.810000","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","",""
"60207300008134","Nodes","-291057","21.000000","32.055231","Default Known Flow Node","Known Flow","345868.485270","730914.351098","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008123","Nodes","-291046","21.000000","33.497247","Default Known Flow Node","Known Flow","345641.735208","730968.101113","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008121","Nodes","-291044","21.000000","33.497247","Default Known Flow Node","Known Flow","345637.610207","730972.351114","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008122","Nodes","-291045","21.000000","33.582965","Default Known Flow Node","Known Flow","345641.610208","730976.976115","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008126","Nodes","-291049","21.000000","34.010337","Default Known Flow Node","Known Flow","345735.735234","730909.726097","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300001060","Nodes","1060","21.000000","34.053165","Default Known Flow Node","Known Flow","345753.360238","730930.601102","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008141","Nodes","-291067","21.000000","30.955565","Default Known Flow Node","Known Flow","345886.985275","730783.226062","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008138","Nodes","-291062","21.000000","31.365660","Default Known Flow Node","Known Flow","345876.877712","730993.026273","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008140","Nodes","-291065","21.000000","31.293019","Default Known Flow Node","Known Flow","345881.613590","730991.725154","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008149","Nodes","-291075","21.000000","30.912517","Default Known Flow Node","Known Flow","345916.610283","730774.976060","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008139","Nodes","-291064","21.000000","30.912517","Default Known Flow Node","Known Flow","345880.985273","730762.101057","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008143","Nodes","-291069","21.000000","30.347997","Default Known Flow Node","Known Flow","345901.110279","730936.226104","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008137","Nodes","-291061","21.000000","30.304879","Default Known Flow Node","Known Flow","345874.735271","730943.601106","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008147","Nodes","-291073","21.000000","30.347997","Default Known Flow Node","Known Flow","345906.235280","730956.726109","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008150","Nodes","-291076","21.000000","31.138027","Default Known Flow Node","Known Flow","345920.360284","730795.476066","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300001018","Nodes","1018,","21.000000","30.610766","DDS demands","Known Flow","345921.735284","730980.351116","","0.000000","-6.000000","","","","","","-12.010000","","","","","","","-16.104864","-18.010000","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","",""
"60207300001157","Nodes","1157","21.000000","30.610213","Default Known Flow Node","Known Flow","345923.641303","730985.399772","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008155","Nodes","-291082","21.000000","27.579417","Default Known Flow Node","Known Flow","345960.075720","730731.374345","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008152","Nodes","-291079","21.000000","27.579417","Default Known Flow Node","Known Flow","345941.485290","730751.726054","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008159","Nodes","-291086","21.000000","29.345424","Default Known Flow Node","Known Flow","345985.735302","730882.726089","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300008157","Nodes","-291084","21.000000","29.259046","Default Known Flow Node","Known Flow","345979.735300","730869.726086","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60207300001020","Nodes","1020,","21.000000","28.894952","DDS demands","Known Flow","346063.860323","730940.351105","","0.000000","-3.229999","","","-1.350000","","","-2.710000","","","","","","","-6.518848","-7.289999","","","C1 PROFILE","","","C4 PROFILE","","","D1 PROFILE","","","","","",""
"60207300001021","Nodes","1021,","21.000000","28.447101","DDS demands","Known Flow","346124.110339","730923.601100","","0.000000","-4.439999","","","","","","-3.079999","","","","","","","-6.724518","-7.519999","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","",""
"60207300000585","Nodes","585","21.000000","26.820209","DDS demands","Known Flow","346283.735383","730826.351074","","0.000000","","","-3.089999","","","","-10.209999","","","","","","","-11.893097","-13.300000","","","","","C3 PROFILE","","","","D1 PROFILE","","","","","",""
"60207300000584","Nodes","584,","21.000000","25.936976","DDS demands","Known Flow","346269.110379","730774.226060","","0.000000","-24.069999","","-8.470000","-16.159999","","","","","","","","","","-43.548411","-48.699998","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","","","","","","","","",""
