"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"96112500204526","Nodes","204526","21.000000","24.073772","Default Known Flow Node","Known Flow","602246.305032","171854.948973","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204490","Nodes","204490","21.000000","25.232187","Default Known Flow Node","Known Flow","602128.680000","171782.198953","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204496","Nodes","204496","21.000000","25.232187","Default Known Flow Node","Known Flow","602134.930001","171784.823954","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204491","Nodes","204491","21.000000","25.057710","Default Known Flow Node","Known Flow","602130.805000","171774.823951","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317351","Nodes","6317351","21.000000","25.296888","DDS demands","Known Flow","602132.180001","171671.323923","","0.000000","","","-3.410000","","","-3.049283","-3.410000","","","","","D1 PROFILE","",""
"96112500204510","Nodes","204510","21.000000","25.306421","Default Known Flow Node","Known Flow","602179.305013","171682.948926","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204500","Nodes","204500","21.000000","25.057710","Default Known Flow Node","Known Flow","602146.680004","171747.698944","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204505","Nodes","204505","21.000000","25.057710","Default Known Flow Node","Known Flow","602154.305007","171750.198945","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317354","Nodes","6317354","21.000000","24.868196","DDS demands","Known Flow","602245.430031","171755.448946","","0.000000","","","-11.890000","","","-10.632251","-11.890000","","","","","D1 PROFILE","",""
"96112500204523","Nodes","204523","21.000000","25.331956","Default Known Flow Node","Known Flow","602240.055030","171702.573932","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204515","Nodes","204515","21.000000","25.262886","Default Known Flow Node","Known Flow","602201.555019","171671.948923","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317347","Nodes","6317347","21.000000","27.264129","DDS demands","Known Flow","602211.805022","171563.573894","","0.000000","","","-5.680000","","","-5.079157","-5.680000","","","","","D1 PROFILE","",""
"96112500204520","Nodes","204520","21.000000","27.695072","Default Known Flow Node","Known Flow","602218.555024","171553.198891","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317360","Nodes","6317360","21.000000","31.930567","DDS demands","Known Flow","602302.930047","171577.073898","","0.000000","","","-28.439999","","","-25.431556","-28.439999","","","","","D1 PROFILE","",""
"96112500204524","Nodes","204524","21.000000","25.340421","Default Known Flow Node","Known Flow","602244.680031","171696.198930","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204522","Nodes","204522","21.000000","25.340421","Default Known Flow Node","Known Flow","602236.180029","171686.073927","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204530","Nodes","204530","21.000000","24.802412","Default Known Flow Node","Known Flow","602258.180035","171757.948947","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317355","Nodes","6317355","21.000000","24.558267","DDS demands","Known Flow","602305.305048","171770.448950","","0.000000","","","-13.380000","-5.610000","","-16.981198","-18.990001","","","","","D1 PROFILE","I2 PROFILE",""
"96112500204529","Nodes","204529","21.000000","25.225421","Default Known Flow Node","Known Flow","602253.180033","171721.948937","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204532","Nodes","204532","21.000000","24.802412","Default Known Flow Node","Known Flow","602265.430037","171728.823939","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317353","Nodes","6317353","21.000000","25.367138","DDS demands","Known Flow","602262.055036","171713.573935","","0.000000","","","-17.729999","","","-15.854482","-17.729999","","","","","D1 PROFILE","",""
"96112506317363","Nodes","6317363","21.000000","25.954029","DDS demands","Known Flow","602292.032417","171704.636007","","0.000000","","","-19.979999","","","-17.866473","-19.979999","","","","","D1 PROFILE","",""
"96112500204538","Nodes","204538","21.000000","25.970235","Default Known Flow Node","Known Flow","602294.680045","171710.823934","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204539","Nodes","204539","21.000000","29.505647","Default Known Flow Node","Known Flow","602295.555045","171644.823916","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204540","Nodes","204540","21.000000","29.999373","Default Known Flow Node","Known Flow","602296.130045","171624.973911","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317359","Nodes","6317359","21.000000","30.073369","DDS demands","Known Flow","602296.430045","171621.948910","","0.000000","","","-16.629998","","","-14.870842","-16.629998","","","","","D1 PROFILE","",""
"96112500204544","Nodes","204544","21.000000","29.283059","Default Known Flow Node","Known Flow","602319.805052","171622.198910","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204548","Nodes","204548","21.000000","24.340380","Default Known Flow Node","Known Flow","602327.680054","171776.448952","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204556","Nodes","204556","21.000000","28.277590","Default Known Flow Node","Known Flow","602348.930059","171610.448907","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204545","Nodes","204545","21.000000","32.724113","Default Known Flow Node","Known Flow","602320.430052","171513.573880","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204535","Nodes","204535","21.000000","32.724113","Default Known Flow Node","Known Flow","602286.930043","171504.198878","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204568","Nodes","204568","21.000000","24.209715","Default Known Flow Node","Known Flow","602412.555077","171716.323936","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317361","Nodes","6317361","21.000000","32.621152","DDS demands","Known Flow","602332.055055","171515.948881","","0.000000","","","-22.520000","","","-20.137787","-22.520000","","","","","D1 PROFILE","",""
"96112500204550","Nodes","204550","21.000000","32.377890","Default Known Flow Node","Known Flow","602332.555055","171507.573879","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204554","Nodes","204554","21.000000","32.621152","Default Known Flow Node","Known Flow","602338.055057","171517.573881","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204563","Nodes","204563","21.000000","26.061639","Default Known Flow Node","Known Flow","602384.180069","171671.823923","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204567","Nodes","204567","21.000000","28.191073","Default Known Flow Node","Known Flow","602398.555073","171599.198904","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317362","Nodes","6317362","21.000000","26.008796","DDS demands","Known Flow","602362.430063","171684.323927","","0.000000","","","-11.969999","","","-10.703788","-11.969999","","","","","D1 PROFILE","",""
"96112500204569","Nodes","204569","21.000000","26.061639","Default Known Flow Node","Known Flow","602420.430079","171686.323927","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204564","Nodes","204564","21.000000","32.535294","Default Known Flow Node","Known Flow","602384.430069","171529.073885","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204565","Nodes","204565","21.000000","32.578221","Default Known Flow Node","Known Flow","602391.055071","171575.573897","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204570","Nodes","204570","21.000000","28.191073","Default Known Flow Node","Known Flow","602421.430079","171648.698917","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112501107460","Nodes","1107460","21.000000","32.638233","Default Known Flow Node","Known Flow","602325.805035","171514.448909","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006106","Nodes","6106","21.000000","27.072080","Default Known Flow Node","Known Flow","602208.895865","171574.312106","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006105","Nodes","6105","21.000000","25.057710","Default Known Flow Node","Known Flow","602163.798670","171742.153147","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006103","Nodes","6103","21.000000","25.380141","Default Known Flow Node","Known Flow","602013.236898","171408.977994","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204449","Nodes","204449","21.000000","25.423665","Default Known Flow Node","Known Flow","601957.304953","171389.698847","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006102","Nodes","6102","21.000000","32.621152","Default Known Flow Node","Known Flow","602367.239719","171524.811048","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317115","Nodes","6317115","21.000000","23.897037","DDS demands","Known Flow","603488.930370","170440.073588","","0.000000","-15.560000","-6.639999","-16.309999","","","-34.436330","-38.509999","","","C1 PROFILE","C4 PROFILE","D1 PROFILE","",""
"96112506317001","Nodes","Sea View Gdns DG, Tel, Clocked","21.000000","34.999999","Default Known Pressure Node","Known Pressure","602354.805061","171409.823852","","1559.999952","","","","","","486.776462","544.360014","","","","","","",""
"96112501184006","Nodes","1184006","21.000000","34.845252","Default Known Flow Node","Known Flow","602351.899872","171412.943193","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317400","Nodes","Leysdown Rd DG","21.000000","30.000000","Default Known Pressure Node","Known Pressure","601822.554916","170356.073565","","459.999992","","","","","","160.306450","179.269992","","","","","","",""
"96112501644445","Nodes","1644445","21.000000","23.896644","DDS demands","Known Flow","603492.055370","170443.948589","","0.000000","","","-1.059999","","","-0.947870","-1.059999","","","","","D1 PROFILE","",""
"96112503404356","Nodes","3404356","21.000000","26.049084","DDS demands","Known Flow","602014.429968","171345.073835","","0.000000","","","-3.280000","","","-2.933034","-3.280000","","","","","D1 PROFILE","",""
"96112501508407","Nodes","1508407","21.000000","34.338736","Default Known Flow Node","Known Flow","602324.912667","171414.642155","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112501184007","Nodes","1184007","21.000000","34.818581","DDS demands","Known Flow","602374.180066","171356.948838","","0.000000","","","-2.430000","","","-2.172949","-2.430000","","","","","D1 PROFILE","",""
"96112501508405","Nodes","1508405","21.000000","32.506675","Default Known Flow Node","Known Flow","602294.680045","171325.698829","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112501508404","Nodes","1508404","21.000000","31.720756","DDS demands","Known Flow","602264.305036","171327.448830","","0.000000","","","-24.059999","","","-21.514881","-24.059999","","","","","D1 PROFILE","",""
"96112501508406","Nodes","1508406","21.000000","32.463733","Default Known Flow Node","Known Flow","602302.055047","171297.073821","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112501508408","Nodes","1508408","21.000000","33.928165","Default Known Flow Node","Known Flow","602341.055057","171333.948831","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317114","Nodes","6317114","21.000000","23.137430","DDS demands","Known Flow","603408.429283","170346.051837","","0.000000","","","-12.359999","","","-11.052533","-12.359999","","","","","D1 PROFILE","",""
"96112500201789","Nodes","201789","21.000000","23.268729","Default Known Flow Node","Known Flow","603378.555340","170271.198542","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006117","Nodes","6117","21.000000","28.019302","DDS demands","Known Flow","601879.864932","170426.068584","","0.000000","","","-1.059999","","","-0.947870","-1.059999","","","","","D1 PROFILE","",""
"96112500006118","Nodes","6118","21.000000","28.062640","Default Known Flow Node","Known Flow","601871.661930","170423.529584","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006128","Nodes","6128","21.000000","28.062640","Default Known Flow Node","Known Flow","601872.705930","170414.501581","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006132","Nodes","6132","21.000000","24.219687","DDS demands","Known Flow","601821.804916","171657.198919","","0.000000","","","-0.869999","","","-0.777969","-0.869999","","","","","D1 PROFILE","",""
"96112500006133","Nodes","6133","21.000000","24.351012","Default Known Flow Node","Known Flow","601760.304899","171637.198914","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006134","Nodes","6134","21.000000","24.213618","Default Known Flow Node","Known Flow","601962.554954","171543.448888","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006135","Nodes","6135","21.000000","24.213618","Default Known Flow Node","Known Flow","601929.429945","171531.448885","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006138","Nodes","6138","21.000000","24.082659","Default Known Flow Node","Known Flow","602026.929972","171567.448895","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006140","Nodes","6140","21.000000","23.448984","DDS demands","Known Flow","601970.054956","171709.698934","","0.000000","","","-1.059999","","","-0.947870","-1.059999","","","","","D1 PROFILE","",""
"96112500006142","Nodes","6142","21.000000","22.950540","Default Known Flow Node","Known Flow","601981.054959","171770.823950","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006144","Nodes","6144","21.000000","23.784372","Default Known Flow Node","Known Flow","601978.679959","171664.698921","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006145","Nodes","6145","21.000000","23.915084","Default Known Flow Node","Known Flow","601965.179955","171703.573932","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006148","Nodes","6148","21.000000","23.784500","Default Known Flow Node","Known Flow","601989.679962","171668.948923","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006149","Nodes","6149","21.000000","24.071654","DDS demands","Known Flow","601904.804939","171602.823905","","0.000000","","","-0.759999","","","-0.679605","-0.759999","","","","","D1 PROFILE","",""
"96112500006150","Nodes","6150","21.000000","23.992001","Default Known Flow Node","Known Flow","602001.929965","171626.823911","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006167","Nodes","6167","21.000000","29.813899","Default Known Flow Node","Known Flow","602231.198027","170856.186701","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006171","Nodes","6171","21.000000","29.812187","Default Known Flow Node","Known Flow","602159.047008","170830.051694","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006176","Nodes","6176","21.000000","29.840182","DDS demands","Known Flow","602212.444022","170803.742687","","0.000000","","","-1.710000","","","-1.529112","-1.710000","","","","","D1 PROFILE","",""
"96112500006309","Nodes","6309","21.000000","24.288188","Default Known Flow Node","Known Flow","603326.430325","170524.198611","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006310","Nodes","6310","21.000000","24.270840","Default Known Flow Node","Known Flow","603324.430325","170549.448618","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006338","Nodes","6338","21.000000","24.300622","Default Known Flow Node","Known Flow","603308.808321","170541.944616","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006339","Nodes","P14134420, GROVE AVENUE CSEP, 16.06 SCMH","24.000000","24.135346","CSEP Unmatched","Known Flow","603366.879515","170512.556583","","0.000000","","","","","-16.059999","-14.361139","-16.059999","","","","","","","DC PROFILE"
"96112500006340","Nodes","6340","21.000000","24.300622","Default Known Flow Node","Known Flow","603305.836320","170534.627614","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500006341","Nodes","6341","21.000000","23.678382","Default Known Flow Node","Known Flow","603575.518393","170521.309610","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317370","Nodes","6317370","21.000000","23.061303","DDS demands","Known Flow","601950.304951","171759.198947","","0.000000","","","-67.599999","","","-60.449129","-67.599999","","","","","D1 PROFILE","",""
"96112500006104","Nodes","6104","21.000000","23.065318","Default Known Flow Node","Known Flow","601956.280519","171761.458003","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317367","Nodes","6317367","21.000000","23.770778","DDS demands","Known Flow","601991.429962","171671.448923","","0.000000","","","-42.630000","","","-38.120510","-42.630000","","","","","D1 PROFILE","",""
"96112506317402","Nodes","Vanity Farm Holiday Camp DG, Tel, Clocked","21.000000","25.999999","Default Known Pressure Node","Known Pressure","602877.808203","170601.242632","","4575.000101","","","","","","194.358264","217.349991","","","","","","",""
"96112500000007","Nodes","7","21.000000","24.200925","Default Known Flow Node","Known Flow","603329.777517","170531.501666","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500000006","Nodes","6","21.000000","24.270840","Default Known Flow Node","Known Flow","603319.077497","170536.906975","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"961125-6339","Nodes","6339","21.000000","24.300622","Default Known Flow Node","Known Flow","603307.214320","170538.696615","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
