"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)"
"96110105803043","Nodes","5803043","21.000000","49.317649","Default Known Flow Node","Known Flow","563384.215000","162223.235000","","0.000000","","","","0.000000","0.000000","","","","",""
"96110105803022","Nodes","5803022","21.000000","50.649483","DDS demands","Known Flow","563406.215000","162334.985000","","0.000000","","-6.500000","","-5.812416","-6.500000","","","","D1 PROFILE",""
"96110105803041","Nodes","5803041","21.000000","50.648431","Default Known Flow Node","Known Flow","563408.840000","162347.610000","","0.000000","","","","0.000000","0.000000","","","","",""
"96110105803052","Nodes","5803052","21.000000","50.495838","Default Known Flow Node","Known Flow","563420.090000","162385.485000","","0.000000","","","","0.000000","0.000000","","","","",""
"96110105803021","Nodes","5803021","21.000000","51.388894","DDS demands","Known Flow","563543.215000","162234.110000","","0.000000","","-13.770000","","-12.313380","-13.770000","","","","D1 PROFILE",""
"96110105803058","Nodes","5803058","21.000000","51.498501","Default Known Flow Node","Known Flow","563546.965000","162232.735000","","0.000000","","","","0.000000","0.000000","","","","",""
"96110105803026","Nodes","5803026","21.000000","50.127162","DDS demands","Known Flow","563795.090000","162460.735000","","0.000000","","-8.600000","","-7.690274","-8.600000","","","","D1 PROFILE",""
"96110105803025","Nodes","5803025","21.000000","50.941486","DDS demands","Known Flow","563688.340000","162362.485000","","0.000000","","-5.760000","","-5.150695","-5.760000","","","","D1 PROFILE",""
"96110105803020","Nodes","5803020","21.000000","54.812746","DDS demands","Known Flow","563665.715000","162197.735000","","0.000000","","-12.839999","","-11.481757","-12.839999","","","","D1 PROFILE",""
"96110105803057","Nodes","5803057","21.000000","51.498501","Default Known Flow Node","Known Flow","563543.840000","162239.985000","","0.000000","","","","0.000000","0.000000","","","","",""
"96110105803027","Nodes","5803027","21.000000","50.305876","Default Known Flow Node","Known Flow","563660.715000","162305.735000","","0.000000","","","","0.000000","0.000000","","","","",""
"96110105803060","Nodes","5803060","21.000000","50.231496","DDS demands","Known Flow","563683.090000","162304.610000","","0.000000","","-6.740000","","-6.027028","-6.740000","","","","D1 PROFILE",""
"96110105803059","Nodes","5803059","21.000000","50.237369","DDS demands","Known Flow","563652.465000","162320.985000","","0.000000","","-7.669999","","-6.858651","-7.669999","","","","D1 PROFILE",""
"96110105802024","Nodes","5802024","21.000000","52.901361","DDS demands","Known Flow","563745.215000","162349.860000","","0.000000","","-6.639999","","-5.937606","-6.639999","","","","D1 PROFILE",""
"96110105803061","Nodes","5803061","21.000000","52.666941","DDS demands","Known Flow","563777.340000","162278.735000","","0.000000","","-7.060000","","-6.313178","-7.060000","","","","D1 PROFILE",""
"96110105803053","Nodes","5803053","21.000000","49.741698","Default Known Flow Node","Known Flow","563455.215000","162702.735000","","0.000000","","","","0.000000","0.000000","","","","",""
"96110105803032","Nodes","5803032","21.000000","49.790660","DDS demands","Known Flow","563430.090000","162574.360000","","0.000000","","-2.030000","","-1.815262","-2.030000","","","","D1 PROFILE",""
"96110105803015","Nodes","5803015","21.000000","49.743046","DDS demands","Known Flow","563456.590000","162707.235000","","0.000000","","-26.030000","","-23.276492","-26.030000","","","","D1 PROFILE",""
"96110105803031","Nodes","5803031","21.000000","50.141549","Default Known Flow Node","Known Flow","563525.465000","162721.735000","","0.000000","","","","0.000000","0.000000","","","","",""
"96110105803054","Nodes","5803054","21.000000","49.520125","DDS demands","Known Flow","563510.590000","162771.735000","","0.000000","","-7.659999","","-6.849708","-7.659999","","","","D1 PROFILE",""
"96110105803055","Nodes","5803055","21.000000","49.543094","Default Known Flow Node","Known Flow","563517.465000","162772.485000","","0.000000","","","","0.000000","0.000000","","","","",""
"96110105803056","Nodes","5803056","21.000000","49.410987","DDS demands","Known Flow","563539.090000","162774.360000","","0.000000","","-8.669999","","-7.752868","-8.669999","","","","D1 PROFILE",""
"96110105803014","Nodes","5803014","21.000000","51.626149","DDS demands","Known Flow","563643.090000","162728.860000","","0.000000","","-14.449999","","-12.921448","-14.449999","","","","D1 PROFILE",""
"96110105803017","Nodes","5803017","21.000000","49.878034","DDS demands","Known Flow","563565.965000","162973.485000","","0.000000","","-11.520000","","-10.301390","-11.520000","","","","D1 PROFILE",""
"96110105803016","Nodes","5803016","21.000000","51.131000","DDS demands","Known Flow","563573.715000","162901.860000","","0.000000","","-24.849999","","-22.221314","-24.849999","","","","D1 PROFILE",""
"96110105803013","Nodes","5803013","21.000000","52.323502","DDS demands","Known Flow","563730.965000","162581.860000","","0.000000","","-7.389999","","-6.608270","-7.389999","","","","D1 PROFILE",""
"96110105803034","Nodes","5803034","21.000000","41.630811","DDS demands","Known Flow","563703.965000","162987.860000","","0.000000","","-11.870000","","-10.614366","-11.870000","","","","D1 PROFILE",""
"96110105803035","Nodes","5803035","21.000000","40.164594","DDS demands","Known Flow","563682.840000","162861.610000","","0.000000","","-14.539999","","-13.001927","-14.539999","","","","D1 PROFILE",""
"96110105803028","Nodes","5803028","21.000000","52.870181","DDS demands","Known Flow","563795.090000","162551.735000","","0.000000","","-11.830000","","-10.578598","-11.830000","","","","D1 PROFILE",""
"96110105803030","Nodes","5803030","21.000000","51.723341","DDS demands","Known Flow","563809.840000","162677.610000","","0.000000","","-8.739999","","-7.815464","-8.739999","","","","D1 PROFILE",""
"96110105803062","Nodes","5803062","21.000000","52.897732","Default Known Flow Node","Known Flow","563797.215000","162548.985000","","0.000000","","","","0.000000","0.000000","","","","",""
"96110105803029","Nodes","","21.000000","46.772338","DDS demands","Known Flow","563954.840000","162589.485000","","0.000000","","-29.139999","","-26.057509","-29.139999","","","","D1 PROFILE",""
"96110105803018","Nodes","5803018","21.000000","47.134776","DDS demands","Known Flow","563591.715000","163156.610000","","0.000000","","-7.580000","","-6.778171","-7.580000","","","","D1 PROFILE",""
"96110105803033","Nodes","5803033","21.000000","41.839073","DDS demands","Known Flow","563740.715000","163036.485000","","0.000000","","-24.479999","","-21.890453","-24.479999","","","","D1 PROFILE",""
"96110105803036","Nodes","5803036","21.000000","45.165047","DDS demands","Known Flow","563617.965000","163354.360000","","0.000000","","-8.579999","","-7.672389","-8.579999","","","","D1 PROFILE",""
"96110105803063","Nodes","5803063","21.000000","40.581598","DDS demands","Known Flow","563841.215000","162950.985000","","0.000000","","-12.000000","","-10.730614","-12.000000","","","","D1 PROFILE",""
"96110105803040","Nodes","5803040","21.000000","41.033728","DDS demands","Known Flow","563368.215000","163603.735000","","0.000000","","-13.260000","","-11.857329","-13.260000","","","","D1 PROFILE",""
"96110105803039","Nodes","5803039","21.000000","44.032923","DDS demands","Known Flow","563662.590000","163611.235000","","0.000000","","-11.260000","","-10.068893","-11.260000","","","","D1 PROFILE",""
