"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"96121000001029","Nodes","","21.000000","24.999565","DDS demands","Known Flow","574427.297463","107186.931377","","0.000000","","","","","","-1.360000","","","","","","","","","-1.216136","-1.360000","","","","","","","","D1 PROFILE","","","","","","","",""
"96121009702101","Nodes","","21.000000","25.419075","DDS demands","Known Flow","574479.547477","107191.681378","","0.000000","","","-23.020001","-6.049999","","-24.000000","","","","","","","","","-47.456144","-53.070003","","","","","C3 PROFILE","C4 PROFILE","","D1 PROFILE","","","","","","","",""
"96121000004136","Nodes","","21.000000","31.240414","DDS demands","Known Flow","580104.174007","111033.057423","","0.000000","","","","","","-30.760000","","","","","","","","","-27.506142","-30.760000","","","","","","","","D1 PROFILE","","","","","","","",""
"96121009603126","Nodes","","21.000000","30.531566","DDS demands","Known Flow","580365.556601","110991.719284","","0.000000","","","","","","-34.770000","","","","","","","","","-31.091956","-34.770000","","","","","","","","D1 PROFILE","","","","","","","",""
"96121000004891","Nodes","","21.000000","30.494247","Default Known Flow Node","Known Flow","580303.049061","110915.682391","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009605077","Nodes","","21.000000","29.229013","DDS demands","Known Flow","582296.045604","109917.885120","","0.000000","","","-6.340000","","","-25.440001","","","","","","","","","-28.418246","-31.780000","","","","","C3 PROFILE","","","D1 PROFILE","","","","","","","",""
"96121009605068","Nodes","","21.000000","29.233454","DDS demands","Known Flow","582402.475014","110011.062242","","0.000000","","","","","","-42.560003","","","","","","","","","-38.057918","-42.560003","","","","","","","","D1 PROFILE","","","","","","","",""
"96121009605186","Nodes","","21.000000","29.558157","DDS demands","Known Flow","582508.299661","110142.807181","","0.000000","","","","","","-3.130000","","","","","","","","","-2.798902","-3.130000","","","","","","","","D1 PROFILE","","","","","","","",""
"96121009605181","Nodes","","21.000000","27.711689","DDS demands","Known Flow","582237.049588","109786.307084","","0.000000","","","","","","-12.919999","","","","","","","","","-11.553295","-12.919999","","","","","","","","D1 PROFILE","","","","","","","",""
"96121009605074","Nodes","","21.000000","28.741235","DDS demands","Known Flow","582277.425765","109883.598655","","0.000000","","","","","","-20.510000","","","","","","","","","-18.340410","-20.510000","","","","","","","","D1 PROFILE","","","","","","","",""
"96121009605026","Nodes","","21.000000","26.797922","DDS demands","Known Flow","582170.423106","110120.207630","","0.000000","","","","","","-22.219999","","","","","","","","","-19.869521","-22.219999","","","","","","","","D1 PROFILE","","","","","","","",""
"96121009605072","Nodes","","21.000000","27.626394","DDS demands","Known Flow","582180.799572","109991.153750","","0.000000","","","","","","-35.770001","","","","","","","","","-31.986176","-35.770001","","","","","","","","D1 PROFILE","","","","","","","",""
"96121000006017","Nodes","","21.000000","27.126499","Default Known Flow Node","Known Flow","582108.924553","110290.182221","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009605196","Nodes","","21.000000","27.081530","Default Known Flow Node","Known Flow","582117.173552","110255.606645","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121000006003","Nodes","","21.000000","27.318372","Default Known Flow Node","Known Flow","582125.448684","110227.350256","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121000004955","Nodes","","21.000000","28.435185","Default Known Flow Node","Known Flow","580581.566583","111337.427518","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009604112","Nodes","","21.000000","27.373212","DDS demands","Known Flow","580640.620019","111082.436954","","0.000000","","","","","","-28.359999","","","","","","","","","-25.360019","-28.359999","","","","","","","","D1 PROFILE","","","","","","","",""
"96121009604256","Nodes","","21.000000","26.999192","Default Known Flow Node","Known Flow","580659.048568","110966.809618","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121000004865","Nodes","","21.000000","26.765095","Default Known Flow Node","Known Flow","580704.925715","110801.604623","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009604150","Nodes","","21.000000","26.553038","DDS demands","Known Flow","580720.947355","110769.227710","","0.000000","","","","","","-25.749998","","","","","","","","","-23.026111","-25.749998","","","","","","","","D1 PROFILE","","","","","","","",""
"96121009606112","Nodes","","21.000000","33.012562","DDS demands","Known Flow","583657.052595","110741.089574","","0.000000","","","","","","-31.230000","","","","","","","","","-27.926426","-31.230000","","","","","","","","D1 PROFILE","","","","","","","",""
"96121009606111","Nodes","","21.000000","31.211801","DDS demands","Known Flow","583728.174993","110898.182386","","0.000000","","","","","","-26.120001","","","","","","","","","-23.356973","-26.120001","","","","","","","","D1 PROFILE","","","","","","","",""
"96121009601246","Nodes","","21.000000","27.479014","Default Known Flow Node","Known Flow","580422.552455","109010.543699","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009601247","Nodes","","21.000000","27.393960","DDS demands","Known Flow","580448.054630","109017.653486","","0.000000","","","","","","-11.570000","","","","","","","","","-10.346101","-11.570000","","","","","","","","D1 PROFILE","","","","","","","",""
"96121000004535","Nodes","","21.000000","27.395014","Default Known Flow Node","Known Flow","580462.664343","109022.088329","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009604227","Nodes","P08119310, HURST COURT, 64.43","24.000000","27.471117","CSEP Unmatched","Known Flow","582041.233300","112515.942279","","0.000000","","","","","","","","","","","","","-64.429999","","-57.614459","-64.429999","","","","","","","","","","","","","","","DC PROFILE",""
"96121009604228","Nodes","","21.000000","36.726128","DDS demands","Known Flow","580119.750050","112369.038119","","0.000000","","-25.749998","","","","-6.500000","","","","","","","","","-28.838526","-32.249998","","","","C2 PROFILE","","","","D1 PROFILE","","","","","","","",""
"96121000004353","Nodes","","21.000000","36.793743","Default Known Flow Node","Known Flow","580138.189017","112296.243767","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121001464734","Nodes","","21.000000","31.408948","Default Known Flow Node","Known Flow","581859.014485","109594.085032","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009605166","Nodes","","21.000000","31.796876","DDS demands","Known Flow","581883.852593","109578.443267","","0.000000","","","","","","-13.600000","","","","","","","","","-12.161363","-13.600000","","","","","","","","D1 PROFILE","","","","","","","",""
"96121000005399","Nodes","","21.000000","31.863689","Default Known Flow Node","Known Flow","581897.049495","109572.682026","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121000005416","Nodes","","21.000000","31.309868","Default Known Flow Node","Known Flow","581841.549480","109595.932032","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009605102","Nodes","","21.000000","31.318344","DDS demands","Known Flow","581844.492161","109603.401913","","0.000000","","","","","","-7.300000","","","","","","","","","-6.527790","-7.300000","","","","","","","","D1 PROFILE","","","","","","","",""
"96121009605101","Nodes","","21.000000","31.336362","DDS demands","Known Flow","581849.174482","109619.682039","","0.000000","","","","-4.600000","","-8.199999","","","","","","","","","-11.445988","-12.799999","","","","","","C4 PROFILE","","D1 PROFILE","","","","","","","",""
"96121009701130","Nodes","","21.000000","27.386425","DDS demands","Known Flow","573123.781181","109109.815913","","0.000000","","-36.880000","","","","-1.190000","","","","","","","","","-34.042874","-38.070002","","","","C2 PROFILE","","","","D1 PROFILE","","","","","","","",""
"96121000002098","Nodes","","21.000000","25.815906","Default Known Flow Node","Known Flow","575278.957033","108675.590747","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009702223","Nodes","","21.000000","27.445332","DDS demands","Known Flow","575173.126650","108742.829996","","0.000000","","","","","","-2.599999","","","","","","","","","-2.324966","-2.599999","","","","","","","","D1 PROFILE","","","","","","","",""
"96121009702224","Nodes","","0.000000","28.041022","DDS demands","Known Flow","574897.730408","108791.967255","","0.000000","","","","","","-22.999999","","","","","","","","","-20.567011","-22.999999","","","","","","","","D1 PROFILE","","","","","","","",""
"96121000101953","Nodes","","21.000000","27.875047","Default Known Flow Node","Known Flow","575308.844666","108251.619765","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009702213","Nodes","P07114414, DORSET ROAD, 27.5","24.000000","27.717294","CSEP DDS Matched","Known Flow","575344.865582","108263.510455","","0.000000","","-27.649998","-27.120000","-14.779999","","-32.590000","-27.499999","","","","","","","","-115.926411","-129.639994","","","","C2 PROFILE","C3 PROFILE","C4 PROFILE","","D1 PROFILE","DC PROFILE","","","","","","",""
"96121000001962","Nodes","","21.000000","27.793332","Default Known Flow Node","Known Flow","575422.547734","108284.806675","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121000001795","Nodes","","21.000000","36.042978","Default Known Flow Node","Known Flow","574916.797596","107673.806509","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009702117","Nodes","","21.000000","38.288054","DDS demands","Known Flow","574969.862950","107679.313738","","0.000000","","","","","","-9.639999","","","","","","","","","-8.620260","-9.639999","","","","","","","","D1 PROFILE","","","","","","","",""
"96121000591000","Nodes","","21.000000","38.721094","Default Known Flow Node","Known Flow","574980.054453","107680.441117","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009601145","Nodes","","21.000000","30.428551","DM site","Known Flow","579740.863556","110701.350988","","0.000000","","","-2.319999","-6.000000","","","","","","-187.990008","","","","","-175.543925","-196.310008","","","","","C3 PROFILE","C4 PROFILE","","","","","","I2 PROFILE","","","",""
"96121003330501","Nodes","","21.000000","30.336995","Default Known Flow Node","Known Flow","579711.812203","110743.191246","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121000004089","Nodes","","21.000000","30.154441","Default Known Flow Node","Known Flow","579658.298886","110824.057366","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009604137","Nodes","","21.000000","29.531514","DDS demands","Known Flow","581980.575730","111452.439464","","0.000000","","","","","","-1.070000","","","","","","","","","-0.956813","-1.070000","","","","","","","","D1 PROFILE","","","","","","","",""
"96121000005770","Nodes","","21.000000","29.425994","DDS demands","Known Flow","581982.443470","111458.078603","","0.000000","","","","-5.859999","","-0.360000","","","","","","","","","-5.562035","-6.220000","","","","","","C4 PROFILE","","D1 PROFILE","","","","","","","",""
"96121009604086","Nodes","","21.000000","29.265167","Default Known Flow Node","Known Flow","582081.075089","111736.065550","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121000003545","Nodes","","21.000000","29.228923","Default Known Flow Node","Known Flow","579597.798870","110932.807396","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009603237","Nodes","","21.000000","29.166564","DDS demands","Known Flow","579680.319280","111013.540106","","0.000000","","","","","","-1.200000","","","","","","","","","-1.073061","-1.200000","","","","","","","","D1 PROFILE","","","","","","","",""
"96121000004147","Nodes","","21.000000","28.906564","Default Known Flow Node","Known Flow","579848.923938","111091.557439","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121000001643","Nodes","","21.000000","32.875879","Default Known Flow Node","Known Flow","573502.310948","109501.453032","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009701333","Nodes","","21.000000","33.047456","DDS demands","Known Flow","573509.059814","109497.043772","","0.000000","","","","","","-5.070000","","","","","","","","","-4.533684","-5.070000","","","","","","","","D1 PROFILE","","","","","","","",""
"96121001464685","Nodes","","21.000000","36.769661","Default Known Flow Node","Known Flow","573653.797252","109406.556981","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009701443","Nodes","","21.000000","31.775419","Default Known Flow Node","Known Flow","573232.672138","108308.556682","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009701204","Nodes","","21.000000","32.171837","DDS demands","Known Flow","573206.139930","108240.078864","","0.000000","","","","","","-24.469998","","","","","","","","","-21.881511","-24.469998","","","","","","","","D1 PROFILE","","","","","","","",""
"96121009702337","Nodes","","21.000000","32.460388","Default Known Flow Node","Known Flow","573192.922127","108209.681655","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009701203","Nodes","","21.000000","34.235228","DDS demands","Known Flow","573119.797107","108083.681621","","0.000000","","","","","","-8.760000","","","","","","","","","-7.833349","-8.760000","","","","","","","","D1 PROFILE","","","","","","","",""
"96121009701234","Nodes","","21.000000","32.710408","DDS demands","Known Flow","573312.359907","108061.011755","","0.000000","","","","","","-47.929999","","","","","","","","","-42.859863","-47.929999","","","","","","","","D1 PROFILE","","","","","","","",""
"96121000001282","Nodes","","21.000000","32.672813","Default Known Flow Node","Known Flow","573337.047166","108058.431614","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121000000740","Nodes","","21.000000","34.923840","Default Known Flow Node","Known Flow","573067.048825","108099.866827","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009701233","Nodes","","21.000000","35.017687","Default Known Flow Node","Known Flow","573299.924493","108080.810921","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009701232","Nodes","","21.000000","35.068707","Default Known Flow Node","Known Flow","573540.426844","108061.107895","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121000000800","Nodes","","21.000000","33.820613","Default Known Flow Node","Known Flow","572823.259660","108333.415916","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009701181","Nodes","","21.000000","34.106257","DDS demands","Known Flow","572815.695935","108279.599140","","0.000000","","","","","","-22.370001","","","","","","","","","-20.003655","-22.370001","","","","","","","","D1 PROFILE","","","","","","","",""
"96121009701180","Nodes","","21.000000","35.714477","DDS demands","Known Flow","572812.922023","108072.681618","","0.000000","","","","","","-13.390000","","","","","","","","","-11.973577","-13.390000","","","","","","","","D1 PROFILE","","","","","","","",""
"96121009701183","Nodes","","21.000000","33.474318","DDS demands","Known Flow","572823.257695","108469.891767","","0.000000","","","","","","-35.160000","","","","","","","","","-31.440702","-35.160000","","","","","","","","D1 PROFILE","","","","","","","",""
"96121009701184","Nodes","","21.000000","36.678411","DDS demands","Known Flow","572617.282251","108507.113492","","0.000000","","","","","","-8.380000","","","","","","","","","-7.493546","-8.380000","","","","","","","","D1 PROFILE","","","","","","","",""
"96121000000847","Nodes","","21.000000","36.667903","Default Known Flow Node","Known Flow","572603.776090","108502.112872","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121000001297","Nodes","","21.000000","34.649849","Default Known Flow Node","Known Flow","573677.672259","108096.556624","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009701230","Nodes","","21.000000","33.840076","DDS demands","Known Flow","573607.954081","108172.668465","","0.000000","","-40.450000","","","","-0.310000","","","","","","","","","-36.448324","-40.760000","","","","C2 PROFILE","","","","D1 PROFILE","","","","","","","",""
"96121009708025","Nodes","","21.000000","33.576390","Default Known Flow Node","Known Flow","573593.100525","108199.475882","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009701229","Nodes","","21.000000","32.254360","Default Known Flow Node","Known Flow","573463.810761","108343.116906","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121000001366","Nodes","","21.000000","31.721025","Default Known Flow Node","Known Flow","573383.047179","108425.806714","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121000001367","Nodes","","21.000000","31.657451","Default Known Flow Node","Known Flow","573384.422179","108426.431714","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009701225","Nodes","","21.000000","30.041975","DDS demands","Known Flow","573625.364426","108418.773684","","0.000000","","","","","","-31.799999","","","","","","","","","-28.436128","-31.799999","","","","","","","","D1 PROFILE","","","","","","","",""
"96121000001364","Nodes","","21.000000","29.715291","Default Known Flow Node","Known Flow","573819.538489","108416.006795","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121000001934","Nodes","Logger 1934, Downs Road","21.000000","31.478561","Val Log Post","Known Flow","573336.153697","108511.073466","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009701207","Nodes","","21.000000","31.445850","DDS demands","Known Flow","573331.422165","108521.181740","","0.000000","","","","","","-26.760000","","","","","","","","","-23.929272","-26.760000","","","","","","","","D1 PROFILE","","","","","","","",""
"96121009702102","Nodes","","21.000000","25.999350","DDS demands","Known Flow","574603.172511","107189.431377","","0.000000","","","-1.949999","-6.000000","","-2.660000","","","","","","","","","-9.487651","-10.610000","","","","","C3 PROFILE","C4 PROFILE","","D1 PROFILE","","","","","","","",""
"96121009702107","Nodes","","21.000000","27.018636","Default Known Flow Node","Known Flow","574786.145872","107237.352198","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009702108","Nodes","","21.000000","27.464984","DDS demands","Known Flow","574850.797578","107282.056402","","0.000000","","","","","","-13.080000","","","","","","","","","-11.696370","-13.080000","","","","","","","","D1 PROFILE","","","","","","","",""
"96121001463826","Nodes","","21.000000","29.661258","Default Known Flow Node","Known Flow","574935.547601","107494.806460","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009702112","Nodes","","21.000000","29.712480","DDS demands","Known Flow","574945.707831","107497.137038","","0.000000","","","","","","-39.650003","","","","","","","","","-35.455744","-39.650003","","","","","","","","D1 PROFILE","","","","","","","",""
"96121009702010","Nodes","P00037541, CANTELUPE ROAD CSEP, -13.44","22.999998","29.642835","CSEP DDS Matched","Known Flow","574999.675792","107512.057453","","0.000000","","","","","","","-13.439999","","","","","","","","-12.018288","-13.439999","","","","","","","","","DC PROFILE","","","","","","",""
"96121009702050","Nodes","","21.000000","24.287377","DDS demands","Known Flow","573978.524447","107398.239418","","0.000000","-0.369999","-15.970000","","-23.159999","","-24.589999","","","","","","","","","-57.310424","-64.090001","","","C1 PROFILE","C2 PROFILE","","C4 PROFILE","","D1 PROFILE","","","","","","","",""
"96121000001938","Nodes","Logger 1938, Wickham Avenue","21.000000","24.219517","Val Log Post","Known Flow","573964.988517","107395.639233","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121000001072","Nodes","","21.000000","24.177564","Default Known Flow Node","Known Flow","573941.543853","107391.343091","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121000005564","Nodes","","21.000000","34.123842","Default Known Flow Node","Known Flow","581879.549490","110233.182206","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96121009604182","Nodes","","21.000000","34.072944","DDS demands","Known Flow","581878.838617","110244.718632","","0.000000","","","","","","-22.850000","","","","","","","","","-20.432879","-22.850000","","","","","","","","D1 PROFILE","","","","","","","",""
