"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-DC)"
"96109700004826","Nodes","","0.000000","38.888712","DDS demands","Known Flow","589274.347502","137233.890553","","0.000000","","","","","-5.449999","","","","","-4.873487","-5.449999","","","","","","","D1 PROFILE","","","",""
"96109700004827","Nodes","P11126776, PLOTS 1-3 STREET FARM (A28), -10.62SCMH","22.999998","39.608072","CSEP Unmatched","Known Flow","589787.878796","137288.940697","","0.000000","","","","","","","","","-10.620000","-9.496594","-10.620000","","","","","","","","","","","DC PROFILE"
"96109700004828","Nodes","","0.000000","38.861626","DDS demands","Known Flow","589310.845512","137229.711551","","0.000000","","","","","-1.970000","","","","","-1.761609","-1.970000","","","","","","","D1 PROFILE","","","",""
"96109700004839","Nodes","","0.000000","39.240243","DDS demands","Known Flow","589639.316602","137305.555572","","0.000000","","","","","-19.559999","","","","","-17.490900","-19.559999","","","","","","","D1 PROFILE","","","",""
"96109700004830","Nodes","","0.000000","38.906326","DDS demands","Known Flow","589171.273474","137191.688541","","0.000000","","","","","-3.609999","","","","","-3.228126","-3.609999","","","","","","","D1 PROFILE","","","",""
"96109700004831","Nodes","","0.000000","38.907431","DDS demands","Known Flow","589217.974487","137177.428537","","0.000000","","","","","-1.129999","","","","","-1.010466","-1.129999","","","","","","","D1 PROFILE","","","",""
"96109700004832","Nodes","","0.000000","38.911352","Default Known Flow Node","Known Flow","589218.406487","137255.343558","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700004833","Nodes","","0.000000","38.784300","DDS demands","Known Flow","589223.925489","137283.351566","","0.000000","","","","","-6.409999","","","","","-5.731936","-6.409999","","","","","","","D1 PROFILE","","","",""
"96109700004835","Nodes","","0.000000","38.870572","Default Known Flow Node","Known Flow","589226.481465","137241.038679","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700004834","Nodes","","0.000000","38.992689","Default Known Flow Node","Known Flow","589217.387487","137169.411535","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700004836","Nodes","","0.000000","38.942984","DDS demands","Known Flow","589507.746566","137343.138582","","0.000000","","","","","-11.570000","","","","","-10.346101","-11.570000","","","","","","","D1 PROFILE","","","",""
"96109700004837","Nodes","","0.000000","38.925510","DDS demands","Known Flow","589449.899550","137301.130571","","0.000000","","","","","-4.099999","","","","","-3.666293","-4.099999","","","","","","","D1 PROFILE","","","",""
"96109700004868","Nodes","","0.000000","40.087189","DDS demands","Known Flow","589959.552689","137297.383570","","0.000000","","","-3.960000","","-3.309999","","","","","-6.500963","-7.270000","","","","","C3 PROFILE","","D1 PROFILE","","","",""
"96109700004838","Nodes","","0.000000","38.684104","DDS demands","Known Flow","589613.608595","137228.376551","","0.000000","","","","","-7.070000","","","","","-6.322121","-7.070000","","","","","","","D1 PROFILE","","","",""
"96109700004840","Nodes","","0.000000","38.749187","DDS demands","Known Flow","589627.664598","137239.505554","","0.000000","","","","","-1.779999","","","","","-1.591707","-1.779999","","","","","","","D1 PROFILE","","","",""
"96109700004841","Nodes","","0.000000","38.678498","DDS demands","Known Flow","589719.129623","137242.972555","","0.000000","","","","","-3.299999","","","","","-2.950918","-3.299999","","","","","","","D1 PROFILE","","","",""
"96109700004842","Nodes","","0.000000","38.992225","Default Known Flow Node","Known Flow","589209.964485","137170.408535","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700004843","Nodes","","0.000000","38.728385","DDS demands","Known Flow","589231.240491","137281.717566","","0.000000","","","","","-4.030000","","","","","-3.603698","-4.030000","","","","","","","D1 PROFILE","","","",""
"96109700004848","Nodes","","0.000000","38.605898","DDS demands","Known Flow","589250.173919","137349.805653","","0.000000","","","","","-4.090000","","","","","-3.657351","-4.090000","","","","","","","D1 PROFILE","","","",""
"96109700004845","Nodes","","0.000000","38.644915","DDS demands","Known Flow","589317.339514","137350.695584","","0.000000","","","","","-3.839999","","","","","-3.433796","-3.839999","","","","","","","D1 PROFILE","","","",""
"96109700004846","Nodes","","0.000000","38.326910","DDS demands","Known Flow","589337.838520","137383.573593","","0.000000","","","","","-1.409999","","","","","-1.260847","-1.409999","","","","","","","D1 PROFILE","","","",""
"96109700004847","Nodes","","0.000000","38.274878","DDS demands","Known Flow","589276.990503","137385.341594","","0.000000","","","","","-4.900000","","","","","-4.381668","-4.900000","","","","","","","D1 PROFILE","","","",""
"96109700004844","Nodes","","0.000000","38.603901","Default Known Flow Node","Known Flow","589250.625496","137351.822585","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700004849","Nodes","","0.000000","38.222510","DDS demands","Known Flow","589561.847581","137403.255599","","0.000000","","","","","-2.529999","","","","","-2.262371","-2.529999","","","","","","","D1 PROFILE","","","",""
"96109700004852","Nodes","","0.000000","38.300354","Default Known Flow Node","Known Flow","589561.901581","137392.277596","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700004851","Nodes","","0.000000","38.870651","DDS demands","Known Flow","589458.317552","137342.619582","","0.000000","","","","","-3.059999","","","","","-2.736306","-3.059999","","","","","","","D1 PROFILE","","","",""
"96109700004854","Nodes","","0.000000","38.678765","Default Known Flow Node","Known Flow","589560.140580","137365.238588","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700004853","Nodes","","0.000000","38.257322","DDS demands","Known Flow","589531.243572","137393.002596","","0.000000","","","","","-4.600000","","","","","-4.113402","-4.600000","","","","","","","D1 PROFILE","","","",""
"96109700004855","Nodes","","0.000000","38.655797","DDS demands","Known Flow","589588.836588","137357.413586","","0.000000","","","","","-3.299999","","","","","-2.950918","-3.299999","","","","","","","D1 PROFILE","","","",""
"96109700004724","Nodes","","0.000000","37.908442","DDS demands","Known Flow","589254.464497","137430.606606","","0.000000","","","","","-7.320000","","","","","-6.545675","-7.320000","","","","","","","D1 PROFILE","","","",""
"96109700004856","Nodes","","0.000000","38.124779","DDS demands","Known Flow","589593.062093","137441.363993","","0.000000","","","","","-7.519999","","","","","-6.724518","-7.519999","","","","","","","D1 PROFILE","","","",""
"96109700004857","Nodes","","0.000000","38.186728","DDS demands","Known Flow","589564.382958","137410.373954","","0.000000","","","","","-1.949999","","","","","-1.743724","-1.949999","","","","","","","D1 PROFILE","","","",""
"96109700004876","Nodes","","0.000000","40.260318","DDS demands","Known Flow","590025.731046","137322.651939","","0.000000","","","","","-4.130000","","","","","-3.693120","-4.130000","","","","","","","D1 PROFILE","","","",""
"96109700004867","Nodes","","0.000000","38.339399","DDS demands","Known Flow","589960.758689","137166.496534","","0.000000","","","","","-10.039999","","","","","-8.977947","-10.039999","","","","","","","D1 PROFILE","","","",""
"96109700004872","Nodes","","0.000000","38.745057","DDS demands","Known Flow","589963.027733","137213.316866","","0.000000","","","","","-3.339999","","","","","-2.986687","-3.339999","","","","","","","D1 PROFILE","","","",""
"96109700004829","Nodes","","0.000000","40.264839","DDS demands","Known Flow","590026.708707","137323.193577","","0.000000","","","","","-2.470000","","","","","-2.208718","-2.470000","","","","","","","D1 PROFILE","","","",""
"96109700004869","Nodes","","0.000000","39.448069","DDS demands","Known Flow","590085.669723","137431.781606","","0.000000","","","","","-2.859999","","","","","-2.557463","-2.859999","","","","","","","D1 PROFILE","","","",""
"96109700004870","Nodes","","0.000000","43.880248","Default Known Flow Node","Known Flow","590317.140123","137059.520270","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700004871","Nodes","","0.000000","41.918918","DDS demands","Known Flow","590141.184738","137196.243542","","0.000000","","-13.199999","","","","","","","","-11.803675","-13.199999","","","","C2 PROFILE","","","","","","",""
"96109700004873","Nodes","","0.000000","38.508891","DDS demands","Known Flow","590024.718707","137292.868569","","0.000000","","","","","-5.300000","","","","","-4.739355","-5.300000","","","","","","","D1 PROFILE","","","",""
"96109700004875","Nodes","","0.000000","41.970712","DDS demands","Known Flow","590145.592782","137199.861831","","0.000000","","","","","-6.220000","","","","","-5.562035","-6.220000","","","","","","","D1 PROFILE","","","",""
"96109700004874","Nodes","CHURCH HILL DG,","0.000000","44.000001","Default Known Pressure Node","Known Pressure","590327.533789","137060.716505","","4699.999857","","","","","","","","","","274.372870","306.829988","","","","","","","","","","",""
"96109700004877","Nodes","","0.000000","40.314232","DDS demands","Known Flow","590020.432705","137332.121579","","0.000000","","","","-7.109999","","","","","","-6.357889","-7.109999","","","","","","C4 PROFILE","","","","",""
"96109700004878","Nodes","","0.000000","38.739604","DDS demands","Known Flow","590133.651736","137439.020608","","0.000000","","","","","-3.270000","","","","","-2.924092","-3.270000","","","","","","","D1 PROFILE","","","",""
"96109700004879","Nodes","","0.000000","37.236856","DDS demands","Known Flow","590246.662767","137434.252607","","0.000000","","","","","-8.989999","","","","","-8.039018","-8.989999","","","","","","","D1 PROFILE","","","",""
"96109700004880","Nodes","","0.000000","38.296865","DDS demands","Known Flow","590348.024794","137634.858662","","0.000000","","","","","-0.930000","","","","","-0.831622","-0.930000","","","","","","","D1 PROFILE","","","",""
"96109700004881","Nodes","","0.000000","38.028155","DDS demands","Known Flow","590405.413810","137631.140661","","0.000000","","","","","-6.419999","","","","","-5.740878","-6.419999","","","","","","","D1 PROFILE","","","",""
"96109700004882","Nodes","","0.000000","29.176289","DDS demands","Known Flow","589987.013696","137473.392618","","0.000000","","","","","-8.029999","","","","","-7.180569","-8.029999","","","","","","","D1 PROFILE","","","",""
"96109700004884","Nodes","","0.000000","29.203452","DDS demands","Known Flow","589979.492694","137473.143618","","0.000000","","","","","-14.100000","","","","","-12.608473","-14.100000","","","","","","","D1 PROFILE","","","",""
"96109700004883","Nodes","","0.000000","36.832049","DDS demands","Known Flow","590089.892724","137472.100617","","0.000000","","","","","-4.760000","","","","","-4.256477","-4.760000","","","","","","","D1 PROFILE","","","",""
"96109700004885","Nodes","4885, P00054036/P00050626, MORIATIS ASHFORD ROAD, -23.72SCMH","22.999998","29.182768","CSEP DDS Matched","Known Flow","589979.818694","137469.829617","","0.000000","","","","","","-11.050000","","","","-9.881108","-11.050000","","","","","","","","DC PROFILE","","",""
"96109700004886","Nodes","","0.000000","39.435531","Default Known Flow Node","Known Flow","590120.387733","137424.640605","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700004887","Nodes","","0.000000","39.089860","DDS demands","Known Flow","590128.779735","137423.524604","","0.000000","","","","","-3.270000","","","","","-2.924092","-3.270000","","","","","","","D1 PROFILE","","","",""
"96109700004888","Nodes","","0.000000","39.086565","DDS demands","Known Flow","590210.839757","137580.158647","","0.000000","","","","","-3.209999","","","","","-2.870439","-3.209999","","","","","","","D1 PROFILE","","","",""
"96109700004889","Nodes","","0.000000","39.202184","DDS demands","Known Flow","590153.068741","137528.819633","","0.000000","","","","","-2.259999","","","","","-2.020932","-2.259999","","","","","","","D1 PROFILE","","","",""
"96109700004890","Nodes","","0.000000","38.849059","DDS demands","Known Flow","590120.246733","137375.946591","","0.000000","","","","","-4.219999","","","","","-3.773599","-4.219999","","","","","","","D1 PROFILE","","","",""
"96109700004892","Nodes","","0.000000","38.697937","DDS demands","Known Flow","590205.757756","137372.137590","","0.000000","","","","","-5.280000","","","","","-4.721470","-5.280000","","","","","","","D1 PROFILE","","","",""
"96109700004893","Nodes","","0.000000","37.956565","DDS demands","Known Flow","590464.525826","137548.043638","","0.000000","","","","","-1.799999","","","","","-1.609592","-1.799999","","","","","","","D1 PROFILE","","","",""
"96109700004850","Nodes","","0.000000","38.303456","DDS demands","Known Flow","589338.849520","137424.473604","","0.000000","","","","","-2.880000","","","","","-2.575347","-2.880000","","","","","","","D1 PROFILE","","","",""
"96109700004891","Nodes","","0.000000","36.731832","DDS demands","Known Flow","590138.975738","137532.732634","","0.000000","","","","","-3.250000","","","","","-2.906208","-3.250000","","","","","","","D1 PROFILE","","","",""
"96109700005017","Nodes","THE MARTINS DG,","0.000000","40.000000","Default Known Pressure Node","Known Pressure","591233.658721","138014.567489","","9999.989670","","","","","","","","","","8.512954","9.519999","","","","","","","","","","",""
"96109700005018","Nodes","DUMMY DEMAND","0.000000","39.526891","DDS demands","Known Flow","591278.411900","137902.362686","","0.000000","","","-2.209999","","-7.309999","","","","","-8.512954","-9.519999","","","","","C3 PROFILE","","D1 PROFILE","","","",""
"96109700004004","Nodes","","0.000000","38.183054","Default Known Flow Node","Known Flow","589567.868582","137409.714600","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700004003","Nodes","","0.000000","41.937144","Default Known Flow Node","Known Flow","590142.209738","137197.660543","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701030","Nodes","5701030","21.000000","26.391524","DDS demands","Known Flow","587510.265837","133066.140349","","0.000000","","","","","-5.670000","","","","","-5.070216","-5.670000","","","","","","","D1 PROFILE","","","",""
"96109700420360","Nodes","-420360","21.000000","26.425585","Default Known Flow Node","Known Flow","587525.676027","133073.188420","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700420372","Nodes","-420372","21.000000","24.828758","DDS demands","Known Flow","587840.641288","133101.168381","","0.000000","","","","","-12.720000","","","","","-11.374452","-12.720000","","","","","","","D1 PROFILE","","","",""
"96109700963360","Nodes","-963360","21.000000","24.967206","Default Known Flow Node","Known Flow","587861.551118","133062.688418","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701036","Nodes","5701036","21.000000","24.831658","DDS demands","Known Flow","587915.979100","133087.885494","","0.000000","","","","","-13.270000","","","","","-11.866272","-13.270000","","","","","","","D1 PROFILE","","","",""
"96109700000063","Nodes","-63","21.000000","24.832615","Default Known Flow Node","Known Flow","587930.436137","133094.169426","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109701361665","Nodes","-1361665","21.000000","24.290194","Default Known Flow Node","Known Flow","588136.051193","132960.938390","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109701361664","Nodes","-1361664","21.000000","24.253055","DDS demands","Known Flow","588117.926188","132979.438395","","0.000000","","","","","-3.790000","","","","","-3.389085","-3.790000","","","","","","","D1 PROFILE","","","",""
"96109700431383","Nodes","-431383","21.000000","21.787292","Default Known Flow Node","Known Flow","588223.935652","132955.314917","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700431382","Nodes","-431382","21.000000","21.791118","Default Known Flow Node","Known Flow","588223.551216","132957.688389","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701023","Nodes","5701023","21.000000","21.833543","DDS demands","Known Flow","588213.560607","133013.814849","","0.000000","-35.660000","","","","-9.149999","","","","","-40.069903","-44.809999","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"96109700431380","Nodes","-431380","21.000000","21.794323","DDS demands","Known Flow","588220.801216","132973.938393","","0.000000","","","","","-2.529999","","","","","-2.262371","-2.529999","","","","","","","D1 PROFILE","","","",""
"96109705701017","Nodes","5701017","21.000000","24.796712","DDS demands","Known Flow","587988.551153","133107.063430","","0.000000","","","","","-10.649999","","","","","-9.523420","-10.649999","","","","","","","D1 PROFILE","","","",""
"96109705701046","Nodes","","21.000000","24.839297","DDS demands","Known Flow","588067.114174","133135.895438","","0.000000","","","","","-14.029999","","","","","-12.545876","-14.029999","","","","","","","D1 PROFILE","","","",""
"96109700422603","Nodes","-422603","21.000000","24.816801","DDS demands","Known Flow","588021.301161","133043.438412","","0.000000","","","","","-3.549999","","","","","-3.174473","-3.549999","","","","","","","D1 PROFILE","","","",""
"96109700422606","Nodes","-422606","21.000000","24.904788","Default Known Flow Node","Known Flow","588027.676163","133049.313414","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701039","Nodes","5701039","21.000000","24.569482","DDS demands","Known Flow","588083.301178","132921.438379","","0.000000","","","","","-12.180000","","","","","-10.891574","-12.180000","","","","","","","D1 PROFILE","","","",""
"96109700422608","Nodes","-422608","21.000000","24.568432","DDS demands","Known Flow","588092.051181","132914.938377","","0.000000","","","-8.100000","","","","","","","-7.243165","-8.100000","","","","","C3 PROFILE","","","","","",""
"96109705701013","Nodes","5701013","21.000000","24.660818","DDS demands","Known Flow","588041.676167","132952.563388","","0.000000","","","","","-11.159999","","","","","-9.979471","-11.159999","","","","","","","D1 PROFILE","","","",""
"96109700431368","Nodes","-431368","21.000000","24.616775","Default Known Flow Node","Known Flow","588065.426173","132991.063398","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700431370","Nodes","-431370","21.000000","24.616775","Default Known Flow Node","Known Flow","588094.926181","133009.688403","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700422570","Nodes","-422570","21.000000","24.652968","DDS demands","Known Flow","587938.848185","133055.338924","","0.000000","","","","","-6.589999","","","","","-5.892895","-6.589999","","","","","","","D1 PROFILE","","","",""
"96109705701012","Nodes","5701012","21.000000","24.614305","DDS demands","Known Flow","587944.820586","133044.323956","","0.000000","","","","","-17.169999","","","","","-15.353721","-17.169999","","","","","","","D1 PROFILE","","","",""
"96109700000083","Nodes","-83","21.000000","31.262114","Default Known Flow Node","Known Flow","588460.301281","133158.313444","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700428166","Nodes","-428166","21.000000","30.510040","DDS demands","Known Flow","588530.551300","133025.063407","","0.000000","","","","","-7.920000","","","","","-7.082205","-7.920000","","","","","","","D1 PROFILE","","","",""
"96109705701042","Nodes","5701042","21.000000","30.062616","DDS demands","Known Flow","588441.298741","133508.423133","","0.000000","","","","","-0.369999","","","","","-0.330860","-0.369999","","","","","","","D1 PROFILE","","","",""
"96109700426530","Nodes","-426530","21.000000","30.060993","Default Known Flow Node","Known Flow","588448.801278","133507.188539","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701019","Nodes","5701019","21.000000","29.158762","DDS demands","Known Flow","588168.940583","133356.653408","","0.000000","","","","","-17.700000","","","","","-15.827657","-17.700000","","","","","","","D1 PROFILE","","","",""
"96109700430275","Nodes","-430275","21.000000","29.809442","Default Known Flow Node","Known Flow","588187.553015","133360.163630","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701055","Nodes","5701055","21.000000","32.499514","DDS demands","Known Flow","588352.748486","133298.954964","","0.000000","","","","","-21.190000","","","","","-18.948478","-21.190000","","","","","","","D1 PROFILE","","","",""
"96109700428152","Nodes","-428152","21.000000","32.440759","Default Known Flow Node","Known Flow","588421.301270","133338.938493","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700429984","Nodes","-429984","21.000000","30.218665","Default Known Flow Node","Known Flow","588293.926236","133387.188506","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700429983","Nodes","-429983","21.000000","30.218665","Default Known Flow Node","Known Flow","588293.551236","133376.563503","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109701599064","Nodes","-1599064","21.000000","32.373513","Default Known Flow Node","Known Flow","588462.558940","133362.644498","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701193","Nodes","5701193","21.000000","32.359588","DDS demands","Known Flow","588471.192489","133368.665263","","0.000000","","","","","-1.279999","","","","","-1.144598","-1.279999","","","","","","","D1 PROFILE","","","",""
"96109700430278","Nodes","-430278","21.000000","30.541271","Default Known Flow Node","Known Flow","588212.175062","133361.954324","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701022","Nodes","5701022","21.000000","24.113789","DDS demands","Known Flow","587987.308338","133384.805154","","0.000000","","","","","-8.510000","","","","","-7.609794","-8.510000","","","","","","","D1 PROFILE","","","",""
"96109700003361","Nodes","Logger 3361, Rogersmead","21.000000","25.344157","Val Log Post","Known Flow","588192.301208","133481.438532","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700428161","Nodes","-428161","21.000000","31.592088","Default Known Flow Node","Known Flow","588435.485601","133222.511953","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701045","Nodes","-1423499","21.000000","25.644751","DDS demands","Known Flow","588231.421411","133484.712571","","0.000000","","","","","-9.189999","","","","","-8.217862","-9.189999","","","","","","","D1 PROFILE","","","",""
"96109700429973","Nodes","P14133939, STATION ROAD CSEP, 62.58 SCMH","24.000000","25.098822","CSEP Unmatched","Known Flow","588181.063651","133492.232288","","0.000000","","","","","","","","","-57.969999","-51.837812","-57.969999","","","","","","","","","","","DC PROFILE"
"96109700428164","Nodes","-428164","21.000000","32.330044","DDS demands","Known Flow","588489.676289","133385.938506","","0.000000","-12.040000","","","","","","","","","-10.766383","-12.040000","","","C1 PROFILE","","","","","","","",""
"96109700430279","Nodes","-430279","21.000000","30.541271","Default Known Flow Node","Known Flow","588213.676214","133362.063499","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701049","Nodes","5701049","21.000000","31.026598","DDS demands","Known Flow","588269.052528","133268.060719","","0.000000","","","","-7.349999","-1.510000","","","","","-7.922770","-8.859999","","","","","","C4 PROFILE","D1 PROFILE","","","",""
"96109700001176","Nodes","","21.000000","31.074026","Default Known Flow Node","Known Flow","588274.295230","133270.533474","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001207","Nodes","","21.000000","30.623923","Default Known Flow Node","Known Flow","588262.170447","133235.257781","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109704904553","Nodes","-4904553","21.000000","30.481573","Default Known Flow Node","Known Flow","588259.584131","133233.468591","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700428155","Nodes","-428155","21.000000","32.436900","Default Known Flow Node","Known Flow","588422.556160","133336.305529","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700428154","Nodes","-428154","21.000000","32.440759","Default Known Flow Node","Known Flow","588422.301271","133339.938493","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701016","Nodes","5701016","21.000000","24.795596","DDS demands","Known Flow","587964.493335","133153.368695","","0.000000","","","","","-4.900000","","","","","-4.381668","-4.900000","","","","","","","D1 PROFILE","","","",""
"96109700422586","Nodes","-422586","21.000000","24.649455","Default Known Flow Node","Known Flow","587966.775037","133178.766026","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
