"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"62500800001210","Nodes",,21.000000,29.076693,"Default Known Flow Node","Known Flow",248175.967933,657443.159241,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000281","Nodes","281",21.000000,30.517447,"DDS demands","Known Flow",250512.959323,658632.456429,,0.000000,,,,,,-3.489999,,,,,,-3.120820,-3.489999,,"",,,,,,"D1 PROFILE",,,,,
"62500800001209","Nodes",,21.000000,29.362598,"Default Known Flow Node","Known Flow",250578.951182,658535.434572,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000353","Nodes","353",21.000000,29.156259,"DDS demands","Known Flow",250594.459345,658515.331398,,0.000000,,,,,,-4.090000,,,,,,-3.657351,-4.090000,,"",,,,,,"D1 PROFILE",,,,,
"62500800000527","Nodes","527",21.000000,30.154313,"DDS demands","Known Flow",249479.584042,659837.956757,,0.000000,,,,,,-13.659999,,,,,,-12.215016,-13.659999,,"",,,,,,"D1 PROFILE",,,,,
"62500800001201","Nodes","Logger 9243, 18 Whin Avenue",21.000000,30.162613,"Val Log Cath","Known Flow",249515.522616,659828.666721,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000058","Nodes","58",21.000000,29.951014,"DDS demands","Known Flow",249542.334059,659812.956751,,0.000000,,,,,,-21.379999,,,,,,-19.118378,-21.379999,,"",,,,,,"D1 PROFILE",,,,,
"62500800000342","Nodes","342",21.000000,22.445630,"DDS demands","Known Flow",251212.709513,658376.581360,,0.000000,,,,,,-15.599999,,,,,,-13.949799,-15.599999,,"",,,,,,"D1 PROFILE",,,,,
"62500800001200","Nodes",,21.000000,22.456157,"Default Known Flow Node","Known Flow",251226.238785,658387.305782,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000341","Nodes","341",21.000000,22.489042,"DDS demands","Known Flow",251268.584528,658420.706372,,0.000000,,,,,,-14.449999,,,,,,-12.921448,-14.449999,,"",,,,,,"D1 PROFILE",,,,,
"62500800001558","Nodes","1558",21.000000,23.555747,"Default Known Flow Node","Known Flow",249333.959002,658659.706437,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001194","Nodes","Logger 9410, 50 Levernside Avenue",21.000000,23.560001,"Val Log Cath","Known Flow",249343.235740,658647.392124,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394113","Nodes","-1044229",21.000000,23.563212,"Default Known Flow Node","Known Flow",249348.334006,658636.831431,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000204","Nodes","204",21.000000,23.463892,"DDS demands","Known Flow",249407.301022,658395.252365,,0.000000,,,,,,-13.060000,,,,,,-11.678486,-13.060000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001193","Nodes","P13132686, KELBURN STREET CSEP, 72.55 SCMH",24.000000,22.407019,"CSEP Unmatched","Known Flow",249430.494986,658412.719610,,0.000000,,,,,,,,,,,-64.059999,-57.283599,-64.059999,,"",,,,,,,,,,,"DC PROFILE"
"62500800000920","Nodes","920",21.000000,21.906528,"DDS demands","Known Flow",249508.935050,658472.327386,,0.000000,,,,,,-8.010000,,,,,,-7.162685,-8.010000,,"",,,,,,"D1 PROFILE",,,,,
"62500800000589","Nodes","589",21.000000,29.822671,"DDS demands","Known Flow",250007.464185,658187.814308,,0.000000,,,,,,-9.489999,,,,,,-8.486127,-9.489999,,"",,,,,,"D1 PROFILE",,,,,
"62500800001191","Nodes",,21.000000,29.793207,"Default Known Flow Node","Known Flow",250015.151056,658199.461058,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000590","Nodes","590",21.000000,29.522202,"DDS demands","Known Flow",250070.496204,658235.257248,,0.000000,,,,,,-5.460000,,,,,,-4.882429,-5.460000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001096","Nodes","1096",21.000000,32.449907,"DDS demands","Known Flow",250451.459306,658038.331268,,0.000000,,,,,,-18.579999,,,,,,-16.614568,-18.579999,,"",,,,,,"D1 PROFILE",,,,,
"62500800001188","Nodes","Logger 9736, 20 Newton Avenue",21.000000,32.396661,"Val Log Cath","Known Flow",250440.861478,658046.135617,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000607","Nodes","607",21.000000,32.315246,"DDS demands","Known Flow",250427.209299,658059.456274,,0.000000,,,,,,-17.649999,,,,,,-15.782945,-17.649999,,"",,,,,,"D1 PROFILE",,,,,
"62500800000792","Nodes","792",21.000000,26.489115,"DDS demands","Known Flow",248086.641663,657633.255158,,0.000000,,,,,,-16.270000,,,,,,-14.548925,-16.270000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001187","Nodes","1187",21.000000,26.529681,"Default Known Flow Node","Known Flow",248092.163633,657632.966920,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001029","Nodes","1029",21.000000,26.272585,"DDS demands","Known Flow",248105.208668,657650.581162,,0.000000,,,,,,-2.119999,,,,,,-1.895741,-2.119999,,"",,,,,,"D1 PROFILE",,,,,
"62500800394659","Nodes","-3446719",21.000000,34.071697,"Default Known Flow Node","Known Flow",250951.709442,659367.456629,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001534","Nodes","1534",21.000000,34.807765,"Default Known Flow Node","Known Flow",250036.459193,659123.081563,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394703","Nodes","-388957",21.000000,26.693387,"Default Known Flow Node","Known Flow",248132.035890,657599.821254,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000971","Nodes","971",21.000000,33.814539,"DDS demands","Known Flow",248049.458652,657241.956051,,0.000000,-0.920000,-12.930000,,,,-2.840000,,,,,,-14.924498,-16.690000,,"","C1 PROFILE","C2 PROFILE",,,,"D1 PROFILE",,,,,
"62500800001186","Nodes","1186",21.000000,32.696521,"DDS demands","Known Flow",248015.771984,657171.580823,,0.000000,,,,,,-3.530000,,,,,,-3.156589,-3.530000,,"",,,,,,"D1 PROFILE",,,,,
"62500800000968","Nodes","968",21.000000,32.495813,"DDS demands","Known Flow",248012.583642,657158.831028,,0.000000,,-59.189996,,,,,,,,,,-52.928756,-59.189996,,"",,"C2 PROFILE",,,,,,,,,
"62500800394728","Nodes","-394091",21.000000,32.670029,"Default Known Flow Node","Known Flow",250614.209350,659750.331734,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001488","Nodes","1488",21.000000,32.674147,"DDS demands","Known Flow",250610.191824,659748.506106,,0.000000,,,,,,-7.020000,,,,,,-6.277409,-7.020000,,"",,,,,,"D1 PROFILE",,,,,
"62500800394725","Nodes","-394087",21.000000,32.893858,"Default Known Flow Node","Known Flow",250522.334325,659704.581721,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000061","Nodes","61",21.000000,30.911229,"DDS demands","Known Flow",249727.826359,659621.454707,,0.000000,,,,,,-9.050000,,,,,,-8.092672,-9.050000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001178","Nodes","1178",21.000000,30.099405,"Default Known Flow Node","Known Flow",249662.745530,659696.082440,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000492","Nodes","P00051732, Station Road, -34.7",24.000000,31.825349,"CSEP DDS Matched","Known Flow",247988.708636,657105.206014,,0.000000,,,,,,-10.169999,-34.700000,,,,,-40.123557,-44.870000,,"",,,,,,"D1 PROFILE","DC PROFILE",,,,
"62500800000480","Nodes","480",21.000000,27.379488,"DDS demands","Known Flow",248353.583735,657614.456152,,0.000000,,,,,,-10.540000,,,,,,-9.425056,-10.540000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001154","Nodes","P00090482, Neilston Road, -38.7",24.000000,27.102484,"CSEP DDS Matched","Known Flow",248399.395899,657647.573380,,0.000000,,,,,,,-38.700002,,,,,-34.606234,-38.700002,,"",,,,,,,"DC PROFILE",,,,
"62500800001175","Nodes","1175",21.000000,27.095956,"Default Known Flow Node","Known Flow",248417.924982,657661.056437,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001036","Nodes","1036",21.000000,33.124569,"Default Known Flow Node","Known Flow",250580.584341,659660.956709,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800002149","Nodes","2149",21.000000,31.509929,"DDS demands","Known Flow",250384.209288,659738.206730,,0.000000,,,,,,-4.980000,,,,,,-4.453205,-4.980000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001021","Nodes","Logger 9647, 1 Rufflees Avenue",21.000000,34.454664,"Val Log Cath","Known Flow",250699.345649,659427.210505,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394342","Nodes","-318349",21.000000,34.510542,"Default Known Flow Node","Known Flow",250695.334356,659414.831605,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001160","Nodes","1160",21.000000,33.221882,"Default Known Flow Node","Known Flow",250081.925022,659261.289850,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001159","Nodes","1159",21.000000,33.290938,"Default Known Flow Node","Known Flow",250079.690328,659268.207927,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001007","Nodes","1007",21.000000,33.377447,"Default Known Flow Node","Known Flow",250071.959203,659299.831611,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001172","Nodes","1172",21.000000,32.693135,"DDS demands","Known Flow",250141.766234,659253.958465,,0.000000,,,,,,-6.800000,,,,,,-6.080681,-6.800000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001165","Nodes","1165",21.000000,33.001780,"Default Known Flow Node","Known Flow",250108.004763,659257.497100,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001005","Nodes","Logger 9723, Fereneze Inn, Carlibar Road",21.000000,31.089487,"Val Log Cath","Known Flow",250143.964800,659244.738761,,0.000000,,,,,,-7.269999,,,,,,-6.500963,-7.269999,,"",,,,,,"D1 PROFILE",,,,,
"62500800001006","Nodes","1006",21.000000,31.026189,"DDS demands","Known Flow",250145.084223,659242.831596,,0.000000,,,,-4.130000,,,,,,,,-3.693120,-4.130000,,"",,,,"C4 PROFILE",,,,,,,
"62500800000134","Nodes","134",21.000000,32.260175,"DDS demands","Known Flow",250274.334258,659305.581613,,0.000000,,,,,,-20.950000,,,,,,-18.733864,-20.950000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001171","Nodes","1171",21.000000,32.299220,"Default Known Flow Node","Known Flow",250194.766575,659275.099708,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001003","Nodes","1003",21.000000,32.303790,"DDS demands","Known Flow",250185.209234,659271.331603,,0.000000,,-24.999999,,,,-17.969998,,,,,,-38.424541,-42.969998,,"",,"C2 PROFILE",,,,"D1 PROFILE",,,,,
"62500800001183","Nodes","1183",21.000000,33.484419,"Default Known Flow Node","Known Flow",250072.596203,659260.612600,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001037","Nodes","1037",21.000000,32.781467,"Default Known Flow Node","Known Flow",249970.334871,659341.591024,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394502","Nodes","-323359",21.000000,32.270658,"Default Known Flow Node","Known Flow",249879.959150,659327.831619,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394652","Nodes","-3380233",21.000000,29.985216,"Default Known Flow Node","Known Flow",249660.709091,659709.581723,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000027","Nodes","27",21.000000,28.057322,"DDS demands","Known Flow",249667.709093,660130.081837,,0.000000,,,,,,-0.820000,,,,,,-0.733258,-0.820000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001035","Nodes","Logger 9367, 10 Grahamston Road",21.000000,27.833300,"Val Log Cath","Known Flow",249716.218155,660174.633283,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001321","Nodes","1321",21.000000,27.776921,"Default Known Flow Node","Known Flow",249729.459110,660181.706851,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001469","Nodes","1469",21.000000,34.371457,"DDS demands","Known Flow",250367.084283,658882.331497,,0.000000,,,,,,-9.630000,,,,,,-8.611318,-9.630000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001032","Nodes","Logger 9611, 4 Lowdnes Street",21.000000,34.497811,"Val Log Cath","Known Flow",250351.314605,658869.141246,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394425","Nodes","-320524",21.000000,35.375629,"Default Known Flow Node","Known Flow",250259.834254,658792.206473,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001499","Nodes","1499",21.000000,31.520520,"DDS demands","Known Flow",250404.959293,658133.831294,,0.000000,,,,,,-3.000000,,,,,,-2.682653,-3.000000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001500","Nodes","1500",21.000000,31.606396,"DDS demands","Known Flow",250358.052681,658120.441243,,0.000000,,,,,,-3.150000,,,,,,-2.816786,-3.150000,,"",,,,,,"D1 PROFILE",,,,,
"62500800394213","Nodes","-1781131",21.000000,31.606396,"Default Known Flow Node","Known Flow",250331.209273,658123.831291,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000237","Nodes","237",21.000000,30.101873,"DDS demands","Known Flow",249949.494169,658156.196300,,0.000000,,,,,,-14.630000,,,,,,-13.082408,-14.630000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001101","Nodes","1101",21.000000,30.132467,"DDS demands","Known Flow",249949.619169,658069.367276,,0.000000,,-52.769999,,,,,,,,,,-47.187877,-52.769999,,"",,"C2 PROFILE",,,,,,,,,
"62500800394706","Nodes","-388962",21.000000,25.701782,"Default Known Flow Node","Known Flow",248866.833875,657940.331241,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000406","Nodes","406",21.000000,29.956590,"DDS demands","Known Flow",248084.094684,657393.306651,,0.000000,,,,,,-1.420000,,,,,,-1.269789,-1.420000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001042","Nodes","Logger 9621, Opposite 18 Main Street",21.000000,30.891854,"Val Log Post","Known Flow",248064.746959,657375.070552,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000826","Nodes","826",21.000000,32.457713,"DDS demands","Known Flow",248034.833648,657341.706078,,0.000000,-4.760000,,,,,-6.229999,,,,,,-9.827454,-10.989999,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,
"62500800001124","Nodes","1124",21.000000,33.131937,"Default Known Flow Node","Known Flow",247951.833626,657404.331095,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001151","Nodes","1151",21.000000,32.705429,"DDS demands","Known Flow",247911.011370,657376.703491,,0.000000,,-37.729999,,,,,,,,,,-33.738841,-37.729999,,"",,"C2 PROFILE",,,,,,,,,
"62500800001152","Nodes","1152",21.000000,32.837770,"Default Known Flow Node","Known Flow",247910.083614,657367.956085,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000969","Nodes","969",21.000000,32.329520,"DDS demands","Known Flow",248007.083641,657146.206025,,0.000000,,,,,,-9.270000,,,,,,-8.289400,-9.270000,,"",,,,,,"D1 PROFILE",,,,,
"62500800003003","Nodes","Logger 9049, 63 High Street",21.000000,32.421715,"Val Log Cath","Known Flow",248010.132803,657153.205238,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000490","Nodes","Logger 9587, Outside 136 Main Street",21.000000,32.369632,"Val Log Cath","Known Flow",247594.708529,657035.330995,,0.000000,,,,,,-5.709999,,,,,,-5.105984,-5.709999,,"",,,,,,"D1 PROFILE",,,,,
"62500800003000","Nodes","3000",21.000000,32.321297,"Default Known Flow Node","Known Flow",247604.997922,657037.895104,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394179","Nodes","-1568788",21.000000,32.259154,"Default Known Flow Node","Known Flow",247624.958537,657050.455999,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000450","Nodes","450",21.000000,29.072610,"DDS demands","Known Flow",247667.958549,656863.205948,,0.000000,,,,,,-3.599999,,,,,,-3.219184,-3.599999,,"",,,,,,"D1 PROFILE",,,,,
"62500800001064","Nodes","1064",21.000000,30.507122,"Default Known Flow Node","Known Flow",247636.964365,656907.304560,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001062","Nodes","1062",21.000000,31.078044,"Default Known Flow Node","Known Flow",247624.795162,656924.618938,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394758","Nodes","-68976",21.000000,33.433787,"Default Known Flow Node","Known Flow",247582.541818,656993.749712,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000443","Nodes","443",21.000000,28.646505,"DDS demands","Known Flow",247799.083289,656702.837008,,0.000000,,,,,,-18.740000,,,,,,-16.757644,-18.740000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001564","Nodes","1564",21.000000,29.990018,"DDS demands","Known Flow",247872.127200,656867.207565,,0.000000,,,,,,-9.409999,,,,,,-8.414590,-9.409999,,"",,,,,,"D1 PROFILE",,,,,
"62500800000451","Nodes","451",21.000000,27.693074,"DDS demands","Known Flow",247638.009009,656769.775301,,0.000000,,,,,,-10.790000,,,,,,-9.648611,-10.790000,,"",,,,,,"D1 PROFILE",,,,,
"62500800003001","Nodes","Logger 10369, 70 Kingston Avenue",21.000000,28.197178,"Val Log Cath","Known Flow",247674.400025,656808.225491,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000459","Nodes","459",21.000000,28.543855,"DDS demands","Known Flow",247687.659511,656821.881733,,0.000000,,,,,,-5.140000,,,,,,-4.596280,-5.140000,,"",,,,,,"D1 PROFILE",,,,,
"62500800000448","Nodes","448",21.000000,27.770559,"DDS demands","Known Flow",247745.726570,656598.601876,,0.000000,,,,,,-16.479999,,,,,,-14.736710,-16.479999,,"",,,,,,"D1 PROFILE",,,,,
"62500800001048","Nodes","Logger 9065, 1 Kingston Avenue",21.000000,27.716205,"Val Log Cath","Known Flow",247717.044263,656611.823504,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000462","Nodes","462",21.000000,27.547998,"DDS demands","Known Flow",247671.583550,656618.080881,,0.000000,,,,,,-25.200000,,,,,,-22.534292,-25.200000,,"",,,,,,"D1 PROFILE",,,,,
"62500800000943","Nodes","943",21.000000,22.386830,"Default Known Flow Node","Known Flow",247241.865262,656791.749909,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000600","Nodes","600",21.000000,60.372470,"Default Known Flow Node","Known Flow",247688.833554,656495.580848,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000942","Nodes","942",21.000000,22.419978,"DDS demands","Known Flow",247243.208433,656788.330928,,0.000000,,,,,,-13.930000,,,,,,-12.456455,-13.930000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001061","Nodes","1061",21.000000,37.304669,"Default Known Flow Node","Known Flow",250156.209226,658875.331496,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394404","Nodes","-320501",21.000000,37.010261,"Default Known Flow Node","Known Flow",250118.209215,658844.581487,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000042","Nodes","42",21.000000,21.248041,"DDS demands","Known Flow",249230.562619,658156.072851,,0.000000,,,-1.129999,,,-16.120001,,,,,,-15.425259,-17.250000,,"",,,"C3  PROFILE",,,"D1 PROFILE",,,,,
"62500800394608","Nodes","-329148",21.000000,21.249457,"Default Known Flow Node","Known Flow",249231.683989,658154.931746,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001403","Nodes","1403",21.000000,54.111336,"DDS demands","Known Flow",247418.458481,656399.580822,,0.000000,,,,,,-4.510000,,,,,,-4.032922,-4.510000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001378","Nodes","1378",21.000000,54.142126,"DDS demands","Known Flow",247424.958482,656395.080821,,0.000000,,,,,,-6.510000,,,,,,-5.821358,-6.510000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001379","Nodes","1379",21.000000,53.844126,"DDS demands","Known Flow",247370.958468,656374.205815,,0.000000,,,,,,-8.300000,,,,,,-7.422008,-8.300000,,"",,,,,,"D1 PROFILE",,,,,
"62500800394797","Nodes","-88965",21.000000,53.815647,"Default Known Flow Node","Known Flow",247368.083467,656373.330815,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001376","Nodes","1376",21.000000,54.582054,"DDS demands","Known Flow",247413.583479,656439.080833,,0.000000,,,,,,-19.619999,,,,,,-17.544556,-19.619999,,"",,,,,,"D1 PROFILE",,,,,
"62500800001377","Nodes","1377",21.000000,54.828827,"DDS demands","Known Flow",247423.958482,656441.205833,,0.000000,,,,,,-8.359999,,,,,,-7.475661,-8.359999,,"",,,,,,"D1 PROFILE",,,,,
"62500800394799","Nodes","-88967",21.000000,57.863085,"Default Known Flow Node","Known Flow",247485.208499,656458.205838,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001381","Nodes","1381",21.000000,57.228387,"DDS demands","Known Flow",247499.833503,656486.080845,,0.000000,,,,,,-18.040000,,,,,,-16.131691,-18.040000,,"",,,,,,"D1 PROFILE",,,,,
"62500800394798","Nodes","-88966",21.000000,57.228387,"Default Known Flow Node","Known Flow",247470.333495,656489.330846,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
