"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-AF)"
"62505300000630","Nodes","630","21.000000","46.429619","DDS demands","Known Flow","246596.333257","669164.084295","","0.000000","","","","","","-4.999999","","","","-4.471089","-4.999999","","","","","","","","D1 PROFILE","","",""
"62505300001009","Nodes","Logger 9659, 16 Turnhill Drive","21.000000","47.771628","Val Log Cath","Known Flow","246651.055608","669176.959612","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000628","Nodes","628","21.000000","49.013827","DDS demands","Known Flow","246692.208283","669208.584307","","0.000000","","","","","","-10.399999","","","","-9.299865","-10.399999","","","","","","","","D1 PROFILE","","",""
"62505300000589","Nodes","589","21.000000","43.810286","DDS demands","Known Flow","248265.708711","669531.709395","","0.000000","","","","","","-11.060000","","","","-9.890050","-11.060000","","","","","","","","D1 PROFILE","","",""
"62505300001008","Nodes","Logger 10410, 4 Flures Drive","21.000000","45.055625","Val Log Cath","Known Flow","248248.242288","669515.828047","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000588","Nodes","588","21.000000","46.514531","Default Known Flow Node","Known Flow","248240.333704","669489.084384","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000230","Nodes","230","21.000000","46.955298","Default Known Flow Node","Known Flow","247574.083523","670130.459558","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300001007","Nodes","Logger 10415, 30 Mains Wood","21.000000","47.066610","Val Log Cath","Known Flow","247581.720446","670124.167549","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000232","Nodes","232","21.000000","47.117142","DDS demands","Known Flow","247585.708526","670122.084556","","0.000000","","","","","","-3.629999","","","","-3.246011","-3.629999","","","","","","","","D1 PROFILE","","",""
"62505300000124","Nodes","124","21.000000","38.829238","DDS demands","Known Flow","247308.208451","670078.959544","","0.000000","","","","","","-5.760000","","","","-5.150695","-5.760000","","","","","","","","D1 PROFILE","","",""
"62505300001005","Nodes","Logger 9490, 175 Mains Drive","21.000000","38.787834","Val Log Post","Known Flow","247348.506302","670059.094668","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000125","Nodes","125","21.000000","38.777622","DDS demands","Known Flow","247353.708463","670057.334538","","0.000000","","","","","","-8.579999","","","","-7.672389","-8.579999","","","","","","","","D1 PROFILE","","",""
"62505300000149","Nodes","149","21.000000","33.994451","DDS demands","Known Flow","247300.958449","669494.459385","","0.000000","","","","","","-14.040000","","","","-12.554819","-14.040000","","","","","","","","D1 PROFILE","","",""
"62505300001004","Nodes","Logger 9640, 1 Parksail Drive","21.000000","34.280296","Val Log Post","Known Flow","247290.521017","669511.951111","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000190","Nodes","190","21.000000","36.136113","DDS demands","Known Flow","247170.958413","669573.584407","","0.000000","","","","","","-6.510000","","","","-5.821358","-6.510000","","","","","","","","D1 PROFILE","","",""
"62505300000690","Nodes","690","21.000000","36.230433","DDS demands","Known Flow","245909.833070","670200.834577","","0.000000","","","","","","-10.790000","","","","-9.648611","-10.790000","","","","","","","","D1 PROFILE","","",""
"62505300001003","Nodes","Logger 9217, 346 Millfield Hill","21.000000","36.549214","Val Log Cath","Known Flow","246039.714690","670254.082466","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000678","Nodes","678","21.000000","36.648481","DDS demands","Known Flow","246065.583113","670216.459582","","0.000000","","","","","","-12.440000","","","","-11.124070","-12.440000","","","","","","","","D1 PROFILE","","",""
"62505300000079","Nodes","79","21.000000","22.617956","DDS demands","Known Flow","245339.582915","670312.834608","","0.000000","","","","","","-11.470000","","","","-10.256680","-11.470000","","","","","","","","D1 PROFILE","","",""
"62505300001002","Nodes","Logger 10307, Junction at Lomond Place","21.000000","22.837185","Val Log Post","Known Flow","245283.060324","670309.410485","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000080","Nodes","80","21.000000","22.932673","DDS demands","Known Flow","245282.207899","670329.709612","","0.000000","","","","","","-1.100000","","","","-0.983639","-1.100000","","","","","","","","D1 PROFILE","","",""
"62505300000702","Nodes","702","21.000000","39.086232","DDS demands","Known Flow","246268.583168","671203.209850","","0.000000","","","","","","-11.010000","","","","-9.845339","-11.010000","","","","","","","","D1 PROFILE","","",""
"62505300001001","Nodes","Logger 9716, 24 Buckie","21.000000","39.116967","Val Log Cath","Known Flow","246293.730167","671166.277409","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000060","Nodes","60","21.000000","39.027226","DDS demands","Known Flow","246315.833181","671127.709829","","0.000000","","","","","","-19.549998","","","","-17.481957","-19.549998","","","","","","","","D1 PROFILE","","",""
"62505300000508","Nodes","508","21.000000","51.561020","Default Known Flow Node","Known Flow","245844.958053","671211.334852","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300001000","Nodes","Logger 10413, 5 Baird Drive","21.000000","51.191867","Val Log Cath","Known Flow","245834.799704","671214.060263","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000509","Nodes","509","21.000000","51.045253","DDS demands","Known Flow","245832.083049","671217.209854","","0.000000","","","","","","-3.339999","","","","-2.986687","-3.339999","","","","","","","","D1 PROFILE","","",""
"62505300000639","Nodes","639","21.000000","38.436809","DDS demands","Known Flow","246451.333218","669328.334340","","0.000000","","","","","","-16.489999","","","","-14.745652","-16.489999","","","","","","","","D1 PROFILE","","",""
"62505300000635","Nodes","635","21.000000","41.406530","DDS demands","Known Flow","246503.333232","669241.459316","","0.000000","","","","","","-7.190000","","","","-6.429426","-7.190000","","","","","","","","D1 PROFILE","","",""
"62505300000400","Nodes","400","21.000000","49.666468","DDS demands","Known Flow","246859.333329","669396.334358","","0.000000","","","","","","-2.829999","","","","-2.530636","-2.829999","","","","","","","","D1 PROFILE","","",""
"62505300000401","Nodes","401","21.000000","49.364885","DDS demands","Known Flow","246905.958341","669388.209356","","0.000000","","","","","","-13.569999","","","","-12.134536","-13.569999","","","","","","","","D1 PROFILE","","",""
"62505300000641","Nodes","641","21.000000","42.258983","DDS demands","Known Flow","246524.083237","669373.084352","","0.000000","","","","","","-9.829999","","","","-8.790161","-9.829999","","","","","","","","D1 PROFILE","","",""
"62505300000642","Nodes","642","21.000000","42.120317","DDS demands","Known Flow","246495.958230","669397.959359","","0.000000","","","","","","-6.740000","","","","-6.027028","-6.740000","","","","","","","","D1 PROFILE","","",""
"62505300000385","Nodes","385","21.000000","37.589731","Default Known Flow Node","Known Flow","246948.708353","669470.584379","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005375","Nodes","5375","21.000000","37.589731","Default Known Flow Node","Known Flow","246912.208343","669476.959380","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000744","Nodes","744","21.000000","45.842534","DDS demands","Known Flow","246710.458288","669371.209352","","0.000000","","","","","","-10.100000","","","","-9.031600","-10.100000","","","","","","","","D1 PROFILE","","",""
"62505300000745","Nodes","745","21.000000","45.842534","Default Known Flow Node","Known Flow","246720.708291","669303.209333","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005373","Nodes","5373","21.000000","49.855300","Default Known Flow Node","Known Flow","246858.583328","669257.209321","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000403","Nodes","403","21.000000","49.855300","Default Known Flow Node","Known Flow","246857.833328","669263.084322","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000619","Nodes","619","21.000000","37.589731","Default Known Flow Node","Known Flow","246860.583329","669400.584360","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005374","Nodes","5374","21.000000","49.666468","Default Known Flow Node","Known Flow","246859.958329","669399.209359","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005047","Nodes","5047","21.000000","49.364885","Default Known Flow Node","Known Flow","246919.833345","669388.584356","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005045","Nodes","5045","21.000000","49.263719","Default Known Flow Node","Known Flow","246912.234368","669339.832759","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000402","Nodes","402","21.000000","49.237673","DDS demands","Known Flow","246912.458343","669325.834339","","0.000000","","","","","","-14.869999","","","","-13.297020","-14.869999","","","","","","","","D1 PROFILE","","",""
"62505300005044","Nodes","5044","21.000000","49.237673","Default Known Flow Node","Known Flow","246895.958339","669325.584339","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000407","Nodes","407","21.000000","49.558258","DDS demands","Known Flow","246886.833336","669259.084321","","0.000000","","","","","","-23.350000","","","","-20.879987","-23.350000","","","","","","","","D1 PROFILE","","",""
"62505300000800","Nodes","800","21.000000","48.548855","DDS demands","Known Flow","246909.458342","669176.834299","","0.000000","","","","","","-10.189999","","","","-9.112080","-10.189999","","","","","","","","D1 PROFILE","","",""
"62505300000623","Nodes","623","21.000000","49.550750","Default Known Flow Node","Known Flow","246844.958325","669209.709308","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000743","Nodes","743","21.000000","49.865676","Default Known Flow Node","Known Flow","246846.083325","669271.834324","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000644","Nodes","644","21.000000","48.414488","DDS demands","Known Flow","246895.458338","669129.959286","","0.000000","","","","","","-4.469999","","","","-3.997153","-4.469999","","","","","","","","D1 PROFILE","","",""
"62505300000624","Nodes","624","21.000000","49.439565","DDS demands","Known Flow","246819.583318","669209.334307","","0.000000","","","","","","-7.170000","","","","-6.411542","-7.170000","","","","","","","","D1 PROFILE","","",""
"62505300000625","Nodes","625","21.000000","49.253807","DDS demands","Known Flow","246766.458303","669254.709320","","0.000000","","","","","","-5.519999","","","","-4.936082","-5.519999","","","","","","","","D1 PROFILE","","",""
"62505300000626","Nodes","626","21.000000","49.346067","DDS demands","Known Flow","246796.083311","669213.334309","","0.000000","","","","","","-4.570000","","","","-4.086576","-4.570000","","","","","","","","D1 PROFILE","","",""
"62505300000627","Nodes","627","21.000000","49.210709","DDS demands","Known Flow","246813.458316","669169.959297","","0.000000","","","","","","-17.600000","","","","-15.738235","-17.600000","","","","","","","","D1 PROFILE","","",""
"62505300005043","Nodes","5043","21.000000","48.255060","Default Known Flow Node","Known Flow","246884.208335","669109.584280","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005042","Nodes","5042","21.000000","49.210709","Default Known Flow Node","Known Flow","246843.833324","669151.459292","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005041","Nodes","5041","21.000000","49.210709","Default Known Flow Node","Known Flow","246764.833303","669143.209289","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000629","Nodes","629","21.000000","47.764115","DDS demands","Known Flow","246620.458264","669127.584285","","0.000000","","","","","","-14.539999","","","","-13.001927","-14.539999","","","","","","","","D1 PROFILE","","",""
"62505300000631","Nodes","631","21.000000","45.520280","DDS demands","Known Flow","246676.708279","669228.834313","","0.000000","","","","","","-11.400000","","","","-10.194084","-11.400000","","","","","","","","D1 PROFILE","","",""
"62505300000632","Nodes","632","21.000000","45.815390","DDS demands","Known Flow","246571.458250","669175.334298","","0.000000","","","","","","-48.250000","","","","-43.146012","-48.250000","","","","","","","","D1 PROFILE","","",""
"62505300000633","Nodes","633","21.000000","45.731246","DDS demands","Known Flow","246481.458226","669095.709277","","0.000000","","","","","","-7.790000","","","","-6.965957","-7.790000","","","","","","","","D1 PROFILE","","",""
"62505300000634","Nodes","634","21.000000","45.239521","DDS demands","Known Flow","246552.708245","669248.334318","","0.000000","","","","","","-3.099999","","","","-2.772075","-3.099999","","","","","","","","D1 PROFILE","","",""
"62505300000640","Nodes","640","21.000000","44.297565","DDS demands","Known Flow","246552.958245","669298.209332","","0.000000","","","","","","-2.959999","","","","-2.646885","-2.959999","","","","","","","","D1 PROFILE","","",""
"62505300000636","Nodes","636","21.000000","41.456638","DDS demands","Known Flow","246481.708226","669167.459296","","0.000000","","","","","","-6.679999","","","","-5.973375","-6.679999","","","","","","","","D1 PROFILE","","",""
"62505300000643","Nodes","643","21.000000","41.963639","DDS demands","Known Flow","246513.833235","669467.709378","","0.000000","","","","","","-6.829999","","","","-6.107508","-6.829999","","","","","","","","D1 PROFILE","","",""
"62505300000753","Nodes","753","21.000000","44.093914","Default Known Flow Node","Known Flow","246544.708243","669302.209333","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000645","Nodes","645","21.000000","47.569432","DDS demands","Known Flow","246792.083310","669087.084274","","0.000000","","","","","","-11.700000","","","","-10.462349","-11.700000","","","","","","","","D1 PROFILE","","",""
"62505300005046","Nodes","5046","21.000000","48.255060","Default Known Flow Node","Known Flow","246913.958343","669079.959272","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000801","Nodes","801","21.000000","48.453188","DDS demands","Known Flow","246939.833351","669143.334290","","0.000000","","","","","","-5.599999","","","","-5.007620","-5.599999","","","","","","","","D1 PROFILE","","",""
"62505300005049","Nodes","5049","21.000000","48.548855","Default Known Flow Node","Known Flow","246922.346938","669191.947711","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005051","Nodes","5051","21.000000","49.263719","Default Known Flow Node","Known Flow","246923.958346","669332.584341","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005054","Nodes","5054","21.000000","49.364885","Default Known Flow Node","Known Flow","246937.583350","669388.834356","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005048","Nodes","5048","21.000000","49.364885","Default Known Flow Node","Known Flow","246919.833345","669402.209360","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005052","Nodes","5052","21.000000","48.506945","Default Known Flow Node","Known Flow","246930.458348","669201.459305","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005050","Nodes","5050","21.000000","48.548855","Default Known Flow Node","Known Flow","246922.333346","669207.084307","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005056","Nodes","5056","21.000000","48.453188","Default Known Flow Node","Known Flow","246947.458353","669161.334294","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005053","Nodes","5053","21.000000","48.453188","Default Known Flow Node","Known Flow","246933.333349","669134.959287","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000621","Nodes","621","21.000000","49.882513","Default Known Flow Node","Known Flow","246848.333326","669271.709324","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000741","Nodes","741","21.000000","49.904253","Default Known Flow Node","Known Flow","246845.208325","669276.709326","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000751","Nodes","751","21.000000","49.872884","Default Known Flow Node","Known Flow","246845.105374","669281.064163","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000620","Nodes","WEST FREELANDS DG, Site ID 3594","21.000000","49.999998","Default Known Pressure Node","Known Pressure","246840.458323","669276.209326","","999998.967025","","","","","","","","","","349.308344","390.629997","","","","","","","","","","",""
"62505300000742","Nodes","742","21.000000","49.531122","DDS demands","Known Flow","246840.208323","669332.459341","","0.000000","","","","","","-14.850000","","","","-13.279136","-14.850000","","","","","","","","D1 PROFILE","","",""
"62505300000622","Nodes","622","21.000000","49.876267","Default Known Flow Node","Known Flow","246857.458328","669271.584324","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005372","Nodes","5372","21.000000","49.808516","Default Known Flow Node","Known Flow","246857.208328","669287.084329","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000746","Nodes","746","21.000000","44.989193","DDS demands","Known Flow","246656.708273","669367.209350","","0.000000","","","","","","-3.520000","","","","-3.147647","-3.520000","","","","","","","","D1 PROFILE","","",""
"62505300000747","Nodes","747","21.000000","44.947033","Default Known Flow Node","Known Flow","246583.958254","669285.459328","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000748","Nodes","748","21.000000","44.439864","DDS demands","Known Flow","246617.458263","669370.209351","","0.000000","","","","","","-6.070000","","","","-5.427902","-6.070000","","","","","","","","D1 PROFILE","","",""
"62505300000749","Nodes","749","21.000000","44.183080","DDS demands","Known Flow","246610.958261","669402.209360","","0.000000","","","","","","-18.510000","","","","-16.551973","-18.510000","","","","","","","","D1 PROFILE","","",""
"62505300000752","Nodes","752","21.000000","44.380048","Default Known Flow Node","Known Flow","246573.833251","669332.834341","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005371","Nodes","5371","21.000000","49.808516","Default Known Flow Node","Known Flow","246846.958325","669285.459328","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000210","Nodes","210","21.000000","33.877301","DDS demands","Known Flow","247315.708453","669499.209386","","0.000000","","","","","","-2.589999","","","","-2.316024","-2.589999","","","","","","","","D1 PROFILE","","",""
"62505300000211","Nodes","211","21.000000","33.877301","Default Known Flow Node","Known Flow","247319.333454","669490.209384","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000202","Nodes","202","21.000000","31.545894","DDS demands","Known Flow","247230.708430","669473.459379","","0.000000","","","","","","-3.140000","","","","-2.807844","-3.140000","","","","","","","","D1 PROFILE","","",""
"62505300005162","Nodes","5162","21.000000","31.525809","Default Known Flow Node","Known Flow","247232.708430","669472.709379","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005154","Nodes","5154","21.000000","32.298098","Default Known Flow Node","Known Flow","247194.583420","669486.459383","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000204","Nodes","204","21.000000","31.427988","Default Known Flow Node","Known Flow","247248.958435","669495.209385","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000195","Nodes","195","21.000000","31.302201","DDS demands","Known Flow","247254.958436","669464.334377","","0.000000","","","","","","-1.500000","","","","-1.341326","-1.500000","","","","","","","","D1 PROFILE","","",""
"62505300000196","Nodes","196","21.000000","31.111617","DDS demands","Known Flow","247248.083434","669443.709371","","0.000000","","","","","","-3.299999","","","","-2.950918","-3.299999","","","","","","","","D1 PROFILE","","",""
"62505300005158","Nodes","5158","21.000000","31.034833","Default Known Flow Node","Known Flow","247226.208428","669451.834373","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000197","Nodes","197","21.000000","30.839634","DDS demands","Known Flow","247308.070356","669454.499551","","0.000000","","","","","","-10.939999","","","","-9.782743","-10.939999","","","","","","","","D1 PROFILE","","",""
"62505300000199","Nodes","199","21.000000","30.994045","DDS demands","Known Flow","247221.583427","669440.334370","","0.000000","","","","","","-4.770000","","","","-4.265419","-4.770000","","","","","","","","D1 PROFILE","","",""
"62505300000200","Nodes","200","21.000000","30.984279","DDS demands","Known Flow","247205.208423","669445.959372","","0.000000","","","","","","-2.850000","","","","-2.548521","-2.850000","","","","","","","","D1 PROFILE","","",""
"62505300000201","Nodes","201","21.000000","30.984279","Default Known Flow Node","Known Flow","247202.958422","669439.959370","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000333","Nodes","333","21.000000","26.137436","DDS demands","Known Flow","247400.583476","669481.209381","","0.000000","","","","","","-14.359999","","","","-12.840968","-14.359999","","","","","","","","D1 PROFILE","","",""
"62505300005203","Nodes","5203","21.000000","26.137436","Default Known Flow Node","Known Flow","247408.833478","669493.834385","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005178","Nodes","5178","21.000000","30.828345","Default Known Flow Node","Known Flow","247314.083452","669456.459375","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005179","Nodes","5179","21.000000","30.839634","Default Known Flow Node","Known Flow","247314.208452","669436.834369","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000209","Nodes","209","21.000000","33.994451","Default Known Flow Node","Known Flow","247298.333448","669483.709382","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005152","Nodes","5152","21.000000","32.298098","Default Known Flow Node","Known Flow","247190.958419","669475.584380","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005149","Nodes","5149","21.000000","32.211766","Default Known Flow Node","Known Flow","247182.958417","669460.209376","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000194","Nodes","194","21.000000","32.565736","DDS demands","Known Flow","247180.208416","669492.084384","","0.000000","","","","","","-9.949999","","","","-8.897467","-9.949999","","","","","","","","D1 PROFILE","","",""
"62505300005161","Nodes","5161","21.000000","31.525809","Default Known Flow Node","Known Flow","247230.833430","669467.209378","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005184","Nodes","5184","21.000000","30.675390","Default Known Flow Node","Known Flow","247333.184119","669463.153820","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005193","Nodes","5193","21.000000","30.412371","Default Known Flow Node","Known Flow","247358.833465","669471.959379","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005186","Nodes","5186","21.000000","30.675390","Default Known Flow Node","Known Flow","247338.208459","669449.584373","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005188","Nodes","5188","21.000000","30.675390","Default Known Flow Node","Known Flow","247341.958460","669433.209368","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005198","Nodes","5198","21.000000","30.288081","Default Known Flow Node","Known Flow","247383.583471","669480.584381","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005195","Nodes","5195","21.000000","30.412371","Default Known Flow Node","Known Flow","247364.583466","669454.459374","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005196","Nodes","5196","21.000000","30.412371","Default Known Flow Node","Known Flow","247368.208467","669438.584370","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005199","Nodes","5199","21.000000","30.158070","Default Known Flow Node","Known Flow","247390.208473","669461.584376","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005201","Nodes","5201","21.000000","30.158070","Default Known Flow Node","Known Flow","247394.833474","669442.459371","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005207","Nodes","5207","21.000000","32.553000","Default Known Flow Node","Known Flow","247466.083494","669474.084380","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005206","Nodes","5206","21.000000","32.725585","Default Known Flow Node","Known Flow","247455.083491","669487.584383","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005221","Nodes","5221","21.000000","40.628834","Default Known Flow Node","Known Flow","246156.954137","669933.935505","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000672","Nodes","672","21.000000","40.253003","DDS demands","Known Flow","246127.528129","669934.084505","","0.000000","","","","","","-16.950000","","","","-15.156994","-16.950000","","","","","","","","D1 PROFILE","","",""
"62505300005222","Nodes","5222","21.000000","40.586316","Default Known Flow Node","Known Flow","246165.475140","669897.093495","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
