"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"62501000001018","Nodes","1018","21.000000","27.871967","DDS demands","Known Flow","185878.997456","728839.308061","","0.000000","","","","","-2.190000","","","","-1.958337","-2.190000","","","","","","","D1 PROFILE","","",""
"62501000000121","Nodes","121","21.000000","27.420115","DDS demands","Known Flow","185912.167785","728887.370119","","0.000000","","","","","-12.250000","","","","-10.954169","-12.250000","","","","","","","D1 PROFILE","","",""
"62501000001033","Nodes","1033","21.000000","27.426084","Default Known Flow Node","Known Flow","185912.922864","728889.007190","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000000120","Nodes","120","21.000000","27.626092","DDS demands","Known Flow","185960.622763","729005.520578","","0.000000","","","","","-1.360000","-2.740000","","","-3.666293","-4.100000","","","","","","","D1 PROFILE","I2 PROFILE","",""
"62501000000119","Nodes","119","21.000000","31.761200","DDS demands","Known Flow","185994.471427","729099.822236","","0.000000","","","","","-2.409999","","","","-2.155065","-2.409999","","","","","","","D1 PROFILE","","",""
"62501000001024","Nodes","1024","21.000000","23.980149","Default Known Flow Node","Known Flow","185366.862970","729455.696194","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000001025","Nodes","1025","21.000000","23.901105","DDS demands","Known Flow","185242.580230","729435.669698","","0.000000","","","","","-3.390000","","","","-3.031398","-3.390000","","","","","","","D1 PROFILE","","",""
"62501000000061","Nodes","61","21.000000","37.045402","Default Known Flow Node","Known Flow","185845.992472","729883.565465","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000001028","Nodes","1028","21.000000","37.054213","Default Known Flow Node","Known Flow","185845.489530","729886.454456","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000000065","Nodes","65","21.000000","39.859374","DDS demands","Known Flow","185906.119749","729988.843846","","0.000000","","","-12.189999","-4.090000","","","","","-14.557867","-16.280000","","","","","C3 PROFILE","C4 PROFILE","","","",""
"62501000000092","Nodes","92","21.000000","32.662069","DDS demands","Known Flow","186021.649780","730732.548048","","0.000000","","","","","-9.899999","","","","-8.852757","-9.899999","","","","","","","D1 PROFILE","","",""
"62501000001013","Nodes","1013","21.000000","32.470013","Default Known Flow Node","Known Flow","185990.774221","730805.855158","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000001026","Nodes","","21.000000","24.075878","Default Known Flow Node","Known Flow","185373.941604","729460.850702","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000001027","Nodes","","21.000000","23.852546","Default Known Flow Node","Known Flow","185353.255694","729445.787670","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000000049","Nodes","","21.000000","24.984933","DDS demands","Known Flow","185413.912770","729493.959156","","0.000000","","","","","-5.709999","","","","-5.105984","-5.709999","","","","","","","D1 PROFILE","","",""
"62501000000048","Nodes","48","21.000000","25.550701","DDS demands","Known Flow","185436.941621","729515.475717","","0.000000","","","","","-2.630000","","","","-2.351793","-2.630000","","","","","","","D1 PROFILE","","",""
"62501000000053","Nodes","53","21.000000","23.226209","DDS demands","Known Flow","185179.899551","729380.543680","","0.000000","","","","","-7.479999","","","","-6.688749","-7.479999","","","","","","","D1 PROFILE","","",""
"62501000000052","Nodes","52","21.000000","24.055558","DDS demands","Known Flow","185249.490511","729450.908003","","0.000000","","","","","-2.450000","","","","-2.190834","-2.450000","","","","","","","D1 PROFILE","","",""
"62501000000054","Nodes","54","21.000000","21.144360","DDS demands","Known Flow","185210.810560","729553.715728","","0.000000","","","","","-7.159999","","","","-6.402599","-7.159999","","","","","","","D1 PROFILE","","",""
"62501000001023","Nodes","1023","21.000000","36.953047","Default Known Flow Node","Known Flow","185701.155693","729893.963820","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002460","Nodes","-20","21.000000","40.320951","Default Known Flow Node","Known Flow","186446.811896","729365.215676","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000001022","Nodes","1022","21.000000","38.717675","Default Known Flow Node","Known Flow","186512.853036","729471.112294","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000000025","Nodes","25","21.000000","38.458273","DDS demands","Known Flow","186540.482218","729486.876189","","0.000000","","","","","-3.690000","","","","-3.299664","-3.690000","","","","","","","D1 PROFILE","","",""
"62501000000069","Nodes","69","21.000000","41.899020","DDS demands","Known Flow","185897.452746","730066.794867","","0.000000","-9.450000","","","-6.000000","-7.889999","","","","-20.871046","-23.339999","","","C1 PROFILE","","","C4 PROFILE","D1 PROFILE","","",""
"62501000001015","Nodes","Logger 9081, Post opposite 3 Argyle Street","21.000000","42.679115","Val Log Post","Known Flow","185920.621951","730069.871594","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000000131","Nodes","131","21.000000","45.388691","Default Known Flow Node","Known Flow","185982.316769","730078.402870","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000000147","Nodes","147","21.000000","23.414040","DDS demands","Known Flow","184839.383459","729422.163692","","0.000000","","","","","-7.230000","","","","-6.465195","-7.230000","","","","","","","D1 PROFILE","","",""
"62501000001008","Nodes","1008","21.000000","23.319957","DDS demands","Known Flow","184832.193846","729369.444131","","0.000000","","","","","-4.280000","","","","-3.827252","-4.280000","","","","","","","D1 PROFILE","","",""
"62501000000057","Nodes","57","21.000000","22.000397","DDS demands","Known Flow","184819.688453","729190.984629","","0.000000","","","","","-11.249999","","","","-10.059950","-11.249999","","","","","","","D1 PROFILE","","",""
"62501000000106","Nodes","106","21.000000","38.476733","DDS demands","Known Flow","185805.886721","730330.559939","","0.000000","","","","","-2.109999","","","","-1.886799","-2.109999","","","","","","","D1 PROFILE","","",""
"62501000000130","Nodes","Logger 0101, Oban OPR","21.000000","38.715752","OPR","Known Flow","185834.782571","730334.260274","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000000105","Nodes","105","21.000000","38.823674","DDS demands","Known Flow","185862.751737","730337.841941","","0.000000","-30.280001","","-5.530000","-6.000000","-13.939999","","","","-49.852647","-55.750000","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","D1 PROFILE","","",""
"62501000002447","Nodes","-180","21.000000","36.793410","Default Known Flow Node","Known Flow","185894.839095","730518.983007","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000001001","Nodes","Logger 9716, Hair & Beauty, Hairdressers, Breadalbane Street","21.000000","37.156370","Val Log Cath","Known Flow","185884.844642","730482.856861","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002442","Nodes","-171","21.000000","37.468481","DDS demands","Known Flow","185870.969739","730430.392966","","0.000000","","","","","-3.190000","","","","-2.852555","-3.190000","","","","","","","D1 PROFILE","","",""
"62501000000097","Nodes","97","21.000000","31.560757","DDS demands","Known Flow","185951.319761","730762.318056","","0.000000","-2.400000","","-13.680000","-2.619999","-5.449999","","","","-21.595363","-24.150000","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","D1 PROFILE","","",""
"62501000001014","Nodes","1014","21.000000","24.458521","Default Known Flow Node","Known Flow","186070.373770","730901.620647","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000000098","Nodes","98","21.000000","22.732686","DDS demands","Known Flow","186087.134553","730912.832933","","0.000000","","","","","-3.920000","","","","-3.505334","-3.920000","","","","","","","D1 PROFILE","","",""
"62501000001002","Nodes","1002","21.000000","36.669707","Default Known Flow Node","Known Flow","185822.843652","729791.274972","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000000058","Nodes","58","21.000000","36.632433","DDS demands","Known Flow","185820.639982","729789.630385","","0.000000","-35.069999","","","","-0.999999","","","","-32.254440","-36.070000","","","C1 PROFILE","","","","D1 PROFILE","","",""
"62501000000059","Nodes","59","21.000000","36.680622","DDS demands","Known Flow","185860.647736","729819.355800","","0.000000","-16.540001","","-1.370000","","-9.750000","","","","-24.734069","-27.660002","","","C1 PROFILE","","C3 PROFILE","","D1 PROFILE","","",""
"62501000000046","Nodes","46","21.000000","32.090303","DDS demands","Known Flow","185551.882652","729612.681744","","0.000000","","","","","-4.239999","","","","-3.791483","-4.239999","","","","","","","D1 PROFILE","","",""
"62501000001000","Nodes","Logger 9575, Cairnbhan, Albany Street","21.000000","33.291246","Val Log Cath","Known Flow","185592.491843","729630.104815","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000000145","Nodes","145","21.000000","35.072028","DDS demands","Known Flow","185637.691676","729653.350755","","0.000000","-3.319999","","-5.830000","","-6.919999","","","","-14.370081","-16.070000","","","C1 PROFILE","","C3 PROFILE","","D1 PROFILE","","",""
"62501000000133","Nodes","133","21.000000","24.856054","DDS demands","Known Flow","184897.409474","729484.330709","","0.000000","","","","","-5.140000","","","","-4.596280","-5.140000","","","","","","","D1 PROFILE","","",""
"62501000000135","Nodes","135","21.000000","21.953441","DDS demands","Known Flow","185109.191532","729393.600684","","0.000000","","","","","-8.989999","","","","-8.039018","-8.989999","","","","","","","D1 PROFILE","","",""
"62501000000050","Nodes","50","21.000000","25.316323","DDS demands","Known Flow","185443.180623","729478.832707","","0.000000","","","","","-7.430000","","","","-6.644039","-7.430000","","","","","","","D1 PROFILE","","",""
"62501000000205","Nodes","205","21.000000","25.573078","DDS demands","Known Flow","185414.807615","729450.477699","","0.000000","","","","","-3.700000","","","","-3.308606","-3.700000","","","","","","","D1 PROFILE","","",""
"62501000000206","Nodes","206","21.000000","25.923515","Default Known Flow Node","Known Flow","185455.316626","729421.350692","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000000139","Nodes","139","21.000000","36.545273","DDS demands","Known Flow","186024.135616","729177.228144","","0.000000","","","","","-8.359999","","","","-7.475661","-8.359999","","","","","","","D1 PROFILE","","",""
"62501000000035","Nodes","35","21.000000","42.151415","DDS demands","Known Flow","186059.977790","729434.945695","","0.000000","","","","","-8.069999","","","","-7.216338","-8.069999","","","","","","","D1 PROFILE","","",""
"62501000000036","Nodes","36","21.000000","42.193242","DDS demands","Known Flow","186149.283091","729444.218938","","0.000000","","","","","-12.939999","","","","-11.571179","-12.939999","","","","","","","D1 PROFILE","","",""
"62501000000148","Nodes","148","21.000000","40.824311","DDS demands","Known Flow","186096.807011","729327.925639","","0.000000","-8.949999","","","","-6.449999","","","","-13.770955","-15.399999","","","C1 PROFILE","","","","D1 PROFILE","","",""
"62501000002399","Nodes","-1462475","21.000000","40.831610","DDS demands","Known Flow","186092.403077","729325.960367","","0.000000","","","","","-3.660000","","","","-3.272837","-3.660000","","","","","","","D1 PROFILE","","",""
"62501000000033","Nodes","33","21.000000","41.095762","DDS demands","Known Flow","186071.471378","729329.031612","","0.000000","","-6.000000","-2.910000","","-1.940000","","","","-9.702264","-10.850000","","","","C2 PROFILE","C3 PROFILE","","D1 PROFILE","","",""
"62501000002468","Nodes","-23","21.000000","41.939125","Default Known Flow Node","Known Flow","186066.139792","729375.477679","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002479","Nodes","-35","21.000000","42.192913","Default Known Flow Node","Known Flow","186155.056816","729444.789698","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000000024","Nodes","24","21.000000","40.297835","DDS demands","Known Flow","186446.802896","729361.980675","","0.000000","","","","","-7.580000","","","","-6.778171","-7.580000","","","","","","","D1 PROFILE","","",""
"62501000000030","Nodes","30","21.000000","40.212890","DDS demands","Known Flow","186440.393894","729306.832660","","0.000000","","","","","-10.390000","","","","-9.290924","-10.390000","","","","","","","D1 PROFILE","","",""
"62501000000023","Nodes","23","21.000000","40.917895","DDS demands","Known Flow","186355.590871","729424.078692","","0.000000","","","","","-5.949999","","","","-5.320596","-5.949999","","","","","","","D1 PROFILE","","",""
"62501000000118","Nodes","118","21.000000","41.603495","DDS demands","Known Flow","186361.345872","729468.370704","","0.000000","","","","","-13.390000","","","","-11.973577","-13.390000","","","","","","","D1 PROFILE","","",""
"62501000002471","Nodes","-29","21.000000","40.936068","Default Known Flow Node","Known Flow","186327.316292","729421.369333","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002441","Nodes","-17","21.000000","41.808313","Default Known Flow Node","Known Flow","186068.779793","729349.865672","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002402","Nodes","-1462480","21.000000","41.981392","Default Known Flow Node","Known Flow","186082.094796","729411.090689","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000000037","Nodes","37","21.000000","42.192161","DDS demands","Known Flow","186168.231820","729445.903698","","0.000000","","","","","-5.670000","","","","-5.070216","-5.670000","","","","","","","D1 PROFILE","","",""
"62501000002478","Nodes","-34","21.000000","42.192913","Default Known Flow Node","Known Flow","186155.722816","729436.726696","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002473","Nodes","-32","21.000000","42.192913","Default Known Flow Node","Known Flow","186155.835817","729434.600695","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002480","Nodes","-36","21.000000","42.319735","Default Known Flow Node","Known Flow","186200.122829","729446.934698","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002413","Nodes","-1462511","21.000000","42.150650","Default Known Flow Node","Known Flow","186105.648803","729423.575692","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002446","Nodes","-18","21.000000","40.823473","Default Known Flow Node","Known Flow","186161.316818","729354.037673","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002431","Nodes","","21.000000","40.786622","DDS demands","Known Flow","186171.283821","729331.309667","","0.000000","","-11.260000","","","","","","","-10.068893","-11.260000","","","","C2 PROFILE","","","","","",""
"62501000002414","Nodes","-1462513","21.000000","40.871333","Default Known Flow Node","Known Flow","186121.578807","729311.727662","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002372","Nodes","-10","21.000000","40.956069","Default Known Flow Node","Known Flow","186184.631824","729274.329652","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002417","Nodes","-1462518","21.000000","42.319735","Default Known Flow Node","Known Flow","186224.449835","729439.378696","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002406","Nodes","-1462494","21.000000","40.757436","Default Known Flow Node","Known Flow","186146.734814","729367.855677","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002470","Nodes","-27","21.000000","40.966252","Default Known Flow Node","Known Flow","186196.964828","729396.386685","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002469","Nodes","-25","21.000000","40.936068","Default Known Flow Node","Known Flow","186289.277853","729385.354682","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000000029","Nodes","29","21.000000","40.276371","DDS demands","Known Flow","186554.683925","729371.525678","","0.000000","","","","","-7.159999","","","","-6.402599","-7.159999","","","","","","","D1 PROFILE","","",""
"62501000000028","Nodes","28","21.000000","38.347339","DDS demands","Known Flow","186586.386934","729453.873700","","0.000000","","","","","-6.829999","","","","-6.107508","-6.829999","","","","","","","D1 PROFILE","","",""
"62501000000141","Nodes","141","21.000000","25.450242","DDS demands","Known Flow","185001.789503","729666.977758","","0.000000","","","","","-3.199999","","","","-2.861497","-3.199999","","","","","","","D1 PROFILE","","",""
"62501000000055","Nodes","55","21.000000","21.044429","DDS demands","Known Flow","185245.397050","729632.860021","","0.000000","","","","","-1.379999","","","","-1.234020","-1.379999","","","","","","","D1 PROFILE","","",""
"62501000000140","Nodes","140","21.000000","27.440254","DDS demands","Known Flow","185266.315575","729736.725777","","0.000000","","","-11.759999","","-5.229999","","","","-15.192761","-16.989999","","","","","C3 PROFILE","","D1 PROFILE","","",""
"62501000000047","Nodes","47","21.000000","27.009314","DDS demands","Known Flow","185452.941625","729533.225722","","0.000000","","","","","-3.890000","","","","-3.478507","-3.890000","","","","","","","D1 PROFILE","","",""
"62501000000142","Nodes","142","21.000000","25.734445","DDS demands","Known Flow","185050.175339","729625.344124","","0.000000","","","-6.210000","","-1.649999","","","","-7.028552","-7.860000","","","","","C3 PROFILE","","D1 PROFILE","","",""
"62501000000056","Nodes","56","21.000000","27.431462","DDS demands","Known Flow","185262.985574","729739.634778","","0.000000","-39.999997","","","","","","","","-35.768714","-39.999997","","","C1 PROFILE","","","","","","",""
"62501000000051","Nodes","51","21.000000","26.146512","DDS demands","Known Flow","185534.266648","729483.159708","","0.000000","","","","","-3.400000","","","","-3.040340","-3.400000","","","","","","","D1 PROFILE","","",""
"62501000000134","Nodes","134","21.000000","30.450023","DDS demands","Known Flow","185500.364638","729660.558757","","0.000000","","","","-6.610000","-5.070000","","","","-10.444465","-11.679999","","","","","","C4 PROFILE","D1 PROFILE","","",""
"62501000000044","Nodes","44","21.000000","34.193062","DDS demands","Known Flow","185626.106673","729536.729723","","0.000000","","","","","-1.139999","","","","-1.019408","-1.139999","","","","","","","D1 PROFILE","","",""
"62501000000043","Nodes","43","21.000000","34.197868","DDS demands","Known Flow","185670.185684","729566.722731","","0.000000","-25.170000","","","","-11.620000","","","","-32.898276","-36.789999","","","C1 PROFILE","","","","D1 PROFILE","","",""
"62501000000016","Nodes","16","21.000000","44.980974","Default Known Flow Node","Known Flow","185973.440767","729789.725792","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000000015","Nodes","15","21.000000","45.149044","Default Known Flow Node","Known Flow","185975.243767","729792.745793","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000000062","Nodes","62","21.000000","36.113728","Default Known Flow Node","Known Flow","185902.515748","729863.969812","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000000063","Nodes","63","21.000000","36.113728","DDS demands","Known Flow","185908.199749","729870.705814","","0.000000","","","-31.219999","","-2.959999","","","","-30.564367","-34.179998","","","","","C3 PROFILE","","D1 PROFILE","","",""
"62501000002489","Nodes","-59","21.000000","32.563843","DDS demands","Known Flow","185542.922416","729618.154845","","0.000000","","","","","-1.019999","","","","-0.912102","-1.019999","","","","","","","D1 PROFILE","","",""
"62501000000143","Nodes","143","21.000000","32.071781","DDS demands","Known Flow","185541.187649","729609.221743","","0.000000","","","","","-4.570000","","","","-4.086576","-4.570000","","","","","","","D1 PROFILE","","",""
"62501000000144","Nodes","144","21.000000","32.826453","DDS demands","Known Flow","185545.694651","729617.651745","","0.000000","","","","","-3.769999","","","","-3.371201","-3.769999","","","","","","","D1 PROFILE","","",""
"62501000000045","Nodes","45","21.000000","35.062720","DDS demands","Known Flow","185636.316675","729648.850753","","0.000000","","","","","-7.960000","","","","-7.117974","-7.960000","","","","","","","D1 PROFILE","","",""
"62501000002488","Nodes","","21.000000","33.837697","DDS demands","Known Flow","185749.133870","729616.432597","","0.000000","-47.000000","","","","","","","","-42.028243","-47.000000","","","C1 PROFILE","","","","","","",""
"62501000002503","Nodes","-87","21.000000","36.590840","Default Known Flow Node","Known Flow","185818.513584","729786.628080","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002376","Nodes","-107","21.000000","36.395770","Default Known Flow Node","Known Flow","185889.340744","729866.806813","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002382","Nodes","-120","21.000000","39.816716","Default Known Flow Node","Known Flow","185914.461455","729951.499309","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000000068","Nodes","68","21.000000","39.816675","DDS demands","Known Flow","185915.245751","729945.858834","","0.000000","","","","-3.309999","-0.529999","","","","-3.433796","-3.839999","","","","","","C4 PROFILE","D1 PROFILE","","",""
"62501000000066","Nodes","66","21.000000","39.816671","DDS demands","Known Flow","185916.524751","729933.077831","","0.000000","","","","","-1.399999","","","","-1.251905","-1.399999","","","","","","","D1 PROFILE","","",""
"62501000000042","Nodes","42","21.000000","36.151364","DDS demands","Known Flow","185936.816757","729802.725795","","0.000000","","-3.970000","","-10.779999","-6.789999","","","","-19.261453","-21.539999","","","","C2 PROFILE","","C4 PROFILE","D1 PROFILE","","",""
"62501000000064","Nodes","64","21.000000","36.010002","DDS demands","Known Flow","185931.566756","729898.600821","","0.000000","","","-1.799999","","-0.669999","-4.559999","","","-6.286351","-7.029999","","","","","C3 PROFILE","","D1 PROFILE","I2 PROFILE","",""
"62501000002492","Nodes","-65","21.000000","35.074897","Default Known Flow Node","Known Flow","185638.941676","729650.100754","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002493","Nodes","-69","21.000000","35.111912","Default Known Flow Node","Known Flow","185660.566682","729668.844759","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002491","Nodes","-63","21.000000","35.111912","Default Known Flow Node","Known Flow","185663.566683","729645.975753","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000000014","Nodes","","21.000000","45.167870","DDS demands","Known Flow","185977.518768","729798.420794","","0.000000","-7.510000","","-2.369999","-6.000000","-4.980000","","","","-18.653386","-20.860001","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","D1 PROFILE","","",""
"62501000002495","Nodes","-71","21.000000","35.111875","Default Known Flow Node","Known Flow","185685.032689","729685.551763","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002498","Nodes","-81","21.000000","35.406635","DDS demands","Known Flow","185766.939711","729743.009779","","0.000000","-27.719998","","","","","","","","-24.787718","-27.719998","","","C1 PROFILE","","","","","","",""
"62501000002500","Nodes","-83","21.000000","35.406635","Default Known Flow Node","Known Flow","185745.941705","729771.501787","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002507","Nodes","-99","21.000000","36.633588","Default Known Flow Node","Known Flow","185797.691719","729814.226798","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002374","Nodes","-101","21.000000","36.633588","Default Known Flow Node","Known Flow","185801.316720","729817.225799","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002505","Nodes","-97","21.000000","36.633588","Default Known Flow Node","Known Flow","185801.666666","729809.179509","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002506","Nodes","-98","21.000000","36.633588","Default Known Flow Node","Known Flow","185805.816721","729812.100798","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002375","Nodes","-106","21.000000","36.353125","Default Known Flow Node","Known Flow","185932.566756","729853.100809","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002384","Nodes","-122","21.000000","39.901501","Default Known Flow Node","Known Flow","185954.566762","729957.100837","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000002415","Nodes","-1462514","21.000000","39.901501","Default Known Flow Node","Known Flow","185959.814763","729937.350832","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62501000000012","Nodes","12","21.000000","46.370683","DDS demands","Known Flow","185997.500773","729984.420845","","0.000000","-8.270000","","","","-2.009999","-2.339999","","","-11.285030","-12.620001","","","C1 PROFILE","","","","D1 PROFILE","I2 PROFILE","",""
"62501000000125","Nodes","125","21.000000","43.942475","DDS demands","Known Flow","186011.673777","729729.938775","","0.000000","-1.720000","","","","-2.319999","","","","-3.612640","-4.039999","","","C1 PROFILE","","","","D1 PROFILE","","",""
"62501000000013","Nodes","13","21.000000","46.396952","DDS demands","Known Flow","186061.863791","729995.868848","","0.000000","","","","","-6.000000","","","","-5.365307","-6.000000","","","","","","","D1 PROFILE","","",""
"62501000002504","Nodes","-93","21.000000","44.101274","DDS demands","Known Flow","186003.634775","729794.902793","","0.000000","","","","","-2.089999","","","","-1.868915","-2.089999","","","","","","","D1 PROFILE","","",""
"62501000000127","Nodes","127","21.000000","41.269426","DDS demands","Known Flow","186431.556891","729515.309717","","0.000000","","","","","-9.600000","","","","-8.584492","-9.600000","","","","","","","D1 PROFILE","","",""
