"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-AF)"
"62504500000141","Nodes","141","21.000000","31.918902","DDS","Known Flow","235286.080180","659259.206600","","0.000000","","","","","","-14.430000","","","-12.903564","-14.430000","","","","","","","","D1 PROFILE","",""
"62504500001000","Nodes","","21.000000","32.083378","Default Known Flow Node","Known Flow","235272.186118","659282.348034","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000144","Nodes","144","21.000000","31.916833","DDS","Known Flow","235248.330169","659322.081617","","0.000000","","","","","","-7.739999","","","-6.921246","-7.739999","","","","","","","","D1 PROFILE","",""
"62504500000111","Nodes","111","21.000000","35.282004","DDS","Known Flow","235409.140213","658696.540447","","0.000000","","","","","","-16.690000","","","-14.924497","-16.690000","","","","","","","","D1 PROFILE","",""
"62504500000231","Nodes","231","21.000000","35.215428","Default Known Flow Node","Known Flow","235448.505399","658679.871563","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000167","Nodes","167","21.000000","35.132587","DDS","Known Flow","235517.476243","658659.240437","","0.000000","","","","","","-8.850000","","","-7.913828","-8.850000","","","","","","","","D1 PROFILE","",""
"62504500000145","Nodes","145","21.000000","31.687743","DDS","Known Flow","235204.830158","659302.456612","","0.000000","","","","","","-22.319999","","","-19.958942","-22.319999","","","","","","","","D1 PROFILE","",""
"62504500000232","Nodes","232","21.000000","31.874594","Default Known Flow Node","Known Flow","235239.161940","659315.873210","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001005","Nodes","1005","21.000000","32.208462","Default Known Flow Node","Known Flow","235501.930134","659146.967347","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000087","Nodes","87","21.000000","35.035572","DDS","Known Flow","235316.574188","658774.336468","","0.000000","","","","","","-22.260000","","","-19.905291","-22.260000","","","","","","","","D1 PROFILE","",""
"62504500001003","Nodes","P00062261, Church Street, -90.37","24.000000","34.557798","CSEP DDS Matched","Known Flow","235355.756199","658726.449455","","0.000000","","","","","-36.919997","","-53.449999","","-80.810470","-90.369992","","","","","","","CT PROFILE","","DC PROFILE",""
"62504500001302","Nodes","-77","21.000000","34.663629","Default Known Flow Node","Known Flow","235358.484493","658728.834779","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000133","Nodes","133","21.000000","32.319667","DDS","Known Flow","235444.821223","659190.219581","","0.000000","","","","","","-14.430000","","","-12.903564","-14.430000","","","","","","","","D1 PROFILE","",""
"62504500001004","Nodes","1004","21.000000","32.039504","DDS","Known Flow","235486.847627","659219.373389","","0.000000","","","","","","-5.859999","","","-5.240117","-5.859999","","","","","","","","D1 PROFILE","",""
"62504500000134","Nodes","134","21.000000","32.195593","DDS","Known Flow","235478.705232","659269.081603","","0.000000","","","","","","-7.519999","","","-6.724518","-7.519999","","","","","","","","D1 PROFILE","",""
"62504500001269","Nodes","-146","21.000000","32.141260","DDS","Known Flow","235494.473953","659154.295379","","0.000000","","","","","","-3.049999","","","-2.727364","-3.049999","","","","","","","","D1 PROFILE","",""
"62504500000211","Nodes","211","21.000000","37.621029","DDS","Known Flow","234934.978084","658924.090509","","0.000000","","","","","","-7.829999","","","-7.001726","-7.829999","","","","","","","","D1 PROFILE","",""
"62504500000212","Nodes","212","21.000000","37.373254","DDS","Known Flow","234879.292069","658970.049521","","0.000000","","","","","","-8.460000","","","-7.565083","-8.460000","","","","","","","","D1 PROFILE","",""
"62504500000213","Nodes","213","21.000000","37.061578","DDS","Known Flow","234971.712094","658970.153521","","0.000000","","","","","","-8.529999","","","-7.627678","-8.529999","","","","","","","","D1 PROFILE","",""
"62504500000207","Nodes","207","21.000000","40.289949","DDS","Known Flow","234885.836071","658865.604493","","0.000000","","","","","","-2.529999","","","-2.262371","-2.529999","","","","","","","","D1 PROFILE","",""
"62504500000208","Nodes","208","21.000000","39.957256","DDS","Known Flow","234863.943065","658887.055499","","0.000000","","","","","","-5.619999","","","-5.025504","-5.619999","","","","","","","","D1 PROFILE","",""
"62504500000209","Nodes","209","21.000000","39.855536","DDS","Known Flow","234826.730055","658844.694487","","0.000000","","","","","","-2.049999","","","-1.833146","-2.049999","","","","","","","","D1 PROFILE","",""
"62504500000210","Nodes","210","21.000000","39.727349","DDS","Known Flow","234835.322057","658921.220508","","0.000000","","","","","","-9.920000","","","-8.870642","-9.920000","","","","","","","","D1 PROFILE","",""
"62504500000205","Nodes","205","21.000000","43.249868","DDS","Known Flow","234910.293077","658841.321486","","0.000000","","","","","","-9.170000","","","-8.199978","-9.170000","","","","","","","","D1 PROFILE","",""
"62504500000206","Nodes","206","21.000000","43.054379","DDS","Known Flow","234865.969065","658796.423474","","0.000000","","","","","","-6.399999","","","-5.722994","-6.399999","","","","","","","","D1 PROFILE","",""
"62504500000203","Nodes","203","21.000000","51.497593","DDS","Known Flow","234953.668089","658799.555475","","0.000000","","","","","","-9.289999","","","-8.307284","-9.289999","","","","","","","","D1 PROFILE","",""
"62504500000204","Nodes","204","21.000000","51.411887","DDS","Known Flow","234984.981098","658769.806467","","0.000000","","","","","","-3.859999","","","-3.451680","-3.859999","","","","","","","","D1 PROFILE","",""
"62504500001303","Nodes","-82","21.000000","65.293386","Default Known Flow Node","Known Flow","234904.819138","658747.829351","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000222","Nodes","Calderhaugh Lane RRI","21.000000","74.999996","Default Known Pressure Node","Known Pressure","234929.206083","658730.564456","","999998.967025","","","","","","","","","103.156975","115.360002","","","","","","","","","",""
"62504500000223","Nodes","223","21.000000","73.470355","DDS","Known Flow","234928.706082","658727.708455","","0.000000","","","","","","-13.319999","","","-11.910982","-13.319999","","","","","","","","D1 PROFILE","",""
"62504500000200","Nodes","200","21.000000","73.272790","DDS","Known Flow","234994.926100","658719.145453","","0.000000","-6.000000","","","","","","","","-5.365307","-6.000000","","","C1 PROFILE","","","","","","",""
"62504500000090","Nodes","90","21.000000","35.356864","DDS","Known Flow","234827.306055","658637.026431","","0.000000","","","","","","-15.930000","","","-14.244891","-15.930000","","","","","","","","D1 PROFILE","",""
"62504500000089","Nodes","89","21.000000","35.666008","DDS","Known Flow","234986.462098","658627.700428","","0.000000","","","","","","-9.140000","","","-8.173152","-9.140000","","","","","","","","D1 PROFILE","",""
"62504500000229","Nodes","229","21.000000","42.623529","Default Known Flow Node","Known Flow","235157.656145","658845.206487","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001307","Nodes","-96","21.000000","42.623529","Default Known Flow Node","Known Flow","235156.156144","658846.713488","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000226","Nodes","226","21.000000","39.000916","DDS","Known Flow","235259.176172","658863.311492","","0.000000","","","","","","-1.529999","","","-1.368153","-1.529999","","","","","","","","D1 PROFILE","",""
"62504500000031","Nodes","31","21.000000","39.835037","DDS","Known Flow","235243.954168","658856.570490","","0.000000","-0.490000","","","-2.019999","","-16.899999","","","-17.356768","-19.409999","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","",""
"62504500000023","Nodes","23","21.000000","39.762252","DDS","Known Flow","235246.790169","658853.261489","","0.000000","-1.949999","","","-5.749999","","-22.419998","","","-26.933841","-30.119998","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","",""
"62504500001305","Nodes","-92","21.000000","38.612950","Default Known Flow Node","Known Flow","235261.965173","658833.561484","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001259","Nodes","-110","21.000000","38.095034","Default Known Flow Node","Known Flow","235340.838346","658929.435275","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000103","Nodes","103","21.000000","37.448817","DDS","Known Flow","235397.351210","658975.349523","","0.000000","","","","","","-4.300000","","","-3.845137","-4.300000","","","","","","","","D1 PROFILE","",""
"62504500000117","Nodes","117","21.000000","37.439135","DDS","Known Flow","235390.231208","658969.358521","","0.000000","-7.349999","","","","","-2.949999","","","-9.210444","-10.299999","","","C1 PROFILE","","","","","D1 PROFILE","",""
"62504500000199","Nodes","199","21.000000","36.319467","Default Known Flow Node","Known Flow","235388.454208","658763.943465","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000088","Nodes","88","21.000000","34.156279","DDS","Known Flow","235393.253209","658827.011482","","0.000000","","","","","","-18.219999","","","-16.292649","-18.219999","","","","","","","","D1 PROFILE","",""
"62504500000173","Nodes","173","21.000000","34.199370","Default Known Flow Node","Known Flow","235401.830211","658889.481499","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000125","Nodes","125","21.000000","36.322837","DDS","Known Flow","235064.316119","658713.442451","","0.000000","","","","","","-6.710000","","","-6.000202","-6.710000","","","","","","","","D1 PROFILE","",""
"62504500000126","Nodes","126","21.000000","36.247972","DDS","Known Flow","235045.775114","658729.234456","","0.000000","","","","","","-10.199999","","","-9.121022","-10.199999","","","","","","","","D1 PROFILE","",""
"62504500000118","Nodes","118","21.000000","38.070705","DDS","Known Flow","235342.843195","658931.054511","","0.000000","","","","","","-17.620001","","","-15.756120","-17.620001","","","","","","","","D1 PROFILE","",""
"62504500000120","Nodes","MAXIMO 830822","21.000000","35.726025","Point Loads","Known Flow","235291.581181","658982.329525","","0.000000","","","","","","-1.659999","","-11.079999","-11.392336","-12.739999","","","","","","","","D1 PROFILE","","PL-AF PROFILE"
"62504500000121","Nodes","121","21.000000","35.669933","Default Known Flow Node","Known Flow","235278.961178","659000.362530","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000122","Nodes","122","21.000000","35.680861","DDS","Known Flow","235268.730175","658993.009528","","0.000000","","","","","","-6.560000","","","-5.866069","-6.560000","","","","","","","","D1 PROFILE","",""
"62504500000109","Nodes","109","21.000000","30.735727","DDS","Known Flow","235122.297135","658986.184526","","0.000000","","","","","","-3.890000","","","-3.478507","-3.890000","","","","","","","","D1 PROFILE","",""
"62504500001262","Nodes","","21.000000","27.631174","DDS","Known Flow","235076.030385","659037.572752","","0.000000","","","","","","-4.469999","","","-3.997153","-4.469999","","","","","","","","D1 PROFILE","",""
"62504500001260","Nodes","-114","21.000000","37.895534","Default Known Flow Node","Known Flow","235158.059145","658949.592516","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000001","Nodes","Main Street DG, Tel, Profiled, Site ID 3386","21.000000","43.000001","Default Known Pressure Node","Known Pressure","235153.293144","658854.477490","","1597.999997","","","","","","","","","1140.145777","1275.020062","","","","","","","","","",""
"62504500000032","Nodes","32","21.000000","40.875780","DDS","Known Flow","235172.448149","658934.093511","","0.000000","-3.049999","","","","","-15.670000","","","-16.739759","-18.719999","","","C1 PROFILE","","","","","D1 PROFILE","",""
"62504500001286","Nodes","-1462545","21.000000","37.895534","Default Known Flow Node","Known Flow","235147.423142","658939.561513","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001306","Nodes","-93","21.000000","38.612950","Default Known Flow Node","Known Flow","235269.911175","658841.078486","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001261","Nodes","-122","21.000000","36.441752","Default Known Flow Node","Known Flow","235442.085222","658989.077526","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001279","Nodes","-1462498","21.000000","36.441752","Default Known Flow Node","Known Flow","235448.301224","658996.370528","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000112","Nodes","112","21.000000","39.337866","DDS","Known Flow","235314.454187","658916.248507","","0.000000","","","","","","-8.329999","","","-7.448834","-8.329999","","","","","","","","D1 PROFILE","",""
"62504500001287","Nodes","-1462547","21.000000","38.095034","Default Known Flow Node","Known Flow","235332.181192","658946.706515","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000172","Nodes","172","21.000000","34.835525","DDS","Known Flow","235592.371263","658936.289512","","0.000000","","","","","","-4.940000","","","-4.417436","-4.940000","","","","","","","","D1 PROFILE","",""
"62504500000170","Nodes","170","21.000000","35.104975","DDS","Known Flow","235568.965257","658876.572496","","0.000000","","","","","","-3.420000","","","-3.058225","-3.420000","","","","","","","","D1 PROFILE","",""
"62504500000169","Nodes","169","21.000000","35.087920","DDS","Known Flow","235564.319255","658845.581487","","0.000000","","","","","","-10.220000","","","-9.138907","-10.220000","","","","","","","","D1 PROFILE","",""
"62504500001272","Nodes","-1462481","21.000000","35.132587","Default Known Flow Node","Known Flow","235515.215242","658659.578437","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000081","Nodes","81","21.000000","31.298977","DDS","Known Flow","235590.011262","658991.211527","","0.000000","","","","","","-5.359999","","","-4.793007","-5.359999","","","","","","","","D1 PROFILE","",""
"62504500000174","Nodes","174","21.000000","31.116984","DDS","Known Flow","235557.966254","658965.067520","","0.000000","","","","","","-1.450000","","","-1.296616","-1.450000","","","","","","","","D1 PROFILE","",""
"62504500000083","Nodes","83","21.000000","31.036662","DDS","Known Flow","235526.129245","658939.755513","","0.000000","","","","","","-18.819999","","","-16.829180","-18.819999","","","","","","","","D1 PROFILE","",""
"62504500000084","Nodes","84","21.000000","30.500629","DDS","Known Flow","235493.014236","658981.843524","","0.000000","","","","","","-16.590000","","","-14.835074","-16.590000","","","","","","","","D1 PROFILE","",""
"62504500001285","Nodes","-1462527","21.000000","35.175573","Default Known Flow Node","Known Flow","235523.613244","658678.464442","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000214","Nodes","214","21.000000","36.929684","DDS","Known Flow","234903.080075","659015.062534","","0.000000","","","","","","-5.700000","","","-5.097042","-5.700000","","","","","","","","D1 PROFILE","",""
"62504500000219","Nodes","219","21.000000","21.610503","DDS","Known Flow","234925.223082","659037.975540","","0.000000","","","","","","-3.940000","","","-3.523218","-3.940000","","","","","","","","D1 PROFILE","",""
"62504500000217","Nodes","217","21.000000","21.775448","DDS","Known Flow","234967.494093","659080.116551","","0.000000","","","","","","-6.919999","","","-6.187987","-6.919999","","","","","","","","D1 PROFILE","",""
"62504500000218","Nodes","218","21.000000","21.763918","DDS","Known Flow","234977.429096","659064.067547","","0.000000","","","","","","-2.949999","","","-2.637942","-2.949999","","","","","","","","D1 PROFILE","",""
"62504500000216","Nodes","216","21.000000","22.385854","DDS","Known Flow","234938.880085","659129.156565","","0.000000","","","","","","-6.780000","","","-6.062797","-6.780000","","","","","","","","D1 PROFILE","",""
"62504500000215","Nodes","215","21.000000","22.674648","DDS","Known Flow","234974.110095","659150.110570","","0.000000","","","","","","-1.850000","","","-1.654303","-1.850000","","","","","","","","D1 PROFILE","",""
"62504500000220","Nodes","220","21.000000","21.509824","DDS","Known Flow","234892.740073","659229.703592","","0.000000","","","","","","-7.219999","","","-6.456253","-7.219999","","","","","","","","D1 PROFILE","",""
"62504500000096","Nodes","96","21.000000","22.592357","DDS","Known Flow","234966.212093","659158.456573","","0.000000","","-0.049999","","","","-7.770000","","","-6.992784","-7.820000","","","","C2 PROFILE","","","","D1 PROFILE","",""
"62504500000221","Nodes","221","21.000000","21.597981","Default Known Flow Node","Known Flow","234886.146071","659306.395613","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001263","Nodes","-126","21.000000","35.669933","Default Known Flow Node","Known Flow","235277.973177","659002.084530","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000092","Nodes","92","21.000000","24.631436","DDS","Known Flow","235018.830107","659099.956557","","0.000000","","","","","","-5.010000","","","-4.480031","-5.010000","","","","","","","","D1 PROFILE","",""
"62504500000224","Nodes","224","21.000000","22.900507","Default Known Flow Node","Known Flow","235021.082108","659197.954583","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000135","Nodes","135","21.000000","32.540548","DDS","Known Flow","235379.708205","659236.198594","","0.000000","","","","","","-2.329999","","","-2.083527","-2.329999","","","","","","","","D1 PROFILE","",""
"62504500001296","Nodes","-157","21.000000","32.550619","Default Known Flow Node","Known Flow","235401.827211","659226.460591","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001274","Nodes","-1462485","21.000000","32.446933","Default Known Flow Node","Known Flow","235188.705153","659195.081583","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000139","Nodes","139","21.000000","32.446933","DDS","Known Flow","235201.330157","659203.706585","","0.000000","","","","","","-7.949999","","","-7.109032","-7.949999","","","","","","","","D1 PROFILE","",""
"62504500000150","Nodes","150","21.000000","31.746186","Default Known Flow Node","Known Flow","235291.205181","659369.456630","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000149","Nodes","149","21.000000","31.746186","Default Known Flow Node","Known Flow","235321.330189","659367.456629","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000148","Nodes","148","21.000000","31.746186","DDS","Known Flow","235296.455183","659362.456628","","0.000000","","","","","","-22.959998","","","-20.531241","-22.959998","","","","","","","","D1 PROFILE","",""
"62504500000142","Nodes","142","21.000000","31.765193","DDS","Known Flow","235395.080209","659330.081619","","0.000000","","","","","","-13.749999","","","-12.295496","-13.749999","","","","","","","","D1 PROFILE","",""
"62504500000143","Nodes","143","21.000000","31.505131","DDS","Known Flow","235434.206220","659359.956627","","0.000000","","","","","","-5.119999","","","-4.578395","-5.119999","","","","","","","","D1 PROFILE","",""
"62504500000146","Nodes","146","21.000000","31.687743","Default Known Flow Node","Known Flow","235201.330157","659309.206614","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000147","Nodes","147","21.000000","31.687743","Default Known Flow Node","Known Flow","235201.205157","659291.456609","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000140","Nodes","140","21.000000","32.365469","DDS","Known Flow","235228.830164","659221.331590","","0.000000","","","","","","-7.989999","","","-7.144800","-7.989999","","","","","","","","D1 PROFILE","",""
"62504500000137","Nodes","137","21.000000","32.274871","DDS","Known Flow","235274.080176","659136.831567","","0.000000","","","","","","-9.020000","","","-8.065845","-9.020000","","","","","","","","D1 PROFILE","",""
"62504500000138","Nodes","138","21.000000","32.079275","DDS","Known Flow","235356.330199","659188.706581","","0.000000","","","","","","-5.680000","","","-5.079157","-5.680000","","","","","","","","D1 PROFILE","",""
"62504500000136","Nodes","136","21.000000","32.054646","DDS","Known Flow","235309.846186","659102.579557","","0.000000","","","","","","-8.699999","","","-7.779695","-8.699999","","","","","","","","D1 PROFILE","",""
"62504500000108","Nodes","108","21.000000","27.158311","DDS","Known Flow","235241.613168","659056.160545","","0.000000","","","-2.539999","","","-11.379999","","","-12.447512","-13.919999","","","","","C3 PROFILE","","","D1 PROFILE","",""
"62504500001275","Nodes","-1462487","21.000000","27.023948","DDS","Known Flow","235274.430177","659071.579549","","0.000000","","","","","","-8.140000","","","-7.278933","-8.140000","","","","","","","","D1 PROFILE","",""
"62504500000107","Nodes","107","21.000000","25.497344","DDS","Known Flow","235100.580129","659187.456580","","0.000000","","","","","","-8.699999","","","-7.779695","-8.699999","","","","","","","","D1 PROFILE","",""
"62504500001268","Nodes","-143","21.000000","26.291559","Default Known Flow Node","Known Flow","235173.205149","659141.081568","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000093","Nodes","93","21.000000","24.895321","DDS","Known Flow","235040.830113","659118.081562","","0.000000","","","","","","-5.579999","","","-4.989735","-5.579999","","","","","","","","D1 PROFILE","",""
"62504500000094","Nodes","94","21.000000","24.895321","Default Known Flow Node","Known Flow","235045.080114","659112.706560","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001266","Nodes","-138","21.000000","24.894689","DDS","Known Flow","235037.205112","659114.706561","","0.000000","","","","","","-3.499999","","","-3.129762","-3.499999","","","","","","","","D1 PROFILE","",""
"62504500000123","Nodes","123","21.000000","35.669933","Default Known Flow Node","Known Flow","235287.456180","659007.210531","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000124","Nodes","124","21.000000","35.669933","Default Known Flow Node","Known Flow","235299.581183","659013.710533","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001273","Nodes","-1462483","21.000000","24.894689","Default Known Flow Node","Known Flow","235051.205116","659100.081557","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001267","Nodes","-139","21.000000","26.488969","DDS","Known Flow","235197.330156","659116.956561","","0.000000","","","","","","-3.769999","","","-3.371201","-3.769999","","","","","","","","D1 PROFILE","",""
"62504500001288","Nodes","-1462553","21.000000","26.379348","Default Known Flow Node","Known Flow","235201.080157","659152.706571","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001265","Nodes","-134","21.000000","26.929719","DDS","Known Flow","235223.705163","659088.581554","","0.000000","","","","","","-6.179999","","","-5.526266","-6.179999","","","","","","","","D1 PROFILE","",""
"62504500001292","Nodes","-1462578","21.000000","26.620536","Default Known Flow Node","Known Flow","235229.205164","659127.331564","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001264","Nodes","-131","21.000000","26.988279","Default Known Flow Node","Known Flow","235229.205164","659080.081551","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001277","Nodes","-1462494","21.000000","26.842101","Default Known Flow Node","Known Flow","235256.705172","659099.581557","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001289","Nodes","-1462562","21.000000","26.856926","Default Known Flow Node","Known Flow","235210.080159","659070.831549","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001293","Nodes","-1462580","21.000000","32.290052","Default Known Flow Node","Known Flow","235379.830205","659217.456589","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001290","Nodes","-1462565","21.000000","32.456040","Default Known Flow Node","Known Flow","235502.205239","659284.206607","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000115","Nodes","115","21.000000","31.682189","DDS","Known Flow","235533.580247","659479.331660","","0.000000","","","","","","-8.699999","","","-7.779695","-8.699999","","","","","","","","D1 PROFILE","",""
"62504500000116","Nodes","116","21.000000","29.787824","DDS","Known Flow","235445.329223","659392.838636","","0.000000","","","","","","-18.790001","","","-16.802355","-18.790001","","","","","","","","D1 PROFILE","",""
"62504500000113","Nodes","113","21.000000","31.816922","DDS","Known Flow","235589.605262","659489.340663","","0.000000","","","","","","-13.749999","","","-12.295496","-13.749999","","","","","","","","D1 PROFILE","",""
"62504500001308","Nodes","-99","21.000000","31.876092","Default Known Flow Node","Known Flow","235566.705256","659485.831662","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001298","Nodes","-173","21.000000","31.557940","Default Known Flow Node","Known Flow","235548.830251","659407.456640","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000040","Nodes","40","21.000000","33.002551","Default Known Flow Node","Known Flow","235618.967270","659294.291610","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000038","Nodes","38","21.000000","31.515424","DDS","Known Flow","235680.358287","659258.609600","","0.000000","","","","","","-17.410000","","","-15.568333","-17.410000","","","","","","","","D1 PROFILE","",""
"62504500000132","Nodes","132","21.000000","32.549332","DDS","Known Flow","235578.705259","659095.081555","","0.000000","","","","","","-8.539999","","","-7.636620","-8.539999","","","","","","","","D1 PROFILE","",""
