"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"62502400003588","Nodes","-4904547",21.000000,23.131547,"Default Known Flow Node","Known Flow",171677.350948,619853.523415,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400001004","Nodes","Logger 5005, 25 Meadows Avenue",21.000000,23.113432,"Val Log Cath","Known Flow",171662.821302,619847.736762,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400000206","Nodes","206",21.000000,23.060262,"DDS demands","Known Flow",171645.100870,619850.423876,,0.000000,,,,,-7.139999,,,,,,-6.384715,-7.139999,,"",,,,,"D1 PROFILE",,,,,
"62502400000218","Nodes","218",21.000000,33.540339,"DDS demands","Known Flow",171893.017938,620316.934003,,0.000000,,,,,-0.710000,,,,,,-0.634894,-0.710000,,"",,,,,"D1 PROFILE",,,,,
"62502400000178","Nodes","178",21.000000,32.850787,"DDS demands","Known Flow",171989.452964,620215.824976,,0.000000,-4.219999,,,,-16.940001,,,,,,-18.921652,-21.160000,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,
"62502400000097","Nodes","97",21.000000,44.072083,"DDS demands","Known Flow",171767.687904,620715.745112,,0.000000,,,,,-10.450000,,,,,,-9.344577,-10.450000,,"",,,,,"D1 PROFILE",,,,,
"62502400001002","Nodes","Logger 9659, 11 Lochend Street",21.000000,43.692221,"Val Log Cath","Known Flow",171776.642135,620737.874222,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400000096","Nodes","96",21.000000,40.778830,"DDS demands","Known Flow",171851.738018,620898.113292,,0.000000,-29.870001,,,,,,,,,,-26.710290,-29.870001,,"","C1 PROFILE",,,,,,,,,
"62502400000120","Nodes","120",21.000000,37.753293,"DDS demands","Known Flow",172254.726036,620922.942168,,0.000000,-0.449999,,,,-14.890000,,,,,,-13.717302,-15.339999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,
"62502400001000","Nodes","Logger 8921, o/s Eagle Lodge, 56 High Street",21.000000,35.427479,"Val Log Cath","Known Flow",172328.038561,620895.755751,,0.000000,,,,,-6.119999,,,,,,-5.472613,-6.119999,,"",,,,,"D1 PROFILE",,,,,
"62502400000121","Nodes","121",21.000000,34.934221,"DDS demands","Known Flow",172345.719061,620889.336159,,0.000000,,,,,-12.449999,,,,,,-11.133012,-12.449999,,"",,,,,"D1 PROFILE",,,,,
"62502400000028","Nodes","28",21.000000,32.663602,"DDS demands","Known Flow",171540.365291,621323.412662,,0.000000,,,,,-2.289999,,,,-31.979999,,-30.644848,-34.269999,,"",,,,,"D1 PROFILE",,,,"I2 PROFILE",
"62502400001001","Nodes","1001",21.000000,32.602710,"Default Known Flow Node","Known Flow",171534.830137,621336.359431,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400000196","Nodes","196",21.000000,23.560389,"DDS demands","Known Flow",171476.997825,619879.727884,,0.000000,,,,,-5.160000,,,,,,-4.614164,-5.160000,,"",,,,,"D1 PROFILE",,,,,
"62502400000194","Nodes","194",21.000000,25.182214,"DDS demands","Known Flow",171360.293793,619928.793898,,0.000000,,,,,-6.320000,,,,,,-5.651457,-6.320000,,"",,,,,"D1 PROFILE",,,,,
"62502400003528","Nodes","-1462559",21.000000,25.400056,"Default Known Flow Node","Known Flow",171332.989785,619921.232896,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400000193","Nodes","193",21.000000,25.473959,"DDS demands","Known Flow",171408.446806,619921.152896,,0.000000,,,,,-4.419999,,,,,,-3.952443,-4.419999,,"",,,,,"D1 PROFILE",,,,,
"62502400003517","Nodes","-1462533",21.000000,25.386833,"Default Known Flow Node","Known Flow",171438.179814,619916.580894,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400000192","Nodes","192",21.000000,25.267867,"Default Known Flow Node","Known Flow",171409.554806,619930.414898,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400000191","Nodes","191",21.000000,27.236729,"DDS demands","Known Flow",171329.411784,619943.587902,,0.000000,,,,,-0.920000,,,,,,-0.822680,-0.920000,,"",,,,,"D1 PROFILE",,,,,
"62502400000190","Nodes","190",21.000000,27.682987,"Default Known Flow Node","Known Flow",171331.184785,619951.219904,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003522","Nodes","-1462544",21.000000,27.682987,"Default Known Flow Node","Known Flow",171331.682785,619952.595904,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400000199","Nodes","199",21.000000,27.023293,"DDS demands","Known Flow",171310.630779,619896.824889,,0.000000,,,,,-5.539999,,,,,,-4.953967,-5.539999,,"",,,,,"D1 PROFILE",,,,,
"62502400003536","Nodes","-1462576",21.000000,27.023293,"Default Known Flow Node","Known Flow",171305.647778,619891.386887,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400000202","Nodes","202",21.000000,19.683637,"DDS demands","Known Flow",171420.866809,619754.137850,,0.000000,,,,,-5.590000,,,,,,-4.998678,-5.590000,,"",,,,,"D1 PROFILE",,,,,
"62502400000201","Nodes","201",21.000000,19.703959,"DDS demands","Known Flow",171445.331057,619759.677503,,0.000000,,,,,-10.300000,,,,,,-9.210445,-10.300000,,"",,,,,"D1 PROFILE",,,,,
"62502400000203","Nodes","203",21.000000,19.894190,"DDS demands","Known Flow",171453.637957,619758.168163,,0.000000,,,,,-7.080000,,,,,,-6.331062,-7.080000,,"",,,,,"D1 PROFILE",,,,,
"62502400000200","Nodes","200",21.000000,18.883727,"DDS demands","Known Flow",171300.344777,619786.121859,,0.000000,,,,,-11.350000,,,,,,-10.149373,-11.350000,,"",,,,,"D1 PROFILE",,,,,
"62502400003500","Nodes","-1462486",21.000000,18.898891,"Default Known Flow Node","Known Flow",171305.401391,619806.315000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003615","Nodes","-76",21.000000,23.827932,"Default Known Flow Node","Known Flow",171331.109785,619890.243887,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003513","Nodes","-1462525",21.000000,23.959051,"Default Known Flow Node","Known Flow",171323.927783,619907.218892,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003570","Nodes","-35",21.000000,18.937706,"Default Known Flow Node","Known Flow",171334.984923,619778.093260,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003568","Nodes","-33",21.000000,19.211566,"Default Known Flow Node","Known Flow",171355.843298,619774.453023,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003610","Nodes","-68",21.000000,24.002771,"DDS demands","Known Flow",171363.537794,619859.090879,,0.000000,,,,,-8.120000,,,,,,-7.261049,-8.120000,,"",,,,,"D1 PROFILE",,,,,
"62502400003524","Nodes","-1462546",21.000000,24.002771,"Default Known Flow Node","Known Flow",171345.597764,619844.717311,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003567","Nodes","-32",21.000000,19.276569,"Default Known Flow Node","Known Flow",171365.680995,619772.806713,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003608","Nodes","-66",21.000000,23.898054,"Default Known Flow Node","Known Flow",171366.351936,619857.042757,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003607","Nodes","-65",21.000000,23.494808,"Default Known Flow Node","Known Flow",171378.048821,619850.483816,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003525","Nodes","-1462547",21.000000,23.494808,"Default Known Flow Node","Known Flow",171363.605794,619833.884872,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003605","Nodes","-62",21.000000,23.368987,"Default Known Flow Node","Known Flow",171385.871550,619848.189152,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003602","Nodes","-59",21.000000,23.105079,"Default Known Flow Node","Known Flow",171400.986151,619840.437873,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003597","Nodes","-54",21.000000,23.105079,"Default Known Flow Node","Known Flow",171397.952451,619831.259835,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003601","Nodes","-58",21.000000,23.020507,"Default Known Flow Node","Known Flow",171406.383327,619839.465236,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003504","Nodes","-1462498",21.000000,22.932932,"Default Known Flow Node","Known Flow",171439.585814,619840.503874,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003599","Nodes","-56",21.000000,22.330706,"Default Known Flow Node","Known Flow",171444.230816,619831.948871,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003533","Nodes","-1462568",21.000000,22.506058,"Default Known Flow Node","Known Flow",171434.109813,619812.196866,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003598","Nodes","-55",21.000000,22.275510,"Default Known Flow Node","Known Flow",171447.719086,619831.365418,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003529","Nodes","-1462560",21.000000,22.275510,"Default Known Flow Node","Known Flow",171475.871824,619816.065867,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003561","Nodes","-24",21.000000,20.162224,"Default Known Flow Node","Known Flow",171458.082819,619758.165851,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003595","Nodes","-52",21.000000,22.044569,"Default Known Flow Node","Known Flow",171462.311641,619828.924647,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003545","Nodes","-1462607",21.000000,22.044569,"Default Known Flow Node","Known Flow",171473.347824,619845.873875,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003560","Nodes","-23",21.000000,20.291627,"Default Known Flow Node","Known Flow",171473.836824,619755.160850,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003594","Nodes","-51",21.000000,21.701627,"DDS demands","Known Flow",171483.944129,619825.125503,,0.000000,,,,,-5.469999,,,,,,-4.891371,-5.469999,,"",,,,,"D1 PROFILE",,,,,
"62502400003553","Nodes","-18",21.000000,20.369259,"Default Known Flow Node","Known Flow",171488.694252,619752.573660,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003551","Nodes","-17",21.000000,20.396925,"Default Known Flow Node","Known Flow",171492.073205,619751.985267,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003521","Nodes","-1462542",21.000000,23.105079,"Default Known Flow Node","Known Flow",171377.080797,619839.483873,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003537","Nodes","-1462577",21.000000,23.105079,"Default Known Flow Node","Known Flow",171404.469805,619828.216870,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003503","Nodes","-1462494",21.000000,21.570034,"Default Known Flow Node","Known Flow",171514.537835,619827.592870,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003583","Nodes","-4904541",21.000000,21.693096,"DDS demands","Known Flow",171560.864715,619844.180850,,0.000000,,,,,-7.450000,,,,,,-6.661923,-7.450000,,"",,,,,"D1 PROFILE",,,,,
"62502400000198","Nodes","198",21.000000,21.288013,"DDS demands","Known Flow",171556.071846,619812.750866,,0.000000,,,,,-10.159999,,,,,,-9.085253,-10.159999,,"",,,,,"D1 PROFILE",,,,,
"62502400003590","Nodes","-4904549",21.000000,21.709639,"Default Known Flow Node","Known Flow",171560.979327,619844.932434,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003582","Nodes","-4904540",21.000000,22.136139,"Default Known Flow Node","Known Flow",171563.934922,619864.314206,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003586","Nodes","-4904544",21.000000,22.158049,"Default Known Flow Node","Known Flow",171564.086791,619865.310108,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003592","Nodes","-4904551",21.000000,22.226875,"Default Known Flow Node","Known Flow",171564.563866,619868.438604,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003585","Nodes","-4904543",21.000000,22.444525,"Default Known Flow Node","Known Flow",171566.983659,619884.306774,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003576","Nodes","-43",21.000000,21.287836,"DDS demands","Known Flow",171576.297852,619809.201865,,0.000000,,,,,-8.869999,,,,,,-7.931712,-8.869999,,"",,,,,"D1 PROFILE",,,,,
"62502400003573","Nodes","-40",21.000000,21.369350,"Default Known Flow Node","Known Flow",171596.369857,619805.922864,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003527","Nodes","-1462556",21.000000,21.287836,"Default Known Flow Node","Known Flow",171585.998854,619824.543869,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003509","Nodes","-1462513",21.000000,21.287836,"Default Known Flow Node","Known Flow",171580.619853,619786.632859,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003616","Nodes","-78",21.000000,22.899322,"Default Known Flow Node","Known Flow",171590.747184,619900.882265,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400000197","Nodes","197",21.000000,22.885503,"DDS demands","Known Flow",171570.042850,619904.367891,,0.000000,,,,,-7.710000,,,,,,-6.894420,-7.710000,,"",,,,,"D1 PROFILE",,,,,
"62502400003512","Nodes","-1462520",21.000000,22.899322,"Default Known Flow Node","Known Flow",171588.390855,619888.262887,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003572","Nodes","-39",21.000000,21.449259,"Default Known Flow Node","Known Flow",171616.096862,619803.093863,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003546","Nodes","-1462609",21.000000,21.369350,"Default Known Flow Node","Known Flow",171628.503866,619810.781865,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003535","Nodes","-1462575",21.000000,21.369350,"Default Known Flow Node","Known Flow",171596.958857,619793.595861,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003614","Nodes","-72",21.000000,23.669468,"Default Known Flow Node","Known Flow",171722.018891,619868.153881,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003539","Nodes","-1462587",21.000000,23.669468,"Default Known Flow Node","Known Flow",171698.503885,619872.160882,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003589","Nodes","-4904548",21.000000,21.939741,"DDS demands","Known Flow",171742.896711,619797.288341,,0.000000,,,,,-10.909999,,,,,,-9.755916,-10.909999,,"",,,,,"D1 PROFILE",,,,,
"62502400000205","Nodes","205",21.000000,23.060599,"DDS demands","Known Flow",171764.381903,619762.681852,,0.000000,,,,,-10.399999,,,,,,-9.299865,-10.399999,,"",,,,,"D1 PROFILE",,,,,
"62502400003613","Nodes","-70",21.000000,23.625795,"Default Known Flow Node","Known Flow",171746.307898,619864.135880,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003611","Nodes","-69",21.000000,23.625795,"Default Known Flow Node","Known Flow",171764.493903,619861.196879,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003596","Nodes","-53",21.000000,23.882446,"Default Known Flow Node","Known Flow",171802.846913,619831.030871,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003559","Nodes","-210",21.000000,23.828916,"Default Known Flow Node","Known Flow",171793.588911,619799.606862,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003507","Nodes","-1462504",21.000000,24.057054,"Default Known Flow Node","Known Flow",171785.522908,619803.386863,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400000209","Nodes","209",21.000000,24.121240,"DDS demands","Known Flow",171810.691915,619864.465880,,0.000000,,,,,-3.999999,,,,,,-3.576871,-3.999999,,"",,,,,"D1 PROFILE",,,,,
"62502400000208","Nodes","208",21.000000,23.625795,"DDS demands","Known Flow",171747.971898,619874.862883,,0.000000,,,,,-8.520000,,,,,,-7.618736,-8.520000,,"",,,,,"D1 PROFILE",,,,,
"62502400003566","Nodes","-31",21.000000,23.345381,"Default Known Flow Node","Known Flow",171776.640636,619771.277518,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400000211","Nodes","211",21.000000,23.869681,"DDS demands","Known Flow",171843.845924,619753.861850,,0.000000,,,,,-13.669999,,,,,,-12.223958,-13.669999,,"",,,,,"D1 PROFILE",,,,,
"62502400000207","Nodes","207",21.000000,23.100521,"DDS demands","Known Flow",171678.891879,619886.042886,,0.000000,,,,,-1.370000,,,,,,-1.225078,-1.370000,,"",,,,,"D1 PROFILE",,,,,
"62502400003557","Nodes","-20",21.000000,22.422485,"DDS demands","Known Flow",171732.615929,619753.524896,,0.000000,,,,,-6.650000,,,,,,-5.946549,-6.650000,,"",,,,,"D1 PROFILE",,,,,
"62502400003508","Nodes","-1462512",21.000000,23.103994,"Default Known Flow Node","Known Flow",171615.105862,619865.545880,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003617","Nodes","-80",21.000000,23.365693,"Default Known Flow Node","Known Flow",171532.245840,619910.454893,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003580","Nodes","-48",21.000000,21.308170,"DDS demands","Known Flow",171532.555418,619816.730597,,0.000000,,,,,-4.219999,,,,,,-3.773599,-4.219999,,"",,,,,"D1 PROFILE",,,,,
"62502400000204","Nodes","204",21.000000,20.753829,"DDS demands","Known Flow",171546.559843,619743.330847,,0.000000,,,,,-20.790002,,,,,,-18.590791,-20.790002,,"",,,,,"D1 PROFILE",,,,,
"62502400003569","Nodes","-34",21.000000,20.886057,"Default Known Flow Node","Known Flow",171551.289845,619775.690856,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400000195","Nodes","195",21.000000,23.684386,"DDS demands","Known Flow",171510.552834,619913.690893,,0.000000,,,,,-2.859999,,,,,,-2.557463,-2.859999,,"",,,,,"D1 PROFILE",,,,,
"62502400003591","Nodes","-4904550",21.000000,23.625878,"Default Known Flow Node","Known Flow",171509.136365,619880.813414,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003593","Nodes","-50",21.000000,21.431310,"Default Known Flow Node","Known Flow",171514.658835,619819.573868,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003530","Nodes","-1462563",21.000000,21.431310,"Default Known Flow Node","Known Flow",171505.700832,619798.738862,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003581","Nodes","-49",21.000000,21.401629,"DDS demands","Known Flow",171518.047389,619819.060961,,0.000000,,,,,-5.689999,,,,,,-5.088099,-5.689999,,"",,,,,"D1 PROFILE",,,,,
"62502400003496","Nodes","-1462477",21.000000,21.226094,"Default Known Flow Node","Known Flow",171527.194838,619834.957872,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003543","Nodes","-1462602",21.000000,21.352067,"Default Known Flow Node","Known Flow",171522.701837,619796.299862,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003542","Nodes","-1462595",21.000000,20.886057,"Default Known Flow Node","Known Flow",171531.286839,619789.809860,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003484","Nodes","-11",21.000000,20.959917,"Default Known Flow Node","Known Flow",171566.842849,619740.089846,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003538","Nodes","-1462578",21.000000,20.915957,"Default Known Flow Node","Known Flow",171590.769855,619751.970849,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003482","Nodes","-10",21.000000,21.050793,"Default Known Flow Node","Known Flow",171580.114853,619737.966846,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003571","Nodes","-38",21.000000,21.524226,"Default Known Flow Node","Known Flow",171634.735867,619803.012863,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003534","Nodes","-1462573",21.000000,21.449259,"Default Known Flow Node","Known Flow",171618.580863,619790.470860,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003612","Nodes","-7",21.000000,21.420934,"Default Known Flow Node","Known Flow",171616.630863,619735.048845,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003495","Nodes","-1462474",21.000000,21.775744,"Default Known Flow Node","Known Flow",171634.634004,619715.681981,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003619","Nodes","-9",21.000000,21.600071,"Default Known Flow Node","Known Flow",171634.312867,619737.618846,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003498","Nodes","-1462484",21.000000,21.600071,"Default Known Flow Node","Known Flow",171629.436866,619754.901850,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003574","Nodes","-41",21.000000,21.604117,"Default Known Flow Node","Known Flow",171654.314873,619806.701864,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003516","Nodes","-1462532",21.000000,21.524226,"Default Known Flow Node","Known Flow",171639.436869,619791.424860,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003575","Nodes","-42",21.000000,21.657414,"Default Known Flow Node","Known Flow",171667.363876,619809.280865,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003520","Nodes","-1462538",21.000000,21.604117,"Default Known Flow Node","Known Flow",171661.399875,619795.355861,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003488","Nodes","-12",21.000000,21.810532,"Default Known Flow Node","Known Flow",171655.071873,619740.752846,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003531","Nodes","-1462565",21.000000,21.810532,"Default Known Flow Node","Known Flow",171649.069871,619757.571851,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003490","Nodes","-13",21.000000,21.855548,"Default Known Flow Node","Known Flow",171659.494874,619741.533847,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003603","Nodes","-6",21.000000,21.855548,"Default Known Flow Node","Known Flow",171660.057094,619731.021152,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62502400003577","Nodes","-44",21.000000,21.648708,"Default Known Flow Node","Known Flow",171675.933879,619811.166866,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
