"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"62600500001008","Nodes","1008",41.000000,45.562469,"Default Known Flow Node","Known Flow",142960.226677,933475.196978,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500011708","Nodes","-154",41.000000,45.515908,"Default Known Flow Node","Known Flow",142999.020103,933514.638613,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000085","Nodes","85",41.000000,43.788965,"Default Known Flow Node","Known Flow",142646.733013,933905.398332,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500001010","Nodes","1010",41.000000,43.559391,"DDS demands","Known Flow",142718.256803,933870.293137,,0.000000,,,,,-4.730000,,,,,-10.642505,-4.730000,,"",,,,,"D1 PROFILE",,,,
"62600500000086","Nodes","86",41.000000,43.450906,"DDS demands","Known Flow",142850.371068,933818.182308,,0.000000,,,,,-7.649999,,,,,-17.212508,-7.649999,,"",,,,,"D1 PROFILE",,,,
"62600500000222","Nodes","222",41.000000,45.852701,"Default Known Flow Node","Known Flow",142899.410355,933221.239562,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000096","Nodes","96",41.000000,45.826207,"Default Known Flow Node","Known Flow",142915.705086,933229.779148,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000151","Nodes","151",41.000000,46.900932,"DDS demands","Known Flow",143410.561838,932276.267127,,0.000000,,,,,-5.290000,,,,,-11.902506,-5.290000,,"",,,,,"D1 PROFILE",,,,
"62600500000154","Nodes","154",41.000000,46.406363,"DDS demands","Known Flow",143400.333217,932134.581850,,0.000000,,,,,-4.900000,,,,,-11.025005,-4.900000,,"",,,,,"D1 PROFILE",,,,
"62600500000150","Nodes","150",41.000000,47.075923,"Default Known Flow Node","Known Flow",143310.431345,932279.764397,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000153","Nodes","153",41.000000,47.094391,"DDS demands","Known Flow",143306.292191,932141.976852,,0.000000,,,,,-3.650000,,,,,-8.212504,-3.650000,,"",,,,,"D1 PROFILE",,,,
"62600500000014","Nodes","14",41.000000,47.539604,"DDS demands","Known Flow",143280.076184,932342.403907,,0.000000,,,,,-9.569999,,,,,-21.532509,-9.569999,,"",,,,,"D1 PROFILE",,,,
"62600500000020","Nodes","20",41.000000,46.819106,"DDS demands","Known Flow",143086.953132,932342.155907,,0.000000,,,,,-1.129999,,,,,-2.542501,-1.129999,,"",,,,,"D1 PROFILE",,,,
"62600500000021","Nodes","21",41.000000,46.876537,"DDS demands","Known Flow",143105.188137,932392.149920,,0.000000,,,,,-0.769999,,,-1.029999,,-4.050001,-1.799999,,"",,,,,"D1 PROFILE",,,"I2 PROFILE",
"62600500000013","Nodes","13",41.000000,47.655889,"DDS demands","Known Flow",143313.738194,932399.810922,,0.000000,,,,,-6.139999,,,,,-13.815006,-6.139999,,"",,,,,"D1 PROFILE",,,,
"62600500011669","Nodes","-1462471",41.000000,44.783068,"DDS demands","Known Flow",142316.008923,932923.435065,,0.000000,,,,,-1.869999,,,,,-4.207501,-1.869999,,"",,,,,"D1 PROFILE",,,,
"62600500000072","Nodes","72",41.000000,44.808363,"Default Known Flow Node","Known Flow",142315.936107,932968.766899,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000069","Nodes","69",41.000000,45.013715,"DDS demands","Known Flow",142191.865924,932808.383687,,0.000000,,,,,-1.469999,,,,,-3.307501,-1.469999,,"",,,,,"D1 PROFILE",,,,
"62600500008105","Nodes","8105",41.000000,44.937515,"DDS demands","Known Flow",142142.605943,932765.750984,,0.000000,-1.450000,,,,-2.539999,,,,,-8.977504,-3.989999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,
"62600500000052","Nodes","52",41.000000,45.013715,"Default Known Flow Node","Known Flow",142168.327646,932808.356394,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500011749","Nodes","-700",41.000000,44.496120,"DDS demands","Known Flow",142400.157946,932819.609036,,0.000000,-5.630000,-1.090000,,,-7.690000,,,,,-32.422516,-14.410000,,"","C1 PROFILE","C2 PROFILE",,,"D1 PROFILE",,,,
"62600500011750","Nodes","-76",41.000000,44.504960,"DDS demands","Known Flow",142365.572937,932980.746080,,0.000000,,,,,-1.919999,,,,,-4.320001,-1.919999,,"",,,,,"D1 PROFILE",,,,
"62600500001009","Nodes","1009",41.000000,44.983682,"DDS demands","Known Flow",142259.042608,932790.238441,,0.000000,-5.859999,,,,-1.150000,,,,,-15.772507,-7.009999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,
"62600500011680","Nodes","-1462509",41.000000,44.975504,"DDS demands","Known Flow",142262.035909,932777.088025,,0.000000,,,,-1.179999,-0.769999,,,,,-4.387501,-1.949999,,"",,,,"C4 PROFILE","D1 PROFILE",,,,
"62600500000066","Nodes","66",41.000000,45.035393,"Default Known Flow Node","Known Flow",142336.418298,932802.161823,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500008104","Nodes","8104",41.000000,45.110697,"DDS demands","Known Flow",142440.581957,932823.928038,,0.000000,,,-0.660000,,-0.769999,,,,,-3.217501,-1.430000,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,
"62600500008103","Nodes","8103",41.000000,44.948911,"DDS demands","Known Flow",142511.944976,932838.346042,,0.000000,,,,,-0.379999,,,,,-0.855000,-0.379999,,"",,,,,"D1 PROFILE",,,,
"62600500000032","Nodes","32",41.000000,45.965074,"DDS demands","Known Flow",142703.037028,932791.764029,,0.000000,,,,-18.159999,,,,,,-40.860020,-18.159999,,"",,,,"C4 PROFILE",,,,,
"62600500000215","Nodes","215,Tesco Site shell street",41.000000,45.733708,"Default Known Flow Node","Known Flow",142709.475463,932633.565664,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000064","Nodes","64",41.000000,45.684808,"DDS demands","Known Flow",142539.821984,932716.826008,,0.000000,,,,,-0.360000,,,,,-0.810000,-0.360000,,"",,,,,"D1 PROFILE",,,,
"62600500000217","Nodes","217",41.000000,45.761041,"Default Known Flow Node","Known Flow",142606.206961,932723.942113,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000033","Nodes","33",41.000000,45.951628,"DDS demands","Known Flow",142722.680438,932833.420849,,0.000000,-1.900000,,,,-0.379999,,,-2.130000,,-9.922504,-4.410000,,"","C1 PROFILE",,,,"D1 PROFILE",,,"I2 PROFILE",
"62600500000034","Nodes","34",41.000000,45.866588,"Default Known Flow Node","Known Flow",142710.758328,932890.863049,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000035","Nodes","35",41.000000,45.865786,"Default Known Flow Node","Known Flow",142722.337372,932898.024687,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000158","Nodes","158",41.000000,45.240105,"DDS demands","Known Flow",142635.068010,932863.735048,,0.000000,-1.949999,,,,-4.550000,,,,,-14.625007,-6.500000,,"","C1 PROFILE",,,,"D1 PROFILE",,,,
"62600500011739","Nodes","-57",41.000000,45.657368,"Default Known Flow Node","Known Flow",142585.999389,932816.970396,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000056","Nodes","56",41.000000,45.752353,"DDS demands","Known Flow",142634.201677,932703.177490,,0.000000,,,,,-0.379999,,,,,-0.855000,-0.379999,,"",,,,,"D1 PROFILE",,,,
"62600500000058","Nodes","58",41.000000,45.694350,"Default Known Flow Node","Known Flow",142602.927238,932807.349438,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000261","Nodes","261",41.000000,45.672602,"DDS demands","Known Flow",142588.724997,932802.695032,,0.000000,,,,,-1.539999,,,,,-3.465001,-1.539999,,"",,,,,"D1 PROFILE",,,,
"62600500011722","Nodes","-30",41.000000,45.724404,"DDS demands","Known Flow",142467.944965,932700.166004,,0.000000,,,,,-0.499999,,,,,-1.125000,-0.499999,,"",,,,,"D1 PROFILE",,,,
"62600500000010","Nodes","10",41.000000,48.643565,"DDS demands","Known Flow",143398.443216,932562.686967,,0.000000,,,,,-9.100000,,,,,-20.475010,-9.100000,,"",,,,,"D1 PROFILE",,,,
"62600500000001","Nodes","Stornoway DG, Constant - No Site ID",41.000000,49.999998,"Default Known Pressure Node","Known Pressure",143208.641165,932673.669997,,999999.999410,,,,,,,,,,2425.026897,1076.370013,,"",,,,,,,,,
"62600500011730","Nodes","-42",41.000000,48.058946,"Default Known Flow Node","Known Flow",143026.078688,932771.262528,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000204","Nodes","204",41.000000,48.314177,"Default Known Flow Node","Known Flow",143819.685331,932602.535977,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500011697","Nodes","-1462554",41.000000,48.251789,"Default Known Flow Node","Known Flow",143870.559344,932605.516978,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000011","Nodes","11",41.000000,48.002550,"Default Known Flow Node","Known Flow",143783.780229,932679.851209,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500011721","Nodes","-28",41.000000,48.002550,"Default Known Flow Node","Known Flow",143778.213319,932681.633999,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500011676","Nodes","-1462497",41.000000,42.525877,"DDS demands","Known Flow",142461.738963,933343.479179,,0.000000,,,,,-3.459999,,,,,-7.785003,-3.459999,,"",,,,,"D1 PROFILE",,,,
"62600500000075","Nodes","75",41.000000,44.546943,"Default Known Flow Node","Known Flow",142456.521570,933124.406889,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000077","Nodes","77",41.000000,44.398057,"Default Known Flow Node","Known Flow",142344.475287,933101.659878,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500008106","Nodes","8106",41.000000,44.811112,"Default Known Flow Node","Known Flow",142471.109392,933234.978785,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500011755","Nodes","-91",41.000000,44.630323,"Default Known Flow Node","Known Flow",142461.302200,933126.799630,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000043","Nodes","43",41.000000,43.168938,"DDS demands","Known Flow",142489.672970,933405.341196,,0.000000,,,,,-5.189999,,,,,-11.677505,-5.189999,,"",,,,,"D1 PROFILE",,,,
"62600500011684","Nodes","-1462524",41.000000,42.849503,"DDS demands","Known Flow",142504.316974,933439.259205,,0.000000,-1.949999,,,,-6.079999,,,,,-18.067507,-8.029999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,
"62600500000062","Nodes","62",41.000000,44.890974,"Default Known Flow Node","Known Flow",142528.226299,933140.430734,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500011758","Nodes","-94",41.000000,44.873224,"DDS demands","Known Flow",142525.313980,933140.970124,,0.000000,,,,,-2.289999,,,,,-5.152502,-2.289999,,"",,,,,"D1 PROFILE",,,,
"62600500011699","Nodes","-1462561",41.000000,44.890148,"Default Known Flow Node","Known Flow",142527.252663,933143.099134,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500011757","Nodes","-93",41.000000,44.894348,"Default Known Flow Node","Known Flow",142529.939981,933135.734122,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000040","Nodes","40",41.000000,44.787807,"Default Known Flow Node","Known Flow",142608.658791,933151.313381,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000157","Nodes","157",41.000000,44.975245,"DDS demands","Known Flow",142550.827625,933016.724734,,0.000000,,,,,-4.269999,,,,,-9.607504,-4.269999,,"",,,,,"D1 PROFILE",,,,
"62600500000159","Nodes","159",41.000000,45.198248,"DDS demands","Known Flow",142679.237022,933082.445108,,0.000000,,,,,-0.379999,,,,,-0.855000,-0.379999,,"",,,,,"D1 PROFILE",,,,
"62600500000063","Nodes","63",41.000000,44.988277,"DDS demands","Known Flow",142516.168880,933227.967204,,0.000000,,,,,-3.049999,,,,,-6.862502,-3.049999,,"",,,,,"D1 PROFILE",,,,
"62600500000041","Nodes","41",41.000000,44.324791,"DDS demands","Known Flow",142583.591996,933266.569158,,0.000000,,,,,-6.630000,,,,,-14.917507,-6.630000,,"",,,,,"D1 PROFILE",,,,
"62600500000042","Nodes","42",41.000000,43.257179,"DDS demands","Known Flow",142529.843981,933373.951187,,0.000000,,,,,-5.559999,,,,,-12.510005,-5.559999,,"",,,,,"D1 PROFILE",,,,
"62600500011679","Nodes","-1462504",41.000000,43.257179,"Default Known Flow Node","Known Flow",142570.975992,933348.418180,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000097","Nodes","97",41.000000,45.633331,"Default Known Flow Node","Known Flow",142983.025326,933272.044198,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000121","Nodes","121",41.000000,45.148234,"DDS demands","Known Flow",142831.811063,933460.462211,,0.000000,,,,,-4.380000,,,,,-9.855005,-4.380000,,"",,,,,"D1 PROFILE",,,,
"62600500011670","Nodes","-1462474",41.000000,45.333269,"Default Known Flow Node","Known Flow",142819.384060,933428.918202,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500011753","Nodes","-82",41.000000,44.929111,"Default Known Flow Node","Known Flow",142547.623986,933051.019099,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500011706","Nodes","-1462584",41.000000,44.929111,"Default Known Flow Node","Known Flow",142561.604990,933054.086100,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000095","Nodes","95",41.000000,45.796063,"Default Known Flow Node","Known Flow",142933.118091,933240.258151,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000223","Nodes","223",41.000000,45.775790,"Default Known Flow Node","Known Flow",142936.508091,933250.138154,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500011658","Nodes","-100",41.000000,45.498549,"Default Known Flow Node","Known Flow",142806.420056,933163.643130,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000050","Nodes","50",41.000000,45.528409,"DDS demands","Known Flow",142729.476035,933433.664204,,0.000000,,,,,-4.670000,,,,,-10.507505,-4.670000,,"",,,,,"D1 PROFILE",,,,
"62600500000045","Nodes","45",41.000000,45.765779,"DDS demands","Known Flow",142601.239660,933497.738688,,0.000000,,,,,-3.780000,,,,,-8.505004,-3.780000,,"",,,,,"D1 PROFILE",,,,
"62600500008107","Nodes","8107",41.000000,45.239233,"Default Known Flow Node","Known Flow",142451.124924,933305.928944,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000190","Nodes","190",41.000000,45.682531,"Default Known Flow Node","Known Flow",143416.657493,933242.656729,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000192","Nodes","192",41.000000,45.742568,"DDS demands","Known Flow",143493.417242,933308.663170,,0.000000,,,,,-6.059999,,,,,-13.635006,-6.059999,,"",,,,,"D1 PROFILE",,,,
"62600500000189","Nodes","189",41.000000,45.749226,"Default Known Flow Node","Known Flow",143406.451038,933255.725733,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000191","Nodes","191",41.000000,45.705257,"DDS demands","Known Flow",143357.043205,933205.705142,,0.000000,,,,,-6.510000,,,,,-14.647507,-6.510000,,"",,,,,"D1 PROFILE",,,,
"62600500000133","Nodes","133",41.000000,45.979758,"Default Known Flow Node","Known Flow",143343.393458,933262.900673,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000184","Nodes","184",41.000000,45.210737,"DDS demands","Known Flow",143297.175189,933296.073166,,0.000000,,,,,-3.999999,,,,,-9.000003,-3.999999,,"",,,,,"D1 PROFILE",,,,
"62600500000127","Nodes","127",41.000000,45.006125,"DDS demands","Known Flow",143377.440211,933484.794218,,0.000000,,,-1.949999,,-4.169999,,,,,-13.770006,-6.119999,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,
"62600500011668","Nodes","-136",41.000000,44.333565,"DDS demands","Known Flow",143421.747223,933443.458206,,0.000000,,,,,-5.769999,,,,,-12.982506,-5.769999,,"",,,,,"D1 PROFILE",,,,
"62600500000106","Nodes","106",41.000000,45.362312,"DDS demands","Known Flow",143382.499352,933342.508760,,0.000000,,,,,-5.980000,,,,,-13.455006,-5.980000,,"",,,,,"D1 PROFILE",,,,
"62600500011681","Nodes","-1462512",41.000000,45.266669,"DDS demands","Known Flow",143352.834204,933316.265172,,0.000000,,,,,-3.890000,,,,,-8.752504,-3.890000,,"",,,,,"D1 PROFILE",,,,
"62600500000104","Nodes","104",41.000000,45.433428,"Default Known Flow Node","Known Flow",143234.949172,933496.115221,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000105","Nodes","105",41.000000,45.398480,"Default Known Flow Node","Known Flow",143248.817850,933482.081625,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500011688","Nodes","-1462531",41.000000,45.705257,"Default Known Flow Node","Known Flow",143345.378149,933215.859373,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000132","Nodes","132",41.000000,46.307946,"DDS demands","Known Flow",143259.243179,933095.821112,,0.000000,,,,,-3.180000,,,,,-7.155003,-3.180000,,"",,,,,"D1 PROFILE",,,,
"62600500000098","Nodes","98",41.000000,45.379403,"Default Known Flow Node","Known Flow",143104.279637,933379.241047,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000178","Nodes","178",41.000000,45.462023,"DDS demands","Known Flow",143049.605463,933434.349931,,0.000000,,,,,-2.669999,,,,,-6.007502,-2.669999,,"",,,,,"D1 PROFILE",,,,
"62600500000099","Nodes","99",41.000000,45.464550,"DDS demands","Known Flow",143057.915124,933443.324206,,0.000000,,,,,-1.850000,,,,,-4.162502,-1.850000,,"",,,,,"D1 PROFILE",,,,
"62600500000162","Nodes","162",41.000000,45.361859,"DDS demands","Known Flow",143106.139613,933481.665787,,0.000000,,,,,-4.230000,,,,,-9.517505,-4.230000,,"",,,,,"D1 PROFILE",,,,
"62600500000163","Nodes","163",41.000000,45.141429,"DDS demands","Known Flow",143149.687149,933496.248221,,0.000000,,,,,-3.250000,,,,,-7.312503,-3.250000,,"",,,,,"D1 PROFILE",,,,
"62600500011664","Nodes","-129",41.000000,45.370786,"Default Known Flow Node","Known Flow",143099.836136,933390.800192,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500011685","Nodes","-1462526",41.000000,45.372660,"Default Known Flow Node","Known Flow",143095.592350,933389.671472,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500011703","Nodes","-1462579",41.000000,44.613999,"Default Known Flow Node","Known Flow",143450.465231,933394.049193,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000128","Nodes","128",41.000000,44.612565,"Default Known Flow Node","Known Flow",143451.224591,933393.369320,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000193","Nodes","193",41.000000,45.618627,"Default Known Flow Node","Known Flow",143521.406014,933339.828035,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000171","Nodes","171",41.000000,44.178362,"Default Known Flow Node","Known Flow",142401.907947,933944.211342,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62600500000172","Nodes","172",41.000000,44.138400,"DDS demands","Known Flow",142430.131954,933964.152348,,0.000000,,,,,-2.689999,,,,,-6.052503,-2.689999,,"",,,,,"D1 PROFILE",,,,
