"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"62506500000244","Nodes","244",21.000000,13.538409,"Default Known Flow Node","Known Flow",244509.565967,618132.244399,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000254","Nodes","254",21.000000,32.800977,"Default Known Flow Node","Known Flow",244471.005000,618513.865000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000249","Nodes","249",21.000000,25.365208,"Default Known Flow Node","Known Flow",244567.937119,618411.230893,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000215","Nodes","215",21.000000,25.365208,"Default Known Flow Node","Known Flow",244569.380000,618411.490000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000250","Nodes","250",21.000000,25.365208,"Default Known Flow Node","Known Flow",244572.746469,618411.754683,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000081","Nodes","81",21.000000,34.790784,"DDS demands","Known Flow",243936.050940,618380.978457,,0.000000,,,,,-12.510000,,,,,-11.186666,-12.510000,,"",,,,,"D1 PROFILE",,,,
"62506500000246","Nodes","246",21.000000,16.552548,"DDS demands","Known Flow",244527.641638,618228.627676,,0.000000,,,,,-6.929999,,,,,-6.196929,-6.929999,,"",,,,,"D1 PROFILE",,,,
"62506500000255","Nodes","255",21.000000,32.681289,"Default Known Flow Node","Known Flow",244478.005000,618515.865000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000253","Nodes","253",21.000000,32.681289,"Default Known Flow Node","Known Flow",244480.365622,618508.708366,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000213","Nodes","213",21.000000,32.681289,"Default Known Flow Node","Known Flow",244481.380000,618502.240000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000223","Nodes","223",21.000000,32.681289,"Default Known Flow Node","Known Flow",244481.755000,618500.490000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000229","Nodes","229",21.000000,10.239118,"Default Known Flow Node","Known Flow",244715.646072,618112.289304,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000073","Nodes","73",21.000000,16.739824,"DDS demands","Known Flow",244265.130000,618785.365000,,0.000000,,,,,-16.040000,,,,,-14.343256,-16.040000,,"",,,,,"D1 PROFILE",,,,
"62506500000241","Nodes","MAXIMO 395334",21.000000,17.183433,"Point Loads","Known Flow",244307.533450,618798.472570,,0.000000,,,,,,,,,-11.079999,-9.907934,-11.079999,,"",,,,,,,,,"PL-AF PROFILE"
"62506500000058","Nodes","58",21.000000,18.685342,"DDS demands","Known Flow",244695.755000,618210.615000,,0.000000,,,,,-14.760000,,,,,-13.198656,-14.760000,,"",,,,,"D1 PROFILE",,,,
"62506500000228","Nodes","228",21.000000,17.273608,"Default Known Flow Node","Known Flow",244280.788816,618838.625181,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000236","Nodes","236",21.000000,34.056717,"Default Known Flow Node","Known Flow",244370.755000,618486.990000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000083","Nodes","83",21.000000,34.296743,"DDS demands","Known Flow",243967.630000,618346.865000,,0.000000,,,,,-7.590000,,,,,-6.787114,-7.590000,,"",,,,,"D1 PROFILE",,,,
"62506500001002","Nodes","1002",21.000000,31.708511,"Default Known Flow Node","Known Flow",244459.334645,618673.724377,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000071","Nodes","71",21.000000,25.401774,"DDS demands","Known Flow",244451.036245,618733.349385,,0.000000,,,,,-2.549999,,0.000000,,,-2.280255,-2.549999,,"",,,,,"D1 PROFILE",,"DH PROFILE",,
"62506500001001","Nodes","1001",21.000000,24.977898,"DDS demands","Known Flow",244449.324588,618738.698312,,0.000000,,,,,-0.810000,,,,,-0.724316,-0.810000,,"",,,,,"D1 PROFILE",,,,
"62506500000049","Nodes","75182/01, ROBERT BURNS AVENUE, 40.40",22.999998,21.926695,"CSEP DDS Matched","Known Flow",244415.937593,618760.440060,,0.000000,,,,,,-5.859999,,,,-5.240117,-5.859999,,"",,,,,,"DC PROFILE",,,
"62506500000069","Nodes","85519/01, CRAUFURD DRIVE, 9.10",22.999998,29.196771,"CSEP DDS Matched","Known Flow",244462.336850,618689.454030,,0.000000,,,,,,-9.100000,,,,-8.137383,-9.100000,,"",,,,,,"DC PROFILE",,,
"62506500001003","Nodes","P09122620, LITTLEMILL ROAD, 22.62",24.000000,12.661618,"CSEP DDS Matched","Known Flow",244795.297908,618302.259968,,0.000000,,,,,,-22.620000,,,,-20.227208,-22.620000,,"",,,,,,"DC PROFILE",,,
"62506500001000","Nodes","1000",21.000000,39.423029,"Default Known Flow Node","Known Flow",244267.924685,618622.211432,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000077","Nodes","77",21.000000,15.669679,"Default Known Flow Node","Known Flow",244576.429903,618108.557103,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000210","Nodes","302",21.000000,32.147802,"Default Known Flow Node","Known Flow",244551.730335,618551.848920,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000204","Nodes","204",21.000000,15.182333,"Default Known Flow Node","Known Flow",244576.924557,618100.527375,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000201","Nodes","201",21.000000,39.314947,"Default Known Flow Node","Known Flow",244206.362077,618605.600458,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000200","Nodes","200",21.000000,39.344409,"Default Known Flow Node","Known Flow",244200.473567,618604.045333,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000202","Nodes","202",21.000000,29.196771,"Default Known Flow Node","Known Flow",244463.400836,618689.693041,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000203","Nodes","203",21.000000,15.177460,"DDS demands","Known Flow",244521.740070,618094.545236,,0.000000,,,,,-1.109999,,,,,-0.992581,-1.109999,,"",,,,,"D1 PROFILE",,,,
"62506500000205","Nodes","205",21.000000,29.551325,"Default Known Flow Node","Known Flow",244074.795294,618237.194643,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000206","Nodes","206",21.000000,37.722508,"Default Known Flow Node","Known Flow",244033.222683,618261.005581,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000086","Nodes","86",21.000000,24.639830,"Default Known Flow Node","Known Flow",244592.479675,618682.252949,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
