"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)"
"62506600000022","Nodes","22",21.000000,37.018723,"DDS demands","Known Flow",247879.208606,604188.316615,,0.000000,,,,-10.830000,,-9.684380,-10.830000,,"",,,,"D1 PROFILE",
"62506600000016","Nodes","16",21.000000,49.375541,"DDS demands","Known Flow",247968.833630,604312.191648,,0.000000,,,,-21.950001,,-19.628084,-21.950001,,"",,,,"D1 PROFILE",
"62506600000017","Nodes","17",21.000000,41.584743,"DDS demands","Known Flow",247980.833634,604037.191574,,0.000000,,,,-26.099999,,-23.339087,-26.099999,,"",,,,"D1 PROFILE",
"62506600000036","Nodes","36",21.000000,36.697180,"DDS demands","Known Flow",247922.208618,604174.566611,,0.000000,,,,-8.669999,,-7.752868,-8.669999,,"",,,,"D1 PROFILE",
"62506600000035","Nodes","35",21.000000,48.133272,"DDS demands","Known Flow",247913.833615,604115.691595,,0.000000,,,,-6.560000,,-5.866069,-6.560000,,"",,,,"D1 PROFILE",
"62506600000039","Nodes","39",21.000000,47.104595,"DDS demands","Known Flow",247865.083602,604001.566564,,0.000000,,,,-15.649999,,-13.994510,-15.649999,,"",,,,"D1 PROFILE",
"62506600000040","Nodes","40",21.000000,47.421350,"DDS demands","Known Flow",247948.833625,604018.941569,,0.000000,,,,-5.469999,,-4.891371,-5.469999,,"",,,,"D1 PROFILE",
"62506600000019","Nodes","19",21.000000,48.961545,"DDS demands","Known Flow",248096.083665,604231.691627,,0.000000,,,,-1.960000,,-1.752667,-1.960000,,"",,,,"D1 PROFILE",
"62506600000020","Nodes","20",21.000000,48.627993,"DDS demands","Known Flow",248091.583664,604096.941590,,0.000000,,,,-8.609999,,-7.699215,-8.609999,,"",,,,"D1 PROFILE",
"62506600000037","Nodes","37",21.000000,48.062147,"DDS demands","Known Flow",248080.833661,604001.691564,,0.000000,,,,-9.620000,,-8.602376,-9.620000,,"",,,,"D1 PROFILE",
"62506600000042","Nodes","42",21.000000,57.135304,"DDS demands","Known Flow",247988.583636,604564.816717,,0.000000,,,,-9.850000,,-8.808046,-9.850000,,"",,,,"D1 PROFILE",
"62506600000007","Nodes","7",21.000000,59.868831,"DDS demands","Known Flow",247926.083619,604751.816768,,0.000000,,,,-14.840000,,-13.270194,-14.840000,,"",,,,"D1 PROFILE",
"62506600000010","Nodes","10",21.000000,59.432272,"DDS demands","Known Flow",247932.208620,604689.691751,,0.000000,,,,-16.659999,,-14.897669,-16.659999,,"",,,,"D1 PROFILE",
"62506600000044","Nodes","44",21.000000,56.506216,"DDS demands","Known Flow",247838.787268,604687.746331,,0.000000,,,,-21.080000,,-18.850112,-21.080000,,"",,,,"D1 PROFILE",
"62506600000038","Nodes","38",21.000000,56.172052,"DDS demands","Known Flow",247933.958621,604530.191708,,0.000000,,,,-3.549999,,-3.174473,-3.549999,,"",,,,"D1 PROFILE",
"62506600000043","Nodes","43",21.000000,55.268085,"DDS demands","Known Flow",247834.458594,604696.691753,,0.000000,,-56.519999,,,,-50.541196,-56.519999,,"",,"C2 PROFILE",,,
"62506600000041","Nodes","41",21.000000,53.688710,"DDS demands","Known Flow",247839.958595,604645.316739,,0.000000,,,,-11.010000,,-9.845339,-11.010000,,"",,,,"D1 PROFILE",
"62506600000034","Nodes","34",21.000000,57.212298,"DDS demands","Known Flow",248041.583650,604586.316723,,0.000000,,,,-11.159999,,-9.979471,-11.159999,,"",,,,"D1 PROFILE",
"62506600000024","Nodes","24",21.000000,60.221208,"DDS demands","Known Flow",248028.208647,604996.816835,,0.000000,,,,-25.520001,,-22.820441,-25.520001,,"",,,,"D1 PROFILE",
"62506600000026","Nodes","26",21.000000,58.273227,"DDS demands","Known Flow",248007.708641,604784.066777,,0.000000,,,,-13.239999,,-11.839444,-13.239999,,"",,,,"D1 PROFILE",
"62506600000031","Nodes","31",21.000000,54.062001,"DDS demands","Known Flow",248118.010299,604906.200061,,0.000000,,,,-19.099999,,-17.079562,-19.099999,,"",,,,"D1 PROFILE",
"62506600000025","Nodes","25",21.000000,53.012131,"DDS demands","Known Flow",248017.583644,604809.691784,,0.000000,,,,-9.390000,,-8.396706,-9.390000,,"",,,,"D1 PROFILE",
"62506600000027","Nodes","27",21.000000,52.039624,"DDS demands","Known Flow",248156.583682,604828.941789,,0.000000,,,,-10.939999,,-9.782743,-10.939999,,"",,,,"D1 PROFILE",
"62506600000028","Nodes","28",21.000000,51.935622,"DDS demands","Known Flow",248137.708676,604828.191789,,0.000000,,,,-18.299999,,-16.364187,-18.299999,,"",,,,"D1 PROFILE",
"62506600000030","Nodes","30",21.000000,50.943870,"DDS demands","Known Flow",248161.833683,604774.566774,,0.000000,,,,-9.590000,,-8.575549,-9.590000,,"",,,,"D1 PROFILE",
"62506600000029","Nodes","29",21.000000,49.315480,"DDS demands","Known Flow",248039.583650,604675.441747,,0.000000,,,,-16.360000,,-14.629405,-16.360000,,"",,,,"D1 PROFILE",
"62506600000032","Nodes","32",21.000000,48.758740,"DDS demands","Known Flow",248107.833668,604634.441736,,0.000000,,,,-15.569999,,-13.922972,-15.569999,,"",,,,"D1 PROFILE",
"62506600000006","Nodes","6",21.000000,68.519336,"Default Known Flow Node","Known Flow",247722.583563,605061.816852,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62506600000002","Nodes","2",21.000000,69.766442,"DDS demands","Known Flow",247907.208614,605123.066869,,0.000000,,,,-5.019999,,-4.488973,-5.019999,,"",,,,"D1 PROFILE",
"62506600000001","Nodes","Bellsbank DG, Tel",21.000000,69.999999,"Default Known Pressure Node","Known Pressure",247908.958614,605126.691870,,999998.967025,,,,,,607.889343,679.799988,,"",,,,,
"62506600000003","Nodes","3",21.000000,69.107863,"DDS demands","Known Flow",247929.208620,605124.066869,,0.000000,,,,-8.600000,,-7.690274,-8.600000,,"",,,,"D1 PROFILE",
"62506600000004","Nodes","4",21.000000,65.948435,"DDS demands","Known Flow",247938.083622,605033.066845,,0.000000,,,,-32.119998,,-28.722278,-32.119998,,"",,,,"D1 PROFILE",
"62506600000005","Nodes","5",21.000000,69.304803,"DDS demands","Known Flow",247865.708602,605037.066846,,0.000000,,,,-11.109999,,-9.934760,-11.109999,,"",,,,"D1 PROFILE",
"62506600000033","Nodes","33",21.000000,69.277400,"DDS demands","Known Flow",247878.708606,604951.941822,,0.000000,,,,-3.390000,,-3.031398,-3.390000,,"",,,,"D1 PROFILE",
"62506600000023","Nodes","23",21.000000,68.793545,"DDS demands","Known Flow",247843.833596,604938.816819,,0.000000,-3.609999,,,,,-3.228126,-3.609999,,"","C1 PROFILE",,,,
"62506600000085","Nodes",,21.000000,44.701328,"Default Known Flow Node","Known Flow",248119.096671,604907.934811,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62506600299522","Nodes","299522",21.000000,54.144431,"Default Known Flow Node","Known Flow",247859.208601,604577.316721,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62506600299523","Nodes","299523",21.000000,58.810170,"Default Known Flow Node","Known Flow",247932.208620,604675.816747,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62506600299524","Nodes","299524, Bells Bank Church",21.000000,57.329129,"Point Loads","Known Flow",247980.958634,604627.566734,,0.000000,,,,,-4.429998,-3.961384,-4.429998,,"",,,,,"PL-AF PROFILE"
"62506600299516","Nodes","299516",21.000000,68.834431,"Default Known Flow Node","Known Flow",247804.333586,604972.566828,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62506600299518","Nodes","299518",21.000000,68.960115,"Default Known Flow Node","Known Flow",247812.958588,605020.066841,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
