"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"80013900000252","Nodes","252",21.000000,29.845997,"DDS demands","Known Flow",478600.521388,240284.217593,,0.000000,,,,,,,-2.200000,,,,,,-1.967279,-2.200000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000261","Nodes","261",21.000000,29.832548,"Default Known Flow Node","Known Flow",478567.646379,240233.467580,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000244","Nodes","244",21.000000,30.005380,"Default Known Flow Node","Known Flow",478592.646385,240181.842566,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000241","Nodes","241",21.000000,30.086041,"DDS demands","Known Flow",478616.646392,240169.342562,,0.000000,,,,,,,-1.539999,,,,,,-1.377095,-1.539999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900003641","Nodes","3641",21.000000,30.152706,"Default Known Flow Node","Known Flow",478650.521401,240214.092574,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000070","Nodes","70",21.000000,36.984926,"DDS demands","Known Flow",479042.021508,240194.592569,,0.000000,,,,,,,-13.260000,,,,,,-11.857329,-13.260000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900008003","Nodes","Logger 147, London Road",21.000000,37.085656,"Val Log Cath","Known Flow",479068.944274,240173.978976,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000437","Nodes","P10124779, London Road, 36.65 (CT 50.59)",24.000000,37.228464,"CSEP DDS Matched","Known Flow",479115.480909,240138.165572,,0.000000,-11.050000,,,,,,-3.119999,-36.650000,,,,,-45.444155,-50.820001,,"","C1 PROFILE",,,,,,"D1 PROFILE","DC PROFILE",,,,
"80013900008002","Nodes","Logger 9, Vicarage Road",21.000000,37.679723,"Val Log Cath","Known Flow",478715.833476,240712.963676,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000317","Nodes","317",21.000000,37.529932,"DDS demands","Known Flow",478688.646412,240694.967705,,0.000000,-8.350000,,,,,,-3.499999,,,,,,-10.596482,-11.850000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,
"80013900000277","Nodes","277",21.000000,35.332375,"DDS demands","Known Flow",479293.646576,239825.592469,,0.000000,,,,,,,-7.289999,,,,,,-6.518848,-7.289999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900008001","Nodes","Logger 128, Milford Avenue",21.000000,35.334952,"Val Log Cath","Known Flow",479302.582053,239834.527946,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000054","Nodes","54",21.000000,35.386996,"DDS demands","Known Flow",479327.146585,239868.342480,,0.000000,,,,,,,-8.479999,,,,,,-7.582967,-8.479999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900003680","Nodes","3680",21.000000,39.439612,"Default Known Flow Node","Known Flow",479401.396606,239961.092505,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900008000","Nodes","Logger 140, Queen Eleanor Street",21.000000,40.470171,"Val Log Cath","Known Flow",479448.960858,240107.349167,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000299","Nodes","299",21.000000,40.498704,"Default Known Flow Node","Known Flow",479450.396619,240111.717546,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000083","Nodes","83",21.000000,37.844719,"Default Known Flow Node","Known Flow",478939.646480,240400.092625,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000436","Nodes","436",21.000000,38.009160,"DDS demands","Known Flow",478953.612629,240408.997425,,0.000000,,,,-4.909999,,,-1.940000,,,,,,-6.125392,-6.849999,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,
"80013900000392","Nodes","392",21.000000,38.157027,"DDS demands","Known Flow",478964.667344,240419.320295,,0.000000,-15.999999,,,-1.869999,,,-12.950000,,,,,,-27.559796,-30.820000,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,
"80013900000058","Nodes","58",21.000000,36.063912,"DDS demands","Known Flow",479177.343545,239815.605466,,0.000000,,,,,,,-16.149999,,,,,,-14.441618,-16.149999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000057","Nodes","57",21.000000,36.053383,"DDS demands","Known Flow",479182.510546,239814.150465,,0.000000,,,,,,,-4.980000,,,,,,-4.453205,-4.980000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000440","Nodes","440",21.000000,37.398926,"DDS demands","Known Flow",479165.771541,240086.967540,,0.000000,,,,,,,-2.409999,,,,,,-2.155065,-2.409999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000153","Nodes","153",21.000000,37.484447,"DDS demands","Known Flow",479172.021543,240096.467542,,0.000000,,,,,,,-3.110000,,,,,,-2.781017,-3.110000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000092","Nodes","92",21.000000,40.383668,"DDS demands","Known Flow",479207.886553,240510.592655,,0.000000,,,,,,,-8.350000,,,,,,-7.466719,-8.350000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000093","Nodes","93",21.000000,38.341528,"DDS demands","Known Flow",479117.008276,240370.394797,,0.000000,,,,,,,-11.740000,,,,,,-10.498118,-11.740000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000272","Nodes","272",21.000000,36.923475,"DDS demands","Known Flow",479027.271504,240222.217577,,0.000000,,,,,,,-7.690000,,,,,,-6.876535,-7.690000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000071","Nodes","71",21.000000,36.841657,"DDS demands","Known Flow",479021.021502,240213.592574,,0.000000,,,,,,,-7.629999,,,,,,-6.822882,-7.629999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900003724","Nodes","3724",21.000000,40.349978,"Default Known Flow Node","Known Flow",478996.646495,240836.717744,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000158","Nodes","158",21.000000,41.222708,"DDS demands","Known Flow",479104.113608,240812.494054,,0.000000,,,,,,,-2.619999,,,,,,-2.342850,-2.619999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900003635","Nodes","3635",21.000000,41.770961,"Default Known Flow Node","Known Flow",479175.896544,240817.717739,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900003696","Nodes","3696",21.000000,39.194010,"Default Known Flow Node","Known Flow",478860.021458,240892.717759,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000318","Nodes","318",21.000000,39.422910,"Default Known Flow Node","Known Flow",478889.031842,240885.210029,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900003657","Nodes","3657",21.000000,41.302352,"Default Known Flow Node","Known Flow",479185.896547,240550.467666,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000090","Nodes","90",21.000000,41.391476,"DDS demands","Known Flow",479183.452266,240554.865176,,0.000000,,,,,,,-8.130000,,,,,,-7.269991,-8.130000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000089","Nodes","89",21.000000,41.108301,"DDS demands","Known Flow",479167.011114,240545.736445,,0.000000,,,,,,,-19.870001,,,,,,-17.768111,-19.870001,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000155","Nodes","155",21.000000,43.864837,"DDS demands","Known Flow",479287.521575,240614.967683,,0.000000,,,,,,,-2.589999,,,,,,-2.316024,-2.589999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900003636","Nodes","3636",21.000000,39.985341,"Default Known Flow Node","Known Flow",479203.896552,240410.217628,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000098","Nodes","98",21.000000,40.080713,"Default Known Flow Node","Known Flow",479223.819012,240438.693186,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000097","Nodes","97",21.000000,40.164733,"DDS demands","Known Flow",479230.771559,240445.967637,,0.000000,,,,,,,-14.229999,,,,,,-12.724720,-14.229999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000095","Nodes","95",21.000000,40.192876,"DDS demands","Known Flow",479239.896562,240461.592642,,0.000000,,,,,,,-8.260000,,,,,,-7.386240,-8.260000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000094","Nodes","94",21.000000,40.246872,"Default Known Flow Node","Known Flow",479227.106979,240490.491890,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000464","Nodes","464",21.000000,41.084950,"DDS demands","Known Flow",479191.331840,240541.907269,,0.000000,,,,,,,-4.239999,,,,,,-3.791483,-4.239999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000091","Nodes","91",21.000000,41.210325,"DDS demands","Known Flow",479188.021547,240546.967665,,0.000000,,,,,,,-9.000000,,,,,,-8.047961,-9.000000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000268","Nodes","268",21.000000,36.491314,"DDS demands","Known Flow",478888.646466,240346.092610,,0.000000,-4.269999,,,,,,-3.680000,,,,,,-7.109032,-7.949999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,
"80013900000270","Nodes","270",21.000000,36.643188,"DDS demands","Known Flow",478893.123147,240353.287277,,0.000000,,,,-11.719999,,,,,,,,,-10.480234,-11.719999,,"",,,,"C4 PROFILE",,,,,,,,
"80013900000269","Nodes","269",21.000000,37.820694,"Default Known Flow Node","Known Flow",478933.396478,240404.342626,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000154","Nodes","154",21.000000,37.616188,"DDS demands","Known Flow",478838.396452,240540.842663,,0.000000,,,-19.099999,,,,-9.200000,,,,,,-25.306366,-28.300001,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,,
"80013900000387","Nodes","387",21.000000,37.354485,"DDS demands","Known Flow",478836.271452,240534.717662,,0.000000,-3.280000,,,,,,-14.900000,,,,,,-16.256881,-18.180000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,
"80013900000074","Nodes","74",21.000000,33.787845,"DDS demands","Known Flow",478768.105721,240444.170756,,0.000000,-2.710000,,,-9.300000,,,-3.160000,,,,,,-13.565286,-15.169999,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,
"80013900000002","Nodes","Warren Farm DG, Constant",21.000000,69.999999,"Default Known Pressure Node","Known Pressure",479968.771760,240879.967756,,399.999988,,,,,,,,,,,,,203.014259,227.030000,,"",,,,,,,,,,,,
"80013900000430","Nodes","430",21.000000,69.801324,"Default Known Flow Node","Known Flow",479972.385422,240876.519061,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000460","Nodes","460",21.000000,69.300570,"Default Known Flow Node","Known Flow",479979.032668,240861.097451,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000160","Nodes","160",21.000000,45.977543,"Default Known Flow Node","Known Flow",479409.021608,240668.592698,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000124","Nodes","124",21.000000,46.740958,"Default Known Flow Node","Known Flow",479440.896616,240679.092701,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000443","Nodes","443",21.000000,41.441614,"DDS demands","Known Flow",479415.119424,240504.258019,,0.000000,,,,,,,-11.649999,,,,,,-10.417637,-11.649999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000110","Nodes","110",21.000000,41.357309,"DDS demands","Known Flow",479449.842142,240614.124953,,0.000000,,,,,,,-12.180000,,,,,,-10.891574,-12.180000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000111","Nodes","111",21.000000,42.002853,"DDS demands","Known Flow",479392.521603,240590.342677,,0.000000,,,,,,,-7.289999,,,,,,-6.518848,-7.289999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000117","Nodes","117",21.000000,42.806213,"DDS demands","Known Flow",479378.656599,240476.157646,,0.000000,,,,,,,-5.229999,,,,,,-4.676759,-5.229999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000118","Nodes","118",21.000000,42.795125,"DDS demands","Known Flow",479310.464646,240429.895499,,0.000000,,,,,,,-7.280000,,,,,,-6.509906,-7.280000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000105","Nodes","105",21.000000,41.074183,"DDS demands","Known Flow",479366.419483,240385.514317,,0.000000,,,,,,,-2.750000,,,,,,-2.459099,-2.750000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000311","Nodes","311",21.000000,38.674294,"DDS demands","Known Flow",479350.521592,240219.092576,,0.000000,,,,,,,-5.460000,,,,,,-4.882429,-5.460000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000314","Nodes","314",21.000000,37.245996,"DDS demands","Known Flow",479408.271607,240275.217591,,0.000000,,,,,,,-3.209999,,,,,,-2.870439,-3.209999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000310","Nodes","310",21.000000,37.184179,"DDS demands","Known Flow",479313.307287,240128.015159,,0.000000,,,,,,,-5.800000,,,,,,-5.186464,-5.800000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000307","Nodes","307",21.000000,38.887126,"DDS demands","Known Flow",479437.146615,240192.342568,,0.000000,,,,,,,-5.899999,,,,,,-5.275885,-5.899999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000306","Nodes","306",21.000000,38.619451,"DDS demands","Known Flow",479462.005685,240264.193045,,0.000000,,,,,,,-11.629999,,,,,,-10.399753,-11.629999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000305","Nodes","305",21.000000,38.907875,"DDS demands","Known Flow",479422.656646,240201.608263,,0.000000,,,,,,,-4.210000,,,,,,-3.764657,-4.210000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000312","Nodes","312",21.000000,37.184208,"DDS demands","Known Flow",479296.771582,240137.842551,,0.000000,,,,,,,-5.099999,,,,,,-4.560511,-5.099999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000340","Nodes","340",21.000000,37.198501,"DDS demands","Known Flow",479276.271571,240104.592545,,0.000000,,,,,,,-3.130000,,,,,,-2.798902,-3.130000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000313","Nodes","313",21.000000,37.177435,"DDS demands","Known Flow",479267.021569,240089.092540,,0.000000,,,,,,,-1.360000,,,,,,-1.216136,-1.360000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000342","Nodes","342",21.000000,37.169323,"DDS demands","Known Flow",479284.646574,240077.092537,,0.000000,,,,,,,-1.809999,,,,,,-1.618534,-1.809999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000279","Nodes","279",21.000000,33.667631,"DDS demands","Known Flow",479407.702125,239644.193331,,0.000000,,,,,,,-10.949999,,,,,,-9.791686,-10.949999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000394","Nodes","394",21.000000,33.631089,"DDS demands","Known Flow",479405.606276,239639.870012,,0.000000,,,,,,,-16.969999,,,,,,-15.174876,-16.969999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000395","Nodes","395",21.000000,32.101282,"DDS demands","Known Flow",479501.646633,239778.842456,,0.000000,,,,,,,-10.399999,,,,,,-9.299865,-10.399999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900003683","Nodes","3683",21.000000,41.529571,"Default Known Flow Node","Known Flow",479508.771635,239943.842501,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000405","Nodes","405",21.000000,41.652912,"DDS demands","Known Flow",479537.431440,239914.882342,,0.000000,,,,,,,-18.189999,,,,,,-16.265823,-18.189999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900003685","Nodes","3685",21.000000,41.902229,"Default Known Flow Node","Known Flow",479559.896649,240012.842520,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900003609","Nodes","3609",21.000000,41.667555,"Default Known Flow Node","Known Flow",479722.146693,240311.342601,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000149","Nodes","149",21.000000,41.621437,"DDS demands","Known Flow",479687.036534,240338.694271,,0.000000,,,,,,,-18.430000,,,,,,-16.480436,-18.430000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900003606","Nodes","3606",21.000000,41.605262,"Default Known Flow Node","Known Flow",479657.763481,240299.582551,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000174","Nodes","174",21.000000,41.709830,"DDS demands","Known Flow",479839.396725,240191.967568,,0.000000,,,,,,,-6.139999,,,,,,-5.490497,-6.139999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000175","Nodes","175",21.000000,41.726326,"DDS demands","Known Flow",479838.279778,240138.727302,,0.000000,,,,,,,-4.610000,,,,,,-4.122344,-4.610000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000173","Nodes","173",21.000000,41.762487,"DDS demands","Known Flow",479808.396716,240163.842561,,0.000000,,,,,,,-3.160000,,,,,,-2.825728,-3.160000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000213","Nodes","213",21.000000,45.241378,"DDS demands","Known Flow",480156.567351,239583.323278,,0.000000,,,,,,,-5.039999,,,,,,-4.506857,-5.039999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000215","Nodes","215",21.000000,45.825188,"Default Known Flow Node","Known Flow",480194.370802,239674.481147,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000216","Nodes","216",21.000000,45.803033,"Default Known Flow Node","Known Flow",480195.646822,239677.717428,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000219","Nodes","219",21.000000,45.658544,"Default Known Flow Node","Known Flow",480207.521825,239706.342436,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000220","Nodes","220",21.000000,45.658334,"DDS demands","Known Flow",480210.690762,239705.048992,,0.000000,,,,,,,-3.089999,,,,,,-2.763133,-3.089999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000221","Nodes","221",21.000000,45.657734,"DDS demands","Known Flow",480244.271835,239691.342432,,0.000000,,,,,,,-3.380000,,,,,,-3.022456,-3.380000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000227","Nodes","227",21.000000,45.542895,"DDS demands","Known Flow",480222.146829,239740.342445,,0.000000,,,,,,,-8.720000,,,,,,-7.797580,-8.720000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000228","Nodes","228",21.000000,45.509045,"Default Known Flow Node","Known Flow",480223.223083,239742.989915,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000449","Nodes","449",21.000000,67.316186,"DDS demands","Known Flow",480089.271793,240288.592595,,0.000000,-31.319998,,,,,,,,,,-29.399999,,-54.296911,-60.719998,,"","C1 PROFILE",,,,,,,,,,"I2 PROFILE",
"80013900000451","Nodes","451",21.000000,67.685417,"DDS demands","Known Flow",480097.412159,240301.700931,,0.000000,-16.520000,,,,,,-0.199999,,,,,,-14.951323,-16.720001,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,
"80013900000418","Nodes","418",21.000000,64.912587,"DDS demands","Known Flow",480137.608710,240148.882009,,0.000000,-17.840000,,,,,,,,,,-9.370000,,-24.331669,-27.210001,,"","C1 PROFILE",,,,,,,,,,"I2 PROFILE",
"80013900000417","Nodes","417",21.000000,65.670618,"DDS demands","Known Flow",480159.714871,240214.190827,,0.000000,-3.329999,,,,,,,,,,,,-2.977745,-3.329999,,"","C1 PROFILE",,,,,,,,,,,
"80013900000415","Nodes","415",21.000000,69.617075,"Default Known Flow Node","Known Flow",480138.646806,240267.842589,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80013900000046","Nodes","46",21.000000,28.227663,"DDS demands","Known Flow",478900.521469,239793.842460,,0.000000,,,,,,,-6.090000,,,,,,-5.445787,-6.090000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000366","Nodes","366",21.000000,31.114309,"DDS demands","Known Flow",478917.646474,239994.842515,,0.000000,,,,,,,-5.019999,,,,,,-4.488973,-5.019999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000045","Nodes","45",21.000000,31.079558,"DDS demands","Known Flow",478935.628131,239950.588018,,0.000000,,,,,,,-0.889999,,,,,,-0.795853,-0.889999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000273","Nodes","273",21.000000,27.622133,"DDS demands","Known Flow",478967.382665,239744.473716,,0.000000,,,,,,,-3.780000,,,,,,-3.380143,-3.780000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000049","Nodes","49",21.000000,27.624539,"DDS demands","Known Flow",478878.431463,239645.347420,,0.000000,,,,,,,-7.030000,,,,,,-6.286352,-7.030000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000363","Nodes","363",21.000000,30.307924,"DDS demands","Known Flow",478939.771480,239922.092495,,0.000000,,,,,,,-5.840000,,,,,,-5.222232,-5.840000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000362","Nodes","362",21.000000,31.535902,"DDS demands","Known Flow",478956.021484,239937.092499,,0.000000,,,,,,,-20.059999,,,,,,-17.938010,-20.059999,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000050","Nodes","50",21.000000,27.660214,"DDS demands","Known Flow",478975.146490,239738.217445,,0.000000,,,,,,,-13.060000,,,,,,-11.678486,-13.060000,,"",,,,,,,"D1 PROFILE",,,,,
"80013900000274","Nodes","274",21.000000,27.542226,"DDS demands","Known Flow",478990.396494,239781.842457,,0.000000,,,,,,,-10.260000,,,,,,-9.174676,-10.260000,,"",,,,,,,"D1 PROFILE",,,,,
