"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"80300100006685","Nodes","6685",21.000000,30.350748,"DDS demands","Known Flow",472480.019722,173563.449438,,0.000000,-13.590000,,,,,,,,,,,,,,,-12.152421,-13.590000,,"","C1 PROFILE",,,,,,,,,,,,,,
"80300100006615","Nodes","6615",21.000000,28.062759,"DDS demands","Known Flow",472779.394804,169545.448345,,0.000000,,,,,,,-3.029999,,,,,,,,,-2.709480,-3.029999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100006613","Nodes","6613",21.000000,28.232253,"DDS demands","Known Flow",472680.144777,169467.323324,,0.000000,,,,,,,-6.079999,,,,,,,,,-5.436844,-6.079999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100016839","Nodes","16839",21.000000,32.134512,"DDS demands","Known Flow",473471.519992,169707.948389,,0.000000,,,,,,,-3.710000,,,,,,,,,-3.317548,-3.710000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100016841","Nodes","16841",21.000000,32.177136,"DDS demands","Known Flow",473463.894990,169757.323402,,0.000000,,,,,,,-3.769999,,,,,,,,,-3.371201,-3.769999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100022965","Nodes","22965",21.000000,31.555694,"DDS demands","Known Flow",466348.097544,175811.387657,,0.000000,,,,,,,-10.450000,,,,,,,,,-9.344577,-10.450000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100023899","Nodes","899, P10123584, BLAGRAVE COTTAGES VOLLER DR, -7.85 SCMH",22.999998,28.579280,"CSEP DDS Matched","Known Flow",466097.226083,172568.358710,,0.000000,,,,,,,,-7.849999,,,,,,,,-7.019610,-7.849999,,"",,,,,,,,"DC PROFILE",,,,,,,
"80300100022963","Nodes","22963",21.000000,31.589820,"DDS demands","Known Flow",466409.268070,175783.825042,,0.000000,,,,,,,-4.389999,,,,,,,,,-3.925616,-4.389999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100001037","Nodes","1037, P09121990, DEV@63-65 READING ROAD, -13.48SCMH",22.999998,35.238873,"CSEP DDS Matched","Known Flow",463841.489010,176456.623083,,0.000000,,,,,,,,-13.480000,,,,,,,,-12.054057,-13.480000,,"",,,,,,,,"DC PROFILE",,,,,,,
"80300100001040","Nodes","1040, P00040052, 204-216 ELGAR ROAD SOUTH, -34.71SCMH",25.000000,28.354136,"CSEP DDS Matched","Known Flow",471523.644884,172114.069988,,0.000000,,,,,,,,-34.709999,,,,,,,,-31.038302,-34.709999,,"",,,,,,,,"DC PROFILE",,,,,,,
"80300100031160","Nodes","31160",21.000000,33.308276,"DDS demands","Known Flow",471731.019518,174558.949709,,0.000000,,,,,,,-0.099999,,,,,,,,,-0.089421,-0.099999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030869","Nodes","30869",21.000000,27.391229,"DDS demands","Known Flow",471618.269488,176021.450107,,0.000000,,,,,,,-1.669999,,,,,,,,,-1.493343,-1.669999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100000600","Nodes","600",21.000000,31.718997,"DDS demands","Known Flow",472431.394709,172102.574041,,0.000000,,,,,,,-2.380000,,,,,,,,,-2.128238,-2.380000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100000598","Nodes","598",21.000000,31.719227,"DDS demands","Known Flow",472431.644709,172087.699037,,0.000000,,,,,,,-2.349999,,,,,,,,,-2.101411,-2.349999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100000967","Nodes","967",21.000000,31.776504,"DDS demands","Known Flow",471635.519492,171246.448808,,0.000000,-2.039999,,,,,,,,,,,,,,,-1.824204,-2.039999,,"","C1 PROFILE",,,,,,,,,,,,,,
"80300100006546","Nodes","6546, P10123568, 6 HEADLEY ROAD (LIDL), -25.02SCMH",24.000000,33.594577,"CSEP DDS Matched","Known Flow",476179.954662,173316.215240,,0.000000,,,,,-14.770000,,,-10.249999,,,,,,,,-22.373331,-25.020001,,"",,,,,"CC PROFILE",,,"DC PROFILE",,,,,,,
"80300100007618","Nodes","7618",21.000000,29.997146,"Default Known Flow Node","Known Flow",471585.019479,171234.323804,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80300100020579","Nodes","20579",21.000000,36.939252,"DDS demands","Known Flow",466696.143148,173693.949474,,0.000000,-0.589999,,,-8.069999,,,-29.940001,,,,,,,,,-34.516813,-38.600002,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,,
"80300100001895","Nodes","1895",21.000000,34.393468,"Default Known Flow Node","Known Flow",473375.081966,167759.760859,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80300100016332","Nodes","16332",21.000000,34.512946,"DDS demands","Known Flow",475935.088016,171607.220207,,0.000000,,,,,,,-11.490000,,,,,,,,,-10.274563,-11.490000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100017092","Nodes","17092",21.000000,34.276174,"DDS demands","Known Flow",475935.145662,171605.823905,,0.000000,,,,,,,-4.670000,,,,,,,,,-4.175997,-4.670000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100001417","Nodes","1417",21.000000,37.230531,"Default Known Flow Node","Known Flow",475493.389643,174365.311977,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80300100013091","Nodes","13091",21.000000,37.229771,"DDS demands","Known Flow",475498.020543,174368.574657,,0.000000,,,,,,,-13.539999,,,,,,,,,-12.107709,-13.539999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100013093","Nodes","13093",21.000000,37.008552,"DDS demands","Known Flow",475486.645540,174285.949635,,0.000000,,,,,,,-32.009997,,,,,,,,,-28.623913,-32.009997,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100001416","Nodes","1416",21.000000,37.109286,"Default Known Flow Node","Known Flow",475496.894871,174371.273133,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80300100017093","Nodes","17093",21.000000,32.269518,"DDS demands","Known Flow",476090.957156,171604.950828,,0.000000,,,,,,,-7.420000,,,,,,,,,-6.635097,-7.420000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100011345","Nodes","11345",21.000000,34.896244,"DDS demands","Known Flow",474487.301444,170926.739634,,0.000000,,,,,,,-7.600000,,,,,,,,,-6.796056,-7.600000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100011344","Nodes","11344",21.000000,34.891058,"DDS demands","Known Flow",474502.895273,170872.823706,,0.000000,,,,,,,-1.120000,,,,,,,,,-1.001524,-1.120000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100011346","Nodes","11346",21.000000,34.956232,"DDS demands","Known Flow",474488.395269,170940.198724,,0.000000,,,,,,,-31.169999,,,,,,,,,-27.872772,-31.169999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100000003","Nodes","3",21.000000,32.672037,"DDS demands","Known Flow",472344.388146,173446.416363,,0.000000,,,,,,,-15.020000,,,,,,,,,-13.431153,-15.020000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100006803","Nodes","6803",21.000000,35.604800,"Default Known Flow Node","Known Flow",470078.394069,172681.949198,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80300100000445","Nodes","445",21.000000,33.160719,"DDS demands","Known Flow",470644.970661,172543.673086,,0.000000,,,,,,,-7.889999,,,,,,,,,-7.055379,-7.889999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100001279","Nodes","1279",21.000000,33.411139,"Default Known Flow Node","Known Flow",470643.394222,172539.199159,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80300100000443","Nodes","443",21.000000,39.160739,"DDS demands","Known Flow",470591.687208,172458.938138,,0.000000,,,,,,,-11.270000,,,,,,,,,-10.077835,-11.270000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030840","Nodes","30840",21.000000,26.750870,"DDS demands","Known Flow",470136.144084,175277.574905,,0.000000,-6.210000,,,,,,-9.829999,,,,,,,,,-14.343255,-16.039999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,
"80300100030060","Nodes","30060",21.000000,26.761287,"DDS demands","Known Flow",470152.517414,175278.019068,,0.000000,,,,,,,-3.999999,,,,,,,,,-3.576871,-3.999999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030078","Nodes","30078",21.000000,26.380792,"DDS demands","Known Flow",470494.894182,175701.825020,,0.000000,,,,,,,-20.719998,,,,,,,,,-18.528193,-20.719998,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030867","Nodes","30867",21.000000,26.191654,"DDS demands","Known Flow",470560.771588,175603.367976,,0.000000,,,,,,,-21.569999,,,,,,,,,-19.288279,-21.569999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030085","Nodes","30085",21.000000,26.245983,"DDS demands","Known Flow",470671.894230,175437.324948,,0.000000,,,,,,,-31.469998,,,,,,,,,-28.141036,-31.469998,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030077","Nodes","30077",21.000000,26.271806,"DDS demands","Known Flow",470395.228614,175680.693258,,0.000000,,,,,,,-32.319999,,,,,,,,,-28.901122,-32.319999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030866","Nodes","30866",21.000000,26.188420,"DDS demands","Known Flow",470466.140922,175570.848544,,0.000000,,,,,,,-31.999999,,,,,,,,,-28.614972,-31.999999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030088","Nodes","30088",21.000000,26.206003,"DDS demands","Known Flow",470570.269202,175414.074942,,0.000000,,-6.000000,,,,,-29.600001,,,,,,,,,-31.834158,-35.600000,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,,,,,
"80300100030092","Nodes","30092",21.000000,27.378132,"DDS demands","Known Flow",470328.939366,175530.087173,,0.000000,,,-5.559999,,,,-24.459999,,,,,,,,,-26.844420,-30.019999,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,,,,,
"80300100001324","Nodes","1324",21.000000,26.833115,"DDS demands","Known Flow",470430.018823,175449.678586,,0.000000,,,,,,,-21.019999,,,,,,,,,-18.796459,-21.019999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030089","Nodes","30089",21.000000,26.692351,"DDS demands","Known Flow",470471.019175,175387.324934,,0.000000,,,,,,,-20.410000,,,,,,,,,-18.250988,-20.410000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030096","Nodes","30096",21.000000,28.020229,"DDS demands","Known Flow",470965.363177,175600.476301,,0.000000,,,,,,,-0.009999,,,,,,,,,-0.008942,-0.009999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030095","Nodes","30095",21.000000,27.938795,"DDS demands","Known Flow",470959.207030,175520.913729,,0.000000,,,,,,,-25.709999,,,,,,,,,-22.990341,-25.709999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100039013","Nodes","39013",21.000000,27.637320,"DDS demands","Known Flow",470960.832156,175312.998926,,0.000000,,-22.000000,-2.069999,,,,-59.319998,,,,,,,,,-74.568830,-83.390001,,"",,"C2 PROFILE","C3  PROFILE",,,,"D1 PROFILE",,,,,,,,
"80300100030098","Nodes","30098",21.000000,28.213481,"DDS demands","Known Flow",470929.144300,175753.575034,,0.000000,,,,,,,-37.979998,,,,,,,,,-33.962396,-37.979998,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030097","Nodes","30097",21.000000,28.046329,"DDS demands","Known Flow",470962.679422,175644.507937,,0.000000,,,,-1.700000,,,-33.659998,,,,,,,,,-31.619544,-35.359999,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,,
"80300100001373","Nodes","1373",21.000000,28.031313,"DDS demands","Known Flow",470963.911919,175635.572333,,0.000000,,,,,,,-21.409999,,,,,,,,,-19.145205,-21.409999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030848","Nodes","30848",21.000000,24.962628,"DDS demands","Known Flow",471198.894374,175774.575040,,0.000000,,,,,,,-9.679999,,,,,,,,,-8.656029,-9.679999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100038001","Nodes","8001, P12130807, Dev @ Iris Court New Lane Hill, -41.63scmh",24.000000,31.114239,"CSEP Unmatched","Known Flow",467307.302698,172954.126450,,0.000000,,,,,-13.109999,,,-28.519999,,,,,,-41.629999,,-74.452580,-83.259998,,"",,,,,"CC PROFILE",,,"DC PROFILE",,,,,,"DC PROFILE",
"80300100030135","Nodes","30135",21.000000,25.172037,"DDS demands","Known Flow",471235.269383,175732.575028,,0.000000,,,,,,,-5.179999,,,,,,,,,-4.632048,-5.179999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030265","Nodes","30265",21.000000,35.294164,"DDS demands","Known Flow",471783.009212,176280.310402,,0.000000,,,,,,,-8.810000,,,,,,,,,-7.878060,-8.810000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030261","Nodes","30261",21.000000,35.196286,"DDS demands","Known Flow",471931.177074,176409.320206,,0.000000,,,,,,,-14.129999,,,,,,,,,-12.635299,-14.129999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030260","Nodes","30260",21.000000,36.036431,"DDS demands","Known Flow",471714.232928,176331.404460,,0.000000,,,,,,,-5.929999,,,,,,,,,-5.302711,-5.929999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030318","Nodes","30318",21.000000,30.942209,"DDS demands","Known Flow",472351.269687,175146.699869,,0.000000,,,,-7.139999,,,-7.590000,,,,,,,,,-13.171829,-14.730000,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,,
"80300100038004","Nodes","38004, Logger 4379, Donkin Hill",21.000000,31.030064,"Val Log Post","Known Flow",472355.938884,175127.405926,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80300100030317","Nodes","30317",21.000000,31.002330,"DDS demands","Known Flow",472356.771772,175123.948339,,0.000000,-3.089999,,,,,,-5.519999,,,,,,,,,-7.699215,-8.609999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,
"80300100031432","Nodes","31432",21.000000,35.193241,"DDS demands","Known Flow",472051.788734,174723.649860,,0.000000,,,,,,,-24.270001,,,,,,,,,-21.702670,-24.270001,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030685","Nodes","30685",21.000000,34.995380,"DDS demands","Known Flow",472049.144605,174752.199762,,0.000000,,,,,,,-16.180000,,,,,,,,,-14.468446,-16.180000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030452","Nodes","30452",21.000000,36.223783,"DDS demands","Known Flow",472050.512732,174600.417769,,0.000000,,,,,,,-11.709999,,,,,,,,,-10.471292,-11.709999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030824","Nodes","30824",21.000000,24.360217,"DDS demands","Known Flow",471930.519573,175324.699917,,0.000000,,-12.000000,,,,,-10.529999,,,,,,,,,-20.146728,-22.529999,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,,,,,
"80300100031140","Nodes","31140",21.000000,24.544483,"DDS demands","Known Flow",471965.393989,175391.929148,,0.000000,,,,,,,-6.650000,,,,,,,,,-5.946549,-6.650000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030306","Nodes","30306",21.000000,24.535216,"DDS demands","Known Flow",471896.394563,175413.824942,,0.000000,,,,,,,-3.780000,,,,,,,,,-3.380143,-3.780000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030307","Nodes","30307",21.000000,24.535019,"DDS demands","Known Flow",471895.269563,175423.199944,,0.000000,,,,,,,-3.079999,,,,,,,,,-2.754191,-3.079999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030286","Nodes","30286",21.000000,29.003503,"DDS demands","Known Flow",471834.894547,175770.450039,,0.000000,,,,,,,-16.040000,,,,,,,,,-14.343256,-16.040000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100038006","Nodes","38006, Logger 4381, Buckingham Drive",21.000000,29.024384,"Val Log Post","Known Flow",471879.485613,175810.340387,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80300100030643","Nodes","30643",21.000000,29.020085,"DDS demands","Known Flow",471889.519561,175816.950051,,0.000000,,,,,,,-15.680000,,,,,,,,,-14.021337,-15.680000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030344","Nodes","30344",21.000000,22.915918,"DDS demands","Known Flow",472281.103008,175593.059621,,0.000000,,,,,,,-33.580000,,,,,,,,,-30.027838,-33.580000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100038000","Nodes","38000, Logger 4384, Valentine Crescent, Proposed Low Point Group 3",21.000000,22.831277,"Low Point","Known Flow",472404.331121,175518.412331,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80300100030342","Nodes","30342",21.000000,22.831343,"DDS demands","Known Flow",472404.465456,175515.322611,,0.000000,,,,,,,-32.209999,,,,,,,,,-28.802758,-32.209999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030967","Nodes","30967",21.000000,28.086792,"DDS demands","Known Flow",473260.644935,175455.949953,,0.000000,,,,,,,-38.330002,,,,,,,,,-34.275374,-38.330002,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100038002","Nodes","38002",21.000000,32.575447,"Default Known Flow Node","Known Flow",473524.471866,175642.042732,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80300100030359","Nodes","30359",21.000000,32.713934,"DDS demands","Known Flow",473534.142780,175648.322887,,0.000000,,,,,,,-6.159999,,,,,,,,,-5.508382,-6.159999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100038007","Nodes","38007, Logger 4382, 334 Peppard Road",21.000000,30.806510,"Val Log Cath","Known Flow",472196.957637,177071.523158,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80300100030236","Nodes","30236",21.000000,30.752169,"DDS demands","Known Flow",472193.538925,177085.080289,,0.000000,,,,,,,-25.520001,,,,,,,,,-22.820441,-25.520001,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030208","Nodes","30208",21.000000,28.864305,"DDS demands","Known Flow",471948.144577,177324.325462,,0.000000,,,,,,,-37.439999,,,,,,,,,-33.479518,-37.439999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030207","Nodes","30207",21.000000,28.723623,"DDS demands","Known Flow",472045.239828,177381.808417,,0.000000,,,,,,,-17.959999,,,,,,,,,-16.060153,-17.959999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030206","Nodes","30206",21.000000,29.518746,"DDS demands","Known Flow",472119.020026,177214.082895,,0.000000,,,,,,,-21.550000,,,,,,,,,-19.270395,-21.550000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030094","Nodes","30094",21.000000,27.473078,"DDS demands","Known Flow",470996.269318,175208.824886,,0.000000,,,,,,,-16.879999,,,,,,,,,-15.094397,-16.879999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030976","Nodes","30976, Proposed Low Point Group 3",21.000000,22.618451,"Low Point","Known Flow",470311.144132,174973.574822,,0.000000,,,,,,,-4.019999,,,,,,,,,-3.594755,-4.019999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100031146","Nodes","31146",21.000000,23.221370,"DDS demands","Known Flow",470472.863928,174900.492404,,0.000000,,,,,,,-2.170000,,,,,,,,,-1.940452,-2.170000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100031107","Nodes","31107",21.000000,23.829093,"DDS demands","Known Flow",470635.660214,174870.403162,,0.000000,,,,,,,-7.239999,,,,,,,,,-6.474137,-7.239999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100038003","Nodes","38003",21.000000,27.095763,"Default Known Flow Node","Known Flow",470350.481527,175262.922754,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"80300100031189","Nodes","31189",21.000000,27.067245,"DDS demands","Known Flow",470360.769145,175251.699898,,0.000000,-6.000000,,,,,,-6.199999,,,,,,,,,-10.909458,-12.199999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,
"80300100031260","Nodes","31260",21.000000,26.066992,"DDS demands","Known Flow",470296.144128,175192.824882,,0.000000,,,,,,,-5.429999,,,,,,,,,-4.855602,-5.429999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030642","Nodes","30642",21.000000,26.334076,"DDS demands","Known Flow",470362.169849,175160.499088,,0.000000,,,,,,,-6.059999,,,,,,,,,-5.418960,-6.059999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030061","Nodes","30061",21.000000,27.043462,"DDS demands","Known Flow",470408.894159,175184.574879,,0.000000,,,,,,,-2.180000,,,,,,,,,-1.949395,-2.180000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100030057","Nodes","30057",21.000000,26.813241,"DDS demands","Known Flow",469787.893990,175284.324906,,0.000000,,,,,,,-16.520000,,,,,,,,,-14.772480,-16.520000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100031175","Nodes","31175",21.000000,26.804785,"DDS demands","Known Flow",469829.116027,175270.983193,,0.000000,,,,,,,-11.499999,,,,,,,,,-10.283505,-11.499999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"80300100031069","Nodes","31069",21.000000,26.798970,"DDS demands","Known Flow",469888.019017,175250.824897,,0.000000,,,-7.730000,,,,-12.810000,,,,,,,,,-18.367236,-20.540000,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,,,,,
"80300100030055","Nodes","30055",21.000000,27.479131,"DDS demands","Known Flow",469790.268990,175323.324917,,0.000000,,,,,,,-3.410000,,,,,,,,,-3.049283,-3.410000,,"",,,,,,,"D1 PROFILE",,,,,,,,
